"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
4156	0	0	0	0	0	0	144	133				1	2	0		0							0	0	0	0			0	0	9	0	2	0			0	0	0	0	0	0	0	0				0	0	0	1	
4231	0	0	0	0	0	0	10	0				0	17	0		0							0	0	0	0			0	0	3	0	13	0			0	0	1	0	0	0	0	0				3	0	0	7	
5069	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
5135	0	54	0	0	0	0	88	2				22	488	35		442				442		22	0	0	0	0			5	0	6	0	0	0			0	0	0	0	0	0	0	0				3	1	3	3	
5210	0	0	0	0	0	0	57	11				19	1192	1055		50				0		0	0	0	22	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	65	27	
5461	0	0	0	0	0	0	109	0				0	3	0		0				0		0	0	0	0	0			0	0	0	0	1	0			0	67	0	0	0	2	0	35				0	0	2	5	
5751	0	0	0	0	0	0	4	1				0	17	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				15	3	2	0	
6039	0	0	0	0	0	0	14	6				0	158	102		0				0		0	0	0	0	0			0	0	1	0	0	0			5	0	0	0	0	0	40	0				1	0	10	7	
6329	0	0	0	0	0	0	999	61		0		29	4398	119		0		0	0	0	0	0	0	0	0	0			0	3	127	50	0	0			0	0	0	0	75	51	0	0	0	0		2897	508	1307	170	
7009	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
7045	0	0	0	0	0	0	71	27				0	87	0		0				0		0	0	0	0	0			0	0	14	0	56	0			0	0	0	0	0	0	0	0				0	0	31	30	
7072	0	0	0	0	0	0	129	41				0	32	19		0				0		0	0	8	0	0			0	0	32	3	0	1			0	0	9	6	0	0	0	47				0	0	3	0	
7456	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
7634	0	0	0	0	0	0	56	8				0	124	40		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	17	0	0	0	0				0	9	84	22	
8033	0	0	0	0	0	0	17	16				1	260	30		1				0		0	0	0	0	0			0	0	0	0	0	0			0	0	222	0	0	0	0	0				6	0	1	0	
8462	0	0	0	0	0	0	2	0				0	21	11		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				6	0	4	2	
8631	0	0	0	0	0	0	1	0				0	5	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	5	1	
9357	0	0	0	0	0	0	90	90				0	782	782		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9553	0	0	0	0	0	0	1	0				1	0	0		0				0		0	0	1	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9807	0	0	0	51	0	0	210	53		0		0	50	50		0		0	0	0	0	0	0	0	0	0			0	0	79	0	0	0			0	0	0	0	0	0	0	27	0	0		0	0	0	0	
9955	0	0	0	0	0	0	11	9				0	29	25		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	2	
10250	0	0	0	0	0	0	127	97				13	309	256		48				0		0	0	0	0	0			1	1	0	7	0	0			0	0	0	6	0	0	0	1				0	0	4	2	
10849	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
11145	0	0	0	0	0	0	104	0				0	42	8		0							0	0	0	0			0	0	46	0	0	0			0	0	0	0	1	31	0	0				6	6	27	21	
11640	0	0	0	0	0	0	77	0				19	82	13		32				0		0	0	0	0	0			0	0	25	0	0	0			0	0	32	32	0	0	0	0				1	0	4	1	
11837	0	0	0	0	0	0	1	0				1	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
12030	2009	353	0	0	0	0	4232	477				67	4703	209		61				12		15	0	0	0	0			5	4	1512	0	1052	0			0	3	60	47	968	881	114	504				112	210	113	174	
12142	0	0	0	0	0	0	47	0				47	70	16		45							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	9	0	
12311	701	391	3	32			121989		38408	0	0	1469	303223		0	4021	132648	0	0	45	0	149	163	88	6421	8263	0	0	14075	6587	6079	2245	5298	833	0	43145	19	16	205	302	4435	3136	27297	10709	0	0	2108	21765	28672	42312	13423	
12647	0	0	0	0	0	0	4	0				0	2	0		0				0		0	0	0	0	0			0	1	1	0	1	0			0	0	0	0	0	0	0	0				0	0	1	2	
12656	0	0	0	0	0	0	0	0				0	20	0		0				0		0	0	0	0	0			0	0	0	0	20	0			0	0	0	0	0	0	0	0				0	0	0	0	
12946	76	1	0	0	0	0	645	132				43	1470	252		48				48		43	0	0	0	0			85	1	34	1	165	44			51	23	0	71	115	0	21	22				0	0	613	317	
13103	0	0	0	0	0	0	196	178		0		0	299	53		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	207	0	0	0		4	7	35	11	
13251	0	0	0	0	0	0	11	7				0	10	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	10	4	
13457	0	0	0	0	0	0	8	0				8	1	0		1				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14155	0	0	0	0	0	0	96	3				90	79	0		69				0		0	0	0	0	0			0	0	0	0	5	0			0	0	0	0	0	0	0	0				4	2	1	1	
14650	0	0	0	0	0	0	8	0				0	14	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				6	4	8	4	
14753	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14865	0	0	0	0	0	0	52	33				0	540	0		540				540		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	19	0	0				0	0	0	0	
14977	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
16551	0	0	0	0	0	0	20	10				0	20	0		0				0		0	0	0	0	0			4	0	1	0	6	0			0	0	0	0	0	0	0	0				5	5	5	4	
17110	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
17147	44	78	0	0	0	0	1941	443		0		23	6672	1061		0		0	0	0	0	23	0	0	412	95			0	0	270	248	198	37			0	0	6	1	794	161	3669	406	0	0		190	136	261	80	
17259	0	0	0	0	0	0	2	0				2	14	0		8				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				6	0	0	0	
17950	0	0	0	0	0	0	23	4				5	36	0		0				0		5	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	4				7	0	29	10	
17978	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
18050	0	0	0	0	0	0	62	6				1	137	19		2				2		1	0	0	0	0			0	0	0	0	3	0			0	0	0	0	0	0	0	0				8	0	105	55	
18827	0	0	0	0	81	22	168	74				4	185	4		0				0		0	0	0	0	0			0	0	63	1	41	0			0	0	0	0	0	0	0	0				6	0	53	4	
18836	0	0	0	0	0	0	56	10				0	123	0		0				0		0	0	0	0	0			0	0	0	0	48	0			0	0	0	0	0	0	0	0				5	3	70	43	
18854	0	0	0	0	0	0	155	16		0		138	3813	3753		0		0	0	0	0	138	0	0	0	0			0	0	0	0	60	0			0	0	0	0	0	0	0	0	0	0		0	0	0	1	
19356	0	0	0	0	0	0	54	0				0	6	0		0				0		0	0	0	0	0			0	0	8	44	0	0			0	0	0	0	0	0	0	0				5	1	1	1	
19936	0	0	0	0	0	0	62	0				3	81	50		7				0		0	0	0	0	0			0	0	0	0	13	0			0	0	0	22	0	0	0	34				3	0	8	3	
19972	0	0	0	0	0	0	2	0				0	3	0		0							0	0	0	0			0	0	0	2	0	3			0	0	0	0	0	0	0	0				0	0	0	0	
20053	0	67	0	0	0	0	71	0				0	441	0		437				437		0	0	0	0	0			2	0	3	0	0	0			0	0	0	0	2	0	0	0				0	0	0	1	
20633	0	0	0	0	0	0	4	0				0	166	0		2				0		0	0	0	0	0			0	0	0	0	20	0			0	0	0	0	144	0	0	0				0	0	0	4	
20857	0	0	0	0	0	0	133	130				0	2	1		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	3	1	0	
21256	0	0	0	0	0	0	6	0				0	2	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	6	2	0	
21359	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21658	0	0	0	0	0	0	15	2				9	41	35		4				0		4	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	4	
22048	0	0	0	0	0	0	24	7				0	47	19		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				18	8	10	9	
22543	0	0	0	0	0	0	11	0				0	11	0		0							0	0	0	0			0	0	0	0	6	0			0	0	0	0	0	4	0	0				0	0	5	7	
22552	0	0	0	0	0	0	2	0				2	237	119		0				0		2	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	118	0				0	0	0	0	
22730	0	0	0	0	0	0	115	0				0	84	0		0							0	0	0	0			0	0	4	0	0	0			0	0	0	0	0	0	0	0				7	0	77	111	
23456	4	0	0	0	0	0	33	0				33	45	0		5				0		33	0	0	0	0			2	0	0	0	0	0			0	0	0	0	5	0	0	0				3	0	26	0	
23504	0	0	467	81	0	0	201	113		0		0	9584	4959		0		0	0	0	0	0	0	0	7	0			21	0	0	0	13	0			0	0	0	0	6	0	3359	4	0	0		0	0	752	3	
23643	0	0	0	0	0	0	76	11				0	193	72		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	2	0	0				63	51	58	12	
23755	0	0	0	0	0	0	193	158				0	60	24		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	27	0	0				24	1	12	7	
24006	0	0	0	0	0	0	508	487				0	150	134		0				0		0	0	0	0	6			0	0	14	0	0	0			0	0	0	0	0	0	0	0				0	0	16	1	
24378	0	0	0	0	0	0	1	0				0	0	0		0							0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
24453	0	0	0	0	0	0	141	1				1	512	0		2				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	510	139	
24659	0	0	0	0	0	0	11	0				0	0	0		0				0		0	0	0	0	0			0	0	7	0	0	0			0	0	0	0	0	0	0	0				0	4	0	0	
24668	0	0	0	0	0	0	155	41				0	7959	7796		0				0		0	0	0	0	0			0	0	51	0	0	0			0	0	0	0	0	60	0	0				0	0	163	3	
24949	0	0	0	0	0	0	234	15				0	89	0		0				0		0	0	0	0	12			4	2	22	10	0	0			0	0	5	0	0	6	73	152				0	0	7	15	
25357	0	0	0	0	0	0	48	1				2	163	36		3				2		2	0	0	0	0			0	0	3	0	0	0			0	0	0	0	0	0	0	0				0	0	124	42	
25647	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
26457	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
26765	0	0	0	0	0	0	394	97				50	275	38		106				0		0	0	0	0	0			0	0	33	0	7	0			0	0	0	30	82	80	42	104				0	0	0	0	
27070	0	0	0	0	0	0	55	0				0	4	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	55	0	0	0	0				0	0	4	0	
27548	0	0	0	0	0	0	706	67				0	746	159		0				0		0	0	0	0	1			0	0	522	26	70	0			0	0	0	0	384	1	0	0				32	0	101	89	
27614	0	0	0	0	0	0	10	0				0	44	0		0				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	44	8	
27847	0	0	0	0	0	0	242	146				1	889	421		3				3		1	0	0	0	0			0	0	28	0	165	0			0	0	0	0	200	33	0	0				61	28	39	6	
28013	0	0	0	0	0	0	114	35		0		6	2988	553		3		0	0	0	0	0	0	0	0	0			0	0	29	25	21	0			0	0	0	0	2411	19	0	0	0	0		0	0	0	0	
28152	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
28675	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
28732	0	0	0	0	0	0	1	0				0	7	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	7	1	
29476	0	0	0	0	0	0	22	0				0	21	0		0				0		0	0	0	0	0			0	0	22	0	21	0			0	0	0	0	0	0	0	0				0	0	0	0	
29636	0	1	0	0	0	0	190	15				0	893	179		0				0		0	0	0	0	0			42	42	60	0	0	0			30	3	0	3	163	8	430	35				2	12	47	11	
29878	0	0	0	0	0	0	0	0		0		0	15	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	15	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
30052	0	0	0	0	0	0	0	0				0	1	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
30502	0	0	0	0	0	0	140	12				28	116	13		66				0		0	0	0	0	0			0	0	57	3	0	0			0	0	0	1	0	2	0	0				0	1	37	36	
30650	0	0	0	0	0	0	0	0				0	1	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
30810	0	0	0	0			673841		370	0	0	0	1990837		0	0	3311	0	0	0	0	0	0	0	0	0			1774411	603086	103	93	125	383	343722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212607	70189	
31134	0	0	0	0	0	0	55	9				2	34	0		0				0		2	0	0	0	0			5	1	0	0	0	0			0	0	0	0	23	0	0	0				0	6	6	37	
31255	0	0	0	0	0	0	36	16		0		3	69	68		1		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	17	0	0	0	0	0	0		0	0	0	0	
31657	0	0	0	0	0	0	18	17				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
31826	0	0	0	0	0	0	34	4		0		1	31	1		1		0	0	0	0	0	0	3	0	0			0	0	0	0	0	0			0	0	0	0	6	6	0	0	0	0		0	0	23	23	
31835	0	141	0	16	0	0	200	14				3	361	4		291				291		3	0	0	0	0			0	0	0	0	0	29			0	0	17	0	0	2	0	0				8	2	12	22	
32234	0	0	0	0	0	0	14	0				0	17	0		0							0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	17	13	
32766	0	0	0	0	0	0	5	5				0	5	5		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
32971	0	0	0	0	0	0	75	20				0	91	0		0							0	0	0	2			0	0	20	6	21	4			0	0	0	0	0	0	0	0				0	0	66	27	
33147	0	0	0	0	0	0	10	0				5	80	0		0				0		5	0	0	0	0			0	0	1	0	52	0			0	0	0	0	20	0	0	0				3	2	5	2	
33259	0	0	0	0	0	0	196	42				0	1	0		0				0		0	0	0	0	0			0	0	94	0	0	0			0	0	0	0	0	59	0	0				0	0	1	1	
33268	0	0	0	0	0	0	4	0				0	78	68		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	10	4	
33370	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33839	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33857	0	0	0	0	0	0	78	53		0		1	645	71		550		0	0	550	0	1	0	0	0	0			0	0	3	1	19	0			0	0	0	0	0	1	0	0	0	0		0	2	5	17	
34434	0	0	0	0	0	0	26	13				0	89	46		0				0		0	0	0	0	0			7	0	0	0	0	0			0	0	0	0	0	0	0	0				8	2	28	11	
34537	0	0	0	0	0	0	2320	798		0		0	4797	2854		0		0	0	0	0	0	0	0	25	36			1	0	707	265	13	20			0	0	3	124	0	0	1327	2	0	0		0	30	554	358	
34555	0	20	0	0	0	0	28	1				1	274	255		3				0		0	2	1	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	5	14	1	
34742	0	0	0	0	0	0	51	1				0	117	0		0				0		0	0	0	0	0			0	0	0	0	1	0			0	0	0	0	0	0	0	0				0	0	116	50	
35057	0	0	0	0	0	0	11	0				0	12	0		0				0		0	0	0	0	0			0	0	1	0	1	0			0	0	0	0	0	5	0	0				0	0	11	5	
35301	0	0	0	0			0		0	0	0	0	2000		0	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35570	0	0	548	1927	0	0	4774	1393		0		0	2485	599		0		0	0	0	0	0	0	0	8	58			0	0	1084	18	523	0			0	0	0	0	255	108	162	182	0	0		0	0	390	4	
35646	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
35879	0	0	0	0	0	0	7	0				0	30	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	30	6	
36456	150	0	0	0	0	0	14	2				3	228	74		4				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	3				0	6	0	0	
36933	0	0	0	0	0	0	0	0				0	44	14		0							0	0	0	0			0	0	0	0	10	0			0	0	0	0	0	0	0	0				6	0	14	0	
37051	0	0	0	0	0	0	0	0				0	3	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	0	
37341	0	0	0	0	0	0	31	2				2	13	10		0				0		2	0	0	0	0			0	0	24	0	0	0			0	0	0	0	0	0	0	0				0	2	3	1	
37435	0	0	0	0	0	0	505	90				0	279	58		0				0		0	0	0	0	45			42	13	87	22	13	0			0	0	0	40	0	82	0	0				50	20	116	106	
37640	0	0	0	0	0	0	331	52		0		218	892	191		440		0	0	0	0	0	0	0	15	6			158	14	2	3	46	0			0	0	0	0	1	1	9	25	0	0		6	8	26	2	
37659	0	0	0	0	0	0	2	0				0	51	30		0				0		0	0	0	0	0			0	0	0	0	1	0			0	0	0	0	0	0	0	0				0	0	20	2	
37949	0	0	0	0	0	0	91	91				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
38740	0	0	0	0	0	0	13	0				7	30	0		7							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				21	1	2	5	
39327	0	0	0	0	0	0	93	0				17	44	0		42				0		0	0	0	0	0			0	0	75	1	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
39756	0	0	0	0	0	0	64	0		0		1	355	175		145		0	0	145	0	1	0	0	0	0			0	0	2	60	35	0			0	0	0	0	0	0	0	0	0	0		0	0	0	1	
40033	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
40499	0	0	0	0	0	0	417	35		0		0	2002	1463		0		0	0	0	0	0	0	0	0	12			0	0	144	71	0	0			0	0	0	0	13	5	380	0	0	0		96	136	50	14	
40855	0	0	0	0	0	0	0	0				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	0	0	0	
41553	67	0	0	0	0	0	3	0				0	67	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	3	
41629	0	0	0	0	0	0	290	0				1	275	0		2							0	0	0	0			7	1	15	2	0	0			0	0	0	0	0	10	0	0				213	230	53	31	
41825	0	0	0	0	0	0	549	540				0	4610	4595		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	15	9	
41955	0	0	0	0	0	0	1	0				1	67	0		67				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
42037	0	0	0	0	0	0	18	3				0	109	67		0				0		0	0	0	0	0			0	0	4	0	2	0			0	0	0	0	0	0	0	0				0	0	40	11	
42354	0	0	0	0	0	0	1	0				0	9	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	9	1	
42372	0	0	0	0	0	0	31	11				0	1	0		0				0		0	0	0	0	6			0	2	12	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
42420	0	0	1	0	0	0	2036	159		0		140	11510	5826		696		0	0	0	0	0	0	0	87	75			372	51	206	28	36	7			0	0	0	135	102	10	1556	120	0	0		1399	826	1428	286	
