"IDRSSD"	RCONC978	RCONF164	RCONF165	RCONG401	RCONG402	RCONG403	RCONG404	RCONG405	RCONG406	RCONG407	RCONG408	RCONG409	RCONG410	RCONG411	RCONG412	RCONG413	RCONG414	RCONG415	RCONG416	RCONG417	RCONG418	RCONG422	RCONG423	RCONG427	RCONG428	RCONG432	RCONG433	RCONG437	RCONG453	RCONG457	RCONG458	RCONG462	RCONHT72	RCONJ455	RCONJ456	RCONJ457	RCONJ458	RCONJ459	TEXT3555	TEXT3556	TEXT3557	TEXT5592	TEXT5593	TEXT5594	TEXT5595	
311845	570644	203841	205046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	725	35600	0	0	0	0	0	0	0	0	0	0				1130199	0	1045213	Future dated FHLB advances							
311939		5206	12427																																	12072	0	10592								
312244		4738	297																																	33514	0	83182								
312356		2535	3353																																	2703	0	869								
313009		5534	3364																																	3142	0	22								
313157		648	973																																	5834	0	5882								
313223		5201	15715																																	32822	0	5706								
313577		7964	5053																																	45727	0	44275								
314257		12783	29460																																	93392	0	891								
314444		2177	1676																																	1521	0	1265								
315656		2127	11509																																	4434	0	1								
316840	0	67909	154711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																327535	662626	147880								
316859		598	2242																																	1885	0	2872								
316934		0	0																																	7315	0	0								
317258		2902	14763																																	44576	0	30002								
317342	0	18936	239997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																666520	21495	106414								
317379		4384	12976																																	15366	0	8664								
317650		0	0																																	376	0	51								
318639	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																40	0	1350								
318835		1180	24361																																	19498	0	3007								
318974		148946	16377																																	67359	2500	80123								
319047		6292	3921																																	9386	2181	8978								
319458	0	206	2325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2174	0	2988								
319551		310	18092																																	21041	0	13824								
320034		0	532																																	251	0	3800								
320052	0	21083	28261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																6536	0	11234								
320070		989	1653																																	1659	0	792								
320119	0	0	122478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1504342	198378	200458								
321152	0	6407	809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1537	0	430								
321255	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																995	0	391								
321273		10342	6388																																	30256	0	6642								
321330		0	268																																	5912	0	5								
321947	0	8277	7475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1645	1750	27079								
322449		2346	0																																	750	0	1572								
322476		0	0																																	0	0	0								
322551		1177	250																																	83	0	1387								
323204		26464	64974																																	94254	0	203092								
323651		2326	8276																																	7542	0	4887								
324153		2214	2155																																	2257	0	9322								
324229		1293	59																																	2	0	372								
324256		0	0																																	8172	0	0								
324340	0	59288	27946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																142091	0	54228								
324854		3158	4639																																	6383	0	4453								
324863	0	63961	83107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																125622	0	240646								
324975		0	0																																	0	0	4105								
325141	0	2648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1730	0	1615								
325459		0	0																																	64	0	6374								
325534		978	1083																																	3498	0	17358								
326054		9312	3881																																	23082	0	9709								
326344		193	6486																																	27743	0	20389								
326858		4028	82553																																	120723	0	115815								
326979		1843	12136																																	11585	0	12314								
327220		706	655																																	8282	0	1023								
327305	0	15289	16477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																80713	0	9423								
327435		11519	21412																																	9444	0	509								
327556		3782	8299																																	6714	0	23059								
327855		29609	87030																																	28842	0	15717								
328058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	2241								
328357	2832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1105	0	0								
328656		0	0																																	0	0	28497								
328777	0	79480	190658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																63896	0	5594								
329149		0	0																																	1370	0	23407								
329345		21751	24771																																	22531	1225	4784								
329550		8600	12324																																	27358	0	660								
329952	0	51167	5891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																8493	0	7236								
330239		203	7202																																	2821	0	4027								
330248		0	0																																	662	0	9779								
330855	0	21834	84719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																102107	0	86182								
330873	0	12167	2941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																196	0	3843								
330949		6136	4211																																	1799	0	5869								
331076		3369	16350																																	9236	0	163								
331375		2090	1211																																	6878	0	29965								
331544		1170	1385																																	2952	0	551								
331713		6189	9748																																	13089	0	17858								
332224		1116	2990																																	6651	0	5497								
332345		206	180																																	341	0	0								
332402		10252	20707																																	14853	0	177245								
332671		6728	872																																	0	0	1376								
332756		190	0																																	995	0	4924								
333034		1085	11709																																	872	0	864								
333203	0	38642	103187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																17527	0	60778								
333650		0	0																																	7405	0	40364								
333856	0	23476	693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																11451	0	1177								
333940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																491	0	2377								
334264		9685	29045																																	15758	0	15916								
335346		5429	11646																																	7076	0	4414								
335355	0	681	914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3408	0	7721								
336147		6748	1906																																	2050	0	6645								
336361		986	3879																																	1733	0	777								
336576		6594	2475																																	946	0	5403								
336950		0	0																																	0	0	1170								
337247		34	1																																	3063	0	4121								
337340		0	0																																	306	0	13								
338646		4231	7479																																	7229	0	17871								
338851	100	42	615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3777	0	1735								
338945		0	70																																	3010	0	3309								
339072	0	84986	1370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																5399	0	956								
339353		0	727																																	1740	0	2830								
339456	0	45718	45040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																23250	0	3132								
339607		23784	20575																																	5451	0	9731								
339773	0	194896	374685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																243315	0	116910								
339858	0	85519	2880611	0	0	9292	0	1878	809	8483	0	0	0	0	1146	230	502	0	0	0	19435	1594076	1000	77969	0	0	0	0	0	0	1000	77969				7665415	87767	4460977								
339876		1189	0																																	0	0	0								
340135	160000	21472	103999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																66007	0	9770								
340144		14987	13094																																	135690	0	44606								
340256		4816	3217																																	20809	0	932								
340443		658	191																																	0	0	64								
340742	0	2370	12710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																35572	0	13469								
340751		0	0																																	21054	0	56326								
341310		13996	34403																																	49406	0	24400								
342054		9426	17355																																	7757	0	9683								
342362	0	3893	2225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																8820	0	18377								
342410	2136	35519	122820	0	0	15855	0	0	0	0	0	0	15855	0	0	0	0	0	0	0																191128	0	149371								
342634	0	368336	1931362	0	0	173839	51215	0	10003	85645	78191	0	0	0	19708	8999	22508	0	0	0	0	25265	14247	0	0	0	0	0	0	0	14247	0				1195750	860	546449								
343051		90	509																																	355	0	27								
343248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	2971								
343257		0	0																																	0	0	4440								
343770		48	1																																	843	0	1163								
343903		13078	2719																																	7428	0	25926								
343958		0	118																																	2625	0	14162								
344647	0	2612	17972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																41254	0	28485								
344852		531	685																																	918	0	917								
345309	0	19405	13955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																40266	0	65266								
345345	0	968	3183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																17581	0	50830								
345747	0	2960	23668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																19429	0	15483								
345756	0	3009	11670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																31085	0	0								
345877		2073	15534																																	12487	0	9205								
346379		3738	2181																																	6065	0	5798								
346566		2486	141																																	69	0	0								
346771		3661	919																																	3794	0	6626								
347022		2812	5614																																	5052	0	1281								
347639		2754	5728																																	8263	0	0								
347956	26365	8734	30099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																70060	0	26596								
348159		4412	7281																																	12853	0	1493								
348720		110229	26745																																	2024	0	12863								
349129		2500	2105																																	687	0	33								
349343		102	405																																	20367	0	6715								
350572		5982	327																																	11239	0	4990								
350657		0	0																																	837	0	653								
350750		7572	2358																																	433	1008	8478								
351131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																89	0	6430								
351560		1607	6728																																	26899	0	0								
351878		0	0																																	10892	0	1899								
352370		989	3169																																	2149	0	2214								
352651		674	0																																	16491	0	156								
352745		0	0																																	2309	0	8890								
352772	0	666341	471871	0	0	40325	0	1575	0	0	0	0	3894	36431	0	0	0	0	0	1575	0	25841	23504	0	0	0	0	0	27275	0	50779	0				999247	0	340228								
353238		26648	11890																																	5976	0	3668								
353546		230	195																																	2270	0	7858								
353555	0	62449	109785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1623149	0	64583								
353957		0	0																																	0	0	3392								
354057		0	0																																	34	0	1452								
354253		0	0																																	1879	0	5681								
354310	937600	54478	166422	0	0	762420	0	0	11141	258939	492340	0	0	0	0	0	0	0	0	0																993689	0	115132								
354552		7035	3876																																	5082	0	16406								
354851		0	0																																	2780	0	3886								
355120		6771	31623																																	26197	0	7186								
355559		4627	10152																																	31056	0	8133								
355858	0	50667	55324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																57849	0	48353								
356239		191	373																																	10214	0	24881								
356659		677	247																																	19	0	3802								
356752		750	0																																	0	0	0								
357526		2020	5935																																	2450	0	3857								
357553		80	0																																	3057	0	27454								
357777		393	5848																																	10677	0	10139								
357937		5202	17505																																	6699	0	5906								
358112		895	850																																	783	0	1189								
358448		0	270																																	350	0	2542								
358756		52	0																																	868	0	6889								
359472		155	215																																	40	0	0								
359650		0	0																																	16	0	224								
359744		164	94																																	1730	0	3857								
360777	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	290								
361055		33131	23991																																	32530	0	40017								
361167	91	230978	440857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																246333	6717	103149								
361279		8165	8107																																	4203	0	573								
361354		0	0																																	660	0	1106								
361439	0	18090	10302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																5021	0	1987								
362043		472	0																																	158	0	2215								
362155		2507	3205																																	1061	0	2554								
362717	0	1314	45291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																70978	0	12472								
362856		0	0																																	0	0	2322								
362940		0	0																																	33	0	724								
363442		0	0																																	0	0	0								
363648		0	100																																	1332	0	8445								
363657	0	1079	20895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	3348								
363778		131	0																																	0	0	0								
364131		15042	6042																																	3921	0	3622								
364270																																														
364430		9531	17017																																	2339	0	3168								
364850	4200	880	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2259	0	472								
365325	0	1283731	1715218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36736	0	0	0	0	0	0	0	0	0	0	0				1338421	10250	1738024								
365745		56	25215																																	6854	0	1423								
365848		0	1892																																	415	0	171								
365950		341	2270																																	931	0	2094								
366078		11002	33539																																	18418	0	4519								
366238	75000	24665	55790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																25275	0	69405								
366247	0	1687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3833	0	11127								
366359		126	0																																	769	0	1001								
366658		1055	116																																	3532	0	773								
366854	0	9842	2927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																7549	0	195								
367150		457	1																																	1704	0	592								
367178		5367	1919																																	7402	0	0								
367431		4013	10609																																	7413	0	2101								
367543		0	5485																																	27890	0	15312								
368054		312	0																																	851	0	4059								
368344	0	539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3749	0	8900								
368522		470	3711																																	4224	0	2373								
368933		0	32																																	1951	0	11731								
368951		4864	2407																																	5174	0	11755								
369453		0	14231																																	8114	0	6174								
369659		51889	37380																																	60499	0	20635								
370020		5318	9595																																	17641	0	25613								
370271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0								
370347		240	0																																	0	0	22090								
370721	0	1379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3486	0	5011								
370833		0	656																																	0	0	143								
370954		34784	406																																	44	0	943								
371223		3000	72185																																	8997	0	2176								
371232		118	4050																																	15121	0	100								
371362		3396	21790																																	18919	0	42976								
371559		0	953																																	1080	0	5840								
371755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																34	0	109								
371849		181	0																																	946	0	929								
371924		11388	45422																																	74127	0	13027								
371942		78	511																																	659	0	2098								
372444		717	475																																	408	0	3530								
372538		27947	53979																																	24065	0	51287								
372640		2546	2																																	8393	0	2796								
372855	0	10801	11816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3808	0	2651								
373272		4243	0																																	0	0	0								
373553		883	0																																	1217	0	0								
373601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																485	0	1007								
374130		11971	3522																																	4494	0	2051								
374653	0	26003	117515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																94077	0	64532								
374774		0	3097																																	2269	0	115								
375034	0	16824	136922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																302131	3839	22231								
375043	186500	3691	38639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																66257	0	98140								
375379		0	610																																	0	0	0								
375502		11629	61076																																	237290	0	27511								
375566		186625	16970																																	23973	0	513								
375650		506	0																																	216	0	140								
376237		602	2630																																	969	0	1221								
376273	0	4963	46205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																34828	0	31969								
376442	0	1371	988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																32680	0	45355								
376947		183	57																																	6269	0	8912								
377663	0	1925	1233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																4476	0	2907								
377850		0	30																																	3657	0	170								
377908	0	0	28457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																340911	0	95921								
378044		506	0																																	29	0	2130								
378110		0	130																																	1371	0	1217								
379050		0	0																																	0	0	4763								
379153		2524	113																																	2526	0	1912								
379470		2495	3000																																	0	0	849								
379649	0	1056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2726	0	0								
379920	0	639552	2023779	0	0	261768	127604	0	2865	196211	62692	0	0	0	6005	118629	2970	0	0	0	1031	211731	1320	0	0	0	0	0	0	0	1320	0				4479615	403484	1159043								
380346		240	5																																	3080	0	2890								
380458		48435	49429																																	58396	0	6022								
380533		565	2171																																	5520	0	17854								
380654		732	1139																																	1941	0	8862								
380878		1255	0																																	0	0	1902								
380944		0	2946																																	9217	0	6								
381026	0	21	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1610	0	785								
381343	0	0	40754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																78267	8500	12689								
381932		10384	5219																																	5595	0	0								
381950		3831	7898																																	7292	0	1727								
382050	0	3047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																12063	0	0								
382069	0	105	8316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2568	0	10838								
382256		990	0																																	1126	0	3292								
382274		0	0																																	0	0	0								
382443		570	3124																																	4537	0	11473								
382537		2382	6419																																	5576	0	1964								
382649		5904	3513																																	59980	0	3874								
382658		158	0																																	6114	0	26043								
382742		2565	9210																																	10898	0	1								
382854	0	1417	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																643	0	876								
384018		0	44067																																	39536	0	13653								
384278	0	85875	16929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																31231	0	6907								
384353		0	0																																	11	0	2250								
384652		25478	52789																																	46884	0	14103								
384830		6946	3066																																	853	0	1223								
385350		2920	0																																	7768	0	4301								
385471		4320	747																																	3846	0	80114								
385547		1917	0																																	1116	0	2783								
385686		0	2045																																	839	0	6144								
386432		1605	103																																	3091	0	852								
386450	0	819	899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																123	0	72688								
386731		333	266																																	3500	0	968								
386825		0	0																																	4058	0	0								
386852	0	2976	9356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1775	4132	10069								
387055		1570	895																																	826	0	6627								
387671		14823	4403																																	23855	0	3921								
388155		4479	5335																																	1564	0	3584								
388258		0	1																																	0	0	467								
388557		749	4362																																	6563	0	6999								
388744		4154	1209																																	2740	0	15282								
388753		0	1017																																	220	0	1534								
388874		3448	0																																	0	0	823								
389358		4487	2827																																	11546	0	15760								
389376		0	0																																	1795	0	433	Commitment to purchase CD							
389826		1241	0																																	802	0	162								
390372		1222	0																																	0	0	4195								
390840		842	2350																																	12486	0	10372								
391418		53	2250																																	510	0	4915								
391557		877	554																																	3	0	118								
391575																																														
391959	4625	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2697	0	7477								
391977		6297	26872																																	15476	0	20290								
392152		11145	439																																	295	0	452								
392255		1367	1486																																	2808	0	1569								
392778		3147	22152																																	14349	3500	2334								
393252		0	0																																	0	0	16273								
393355	0	5891	4306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																4573	0	2889								
393953		7084	28744																																	28509	0	4312								
394156		0	444																																	2051	0	5734								
394259	0	554	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																6129	0	53356								
395238	0	68117	3261585	0	0	206365	0	56227	0	122904	83461	0	0	0	0	56227	0	0	0	0	57638	187353	0	0	0	0	0	0	3100	0	3100	0				8748520	144536	580936								
396057		715	2582																																	1199	0	1427								
396244	0	24719	14934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0								
396253		50999	14604																																	33263	0	5798								
396356		408	0																																	220	0	3160								
396954		0	0																																	0	0	9370								
397456	0	127	1835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1858	0	3344								
397531		0	30178																																	22823	0	48								
397540	0	95026	93416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																137789	1000	16541								
397559		4732	16106																																	21848	0	45957								
397755		25788	88725																																	22692	0	1434								
397858		288	474																																	12	0	26								
398051	0	5640	990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2735	0	4963								
398248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	15436								
398668																																														
398837		16804	4509																																	3621	0	2605								
399357		0	0																																	0	0	5088								
399517	0	27711	304758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																361642	0	66742								
399731	0	2473	1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3327	0	470								
399973		218	2857																																	2770	0	375								
400057		1884	2438																																	2744	0	19280								
400141		4018	24530																																	33483	2500	17051								
400365		17506	12430																																	13344	0	2252								
400767		0	9191																																	99	0	4043								
401072		535	101																																	0	0	0								
401559		481	11																																	768	0	3074								
401755		7755	19074																																	10816	0	27528								
401906		2213	9880																																	14105	0	6567								
401951		0	3669																																	0	0	1022								
402846		0	0																																	0	0	5792								
402873		613	0																																	0	0	598								
403067		0	0																																	6273	0	4325								
403151	10000	4886	97910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																310326	0	250472								
403179		64074	130460																																	22060	0	1132								
403254		0	0																																	0	0	0								
403656		0	0																																	815	0	1745								
403870		5886	44219																																	54621	0	331								
403946		11562	100175																																	89523	0	10174								
404653		4611	13498																																	55796	0	0								
404943		89	1162																																	623	0	6771								
406022		3736	6287																																	10183	0	6739								
406059		11090	14982																																	27184	0	19214								
406666		454	1485																																	4304	0	4585								
406974		27976	14864																																	7980	0	3738								
407168		218	661																																	2277	0	13842								
407506		51903	64692																																	177004	0	63305								
407645		479	3015																																	18249	0	4451								
407850		0	0																																	196	0	2792								
408307	0	7111	3474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																15282	0	15109								
408642		0	40137																																	10478	276917	785								
408875		31214	13589																																	9516	0	0								
409265		0	0																																	27	0	536								
410159		0	0																																	333	0	348								
410560		1132	10324																																	17021	0	33182								
410748	54091	6619	607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																6922	0	4621								
410917		5364	1683																																	9390	0	6094								
410944		0	0																																	665	0	2243								
411062		0	0																																	2564	0	0								
411174		753	1400																																	711	0	0								
411231		3158	1253																																	3142	0	4491								
411240		400	58																																	1471	0	6182								
411473	0	75044	22075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																27478	0	1906								
411512	46000	27216	34098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																64917	0	373								
411549		0	0																																	17	0	6267								
411576	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1129	0	1573								
411624	0	165	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																662	0	9180								
411651		0	0																																	2544	0	83001								
412153		115	21190																																	11323	0	29067								
412452		41	710																																	602	0	612								
412555		0	0																																	4420	0	17451								
412667		0	1136																																	7901	0	9824								
412751	0	40572	458586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1355882	56244	420056								
412845		130	1046																																	11288	0	31517								
412872		360	300																																	542	0	0								
413141	0	0	15783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																865	0	103558								
413208																																														
413347		531	748																																	3424	0	1148								
413543		400	421																																	3689	0	8951								
413646		962	11																																	49265	0	25271								
413673		517	2174																																	1488	0	570								
413758		0	901																																	6207	0	13896								
414102		1401	4117																																	31744	0	6250								
414652		81	436																																	4124	0	20221								
414764		16853	17598																																	3168	0	7239								
414858		5301	2475																																	6489	0	7416								
415770		0	0																																	0	0	0								
416245	374	37410	278657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1910	19420	0	0	0	0	0	0	0	0	0	0				750693	0	362503								
416272		2159	950																																	460	0	470								
416339		965	93																																	3161	0	3911								
416357		0	0																																	0	0	15023								
416656		3506	63																																	925	0	13603								
416674		39358	26307																																	0	0	3949								
417626		7484	2454																																	3409	0	1342								
417710		127	2814																																	252	840	423								
418100		3726	117																																	8155	0	17318								
418249		5939	25581																																	73238	0	129754								
418436		0	0																																	1020	0	87								
418856		0	5284																																	1506	0	21								
419406	216085	34151	332698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																312503	0	170602								
419460	34000	4966	17986																																	5474	0	3567								
419675		9233	74791																																	53116	0	21944								
419947		120	0																																	352	0	2628								
420578		914	0																																	4819	0	4660								
420644		3355	7412																																	18169	0	6119								
420653	0	3582	828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																6284	0	13295								
420877		1762	0																																	5377	0	54								
421445		324	64																																	0	0	21016								
421539		4992	765																																	4740	0	1426								
422059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																556	0	2386								
422116		7	635																																	572	0	1108								
422433	240025	11756	190736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																134308	0	62569								
422657		4576	3645																																	78	0	197								
423159		15414	1216																																	1304	0	2704								
423449		1162	73699																																	51598	0	24391								
423636		1872	382																																	2011	0	2330								
423739		23410	98961																																	20165	0	12060								
424156		462	790																																	8245	0	21324								
424240		702	0																																	3435	0	17370								
424352		4952	3319																																	4500	0	1284								
424437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0								
424633		2538	1406																																	372	0	639								
425050		0	0																																	0	0	1223								
425108		10890	6408																																	19500	0	15002								
425818		2697	3428																																	11997	0	7760								
425845		0	0																																	0	0	55127								
425911		1534	43928																																	86052	0	192357								
426057		37	610																																	1750	0	0								
426141		0	0																																	0	0	637								
426534	0	42029	119852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																212157	2373	78207								
426758		704	487																																	505	0	5008								
426945		1864	0																																	4650	0	1666								
427241		6721	3289																																	1100	0	11280								
427353		35744	24843																																	43478	0	7493								
427858		6422	2432																																	3982	0	1074								
427960		9777	1486																																	3981	0	368								
428060		62008	54859																																	55337	0	22614								
428462		0	8679																																	10867	0	10809								
428547	0	1504	26609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																204822	0	34484								
428855		1044	0																																	1745	0	6543								
429021		12315	21255																																	12156	0	5069								
429487		12714	36895																																	5731	0	2085								
430036	0	3407	8056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																11798	0	27183								
430054		7080	19330																																	5760	0	815								
430344		521	0																																	3362	0	10170								
431172	831401	105376	514259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5717	1226	0	0	0	2648	0	0	0	3874	0				1158579	0	471355								
431323		1813	245																																	3483	0	0								
431350		796	199																																	306	0	1375								
432058	0	3045	2046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																939	0	960								
432432		12219	2092																																	1813	0	0								
433505	0	33625	35886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																38655	0	25939								
433550	0	857	1658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	5929								
433608	0	1904	61159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																62200	0	46964								
433859		0	0																																	0	0	10126								
433943		2030	1062																																	16432	0	16736								
434203	0	646	17629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																14224	0	6093								
434539		3896	4204																																	7430	0	4336								
435059		4888	5871																																	14456	0	3355								
435077	0	0	94862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1099715	0	14988								
435255		2732	3852																																	9301	0	45472								
435666		12020	0																																	0	0	858								
435750	0	46005	37715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																45722	0	79235								
436159	0	670973	851188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3511	35275	66855	0	0	0	0	0	0	0	66855	0				754129	3701	24919								
436542		5010	8373																																	15146	0	18777								
436739		0	3981																																	18686	0	5009								
436953		8045	40504																																	38552	0	165								
437044		0	0																																	0	0	4266								
437914	0	111101	319334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3402	0	0	0	0	0	0	0	3402	0	3402	0				1173062	5	342817								
438434		0	753																																	697	0	0								
439132	0	7682	605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																9856	0	6								
439338	0	8810	78835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																152311	2840	131161								
439356		3548	9878																																	40472	0	66100								
439404	50000	22542	98133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																69645	0	47650								
439730		244	3487																																	7398	0	0								
440857		5345	237																																	1456	5	18								
440978		0	0																																	0	0	1361								
441050		19732	189																																	253	0	335								
441078		0	699																																	4660	0	6846								
441135		0	0																																	25	0	1431								
