"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
139478																																																																																						86344	5605	5605	8.9112%	17.0546%	15.9475%	80739	506281	906037	9	0			9.0546%							73413	906037								0	0	0		0	7326	15.9475%	1	0	80748	0	0	0	9	0	0	0		0	80739	0	0	80739	0	0	0	0	0	0	0	0	0	5605	0	0	0			
139553																																																																																						134658	13306	13306	7.7646%	12.2039%	10.9980%	121352	1103402	1562880	601	0			4.2039%							84142	1562970								0	0	0		0	37300	10.9980%	1	0	122043	90	0	0	601	0	0	0		0	121352	0	0	121352	0	0	0	0	0	0	0	0	0	13306	0	90	0			
139656																																																																																						463171	36985	36985	10.1327%	15.7449%	14.4876%	426186	2941721	4206034	9475	0			7.7449%			0				6274	4249632								0	0	0		0	463510	14.4876%	1	0	479259	31601	11997	0	9475	0	0	0		0	426186	0	0	426186	0	0	0	0	0	0	0	0	0	36985	0	43598	0			
139740																																																																																						312109	28098	28098	8.5620%	11.1809%	10.1743%	284011	2791442	3317125	-9477	0			3.1809%							163237	3317125								0	0	0		0	120774	10.1743%	1	0	274534	0	0	0	-1871	-7606	0	0		0	284011	0	0	284011	0	0	0	0	0	0	0	0	0	28098	0	0	0			
139834																																																																																				72082	0				13.0207%			11144		85587	183	0										8344	85587	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1	2800		1	0	11327	0	0	0	183	0	0	0		0	11144	0	0	11144	0	0	0	0	0	0						0	0	0		
139843																																																																																						257148	18891	18891	10.4415%	14.3748%	13.3188%	238257	1788882	2281833	8719	0			6.3748%							156732	2291345								0	0	0		0	91036	13.3188%	1	0	256487	7427	2085	0	10008	-1290	0	0		0	238257	0	0	238257	0	0	0	0	0	0	0	0	0	18891	0	9512	0			
140157																																																																																				270225	0				14.8413%			69462		468031	283	0										33667	471992	0	0.0000%	5002	0	303	5305	1.1196%	0	0	0	0	1	39756		1	0	73706	3961	0	0	283	0	0	0		0	69462	0	0	69462	0	0	0	0	0	0						3961	0	68845		
140362																																																																																				1435430	0				10.6952%			223543		2090133	1556	0										189541	2090152	0	0.0000%	393953	0	8756	402709	18.7010%	0	0	0	0	1	34021		1	0	225118	0	19	0	1556	0	0	0		0	223543	0	0	223543	0	0	0	0	0	0						19	0	0		
140634																																																																																						8406	361	361	8.5430%	16.7925%	16.0714%	8045	50058	94171	-46	0			8.7925%							2345	94171								0	0	0		0	5700	16.0714%	1	0	7999	0	0	0	-46	0	0	0		0	8045	0	0	8045	0	0	0	0	0	0	0	0	0	361	0	0	0			
141211																																																																																				489424	0				9.3671%			54623		583139	929	0										53219	584574	0	0.0000%	13926	0	187	14113	2.3339%	0	0	0	0	1	2839		1	0	56987	0	1435	0	929	0	0	0		0	54623	0	0	54623	0	0	0	0	0	0						1435	0	57110		
141341																																																																																				245828	0				13.1616%			36121		274442	-337	0										34871	274442	0	0.0000%	18387	0	50	18437	6.5281%	0	0	0	0	1	1250		1	0	35784	0	0	0	-337	0	0	0		0	36121	0	0	36121	0	0	0	0	0	0						0	0	0		
141350																																																																																				79242	0				9.3834%			9634		102671	-1025	0										8934	102671	0	0.0000%	0	0	177	177	0.1760%	0	0	0	0	1	700		1	0	8609	0	0	0	148	0	-1173	0		0	9634	0	0	9634	0	0	0	0	0	0						0	0	0		
141556																																																																																						504528	21433	21433	21.7644%	30.2641%	28.9784%	483095	1667086	2219655	115	0			22.2641%							486001	2228645								0	0	0		0	6084	28.9784%	1	0	492200	2030	6960	0	115	0	0	0		0	483095	0	0	483095	0	0	0	0	0	0	0	0	0	21433	0	8990	0			
141677																																																																																						13048	168	168	21.4117%	50.0902%	49.4453%	12880	26049	60154	0	0			42.0902%							12880	60154								0	0	0		0	0	49.4453%	1	0	12880	0	0	0	0	0	0	0		0	12880	0	0	12880	0	0	0	0	0	0	0	0	0	168	0	0	0			
141958																																																																																						28311	645	645	21.3423%	38.0545%	37.1875%	27666	74396	129630	581	0			30.0545%							26966	129630								0	0	0		0	700	37.1875%	1	0	28247	0	0	0	581	0	0	0		0	27666	0	0	27666	0	0	0	0	0	0	0	0	0	645	0	0	0			
142049																																																																																				127683	0				12.6480%			20580		162713	774	0										18250	162713	0	0.0000%	18886	0	773	19659	11.8765%	0	0	0	0	1	2330		1	0	21354	0	0	0	774	0	0	0		0	20580	0	0	20580	0	0	0	0	0	0						0	0	0		
142179																																																																																				160760	0				25.0275%			43034		171947	-153	0										43034	171947	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1	0		1	0	42881	0	0	0	-153	0	0	0		0	43034	0	0	43034	0	0	0	0	0	0						0	0	398		
142955																																																																																						80238	7584	7584	10.6371%	13.2336%	11.9828%	72654	606320	683023	218	24707			5.2336%							12002	712539								0	0	0		0	65461	11.9828%	1	0	77681	604	0	4205	218	0	0	0		0	72654	0	0	72654	0	0	0	0	0	0	0	0	0	7584	0	4809	0			
143372																																																																																						15304	1142	1142	8.9449%	14.0606%	13.0114%	14162	108843	158325	48	0			6.0606%							12696	158325								0	0	0		0	1466	13.0114%	1	0	14210	0	0	0	48	0	0	0		0	14162	0	0	14162	0	0	0	0	0	0	0	0	0	1142	0	0	0			
143662																																																																																						3048815	198083	198083	9.3110%	13.3763%	12.5072%	2850732	22792694	30616718	27664	0			5.3763%			2				-1152364	30628806								0	0	0		0	4015184	12.5072%	1	0	2890484	0	11388	700	27664	0	0	0		0	2850732	0	0	2850732	0	0	0	0	0	0	0	0	0	198083	0	12088	0			
143859																																																																																						30219	3076	3076	8.0283%	10.6802%	9.5931%	27143	282944	338091	31	0			2.6802%							6080	340028								0	0	0		0	23000	9.5931%	1	0	29111	1923	14	0	31	0	0	0		0	27143	0	0	27143	0	0	0	0	0	0	0	0	0	3076	0	1937	0			
143952																																																																																						23788	1778	1778	9.0232%	16.7878%	15.5330%	22010	141698	243926	1434	0			8.7878%							12355	245331								0	0	0		0	11060	15.5330%	1	0	24849	1405	0	0	1434	0	0	0		0	22010	0	0	22010	0	0	0	0	0	0	0	0	0	1778	0	1405	0			
144034																																																																																						54550	2614	2614	15.7212%	26.0932%	24.8429%	51936	209058	330357	39	0			18.0932%							48936	330357								0	0	0		0	3000	24.8429%	1	0	51975	0	0	0	39	0	0	0		0	51936	0	0	51936	0	0	0	0	0	0	0	0	0	2614	0	0	0			
144052																																																																																				444393	0				9.9812%			54966		550694	1040	0										40027	550755	0	0.0000%	0	0	2	2	0.0004%	0	0	0	0	1	15000		1	0	56067	61	0	0	1040	0	0	0		0	54966	0	0	54966	0	0	0	0	0	0						61	0	27434		
144155																																																																																						38372	2685	2685	7.6265%	17.9177%	16.6639%	35687	214157	467933	2053	0			9.9177%							10437	467933								0	0	0		0	25250	16.6639%	1	0	37740	0	0	0	2053	0	0	0		0	35687	0	0	35687	0	0	0	0	0	0	0	0	0	2685	0	0	0			
144678																																																																																						68747	1900	1900	13.7464%	33.5351%	32.6083%	66847	205000	486286	-2002	0			25.5351%							66847	486286								0	0	0		0	0	32.6083%	1	0	64845	0	0	0	-1037	-965	0	0		0	66847	0	0	66847	0	0	0	0	0	0	0	0	0	1900	0	0	0			
144856																																																																																						31968	2353	2353	8.1483%	16.9855%	15.7353%	29615	188208	363452	1840	0			8.9855%							8505	363452								0	0	0		0	21110	15.7353%	1	0	31455	0	0	0	1589	0	251	0		0	29615	0	0	29615	0	0	0	0	0	0	0	0	0	2353	0	0	0			
144913																																																																																				375741	0				16.2263%			73941		455686	169	0										73241	455686	0	0.0000%	10699	0	258	10957	2.3248%	0	0	0	0	1	700		1	0	74110	0	0	0	428	0	0	-259		0	73941	0	0	73941	0	0	0	0	0	0						0	0	0		
145059																																																																																						10136	680	680	9.1071%	15.3750%	14.3436%	9456	65925	103831	870	0			7.3750%							8156	103831								0	0	0		0	1300	14.3436%	1	0	10326	0	0	0	870	0	0	0		0	9456	0	0	9456	0	0	0	0	0	0	0	0	0	680	0	0	0			
145545																																																																																						70220	4841	4841	8.1892%	14.3512%	13.3619%	65379	489296	798359	2492	0			6.3512%							47453	801353								0	0	0		0	20920	13.3619%	1	0	70865	2448	546	0	2415	0	77	0		0	65379	0	0	65379	0	0	0	0	0	0	0	0	0	4841	0	2994	0			
145554																																																																																						25427	1614	1614	9.7105%	19.8357%	18.5766%	23813	128188	245230	29	0			11.8357%							19822	245230								0	0	0		0	4000	18.5766%	1	0	23851	0	0	0	38	0	0	0		0	23813	0	0	23813	0	0	0	0	0	0	0	0	0	1614	0	0	0			
145741																																																																																						22903	1295	1295	9.7136%	15.3863%	14.5163%	21608	148853	222452	355	0			7.3863%							19174	222452								0	0	0		0	2434	14.5163%	1	0	21963	0	0	0	355	0	0	0		0	21608	0	0	21608	0	0	0	0	0	0	0	0	0	1295	0	0	0			
145844																																																																																						57975	3926	3926	9.3602%	18.4623%	17.2121%	54049	314018	577433	3211	0			10.4623%							55491	582176								0	0	0		0	3300	17.2121%	1	0	62002	3644	537	561	3211	0	0	0		0	54049	0	0	54049	0	0	0	0	0	0	0	0	0	3926	0	4743	0			
146056																																																																																				43346	0				9.4124%			4682		49743	127	0										-1747	49743	0	0.0000%	1407	0	32	1439	2.9227%	0	0	0	0	1	6429		1	0	4809	0	0	0	127	0	0	0		0	4682	0	0	4682	0	0	0	0	0	0						0	0	0		
146663																																																																																				1104119	0				14.4969%			204631		1411546	1664	0										197140	1411546	0	0.0000%	36868	0	3557	40425	2.8255%	0	0	0	0	1	7491		1	0	206295	0	0	0	1664	0	0	0		0	204631	0	0	204631	0	0	0	0	0	0						0	0	37869		
146672																																																																																						2765932	147312	147312	9.4022%	13.4214%	12.7066%	2618620	20608296	27851159	38370	0			5.4214%			2				1226058	28009563								0	0	0		0	1550765	12.7066%	1	201	2815394	110907	35040	12457	26163	11477	0	730		0	2618620	0	0	2618620	0	0	0	0	0	0	0	0	0	147312	0	158404	0			
147651																																																																																				50142	0				10.8915%			6085		55869	33	0										5085	55869	0	0.0000%	1346	0	585	1931	3.4259%	0	0	0	0	1	1000		1	0	6118	0	0	0	33	0	0	0		0	6085	0	0	6085	0	0	0	0	0	0						0	0	0		
147679																																																																																						35822	1393	1393	11.6580%	19.4743%	18.7170%	34429	183945	295326	-440	0			11.4743%							34714	295611								0	0	0		0	0	18.7170%	1	0	34274	0	119	166	70	0	-510	0		0	34429	0	0	34429	0	0	0	0	0	0	0	0	0	1393	0	285	0			
147857																																																																																				246386	0				8.9188%			26457		296642	1564	0										9962	296642	0	0.0000%	1714	0	211	1925	0.6662%	0	0	0	0	1	16495		1	0	28021	0	0	0	1564	0	0	0		0	26457	0	0	26457	0	0	0	0	0	0						0	0	0		
147923																																																																																						50603	2351	2351	7.5697%	16.7595%	15.9809%	48252	301936	637437	-216	0			8.7595%							38209	637437								0	0	0		0	10043	15.9809%	1	0	48036	0	0	0	-216	0	0	0		0	48252	0	0	48252	0	0	0	0	0	0	0	0	0	2351	0	0	0			
148171																																																																																				236842	0				11.1604%			31534		282553	587	0										34658	286015	0	0.0000%	24508	0	4088	28596	10.0681%	0	0	0	0	1	338		1	0	35583	2341	182	0	587	0	0	0		939	31534	0	0	31534	0	0	0	0	0	0						3462	0	8979		
148238																																																																																						26252	2423	2423	9.6400%	13.5447%	12.2945%	23829	193818	247188	111	3242			5.5447%							23253	250430								0	0	0		0	576	12.2945%	1	0	23940	0	0	0	111	0	0	0		0	23829	0	0	23829	0	0	0	0	0	0	0	0	0	2423	0	0	0			
148340																																																																																						10118	538	538	7.6227%	13.9334%	13.1925%	9580	72617	125678	98	0			5.9334%							7675	125678								0	0	0		0	1905	13.1925%	1	0	9678	0	0	0	98	0	0	0		0	9580	0	0	9580	0	0	0	0	0	0	0	0	0	538	0	0	0			
148470																																																																																						29000	1043	1043	8.7451%	20.9072%	20.1553%	27957	138708	319688	-139	0			12.9072%							27857	319688								0	0	0		0	100	20.1553%	1	0	27818	0	0	0	-139	0	0	0		0	27957	0	0	27957	0	0	0	0	0	0	0	0	0	1043	0	0	0			
148715																																																																																				118641	0				11.2725%			17108		151767	302	0										6212	151767	0	0.0000%	0	0	55	55	0.0365%	0	0	0	0	1	10896		1	0	17410	0	0	0	302	0	0	0		0	17108	0	0	17108	0	0	0	0	0	0						0	0	12678		
148809																																																																																				547953	0				14.9956%			92306		615555	-2363	0										91806	615555	0	0.0000%	30776	0	0	30776	4.9664%	0	0	0	0	1	500		1	0	89943	0	0	0	26	0	-2389	0		0	92306	0	0	92306	0	0	0	0	0	0						0	0	0		
148920																																																																																				51020	0				15.8194%			9028		57069	11	0										8438	57069	0	0.0000%	2528	0	0	2528	4.4664%	0	0	0	0	1	590		1	0	9039	0	0	0	11	0	0	0		0	9028	0	0	9028	0	0	0	0	0	0						0	0	0		
149150																																																																																						16464	1229	1229	9.8948%	16.8602%	15.6016%	15235	97650	153969	78	0			8.8602%							10635	153969								0	0	0		0	4600	15.6016%	1	0	15313	0	0	0	78	0	0	0		0	15235	0	0	15235	0	0	0	0	0	0	0	0	0	1229	0	0	0			
150035																																																																																						161286	9590	9590	8.0429%	15.7493%	14.8128%	151696	1024086	1886080	362	0			7.7493%							131694	1895098								0	0	0		0	29020	14.8128%	1	0	161076	9018	0	0	-526	0	888	0		0	151696	0	0	151696	0	0	0	0	0	0	0	0	0	9590	0	9018	0			
150044																																																																																				695189	8907				9.7842%			82571		843925	-93	0										27571	843925	0	0.0000%	72022	0	300	72322	8.4705%	0	0	0	0	1	55000		1	0	82478	0	0	0	-93	0	0	0		0	82571	0	0	82571	0	0	0	0	0	0						0	0	16006		
150727																																																																																						91884	8160	8160	7.7736%	13.3704%	12.1830%	83724	687222	1077029	-2771	0			5.3704%							90498	1085253								0	0	0		0	1450	12.1830%	1	0	89177	7193	1031	0	-2771	0	0	0		0	83724	0	0	83724	0	0	0	0	0	0	0	0	0	8160	0	8224	0			
151546																																																																																						9841	776	776	9.1096%	15.8542%	14.6040%	9065	62072	99510	43	0			7.8542%							7815	99510								0	0	0		0	1250	14.6040%	1	0	9108	0	0	0	43	0	0	0		0	9065	0	0	9065	0	0	0	0	0	0	0	0	0	776	0	0	0			
151957																																																																																				555366	0				10.3755%			85632		825328	62	0										30498	832194	50	0.0060%	0	0	41300	41300	4.9791%	0	0	0	0	1	62000		1	0	92560	6484	382	0	62	0	0	0		0	85632	0	0	85632	0	0	0	0	0	0						6866	0	97944		
152057																																																																																						22687	1492	1492	10.8305%	19.0174%	17.7667%	21195	119296	195697	225	0			11.0174%							16292	195697								0	0	0		0	4903	17.7667%	1	0	21420	0	0	0	225	0	0	0		0	21195	0	0	21195	0	0	0	0	0	0	0	0	0	1492	0	0	0			
152253																																																																																						35739	1859	1859	12.9069%	24.1838%	22.9258%	33880	147781	262496	-185	0			16.1838%							23880	262496								0	0	0		0	10000	22.9258%	1	0	33695	0	0	0	-185	0	0	0		0	33880	0	0	33880	0	0	0	0	0	0	0	0	0	1859	0	0	0			
152431																																																																																						19967	1412	1412	8.5015%	12.3633%	11.4890%	18555	161502	218256	-5	0			4.3633%							15529	219543								0	0	0		0	4313	11.4890%	1	0	19837	1287	0	0	-5	0	0	0		0	18555	0	0	18555	0	0	0	0	0	0	0	0	0	1412	0	1287	0			
152440																																																																																				144404	0				13.3194%			23870		179212	98	0										23320	179212	0	0.0000%	5790	0	510	6300	3.5646%	0	0	0	0	1	550		1	0	23968	0	0	0	98	0	0	0		0	23870	0	0	23870	0	0	0	0	0	0						0	0	0		
153054																																																																																						59109	5497	5497	9.0600%	13.6159%	12.3497%	53612	434116	591744	3232	0			5.6159%							44820	591744								0	0	0		0	8792	12.3497%	1	0	56844	0	0	0	3232	0	0	0		0	53612	0	0	53612	0	0	0	0	0	0	0	0	0	5497	0	0	0			
153353																																																																																						95725	6000	6000	9.2553%	12.6422%	11.8498%	89725	757186	969448	2729	0			4.6422%							49841	984238								0	0	0		0	54674	11.8498%	1	0	107244	12584	2206	0	3423	143	-837	0		0	89725	0	0	89725	0	0	0	0	0	0	0	0	0	6000	0	14790	0			
154154																																																																																				664810	0				11.6319%			97252		836083	4420	0										83807	843581	0	0.0000%	85480	0	2348	87828	10.2822%	0	0	0	0	1	20943		1	0	109170	7498	0	0	5609	-1189	0	0		0	97252	0	0	97252	0	0	0	0	0	0						7498	0	0		
154770																																																																																				942561	0				19.2562%			195684		1016215	2331	0										0	1016215	0	0.0000%	195411	0	1013	196424	19.4581%	0	0	0	0	1	195684		1	0	198015	0	0	0	2237	0	94	0		0	195684	0	0	195684	0	0	0	0	0	0						0	0	0		
155759																																																																																				86193	0				18.1499%			17152		94502	1226	0										13752	94502	0	0.0000%	7258	0	0	7258	7.5575%	0	0	0	0	1	3400		1	0	18378	0	0	0	1226	0	0	0		0	17152	0	0	17152	0	0	0	0	0	0						0	0	0		
156457																																																																																				63531	0				9.2930%			6966		74960	8	0										1754	75536	0	0.0000%	5183	0	0	5183	6.8774%	0	0	0	0	1	5780		1	0	7542	472	104	0	0	0	0	0		0	6966	0	0	6966	0	0	0	0	0	0						576	0	0		
156635																																																																																						11742	433	433	13.8572%	34.0210%	32.7664%	11309	34514	81611	1190	0			26.0210%			0				10459	81611								0	0	0		0	850	32.7664%	1	0	12499	0	0	0	1190	0	0	0		0	11309	0	0	11309	0	0	0	0	0	0	0	0	0	433	0	0	0			
156970																																																																																						15648	940	940	10.7275%	20.8545%	19.6018%	14708	75034	137106	41	0			12.8545%							14708	137106								0	0	0		0	0	19.6018%	1	0	14749	0	0	0	41	0	0	0		0	14708	0	0	14708	0	0	0	0	0	0	0	0	0	940	0	0	0			
157155																																																																																				64946	0				10.6689%			8757		82080	-129	0										2357	82080	0	0.0000%	5957	0	750	6707	8.2098%	0	0	0	0	1	6400		1	0	8628	0	0	0	-129	0	0	0		0	8757	0	0	8757	0	0	0	0	0	0						0	0	1401		
157379																																																																																				89445	0				9.1158%			10660		116940	0	0										0	116940	0	0.0000%	9738	0	23	9761	8.1994%	0	0	0	0	1	10660		1	0	10660	0	0	0	0	0	0	0		0	10660	0	0	10660	0	0	0	0	0	0						0	0	21		
157650																																																																																						11733	668	668	7.8310%	15.7125%	14.8179%	11065	74673	141298	118	0			7.7125%							2529	143751								0	0	0		0	10989	14.8179%	1	0	13636	2057	396	0	118	0	0	0		0	11065	0	0	11065	0	0	0	0	0	0	0	0	0	668	0	2453	0			
157744																																																																																						22866	2151	2151	7.7173%	12.1824%	11.0364%	20715	187697	268422	1775	0			4.1824%							10480	268467								0	0	0		0	10280	11.0364%	1	0	22535	45	0	0	1775	0	0	0		0	20715	0	0	20715	0	0	0	0	0	0	0	0	0	2151	0	45	0			
157856																																																																																				53943	0				11.2966%			7594		67224	144	0										6694	67224	0	0.0000%	0	0	25	25	0.0381%	0	0	0	0	1	900		1	0	7738	0	0	0	144	0	0	0		0	7594	0	0	7594	0	0	0	0	0	0						0	0	314		
158376																																																																																				123348	0				19.7932%			28575		144368	10	0										28575	144368	0	0.0000%	1359	0	0	1359	0.9362%	0	0	0	0	1	0		1	0	28585	0	0	0	10	0	0	0		0	28575	0	0	28575	0	0	0	0	0	0						0	0	0		
158741																																																																																				177625	0				13.5059%			29016		214839	1013	0										25716	214839	0	0.0000%	30164	0	16	30180	14.1966%	0	0	0	0	1	3300		1	0	30029	0	0	0	1013	0	0	0		0	29016	0	0	29016	0	0	0	0	0	0						0	0	0		
159636																																																																																						436843	39323	39323	10.6651%	13.8903%	12.6400%	397520	3144949	3727302	-1365	0			5.8903%							379933	3732108								0	0	0		0	22393	12.6400%	1	0	400961	4806	0	0	-1365	0	0	0		0	397520	0	0	397520	0	0	0	0	0	0	0	0	0	39323	0	4806	0			
159645																																																																																						12862	541	541	10.1473%	21.0023%	20.1189%	12321	61241	121421	1200	0			13.0023%							8700	121421								0	0	0		0	3000	20.1189%	1	0	12900	0	0	0	1321	-742	0	0		0	12321	0	0	12321	0	0	0	0	0	0	0	0	0	541	0	0	0			
159953																																																																																						26559	916	916	14.3319%	36.6377%	35.3740%	25643	72491	178923	929	0			28.6377%							22643	178923								0	0	0		0	3000	35.3740%	1	0	26572	0	0	0	929	0	0	0		0	25643	0	0	25643	0	0	0	0	0	0	0	0	0	916	0	0	0			
159971																																																																																				587852	0				19.2412%			124061		644767	-1946	0										124060	644767	0	0.0000%	23916	0	9473	33389	5.1525%	0	0	0	0	1	0		1	0	122114	0	0	0	988	0	-2935	0		0	124061	0	0	124061	0	0	0	0	0	0						0	0	4075		
160360																																																																																						69080	4395	4395	9.6994%	19.7453%	18.4890%	64685	349856	666897	560	0			11.7453%							27365	666902								0	0	0		0	37325	18.4890%	1	0	65250	0	5	0	560	0	0	0		0	64685	0	0	64685	0	0	0	0	0	0	0	0	0	4395	0	5	0			
160454																																																																																						22605	1785	1785	8.4461%	15.9436%	14.6846%	20820	141781	246504	547	0			7.9436%							13437	247592								0	0	0		0	8471	14.6846%	1	0	22455	1088	0	0	547	0	0	0		0	20820	0	0	20820	0	0	0	0	0	0	0	0	0	1785	0	1088	0			
160650																																																																																						139376	10027	10027	11.3117%	16.4691%	15.2842%	129349	846290	1143499	5931	0			8.4691%							107438	1145398								0	0	0		0	23810	15.2842%	1	0	137179	1712	187	0	5931	0	0	0		0	129349	0	0	129349	0	0	0	0	0	0	0	0	0	10027	0	1899	0			
160959																																																																																				2142154	0				10.9287%			256298		2345182	4937	0										250136	2345182	0	0.0000%	114060	0	2911	116971	5.0722%	0	0	0	0	1	6162		1	0	261235	0	0	0	4937	0	0	0		0	256298	0	0	256298	0	0	0	0	0	0						0	0	130401		
161273																																																																																						176758	12863	12863	10.3715%	17.2378%	15.9834%	163895	1025409	1580237	413	0			9.2378%							11171	1584411								0	0	0		0	156898	15.9834%	1	0	168482	2558	1580	36	413	0	0	0		0	163895	0	0	163895	0	0	0	0	0	0	0	0	0	12863	0	4174	0			
161602																																																																																						370534	33729	33729	8.4728%	12.3678%	11.2420%	336805	2995953	3975134	-3007	0			4.3678%							291309	3983952								0	0	0		0	54314	11.2420%	1	0	342616	8818	0	0	-3007	0	0	0		0	336805	0	0	336805	0	0	0	0	0	0	0	0	0	33729	0	8818	0			
162337																																																																																				927615	0				9.3108%			106694		1145912	4784	0										79467	1151563	0	0.0000%	0	0	1129	1129	0.1217%	0	0	0	0	1	32878		1	0	117129	5004	647	0	4784	0	0	0		0	106694	0	0	106694	0	0	0	0	0	0						5651	0	52162		
163343																																																																																				78641	0				11.5361%			12211		105850	0	0										11211	105850	0	0.0000%	7520	0	35	7555	6.9274%	0	0	0	0	1	1000		1	0	12211	0	0	0	0	0	0	0		0	12211	0	0	12211	0	0	0	0	0	0						0	0	868		
163549																																																																																						146458	11994	11994	7.7360%	11.2860%	10.3617%	134464	1297700	1738164	869	0			3.2860%							80670	1753915								0	0	0		0	69545	10.3617%	1	0	151084	15528	223	0	869	0	0	0		0	134464	0	0	134464	0	0	0	0	0	0	0	0	0	11994	0	15751	0			
163857																																																																																				480916	0				9.9600%			62018		622668	2580	0										60492	622892	0	0.0000%	87342	0	1690	89032	14.3606%	0	0	0	0	1	1750		1	0	64822	224	0	0	2580	0	0	0		0	62018	0	0	62018	0	0	0	0	0	0						224	0	3786		
164153																																																																																						14687	809	809	9.0054%	21.6706%	20.4769%	13878	67774	154108	1201	0			13.6706%							5878	154108								0	0	0		0	8000	20.4769%	1	0	15079	0	0	0	1201	0	0	0		0	13878	0	0	13878	0	0	0	0	0	0	0	0	0	809	0	0	0			
164331																																																																																				265752	0				8.5950%			28184		327913	1722	0										25508	327937	0	0.0000%	16621	0	249	16870	5.0997%	0	0	0	0	1	2700		1	0	29930	0	24	0	1722	0	0	0		0	28184	0	0	28184	0	0	0	0	0	0						24	0	0		
164377																																																																																				173182	0				8.5602%			16344		190931	134	0										16398	190985	0	0.0000%	7345	0	0	7345	3.9042%	54	0	0	0	1	0		1	0	16532	0	0	0	134	0	0	0		0	16398	0	54	16344	0	0	0	0	0	0						54	0	4200		
164957																																																																																				69750	0				9.5572%			9662		101097	-55	0										8503	101097	0	0.0000%	10326	0	0	10326	10.0959%	0	0	0	0	1	1159		1	0	9607	0	0	0	-55	0	0	0		0	9662	0	0	9662	0	0	0	0	0	0						0	0	0		
164975																																																																																				118497	0				8.9066%			11235		126143	204	0										405	126143	0	0.0000%	0	0	9013	9013	7.1653%	0	0	0	0	1	10830		1	0	11439	0	0	0	204	0	0	0		0	11235	0	0	11235	0	0	0	0	0	0						0	0	7461		
165628																																																																																						1590215	79697	87197	10.0141%	13.9689%	13.2029%	1503018	11383972	15009031	14230	-23653			5.9689%			2				808336	15891646								0	0	0		0	1600846	13.2020%	1	0	2423412	858803	47465	0	37883	0	-23653	0		0	1502914	0	0	1502914	0	0	104	104	0	104	7500	0	0	87197	0	906268	0			
165758																																																																																						13738	1150	1150	6.7386%	14.9730%	13.7196%	12588	91752	186804	55	0			6.9730%							4608	186804								0	0	0		0	6000	11.5398%	1	0	10663	0	0	0	75	0	0	0		0	10588	0	0	10588	2000	0	0	2000	0	2000	0	0	0	1150	0	0	0			
165806																																																																																						162172	11916	11975	7.9357%	12.5529%	11.6260%	150197	1291911	1892679	-6949	0			4.5529%			2				132067	1892849								0	0	0		0	18300	11.6260%	1	0	143418	170	0	0	-1405	0	-5544	0		0	150197	0	0	150197	0	0	0	0	0	0	0	0	59	11975	0	170	0			
166111																																																																																						44384	868	868	13.4174%	25.6645%	25.1626%	43516	172939	324326	-4955	0			17.6645%							43516	324326								0	0	0		0	0	25.1626%	1	0	38561	0	0	0	-20	0	-4935	0		0	43516	0	0	43516	0	0	0	0	0	0	0	0	0	868	0	0	0			
