"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
1669																																																																																				287939	0				13.9486%			52626		377284	305	0										51026	377284	0	0.0000%	19948	0	215	20163	5.3563%	0	0	0	0	1	1600		1	0	52931	0	0	0	305	0	0	0		0	52626	0	0	52626	0	0	0	0	0	0						0	0	0		
1856																																																																																				53905	0				21.7962%			12096		55496	250	0										962	55594	0	0.0000%	4978	0	0	4978	9.2348%	0	0	0	0	1	11232		1	0	12444	98	0	0	250	0	0	0		0	12096	0	0	12096	0	0	0	0	0	0						98	0	0		
2161																																																																																						35067	2087	2087	11.3660%	18.6348%	17.5258%	32980	188180	290164	-363	0			10.6348%							15031	290164								0	0	0		0	17949	17.5258%	1	0	32617	0	0	0	-363	0	0	0		0	32980	0	0	32980	0	0	0	0	0	0	0	0	0	2087	0	0	0			
2732																																																																																				617722	0				14.8008%			104186		703922	193	0										99509	705034	0	0.0000%	74009	0	606	74615	10.6236%	0	0	0	0	1	5789		1	0	105491	0	1112	0	193	0	0	0		0	104186	0	0	104186	0	0	0	0	0	0						1112	0	5246		
2750																																																																																						8191	516	516	11.8059%	17.8827%	16.7562%	7675	45804	65010	133	0			9.8827%							464	65010								0	0	0		0	7211	16.7562%	1	0	7808	0	0	0	133	0	0	0		0	7675	0	0	7675	0	0	0	0	0	0	0	0	0	516	0	0	0			
3252																																																																																						32785	1636	1636	10.3847%	25.5055%	24.2327%	31149	128541	299951	443	0			17.5055%							30649	299951								0	0	0		0	500	24.2327%	1	0	31592	0	0	0	443	0	0	0		0	31149	0	0	31149	0	0	0	0	0	0	0	0	0	1636	0	0	0			
3458																																																																																						6313	554	554	8.0639%	12.1551%	11.0884%	5759	51937	71417	-30	0			4.1551%							4558	71417								0	0	0		0	1201	11.0884%	1	0	5729	0	0	0	-30	0	0	0		0	5759	0	0	5759	0	0	0	0	0	0	0	0	0	554	0	0	0			
3720																																																																																				278854	0				11.4608%			41515		362235	1092	0										24322	362235	0	0.0000%	18603	0	346	18949	5.2101%	0	0	0	0	1	17193		1	0	42607	0	0	0	1092	0	0	0		0	41515	0	0	41515	0	0	0	0	0	0						0	0	0		
3971																																																																																						105764	7852	7852	10.9737%	13.0015%	12.0362%	97912	813476	892240	-910	0			5.0015%							1548	896801								0	0	0		0	100925	12.0362%	1	0	101563	363	4160	38	-910	0	0	0		0	97912	0	0	97912	0	0	0	0	0	0	0	0	0	7852	0	4561	0			
4156																																																																																						26057	2278	2278	8.5494%	14.3314%	13.0785%	23779	181818	278135	539	0			6.3314%							17705	279918								0	0	0		0	7857	13.0785%	1	0	26101	1783	0	0	539	0	0	0		0	23779	0	0	23779	0	0	0	0	0	0	0	0	0	2278	0	1783	0			
4231																																																																																				123204	0				13.1930%			18883		143129	905	0										6286	143132	0	0.0000%	4013	0	0	4013	2.7272%	0	0	0	0	1	12600		1	0	19791	0	0	3	905	0	0	0		0	18883	0	0	18883	0	0	0	0	0	0						3	0	1693		
5069																																																																																						207094	4946	4946	46.0382%	52.8563%	51.5939%	202148	391806	439088	1404	0			44.8563%							193519	439088								0	0	0		0	8629	51.5939%	1	0	203552	0	0	0	1404	0	0	0		0	202148	0	0	202148	0	0	0	0	0	0	0	0	0	4946	0	0	0			
5135																																																																																				509232	0				15.3366%			85488		557413	-9	0										61488	558455	0	0.0000%	49354	0	1316	50670	9.0298%	0	0	0	0	1	25042		1	0	86521	1042	0	0	-9	0	0	0		0	85488	0	0	85488	0	0	0	0	0	0						1042	0	2015		
5210																																																																																						262846	19234	19234	9.0394%	17.0714%	15.8222%	243612	1539683	2695014	-10503	-9550			9.0714%							160908	2715898								0	0	0		0	113138	15.8222%	1	0	263543	27842	2592	0	-953	0	-9550	0		0	243612	0	0	243612	0	0	0	0	0	0	0	0	0	19234	0	30434	0			
5461																																																																																				625024	0				9.3584%			76005		812162	1768	0										69779	812236	0	0.0000%	45081	0	1095	46176	5.7013%	0	0	0	0	1	6300		1	0	77847	0	74	0	1768	0	0	0		0	76005	0	0	76005	0	0	0	0	0	0						74	0	7672		
5751																																																																																				218701	0				15.8129%			39289		248461	1163	0										31039	249563	0	0.0000%	26212	0	345	26557	10.9044%	0	0	0	0	1	9352		1	0	41554	1089	13	0	1163	0	0	0		0	39289	0	0	39289	0	0	0	0	0	0						1102	0	102		
6039																																																																																				288245	0				9.2424%			35717		386446	91	0										4680	386446	0	0.0000%	33649	0	493	34142	8.7779%	0	0	0	0	1	31037		1	0	35808	0	0	0	91	0	0	0		0	35717	0	0	35717	0	0	0	0	0	0						0	0	0		
6329																																																																																						128085	12446	12446	8.7774%	12.9371%	11.6800%	115639	990061	1317464	-257	0			4.9371%							76331	1318156								0	0	0		0	40000	11.6800%	1	0	116074	0	0	692	-257	0	0	0		0	115639	0	0	115639	0	0	0	0	0	0	0	0	0	12446	0	692	0			
7009																																																																																						103683	0	0	12.1956%	20.5823%	20.5823%	103683	503748	850169	484	0			12.5823%							102631	850169								0	0	0		0	1052	20.5823%	1	0	104167	0	0	0	484	0	0	0		0	103683	0	0	103683	0	0	0	0	0	0	0	0	0	0	0	0	0			
7045																																																																																						25124	1156	1156	9.0196%	18.1904%	17.3534%	23968	138117	265731	2396	0			10.1904%		0					21543	265731								0	0	0		0	2425	17.3534%	1	0	26364	0	0	0	2396	0	0	0		0	23968	0	0	23968	0	0	0	0	0	0	0	0	0	1156	0	0	0			
7072																																																																																						40507	3076	3076	9.6357%	16.1016%	14.8788%	37431	251572	388461	-62	0			8.1016%							37733	392823								0	0	0		0	4060	14.8788%	1	0	41731	3707	655	0	15	0	-77	0		0	37431	0	0	37431	0	0	0	0	0	0	0	0	0	3076	0	4362	0			
7456																																																																																						11859	887	887	9.0098%	14.5923%	13.5008%	10972	81269	121778	275	0			6.5923%							3972	121778								0	0	0		0	7000	13.5008%	1	0	11247	0	0	0	275	0	0	0		0	10972	0	0	10972	0	0	0	0	0	0	0	0	0	887	0	0	0			
7634																																																																																				72288	0				13.2109%			11046		83613	110	0										2786	83613	0	0.0000%	1877	0	0	1877	2.2378%	0	0	0	0	1	8260		1	0	11156	0	0	0	110	0	0	0		0	11046	0	0	11046	0	0	0	0	0	0						0	0	784		
8033																																																																																				324436	0				14.0128%			52191		372453	14	0										44191	372453	0	0.0000%	54933	0	587	55520	14.5883%	0	0	0	0	1	8000		1	0	52205	0	0	0	14	0	0	0		0	52191	0	0	52191	0	0	0	0	0	0						0	0	0		
8462																																																																																				162771	0				16.7062%			27458		164358	1319	0										26758	164358	0	0.0000%	0	0	250	250	0.1536%	0	0	0	0	1	700		1	0	28777	0	0	0	1319	0	0	0		0	27458	0	0	27458	0	0	0	0	0	0						0	0	5865		
8631																																																																																				64141	0				10.1776%			7316		71883	-60	0										6016	71883	0	0.0000%	2583	0	205	2788	3.7810%	0	0	0	0	1	1300		1	0	7256	0	0	0	-60	0	0	0		0	7316	0	0	7316	0	0	0	0	0	0						0	0	0		
9357																																																																																				534016	0				12.8666%			79458		617552	405	0										55500	650254	0	0.0000%	10439	0	1963	12402	1.9089%	0	0	0	0	1	56660		1	0	112565	28667	4035	0	405	0	0	0		0	79458	0	0	79458	0	0	0	0	0	0						32702	0	489342		
9553																																																																																						19942	1212	1212	8.7688%	13.6139%	12.7865%	18730	146483	213599	399	0			5.6139%							16630	213599								0	0	0		0	2100	12.7865%	1	0	19129	0	0	0	400	0	0	-1		0	18730	0	0	18730	0	0	0	0	0	0	0	0	0	1212	0	0	0			
9807																																																																																						394139	24817	24817	13.7769%	19.9243%	18.6698%	369322	1978178	2680724	2709	0			11.9243%							237050	2680724								0	0	0		0	132272	18.6698%	1	0	372031	0	0	0	2709	0	0	0		0	369322	0	0	369322	0	0	0	0	0	0	0	0	0	24817	0	0	0			
9955																																																																																				165875	0				12.0417%			23778		197463	274	0										20645	197463	0	0.0000%	20149	0	9	20158	10.1930%	0	0	0	0	1	3133		1	0	24052	0	0	0	274	0	0	0		0	23778	0	0	23778	0	0	0	0	0	0						0	0	0		
10250																																																																																						52174	3974	3974	7.8170%	16.4680%	15.2136%	48200	316821	616606	2963	0			8.4680%							13200	616606								0	0	0		0	35000	15.2136%	1	0	51163	0	0	0	2963	0	0	0		0	48200	0	0	48200	0	0	0	0	0	0	0	0	0	3974	0	0	0			
10849																																																																																				253551	0				9.9703%			28053		281365	1038	0										13748	282452	0	0.0000%	15892	0	27	15919	5.4574%	0	0	0	0	1	15391		1	0	30177	694	0	392	1038	0	0	0		0	28053	0	0	28053	0	0	0	0	0	0						1087	0	0		
11145																																																																																						45183	2807	2807	10.4843%	20.4040%	19.1364%	42376	221442	404187	120	0			12.4040%							16826	404637								0	0	0		0	26000	19.1364%	1	0	42946	450	0	0	120	0	0	0		0	42376	0	0	42376	0	0	0	0	0	0	0	0	0	2807	0	450	0			
11640																																																																																				345442	0				12.7403%			48291		379041	801	0										5796	379041	0	0.0000%	40310	0	222	40532	10.4160%	0	0	0	0	1	42495		1	0	49092	0	0	0	801	0	0	0		0	48291	0	0	48291	0	0	0	0	0	0						0	0	0		
11837																																																																																						16239	783	783	12.7794%	25.9762%	24.7237%	15456	62515	120945	1054	0			17.9762%							3456	120945								0	0	0		0	12000	24.7237%	1	0	16510	0	0	0	1054	0	0	0		0	15456	0	0	15456	0	0	0	0	0	0	0	0	0	783	0	0	0			
12030																																																																																						79232	3874	3874	15.2030%	26.0536%	24.7797%	75358	304112	495679	60	0			18.0536%							74758	495679								0	0	0		0	600	24.7797%	1	0	75418	0	0	0	60	0	0	0		0	75358	0	0	75358	0	0	0	0	0	0	0	0	0	3874	0	0	0			
12142																																																																																				230782	0				10.3836%			30996		298509	-3596	0										12096	298509	0	0.0000%	4288	0	273	4561	1.5025%	0	0	0	0	1	18900		1	0	27400	0	0	0	290	0	-3886	0		0	30996	0	0	30996	0	0	0	0	0	0						0	0	21694		
12311			16462215	1289075	1995729	8.6021%	12.9078%	11.3430%	14466486	127536676	168174521	-89812	0			4.9078%						2475052	173648104								0	0	0		16282109	10.4155%	0	18667349	5200911	228405	35463	833	150746	-208963	-32427		8804	13283577	0	0	13283577	780000	0	402909	1182909	0	1182909	706654	0	0	1995729	0	5473583	0																																						2																	0			1																															
12647																																																																																						20284	1075	1075	10.2296%	17.8701%	16.9230%	19209	113508	187778	0	0			9.8701%							2386	188261								0	0	0		0	17306	16.9230%	1	0	19692	0	483	0	0	0	0	0		0	19209	0	0	19209	0	0	0	0	0	0	0	0	0	1075	0	483	0			
12656																																																																																						2331	133	133	10.1581%	22.0093%	20.7535%	2198	10591	21638	0	0			14.0093%							1738	21638								0	0	0		0	460	20.7535%	1	0	2198	0	0	0	0	0	0	0		0	2198	0	0	2198	0	0	0	0	0	0	0	0	0	133	0	0	0			
12946																																																																																						202314	18923	18923	9.3789%	13.4240%	12.1684%	183391	1507112	1955347	2615	0			5.4240%							136097	1976157								0	0	0		0	68104	12.1684%	1	0	206816	16051	4759	0	2615	0	0	0		0	183391	0	0	183391	0	0	0	0	0	0	0	0	0	18923	0	20810	0			
13103																																																																																						395636	19948	19948	13.0619%	14.6610%	13.9218%	375688	2698568	2876220	-21197	6609			6.6610%							357518	2899178								0	0	0		0	34519	13.9218%	1	0	370840	11072	5277	0	-14588	0	-6609	0		0	375688	0	0	375688	0	0	0	0	0	0	0	0	0	19948	0	16349	0			
13251																																																																																				50617	0				10.5077%			6638		63173	-8	0										4138	63173	0	0.0000%	2461	0	0	2461	3.7958%	0	0	0	0	1	2500		1	0	6630	0	0	0	-8	0	0	0		0	6638	0	0	6638	0	0	0	0	0	0						0	0	0		
13457																																																																																				22540	0				19.7987%			4486		22658	6	0										293	22658	0	0.0000%	2594	0	0	2594	11.5084%	0	0	0	0	1	4193		1	0	4492	0	0	0	6	0	0	0		0	4486	0	0	4486	0	0	0	0	0	0						0	0	0		
14155																																																																																				234223	0				10.6000%			30009		283105	301	0										29673	283105	0	0.0000%	0	0	848	848	0.3019%	0	0	0	0	1	336		1	0	30310	0	0	0	301	0	0	0		0	30009	0	0	30009	0	0	0	0	0	0						0	0	6129		
14650																																																																																				40143	0				10.7907%			5339		49478	0	0										4929	49568	0	0.0000%	680	0	0	680	1.3605%	0	0	0	0	1	500		1	0	5429	90	0	0	0	0	0	0		0	5339	0	0	5339	0	0	0	0	0	0						90	0	0		
14753																																																																																						6107	381	1358	8.2372%	20.1100%	15.6382%	4749	30368	57653	-2	0			9.6382%							3172	57653								0	0	0		0	1577	15.6382%	1	0	4747	0	0	0	-2	0	0	0		0	4749	0	0	4749	0	0	0	0	0	0	977	0	0	1358	0	0	0			
14865																																																																																						62687	5089	5089	8.4599%	11.3694%	10.4464%	57598	551366	680836	11	0			3.3694%							43527	682364								0	0	0		0	15599	10.4464%	1	0	59137	0	1260	268	11	0	0	0		0	57598	0	0	57598	0	0	0	0	0	0	0	0	0	5089	0	1528	0			
14977																																																																																				50566	0				19.9880%			10289		51476	0	0										10289	51476	0	0.0000%	6942	0	0	6942	13.7226%	0	0	0	0	1	0		1	0	10289	0	0	0	0	0	0	0		0	10289	0	0	10289	0	0	0	0	0	0						0	0	0		
16551																																																																																				327028	0				10.1930%			42959		421454	98	0										25392	423887	0	0.0000%	30310	0	121	30431	7.0516%	0	0	0	0	1	20000		1	0	45490	2433	0	0	98	0	0	0		0	42959	0	0	42959	0	0	0	0	0	0						2433	0	0		
17110																																																																																						32863	359	359	17.9521%	22.3981%	22.1535%	32504	146722	181060	0	0			14.3981%							25218	181060								0	0	0		0	7286	22.1535%	0	0	32504	0	0	0					0	0	32504	0	0	32504	0	0	0	0	0	0	0	0	0	359	0	0	0			
17147																																																																																						1435909	139625	139625	8.9674%	12.9683%	11.7073%	1296284	11072454	14455581	42329	0			4.9683%			1				565592	15037816								0	0	16488		0	1312927	11.7073%	1	0	1920848	543757	21016	974	52388	-378	-9681	0		0	1312772	0	16488	1296284	0	0	0	0	0	0	0	0	0	139625	0	582235	0			
17259																																																																																				57897	0				8.8599%			5693		64256	144	0										4155	64256	0	0.0000%	1528	0	95	1623	2.5188%	0	0	0	0	1	1538		1	0	5837	0	0	0	144	0	0	0		0	5693	0	0	5693	0	0	0	0	0	0						0	0	0		
