"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
1669																																							15220	11907	93085	0	0	3862	0	16581	376437	323105	401	323506	0	3842	0	0	52931	800	376437	0	0	51026	0	0	800	0	81152	241953			0	208941	205099	305	0	0	0	0	52931	0	30683	
1856																																							3383	901	12669	0	98	417	1100	2401	53905	38167	794	41461	0	279	2500	0	12444	500	53905	0	0	962	0	0	13732	0	4413	33754			-3000	31487	31208	250	728	0	0	0	12444	0	1000	
2161																																							25095	6076	61194	0	0	13049	0	11482	302365	266094	3654	269748	0	2087	0	0	32617	1000	302365	0	0	15031	0	0	16949	0	123862	142231			0	185106	183019	-363	2450	0	0	0	32617	0	0	
2732																																							163244	18021	49650	0	1112	2923	0	4909	702350	594116	2743	596859	0	5050	0	0	105491	0	702350	0	0	99509	0	0	5789	0	193038	401078			0	467541	462491	193	0	0	0	0	105491	0	0	
2750																																							2286	1150	14172	0	0	256	0	2882	62686	54127	501	54878	0	506	250	0	7808	111	62686	0	0	464	0	0	7100	0	6406	47721			0	41894	41388	133	0	0	0	0	7808	552	0	
3252																																							2250	12004	167276	0	0	521	0	4906	294712	257835	285	263120	0	3977	5000	0	31592	200	294712	0	0	30649	0	0	300	0	46427	211408			0	111732	107755	443	0	0	0	0	31592	0	0	
3458																																							765	1650	15240	0	0	2734	0	2161	70276	57366	423	64547	0	554	4258	0	5729	100	70276	0	0	4558	0	0	1101	0	8187	49179			0	45695	45141	-30	98	0	0	2500	5729	0	2487	
3720																																							89035	5402	89115	0	0	3799	455	11582	363694	318653	2434	321087	0	1744	0	0	42607	2400	363694	0	0	24322	0	0	18600	650	90869	227784			-3807	163785	162041	1092	0	0	0	0	42607	0	1615	
3971																																							28015	5727	114446	1595	6371	6807	2975	26709	898302	703425	10157	796739	0	7852	83157	0	101563	2	898302	0	0	1548	0	0	100923	0	191074	512351			0	709799	701947	-910	2707	0	0	0	101563	1003	0	
4156																																							8887	7312	61805	0	1783	6788	0	8043	275729	237003	652	249628	0	2747	3750	0	26101	1200	275729	0	0	17705	0	0	6657	660	54117	182886			0	162383	159636	539	20700	0	0	8223	26101	115	0	
4231																																							44539	5743	53052	0	0	925	0	648	147146	126806	549	127355	0	821	0	0	19791	500	147146	0	0	6286	0	0	12100	0	40298	86508			0	43060	42239	905	0	0	0	0	19791	0	0	
5069																																							87011	1032	8841	0	0	33835	4908	8039	444196	233315	7329	240644	0	7988	0	0	203552	4500	444196	0	0	193519	0	0	4129	0	51305	182010			0	307515	299527	1404	0	0	0	0	203552	1003	0	
5135																																							66682	11292	82069	0	1042	7246	2007	16300	561143	448613	2694	474622	0	4742	23315	0	86521	651	561143	0	0	61488	0	0	24391	0	97801	350812			0	379247	374505	-9	0	0	0	0	86521	0	0	
5210																																							700303	22478	411676	1786	39133	33847	0	89236	2778405	2434215	14626	2514862	0	19141	21416	0	263543	4798	2778405	0	0	160908	0	0	108340	3935	77849	2356366			0	1486886	1467745	-10503	0	0	0	44605	263543	1046	7220	
5461																																							33331	16622	305393	0	74	12871	0	17110	809920	724727	7346	732073	0	6799	0	0	77847	2059	809920	0	0	69779	0	0	4241	0	306499	418228			0	431318	424519	1768	0	0	0	0	77847	0	0	
5751																																							2372	3243	80810	0	1102	2060	0	7250	243543	200126	1863	201989	0	2409	0	0	41554	600	243543	0	0	31039	0	0	8752	0	41577	158549			0	145957	143548	1163	0	0	0	0	41554	158	3000	
6039																																							22150	12750	25894	1146	0	6358	456	6227	388952	351148	1996	353144	0	3965	0	0	35808	469	388952	0	0	4680	0	0	30568	4199	131734	219414			0	263237	259272	91	50500	0	0	0	35808	0	0	
6329																																							204590	37455	106112	0	0	32625	890	33707	1375996	1242039	12883	1259922	0	18132	5000	0	116074	2600	1375996	0	0	76331	0	0	37400	5771	469298	772741			0	972976	954844	-257	2	0	0	0	116074	0	0	
7009																																							77317	515	304832	0	0	2065	0	7626	837297	722346	10784	733130	0	0	0	0	104167	500	837297	0	0	102631	0	0	552	0	133504	588842			0	430862	430862	484	0	0	0	0	104167	14080	0	
7045																																							4172	3272	166661	0	0	1710	0	2323	269360	238346	1650	242996	0	1156	3000	0	26364	100	269360	0	0	21543	0	0	2325	0	35076	203270			0	92378	91222	2396	0	0	0	0	26364	0	0	
7072																																							1540	5719	34928	0	5328	11100	0	16392	384335	327514	4818	342604	0	3076	10272	0	41731	0	384335	0	0	37733	0	0	4060	10885	64142	263372			0	254994	251918	-62	11499	0	0	0	41731	0	35026	
7456																																							5803	2218	39271	0	0	832	0	3764	122236	110582	407	110989	0	887	0	0	11247	400	122236	0	0	3972	0	0	6600	0	25460	85122			0	71235	70348	275	0	0	0	0	11247	0	0	
7634																																							13267	874	13077	0	0	411	0	709	83878	72507	215	72722	0	1185	0	0	11156	200	83878	0	0	2786	0	0	8060	0	15342	57165			0	56725	55540	110	0	0	0	0	11156	0	0	
8033																																							56050	5335	4488	0	0	5843	301	6427	380580	317835	5405	328376	0	1802	5136	0	52204	774	380580	0	0	44191	0	0	7226	0	95326	222509			0	287113	285311	13	16825	0	0	0	52204	0	0	
8462																																							5546	7181	88538	0	0	310	0	662	162771	133837	157	133994	0	2009	0	0	28777	350	162771	0	0	26758	0	0	350	0	48994	84843			0	57463	55454	1319	5080	0	0	0	28777	0	0	
8631																																							8228	2380	14814	0	0	2864	0	3291	73738	65681	801	66482	0	397	0	0	7256	500	73738	0	0	6016	0	0	800	0	24908	40773			0	40185	39788	-60	2373	0	0	0	7256	0	0	
9357																																							83395	6196	35658	1171	32702	995	0	5012	649678	531835	5278	537113	0	4154	0	0	112565	500	649678	0	0	55500	0	0	56160	0	236117	295718			0	487716	483562	405	0	0	0	0	112565	987	0	
9553																																							4317	1993	45641	0	0	885	0	9668	212281	131707	1370	193152	0	1212	60075	0	19129	400	212281	0	0	16630	0	0	1700	0	25283	106424			0	119124	117912	399	2125	0	0	0	19129	0	29740	
9807																																							628658	14025	342907	69	0	25343	7623	154206	2730897	2303633	13395	2358866	0	31283	0	0	372031	20000	2730897	0	0	237050	0	0	112272	0	152449	2151184			0	1588085	1556802	2709	0	0	0	41838	372031	1264	0	
9955																																							15307	2289	69340	0	0	5798	0	3741	197763	149052	389	173711	0	1710	24270	0	24052	110	197763	0	0	20645	0	0	3023	0	42492	106560			0	102998	101288	274	0	0	0	0	24052	0	0	
10250																																							69858	10242	225486	0	0	9210	0	5347	629280	576308	1809	578117	0	5109	0	0	51163	1500	629280	0	0	13200	0	0	33500	0	175512	400796			0	314246	309137	2963	0	0	0	0	51163	0	0	
10849																																							28155	1613	70958	0	694	6078	618	2794	291695	260915	603	261518	0	2625	0	0	30177	16	291695	0	0	13748	0	0	15375	0	41564	219351			0	183410	180785	1038	0	0	0	0	30177	0	0	
11145																																							92214	7407	78541	84	450	6819	11	12631	399795	331273	2874	356849	0	2961	22702	0	42946	1000	399795	0	0	16826	0	0	25000	0	97068	234205			0	204599	201638	120	0	0	0	0	42946	0	0	
11640																																							1466	10119	133390	0	0	3677	0	19285	389131	328146	3393	340039	0	3002	0	0	49092	650	389131	0	0	5796	0	0	41845	0	92674	235473			0	224196	221194	801	0	0	8500	0	49092	0	0	
11837																																							881	1065	58609	0	0	1169	620	765	117936	97508	468	101426	0	925	0	0	16510	314	117936	0	0	3456	0	0	11686	0	13019	84489			0	55752	54827	1054	0	0	3450	0	16510	0	0	
12030																																							87711	27845	39662	0	0	3307	1737	18788	494397	415785	3194	418979	0	9696	0	0	75418	300	494397	0	0	74758	0	0	300	0	151711	264074			0	321912	312216	60	2245	0	0	0	75418	0	886	
12142																																							9040	9235	133943	0	0	4957	0	9698	303566	269845	6321	276166	0	1719	0	0	27400	1250	303566	0	0	12096	0	0	17650	0	97098	172747			0	128229	126510	-3596	10100	0	0	0	27400	0	83	
12311	8641901	1351046	25652640	0	5877904	1464702	7419	5939785	173438393	3100856	154028881	402909	2106932	3334409	989207	19006603	39999	173438393	843305	311608	2034306	1490757	780000	16242110	1334947		0	110480509	108373577	-89812	0	401315	19409512	5798	12454612	0	0	0			25652640							145891486					3334409					843305	311608						48551571	97339915							0	0	0	401315		5798		
12647																																							36442	3334	0	0	564	3834	0	2849	198601	173720	189	178909	0	1075	5000	0	19692	250	198601	0	0	2386	0	0	17056	260	58743	114977			0	109987	108912	0	0	0	0	0	19692	0	42406	
12656																																							7176	1509	0	0	0	131	0	162	21928	19662	68	19730	0	178	0	0	2198	72	21928	0	0	1738	0	0	388	0	6286	13376			0	10393	10215	0	0	0	0	0	2198	77	2658	
12946																																							89615	23565	400933	32	24229	37424	256	40925	1999522	1727560	18834	1792706	0	25635	46312	0	206816	1	1999522	0	0	136097	15404	0	68103	5007	344636	1382924			0	1383819	1358184	2615	0	0	0	0	206816	3948	0	
13103																																							167927	32325	422230	1351	16349	19846	0	36168	2990438	2554758	48965	2613258	6340	19922	9535	0	370840	500	2990438	0	0	357518	0	0	34019	2785	520671	2034087			0	2096899	2076977	-21197	0	0	0	0	377180	214480	0	
13251																																							17316	3903	5916	0	0	1509	50	1379	64835	57823	382	58205	0	639	0	0	6630	25	64835	0	0	4138	0	0	2475	0	14403	43420			0	34954	34315	-8	447	0	0	0	6630	0	0	
13457																																							2690	233	6434	0	0	6	0	1224	22540	17832	216	18048	0	103	0	0	4492	50	22540	0	0	293	0	0	4143	0	4608	13224			0	12056	11953	6	0	0	0	0	4492	0	0	
14155																																							3884	7315	26427	0	0	7009	0	8231	280874	247698	1366	250564	0	3761	1500	0	30310	176	280874	0	0	29673	0	0	160	764	43111	204587			0	231005	227244	301	0	0	0	0	30310	0	0	
14650																																							1419	1413	0	0	90	260	0	2200	49982	44036	517	44553	0	981	0	0	5429	200	49982	0	0	4929	0	0	300	0	13916	30120			0	36008	35027	0	4936	0	0	0	5429	0	4637	
14753																																							4414	3280	8054	0	0	95	0	731	61086	55139	223	55362	0	530	0	0	5724	300	61086	0	0	3172	0	977	1277	0	23660	31479			0	20606	20076	-2	21490	0	0	0	5724	58	2888	
14865																																							229793	24516	17647	0	1260	8972	0	17232	770684	707220	4327	711547	0	5064	0	0	59137	730	770684	0	0	43527	0	0	14869	0	208434	498786			0	475051	469987	11	0	0	0	0	59137	0	1277	
14977																																							3192	1101	0	0	0	1565	0	953	50588	40167	132	40299	0	654	0	0	10289	0	50588	0	0	10289	0	0	0	0	7791	32377			0	44002	43348	0	429	0	0	0	10289	0	0	
16551																																							62966	7158	81418	0	4768	9992	268	8140	431550	385166	894	386060	0	4131	0	0	45490	175	431550	0	0	25392	0	0	19825	164	108803	276363			0	241219	237088	98	0	0	0	0	45490	0	19588	
17110																																							33105	3743	0	0	0	2133	0	3987	176277	136721	7052	143773	0	279	0	0	32504	300	176277	0	0	25218	0	0	6986	0	0	136721			0	72275	71996	0	0	0	0	0	32504	61213	100	
17147																																							365502	169261	2370589	0	576518	119449	698	518875	15041056	12456297	197078	13171113	0	199972	334149	0	1869943	10871	15041056	0	0	514562	1632	125	1302056	5990	2661931	9794366			0	9041576	8841604	42329	0	0	0	183589	1869943	0	2070938	
17259																																							4746	2985	17038	0	0	1553	0	2667	64436	56827	1772	58599	0	171	0	0	5837	769	64436	0	0	4155	0	0	769	0	14091	42736			0	33555	33384	144	1078	0	0	0	5837	0	985	
17950																																							3473	8197	384776	0	5512	8956	607	7696	724526	646379	3515	651194	0	5551	0	0	73332	725	724526	0	0	36011	0	0	32837	1025	161030	485349			0	309835	304284	3759	0	0	1300	0	73332	0	0	
17978																																							50091	3203	0	0	0	5673	574	4580	322661	196729	210	197142	0	1440	203	0	125519	0	322661	0	0	125519	0	0	0	0	6148	190581			0	133775	132335	0	0	0	0	0	125519	0	126205	
18050																																							113644	10072	342192	0	0	10585	0	10146	883949	798516	3666	802182	0	6873	0	0	81767	1214	883949	0	0	67489	0	0	7671	512	339300	459216			0	391605	384732	5393	775	0	0	0	81767	0	11291	
18827																																							246072	28513	246791	2198	10017	31626	43	57476	2004363	1775782	9479	1835261	0	13010	50000	0	169102	563	2004363	0	0	65052	0	0	104756	0	430782	1345000			0	1393430	1380420	-1269	0	0	0	0	169102	1207	0	
18836																																							19373	2261	35850	0	0	4375	1094	7058	199083	174676	1986	179774	0	1650	3112	0	19309	180	199083	0	0	17353	0	0	1676	0	49112	125564			0	130722	129072	100	0	0	0	0	19309	0	0	
18854																																							193904	17087	0	0	434	8794	0	8623	1145236	1018690	5189	1023879	0	9306	0	0	121357	40	1145236	0	0	107119	0	0	14198	1002	335632	683058			0	924698	915392	0	0	0	0	0	121357	0	0	
19356																																							600	2341	14446	0	794	1244	270	3815	94698	84380	664	85044	0	922	0	0	9654	2025	94698	0	0	3783	0	0	3950	0	26925	57455			0	70140	69218	-104	1970	0	0	0	9654	0	0	
19936																																							85229	2957	110064	0	0	4149	108	9319	411117	366810	2039	375337	0	4484	6488	0	35780	420	411117	0	0	21384	0	0	13580	0	98870	267940			0	202333	197849	396	0	0	0	0	35780	0	1442	
19972																																							36704	7363	0	0	0	420	0	6055	124690	101101	1225	102326	0	399	0	0	22364	0	124690	0	0	22364	0	0	0	0	9	101092			0	45882	45483	0	0	0	0	0	22364	0	28665	
20053																																							6321	6656	8090	0	0	410	0	2479	151493	127734	627	133361	0	1241	5000	0	18132	150	151493	0	0	11791	0	0	6053	0	33998	93736			0	114553	113312	138	14225	0	0	0	18132	0	0	
20633																																							31073	5924	59275	0	0	5816	6868	13322	345437	294925	2809	306528	0	2869	8794	0	38909	1106	345437	0	0	35427	0	0	2816	0	39489	255436			0	224787	221918	-440	462	0	0	0	38909	779	0	
20857																																							69121	2142	193780	0	507	3762	128	7350	497317	435830	1068	453626	0	2624	16728	0	43691	200	497317	0	0	1863	0	0	36309	0	150385	285445			0	223151	220527	5319	0	0	0	0	43691	0	0	
21256																																							2988	191	3402	0	0	159	0	462	12778	11251	8	11559	0	70	0	0	1219	105	12778	0	0	634	0	0	495	0	3549	7702			0	5646	5576	-15	0	0	300	0	1219	0	0	
21359																																							15922	2957	15999	0	81	313	0	1255	73408	66269	509	66778	0	435	0	0	6630	550	73408	0	0	2676	0	0	3350	0	18128	48141			0	37075	36640	54	0	0	0	0	6630	0	241	
21658																																							3872	3445	83136	0	0	1954	174	5967	217420	189590	1587	196592	0	2248	5415	0	20828	100	217420	0	0	16206	0	0	4157	0	21454	168136			0	120017	117769	365	3	0	0	0	20828	1100	0	
22048																																							14472	6317	55762	0	0	3656	57	9620	278301	240766	2202	252357	0	2917	9389	0	25944	1000	278301	0	0	18292	0	0	6650	0	61318	179449			0	191334	188417	2	0	0	0	0	25944	0	0	
22543																																							84223	5476	21885	0	2926	6030	208	2366	357600	327780	1840	329620	0	2367	0	0	27980	602	357600	0	0	15542	0	0	11698	281	122676	205104			0	225461	223094	138	11057	0	0	0	27980	54	0	
22552																																							24408	931	7353	0	0	2410	390	1968	120757	103280	507	111554	0	917	7767	0	9203	100	120757	0	0	2275	0	0	6900	0	25272	78007			0	82983	82066	-72	0	0	0	0	9203	42	1189	
22730																																							6215	5127	122125	0	0	3066	0	5075	231475	198258	1576	207838	0	1645	309	0	23637	250	231475	0	0	19880	0	0	300	0	79314	118944			0	91392	89747	3207	120	0	0	7695	23637	0	0	
23456																																							1404	3377	114274	0	0	3124	0	2438	288328	255620	756	257628	0	2265	252	0	30700	126	288328	0	0	28258	0	0	1012	224	39434	216186			0	164498	162233	1304	1062	0	1000	0	30700	0	192	
23504																																							564978	58786	1706018	0	164097	109251	0	488333	12350102	10728041	251228	11006898	119	81255	25000	0	1343085	1	12350102	0	0	526332	0	0	827242	14720	3875836	6852205			-9417	9284871	9203616	-1073	0	0	0	2629	1343204	0	40303	
23643																																							4227	1903	101048	0	0	1524	333	8282	254994	229657	238	229895	0	1123	0	0	25099	200	254994	0	0	22413	0	0	2300	515	54576	175081			0	131660	130537	186	6625	0	0	0	25099	0	0	
23755																																							24707	1715	100508	0	1657	5640	0	6284	306674	275183	2019	282202	0	2451	5000	0	24472	110	306674	0	0	18910	0	0	4615	3000	71361	203822			0	165156	162705	837	193	0	0	0	24472	265	0	
24006																																							138286	6888	45016	0	6240	22002	0	58307	1872147	1534609	15959	1631237	20	8159	76581	0	240890	0	1872147	4088	4088	147283	0	0	106743	0	217227	1317382			-9932	1213698	1205539	-3204	2137	0	0	0	240910	0	383644	
24378																																							11878	889	8938	0	0	1570	0	1121	74904	67023	483	67506	0	186	0	0	7398	0	74904	0	0	7372	0	0	0	0	12746	54277			0	48229	48043	26	766	0	0	0	7398	0	1699	
24453																																							149593	3688	14377	0	2150	13473	0	4061	449592	403094	2619	405713	0	5328	0	0	43879	929	449592	0	0	12765	0	0	30029	8400	48017	355078			0	258012	252684	156	1166	0	0	0	43879	0	0	
24659																																							47354	1864	0	0	1820	726	0	764	122945	112834	416	113250	0	628	0	0	9695	50	122945	0	0	1695	0	0	7950	0	34054	78780			0	53695	53067	0	9367	0	0	0	9695	0	7983	
24668																																							318597	20182	374772	0	703	17448	200	14372	1973491	1693088	9398	1706314	0	19407	0	0	267177	625	1973491	0	0	98860	0	0	156588	2781	340490	1352598			0	1243843	1224436	11104	0	0	0	3828	267177	0	0	
24949																																							184552	7393	45017	0	1113	4357	0	15635	506097	446522	4535	456057	0	7352	5000	0	50040	1800	506097	0	0	14528	0	0	33223	1372	139402	307120			0	253170	245818	489	840	0	0	0	50040	0	0	
25357																																							1450	5582	35631	0	1777	5105	241	9040	463942	416250	661	416911	0	5830	0	0	47031	1608	463942	0	0	8036	553	0	36907	0	78606	337644			0	377347	371517	480	0	0	0	0	47031	0	33046	
25647																																							45823	2949	25607	0	0	6716	0	5965	355668	273332	3608	327479	0	3023	50539	0	28189	12	355668	0	0	-204	0	0	28079	0	71180	202152			0	271631	268608	302	0	0	0	0	28189	0	0	
26457																																							3300	625	16538	0	0	160	0	632	44292	40799	44	40843	0	227	0	0	3449	100	44292	0	0	3101	0	0	250	0	7556	33243			0	23264	23037	-2	0	0	0	0	3449	0	0	
26765																																							498719	27519	167492	0	9569	45705	1293	91038	2970209	2664009	15464	2679473	0	29477	0	0	290736	2360	2970209	0	0	12362	0	0	274632	744	1151794	1512215			0	2156614	2127137	1382	0	0	0	0	290736	0	993	
27070																																							46161	14565	220070	0	30066	11082	0	29677	912167	745649	5684	764333	0	5011	13000	0	147834	0	912167	0	0	145345	0	0	0	0	80571	665078			0	565540	560529	2489	17	0	0	0	147834	0	0	
27548																																							95833	16075	469917	0	15479	20907	0	26689	1305778	1170044	10061	1185105	0	11224	5000	0	120673	250	1305778	0	0	60225	0	0	55854	6029	350536	819508			0	663518	652294	4344	0	0	0	0	120673	2555	0	
27614																																							1754	9194	279162	0	2814	7629	0	13433	578874	517770	2786	533056	0	1437	12500	0	45818	1515	578874	0	0	36301	0	0	6139	0	135401	382369			0	266325	264888	1863	0	0	0	0	45818	0	0	
27847																																							15541	9752	153896	0	0	9785	403	26391	748539	656628	4394	671022	0	6857	10000	0	77517	430	748539	0	0	65059	0	0	7982	0	154753	501875			0	539543	532686	4046	0	0	0	0	77517	0	85	
28013																																							157515	15899	1084811	0	41586	61625	100	239631	5398860	4192244	32065	4708907	108	38862	433731	0	689845	0	5398860	13570	867	257761	0	0	442243	0	886213	3306031			-17792	3816959	3778097	7633	0	0	0	50000	689953	215	5811	
28152																																							12790	3449	50089	0	0	1367	0	5383	194006	174165	2035	178200	0	1448	0	0	15806	105	194006	0	0	2991	0	0	12000	384	47510	126655			0	121992	120544	710	0	0	0	2000	15806	0	0	
28675																																							6388	747	106376	0	629	1848	0	2167	205552	155407	1380	182287	0	803	25500	0	23265	0	205552	0	0	22000	0	0	0	0	12690	142717			0	88191	87388	1265	0	0	0	0	23265	9	0	
28732																																							35297	9804	12384	0	0	3094	0	2157	140630	123869	1288	125157	0	1200	0	0	15473	250	140630	0	0	14786	0	0	307	0	48874	74995			0	77464	76264	130	1260	0	0	0	15473	0	370	
29476																																							583	1396	2684	0	199	2345	39	4515	91404	76325	437	78004	0	1501	1242	0	13400	0	91404	0	0	7341	0	0	6068	0	9321	67004			-42	72439	70938	33	5950	0	0	0	13400	0	2755	
29636																																							76132	17795	573690	17	13577	26566	3022	38796	1355802	1114737	13520	1231318	0	5318	0	0	124484	1	1355802	0	0	9484	0	0	124806	0	295096	819641			0	611027	605709	-9807	0	0	0	103061	124484	498	0	
29878																																							267820	12549	42920	0	0	21580	2988	27235	2167530	1450723	27221	1489944	0	17588	12000	0	677586	0	2167530	0	0	679253	0	0	0	0	51212	1399511			0	1810026	1792438	-1667	0	0	0	0	677586	0	0	
30052																																							8098	554	0	0	0	2407	0	274	45750	40157	278	40534	0	393	99	0	5216	1000	45750	0	0	3685	0	0	531	829	17005	23152			0	24726	24333	0	6243	0	0	0	5216	0	3012	
