"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RIADG377	
1669																																																																0	1572		5712			17829	0		889	208940	0	0	0	97397	2948		26959	145	4955	1277	1406	27383	62231	7461	14575	12249	18878	21585	36728				0	0					8485	703	48717	4257							0														0				0		0	29								9655													10747			CONF	CONF		
1856																																																															333	2905	67		3378			6525	0		66	31487	0	0	0	6144	0		9382	0	887	1115	87	2409	1646	4270	8123	4274	4074	4155	447				0	0					949	5614	803	801							0														8011				0		0	4								414													3484			CONF	CONF		
2161																																																															0	6312	2498		2129			36177	0		1004	185106	0	0	0	71671	159	67568	17393	725	11592	14086	41649	3619	0	3396	24547	19807	49552	14353	859				291	85					2547	18279	22338	19345						630	0														73315				1307		0	68							0	1037	0	0	0	582	0			3	0	0	0	0	1166	92	0	CONF	CONF		
2732																																																																0	202598		0			36791	3777		0	467541	551	0	7876	25876	99		51067	362	1760	7334	15226	1194	0	54671	40605	118055	206025	20900	1				0	0					0	31089	36042	131615							0													0	0				0		0	58								8													139			CONF	CONF	0	
2750																																																																5960	0		18643			2881	0		280	41894	0	0	0	1070	11		19186	125	0	300	645	0	0	15401	4272	9480	8104	2684	883				0	39					0	1987	907	7655							0													0	20117				0		0	1803								292													366			CONF	CONF	0	
3252																																																															0	31355	398		45930			17221	0		4576	111732	0	887	0	104	0		0	59	45	0	0	0	0	32084	50879	11424	5049	9664	0				0	0					0	238	0	5028							0														47681				0		0	659								1802													3534			CONF	CONF		
3458																																																																8096	69		9253			10370	0		0	45695	0	150	0	9697	26		8089	44	1311	2221	5830	290	0	2280	4521	10282	14105	4507	0				0	0					548	359	2477	1445							0													0	0				268		0	5								1732													1468			CONF	CONF	0	
3720																																																																10608	7573		4625			23714	1530		1678	164435	0	0	13	35418	388		32171	1249	3702	7503	11357	8355	3207	12459	16291	28953	54641	16601	0				0	191					4495	8643	26017	31100							0														78955				537		0	394								3483													4578			CONF	CONF		
3971																																																																13933	45485		6081			162788	40344		0	709799	0	30036	3984	81546	2010		179574	2809	6239	9213	16007	17839	28158	123814	55886	154570	192051	84276	17123				0	317					15418	47147	55128	178946							1209														259932				2352		877	122								346													29275			CONF	CONF		
4156																																																																16146	6226		4778			12247	7287		0	163043	0	180	0	53085	355		25185	1570	1920	2782	6002	22298	18506	9569	13123	9505	31227	37556	9029				0	0					4605	1718	5419	49191							0														21170				0		0	0								812													994			CONF	CONF		
4231																																																															0	3240	929		813			3257	0		1054	43060	0	0	0	10843	26		10961	294	1222	3579	4165	1434	0	6131	3633	13665	8047	405	0				0	0					1037	250	8999	10112							0														0				698		0	42								764													1694			CONF	CONF		
5069																																																																4450	11118		0			7964	1897		0	307515	3235	0	0	24055	4788		206394	9415	8228	3197	0	0	0	117532	97011	63611	848	0	0				0	0					54989	29138	49853	122498							0														42659				3096		0	0								0													0			CONF	CONF		
5135																																																															0	78536	3893		104158			47576	0		3406	379247	0	0	0	59200	964		205443	6270	14306	24982	11738	1579	235	57483	127384	103822	16447	7185	3030				683	0					3071	9815	41327	16148							0														45144				707		0	43								4137													6290			CONF	CONF		
5210																																																															0	84513	50362		5772			136381	94608		52290	1490821	0	0	0	332785	23768		116075	12862	19696	33044	53598	110200	103385	126657	96058	189799	372501	311915	55489				0	4718					19070	29001	304945	345388							403														796110				3600		0	401								497													6322			CONF	CONF		
5461																																																																31641	71415		18116			44703	3104		0	431318	666	0	5327	29544	529		36915	879	3008	1449	7958	7365	8755	16905	40682	80776	101017	160726	25				0	103					4013	3541	46373	168742							0													0	264504				0		0	3181								57													6922			CONF	CONF	0	
5751																																																																25493	4432		18861			34785	1899		372	145957	0	585	0	27925	167		26642	1459	575	1846	3065	9885	11032	14756	16885	15619	19586	31623	18174				0	22					892	1230	6241	17689							0													0	23947				0		0	56								3912													1396			CONF	CONF	0	
6039																																																															0	34391	1445		3536			26718	621		996	267436	0	0	0	43249	412	7897	37943	1587	2997	8356	12163	8722	9226	72351	28225	40001	48018	23138	9945				522	203					6683	18684	76940	43834						121	0														19677				121		0	3340							0	815	0	0	0	0	0			0	0	0	0	0	5047	0	0	CONF	CONF		
6329																																																																3980	16691	0	688	76469	0	76469	6473		726	978747	0	0	0	170327	4067	2231	183905	11626	20563	36581	98484	1084	188	46349	111410	171422	344527	129260	2905	0	0	0	0	1226	0				66712	104450	119244	53154	0	0				0	145													789	43768				38	615	0	615							0	282407	0	0	0	0	0	0	0	38	0	0	0	38	71518	0	188	CONF	CONF	0	
7009																																																															0	0	0		0			96116	0		0	430862	0	0	0	0	0		426805	0	0	0	0	0	0	426905	0	0	3957	0	0				0	0					0	0	0	0							0														0				0		0	15551								0													319195			CONF	CONF		
7045																																																															0	5758	0		5551			5093	531		840	92378	0	0	0	50386	195	34113	5067	296	523	3071	1007	6745	38602	2224	3967	12546	9488	5637	7687				457	10					1760	97	4321	6537						0	0														44677				0		0	0							0	6089	0	0	0	0	0			0	0	0	0	0	4753	0	0	CONF	CONF		
7072																																																																1398	17681		140			16571	5369		0	265880	0	0	3	160593	2919		11970	4626	8743	5763	4219	50580	86211	8544	6566	11536	12286	30545	35811				0	2250					2851	6437	26637	21696							329														117195				4867		0	0								0													1338			CONF	CONF		
7456																																																															0	12596	0		35361			10375	0		119	71235	0	0	0	3752	106		36022	53	594	1204	1901	0	0	35378	2307	9553	18061	389	1795				0	5					579	160	2345	3840							0														50766				0		0	26								1213													758			CONF	CONF		
7634																																																																1003	578		6358			8480	0		0	56725	0	0	0	15265	146		13074	126	1459	3505	5689	4446	0	2875	9027	12969	11049	4033	1381				0	0					1283	485	2287	12419							0														1449				0		0	413								317													7691			CONF	CONF		
8033																																																																10527	5091		10097			20871	0		0	287113	0	0	0	128445	3204		106926	10340	26030	32928	57745	1020	75	22481	48075	30459	50262	3776	1883				0	0					27486	33182	34709	8032							307													0	130052				0		0	142								1205													4122			CONF	CONF	0	
8462																																																															0	11509	0		9202			14176	0		0	57463	0	0	0	9705	0		8293	1348	377	75	12	2092	5801	8494	9258	8201	9396	6357	5288				0	0					0	0	3212	1177							0														0				48		0	0								6000													2482			CONF	CONF		
8631																																																																173	0		742			4005	0		892	40184	0	0	0	18163	226		1810	26	282	585	1150	4285	11836	146	1357	1258	5518	9373	2830				0	0					0	1741	1211	7331							0													0	0				71		0	103								2306													3291			CONF	CONF	0	
9357																																																																563	22459		0			133785	1107		0	487716	0	19583	0	60	89		265667	0	0	0	0	60	0	98106	211356	54618	79932	43645	0				0	1679					0	21	34558	36915							0													0	222376				0		235053	1018								66													760			CONF	CONF	0	
9553																																																															0	38279	2799		50480			11451	0		0	119124	0	0	0	7288	202		50382	451	885	1457	1860	2260	375	52015	1864	8154	23180	18867	7693				0	0					934	1608	2578	488							0														57971				0		0	1610								827													580			CONF	CONF		
9807																																																																0	430808	0	0	67455	0	67455	36029		0	1588085	3445	0	0	245548	16382	62207	382745	2959	6567	20366	46845	78169	83755	132105	241114	302897	305338	362060	441	0	0	0	0	15	0				42545	275290	83568	393428	0	0				3136	3299													0	429050				64269	211	0	211							0	0	5750	14641	5142	11208	24392	0	0	0	0	0	0	0	251	0	1870	CONF	CONF	0	
9955																																																																19074	1146		2382			13847	387		0	102998	0	10244	0	2439	0		29277	24	7	862	1321	87	140	9901	19378	35343	31551	3978	0				0	0					271	0	1291	51487							0														30517				0		0	3								299													128			CONF	CONF		
10250																																																																1279	19413		0			94830	12715		0	314246	360	0	0	39280	2431		42734	2732	2618	5307	6501	16519	5502	25032	22987	48824	93773	82362	1183				112	328					10793	12760	60397	50172							0														115685				0		0	28								6356													3712			CONF	CONF		
10849																																																															0	17434	7980		11035			8970	380		2602	183410	98	0	0	42736	60		27421	2363	13259	7288	19735	91	0	6566	41929	35707	44817	9594	2159				0	0					6200	10806	42150	31913							0														0				0		0	32								493													717			CONF	CONF		
11145																																																																1000	554		17			17383	6351		2618	204598	0	0	0	50347	120	7401	26152	1918	4522	7304	12026	20876	3575	21451	12499	26324	51143	41031	1412				0	19					2263	5850	49788	16533						607	24													0	22701				1384		0	0							0	3171	0	0	0	523	29			225	225		0	0	48584	0	0	CONF	CONF	0	
11640																																																															0	20255	4573		66737			22613	2200		0	224196	0	0	0	28213	864		99544	558	3494	2394	3868	8492	9408	20917	78399	25569	27127	26168	17670				0	0					2875	31200	18371	16428							0														74301				20		0	116								4730													5021			CONF	CONF		
11837																																																																1796	5628		33			9122	627		3177	55752	84	0	0	19837	211		11082	486	4558	5617	7227	1123	826	9983	4538	6680	9848	4950	0				79	156					1617	2671	4027	6045							0														558				0		55	23								265													467			CONF	CONF		
12030																																																															0	49995	1202		2846			33348	0		0	321912	0	0	0	70038	251		50290	2108	6733	26480	9095	23101	2514	28500	46400	102134	46853	19759	4789				560	182					3781	15016	95399	24896							0														0				0		0	648								13210													10540			CONF	CONF		
12142																																																																5913	8113		4557			19555	1419		0	128229	0	337	0	39518	1526		31015	2709	5245	11184	19068	1180	132	8343	14763	14720	38420	10731	1124				0	0					2907	2289	3765	25564							0													0	0				707		0	0								5200													7566			CONF	CONF	0	
12311		185338	3038225	2104733	167351	30543795	326772	8562008	0	1329593	111815456	0	608321	22035265	275237	16915778	36941050	4516332	11760522	16498477	14802321	4524987	0	10934	49	0	600219	547969	558193	2595	5745			419332	1841866	5744622	8406506	0	5277838													45864644	534061	0	13353650	65426	0	60208	0	0	0	6485961		185338	3038225	40397	167351	30543795	68580		8562008	0	1329593	111557264	0	5277838		22035265	275237	9330933		142140	414241	491789	1118161	9922289	9821996							10934	49	600219	547969	558193					419332	1841866	5744622	8406506						342958	83542													0						1017408	1046928									13353650	0	968	1609	27076	35816				0				6485961		25888	CONF	CONF	0	
12647																																																															0	13547	13272		5586			13358	1086		2780	110247	0	0	0	26032	77		17281	4230	3534	8590	2490	7019	70	14795	16746	26817	11205	14613	0				308	28					2002	2512	6002	23280							0														83226				0		0	6								118													253			CONF	CONF		
12656																																																															0	1099	0		881			836	0		0	10393	0	0	0	5633	0		967	12	43	136	820	2901	1717	500	415	1008	1352	1284	189				0	0					0	0	89	413							0														0				90		0	3								1049													390			CONF	CONF		
12946																																																																78817	43355		17850			239400	0		4721	1388826	0	0	0	262407	9506		406203	10522	25947	78689	120439	15530	8690	150508	233850	320747	320415	85307	3003				1747	0					17911	138642	192630	359966							84													0	843537				41		0	499								6876													14499			CONF	CONF	0	
13103																																																																0	98044	0	0	194400	0	194400	34461		0	2099684	0	0	0	731655	6065	75403	24899	9503	6563	15187	16280	151027	531348	212834	58441	168765	398614	262949	265374	0	0	0	0	60	0				35833	73251	301982	318462	0	0				2765	276														926509				7267	1380	0	1380							0	298020	0	0	0	383	1743	2367	0	9	0	0	0	0	6071	2367	588	CONF	CONF		
13251																																																																3766	0		1941			3426	0		0	34954	0	0	0	12064	509		9	393	901	2536	7434	0	352	3768	3822	5262	9009	588	140				0	0					428	1556	681	6365							0														0				342		0	0								1997													2221			CONF	CONF		
13457																																																																5006	0		5427			1099	0		0	12056	0	0	0	2	0		3309	0	0	2	0	0	0	3862	4607	835	886	605	1261				0	0					0	0	304	0							0													0	0				0		0	0								105													113			CONF	CONF	0	
14155																																																															0	53450	1515		30983			18095	3870		41	231769	0	0	11524	61241	525		97590	5371	14625	11499	17380	6780	5414	27256	51491	35693	44121	10160	668				0	1					18982	10013	14173	12061							0														149480				1316		0	1152								1942													3725			CONF	CONF		
14650																																																																83	0		689			12379	0		0	36008	0	0	0	2585	0		2555	134	195	182	212	400	1462	1067	1684	2696	4763	21934	1181				0	0					0	0	1416	507							0														0				417		0	107								3289													14953			CONF	CONF		
14753																																																																4389	0		11092			3044	0		56	20606	0	125	0	787	0		7154	23	208	116	108	332	0	2446	5537	2388	4536	4912	0				0	0					0	0	708	83							0														0				0		0	1								163													158			CONF	CONF		
14865																																																																137432	11349		115503			65108	811		9486	475050	1371	0	0	20184	893		126366	1262	2252	2888	4642	5067	4073	55490	78477	53340	61276	79981	120789				1043	1087					14072	15047	44070	38967							0														150581				177		0	65								346													958			CONF	CONF		
14977																																																															0	8060	0		15894			5295	0		0	44001	2	0	0	7253	177	1440	11380	302	132	478	546	5425	371	5464	9265	3012	7810	9811	1388				0	0					214	0	167	1689						0	0														0				0		0	1							0	3385	0	0	0	0	0			0	0	0	0	0	1868	0	0	CONF	CONF		
16551																																																																5821	4429		2875			14515	9265		1635	241383	0	693	0	70376	813		18876	2652	5702	14696	20812	23771	2135	10686	11306	44961	47463	50995	4841				704	73					6672	72540	10941	27919							0													0	61817				314		0	422								3306													8384			CONF	CONF	0	
17110																																																															0	0	0		0			3545	0		0	72275	0	0	0	51	0	51	29331	51	0	0	0	0	0	72214	0	0	0	0	0				0	0					0	0	0	0						0	0														4859				0		0	97							0	0	0	0	0	0	0			0	0		0	0	68582	0	0	CONF	CONF		
17147																																																															0	174110	754299	0	66576	2573615	0	2573615	514108		743051	9047566	0	0	0	1158403	17199	67684	1396089	97083	91559	71350	108453	564004	220397	4441590	322584	512765	1034408	715952	815917	0	0	0	0	21564	799				55679	466210	952441	1396088	0	0				195	3934														1595087				216	37184	1550	37184							0	71230	0	0	0	21	0	0	0	0	0	0	0	0	44259	0	239	CONF	CONF		
17259																																																																4174	0		1334			3575	0		1695	33554	29	14	0	9196	4		13017	702	1909	2086	3441	908	150	6930	3476	2594	5618	4919	850				0	0					691	850	0	7226							0														7905				0		0	21								1097													3706			CONF	CONF		
17950																																																																81218	0		40779			36412	2913		947	310860	0	164	84	49489	1834		49080	807	4085	8776	17876	11049	6672	10556	33632	28912	68284	57439	60837				0	161					5000	8598	41105	28597							0													0	118926				468		0	72								6753													6818			CONF	CONF	0	
17978																																																																812	5198		6			0	819		0	133775	0	0	0	101629	1817		2024	0	295	311	558	15252	85213	382	1365	1196	2050	8438	18715				0	3					7736	4693	3191	5884							0														101629				0		0	127								1234													626			CONF	CONF		
