"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RIADG377	
173306																																																																1994	7478	0	1222	28535	0	28535	9391		8567	290165	0	0	0	139377	6134	47706	1840	171	43692	562	5437	43505	45703	16618	6615	7502	47359	41663	30773	0	0	0	0	26	0				6255	3343	30713	32109	0	0				0	0													0	98408				0	83	2740	83							0	11263	0	0	0	0	0	0	0	0	0	0	0	0	935	0	0	CONF	CONF	0	
173342																																																																5373	0		6074			8795	32		168	52315	0	0	0	17010	332		16955	1709	3015	4016	6794	1476	0	3417	8814	8856	7890	4683	1640				0	0					773	2230	2292	4714							0														45154				0		0	0								2475													2047			CONF	CONF		
173557																																																															0	490	25112		0			12799	3288		570	208930	0	0	0	28630	1001		48734	664	3728	7520	9592	2126	5000	24411	24876	55232	66362	9368	52				0	229					207	14710	65579	54544							0														45955				13		0	19								725													1027			CONF	CONF		
173575																																																															0	0	26218	0	0	36383	0	36383	87718		0	1175271	0	0	0	624586	564	243409	156082	13896	30350	21659	64814	101879	391415	99869	107497	71520	40389	64253	165137	0	0	0	0	237	0				202607	28902	83582	80833	0	0				1210	0													0	765271				1754	0	0	0							0	1282	0	0	0	523	0	21	0	0	0	0	0	0	2359	21	0	CONF	CONF	0	
173641																																																																16061	12731		4295			10957	380		1622	180243	66	0	141	27600	597		13185	0	150	153	290	3735	23238	3461	9808	11804	25050	36840	65746				0	157					2879	17664	41525	39666							0													0	0				1378		0	85								1349													2741			CONF	CONF	0	
173959																																																																2589	1953		799			1345	0		725	28260	0	0	27	8412	0		5808	48	52	1232	1226	4202	1652	1534	4207	3535	2956	3968	3465				0	0					704	894	1462	883							0														0				23		0	34								2291													6169			CONF	CONF		
174321																																																																1891	2507		211			3350	2900		0	87559	0	0	0	46526	6		15266	416	1383	1192	2808	15239	25212	5977	7490	6303	9841	9655	812				0	0					7685	3267	5784	10356							64														0				442		0	30								1437													1609			CONF	CONF		
174367																																																															0	1890	315		25			4955	64		0	26790	0	0	0	5819	72	423	11115	414	905	1029	3119	352	0	3239	6557	4192	5437	863	681				0	0					4495	1899	2873	4221						0	0														13510				0		0	1							0	54	0	0	0	0	0			0	0		0	0	107	0	0	CONF	CONF		
174572																																																																0	1012871	0	0	451589	0	451589	99896		0	6085280	0	0	32337	2136965	64365	141039	197418	40825	54273	85736	87281	608113	1258617	431993	416822	921361	972337	1019035	183620	0	0	0	1376	345	0				31971	239973	452411	1592199	0	0				5888	86														1593762				24368	0	0	0							0	530	0	0	0	1542	14778	2160	0	0	0	0	0	0	789	2160	0	CONF	CONF		
175056																																																															0	91760	4350	0	24571	33008	0	33008	0		0	235930	0	0	0	43301	6445	36011	113307	23268	15077	2664	2246	46	0	31561	43401	14297	19461	37294	46615	0	0	0	0	0	0				1506	1035	17897	9681	0	0				0	40														0				0	31	0	31							0	800	0	0	0	0	0	0	0	0	0	0	0	0	1545	0	0	CONF	CONF		
175140																																																															0	80970	11969	0	28741	43346	0	43346	4926		15199	337867	0	0	0	61109	2648	26255	28716	2095	6051	9242	18047	17620	6861	8890	23024	57886	105183	69573	11653	0	0	0	108	83	0				1896	8273	39842	32085	0	0				0	0														217444				72	132	0	132							0	3675	0	0	0	0	0	72	0	0	0	0	0	0	2865	72	113	CONF	CONF		
175458																																																																2185	0		3744			2388	0		232	15943	0	0	0	4302	404		5707	33	723	1254	2146	146	0	3950	1102	1845	2973	1771	0				0	7					411	0	925	74							0														4259				0		0	13								755													503			CONF	CONF		
175609																																																															0	5728	0		0			6364	2375		0	98556	163	0	0	52775	367		6974	2228	6822	7312	5531	23883	6796	10973	4675	5701	6403	11227	6781				353	204					3519	690	14258	8867							203														0				0		0	564								299													2356			CONF	CONF		
176101																																																															0	2965	185903	0	0	290748	0	290748	12772		0	1287579	0	0	400	115656	403	9111	157423	1312	2893	18984	4963	62868	24274	134051	78919	156257	210193	569669	20758	0	0	0	0	3828	0				5530	51418	200272	392771	0	0				0	0														647546				15079	8286	0	8286							0	0	0	0	0	14962	0	0	0	117	0	0	0	0	17027	0	1626	CONF	CONF		
176325																																																															0	7735	3864		3160			22503	9336		116	164003	0	81	0	24215	554	15644	9681	224	483	2808	1594	5272	13834	18633	4087	13715	22958	27927	50806				0	37					478	3354	47112	38800						413	0														20200				950		1083	0							0	1142	0	0	0	0	537			0	0		0	0	433	0	0	CONF	CONF		
176437																																																																4393	0		1116			6082	0		0	37395	0	0	0	5556	0		11490	295	894	1366	2972	0	0	3533	7471	10793	6353	3666	0				0	0					321	6466	9742	2183							0														0				0		0	3								1011													522			CONF	CONF		
176464																																																																23439	3894		9842			73560	0		55481	621864	0	0	0	138185	718		102702	2804	2548	7043	5460	25908	94422	40971	77996	22193	48293	132085	160416				0	182					40979	43988	72559	123399							0													0	501375				1959		25204	172								3507													6755			CONF	CONF	0	
176642																																																																2398	1579		831			5315	457		0	81445	0	0	0	50599	915		5961	8629	13150	14180	9005	5021	261	8105	7201	8309	6700	485	0				0	18					2749	2715	5654	3574							372													0	21359				0		0	41								3624													976			CONF	CONF	0	
177135																																																															0	48	0		144			2562	0		132	8762	0	0	0	3845	0		4084	59	861	24	34	1528	1339	11	3153	127	605	1021	0				0	0					1135	88	0	243							0														0				192		0	0								259													306			CONF	CONF		
177443																																																																13767	2272		6826			16217	772		66	75643	0	0	0	15151	583		13042	101	230	698	1809	5546	6741	2348	10587	6963	12980	17948	9623				0	36					278	18	12037	2051							0														14399				0		0	8								1032													4529			CONF	CONF		
177500																																																															0	216	0		2513			2683	0		1345	61636	0	0	0	40558	105		16748	2178	3206	10539	21474	1982	280	4046	7319	6011	2561	634	0				0	0					7961	1252	431	2864							0														18302				110		0	0								540													1168			CONF	CONF		
177555																																																															0	5027	0		4211			1454	0		0	15277	0	35	0	1883	0		3914	209	0	683	733	258	0	3000	705	1150	2550	1945	4020				0	0					0	0	0	0							0														1883				0		0	0								923													1744			CONF	CONF		
177751																																																																0	0		0			302839	0		0	814805	0	11837	0	299	0		233072	41	0	0	259	0	0	161307	71725	94426	314352	172695	0				0	0					0	37977	422469	39320							0														379273				0		0	64								0													0			CONF	CONF		
177920																																																															653	2596	30763	0	0	159522	0	159522	105450		2877	1010958	0	0	0	228616	4080	163029	41539	6594	36878	70789	41438	20725	49840	222305	43009	119507	220105	168945	4014	5	648	0	0	112	0				14666	32115	110883	310054	0	0				1048	922														639278				2425	56	0	56							0	630	0	0	0	1112	139	126	0	0	0	0	0	0	7885	126	0	CONF	CONF		
178150																																																																6498	599		4048			14577	2864		3094	125240	0	0	0	62944	721		14900	2233	5406	17645	8892	7737	19988	7678	6756	14534	18499	9393	1778				40	203					4806	0	5881	10968							339														0				423		0	15								3938													4044			CONF	CONF		
178244																																																																17653	1352		17346			11842	1587		2409	93491	0	0	0	24090	0		34892	631	1988	6361	12723	1299	987	24412	7861	5082	20128	8591	3327				0	9					1289	0	0	8751							0														102				895		0	124								5637													1402			CONF	CONF		
178356																																																																3486	0		0			4065	1052		109	63527	0	0	0	25222	325		23289	2309	5519	7520	7021	1738	1116	6920	11459	6787	6577	6540	0				0	0					6144	2652	10328	7059							61													0	22178				0		0	0								1044													2041			CONF	CONF	0	
178851																																																																52512	4835		22939			7159	12763		0	220928	826	0	0	34894	528		43382	3188	4428	6162	2121	5110	13885	58740	39203	29419	19634	15234	24556				0	71					14514	14681	40078	15533							0													0	0				87		0	30								501													716			CONF	CONF	0	
179148																																																																76752	0		26440			15689	486		0	182484	3	0	0	37377	0		24217	551	709	3757	4381	26783	822	19302	17995	15887	44597	34771	12031				455	0					3388	0	18817	0							0														122783				0		0	50								2578													455			CONF	CONF		
179335																																																																3700	804		1562			14655	732		845	86774	0	0	0	27254	454		11020	116	1008	1152	1727	20575	2668	3471	6865	13695	11345	23982	151				0	0					743	11511	14848	1839							0													0	0				422		0	0								2513													5314			CONF	CONF	0	
179700																																																																1878	22783	0	0	21492	0	21492	16264		0	407388	0	0	0	180157	2504	17064	16575	3776	6230	11947	10034	21340	125135	48119	24327	43666	81784	28243	509	0	0	0	0	116	0				11696	17047	57628	68056	0	0				2105	380														140885				2192	16	0	16							0	0	0	0	0	0	0	0	0	87	0	0	0	87	7751	0	21	CONF	CONF		
180144																																																																15534	58		3767			5372	0		0	70679	0	0	5372	21707	106		12253	536	1088	613	635	3620	15119	4191	8178	5277	12610	11760	6910				0	44					1641	0	2179	14064							0														251				0		0	0								4878													1329			CONF	CONF		
180443																																																															0	7001	0		3698			5413	0		308	21726	0	0	0	303	0		4189	104	91	0	76	32	0	3035	4570	3460	7625	1991	586				0	0					0	0	3669	0							0														0				0		0	10								1045													279			CONF	CONF		
180537																																																																5	0		1617			16095	0		0	66567	0	0	0	16711	189		15354	3220	8959	189	470	1173	2700	9942	22767	8441	6939	590	1018				0	0					598	773	14157	1258							0														0				0		0	133								8016													7015			CONF	CONF		
180845																																																															0	11186	967		10769			6119	314		677	83778	0	0	0	18549	101		12849	234	1241	3150	13924	0	0	6204	9922	14502	33650	951	0				0	0					631	1646	0	31719							0														33674				316		0	0								891													209			CONF	CONF		
181963																																																																11593	481		995			5625	2853		0	116676	0	0	98	66091	1666		18411	1623	5964	4216	14982	35113	3199	8044	8619	5778	11603	11513	4525				613	58					9765	1739	8144	6453							370													0	66496				0		0	30								399													171			CONF	CONF	0	
182353																																																															0	7782	0		8366			721	0		0	22651	0	0	0	3887	0		5818	73	433	1076	154	1279	872	2604	4737	2733	2325	2859	3506				0	0					0	0	140	0							0														0				0		0	2								1163													590			CONF	CONF		
182951																																																																78603	3792		32840			22422	0		26401	429754	0	0	0	110570	1736		75260	385	1957	10251	21798	40875	35133	52524	35608	50085	98753	39129	42874				0	29					16835	56820	23447	48572							0													0	159691				0		0	171								3571													3945			CONF	CONF	0	
183668																																																															0	0	9771		5			9210	488		0	621392	669	0	0	1202	0		22186	0	3	105	0	1094	0	4590	17593	49238	82892	439862	26684				0	71					0	522	29233	569068							0														496160				0		0	2056								0													435			CONF	CONF		
183770																																																																98	43965		0			50914	18828		0	527656	0	0	0	184755	2027		45277	1621	4676	16283	7276	53922	100940	69718	14802	45299	25674	84390	102920				0	13					34744	29452	53704	101187							0													0	179204				524		0	24								5515													2430			CONF	CONF	0	
183958																																																																30428	1255		48449			25207	415		0	151411	0	4007	0	22375	33		37272	1676	4891	8640	419	2815	3897	9754	33611	32170	21546	18350	12326				498	136					320	133	4098	3928							0														31626				170		0	90								5675													4364			CONF	CONF		
184656																																																															0	1891	0		3190			9204	0		0	49598	0	0	0	13585	0	0	6416	219	459	2075	7743	3089	0	1989	3749	11447	15715	3102	0				0	0					1023	257	9182	5966						0	0														0				38		0	11							0	3624	0	0	0	0	0			0	0	0	0	0	1665	38	0	CONF	CONF		
184759																																																															0	5890	0		10364			2809	0		0	25555	0	0	0	164	126		11653	17	0	0	64	83	0	13094	1323	1985	1513	4233	3179				0	0					96	0	2267	0							0														0				0		0	473								2667													699			CONF	CONF		
185251																																																															0	539	0		512			1895	0		0	4968	0	0	0	690	0		1755	98	217	225	150	0	0	395	1045	1484	989	365	0				0	0					0	0	150	0							0														0				15		0	157								875													150			CONF	CONF		
185448																																																															0	2960	103		3003			18607	849		0	60915	0	0	0	9099	755	74	30102	804	1169	5045	1879	0	72	15517	12612	15011	6653	1930	0				0	0					1515	4470	7772	8580						0	191														14450				0		0	1610							0	865	0	0	0	0	0			0	0	0	0	0	727	0	0	CONF	CONF		
185859																																																															0	116	23540		0			59715	16660		1480	448866	1578	0	0	122599	3242		152636	15890	30911	42250	30977	2159	343	42986	64861	136317	67511	14840	149				428	0					40387	8648	91543	78259							0														287797				308		0	300								742													2785			CONF	CONF		
186221																																																															0	1731	20563	1136	0	91424	0	91424	49894		4908	845891	0	0	0	122206	8710	35274	107948	8416	3263	20069	21740	44406	24075	124069	63495	129093	199727	183373	23742	0	0	0	0	1861	0				30009	32730	183735	178372	0	0				263	0														114949				769	0	1090	1136							0	84597	0	81	0	425	0	0	0	0	0	0	0	0	32925	0	0	CONF	CONF		
186548																																																															0	18417	0		3729			16100	4349		3053	112313	0	0	0	21086	357		21834	1282	1688	3944	6202	5655	2316	5728	13151	18735	35797	17448	305				0	0					455	1798	28632	13194							0														54474				0		0	16								739													388			CONF	CONF		
186717																																																															0	635	23497		0			52262	12834		6407	557676	0	0	0	192345	4363		31103	162	1074	2683	6257	60124	120254	44507	20235	34978	46220	140500	76989				0	15					8158	31799	73984	148170							0														369411				0		0	84								775													2348			CONF	CONF		
186744																																																																143419	34685		113477			194825	6929		20525	952824	0	0	27383	105731	5101		185361	6037	11361	13817	22918	45222	6283	252009	72575	101268	231185	173636	3381				0	200					28033	49756	103896	128544							0														90042				1		0	138								11547													6018			CONF	CONF		
187648																																																																2565	0		935			1139	0		68	20186	0	0	0	9483	54		5056	525	1847	1897	4572	485	0	783	1901	3563	3113	171	0				0	0					375	0	1636	0							0														0				774		0	0								1381													2550			CONF	CONF		
187947																																																																294224	63010	0	152689	122388	0	122388	22497		23655	1156061	0	955	46	118829	625	42378	200491	5016	8614	16844	34515	26615	26584	237753	89996	164747	267810	184421	84069	0	0	0	865	153	0				11839	68163	111837	152016	0	955				128	153													0	298426				128	193	0	193							0	5884	0	0	0	0	0	0	0	0	0	0	0	0	6239	0	0	CONF	CONF	0	
188056																																																																31770	0		20381			16613	707		0	151249	0	0	0	35843	859		30636	1448	2212	9284	18969	3433	444	5490	22110	29248	44934	13276	167				0	174					0	0	0	27849							0														0				0		0	177								7842													9034			CONF	CONF		
188177																																																																0	0		0			0	0		0	75912	0	0	0	75355	486	0	65	2	60	531	3058	44312	26647	3	0	21	107	426	0				0	0					0	0	68	0						0	155														0				0		0	3							0	0	0	0	0	0	0			0	0		0	0	0	0	0	CONF	CONF		
188430																																																																1224	376		0			39702	5018		0	310360	0	0	0	107647	268		5707	16	372	5288	10275	12036	79661	102848	1857	9897	24598	52957	5111				0	0					388	4423	36443	43810							0														67801				0		71034	27								0													0			CONF	CONF		
188449																																																																53049	0		32082			19225	1632		0	153959	0	0	0	19543	303	16393	52376	697	2387	6108	8985	1366	0	14529	34763	37370	44927	2778	49				0	37					892	0	8826	9916						0	0														11109				880		0	345							0	7336	0	0	0	378	0			502	0	0	0	0	773	0	0	CONF	CONF		
188720																																																																506	4680		1425			10530	13376		2000	179462	310	0	0	64145	139		11779	1854	6299	22521	15395	8359	9470	21356	6070	20836	31658	20597	13949				0	6					4063	7619	24129	5183							160														0				266		0	0								33051													8920			CONF	CONF		
188739																																																																2457	0		4638			2052	0		0	44374	0	0	1291	22637	20		11610	1006	1893	5358	9301	4622	0	6063	2673	2685	6295	2983	918				0	0					1150	1702	3552	464							0														20122				736		0	143								1121													4438			CONF	CONF		
188917																																																															0	486	579		0			13957	3372		0	93874	2	0	0	48530	963		5771	458	431	857	2599	20099	23850	4871	2453	6207	22314	8183	1201				0	18					603	0	16932	8254							0														0				47		0	3								0													179			CONF	CONF		
189044																																																																4504	19657	0	3314	79780	0	79780	53103		15753	731255	0	0	0	118487	7339	54803	71638	3070	6748	7366	13794	21585	65924	90992	48873	129318	160736	152344	27381	0	0	0	2388	6290	0				3908	86888	125573	185335	0	0				0	16													0	538721				0	138	0	138							0	11970	0	0	0	0	0	0	0	0	0	0	0	0	6828	0	0	CONF	CONF	0	
189129																																																																9073	5268		3447			105810	39689		2699	546957	1079	0	0	145046	2842		62932	739	2727	7307	10700	106728	16292	58132	22478	50885	86139	96627	87963				0	61					6714	36890	109888	64284							0													0	144228				2469		0	106								5158													11061			CONF	CONF	0	
189745																																																															0	0	97764	1568	0	107604	0	107604	15380		0	879413	0	0	0	105912	13868	50868	207123	31887	5591	14930	11352	33235	8526	311813	38962	113709	161023	128948	9888	0	0	0	0	40	0				10028	80028	95800	302847	0	0				1620	295														434397				9552	47930	0	49498							0	128	0	0	0	0	491	7441	0	0	0	0	0	0	516	7441	0	CONF	CONF		
189950																																																																35661	439		21445			6259	104		0	70893	0	0	0	72	0		21007	72	0	0	0	0	0	56603	1320	3460	5745	1242	675				0	0					0	590	4349	1485							0														12000				0		0	0								342													147			CONF	CONF		
190563																																																																2070	3588		582			40317	54		488	134790	0	0	0	21575	927		21345	413	1157	2384	1842	7821	7960	16397	27842	35217	23448	9134	630				0	0					3249	8320	17179	23478							0													0	0				223		0	11								8008													4944			CONF	CONF	0	
190648																																																															0	33620	4814		31260			34284	3647		2715	159407	0	1	0	12069	185		38643	375	411	2016	5619	2566	1082	16714	28568	28419	46315	25383	1634				0	100					2048	6128	3438	23509							0														10309				0		0	229								730													630			CONF	CONF		
190947																																																															0	17540	0		8309			4567	0		120	47708	0	0	0	7904	121		4671	370	558	2127	3405	748	697	7339	4631	10503	8131	3526	5673				0	5					1050	0	1217	4671							0														0				0		0	17								1716													471			CONF	CONF		
190956																																																															0	35834	0		36081			4162	0		0	83761	0	0	0	3684	0		36911	95	568	1079	1904	38	0	26988	9260	19771	15572	7953	79				0	0					0	0	2150	0							0														0				0		0	0								435													1415			CONF	CONF		
191355																																																															0	58007	2069	0	23478	5964	0	5964	936		0	167792	0	757	0	29449	989	14041	20105	178	993	866	3829	15878	7705	22589	21858	22718	49544	17465	4169	0	0	0	0	12	0				1415	5331	13263	24275	0	757				43	0														17676				43	53	0	53							0	613	0	0	0	0	0	0	0	0	0	0	0	0	1181	0	13	CONF	CONF		
191935																																																																69050	18120		0			89539	4421		15321	704769	0	1971	0	163449	3256		54979	10545	28463	34967	23104	41274	24053	57285	58975	87562	159965	127327	50196				0	0					2916	20415	104858	203386							0														362156				4227		0	2502								1577													3988			CONF	CONF		
192147																																																															0	970	4411	0	1951	20623	0	20623	654		121	239543	0	0	0	62718	2219	1360	61103	6145	8273	13932	21079	12898	0	49552	17904	51381	45208	11064	0	0	0	0	1956	0	0				2820	14113	0	109837	0	0				94	225														237683				701	70	0	70							0	9625	0	0	0	0	440	167	0	0	0	0	0	0	7455	167	0	CONF	CONF		
192558																																																																33976	2324	0	19627	24221	0	24221	7552		684	255239	342	179	0	73989	2214	58295	34079	1880	3331	1991	5281	29355	32150	16776	30147	20110	50358	44828	19368	0	0	0	0	93	0				2518	1482	7156	62669	0	179				0	42													0	14570				0	110	1068	110							0	12022	0	0	0	0	0	0	0	0	0	0	0	0	3697	0	0	CONF	CONF	0	
192651																																																															0	18874	0		10576			1282	519		0	38475	0	0	0	4603	64		7491	331	402	2350	1095	308	0	6357	1680	6914	9504	7674	1629				0	4					506	0	0	1294							0														0				0		0	10								399													344			CONF	CONF		
192857																																																																8088	1313		16124			27859	0		3102	124282	0	0	0	15063	19		30098	668	3590	2214	1184	5483	1923	8022	21435	20323	12455	33476	11738				277	0					195	687	15335	34398							0														14242				0		0	108								562													1152			CONF	CONF		
193162																																																																10872	0		8267			17295	0		0	86007	0	0	862	28281	106		18757	316	1619	2563	1058	4122	18004	10923	14624	7768	7681	6747	9788				0	0					1902	0	5169	1576							321														620				0		0	729								5826													5984			CONF	CONF		
193247																																																																375	894		579			1848	4541		0	64918	0	0	0	35425	1252		40966	17372	3746	3080	3980	923	6324	2661	17187	2604	6045	905	0				0	0					12803	3070	1663	2131							0													0	19496				0		0	1								0													336			CONF	CONF	0	
193537																																																																20356	0		24585			9699	1425		0	84801	0	0	0	18482	149		34970	1133	3919	3292	5786	3099	951	3539	42027	4759	4949	5691	4791				0	0					544	372	1845	3503							0														0				667		0	0								1578													2263			CONF	CONF		
193649																																																															0	34177	1122		30095			16202	1931		2980	120122	52	290	0	16709	129	0	34939	178	835	1728	2362	10712	819	3841	30214	17254	28705	22969	482				0	0					0	21	6119	262						54	0														16043				794		7000	22							0	1402	0	0	0	0	0			740	740	0	0	0	1713	0	0	CONF	CONF		
193809																																																																0	111565	0	0	54998	0	54998	30412		33682	1359044	0	0	0	650560	5236	281155	126902	4709	23304	29522	53475	235145	304127	50111	113920	70048	80850	324193	68275	0	0	0	0	241	0				175393	41957	73524	179662	0	0				1032	0													0	502169				1270	1483	0	1483							0	23	0	0	0	0	238	0	0	0	0	0	0	0	308	0	380	CONF	CONF	0	
194440																																																																14995	4872		6902			18611	2375		452	152984	0	0	0	66353	4649		36625	2793	6403	15136	36572	4015	1434	11560	16353	14306	36042	8022	237				0	0					2459	2458	23368	0							0														52360				0		0	0								3598													1892			CONF	CONF		
194570																																																																0	3413		0			4291	4119		0	106280	283	0	0	60665	467		1229	312	1130	4307	8095	24883	21394	1781	2414	7931	8154	14315	11274				0	0					2023	5069	11913	14128							0														51003				0		0	0								0													475			CONF	CONF		
194936																																																															0	0	0		0			13491	10185		752	134174	45	0	0	58824	119		18812	4914	12329	23694	15796	2091	0	27717	9601	20331	13553	4193	0				0	71					2696	0	45639	0							0														58824				0		0	0								801													1641			CONF	CONF		
195111																																																															0	1985	47447		5			150054	7374		0	842875	0	0	2223	52209	3563		43471	1803	3683	3209	4291	18931	16507	61274	38150	118304	279636	216669	74217				0	237					9853	5695	104563	101817							1882														159497				0		0	0								357236													837			CONF	CONF		
195157																																																																5116	0		3865			4211	494		0	25912	0	0	0	5299	0		7417	607	279	1577	712	647	1391	3355	3260	2101	3813	3562	4517				0	0					0	669	445	4580							0													0	0				0		0	18								527													688			CONF	CONF	0	
195456																																																																19401	1065		2434			4582	0		1474	63271	0	89	80	18051	455		7490	386	1875	1176	721	5116	8699	2386	4277	4196	6840	8164	19057				0	0					1494	4358	5603	1832							0													0	36449				0		0	0								755													1678			CONF	CONF	0	
196752																																																															0	2718	13899		25			11765	1680		0	105723	248	0	0	33891	0	0	6423	2041	1544	11234	16456	2616	0	5668	8921	11409	34033	11602	447				0	0					2717	0	6630	31761						0	0														59910				0		0	0							0	98	0	0	0	0	0			0	0		0	0	787	0	0	CONF	CONF		
196800																																																															2795	0	26083	0	0	48610	0	48610	28445		0	976718	0	0	0	569588	3786	78916	11256	6045	13580	34455	33722	83785	397478	51091	11749	67052	157016	64416	55806	0	2795	0	0	1882	0				50077	17195	95836	129017	0	0				598	0														379119				598	189	0	189							0	153	0	0	0	0	0	0	0	0	0	0	0	0	3062	0	0	CONF	CONF		
197142																																																																13418	7507		5604			11221	0		2772	187496	0	0	5531	87851	568		12216	599	2536	2167	2302	13888	65360	4681	10663	15946	11947	15096	41054				0	15					7753	2795	22671	17382							0													0	0				0		0	0								4504													3435			CONF	CONF	0	
197254																																																															0	4581	0		9403			3181	0		0	23028	0	0	0	0	0	0	6689	0	0	0	0	0	0	3938	5253	3965	6920	2952	0				0	0					0	0	0	3783						0	0														0				0		0	0							0	1820	0	0	0	0	0			0	0	0	0	0	260	0	0	CONF	CONF		
197302																																																																0	31505		0			58754	5398		0	381343	0	0	0	146156	41		30516	2572	9744	13545	24181	76590	18894	17594	16406	21196	58692	117788	3295				0	23					35428	0	38754	64966							0													0	100404				0		0	10								0													308			CONF	CONF	0	
197478		2882	2974158	4399758	11584	7919440	1895131	2067127	0	0	41742847	0	648005	9431756	10213	7977711	18888319	2630404	3370349	3195890	3003139	1100070	0	0	0	0	133700	2782	5344	55448				14578	361650	2606525	9766927	0	135638													24551177	99216	0	0	58469	0	1271	0	0	0	3654		2882	2974158	174541	11584	7919440	685732		2067127	0	0	40001549	0	135638		9430938	10213	5846232		597777	1330633	2201054	1178623	1829069	2284360							0	0	133700	2782	5344					14578	361650	2580026	9738797						9675	8660																			1362136	2386629									0	0	0	4184	0	25617				0				3654		227917	CONF	CONF		
197759																																																															0	33816	17670		16861			33568	7464		5853	249692	0	0	96	34776	2027		39359	475	1905	5454	19015	2385	5542	17527	24718	43782	78253	42487	8113				0	168					5340	8457	32514	46137							0														91825				433		0	505								2178													2358			CONF	CONF		
198073																																																																0	542		0			155	0		0	82694	0	0	0	75945	396		6697	813	3034	2644	5820	17868	43651	2061	789	1217	313	2135	97				0	0					3309	0	2347	0							314													0	25922				318		0	0								0													0			CONF	CONF	0	
198149																																																																70723	28176		21936			24492	6470		1261	376922	0	0	24	60860	3101		82703	1506	4921	16235	13274	12563	12019	35425	43645	78204	106353	50294	134				0	86					5724	9329	57139	86184							0														81034				406		0	27								822													592			CONF	CONF		
198251																																																																1613	1470		0			23951	4338		25	117058	0	0	0	21293	953		30314	475	5600	3943	7478	1721	2076	9359	14880	21872	45951	3272	424				0	55					1142	5695	41224	12964							0														0				610		0	0								1026													1309			CONF	CONF		
198961																																																																12075	0		3085			21524	0		384	98486	0	0	0	37777	1814		16972	759	2603	7729	13727	12263	696	11064	6224	10953	21237	8690	1531				0	0					1887	1170	7090	3671							0														0				0		0	40								5221													2748			CONF	CONF		
199137																																																																24	121		0			1323	5840		0	23642	31	0	0	780	201		4974	0	241	193	347	0	0	8135	75	7312	6573	797	1				0	38					1935	0	2271	11129							0														0				0		0	0								0													11			CONF	CONF		
199351																																																																50319	4773		46950			15987	530		0	174477	0	0	0	29124	173		70077	1138	4845	6031	16343	759	0	15027	52365	25174	45842	5075	1536				0	0					4127	2856	7117	7662							0														115901				0		0	0								2171													2688			CONF	CONF		
199436																																																															0	20334	2956		2474			33415	1301		339	144435	0	0	1653	27829	1051		35458	1673	4979	9888	8915	2214	0	8244	21960	27107	39358	17790	750				0	0					1561	2087	32637	11172							0														6399				843		0	0								2401													4878			CONF	CONF		
199463																																																															0	20536	9753		24136			46973	0		3422	284663	0	0	144	51246	415		65593	3320	3549	12721	25647	3952	2057	34228	41427	68628	64998	16535	7601				0	20					8446	22630	25081	69860							0														148596				0		0	624								665													856			CONF	CONF		
200042																																																																2944	0		1356			1347	0		1009	13158	0	0	0	4346	0	0	2195	46	460	657	1994	1188	0	1396	318	1669	4082	1347	0				0	0					0	9	0	333						0	0														0				0		0	0							0	1753	0	0	0	0	0			0	0	0	0	0	61	0	0	CONF	CONF		
