"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT89	RCONMT91	RCONMT93	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
515979	10351	0	0	12804	0	12804	0	0	0	0	17510	0	2871		3303	394		12804	14639	0	0	194	0	0	1240	2652	654	0	3892	1955	0	264	0	1243	2219	0	0	1955	0													
516154	14709	0	2407	8933	0	20611	0	0	23232	0	87770	0	2763		37869	14617		18197	79508	7	5499	0	23232	3000	4264	20658	13452	14529	24922	300	3806	1432	0	15036	5538	0	0	4106	4829													
516855	7130	0	738	175633	0	262824	0	0	46325	0	423989	0	60202		44978	186707		262086	358679	0	5108	15085	46325	45337	38266	93807	11897	2610	94628	12518	67187	1655	2212	101602	83572	170177	0	44222	0													
516873	26860	0	71	7704	0	21702	0	0	0	0	60910	0	0		12067	2745		21631	60910	0	0	1136	0	0	6661	13166	5532	237	19827	3862	564	1283	0	13529	5709	0	0	4426	0													
517049	395030	0	34547	18608	0	37826	0	0	51389	0	924476	0	38338		105407	200178		3279	886138	0	0	15120	10	10	52670	140381	27880	1060	193050	10340	35373	10186	51379	116584	107278	69225	0	45713	0													
517357	42035	0	10698	155066	0	188113	0	0	0	0	208905	0	34611		18669	59976		177415	152038	0	22256	2930	0	0	21596	38045	12201	596	59372	2099	24677	7680	0	53769	34456	11278	0	26776	21992													
517441	40221	0	8686	38180	0	53274	0	0	0	0	142201	0	4220		39685	32554		44588	137981	0	0	10501	0	0	14762	31222	12614	3114	45984	2434	4263	1017	0	22027	7714	0	0	6697	0													
517674	230609	2	161064	284436	0	672638	0	0	0	0	423637	0	32102		47200	66192		511144	391535	428	0	2619	0	0	13459	31636	41886	3454	25298	13084	12214	10470	631	43236	36399	0	0	25298	0													
518037	100564	0	46061	236156	0	489309	0	0	0	0	434199	0	17639		96862	125504		443248	416560	0	0	9866	0	0	35930	83443	32148	18191	119325	10392	17461	7521	3045	72849	38420	0	0	27853	0													
518176	10175	0	0	101	0	101	0	0	0	0	43815	0	5871		7728	0		101	37944	0	0	630	0	0	6446	8611	7708	4874	10057	1220	3928	854	0	19910	6002	0	0	5147	0													
518354	13130	0	67	24505	0	24505	0	0	0	0	31088	0	550		2758	13502		24438	30538	0	0	277	0	0	877	1603	1438	286	2480	0	252	0	0	1446	252	0	0	252	0													
518877	7100	0	369	45477	0	49840	0	0	0	0	59512	0	266		11039	16210		49471	59246	0	0	774	0	0	5169	11115	8410	297	16284	1059	7255	2604	293	13952	11210	0	0	8313	0													
519146	29750	0	38761	36136	0	115092	0	0	62883	0	157487	0	8095		74215	16617		76331	72977	0	76415	2630	61883	28863	13278	35194	41372	7532	48472	3376	3339	6012	1017	23161	13744	0	0	6715	0													
519360	9812	0	1510	76752	0	93674	0	0	9009	0	86041	0	28611		4237	18003		92164	49678	0	7752	985	9009	9009	11301	14858	3215	362	26159	26157	1923	410	0	25499	28490	9009	0	28080	3927													
519445	10647	0	7908	30830	0	58285	0	0	0	0	34648	0	1471		6838	2852		50377	33177	0	0	402	0	0	123	5707	2859	5319	5830	0	5619	1000	522	7170	7141	0	0	5619	0													
519874	37260	0	942	22736	0	22736	0	0	0	0	37260	0	1687		0	0		21794	35573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													
520003	243359	0	27079	437126	0	516328	0	0	0	0	627561	0	21094		126030	114053		489249	606219	0	248	16807	0	0	64078	103600	19130	14946	167677	14569	46017	2785	5023	75724	68394	2570	0	60586	0													
520423	25128	0	37185	46818	0	118680	0	0	20356	0	108422	0	9137		11305	22503		81495	80429	0	18856	480	8692	5676	4149	17873	14034	258	22022	0	9522	14954	0	25010	24476	206	5165	9522	7813													
520777	83436	0	0	3408	0	110475	0	0	0	0	266912	0	0		84242	20271		110475	266912	0	0	9935	0	0	14812	34404	55634	39051	49216	2975	3701	8017	4611	59659	19304	0	0	6676	0													
521064	5134	0	842	16220	0	21410	0	0	0	0	29515	0	6253		3653	11467		20568	23262	0	0	473	0	0	2601	5742	404	0	8343	611	3555	0	0	5094	4166	0	0	4166	0													
521158	45846	0	15407	153600	0	278616	0	0	0	0	187905	0	10671		14730	66013		263209	171994	0	5240	4199	0	0	12469	20583	8683	5382	32050	7362	18421	3146	0	32387	28929	0	0	25496	0													
521804	6295	0	21937	83797	0	110076	0	0	1759	0	1355801	0	261369		41827	1252209	12909	87450	1094432	689	0	9167	1759	1759	18351	36957	13191	5377	55308	11122	7138	2090	3072	32048	23421	6703	0	18259	715	0	0	0	0	0	true	10194	5701	193519	849767	5406	889	
521970	88143	0	11709	124528	0	124528	0	0	0	0	175395	0	6962		24555	35304		112819	168433	0	0	1943	0	0	8654	17637	8424	4001	25848	2769	7187	454	2822	14161	13232	0	0	9956	0													
522034	14280	3572	8235	23041	0	60933	0	0	0	0	45905	271	3387		11022	8921		49126	42247	0	0	951	0	0	4951	8738	3226	245	13689	810	2844	1890	0	6139	5544	0	0	3654	0													
522454	6745	0	2426	12450	0	21520	0	0	0	0	37114	0	667		9993	10321		19094	36447	0	0	1061	0	0	4112	9917	4355	139	14029	450	792	0	283	8530	1525	906	0	1242	0													
522605	606027	94	185740	211042	0	613693	0	0	31394	0	2401298	1496	100274		199812	1326050	58405	426179	2211727	1680	87801	17567	31394	16294	104613	203987	80998	16712	308565	19984	33474	8688	765	206498	62911	238474	0	53458	86881	0	0	188179	0	188179	true	40759	170586	603965	722085	450614	87528	
522669	18689	0	0	118468	0	126802	0	0	0	0	121096	0	438		12845	51318		126782	110545	20	10113	3808	0	0	16711	14439	4298	967	31150	1287	10896	2103	390	23569	14676	0	0	12183	10113													
522753	62379	0	17229	138436	0	197458	0	0	0	0	164011	0	4551		22701	51204		180229	159460	0	0	3291	0	0	12781	22993	5380	1676	35774	2320	4850	428	0	20129	7598	0	0	7170	0													
522847	163018	0	89493	505992	0	505992	0	0	0	0	644911	0	10528		115553	201348		416499	634383	0	0	11764	0	0	45838	112548	76582	31005	158386	2481	6319	5500	272	150420	14572	15243	0	8800	86692													
522856	4493	0	97	30646	0	37393	0	0	0	0	51787	0	2804		4241	31945		37296	48529	0	454	464	0	0	3498	7496	1658	0	10994	256	2063	377	0	8411	2696	4513	0	2319	454													
523161	46528	0	5605	115808	0	151968	0	0	0	0	171263	0	4335		29815	30845		146363	166928	0	0	5738	0	0	21616	36724	9479	0	54211	9798	12091	4182	0	38004	26071	0	0	20066	0													
524579	233771	0	0	34477	0	78088	0	0	56578	0	516299	0	8486		67891	47366		78088	429498	0	78315	8946	56578	49729	34627	109234	70610	6739	143861	1595	7451	4903	0	153320	13949	0	0	9046	70951													
524757	2739	0	507	14059	0	16854	0	0	0	0	23810	0	1201		3756	10596		16347	22609	0	0	752	0	0	3467	5229	984	100	8696	0	695	0	0	6024	695	0	0	695	0													
524766	0	0	7903	20850	0	39021	0	0	0	0	54554	0	1205		4199	37817	2267	31118	53349	0	0	950	0	0	2576	5354	1671	120	7930	938	3268	2810	0	5522	7016	0	0	4205	0	0	0	0	0	0	true							
524953	14931	0	3477	105353	0	118224	0	0	0	0	155287	0	9605		22648	16233		114499	144848	248	834	4327	0	0	16505	55970	20956	3389	72475	10285	10475	6543	0	74172	27303	29980	0	16828	0													
524971	210436	0	1735	242827	0	406687	0	0	655	0	410326	0	9630		55436	111537	21479	404952	400186	0	510	5106	10	10	18546	39377	16901	3622	57923	3938	3668	2300	0	23010	9906	250	645	7606	497	0	0	0	0	0	true							
525053	51489	0	11473	145886	0	160343	0	0	5009	248	469930	0	104890		23760	308776	6720	148870	364792	0	0	4074	0	0	25477	37688	5044	1351	63165	5909	27613	5314	1269	45800	40105	235188	0	33522	0	0	0	0	0	0	true							
525549	214840	0	49644	590899	0	781757	0	0	2254	0	639495	0	21466		84244	287654	21718	732113	618029	0	0	11488	2254	2254	23647	66385	28047	2867	90032	1308	11320	2048	1378	36703	16055	2254	0	12628	0	0	0	0	0	0	true	0	0	151090	136564	202315	12525	
526452	2814	0	240	15306	0	24262	0	0	452631	0	630923	0	16640		457145	29409	1259	24022	614283	0	0	443	452631	268887	65690	307715	166856	52770	373404	520	3971	1179	0	135886	5670	0	0	4491	134218	0	0	0	0	0	true							
526519	183432	2	73905	48563	0	157074	0	0	0	0	973522	48	116803		207601	436691	104668	82942	850458	225	6213	34349	0	0	69020	121550	92305	10662	181434	15250	33959	10342	311	85936	59863	0	0	48133	0	0	0	0	0	0	true	6321	7204	238930	100196	172170	0	
526854	59323	0	23441	188846	0	221567	0	0	26275	0	298449	0	15960		70178	55453	21930	194325	282254	3801	235	8730	4979	4979	42618	92297	3026	4993	134914	18207	21437	1095	0	72756	40739	21295	0	39644	0	0	0	0	0	0	false							
527057	19746	0	3031	19377	0	34813	0	0	0	0	102233	0	809		34189	22516		31782	101065	0	359	3946	0	0	8861	23756	19561	4813	32617	553	856	1570	0	22803	2979	0	0	1409	7364													
527178	15250	0	22715	24602	0	57144	0	0	0	0	86786	0	3885		10318	38289		34429	81411	0	1490	739	0	0	6793	11732	7378	2906	12854	803	2829	805	0	18492	4437	0	0	3632	1490													
527600	290059	0	1550	322667	0	476263	0	0	0	0	745616	0	15928		76132	294039		474627	718793	86	10895	10738	0	0	29254	65110	24879	7111	94364	16807	10464	5137	2754	50222	35162	0	0	27271	11134													
527749	17425	0	2774	25335	0	37451	0	0	0	0	67113	0	7817		10497	33008		34677	59296	0	0	110	0	0	2065	5181	6371	173	7246	263	2090	0	536	3294	2889	0	0	2353	0													
527954	4439906	3300	1091377	9120543	0	10977559	0	0	24092	0	10946727	1489	429238		622050	5450103	264270	9468075	10440751	414807	75249	76400	24092	24092	208274	415789	231776	51837	624063	31830	63713	47319	6180	285626	149042	435917	0	95543	0	0	0	388280	0	388280	true	1970942	1857015	2972879	1998531	4189110	246634	
528102	107852	0	3082	63605	0	97488	0	0	0	0	205628	0	5768		42270	31643	19220	94406	199848	0	12	5371	0	0	15419	44305	709	49	59724	2085	3566	0	0	18212	5651	0	0	5651	0	0	0	0	0	0	true							
528241	31357	2	23839	47226	0	100296	0	0	0	0	81124	0	20673		9939	28100		76455	59954	0	497	1448	0	0	2740	9088	2250	0	11828	1510	6079	0	0	4139	7589	3271	0	7589	0													
528849	137465	1	7607	310329	0	436033	0	0	2525	0	639790	0	21234		68193	390002		428425	618556	0	0	8561	2525	2525	26033	50223	15972	3204	76205	7042	8473	972	404	27239	16891	0	0	15515	0													
528960	72750	0	75873	738773	0	958970	0	0	0	0	668049	0	11083		39007	252456	537	883097	656720	0	246	127	0	0	45755	79612	9959	117	125367	93179	106076	8146	0	96436	207400	27323	0	199255	0	0	0	0	22546	22546	true	162470	100423	69504	182952	62591	10159	
529275	29248	0	0	18741	0	39134	0	0	0	0	200208	0	0		95848	17603		39134	200208	0	0	3363	0	0	44193	53652	30120	14754	97845	1904	4494	2554	1686	46871	10638	0	0	6398	0													
529341	62030	4	5509	95669	0	150463	0	0	0	0	320670	0	2111		27259	162133		144702	318559	248	0	7667	0	0	9569	26844	21510	1155	36404	3669	17603	14403	1753	31819	37428	6590	0	21272	0													
529659	39905	0	7176	68877	0	146273	0	0	0	0	149746	0	22332		30198	29143		136660	119491	2437	7923	5654	0	0	6655	17074	29256	9216	23729	1442	10076	4830	2150	32002	18498	0	0	11518	7923													
529958	0	0	0	780059	0	780059	0	0	190002	0	2847231	0	17339		11816	2669574	746	71729	177648	708330	2652244	746	190002	190002	177000	27	0	0	177027	630	0	0	0	165211	630	0	0	630	0	0	0	9730	0	0	false							
530655	251889	119	3764	23093	0	30958	0	0	0	0	394291	0	82373		26367	17420		27075	311918	0	0	8187	0	0	31550	13194	9346	3783	42931	54830	11493	786	0	31506	67109	0	0	65500	0													
530851	14836	0	5214	57887	0	92784	0	0	21738	0	196751	0	36622		30061	50383		85384	142244	2186	17885	4387	21738	10928	24426	32757	31192	5937	54534	11432	15951	8928	909	64251	37220	6834	0	18183	16419													
531157	11141	13	5114	15539	0	24940	0	0	1000	0	38851	43	6686		9902	4681		19813	31122	0	1000	111	1000	0	3924	10587	2263	55	14511	2669	2080	450	1000	6927	6199	0	0	4749	0													
531250	61800	0	17211	233382	0	233382	0	0	7023	0	347910	0	23742		79297	84610		211619	319895	4552	4273	7389	7023	4746	51527	77738	32254	9550	126040	10119	14223	5092	996	91773	30430	0	0	24008	5230													
532042	133433	0	24963	229827	0	287432	0	0	0	0	313082	0	18356		61994	69484		261475	294726	994	0	10212	0	0	38890	33227	20254	645	45373	6306	9644	1199	0	31022	17150	44572	0	13159	0													
532453	18648	0	4375	13435	0	13435	0	0	0	0	41235	0	6221		4023	6147		9060	35014	0	0	1330	0	0	1776	5301	3594	974	7077	1000	1705	2090	0	7622	4795	0	0	2705	0													
532752	13314	0	5946	18855	0	33101	0	0	0	0	62547	0	17665		16391	20310		27155	44882	0	0	1808	0	0	2115	8303	10370	3480	10418	354	1795	892	1614	7877	4655	0	0	2149	0													
533124	23430	1	3392	91379	0	136341	0	0	0	0	143753	2199	22000		19280	43449		132948	118081	0	1473	5704	0	0	16588	7914	32059	2232	24502	2259	5357	10190	274	39514	18080	13005	0	7616	0													
533227	22245	865	2551	28240	0	36916	0	0	512	0	48930	368	2267		8228	8949		33500	46295	0	0	1316	512	0	3331	2506	4349	2383	5837	2574	2059	261	273	4341	5167	50	0	4623	0													
533535	13220	0	10231	66757	0	88336	0	0	10000	0	122017	0	18863		22025	39359	13140	78105	103154	0	0	5950	0	0	5448	17659	11622	2225	23107	12907	14537	3901	1139	14929	32484	0	10000	17444	0	0	0	0	0	0	true							
534073	17015	0	1951	14538	0	20644	0	0	0	0	31072	0	0		8894	572		18693	31072	0	0	2965	0	0	1536	6736	2485	1867	8272	0	604	258	0	3729	862	0	0	604	0													
534242	3227	0	3450	5618	0	12296	0	0	0	0	15225	0	3613		8735	770		8846	11612	0	0	808	0	0	4240	5380	1608	0	9620	0	0	0	0	2493	0	0	0	0	0													
534466	15694	0	0	30717	0	37003	0	0	0	0	131871	240	3000		59057	8443		37003	128194	0	437	445	0	0	12506	75051	1035	274	87557	1804	17063	0	0	29810	18867	0	0	18867	677													
534756	30860	0	24030	84594	0	149592	0	0	0	0	138001	0	2270		18961	57735		125551	135731	11	0	2692	0	0	9564	18289	10696	144	27853	1792	5892	3029	0	19732	10713	0	0	7684	0													
534859	13642	0	3680	8655	0	27583	0	0	0	0	44848	0	6571		13037	3234		23903	38277	0	0	641	0	0	3558	10972	5135	1545	14530	3756	1865	1141	0	8173	6762	0	0	5621	0													
534877	361467	0	9147	13238	0	50454	0	0	10000	0	621739	0	94576		72308	129186		40763	522996	544	4167	10470	10000	10000	28752	46803	22691	18973	75555	2682	6579	2647	1959	44910	13867	42951	0	9261	2434													
535034	24445	0	8665	43773	0	67216	0	0	11	0	64662	0	2238		10676	14446		58551	62424	0	0	265	11	0	5295	12724	4524	418	18018	1219	1591	0	0	12285	2810	2723	0	2810	0													
535575	27887	0	883	22953	0	58538	0	0	0	0	61810	0	0		14694	8827		57655	61810	0	0	2012	0	0	5211	12431	3774	170	17642	2500	710	300	0	6892	3510	0	0	3210	1000													
535753	122622	4	13678	606138	0	606138	0	0	100000	0	1222565	0	8304		191646	439298		591885	1122088	571	92173	16246	100000	45000	74865	296280	195385	5645	371144	5021	43951	38989	508	380529	88469	36629	0	48972	45090													
535931	17739	0	4930	81359	0	105697	0	0	0	0	57243	0	308		6057	27409	1941	100767	56935	0	0	776	0	0	2749	4483	1890	1155	7025	0	574	567	678	4219	1819	0	0	574	0	0	0	0	0	0	false							
535940	68834	0	54854	21603	0	91943	0	0	4323	0	162726	0	7334		21545	37301		37089	154150	0	1242	1134	0	0	6694	18559	14144	486	25253	3289	9159	4260	0	18338	16708	46060	0	12448	742													
536059	57598	1	48	248421	0	326412	0	0	32359	0	736929	0	5707		118651	197561	12565	326348	721885	15	9337	1442	30865	22623	46653	242874	17487	498	289527	26501	143078	4680	0	188861	174259	0	1493	169579	0	0	0	0	0	0	true	59499	24851	49854	147707	57074	524	
536349	53854	0	34195	57493	0	135078	0	0	0	0	158688	9	11709		21052	70178		100883	146964	0	6	0	0	0	4849	17751	7736	353	22600	1026	1965	976	0	9637	3967	4377	0	2991	0													
536527	112508	0	77218	191264	0	303474	0	0	831	0	236075	0	13514		21614	47688		225607	221439	649	1122	702	831	831	20421	29218	7649	1711	49639	3381	10168	3073	258	37385	16880	35561	0	13549	0													
536554	43844	0	16995	256036	0	256036	0	0	21997	0	334903	0	19682		61075	19457		239041	315221	0	0	3530	0	0	41306	106901	36001	11306	148207	18678	39448	16530	1432	134439	76088	36776	0	52326	54724													
536853	7499	133	6765	18346	0	31803	0	0	0	0	19536	0	2122		4142	4329		24905	17414	0	0	469	0	0	2600	4084	24	0	6684	1000	0	0	0	2566	1000	0	0	1000	0													
537038	65	0	7469	19666	0	84848	0	0	0	0	36572	0	13831		8635	3371	7568	77379	22741	0	0	3702	0	0	1927	5181	7271	784	6788	431	15523	2019	0	6528	17973	0	0	15954	0	0	0	0	0	0	false							
537243	64792	3	4992	36289	0	57789	0	0	2484	0	123878	0	20896		22573	532		52794	102752	0	230	4436	484	484	8336	20790	13138	1376	29087	5098	8401	1415	0	21067	14914	4420	2000	13499	0													
537355	25392	0	29354	59023	0	120739	0	0	0	0	107341	0	3202		12200	56051	4472	91385	104139	0	0	839	0	0	6577	9959	3273	743	15573	1496	2701	1149	0	8352	5346	0	0	4197	0	0	0	0	0	0	false							
537449	718	0	22037	530735	0	531921	0	0	82516	0	1374295	0	44775		24734	1296341	996	490133	1329342	19751	178	0	82516	82516	34425	29682	2644	811	64107	7220	1579	875	0	42828	9673	473306	0	8798	249	0	0	0	0	0	true	184	1641	152650	540688	718	0	
537551	9655	1	963	30437	0	78590	0	0	0	0	42023	0	4491		6011	14437		77626	37532	0	0	0	0	0	3629	7016	1311	0	10645	2314	2661	0	1000	5945	5975	0	0	4975	0													
537560	47197	0	14293	123107	0	174686	0	0	0	0	1531539	0	67588		43913	1383481	22285	159249	1463711	1144	240	5093	0	0	11966	31748	20834	9000	43601	10392	11785	4883	253	29635	27313	0	0	22177	0	12500	11089	0	0	0	true	15046	45983	366752	164129	46232	965	
538222	20283	0	8169	13070	0	35528	0	0	0	0	53086	0	2033		13807	9550	10878	27359	51053	0	0	5527	0	0	12647	3666	4606	905	6205	769	0	657	0	8018	1426	0	0	769	0	0	0	0	0	0	false							
538473	121838	0	0	9300	0	94343	0	0	0	0	693602	0	0		37917	443323		94343	693101	0	501	4701	0	0	17254	48815	26713	2650	66069	4267	16560	11929	253	57515	33009	0	0	20827	0													
538754	16246	0	7985	56746	0	76205	0	0	25503	0	216351	0	16995		45800	137650		68220	199356	0	0	4551	25503	0	7552	15358	16433	18759	22910	0	2185	2168	0	12302	4353	0	0	2185	0													
538802	22381	0	15400	1056500	0	1171077	0	0	91323	0	817735	0	0		60631	29907	3940	1154346	817735	1331	0	0	91323	50006	77678	926	14000	27317	78604	635968	9558	0	0	59290	645526	0	0	645526	0	0	0	42484	0	0	true	0	114439	0	29907	0	22381	
538950	44124	26	13444	97319	0	130976	0	0	0	0	145510	0	11634		14736	32492		117506	133876	0	0	3595	0	0	8900	21725	5621	7775	30625	11345	8511	5017	0	29285	24873	0	0	19856	0													
539032	1050716	0	18663	143992	0	177320	0	0	16203	0	1704738	0	110537		168098	285263	61641	158657	1590205	0	3996	24517	16203	14976	84264	153023	56065	21075	236908	12635	30694	7353	3650	146330	54332	0	0	43329	0	0	0	0	0	0	true	59528	19944	176168	109094	544353	407489	
539340	109638	0	66422	144893	0	250065	0	0	0	0	187306	0	2950		36837	8370		183643	184356	0	0	16443	0	0	11344	19543	16317	11080	30887	2090	5406	2616	902	21448	11014	0	0	7496	0													
539377	12968	0	300	38319	0	107661	0	0	15252	0	108789	0	4346		15776	34406		107361	101706	0	2737	1915	11291	11291	16520	21356	9236	240	37876	1357	9150	3556	0	31576	14063	11291	1984	10507	2737													
539452	16299	0	11117	45014	0	66510	0	0	12770	0	71528	0	8532		11153	18702		55393	62751	0	245	652	0	0	7372	8764	3338	3671	16136	2287	6191	2536	2368	11992	13382	0	0	8478	0													
539872	56689	0	2114	56251	0	134254	0	0	0	0	198476	0	9738		24870	71428		132140	188738	0	0	5875	0	0	8641	25659	16023	3452	34300	1341	8936	4806	1501	28905	16584	0	0	10277	0													
540056	33161	0	8943	92739	0	92739	0	0	9933	0	152668	0	33144		22434	60976		83796	111163	0	8361	317	9933	0	8715	13933	15914	16417	22648	315	1492	1744	0	32547	3551	0	0	1807	12446													
540542	21325	0	5267	63288	0	66151	0	0	0	0	28744	0	156		6211	186		60884	28588	0	0	0	0	0	3551	1929	1187	566	5177	0	0	0	0	1022	0	0	0	0	0													
540551	79486	1	65168	428623	0	574668	0	0	52273	0	688336	0	76424		121703	394974	23761	508257	611664	1242	248	8017	52273	11296	48581	58565	61718	12663	94099	13407	7229	9450	2264	59823	32350	72228	0	18744	0	0	0	0	0	0	true	83362	144622	183275	154386	65984	10219	
540739	32116	0	40749	59683	0	125467	0	0	0	0	148300	0	8328		42490	8952		84718	139972	0	0	10009	0	0	26196	32300	24714	3970	47044	7562	5784	5612	1093	44690	20051	0	0	11083	0													
540775	96954	0	9944	131468	0	228691	0	0	0	0	297412	0	15304		34900	125042	15984	218747	282108	0	0	5716	0	0	12497	34452	17129	2230	46949	2437	4655	2017	0	31408	9109	15169	0	7092	1844	0	0	0	0	0	true							
540850	9584	0	2877	8604	0	16001	0	0	0	0	26713	0	2611		6354	6415		13124	24102	0	0	0	0	0	2010	5070	1020	507	7080	1732	375	0	0	2253	2107	0	0	2107	0													
541101	27000	513000	8574000	186963000	17230000	187551000	4996000	2106000	0	341000	31113000	0	158000		0	30494000	5951000	152979000	28253000	3259000	255000	0	0	0	1000	0	0	0	1000	590000	1000	0	0	1000	591000	0	0	591000	0	94000	0	12227000	248000	12569000	false							
541231	32420	0	40769	77459	0	139278	0	0	0	0	129278	0	28849		25074	26014	7199	98509	100429	0	0	2574	0	0	9670	29274	8640	192	38944	1233	19568	2268	0	22703	23069	0	0	20801	0	0	0	0	0	0	false							
541307	884	0	0	1145	0	3971	0	0	0	0	207788	0	14021		2806	82416		3971	87125	0	106642	252	0	0	10165	18110	70891	4691	28275	2755	3267	14050	557	101052	20629	44430	0	5770	105867													
541642	37621	0	4540	43997	0	56996	0	0	0	0	78589	0	3651		14877	1753		52456	74938	0	0	2722	0	0	7376	14773	7893	2112	17641	2118	2085	2040	818	17277	7061	0	0	3874	0													
541754	31273	0	4163	44361	0	59249	0	0	0	0	95869	0	9907		13635	21707		55066	85831	20	131	2198	0	0	4656	12175	5312	5681	16831	2664	8906	1285	2210	14189	15064	0	0	11261	0													
541857	38051	0	20201	82983	0	157352	0	0	0	0	189629	0	26622		45074	43690		137151	163007	0	0	6062	0	0	32234	35812	5607	1826	68046	9424	18735	4250	0	30405	32409	0	0	28159	0													
542153	68793	0	11470	97830	0	166183	0	0	0	0	131870	0	10935		25772	23486		151034	120935	3679	0	2504	0	0	12847	13599	8252	1735	25355	284	2499	375	0	10661	3158	0	0	2783	0													
542340	22813	0	10121	77481	0	98875	0	0	20002	0	157017	0	41949		7764	96233		88754	115068	0	0	293	20002	20002	3485	6272	3146	294	9757	5571	15224	480	3498	5433	24773	3921	0	20795	0													
542528	1487518	0	42697	284333	0	284333	0	0	20599	0	2160846	0	325998		131329	420492	43793	241636	1834848	0	0	14758	20599	20599	48237	100581	43547	3465	148818	9849	23200	20186	3772	64502	57005	6009	0	33048	0	0	0	0	0	0	true	33277	27632	200831	167861	756306	498966	
542667	119007	0	18974	121748	0	238577	0	0	0	0	284288	0	4927		26377	93897		219603	279361	0	0	4979	0	0	10645	20967	12161	3434	31612	4882	13341	3594	2361	20830	24178	0	0	18223	0													
542854	5703	0	1351	15211	0	15211	0	0	0	0	10687	0	1302		1610	1874		13860	9385	0	0	0	0	0	404	1357	966	127	1761	0	257	0	0	1244	257	0	0	257	0													
543262	1374901	7	26574	254473	0	296846	0	0	0	0	2150032	0	91428		80249	533733	34349	270265	2056849	0	1755	3766	0	0	31494	61895	49229	22586	93389	17683	23458	28182	6872	84954	76195	58638	0	41141	0	0	0	34981	0	34981	true	40234	28684	321369	198027	610578	716720	
543459	0	0	11080	116751	0	177790	0	0	44060	0	202276	0	22410		12698	50648		166462	89828	248	90038	2505	410	0	30061	18900	34080	10562	48961	11010	2462	11513	33040	80905	58025	76690	0	13472	41795													
543945	24903	0	73142	30318	0	235390	0	0	20503	0	179082	0	16737		49323	78231		161751	141345	497	21000	3897	20503	12503	13827	28692	25874	533	42358	1629	4233	861	301	19602	7024	49981	0	5861	497													
544335	66974	0	13413	111650	0	188964	0	0	0	0	182650	0	4438		41076	31335		175551	178212	0	0	5523	0	0	12010	33709	20029	7077	45712	1225	5794	2628	1870	31749	11517	2002	0	7019	0													
544447	13276	0	2459	13142	0	30863	0	0	1055	0	66848	0	4722		12172	33300		28404	62126	0	0	0	1055	1055	2788	7133	6598	97	9921	0	863	2793	0	4444	3656	4669	0	863	0													
544652	77302	0	56825	160441	0	160441	0	0	30228	0	546300	0	7275		64593	354952		102622	539025	994	0	3199	30228	14114	21222	37090	25435	19618	58312	3646	3376	2834	825	38772	10681	96809	0	7022	993													
544951	11868	0	0	10443	0	30164	0	0	0	0	22509	0	0		3906	0		30164	22509	0	0	869	0	0	3079	1154	2094	1248	4187	1294	1012	758	2	3669	3066	0	0	2306	0													
545154	20114	0	722	27910	0	55760	0	0	0	0	48861	0	1481		10747	10485		55038	47380	0	0	118	0	0	3864	7411	3453	951	10680	761	1822	0	0	4933	2583	0	0	2583	0													
545604	191682	6	36784	228879	0	444947	0	0	1000	0	448416	0	29403		71970	102643		406928	407090	1229	11923	8039	0	0	23359	68057	21075	10473	91416	4717	22601	1135	2674	50994	31128	1600	0	27318	249													
545846	62707	0	18199	63989	0	117202	0	0	0	0	164496	0	7674		54941	2987		99003	156822	0	0	3884	0	0	8894	30521	42986	3589	39382	658	3232	8667	257	31049	12813	0	0	3890	0													
546003	716953	509	1423	298104	0	345719	0	0	0	0	1604774	201	40807		146597	568791		343739	1561419	48	2347	22355	0	0	49050	116550	56064	35351	165600	13554	21401	12539	14521	110418	62015	96126	0	34955	0													
546320	13298	0	2093	22444	0	24901	0	0	0	0	46339	0	1108		9855	19030		22803	45026	5	205	590	0	0	1957	5189	5500	1101	7146	0	263	0	0	3893	263	0	0	263	0													
546535	31355	0	21238	94423	0	154236	0	0	0	0	117996	0	5812		26139	36996		132998	112184	0	0	2685	0	0	8271	24032	6605	2358	32302	2798	3310	2270	0	15127	8378	0	0	6108	0													
546544	105028	0	41925	427542	0	735391	0	0	50425	0	745753	0	37266		91652	313092		693466	708487	0	0	14159	50425	5000	72827	77256	53602	25445	141146	48905	33299	15560	739	137478	98503	58840	0	79878	0													
547251	12281	0	7	34205	0	48790	0	0	0	0	52597	0	311		6758	26064	1776	48783	52286	0	0	249	0	0	3310	5680	2100	0	8990	1086	1665	410	0	4332	3161	0	0	2751	0	0	0	0	0	0	true							
547550	24388	0	17001	40170	0	68913	0	0	0	0	76489	0	18006		6904	15843		51912	58483	0	0	466	0	0	4221	14507	2874	372	18434	5699	6730	1855	0	15069	14284	0	0	12429	0													
