"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	SELECTED COMPONENTS OF TOTAL DEPOSIT	SELECTED COMPONENTS OF TOTAL DEPOSIT	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS OF 250000 OR LESS WITH	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	Total reciprocal deposit	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
49241	64244	0	64910	260219	0	461927	0	0	0	0	418110	0	51622		53373	203598		388272	346485	8745	20003	8738	0	0	34188	64075	17133	245	98263	4547	23816	4570	1693	62268	34626	0	0	28363	0								
49652	18442	0	10262	50619	0	69159	0	0	2200	0	58542	0	19372		7346	18003		58152	36272	745	2898	630	0	0	2254	4162	4538	2163	6416	5000	1580	1372	1028	5771	8980	15729	0	6580	698								
49858	11963	0	30	44337	0	51357	0	0	0	0	64818	0	1914		12059	6339		51327	62904	0	0	138	0	0	13860	13251	6628	185	27111	1442	7255	3894	0	21866	12591	6945	0	8697	0								
49951	11429	0	11299	10030	0	35480	0	0	0	0	70564	0	6570		10345	6983		24181	63994	0	0	683	0	0	7828	15965	7655	864	23793	6973	8069	4297	500	21968	19839	0	0	15042	5041								
50144	9356	0	3762	17571	0	26042	0	0	0	0	58962	0	906		21238	6891		22280	58056	0	0	2380	0	0	2786	6393	17390	7511	9179	1590	3294	2970	781	12842	8635	0	0	4884	0								
50461	127	0	0	25825	0	25825	0	0	1896	0	20647	0	0		768	13327	380	25825	17332	0	3315	251	1361	490	240	2322	1633	443	2561	0	2286	0	270	3869	2556	0	0	2286	0	false							
51253	41333	0	18403	151802	0	155097	0	0	173351	0	619007	0	32643		213728	182805	12203	135737	462796	957	123568	5953	173351	20170	53580	80395	106011	123722	133974	12382	14807	3750	223	149980	31162	0	0	27189	97001	true							
51356	9217	0	792	15731	0	24782	0	0	0	0	33543	0	0		5008	0	3937	23990	33543	0	0	0	0	0	1859	4845	3043	0	6704	2594	8596	3388	0	4740	14578	0	0	11190	0	false							
51459	30076	0	9643	82769	0	138992	0	0	0	0	163761	0	70403		16501	94923		129349	93337	0	21	2030	0	0	8481	16049	3709	10	24530	7612	2614	286	0	11749	10512	339	0	10226	740								
51842	114070	1479	16147	78649	0	124310	0	0	7938	0	243879	0	37884		33390	149	16654	106684	177394	0	28601	3568	4947	4699	23354	44622	37285	5787	67976	3018	8172	7422	0	77658	18612	24442	996	11190	50587	true							
52719	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
52951	25139	0	25425	74135	0	108430	0	0	9181	0	143443	0	22872		21932	20947		83005	117961	0	2610	2525	9181	5000	14039	35751	7680	1986	44547	11380	15653	6879	3989	37524	37901	0	0	27033	3090								
53051	12795	0	2484	35075	0	46646	0	0	0	0	39012	0	1787		9701	6098		44162	37225	0	0	935	0	0	3071	6781	4672	3727	9851	615	320	431	501	8550	1867	0	0	935	0								
54058	23124	0	1523	52708	0	80551	0	0	0	0	288652	0	26485		49810	141096	20156	79028	255576	0	6591	9315	0	0	21509	45270	22015	5235	33885	4616	22400	2857	530	44219	30403	0	0	27016	5756	true							
54656	188710	0	80467	185344	0	313055	0	0	0	0	806575	0	205040		107311	143167	102769	232588	601535	0	0	686	0	0	68717	191933	20582	2001	260650	46240	127120	17766	339	175922	191465	0	0	173360	0	true	96191	132992	75345	67822	83831	104879	
54973	2995997	96	80402	265626	0	429079	0	0	0	0	7356381	0	26800		259883	3846081	121084	332470	7285907	16111	43674	11441	0	0	69098	167645	108260	53461	236743	24112	67973	18376	5377	138582	115838	0	0	92085	0	true	82061	30185	2447178	1386645	2769673	195269	
55336	146598	0	423	173886	0	268888	0	0	0	0	211695	0	0		21209	14289		268465	211695	0	0	4748	0	0	9018	13602	14903	2997	19949	718	4457	3779	1335	19311	10289	0	0	4457	0								
55635	6433	22	495	25387	0	36035	0	0	3203	0	72965	0	16849		4358	10345		35116	39694	402	16422	574	3203	3203	10903	27868	3098	1898	38771	2875	7295	2250	0	39409	12420	25719	0	10170	1982								
55653	16638	517	4935	65277	0	91260	0	0	0	0	42161	0	501		6344	9541		85788	41660	20	0	0	0	0	1607	4674	2142	318	6281	6006	954	282	0	2397	7242	0	0	6960	0								
55970	225321	0	0	129374	0	218537	0	0	0	0	306120	0	0		24076	30475		218537	306120	0	0	6714	0	0	6177	18906	10598	6681	25083	503	4402	1924	1133	18286	7962	0	0	4905	0								
56258	31233	0	31106	64847	0	154235	0	0	11000	0	137155	0	13669		7801	74911		123129	123486	0	0	283	11000	11000	3714	14380	4565	2031	18094	1058	5263	0	0	16889	6321	0	0	6321	0								
56351	1091241	0	8580	56838	0	57119	0	0	0	0	2780792	0	311639		106549	1463294	45181	45910	2466389	2629	2764	15622	0	0	37385	87073	40159	15147	124458	5171	18221	15491	7611	73215	46494	178752	0	23392	0	true	9389	4863	750995	417978	515381	565974	
56548	133365	0	6004	65166	0	85542	0	0	89356	0	391353	0	23120		133230	16101		79538	347318	0	20915	1700	89356	82832	55689	137566	12811	381	193255	7433	27709	298	0	73218	35439	2457	0	35142	20177								
56717	421397	0	3502	61445	0	65543	0	0	15041	0	678153	0	69235		65986	96697		62041	608717	0	201	9950	39	0	32997	55486	24403	3760	81673	23229	17598	2585	0	50661	43412	44508	15002	40827	0								
57040	23328	13	1553	24751	0	47299	0	0	2666	0	106664	0	4167		33060	25807	9433	45733	102497	0	0	3210	0	0	12458	18208	14227	4387	30666	2293	2247	3709	0	16220	8249	0	1178	4540	0	true							
57451	68656	0	42453	104642	0	224869	0	0	0	0	325540	0	32792		55302	148473		182416	292748	0	0	7086	0	0	17100	34385	30207	7590	49775	5394	5626	6703	1405	33980	19128	1256	0	11020	0								
58225	60406	0	18872	91114	0	143544	0	0	0	0	208347	0	3017		55945	34423		124672	205330	0	0	11886	0	0	23873	45551	22922	5346	69424	3843	8291	3109	583	41747	15826	0	0	12134	0								
58243	347397	0	177796	2205579	0	2869515	0	0	0	0	2230771	0	16277		150290	1577248	65340	2691719	2214494	0	0	14699	0	0	57654	126939	45873	5590	184593	17009	40550	11850	661	85766	70070	10030	0	57559	0	true	236217	663936	815358	761890	310398	36999	
58355	3712	0	643	10215	0	18847	0	0	0	0	25491	0	380		2709	12412		18069	23783	135	1328	0	0	0	1490	5055	1179	177	6545	1214	253	0	0	5192	1467	0	0	1467	0								
58551	107886	0	22707	10857	0	32367	0	0	4	0	182620	0	44494		19544	1922		9660	138126	0	0	1706	4	0	9055	20938	7679	0	29993	8552	18982	7606	0	18128	35140	0	0	27534	0								
58636	244096	0	7471	67637	0	77839	0	0	0	0	314486	0	58001		18067	25533		70368	256485	0	0	2713	0	0	7079	15222	7740	2898	22291	595	3054	6547	1721	14872	11917	0	0	3649	0								
58757	44965	0	7040	129405	0	129405	0	0	0	0	153776	0	4985		34718	50221		122117	148763	248	28	3019	0	0	6607	28021	18958	2364	34184	500	1036	1105	0	21232	2641	7461	0	1536	0								
58971	467671	2106	4394	890510	0	984830	0	0	0	0	8036018	14382	49254		94472	7358273	32741	977971	7972351	359	31	8914	0	0	47797	79763	31530	11640	126763	12920	20487	5253	684	76258	39344	16813	0	33407	0	true	73078	54539	2205553	5092758	357528	109539	
59316	261148	25	70260	416022	0	578244	0	0	5141	0	1107563	0	345789		170148	292107		507368	759962	591	1812	19114	0	0	53228	144098	92881	19139	196842	62181	114777	63915	4089	139198	244962	27135	5141	176958	12633								
59352	32123	0	38955	129654	0	244975	0	0	0	0	229589	0	7303		46407	87593		206019	222286	1	0	3248	0	0	21064	55268	12275	123	75292	5241	12009	3893	0	42323	21143	1040	0	17250	0								
59370	39967	0	10	16454	0	57588	0	0	0	0	225294	0	576		81027	42391		57551	224238	27	480	9205	0	0	8080	26561	46369	46437	34641	766	5307	5126	4290	46420	15489	0	0	6073	0								
59754	3626	0	1468	5454	0	6580	0	0	249	0	6223	0	966		937	202		5112	5257	0	0	279	249	0	415	949	583	448	1364	0	0	0	0	1458	0	0	0	0	0								
60143	2869000	1000	630000	7175000	2000	7419000	0	0	507000	0	67356000	12000	4024000		902000	62347000	500000	6135000	63182000	651000	138000	72000	507000	507000	421000	800000	181000	52000	1221000	242000	381000	60000	3000	552000	686000	398000	0	623000	0	true	4509000	246000	16926000	41379000	2549000	320000	
60330	110102	0	86466	332484	0	332484	0	0	0	0	682651	0	13947		39285	489759	19697	246018	668704	0	0	6583	0	0	11459	23401	24369	6126	34859	3444	6188	6207	1598	26069	17436	91718	0	9631	0	true							
60545	16462	0	13364	25571	0	46934	0	0	0	0	179785	0	21228		44979	86239		33570	158557	0	0	12221	0	0	24063	15402	16832	4712	26453	7283	3145	3447	2200	16030	16075	0	0	8775	0								
60554	11192	480	6488	22564	0	29516	0	0	0	0	47531	101	9		2149	33392		22548	47421	0	0	0	0	0	695	1176	500	61	1871	0	515	0	0	283	515	0	0	515	0								
60648	53945	0	55572	93585	0	214436	0	0	0	0	145255	0	3264		21997	52738		158864	141991	0	0	5602	0	0	13742	6410	7874	3535	11583	3219	931	0	2863	9563	7013	0	0	2743	0								
61122	374595	0	4321	201168	0	267159	0	0	103574	0	1204344	0	54761		87678	603962	30352	262838	1149251	0	332	8007	103574	103424	27514	79021	45395	5891	106535	16749	40350	10244	623	70143	67966	103574	0	57099	0	true	51080	43839	436796	162624	358343	15407	
61355	905181	0	58301	111307	0	144188	0	0	2751	0	1192737	0	51278		176237	0		84454	1141459	1433	0	741	2751	0	32994	99773	80930	37378	132767	8459	23468	832	3722	74838	36481	0	0	31926	0								
61476	215914	2	2081	20814	0	66191	0	0	248	0	406064	0	11798		50565	59063		64108	392425	0	1841	10074	248	0	22500	44624	13266	4286	66875	15439	21956	8140	875	34111	46410	0	0	37395	2822								
61757	57062	0	10746	136944	0	214823	0	0	0	0	229307	0	21369		28493	123221	15368	204077	207938	0	0	1911	0	0	8081	18942	10247	2547	27023	1617	7335	0	255	11324	9207	0	0	8952	0	true							
61832	174267	0	123	26794	0	28464	0	0	0	0	269536	0	3956		8748	72156		28341	265580	0	0	548	0	0	2838	7848	8032	1446	10686	0	1979	670	300	11416	2949	0	0	1979	0								
