"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	SELECTED COMPONENTS OF TOTAL DEPOSIT	SELECTED COMPONENTS OF TOTAL DEPOSIT	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS OF 250000 OR LESS WITH	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	Total reciprocal deposit	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
593007	651038	91	96692	524362	0	682530	0	0	288759	0	3579370	0	223907		171434	2582288	83384	581027	3352784	4720	2679	20571	100026	100026	81007	83473	59611	35049	160512	13168	12070	58316	3350	87706	86904	362341	0	25238	0	true	63944	127642	530381	1726411	629487	21551	
593052	114994	0	1209	200135	0	275733	0	0	35789	0	653336	0	15211		160403	127865		274276	544824	248	93301	1731	35789	20000	62108	135057	98520	59007	197165	11235	12518	19797	12235	194289	55785	15465	0	23753	93053								
593249	182747	0	15114	13768	0	30540	0	0	0	0	427531	0	33392		59016	77734		15426	394139	0	0	13622	0	0	10557	19274	18866	55518	29257	2443	34410	2049	23933	45199	62835	0	0	36853	0								
593333	19411	0	3722	29741	0	60010	0	0	0	0	42579	0	4001		8369	5258		56288	38578	0	0	1433	0	0	3523	6871	3614	560	10394	1569	894	879	0	6199	3342	0	0	2463	0								
593771	188	0	0	386	0	386	0	0	0	0	9137	0	0		2040	517		386	9137	0	0	0	0	0	1332	1764	1821	351	3096	252	2354	557	0	3229	3163	0	0	2606	0								
593940	13985	1	3108	9753	0	23008	0	0	0	0	50320	0	3203		18034	8872	2623	19899	47117	0	0	644	0	0	2701	13526	7587	1717	16223	0	1932	0	0	7497	1932	0	0	1932	0	true							
594433	288986	0	9187	54414	0	72039	0	0	0	0	1823154	0	210597		140780	1215404		62852	1612557	0	0	20228	0	0	51760	101851	55095	28451	152719	10819	37874	27751	5163	96377	81607	0	0	48693	0								
594451	1457	0	3478	148819	0	148830	0	0	12822	0	511351	0	16164		10080	339501		145321	475015	31	20172	243	281	31	42597	35026	2709	0	77623	23891	46680	19490	0	70252	90061	51735	0	70571	0								
594853	94523	0	5217	15221	0	16872	0	0	0	0	1134692	0	317554		28041	908947		11655	817138	0	0	1939	0	0	12587	25792	17843	7774	38095	13234	32997	17948	3047	35955	67226	30142	0	43630	0								
594938	96493	0	29138	60365	0	142370	0	0	0	0	248074	0	57273		49499	50103		113232	190801	0	0	3373	0	0	8491	27216	25625	10764	35707	11707	4118	13295	261	22598	29381	0	0	15824	0								
594947	451124	0	122809	779396	0	1024572	0	0	18204	0	1423364	0	61032		182419	648202	59696	901756	1362302	7	30	21268	18204	7532	72359	105132	74316	17622	177491	20495	19379	10852	3884	87010	54610	6033	0	39874	4720	true	207722	89952	353397	294805	414415	315	
595270	8469250	0	359438	4458885	0	4812250	248	0	3089840	0	14772661	0	86974		1582627	3835097	176997	4438761	14680751	13803	4936	72355	3084373	3009025	853260	1096718	139844	109928	1949978	149852	80680	17897	20136	617124	268565	534970	5467	230531	763	true	312716	302250	2411166	1396722	5907103	2562146	
595337	7923	0	21045	64582	0	65259	0	0	0	0	47786	0	11733		9684	114		44214	36053	0	0	2137	0	0	2347	8541	5225	3483	10888	6996	5079	4918	3161	9912	20154	0	0	12075	0								
595430	259348	0	17655	272519	0	285131	0	0	115540	0	1082887	0	130619		108486	602079	65375	265053	951027	2423	1241	9615	114295	114295	43812	81098	46275	6579	123716	11872	24365	6959	500	69278	43696	91622	1245	36237	1241	true	62586	8059	248291	233629	233143	26205	
595869	832305	0	25561	370996	1867	497866	0	42008	1002684	0	15676267	0	503550		1219659	8745391	109025	468889	15130106	1549	603	24644	956741	919366	558970	2578935	106268	435	3137892	642414	2171493	40055	0	2024950	2853962	24763	45943	2813907	354	true	18184	25683	3547382	4827819	766990	46642	
595944	7942	0	7702	5621	0	30853	0	0	0	0	26393	0	1334		9855	3747		23151	25059	0	0	866	0	0	2661	6624	3904	15	9285	1200	300	0	0	3349	1500	0	0	1500	0								
596062	121314	0	9339	68684	0	103743	0	0	0	0	845017	0	72705		76606	535978		94404	772312	0	0	14303	0	0	31592	76786	27963	10322	108378	10300	23029	4137	3596	70057	41062	1255	0	33329	0								
596156	229533	0	614	39377	0	42291	0	0	1472	0	449864	0	11614		32174	95737	13628	41647	437510	30	740	6634	1472	1224	18807	38006	17558	8986	56813	12293	16039	9336	3569	51183	41237	0	0	28332	0	true							
596277	9417	0	0	0	0	0	0	0	230	0	23200	0	1486		4531	0		0	19379	0	2335	303	230	205	1755	5412	4110	323	7167	0	1361	823	0	7068	2184	0	0	1361	0								
596455	42819	0	4015	84673	0	127483	0	0	0	0	94011	0	4324		9328	27036		123468	89687	0	0	3553	0	0	7336	7947	3593	562	14412	2128	2333	256	0	10111	4717	0	0	4461	0								
596642	3325	0	823	10631	0	19399	0	0	0	0	46969	0	728		13734	4090		18576	42686	0	3555	987	0	0	6149	12400	9310	3511	18549	1043	2432	2299	2409	17636	8183	0	0	3475	4050								
596978	44001	0	36	12406	0	45601	0	0	17682	0	131531	0	1297		26698	27674		45565	129734	0	500	7663	17682	2000	7847	14524	21518	12626	22371	0	650	2330	361	29817	3341	0	0	650	0								
597041	12515	0	2349	27270	0	54718	0	0	0	0	40065	0	16100		7919	16222		52326	22854	43	1111	698	0	0	1368	5239	2856	450	6607	0	584	831	0	1994	1415	0	0	584	0								
597313	70647	0	9572	125832	0	167549	0	0	0	0	219314	0	35281		36094	65065		157480	183784	497	249	3176	0	0	21081	28296	12938	4681	49377	3456	9680	3089	382	30902	16607	12200	0	13136	0								
597452	25448	0	7558	80941	0	96278	0	0	11857	0	96741	0	3825		15294	22182		88720	81329	0	11587	1876	8590	0	6589	12619	9766	7253	19208	2363	8410	1308	804	20932	12885	0	0	10772	0								
597546	73734	0	79667	40672	0	236335	0	0	1337	0	150109	0	10372		14594	43555		156668	139737	0	0	7258	1337	1337	3958	12030	8610	1650	15988	714	1154	4368	335	11655	6571	3029	0	1868	0								
597658	15181	1	5477	29129	0	47771	0	0	0	0	82960	0	3704		17636	36151		42293	79256	0	0	1188	0	0	3	5	25433	0	8	0	1059	5128	0	7805	6187	3054	0	1059	0								
598002	187831	0	64	72709	0	261106	0	0	0	0	294631	0	6721		41086	36772	29344	261042	287910	0	0	11556	0	0	4758	20766	23302	11305	25524	2678	2875	2851	1493	19045	9897	6716	0	5553	0	true							
598048	132911	0	59158	240927	0	243950	0	0	0	0	296132	0	11707		51677	66786		184792	284425	0	0	9643	0	0	17265	28485	26901	7199	45750	8884	5363	842	1496	28173	16585	0	0	14247	0								
598132	4642	0	3795	24648	0	33353	0	0	0	0	16566	0	175		6116	1898		29558	16391	0	0	466	0	0	2474	6095	202	455	8569	0	800	0	0	3110	800	0	0	800	0								
598543	11288	0	2027	11720	0	38436	0	0	0	0	47247	0	2387		14355	4019		36409	44860	0	0	1542	0	0	2955	11100	10648	329	14055	267	2470	4171	0	10677	6908	0	0	2737	0								
598646	18953	29	3327	20196	0	38514	0	0	0	0	53097	0	801		14476	3326		35158	52296	0	0	4721	0	0	4088	11491	4360	2222	15579	2049	5668	0	940	7685	8657	0	0	7716	0								
598954	22377	0	243	100767	0	176823	0	0	983	0	365039	0	9536		84474	151955	22416	175131	336945	1449	18558	6914	983	983	33449	55141	53256	10072	88590	6894	13021	17485	1390	67444	38790	0	0	19915	12752	false							
599643	16906	3	3068	8069	0	30784	0	0	4500	0	67316	0	7269		17233	25253		27713	60047	0	0	1972	4500	2000	5100	8012	8327	3462	10839	0	257	0	0	7668	257	0	0	257	1987								
599764	2345245	0	126425	350778	0	501188	0	0	0	0	3397165	0	501770		69587	819635	31532	373768	2892651	995	2744	9067	0	0	23311	63196	32825	9738	86507	4027	44825	37316	17047	59483	103215	158844	0	48852	0	true	54701	39535	410549	358685	977518	952639	
600419	104197	0	9441	164851	0	233324	0	0	0	0	687586	0	92278		113321	328628		223883	595308	0	0	6588	0	0	35557	89951	65837	9147	125508	8789	28899	16582	0	87171	54270	3271	0	37688	0								
601032	5147	0	3991	5491	0	15163	0	0	0	0	14254	0	2487		2912	0	0	11172	9565	0	2202	0	0	0	1024	3072	1637	193	4096	1515	1175	490	0	3014	3180	0	0	2690	0	true							
601041	22257	0	6855	17831	0	38767	0	0	0	0	41592	0	473		10687	0	4020	31912	41119	0	0	1440	0	0	5390	8506	3604	514	13896	264	508	549	0	7327	1321	0	0	772	0	false							
601050	1454755	346	982062	4443230	30	5842167	0	0	58313	0	21790514	0	997026		504472	18564067	196897	4711687	20793488	148042	0	45782	57144	56865	232617	381007	114030	20386	582339	478384	480445	58942	5881	243568	1023652	0	1169	957541	0	true	476207	1224118	11451422	6956573	1410322	43723	
601153	11574	0	2733	26992	0	34645	0	0	24262	0	82326	0	7985		33426	19143		31912	74341	0	0	1207	23512	3631	10606	14639	7223	17503	25245	390	1247	0	0	16546	1637	0	750	1637	746								
601416	550469	0	183307	501817	0	728181	0	0	228737	0	4017788	0	1104654		253876	2561749	61442	541069	2901925	3805	11209	21104	228737	228737	248249	420298	34568	7194	668160	127738	66483	257	783	456432	195261	709395	0	194221	0	true	115461	93751	675897	958146	498282	24317	
601443	56541	1321	27507	36084	0	139437	0	0	0	0	179271	0	29491		27770	41682		110609	149424	0	356	3661	0	0	5451	18559	21167	7383	23954	5029	9617	9335	4508	24789	28489	0	0	14646	0								
601658	12835	0	2996	97224	0	134128	0	0	0	0	239933	0	76007		11088	140514		131107	163677	25	249	2927	0	0	8657	19450	4611	506	28107	13558	39002	500	300	22136	53360	0	0	52560	0								
602048	723073	0	48449	157030	0	166368	0	0	20234	0	957494	0	192676		64132	55822		115684	762079	2235	2739	2431	20234	20234	35373	33789	22297	4420	69162	20603	42206	18842	1070	31747	82721	82300	0	62809	2739								
602543	32042	0	17811	39509	0	93967	0	0	0	0	101196	0	3249		31241	20287		75908	97797	248	150	3460	0	0	12114	23791	8158	2296	35905	1753	755	0	0	15118	2507	8139	0	2508	0								
602842	3104	0	943	4785	0	8811	0	0	0	0	4690	0	317		704	882		7868	4373	0	0	0	0	0	72	361	271	0	433	0	0	0	0	0	0	0	0	0	0								
603232	12872	0	2654	21534	0	27986	0	0	0	0	38600	0	2429		10409	609	2706	25332	36171	0	0	1413	0	0	8055	11770	141	0	19825	2292	2861	0	0	9557	5153	0	0	5153	0	false							
603540	14857	0	1468	14927	0	23150	0	0	0	0	56129	0	4633		11481	15550		21682	47314	0	4182	2293	0	0	2353	8303	8426	4081	10656	1699	0	859	0	11682	2558	0	0	1699	4182								
603559	4800	0	280	7432	0	10936	0	0	0	0	17825	40	2078		3999	2498		10648	14965	8	742	246	0	0	1187	3567	3402	1538	4740	260	573	0	0	5695	833	773	0	833	4226								
603755	7831	0	10881	21233	0	33682	0	0	0	0	23677	0	7360		2762	8909		22801	16317	0	0	556	0	0	894	2937	1098	171	3831	1030	807	0	0	2338	1837	0	0	1837	0								
604024	67899	1777	41815	194585	0	297618	0	0	0	0	306778	781	25680		37854	171974		254026	280317	0	0	4018	0	0	14730	27866	10433	2589	42596	7421	2722	868	276	17764	11287	0	0	10143	0								
604033	6160	0	2551	6375	0	13248	0	0	0	0	8356	0	605		1448	0		10697	7751	0	0	0	0	0	600	936	660	0	1536	0	0	0	0	748	0	0	0	0	0								
604547	21785	0	10125	35374	0	53954	0	0	5975	0	97956	0	6028		17009	35719		43829	90638	0	1290	1979	5975	5975	8929	19244	2758	84	23162	1673	6656	1109	0	14006	9438	2922	0	8328	1290								
604640	8025	0	631	15219	0	16117	0	0	0	0	27788	0	3337		3154	11144	2197	15486	23955	0	496	1189	0	0	1324	3545	2656	94	4869	1000	0	0	0	4465	1000	0	0	1000	745	true							
605571	55074	0	0	8832	0	24656	0	0	0	0	101731	0	0		28105	2873		24656	101731	0	0	10390	0	0	4458	16978	17480	0	21436	0	3602	1266	0	10811	4868	0	0	3602	0								
