"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RIADG377	
1669																																																																0	1605		5526			20717	0		1425	200445	0	0	0	90547	3272		24559	0	3426	1111	2081	27265	56257	7518	14111	13449	20425	24358	29960				0	0					8868	924	41591	5658							0														0				0		0	51								9389													10872			CONF	CONF		
1856																																																															187	3156	1100		2095			8380	0		98	32565	0	0	0	7042	0		11321	198	1172	2329	281	1431	1630	10598	2370	3062	3996	3942	455				0	0					342	5219	797	193							0														12201				0		0	3								384													3569			CONF	CONF		
2161																																																															2050	7850	3761		1935			43467	0		1051	172443	0	0	0	55793	139	52392	12845	721	11064	15503	24630	3554	321	3239	24714	22912	53793	6788	2011				256	86					3532	15190	18017	17439						600	0														30498				1310		0	0							0	695	0	0	0	588	0			3	0	0	0	0	1182	119	0	CONF	CONF		
2732																																																																0	190692		0			52675	2986		0	452649	813	0	10599	24444	119		65506	1372	3831	6634	12425	0	0	65695	41712	125105	181772	13303	0				0	0					534	24824	38546	118453							0													0	0				0		0	37								10													142		0	CONF	CONF	0	
2750																																																																5686	0		19801			3058	0		1227	41435	0	0	0	1011	12		21743	68	157	219	567	0	0	19789	4261	7030	8362	241	741				0	31					0	1624	846	5850							0													0	16760				0		0	1657								321													311			CONF	CONF	0	
3252																																																															0	28319	401		41334			17650	0		4301	103952	0	911	0	145	0		0	38	105	2	0	0	0	26829	51497	10887	5560	7019	0				0	0					0	687	0	4464							0														49846				0		0	873								1607													3260			CONF	CONF		
3458																																																																8369	50		9774			10890	0		0	44731	0	156	0	8632	27		6891	94	691	2695	5062	88	0	1768	4378	12844	13023	3775	0				0	0					605	344	2718	453							0													0	0				0		0	5								1449													1259			CONF	CONF	0	
3720																																																																10870	4007		4265			30032	1483		1496	156207	0	0	96	31941	132		25798	1349	2748	9372	12271	4016	2135	9068	12888	39847	46574	15285	431				0	214					2653	8653	22213	30171							0														70669				542		0	365								3488													4224			CONF	CONF		
3971																																																																16093	49449		5379			163191	32404		0	682995	0	31696	3883	70559	2196		131509	2369	4737	10766	18789	21623	11000	117138	47116	169872	160185	91727	23560				0	300					18118	43457	44900	172200							178														222077				3552		0	247								204													32602			CONF	CONF		
4156																																																																18266	5270		5061			18251	7547		0	162830	0	261	0	50747	436		22022	723	1694	2930	6763	21869	16732	10186	16630	13078	26414	38281	7673				0	0					2210	1629	4766	46756							17														24349				0		0	0								898													732			CONF	CONF		
4231																																																															0	2861	948		489			4083	0		1054	43688	0	0	0	11376	30		12101	835	760	4066	3202	2356	0	2062	8474	11996	9254	167	0				0	0					995	320	9195	9859							0														0				707		0	31								670													1777			CONF	CONF		
5069																																																																4450	15228		0			11311	1686		0	313497	3850	0	0	61872	5236		228905	6420	7936	44103	0	0	0	103146	111404	37067	1784	0	0				0	0					58844	30520	42776	85424							0														45576				3096		0	0								0													0			CONF	CONF		
5135																																																															0	74853	4398		84455			49160	0		1639	355828	0	0	0	64883	906		176957	6332	17092	26250	13511	1487	211	38651	115616	104187	17543	6775	3021				603	0					3030	8853	37060	15490							0														40956				701		0	65								4287													6146			CONF	CONF		
5210																																																															0	77277	48610		5347			243116	97257		66545	1622718	0	0	0	356232	27510		103944	25904	23345	35604	57085	104573	109619	125133	93966	303421	373331	315035	48009				0	5033					17168	37164	311248	322200							506														825196				3653		0	703								683													6625			CONF	CONF		
5461																																																																40241	63393		21905			96264	4150		0	505071	1169	0	9892	32096	550		46339	288	2513	2574	5217	10886	10486	26169	40288	138785	117896	148820	7				0	71					2942	1895	50498	170883							0													0	291739				0		0	7213								65													14074			CONF	CONF	0	
5751																																																																23979	4018		16709			47551	1881		430	152325	0	655	0	26326	296		24460	448	910	1344	3989	7988	11528	16924	13241	21278	27976	29834	14468				0	21					1404	823	7300	16007							0													0	22204				0		0	20								3514													1391			CONF	CONF	0	
6039																																																															0	31944	1518		7757			27973	1658		934	242867	0	0	0	37908	482	8052	35263	1585	2502	8181	11447	6781	7385	49552	32958	39675	42255	28580	8195				493	223					5231	15841	60441	44285						416	0														17992				416		0	921							0	651	0	0	0	0	0			0	0	0	0	0	4607	0	0	CONF	CONF		
6329																																																																4449	13467	0	806	127177	0	127177	5902		731	933712	0	0	0	157522	4383	2240	157848	12171	22928	40358	77636	1515	192	28093	99822	199029	331986	111325	2899	0	0	0	0	1214	0				43430	92419	113087	51633	0	0				0	1353													1639	43868				36	386	0	386							0	248877	0	0	0	0	0	0	0	36	0	0	0	36	68229	0	164	CONF	CONF	0	
7009																																																															0	0	0		0			92581	0		0	390127	0	0	0	0	0		386187	0	0	0	0	0	0	386187	0	0	3941	0	0				0	0					0	0	0	0							0														0				0		0	14775								0													282771			CONF	CONF		
7045																																																															0	5974	0		6416			5123	534		909	87547	0	0	0	44556	198	39099	5671	315	783	2970	2007	4031	34315	1610	5143	11675	12241	4909	6992				431	11					2361	129	4191	6282						0	0														39580				0		0	0							0	5510	0	0	0	0	0			0	0	0	0	0	4922	0	0	CONF	CONF		
7072																																																																1215	18158		143			16655	5513		0	264385	0	0	5	156954	3351		10774	6410	9174	6201	2723	50211	81600	9833	5069	13912	12693	30783	34804				0	2314					2701	7611	21383	27286							678														117419				5910		0	0								0													1101			CONF	CONF		
7456																																																															0	12609	0		37354			10636	0		158	75022	0	0	0	4478	109		37340	73	769	1315	2218	103	0	34395	4235	10571	19194	179	1970				0	17					964	425	2723	3745							0														50437				0		0	66								1124													614			CONF	CONF		
7634																																																																1299	264		7015			7416	0		0	55877	0	0	0	15891	166		11261	188	1023	4537	4638	5463	0	2814	7537	14195	9470	4400	1400				0	0					730	563	2523	12538							0														1318				0		0	299								196													6977			CONF	CONF		
8033																																																																10390	5075		6674			35224	0		0	288705	0	0	0	124209	3585		94518	14681	15831	34962	56497	1970	0	16802	47204	39688	53167	3649	1920				0	0					25499	32349	33061	7051							185													0	125008				0		0	133								1290													4165		0	CONF	CONF	0	
8462																																																															0	9207	0		8449			19858	0		0	57271	0	0	0	8299	0		10829	1619	202	101	43	2331	4003	11807	9525	6809	16516	3187	246				0	0					0	0	2473	1254							0														0				0		0	0								5690													2041			CONF	CONF		
8631																																																																186	0		752			3643	0		939	40094	0	0	0	17933	254		1577	130	194	536	1367	4725	10981	633	620	2706	5276	8816	2595				0	0					0	1795	1197	6755							0													0	0				75		0	60								2450													4130			CONF	CONF	0	
9357																																																																588	20655		0			207563	1026		0	663999	0	18749	0	60	94		367179	0	0	0	0	60	0	97807	312001	110524	101977	41630	0				0	1780					710	0	36964	36499							0													0	260846				0		338553	6								92													660			CONF	CONF	0	
9553																																																															0	36670	2731		38877			10368	0		0	103132	0	0	0	6573	258		38014	663	161	2029	1528	1813	379	39567	1925	7727	21872	16862	7402				0	0					2306	0	2699	0							0														78190				0		0	1200								849													601			CONF	CONF		
9807																																																																0	380744	0	0	151524	0	151524	38361		0	1695409	5099	0	0	266429	16678	64838	344362	10046	12527	23831	40161	84085	88373	187789	216007	423642	249014	355089	398	0	0	0	0	16	0				54467	304512	85240	402101	0	0				4051	3352													0	462402				79870	160	0	160							0	0	23314	11028	5142	10626	25709	0	0	0	0	0	0	0	276	0	1674	CONF	CONF	0	
9955																																																																18061	572		3624			17854	359		0	92917	0	6924	0	2499	0		29283	1000	53	432	730	141	143	12603	15645	32030	26827	3270	0				0	0					8	0	1968	40177							0														31684				0		0	47								405													419			CONF	CONF		
10250																																																																1384	16024		0			135134	11713		0	355668	0	0	0	39682	2583		43109	954	6025	6338	7392	14770	4096	20949	28088	83467	97193	85157	1131				123	270					9068	23293	63063	43488							0														129106				0		0	24								5980													3839			CONF	CONF		
10849																																																															0	18054	11079		6209			11541	369		424	169178	215	0	0	36031	336		25654	2235	10817	9378	13488	114	0	20749	19823	43286	36456	13044	0				0	0					7418	7078	39755	30192							0														0				0		0	33								337													537			CONF	CONF		
11145																																																																2333	0		44			26119	6018		1780	212165	0	0	0	48943	124	7986	27628	1979	6210	7482	11696	20350	837	21770	14429	30885	49947	44531	1248				0	22					1468	5149	48307	18550						697	175													0	24720				1483		0	0							0	3311	0	0	0	531	28			227	227		0	0	49997	0	0	CONF	CONF	0	
11640																																																															0	17815	4691		37464			22394	3200		0	183469	0	0	0	24886	878		51660	1609	1211	3972	2843	7172	8079	21923	31387	36342	34683	22017	10063				0	0					2467	31675	19356	9438							0														75074				22		0	165								4021													5019			CONF	CONF		
11837																																																																1497	6252		39			8396	610		3314	57607	98	0	0	18868	203		9169	479	2752	6138	7710	945	844	2483	3996	17692	7985	6681	0				72	171					725	3059	7471	6287							0														265				0		0	64								253													424			CONF	CONF		
12030																																																															0	57596	1154		3271			48724	0		0	330148	0	0	0	67980	355		59902	2382	5307	27382	10464	21125	1311	27212	57010	107072	43307	21118	2971				465	144					3683	8325	93903	20668							0														0				0		0	1764								11946													10170			CONF	CONF		
12142																																																																3194	7781		1902			28578	1007		0	130897	0	236	0	36019	1335		32104	3215	2985	11407	17103	1086	223	9028	16876	17960	34258	15568	1188				0	0					3343	8425	3927	22959							0													0	0				705		0	0								4450													7741			CONF	CONF	0	
12311		129282	1294676	1918234	72612	25374450	57143	6758355	0	913035	81701074	0	363873	15185413	148666	10748977	32269193	1810205	8996035	10976713	9982017	2069107	0	13157	62	0	490326	535538	401648	0	5976			205740	1036372	4153656	3547582	0	2294082													44133886	591047	0	12662883	74350	0	69267	0	0	0	4508162		129282	1294676	52778	72612	25374450	57143		6758355	0	913035	81701074	0	2294082		15185413	148666	7404556		167683	402011	436431	1125700	8582023	4367823							13157	62	490326	535538	401648					205740	1036372	4153656	3547582						369677	59760																			1074802	790654									12662883	0	14051	3690	31098	28914				0				4508162		20873	CONF	CONF		
12647																																																															0	13038	10311		4678			19047	1420		2860	111045	0	0	0	27863	114		19296	4511	5457	9407	2433	5877	71	12208	11427	37698	12636	9148	0				306	29					1576	2341	6573	20382							0														82797				0		0	2								202													303			CONF	CONF		
12656																																																															0	1123	0		808			1494	0		0	11555	0	0	0	6259	0		1540	0	298	103	283	3606	1874	53	1192	1022	1540	1297	192				0	0					254	0	268	116							0														0				177		0	3								917													313			CONF	CONF		
12946																																																																75431	25507		20856			272344	0		4876	1383442	0	0	0	272726	8148		467194	19752	27878	85783	112122	15595	9043	212189	232882	316038	255507	75506	5777				1600	0					14108	111542	179363	375493							680													0	862368				42		0	407								7349													13692			CONF	CONF	0	
13103																																																																0	96629	0	0	284162	0	284162	34320		0	2075298	0	0	0	684639	7721	91999	40533	11641	9935	19586	23349	141743	476405	197178	57885	251802	414573	236509	231603	0	0	0	0	53	0				30406	59297	288113	293447	0	0				2954	280														924828				7835	1753	0	1753							0	289194	0	0	0	406	1774	2691	0	10	0	0	0	0	5564	2691	986	CONF	CONF		
13251																																																																3511	0		2277			4477	0		0	36788	0	0	0	11702	501		11279	317	1064	2180	7243	0	356	2812	7086	5330	8720	494	141				0	0					2215	1100	709	6353							0														0				30		0	0								1630													2313			CONF	CONF		
13457																																																																5027	0		2647			581	0		0	8632	0	0	0	4	0		310	0	0	4	0	0	0	2658	2134	262	1266	1048	1260				0	0					0	0	165	0							0													0	0				0		0	0								87													121			CONF	CONF	0	
14155																																																															0	54823	1169		31702			16260	3780		50	222056	0	0	12432	56848	612		84000	4194	15472	10135	17115	6604	3083	22275	42458	42446	48676	6852	1247				0	0					15948	8862	16084	10446							13														142615				1477		0	400								1781													3291			CONF	CONF		
14650																																																																86	0		730			12841	0		0	34827	0	0	0	1914	0		2107	0	122	93	277	390	1031	406	2037	2657	4435	21722	1524				0	0					0	0	1449	457							0														0				439		0	40								2752													14558			CONF	CONF		
14753																																																																3595	0		12077			3648	0		55	21427	0	164	0	712	0		7833	106	273	133	200	0	0	1516	7234	1761	6480	3724	0				0	0					0	0	700	90							0														0				0		0	0								186													200			CONF	CONF		
14865																																																																128292	9477		112233			131394	963		10330	513743	3786	0	0	20633	1297		117814	1249	2753	2102	5244	5198	4087	40912	81599	75202	113356	75332	102702				1028	1124					10488	13032	40520	35170							0														139454				179		0	70								330													1148			CONF	CONF		
14977																																																															0	8457	0		9553			6256	0		0	39387	3	0	0	8135	185	1876	5669	313	535	97	964	5937	288	4318	4543	2844	8403	9760	1388				0	0					0	0	175	1750						0	0														0				0		0	1							0	3026	0	0	0	0	0			0	0	0	0	0	1852	0	0	CONF	CONF		
16551																																																																6750	444		3641			23746	8840		1715	239490	0	661	0	68376	755		20393	1738	7859	16981	17921	20312	3014	13299	12706	46265	43621	49238	4889				485	72					7703	63840	11130	30192							0													0	59362				334		0	0								3070													8070			CONF	CONF	0	
17110																																																															0	0	0		0			802	0		0	62981	0	0	0	65	0	65	24082	65	0	0	0	0	0	62916	0	0	0	0	0				0	0					0	0	0	0						0	0														6580				0		0	1376							0	0	0	0	0	0	0			0	0		0	0	60738	0	0	CONF	CONF		
17147																																																															0	182405	775500	0	63226	2876212	0	2876212	463202		650969	9322658	0	0	0	1244213	19027	76907	1491309	136776	100277	83373	97563	599261	220627	4294129	297607	1050443	1112710	676871	595097	0	0	0	0	15707	1115				43679	497545	950038	1403332	0	0				429	3262														1624876				429	25147	1634	25147							0	65987	0	0	0	0	0	0	0	0	0	0	0	0	44835	0	24	CONF	CONF		
17259																																																																3517	0		1253			5258	0		1599	31976	29	36	0	8259	6		14108	1073	2027	2549	2368	23	175	6578	4430	3990	5233	3514	0				0	0					702	850	0	5569							0														7521				0		0	3								1486													3467			CONF	CONF		
17950																																																																69768	0		36844			51941	3079		1269	311736	0	185	87	51506	2054		49731	1702	3813	9253	17659	11779	7066	19242	24977	35379	73298	48443	57132				0	169					5140	9119	39431	28279							0													0	118685				480		0	27								6299													6626			CONF	CONF	0	
17978																																																																827	5184		8			0	582		0	133231	0	0	0	101178	2198		2740	90	513	429	582	14807	84757	252	2163	1106	2070	9455	17007				0	3					8456	4292	3859	4789							52														101178				0		0	20								1259													576			CONF	CONF		
