"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RIADG377	
236256																																																																7349	0		4964			4339	0		0	23281	0	0	0	3978	0		3191	277	1868	1611	83	119	0	3548	7900	2799	4809	247	0				0	0					37	348	0	750							0													0	0				0		0	37								895													584			CONF	CONF	0	
236603																																																																39524	4209		2449			29573	14578		0	202302	0	0	0	79099	2990		1989	205	333	2283	2177	16736	56340	27639	2782	9399	13468	26904	42797				743	60					657	14	19579	5537							108														48460				0		0	6								716													2568			CONF	CONF		
236706																																																															5200	3349	1178940	0	0	1082367	0	1082367	45623		8033	4440335	0	312542	0	506208	4686	286851	271839	25368	68343	55904	87383	124081	143025	1293328	182815	961273	644965	724470	111985	5200	0	0	0	29740	0				5115	17964	241094	973094	0	312542				160	0														2677941				197	4172	22077	4172							0	44	0	0	0	0	0	37	0	0	0	0	0	0	87	37	4239	CONF	CONF		
236957																																																															0	0	0		0			21609	3952		511	163425	0	0	0	27180	821	0	26387	1794	3263	4925	10415	4909	1874	12198	13082	32125	65450	12918	0				55	40					4272	0	76316	16911						0	0														22103				297		0	4							0	6077	0	0	0	297	0			0	0		0	0	5677	0	0	CONF	CONF		
237066																																																															0	22476	1317	0	7181	327176	0	327176	0		0	830919	0	0	0	203706	1698	1202	34381	841	322	1665	1602	27886	170669	318110	45702	79024	86659	74796	15908	0	0	0	0	89	0				20837	91653	36618	112368	0	0				0	0														0				133	0	0	0							0	1609	0	0	0	0	0	133	0	0	0	0	0	0	4191	133	0	CONF	CONF		
237619																																																																0	80839	0	0	219887	0	219887	39822		6964	1161856	0	0	58274	327859	37201	57170	167091	9974	6333	15946	37684	60091	192771	486449	34434	112731	125900	48641	14073	0	0	0	0	2807	0				10561	82209	84207	264333	0	0				0	2107														442207				0	4272	0	4272							0	587	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	CONF	CONF		
237954																																																															0	7326	990		1170			6451	0		476	97781	0	0	0	24851	267		7998	1303	3096	9528	10574	350	0	5961	27940	12059	18960	7114	73				388	0					936	16865	16478	10116							0														0				0		0	2060								5724													3683			CONF	CONF		
238139																																																																8312	5539		1621			20995	8122		2183	117204	0	0	0	37795	1890		14569	1767	1777	2004	7639	13029	11580	3210	9663	19642	34411	10455	666				0	0					5583	6403	7684	7850							0														28319				1107		0	5								1619													1603			CONF	CONF		
238250																																																																10765	0		9838			4852	0		0	26867	0	0	0	70	0		10582	0	2	28	25	17	0	9325	1257	5233	9600	1100	280				0	0					0	0	0	590							0														0				0		0	0								575													177			CONF	CONF		
238737																																																																0	31670		0			24361	0		0	292418	0	0	0	81096	0		9766	366	587	1394	6399	17539	54624	10068	5493	22461	54991	118183	0				1061	25					2638	0	39761	111156							186														36497				1792		0	29								0													621			CONF	CONF		
239556																																																																224	744		100			94292	10141		30	367284	168	0	0	74821	2266		65861	3727	5213	28851	26639	3972	4519	25196	32049	99224	107500	25731	0				0	197					13954	2766	89196	31659							72														57168				5569		0	261								32656													14145			CONF	CONF		
239613																																																																315	30909		0			259601	20126		46891	932210	116	0	0	170199	8279		88625	7046	4078	8116	20010	68725	61660	221912	21554	159525	261076	88859	4922				0	258					7629	49228	124345	130344							0													0	435730				6962		0	314								79894													3994			CONF	CONF	0	
239659																																																															0	10270	14421		2459			110741	0		1234	483777	0	0	0	161594	3033		90581	49967	15104	18366	32385	3555	40979	67619	33023	87913	108891	15081	6654				0	0					33524	29488	45047	67050							0														187811				65		0	382								2086													2448			CONF	CONF		
239752																																																																22491	117		28184			9115	232		42	65199	0	0	0	111	0		18109	0	111	0	0	0	0	24227	5522	5688	13987	10356	5308				0	10					0	0	309	3305							0														22396				0		0	82								680													521			CONF	CONF		
240954																																																															0	1617	2514		0			20721	1773		0	75870	418	0	0	6722	512		11317	105	191	89	0	3217	3120	5946	7896	6661	12635	23269	13158				0	0					1634	4483	28113	3839							0														0				0		0	3								3429													928			CONF	CONF		
241009																																																																750	1260		734			12609	1970		64	63482	0	0	0	29891	31		4656	0	64	373	847	11462	16029	6088	539	5118	11556	9372	166				366	119					434	0	4931	0							0														0				0		0	26								4069													6228			CONF	CONF		
241157																																																																29065	4668	4174	8686	77331	0	77331	10160		118	521879	0	3529	4130	161957	5215	93394	85892	14270	36429	20819	39816	42120	6718	33729	80534	48756	124709	49288	17249	0	0	0	0	69	0				41388	17856	39142	74217	0	3529				262	190													0	182048				381	1490	0	5664							0	20178	0	0	0	0	107	12	0	0	0	0	0	0	22636	12	9	CONF	CONF	0	
241559																																																															0	31274	396		28493			30355	1915		1211	124991	0	0	0	6684	179		39858	153	513	1718	2381	1048	871	32823	6369	20096	34537	18927	4212				0	0					1665	0	8685	12429							0														27598				0		0	14								545													1146			CONF	CONF		
241607																																																															0	0	93835		307			190708	68179		3454	1100856	0	23411	32	228463	1582		70336	4289	7698	18380	12619	74911	106036	169767	13447	81224	176327	417294	6030				0	84					13408	39013	128024	307338							0														639268				1286		0	26								1142													1882			CONF	CONF		
242257																																																																16732	9333		6395			54389	6770		609	288483	0	0	0	74910	701		56011	1219	5589	29246	10647	7728	20372	25049	35396	56023	51929	39252	5774				0	0					15065	14911	55110	25743							0														55160				424		683	1017								3837													2278			CONF	CONF		
242444																																																															0	870	141670	0	0	85465	0	85465	18274		162	966870	0	0	0	135423	6605	70441	140223	12977	27026	39249	32556	19939	1812	148512	78627	279372	317153	4854	0	0	0	0	0	188	70441	0			12573	28370	129566	404371	0	0				7181	193														0				9678	0	0	0							0	824	0	606	0	1278	600	0	0	13	0	0	0	13	2509	0	0	CONF	CONF		
242949																																																																3164	199		1256			19343	435		1047	59877	0	0	0	6255	253		9747	629	469	1902	2740	321	194	5133	3650	14451	24413	5020	955				0	29					1073	7	9189	17015							0														0				0		0	5								301													306			CONF	CONF		
242958																																																																0	0		0			26179	2629		0	84440	0	0	0	20863	124		11153	360	665	2962	3642	10636	2508	4330	6208	13162	27567	11631	273				31	149					1196	1677	18836	476							0														0				1133		0	0								5072													7208			CONF	CONF		
242976																																																																18166	17038		1809			67660	15701		95	620379	0	0	794	242350	6454	46539	59254	5211	6652	17512	31426	71407	108648	41150	30757	71526	91394	93156	43704				0	142					7144	17690	96028	113428						4284	334														105099				6071		1722	0							0	340	0	0	0	137	1597			53	0		0	0	14612	0	0	CONF	CONF		
243375																																																															0	0	28		0			9015	0		0	28854	0	0	0	598	209		12447	123	96	182	93	0	0	9605	2623	11606	1589	1713	28				11843	2301					0	71	109	1796							0														0				128		0	2500								12													372			CONF	CONF		
243414																																																															4262	5239	2647		3729			45814	16701		0	192969	0	0	0	16499	190		14003	837	881	4025	4276	2251	4202	13587	10884	39164	56054	33071	22930				577	0					3908	2106	52644	36565							109														62133				570		0	0								1046													1042			CONF	CONF		
243955																																																																2730	0		4309			46598	0		733	80379	0	0	0	1495	50		3027	627	69	165	459	111	0	30686	1321	20367	21650	4134	0				0	1					524	0	18362	5431							0														47539				0		0	0								131													15			CONF	CONF		
244037																																																															0	6344	3498		3818			16998	937		1892	98036	0	0	500	27992	550		20707	1243	419	6244	3806	12716	3490	10188	9225	13687	23329	12494	925				0	3					3564	4404	14410	8065							0														18616				0		1000	0								1577													2984			CONF	CONF		
244149																																																																15656	970	0	16355	28850	0	28850	273		0	425724	284	0	0	328074	1396	12644	326422	309850	3281	489	983	3614	8095	9191	19065	13505	16165	17433	22530	0	0	0	0	0	0				2127	4354	3109	21108	0	0				1285	1267														307813				1494	342	0	342							0	505	0	0	209	0	0	0	0	0	0	0	0	0	2889	0	0	CONF	CONF		
244158																																																															0	29562	4666		40359			20300	638		1570	209329	0	0	2775	4588	62		68293	21	260	706	326	2977	0	37302	30710	40433	72206	19624	3508				0	5					0	15398	0	77077							0														13330				1969		0	11017								2882													1205			CONF	CONF		
244251																																																																26143	15580		32239			68143	1162		3365	268237	0	0	0	26924	1047		33755	500	2532	11181	10392	1292	992	21239	21569	54772	45591	81801	9112				828	80					4690	6620	22764	39381							0														0				1046		0	79								13053													6139			CONF	CONF		
245016	992584			0	0	51317	0		0	0	1086136	1642	0			317638	175432	107939	273619	335608	17618	0	0	0	0	0	36630	0	0	0								0	0													509013	0	0	0	0	0	0	0	0	0	7247		0	73700	0	0	51317	0		0	0	0	1056446	1642	0		171213	565	24133		20879	13388	39427	94901	2292	0							0	0	6940	0	0					0	0	183757	563349						0	0													0						0	0									0	0	0	0	0	0				0				7247		0	CONF	CONF	0	
245276																																																															0	18878	27870	0	8375	1179858	488	1180346	27652		99166	6634054	0	31344	0	2226504	19170	40928	688367	51053	3549	16372	18092	549320	1503537	1356888	135403	758956	1176831	860468	26939	0	0	0	52067	18344	0				838	71938	468142	502715	23482	7862				79469	26570														2421067				103666	20238	18763	20238							0	1541157	0	208	0	4215	12593	3051	0	4130	0	0	258	3872	300547	3051	0	CONF	CONF		
245351																																																																28393	0		9460			45119	0		947	184246	0	0	0	19247	181		33333	3145	1855	3244	7152	3800	51	53496	18131	25476	43625	22647	0				0	23					6125	9768	15527	47493							0														10055				2231		0	9								565													1389			CONF	CONF		
245557																																																															0	82	28444		798			109800	15118		6623	631529	1902	0	13936	208874	4808		85223	5750	18475	35563	69533	32434	46431	35422	46565	124696	143157	54798	14278				0	188					20257	15442	143598	32383							282														177409				2602		0	890								25158													20968			CONF	CONF		
246022																																																															0	341	3663	0	0	42409	0	42409	39258		0	335754	0	0	2180	88376	2822	2923	102906	12716	25416	5922	27475	44	16221	71460	33472	50434	67904	23577	0	0	0	0	0	376	0				11738	32275	50582	32252	0	0				581	0														93163				5344	27947	0	27947							0	322	0	652	0	552	2662	855	0	42	0	0	0	0	3393	855	0	CONF	CONF		
246134																																																																13130	8884	1091	8340	63228	0	63228	2766		3204	358812	0	0	0	105226	3966	1663	69936	3332	11107	31892	49689	9124	5	19335	41184	46738	99804	43535	2719	0	0	0	0	290	0				8804	13207	45758	52462	0	0				346	0														0				446	915	0	2006							0	10714	0	0	0	0	0	0	0	100	100	0	0	0	16827	0	0	CONF	CONF		
246237																																																															0	2015	0		439			5543	36		0	12587	0	0	0	3102	54		783	0	115	362	734	1289	602	374	428	1707	3963	3013	0				80	0					0	0	30	94							0														0				0		0	7								466													721			CONF	CONF		
246451																																																															0	4775	370		1663			18866	426		0	81089	0	0	0	22302	2318		14327	335	897	1754	4777	4369	9945	7135	8366	8600	13517	4777	16358				0	0					6459	4858	6788	8473							0														25392				0		0	74								2647													1070			CONF	CONF		
246657																																																																0	0	0	0	114317	0	114317	2613		0	238766	408	0	0	19547	0	334	39262	27	599	5705	1915	581	10518	66877	36272	50602	56696	6911	1599	0	0	0	291	0	0				0	16073	58624	27049	0	0				55	0													0	82916				55	62	0	62							0	185	0	0	0	0	0	0	0	0	0	0	0	0	413	0	0	CONF	CONF	0	
246947																																																																1462	1037		322			12508	62		405	44326	0	0	0	18050	171		3306	1330	4546	617	339	3290	7751	1295	2819	8223	7134	3115	3672				0	15					519	0	589	1066							0														17398				116		0	0								4260													3860			CONF	CONF		
246956																																																																59745	364		87881			44667	0		0	275251	10	0	0	8741	0		80568	297	507	2097	1084	3538	1218	52219	49617	18639	38869	49891	45854				0	0					0	2731	5157	60016							0														29506				6538		0	24								3676													2259			CONF	CONF		
247140																																																															0	4518	128772		564			150940	20143		3093	1195887	0	0	11635	170607	10705		198665	15759	13657	27409	68854	17566	26569	194339	122583	235925	378477	79439	14169				1068	670					42738	138892	190780	331205							0													0	623606				543		891	26								275													0			CONF	CONF	0	
247355																																																															0	27741	14538		6682			130269	0		441	835924	15	0	0	109734	2662		189234	11130	38643	8932	1266	7776	41612	95475	171953	136802	111237	98681	103453				0	14					79004	169467	81548	191918							0													0	337040				210		0	171								7143													14607			CONF	CONF	0	
247476																																																																69	8988		0			286	1399		0	48183	131	0	0	25880	0		704	91	9100	126	140	6556	9747	1628	3692	891	744	6339	9140				384	18					2178	6408	1795	0							0														17654				134		0	1								258													650			CONF	CONF		
247551																																																															0	24027	6369		12650			44950	9917		47	216303	596	0	0	23860	2832		34576	1709	3434	3198	7005	4047	4466	10149	25325	30889	31372	43688	51378				0	66					9122	11511	48280	20088							0														21079				89		0	708								1086													1386			CONF	CONF		
247908																																																																24	33347		92			133822	51280		3677	1168329	0	0	0	290340	30554		27356	3586	9178	10392	14709	74691	177346	60355	76742	195075	171595	231923	141696				0	42					13671	82450	158576	364998							51													0	257080				3779		0	4500								59													897			CONF	CONF	0	
248240																																																																107196	20374	32006	45213	277829	0	277829	14265		17030	1029049	0	0	0	89462	11228	7132	255988	4364	9442	12989	42919	11700	8050	182977	108772	237211	309227	64240	12587	0	0	0	0	448	0				37026	68251	144141	157115	0	0				0	0													0	363597				0	0	250	32006							0	2080	0	0	0	0	0	0	0	0	0	0	0	0	5135	0	0	CONF	CONF	0	
248352																																																															1671	27479	1908		18520			25418	0		476	105272	0	0	0	6746	232	0	24216	79	993	734	4037	578	324	18725	5491	21597	37659	12419	2638				0	11					529	3515	10297	6011						0	0														12002				0		0	0							0	2055	0	0	0	0	0			0	0	0	0	0	404	0	0	CONF	CONF		
248455																																																															0	9440	3760		5279			46631	306		1926	172605	0	0	0	11974	319		13356	352	1215	2469	6759	991	189	6499	7128	37138	37515	51189	21095				501	8					211	2118	48861	36758							0														13267				0		0	188								2344													1981			CONF	CONF		
248633																																																																2321	1122		508			22091	0		7653	203679	0	0	0	50761	664		59596	3987	9447	11267	25105	955	0	16029	30148	44537	56962	3141	2066				0	0					15795	9932	36054	46077							0													0	27062				2103		0	1								2586				2103									8114		0	CONF	CONF	0	
248745																																																																5238	10356		178			45088	6686		7883	209282	0	0	0	46877	2101		38497	4287	7299	12886	20120	2285	0	56712	16175	34837	31248	22661	559				0	4					3278	22625	29525	27979							0														37243				1003		0	2								923													539			CONF	CONF		
249416																																																															0	0	1010		5583			2835	1613		888	85576	0	0	888	62386	758		1205	158	138	811	1828	30324	29060	5611	297	1318	3159	8162	4634				0	75					715	0	4287	4141							25														0				0		0	1								91													1193			CONF	CONF		
249612																																																															176960	0	3174861	0	0	1748776	3016052	4764828	9131		0	10546167	0	0	0	79572	187	25734	1291615	2738	21921	20544	11255	21813	494	4496784	568176	1298488	1027982	2957434	5353	0	0	176960	0	713	4887				0	0	316	2076238	0	0				454	228														1321545				454	10994	236795	10994							0	0	0	0	0	0	0	0	0	0	0	0	0	0	15572	0	5617	CONF	CONF		
249658																																																																0	527		0			25433	38		0	49804	0	0	0	8187	321		6187	867	1544	1107	1243	1639	1708	1158	4643	11311	14751	9562	192				0	106					2081	400	7343	4424							0														16967				0		500	62								31													351			CONF	CONF		
250430																																																																520	0		200			7188	1217		732	45774	0	0	0	13064	0		10879	888	325	4231	7491	129	0	4069	6706	5808	12521	3606	0				0	929					2891	1083	45	11131							0													0	0				0		0	189								1332													5253			CONF	CONF	0	
250476																																																																0	4054		0			1675	507		0	50664	16	0	0	19832	323		6400	2618	2214	761	246	4470	8252	6886	125	5823	8511	2363	6456				0	0					1284	0	5001	17514							653														0				2287		0	0								0													490			CONF	CONF		
250850																																																																7302	218		6643			9722	0		793	41698	0	0	0	6408	221		8816	577	1534	2217	672	1005	403	2941	6476	9802	6981	7642	1447				0	0					523	6	7244	587							0													0	3217				0		0	7								1334													690			CONF	CONF	0	
251352																																																																46983	3035	0	58933	93723	0	93723	801		3911	313306	0	0	7	14391	10	9175	97550	270	881	2665	2070	5419	3086	57347	39052	26573	60642	62023	36920	0	0	0	495	1	0				0	19379	5025	48603	0	0				0	0														14990				0	508	12000	508							0	665	0	0	0	0	0	0	0	0	0	0	0	0	4843	0	0	CONF	CONF		
251558																																																																814	2309		0			67535	8059		1597	197688	862	0	0	35533	2412		27167	2151	6837	5782	6388	3998	9879	12746	15696	43009	60698	16154	12828				256	80					3894	5247	44765	17608							0														24272				3311		0	845								3989													3607			CONF	CONF		
251745																																																																23422	1402		33209			39524	0		2068	223092	0	0	0	33098	380		69789	1576	6272	6390	16478	2081	0	37662	30629	44961	70637	5226	0				935	500					15127	13058	14353	38632							19														0				0		0	169								900													6315			CONF	CONF		
251857																																																																526	0		15916			4585	0		0	23261	0	0	0	338	0	0	2202	0	18	138	142	40	0	3169	6274	4722	7345	1413	0				0	8					0	0	23	0						0	0														0				0		0	0							0	1385	0	0	0	0	0			0	0	0	0	0	480	0	0	CONF	CONF		
251978																																																																14119	2803		4559			48277	769		0	332646	277	0	0	114385	2533		86174	8748	19833	27422	50213	5534	657	25359	32234	58017	88959	12207	0				0	0					5445	7159	71589	24826							0													0	138078				769		0	0								5732													30727			CONF	CONF	0	
252041																																																																73648	32633		10938			48811	8800		1727	386688	18	58	0	57799	1845		43393	890	2498	10028	14558	21349	8476	24596	22758	50568	131544	85106	14195				0	6					8668	15446	45360	69505							0														106311				0		0	5160								1997													4305			CONF	CONF		
252452																																																															0	9782	0		2784			4010	158		0	39694	0	0	0	12687	44		8550	250	1102	912	1694	5425	3285	1538	8225	7938	4643	2774	1883				17	0					938	110	5806	340							19														10023				0		0	759								1474													785			CONF	CONF		
252658																																																															0	902	14440		0			32481	7949		0	194093	0	66134	0	20049	583		57777	1952	5226	8337	1999	0	2405	17665	33093	62801	59250	1235	0				0	14					9677	4393	21210	14759							0														42784				0		0	6								1098													398			CONF	CONF		
253356																																																															0	45	9331	0	0	141915	0	141915	0		0	839087	3391	0	0	60591	5467	0	78224	1407	1090	4480	9485	40818	2961	26903	51321	169526	252597	234908	18656	0	0	0	0	13	0				10751	119279	153839	333192	0	0				0	0														0				9967	0	0	0							0	3345	0	0	0	0	9967	0	0	0	0	0	0	0	4710	0	0	CONF	CONF		
253468																																																															0	17891	360613	0	17594	340043	0	340043	2764		11090	2514688	0	0	14991	159121	5866	479	51074	440	15	796	669	37419	119757	202070	20706	339984	405710	1371591	15508	0	0	0	0	165	0				0	16664	138029	1422317	0	0				0	0														1453833				0	22267	0	22267							0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	CONF	CONF		
253646																																																																33614	0		12056			58425	3407		2397	187141	0	0	58424	11839	514	2602	59795	1156	566	2045	3659	4026	387	32262	25811	47822	43983	24552	872				545	12					376	0	58829	3457						0	0														0				0		0	0							0	385	0	0	0	0	0			0	0	0	0	0	1285	0	0	CONF	CONF		
253730																																																																18409	0		4108			17568	1075		0	63990	0	0	0	7851	609		48820	1214	4030	2273	139	0	0	8770	35103	9922	327	1172	0				0	0					207	297	7447	2567							0													0	539				0		0	298								609													2945			CONF	CONF	0	
253776																																																															0	371	231		0			0	0		0	7958	0	0	0	5967	71		3869	1924	1924	9	26	234	1764	0	21	300	287	476	807				0	0					0	4	177	0							0														1929				0		0	0								544													593			CONF	CONF		
254317																																																																0	6779		0			66119	0		0	124053	0	0	0	1721	0		13075	0	0	3	92	1626	0	76536	3350	14512	24197	2563	0				0	194					0	0	0	41523							0													0	0				1869		0	2726								147													4844			CONF	CONF	0	
254504																																																																2142	18774		2150			27820	11728		860	192908	0	73	0	35795	1913		18278	295	314	1974	2303	17657	12921	35577	8736	24788	35175	36339	1153				0	889					618	9914	33451	44895							0														9189				3797		0	464								386													1036			CONF	CONF		
254849																																																																0	10339		0			35626	3905		0	162664	162	7389	0	37334	1787		17344	1285	3486	6152	10039	14755	1259	35174	9049	30022	47360	3762	0				0	0					0	1055	22874	20506							0														87826				128		21858	7								95													51			CONF	CONF		
255350																																																															0	0	12506		0			13736	990		220	89558	0	0	0	17329	101		22166	753	1939	1917	10223	1516	958	8926	11121	17725	33127	1323	0				7	16					2470	6336	12927	22500							0														0				13		0	4								178													238			CONF	CONF		
255547																																																																6210	1103		1750			8927	1911		0	65994	0	0	0	24537	332	702	14181	3188	5730	4626	9177	1662	52	2125	3882	17817	11765	5315	11				0	4					3569	1967	7503	4095						343	0														22207				712		0	31							0	2761	0	0	0	190	0			28	0		23	5	1294	151	0	CONF	CONF		
255556																																																																2327	894		652			14804	0		0	151105	0	0	1226	65352	897		19925	1071	1724	2360	2561	23796	33840	12109	9666	21088	12604	17127	13159				0	50					4576	12616	20914	22232							0														23699				0		0	42								2777													2972			CONF	CONF		
255574																																																															0	0	20581		0			185721	74987		0	722113	0	0	0	254939	4074		154092	7649	28430	40313	30363	33161	113655	34105	118361	60282	119994	119012	13058				1363	2326					0	33446	24804	115747							1593														34330				1303		1309	582								266													1968			CONF	CONF		
255659																																																																229808	148157	11	121896	498382	0	498382	78014		40034	3420137	18042	1497	271	598071	16377	331359	330683	20277	35108	78399	157857	200023	105024	228679	198569	507677	666802	962506	259926	0	0	0	1437	952	0				121361	197397	419167	907822	0	1497				368	0														1747173				526	25577	0	25588							0	15418	0	0	0	133	0	25	0	0	0	0	0	0	16801	25	1809	CONF	CONF		
255873																																																																0	37552		0			2679	7533		0	142765	0	0	0	70412	1149		14522	3384	7054	8928	42398	6973	1592	6497	11157	12138	36227	6294	39				0	0					87	0	6916	15982							0														76622				114		0	3								449													3			CONF	CONF		
256049																																																																119	0		0			2257	0		0	5070	0	0	0	1841	0		409	1	15	1569	228	0	0	148	245	901	1577	358	0				0	0					288	64	0	367							0													0	0				0		0	0								77													57			CONF	CONF	0	
256058																																																																11079	9417		23639			16832	0		0	325371	18	0	0	85232	2452		76353	4363	7172	22199	37488	6893	7116	29733	35102	35747	68094	40374	31094				572	64					5921	14071	63664	67994							0														58706				0		0	7830								8894													7728			CONF	CONF		
256076																																																																7732	2010		2649			3185	0		0	90839	0	0	573	57522	407		3824	1336	2917	1260	2309	14491	34420	1915	3482	1748	6011	10003	9983				0	3					1371	403	2405	10969							0													0	56859				116		0	0								1141													1042			CONF	CONF	0	
256179																																																															0	5840	612		5394			17473	0		0	64809	455	0	0	10316	817		12700	3244	4968	283	425	857	539	9557	25231	6792	10483	1903	872				0	0					2448	5476	8544	3314							0														0				0		0	175								3696													1159			CONF	CONF		
256553																																																															0	559187	110104	0	338724	429596	0	429596	16180		0	2272875	0	0	724	84941	8746	21027	554831	931	4773	18068	25331	12558	22463	442884	198204	549077	756839	183592	33165	0	0	0	0	13836	0				17176	82650	207449	329825	0	0				76	0														335610				27750	2694	0	2694							0	22639	0	0	1776	1540	618	3848	0	19892	19213	654	0	24	49128	3848	0	CONF	CONF		
257233																																																															1771	4395	41642		834			76468	11261		4179	444463	69	0	0	63966	4631		86204	2482	5988	11328	25092	18105	585	51162	52527	56800	136520	78559	4719				1671	656					12714	68856	49767	94982							0														19229				2305		0	0								1244													5495			CONF	CONF		
257345																																																																34928	0		7051			19085	786		2778	135105	0	0	0	40115	492		14247	1503	1594	6629	5968	17280	7024	4838	9956	20062	33290	22630	4105				0	0					1217	94	18029	6137							0														38010				0		0	8								2510													1875			CONF	CONF		
257578																																																																2278	8952		452			8739	25530		0	342195	0	0	0	232529	3144		2063	5350	25028	13341	14696	46971	122109	3255	1561	3968	9516	13093	77940				0	75					37025	9566	4313	8436							382														131976				382		0	925								0													231			CONF	CONF		
257653																																																																3209	0		9656			2196	0		0	21228	0	0	0	489	0		8339	0	7	14	13	455	0	2491	5855	2353	5750	2839	1451				0	0					0	0	0	1484							0													0	0				0		0	13								2685													1496			CONF	CONF	0	
257756																																																																7350	1219		1881			50294	7515		0	188613	0	0	0	15704	2088		23667	159	2429	5703	2218	2150	3045	45731	20752	24700	47048	13668	14997				0	54					6289	11975	27745	20578							0														30150				0		0	44								1255													34622			CONF	CONF		
258146																																																																6177	261		3904			5498	11		60	27000	0	0	0	7474	18		6561	1091	369	1851	176	2330	1597	2959	2614	7897	4801	489	721				0	0					0	0	0	1699							0													0	7485				3		0	79								1095													724			CONF	CONF	0	
258306																																																																0	15839		0			60427	16196		0	412287	0	0	0	177342	7278		7513	1202	6100	5087	9490	73425	81279	10470	15431	52349	69448	44387	41635				0	88					16698	5441	57129	41767							175													0	261424				1005		0	939								11616													1527			CONF	CONF	0	
258379																																																																1101	0		0			1649	2704		0	75256	340	0	368	52328	0		2080	3137	7163	154	123	5405	35237	6410	3780	1828	2879	3014	5290				0	54					5069	1532	3827	6438							140													0	48800				1968		0	26								129													739			CONF	CONF	0	
258445																																																																25144	46961		2795			58502	4286		1750	498326	0	0	0	29968	5569		78279	5618	3143	4940	13950	573	1013	20237	55797	138735	194571	55191	362				0	39					4768	34529	46047	235337							0														39219				1844		0	379								105													2147			CONF	CONF		
258539																																																																30652	0		16813			10227	318		15	81934	0	0	0	14682	165		8623	243	96	195	310	8710	5127	3630	6762	12922	8518	24525	10478				0	0					0	0	2019	2071							0														865				0		0	42								3880													1050			CONF	CONF		
258771																																																																14730	1669509	0	11951	735971	0	735971	353930		0	5764170	0	0	0	1199179	5759	620536	616173	350750	53483	62994	215011	255592	255766	959387	333953	476615	347697	1184072	1247309	0	0	0	0	3182	0				329193	201073	458655	766002	0	0				50337	2344													350344	2038483				50369	873	8786	873							0	983	0	0	0	0	0	32	0	0	0	0	0	0	4394	32	0	CONF	CONF	2745	
258874																																																																160	0		0			935	1825		0	56826	427	0	0	50388	568	44782	169	201	2594	7024	6022	32423	1907	73	342	1146	1909	3386	0				0	21					0	45	321	0						0	0													0	48296				0		0	0							0	2184	0	0	0	0	0			0	0		0	0	806	0	64	CONF	CONF	0	
259059																																																																16164	0		10113			6021	0		0	61777	0	0	0	9985	18		8680	608	313	2660	4003	2401	0	7061	2048	12183	14365	14686	1373				0	0					195	5593	5117	6263							0													0	13597				0		0	7								1897													404			CONF	CONF	0	
259330																																																																671	54491	0	0	55734	0	55734	19657		12807	666705	3792	6658	0	63136	248	30613	93289	5814	4344	10883	7198	9074	24773	78392	28870	105097	101315	288217	4011	0	0	0	0	21	0				648	54452	125884	63965	0	6658				12	0														63636				49	66	0	66							0	9605	0	0	0	0	0	37	0	0	0	0	0	0	202454	37	0	CONF	CONF		
