"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
5461																																							54898	16658	203613	0	80	13039	0	16801	803456	714500	6867	726367	0	6704	5000	0	77089	2059	803456	0	0	68318	0	0	4241	0	299000	415500	2b	1231	0	505071	498367	2471	0	0	0	0	77089	0	0	
5751																																							3725	3842	79799	0	1126	2055	43	6359	247012	206363	1775	208138	0	2410	0	0	38874	600	247012	0	0	29108	0	0	8752	0	40769	165594	9	1231	0	152325	149915	414	0	0	0	0	38874	148	0	
6039																																							36878	14831	27670	869	0	6451	310	5699	363743	327321	2341	329662	0	3832	0	0	34081	469	363743	0	0	2813	0	0	30568	3750	118323	208998	2b	1231	0	239117	235285	231	32000	0	0	0	34081	0	0	
6329																																							127802	33230	74700	0	0	31723	567	23361	1208093	1091725	7544	1104269	0	17004	5000	0	103824	2600	1208093	0	0	64302	0	0	37400	7723	402063	689662	2b	1231	0	925989	908985	-478	2	0	0	0	103824	0	0	
7009																																							127222	518	301171	0	0	2221	0	9532	843618	739451	5669	745120	0	0	0	0	98498	500	843618	0	0	96679	0	0	552	0	137543	601908	2a	1231	0	390128	390128	767	0	0	0	0	98498	12826	0	
7045																																							14367	5396	146326	0	0	1789	40	2150	256516	229843	1363	231206	0	1099	0	0	25310	100	256516	0	0	20766	0	0	2325	0	39040	190803	1a	1231	0	87547	86448	2119	0	0	0	0	25310	0	0	
7072																																							776	5065	18413	0	5459	11299	0	16515	373525	315409	4556	332865	0	2998	12900	0	40660	0	373525	0	0	36588	0	0	4060	6487	60094	255315	1a	1231	0	257898	254900	12	26999	0	0	0	40660	0	27612	
7456																																							9762	1460	28317	0	0	842	0	3724	118240	107546	226	107772	0	887	0	0	10468	400	118240	0	0	3221	0	0	6600	0	26426	81120	4	1231	0	75022	74135	247	0	0	0	0	10468	0	0	
7634																																							11088	594	12835	0	0	434	0	805	80458	69856	119	69975	0	1175	0	0	10483	200	80458	0	0	2112	0	0	8060	0	15977	53879	2b	1231	0	55877	54702	111	0	0	0	0	10483	0	0	
8033																																							48010	3315	2589	0	0	5947	329	6041	363703	297589	4855	314580	0	1809	12136	0	49123	774	363703	0	0	41103	0	0	7226	0	80791	216798	2a	1231	0	288706	286897	20	10575	0	0	0	49123	0	0	
8462																																							8224	12768	87400	0	0	313	0	727	170774	142473	94	142567	0	2009	0	0	28207	350	170774	0	0	26006	0	0	350	0	50295	92179	4	1231	0	57271	55262	1501	6080	0	0	0	28207	0	0	
8631																																							9596	2588	7720	0	0	2920	0	3274	71254	63182	839	64021	0	403	0	0	7233	500	71254	0	0	5931	0	0	800	0	23529	39653	1a	1231	0	40094	39691	2	5465	0	0	0	7233	0	0	
9357																																							48867	4290	40059	1063	33034	1136	0	4390	792913	622615	7038	685156	0	4914	55503	0	107757	500	792913	0	0	50407	0	0	56160	0	239343	383272	1a	1231	0	663999	659085	690	0	0	0	0	107757	989	0	
9553																																							1649	1319	41930	0	0	898	0	8369	211589	132575	1182	192683	0	1212	58926	0	18906	400	211589	0	0	16557	0	0	1700	0	28579	103996	4	1231	0	103132	101920	249	27400	0	0	0	18906	0	28104	
9807																																							464154	16777	318015	69	0	22749	10234	158931	2656388	2239828	12730	2287111	0	31217	0	0	369277	20000	2656388	0	0	233577	0	0	112272	0	219119	2020709	2a	1231	0	1695409	1664192	3428	0	0	0	34553	369277	1267	0	
9955																																							28339	1776	64658	0	0	5557	0	3784	195301	151711	605	171801	0	1730	19485	0	23500	110	195301	0	0	20136	0	0	3023	0	41211	110500	4	1231	0	92917	91187	231	0	0	0	0	23500	0	0	
10250																																							73513	11200	170081	0	0	9085	0	4903	619162	567232	2427	569659	0	5288	0	0	49503	1500	619162	0	0	12816	0	0	32000	356	171892	395340	4	1231	0	355312	350024	3187	0	0	0	0	49503	0	0	
10849																																							23548	1767	63815	0	694	6134	618	3344	266749	237202	561	237763	0	2349	0	0	28986	16	266749	0	0	12551	0	0	15375	0	40113	197090	1b	1231	0	169178	166829	1044	0	0	0	0	28986	0	0	
11145																																							76400	14911	42601	141	450	5623	383	10906	360731	303606	3333	331658	0	2849	24719	0	29073	1000	360731	0	0	15327	0	0	13000	837	74254	229352	1a	1231	0	211328	208479	-254	0	0	0	0	29073	0	0	
11640																																							60078	20127	130953	0	0	3921	0	18744	414334	365017	2708	367725	0	2958	0	0	46609	650	414334	0	0	3887	0	0	41845	0	114239	250778	1a	1231	0	183469	180511	227	0	0	0	0	46609	0	0	
11837																																							7953	1275	63276	0	0	1222	620	801	131830	115405	231	115636	0	924	0	0	16194	314	131830	0	0	3359	0	0	11686	0	13505	101900	2b	1231	0	57607	56683	835	0	0	0	0	16194	0	0	
12030																																							40462	46163	31395	0	0	3459	1772	16876	469700	395623	2999	398622	0	11468	0	0	71078	300	469700	0	0	70398	0	0	300	0	136201	259422	1a	1231	0	330148	318680	80	9976	0	0	0	71078	0	917	
12142																																							12946	13614	127276	0	0	4920	175	9829	302804	272439	6398	278837	0	1678	0	0	23967	1250	302804	0	0	9343	0	0	17650	0	100346	172093	4	1231	0	130897	129219	-4276	4725	0	0	0	23967	0	100	
12311	7619454	878334	19373443	0	2419296	938294	1805	4512042	125419222	1694116	112911377	383566	1702885	4010863	408386	12124279	39999	125419222	888071	206802	2122709	973240	780000	9201818	1537213	2a	0	80163861	78460976	-20247	0	46634	12507845	2155	7814899	0												106544576																	35583308	70961268		1231					0		0					
12647																																							34504	3297	0	0	633	3913	0	2814	188335	164966	229	169195	0	1072	4000	0	19140	250	188335	0	0	1834	0	0	17056	582	61836	103130	1a	1231	0	110463	109391	0	0	0	0	0	19140	0	33201	
12656																																							6273	1227	0	0	0	148	0	154	21753	19576	92	19668	0	193	0	0	2085	72	21753	0	0	1625	0	0	388	0	6737	12839	5	1231	0	11555	11362	0	0	0	0	0	2085	73	2516	
12946																																							60532	27274	292170	32	19142	35468	462	41473	1853102	1588169	16982	1658805	0	23808	53654	0	194298	1	1853103	0	0	124793	13140	0	68102	10729	316582	1271587	2a	1231	0	1372713	1348905	1402	0	0	0	0	194298	3775	0	
13103																																							287438	25214	282173	1628	16606	20457	0	39807	2943459	2475592	48059	2583756	5956	19024	59551	0	353747	500	2943459	0	0	340785	0	0	34019	3726	516785	1958807	2a	1031	0	2071571	2052547	-21557	0	0	0	554	359703	213863	0	
13251																																							17898	2378	2311	0	0	1541	50	1233	62091	55487	324	55811	0	613	0	0	6280	25	62091	0	0	3769	0	0	2475	0	11933	43554	4	1231	0	36788	36175	11	505	0	0	0	6280	0	0	
13457																																							10044	700	7001	0	0	6	0	1040	27327	22792	205	22997	0	96	0	0	4330	50	27327	0	0	125	0	0	4143	0	7356	15436	5	1231	0	8632	8536	12	0	0	0	0	4330	0	0	
14155																																							23551	6778	19553	0	0	7066	0	8209	283600	250069	1079	254648	0	3613	3500	0	28952	176	283600	0	0	28274	0	0	160	424	41127	208942	6	1231	0	221632	218019	342	0	0	0	0	28952	0	0	
14650																																							1317	1507	0	0	90	282	0	2182	48397	42415	507	42922	0	922	0	0	5475	200	48397	0	0	4975	0	0	300	0	12603	29812	4	1231	0	34827	33905	0	5088	0	0	0	5475	0	4026	
14753																																							4165	2653	7364	0	0	93	0	617	56473	50635	192	50827	0	530	0	0	5646	300	56473	0	0	3085	0	977	1277	0	19412	31223	5	1231	0	21427	20897	7	17043	0	0	0	5646	43	3598	
14865																																							143497	12909	16570	0	1356	9212	0	16829	710253	652139	3561	655700	0	5140	0	0	54552	730	710252	0	0	38928	0	0	14869	0	180491	471648	2a	1231	0	513743	508603	25	0	0	0	0	54552	0	1277	
14977																																							6682	3201	0	0	0	1581	0	711	53518	43289	124	43413	0	609	0	0	10105	0	53518	0	0	10105	0	0	0	0	9366	33923	1b	1231	0	39387	38778	0	2565	0	0	0	10105	0	0	
16551																																							42441	6062	84234	400	4666	10303	245	8036	410072	365821	858	366723	0	3912	0	0	43349	175	410072	0	0	23409	0	0	19825	1541	103777	262044	2b	1231	0	237949	234037	-60	0	0	44	0	43349	0	18107	
17110																																							32794	3076	0	0	0	1964	0	3799	180040	140322	8329	148651	0	279	0	0	31389	300	180040	0	0	24103	0	0	6986	0	0	140322	1b	1231	0	62981	62702	0	0	0	0	0	31389	75605	100	
17147																																							388870	151901	2401364	0	574215	124084	604	512203	14607526	12030367	195599	12771024	0	201082	359337	0	1836502	10871	14607526	0	0	486544	1420	125	1300430	4430	2573478	9456889	2a	1231	0	9318228	9117146	38532	36000	0	0	185721	1836502	0	1295289	
17259																																							4537	3851	14476	0	0	1635	0	2703	63275	55725	1809	57534	0	177	0	0	5741	769	63275	0	0	4113	0	0	769	0	13329	42396	4	1231	0	31976	31799	90	3294	0	0	0	5741	0	980	
17950																																							48570	7385	352227	0	5656	8910	946	6826	736819	662901	3226	666127	0	5437	0	0	70692	725	736819	0	0	33114	0	0	32837	1636	154297	508604	2b	731	0	310100	304663	4016	0	0	0	0	70692	0	0	
17978																																							43788	3470	0	0	0	5765	629	4563	315902	190508	504	191302	0	1440	290	0	124600	0	315902	0	0	124600	0	0	0	0	5565	184943	1a	1231	0	133231	131791	0	0	0	0	0	124600	0	125896	
18050																																							68531	11544	290404	0	0	10623	0	10381	801644	722696	3225	725921	0	6944	0	0	75723	1214	801644	0	0	62370	0	0	7671	1096	295817	426879	2b	1231	0	390408	383464	4468	12775	0	0	0	75723	0	12826	
18827																																							55485	19064	123565	2287	10294	32016	43	56565	1721759	1501522	10329	1561851	0	12003	50000	0	159908	563	1721759	0	0	55865	0	0	104756	0	380889	1120633	2a	1231	0	1433299	1421296	-1276	0	0	0	0	159908	1144	0	
18836																																							21257	1889	19860	0	0	4507	1190	6976	191047	166549	2550	172427	0	1651	3328	0	18620	180	191047	0	0	16688	0	0	1676	0	47260	119289	2a	1231	0	137019	135368	76	0	0	0	0	18620	0	0	
18854																																							165572	11523	0	0	524	9141	0	7848	1045152	929416	5058	934474	0	10864	0	0	110678	40	1045152	0	0	96440	0	0	14198	0	269475	659941	2a	1231	0	861408	850544	0	0	0	0	0	110678	0	0	
19356																																							442	2755	13043	0	797	1345	279	3873	95215	82799	436	85935	0	874	2700	0	9280	2025	95215	0	0	3717	0	0	3950	0	26355	56444	4	1231	0	72419	71545	-412	1136	0	0	0	9280	0	0	
19936																																							110577	2897	93358	0	0	4284	134	8954	405046	362421	1610	370568	0	4455	6537	0	34478	420	405046	0	0	20147	0	0	13580	0	90530	271891	2a	1231	0	186442	181987	331	0	0	0	0	34478	0	2855	
19972																																							24962	16964	0	0	0	421	0	5993	120412	97368	1142	98510	0	397	0	0	21902	0	120412	0	0	21902	0	0	0	0	161	97207	1a	1231	0	45361	44964	0	0	0	0	0	21902	0	27108	
20053																																							7342	7540	9449	0	0	432	0	2580	144190	123025	467	127492	0	1492	4000	0	16698	150	144190	0	0	10330	0	0	6053	0	33311	89714	4	930	0	115822	114330	165	2517	0	0	0	16698	0	0	
20633																																							17606	6034	44413	0	0	5828	7629	13541	332357	283399	3176	295475	0	3116	8900	0	36882	1106	332357	0	0	33446	0	0	2816	0	34661	248738	2b	1231	0	239402	236286	-486	234	0	0	0	36882	786	0	
20857																																							15268	979	80899	0	142	1082	0	1939	174262	149658	205	157814	0	1003	7951	0	16448	200	174262	0	0	808	0	0	13800	165	24289	125369	4	1231	0	74791	73788	1640	0	0	0	0	16448	0	0	
21256																																							3634	260	3599	0	0	164	0	433	12470	11235	7	11242	0	67	0	0	1228	105	12470	0	0	648	0	0	495	0	3471	7764	5	1231	0	4447	4380	-20	0	0	0	0	1228	0	0	
21359																																							21179	5739	11234	0	102	326	0	1191	75562	68885	365	69254	0	423	4	0	6308	550	75562	0	0	2307	0	0	3350	0	17802	51083	5	1231	0	35974	35551	101	0	0	0	0	6308	0	240	
21658																																							11657	3677	66759	0	0	1985	132	4854	210414	182944	1381	189786	0	2186	5461	0	20628	100	210414	0	0	15813	0	0	4157	0	33876	149068	4	1231	0	122437	120251	558	4	0	0	0	20628	1095	0	
22048																																							16037	5279	40938	0	0	3680	113	9453	260279	223998	1861	235451	0	2556	9592	0	24828	1000	260279	0	0	17167	0	0	6650	0	54156	169842	2b	1231	0	187335	184779	11	0	0	0	0	24828	0	0	
22543																																							48503	4266	33304	0	2469	5535	208	2890	331304	282305	1946	304251	0	2071	20000	0	27053	602	331304	0	0	14609	0	0	11698	2692	99129	183176	2a	1231	0	222123	220052	144	11335	0	0	0	27053	50	0	
22552																																							31032	1994	2198	0	0	2486	730	1559	121867	102050	982	112800	0	905	9768	0	9067	100	121867	0	0	2093	0	0	6900	0	24892	77158	4	1231	0	82282	81377	-26	0	0	0	0	9067	39	452	
22730																																							11127	3315	112966	0	0	3117	0	5075	228325	196279	1326	206574	0	1512	326	0	21751	250	228325	0	0	18786	0	0	300	0	74908	121371	2b	1231	0	94117	92605	2415	120	0	0	8643	21751	0	0	
23456																																							6121	2672	89478	0	0	3112	0	2386	272715	241879	530	242677	0	2122	268	0	30038	126	272715	0	0	27661	0	0	1012	3681	34697	207182	4	1231	0	153273	151151	1239	13922	0	0	0	30038	0	192	
23504																																							616108	60615	1152493	0	165665	122923	0	462953	13012359	10917566	175589	11753783	0	98200	533865	0	1258576	1	13012359	0	0	443147	0	121	824883	23704	3645690	7271876	2a	1231	-10107	10506098	10407898	531	0	0	125000	1763	1258576	0	0	
23643																																							4008	1763	83266	0	0	1413	478	7145	247993	225130	243	225373	0	1036	0	0	22620	200	247993	0	0	20048	0	0	2300	517	53301	171829	5	1231	0	135139	134103	72	15300	0	0	0	22620	0	0	
23755																																							25013	1783	71733	0	1507	5598	703	6415	283364	254275	2014	260289	0	2250	4000	0	23076	110	283365	0	0	17837	0	0	4615	5000	67666	186609	4	1231	0	167585	165335	514	12	0	0	0	23076	265	0	
24006																																							158101	7881	37610	0	6274	20829	0	45266	1852585	1492777	18405	1622254	20	7865	106647	0	230311	0	1852585	4425	4425	140878	0	0	106031	0	203978	1288799	1a	630	-10418	1253892	1246027	-6180	1331	0	0	0	230331	0	324841	
24378																																							13667	841	7418	0	0	1617	0	1237	71802	64141	268	64409	0	185	0	0	7393	0	71802	0	0	7352	0	0	0	0	10350	53791	1a	1231	0	44505	44320	41	1001	0	0	0	7393	0	1701	
24453																																							122325	3234	13549	0	2150	13677	0	4179	429158	384600	2553	387153	0	5561	0	0	42005	929	429158	0	0	10836	0	0	30004	12482	45174	339426	2b	1231	0	262457	256896	236	666	0	0	0	42005	0	0	
24659																																							45017	1780	0	0	1939	753	0	694	119369	109366	347	109713	0	621	0	0	9656	50	119369	0	0	1656	0	0	7950	0	30621	78745	9	1231	0	54115	53494	0	10840	0	0	0	9656	0	4852	
24668																																							383698	23920	345812	0	771	17994	200	13551	2060071	1793499	5700	1803895	0	23799	0	0	256176	625	2060071	0	0	90213	0	0	156588	2042	390617	1402882	2a	1231	0	1295882	1272083	8750	0	0	0	4696	256176	0	0	
24949																																							161115	5635	27111	0	1120	4507	85	16244	498405	432850	5286	449536	0	7243	11400	0	48869	1800	498405	0	0	12972	0	0	33223	2113	125233	307617	2a	1231	0	287130	279887	874	588	0	0	0	48869	0	0	
25357																																							21124	10389	30318	0	2187	5137	267	9316	462030	414870	421	415291	0	5295	0	0	46739	1608	462030	0	0	7637	553	0	36907	0	72275	342595	4	1231	0	379462	374167	587	2225	0	0	0	46739	0	6347	
25647																																							49266	4552	23693	0	0	6328	0	4091	418367	277952	11914	395222	0	2873	105356	0	23145	12	418367	0	0	-2346	0	0	25079	0	200334	77618	2b	1231	0	333310	330437	400	0	0	0	0	23145	0	0	
26176																																							87287	869	10023	0	3	2366	0	13291	476391	315126	5163	430789	0	3215	110500	0	45602	1	476391	0	0	16522	32	0	29904	0	40926	274200	1a	1231	-878	365735	362520	53	0	0	0	0	45602	0	0	
26457																																							7675	1211	14615	0	0	170	0	562	45322	41799	51	41850	0	224	0	0	3472	100	45322	0	0	3118	0	0	250	0	7962	33837	8	1231	0	21313	21089	4	0	0	0	0	3472	0	0	
26765																																							353715	25998	116699	0	10443	44270	2946	89776	2653253	2361456	8613	2370069	0	28116	0	0	283184	2360	2653253	0	0	6346	0	0	273632	1786	983990	1377466	2a	1231	0	2034678	2006562	846	0	0	0	0	283184	0	1058	
27070																																							51846	14867	184256	302	30199	10796	0	21640	881055	718891	5447	736338	0	4608	12000	0	144717	0	881055	0	0	142144	0	0	0	599	80197	638694	1b	930	0	571125	566517	2573	33	0	0	0	144717	0	0	
27548																																							42234	14660	376686	0	15660	19919	0	25237	1197296	1068829	6678	1079507	0	11116	4000	0	117789	250	1197296	0	0	56965	0	0	55854	6304	322211	746618	1a	1231	0	705211	694095	4720	0	0	0	0	117789	2501	0	
27614																																							32656	7452	246060	0	2860	7861	0	13490	560786	498690	3331	514521	0	1471	12500	0	46265	1515	560786	0	0	36825	0	0	6139	0	131681	367009	1a	1231	0	251878	250407	1786	0	0	0	0	46265	0	0	
27847																																							28242	11162	154599	0	0	9859	367	23999	733758	645792	3803	659595	0	7062	10000	0	74163	430	733758	0	0	62259	0	0	7982	0	157478	488314	2a	1231	0	512487	505425	3492	0	0	0	0	74163	0	105	
28013																																							108750	15920	1207238	0	41997	63172	100	233402	5581088	4232976	34767	4924036	108	43197	580073	0	656944	0	5581088	13305	1220	221721	0	0	441242	0	784070	3448906	2a	1231	-18286	3933015	3889818	12267	0	0	0	75000	657052	473	6913	
28152																																							19805	3023	43772	0	0	1391	166	5155	195090	177491	1679	179170	0	1448	0	0	15920	105	195090	0	0	4137	0	0	11000	832	55544	121947	4	1231	0	122394	120946	678	0	0	0	0	15920	0	0	
