"IDRSSD"	RCFDJJ04	RCFDJJ05	RCFDJJ06	RCFDJJ07	RCFDJJ08	RCFDJJ09	RCFDJJ11	RCFDJJ12	RCFDJJ13	RCFDJJ14	RCFDJJ15	RCFDJJ16	RCFDJJ17	RCFDJJ18	RCFDJJ19	RCFDJJ20	RCFDJJ21	RCFDJJ23	RCFDJJ24	RCFDJJ25	RCONJJ04	RCONJJ05	RCONJJ06	RCONJJ07	RCONJJ08	RCONJJ09	RCONJJ11	RCONJJ12	RCONJJ13	RCONJJ14	RCONJJ15	RCONJJ16	RCONJJ17	RCONJJ18	RCONJJ19	RCONJJ20	RCONJJ21	RCONJJ23	RCONJJ24	RCONJJ25	
	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Held to Maturity Securities, Securit	Held to Maturity Securities, Mortgag	Held to Maturity Securities, Asset b	Held to Maturity Securities, Other d	Held to Maturity Securities, Total	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Held to Maturity Securities, Securit	Held to Maturity Securities, Mortgag	Held to Maturity Securities, Asset b	Held to Maturity Securities, Other d	Held to Maturity Securities, Total	
660927																																									
661072																																									
661157																																									
661223																																									
661308																																									
661474																																									
662350																																									
662369																					33333	1344860	423542	176071	0	4325	1982131	203	17083	3328	1630	0	270	16	22530	0	0	0	0	0	
662949																																									
663058																																									
663245																					1407789	5797668	2022671	2522448	152692	123643	12026911	17355	128558	15477	8683	2980	5868	0	178921	1285	0	0	92	1377	
663638																																									
663656																																									
663834																																									
663955																																									
664176																																									
664206																																									
664653																																									
664756																					2327837	5592000	5837941	4194940	16450	95546	18064714	61007	77816	59369	85172	95	1704	0	285163	0	0	0	0	0	
665146																																									
665258																																									
665865																																									
666059																																									
666358																																									
666554																																									
666844																																									
666974																																									
667029																																									
667252																																									
667346																																									
667524																																									
667551																																									
667757																					593350	1801382	922054	1861846	0	15773	5194405	4580	14605	5821	36644	0	522	0	62172	352	0	0	0	352	
668053																																									
668147																																									
669555																																									
670430																																									
670467																																									
670560																																									
670654																																									
670748																																									
670878																																									
671053																																									
671147																																									
671334																																									
671464																					229929	8957432	74943	4129613	3788	670969	14066674	1771	104093	652	36093	305	4507	29	147450	0	0	0	0	0	
671558																																									
672238																																									
672247																																									
672537																																									
672573																																									
673244																																									
673440																																									
673477																																									
673851																																									
673909																																									
674344																																									
674849																																									
675042																																									
675051																																									
675079																																									
675248																																									
675341																																									
675659																																									
675855																																									
676049																																									
676151																																									
676478																																									
677176																					32752	124554	4276475	21247	0	9326	4464354	341	1649	43827	291	0	70	0	46178	0	0	0	0	0	
677354																																									
677448																																									
677644																																									
677756																																									
677970																																									
678052																																									
678070																																									
678258																																									
678454																																									
678557																																									
678744																																									
679451																																									
680055																																									
680130																																									
680354																					46603	385289	54223	219127	566	14874	720682	1138	3858	835	2000	8	211	0	8050	0	0	0	0	0	
680457																																									
680747																																									
680813																					53278	881068	818882	355451	0	196176	2304855	1113	11141	7611	3956	0	3194	0	27015	0	0	0	0	0	
681043																																									
681249																																									
682143																																									
682563																					1880388	5918011	1433625	6828395	0	482148	16542567	26414	102540	6359	102448	0	9074	0	246835	158	0	0	0	158	
682648																																									
683449																																									
683814																																									
684455																																									
685023																																									
685649																																									
685676																																									
685779																																									
686459																																									
686570																																									
686758																																									
687009																					404186	5092539	564042	781339	0	295687	7137793	1727	40982	5686	14133	0	4584	0	67112	49	0	0	150	199	
687054																																									
687830																																									
687951																																									
688079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																					
688257																																									
688453																																									
688556																																									
689209																																									
689357																																									
689759																																									
691042																																									
691556																																									
691743																																									
691958																																									
692450																																									
692704																																									
692946																																									
693073																																									
693224																					969059	5913090	2686307	3219163	0	671730	13459349	4774	51786	18203	18680	0	9144	3	102590	117	0	0	0	117	
693345																					27992	519294	607272	931733	3927	460108	2550326	432	10210	13234	6660	460	9201	319	40516	0	0	0	0	0	
693952																																									
694146																																									
694771																																									
694847																																									
694904																					236843	42480655	145160	3893883	0	1688	46758229	2202	173785	720	19929	0	20	0	196656	0	0	0	0	0	
695349																																									
695947																																									
696047																																									
696168																																									
696430																																									
696645																																									
697035																																									
697147																																									
697156																																									
697231																																									
697763																					0	507645	16462	197103	0	281304	1002514	0	6475	48	6315	0	10087	0	22925	7	0	0	0	7	
697950																																									
697978																					30687	1178856	302550	129168	2083	1492	1644836	137	17312	2008	1852	0	73	0	21382	0	0	0	0	0	
698144																																									
698546																																									
698649																																									
699105																																									
699253																																									
700140																																									
700252																																									
700430																																									
700458																																									
701062																					123317	1243499	2550374	588647	0	669000	5174837	3836	16055	15684	9598	0	19581	0	64754	0	0	0	0	0	
701222																																									
701839																																									
701857																																									
702117																					207233	2454692	2005768	1227227	0	1754906	7649826	1571	19474	17548	7815	0	43592	0	90000	0	0	0	0	0	
702359																																									
702612																																									
702836																																									
702911																																									
702966																																									
703039																																									
703552																																									
703767																																									
705378																																									
705556																																									
706030																																									
706058																																									
706236																																									
706254																																									
706450																																									
706656																																									
707354																																									
708379																																									
709143																																									
709451																																									
709554																																									
709602																																									
709639																																									
709956																																									
710176																																									
710859																																									
711472																																									
711520																																									
711548																																									
711753																																									
711801																																									
712059																																									
712648																																									
712956																																									
713047																																									
713252																																									
713476																																									
713926																																									
714165																																									
714437																																									
714839																																									
714978																																									
715032																																									
715050																																									
715144																																									
715340																																									
715470																																									
715630																																									
715872																																									
715975																																									
716374																																									
716655																																									
716833																																									
716851																																									
716954																																									
717232																																									
717670																																									
717737																																									
717924																																									
718145																																									
718275																																									
718538																																									
719030																																									
719610																																									
719656																																									
719964																																									
720157																																									
720344																																									
720746																																									
720858																																									
721350																																									
721752																																									
721949																																									
722227																																									
722432																																									
722544																																									
722777	2762019	12383406	8745993	15579472	238358	13286760	52996008	41439	181215	92721	250754	18287	413064	0	997480	0	0	0	0	0																					
722816																																									
723112	5161088	10180825	20054630	58386927	1690122	20243311	115716903	78698	252767	354193	778684	204015	239409	0	1907766	0	0	0	0	0																					
723158																																									
723550																																									
723653																																									
723756																																									
723868																																									
724230																																									
724548																																									
724744																																									
724904																																									
724940																																									
725077																																									
725732																																									
725741																																									
726458																																									
726953																																									
727174																																									
728948																																									
728957																																									
729011																																									
729057																																									
729178																																									
729310																																									
729459																																									
729570																																									
729842																																									
729945																																									
730745																																									
731050																																									
731247																					222743	404769	1649713	379000	10424	21143	2687792	2347	7089	17893	7752	238	531	0	35850	0	0	0	0	0	
731957																																									
732178																																									
732253																																									
732637																																									
732758																																									
732918																																									
732954																																									
733054																																									
733540																																									
733559																																									
733661																																									
733755																																									
733951																																									
734248																																									
734350																																									
734538																																									
734613																																									
735049																																									
735067																																									
735414																																									
735441																																									
735973																																									
736158																																									
736206																																									
736550																																									
736662																																									
737548																																									
738013																																									
738040																																									
738143																																									
738255																																									
738303																																									
738657																																									
738769																																									
739346																																									
739355																																									
739560																																									
739832																																									
740249																																									
741068																																									
741152																																									
741330																																									
741358																																									
741648																																									
741844																																									
741956																																									
741974																																									
742056																																									
742542																																									
742636																																									
742944																																									
743679																																									
743950																																									
744854																																									
745150																																									
745347																																									
746157																																									
746429																																									
746755																																									
746942																																									
746979																																									
747051																																									
747257																																									
748254																																									
748357																																									
748441																																									
748964																																									
749242																					1505798	4445809	2689288	1535447	0	137116	10313458	24243	63084	33163	35189	0	10789	0	166468	32	0	0	0	32	
749635																																									
749840																																									
749943																																									
750051																																									
750127																																									
750341																																									
750444																																									
750846																																									
751254																																									
751656																																									
751852																																									
752644																																									
752831																																									
753052																																									
753324																																									
753641																																									
753856																																									
754068																																									
754246																																									
754536																																									
754826																																									
754853																																									
754929																																									
755252																																									
755421																																									
755458																																									
756343																																									
756848																																									
757377																																									
757452																																									
757779																																									
758703																																									
758842																																									
758851																																									
759045																																									
759625																																									
760210																																									
760331																																									
760340																																									
760434																																									
760649																																									
760854																																									
760939																																									
760957																																									
761244																																									
761459																																									
761543																																									
761806	1252397	10604478	14168171	17433363	0	78076	43536485	13560	208497	101020	242638	0	3656	0	569371	203	0	0	0	203																					
761833																																									
761851																																									
761954																																									
762045																																									
762447																					113224	2333939	386276	1106732	0	78426	4018597	1663	30570	3609	17772	0	1957	0	55571	0	0	0	0	0	
762474																																									
762773																																									
763211																																									
763677																																									
763930																																									
764030																					1577215	6924475	3318222	3934568	0	389321	16143801	26831	67033	29960	31435	0	5992	0	161251	0	0	0	0	0	
764058																																									
764067																																									
764142																																									
764151																																									
764816																																									
765318																																									
765354																																									
765505																																									
765662																																									
765877																																									
766052																																									
766164																					120877	646276	118320	3829328	0	9276	4724077	907	3666	455	36346	0	179	0	41553	0	0	0	0	0	
767040																																									
767152																																									
767246																																									
767255																																									
767554																																									
767572																																									
767611																																									
767732																																									
767974																																									
768074																																									
768458																																									
768476																																									
768953																																									
769156																																									
769334																																									
770451																																									
770545																																									
770639																																									
770657																																									
770853																																									
771047																																									
771140																																									
771458																																									
771609																																									
771748																																									
771878																																									
772008																																									
772446																																									
772754																																									
773032																																									
773171																																									
773247																					188668	2059856	382575	1930727	0	978135	5539961	816	25545	4005	19958	0	2614	0	52938	0	0	0	0	0	
773443																																									
773470																																									
773742																																									
774132																																									
774235																																									
774253																																									
774262																					469647	1418594	262408	700955	0	28276	2879880	3429	13066	2025	12519	0	403	0	31442	0	0	0	0	0	
774347																																									
775054																																									
775241																																									
775456																																									
775773																																									
776369																																									
776547																																									
777254																																									
777366																																									
777441																																									
777870																																									
778738																																									
779016																																									
779351																																									
779360																																									
779641																																									
779650																																									
779968																																									
780049																																									
780218																																									
780263																																									
780722																																									
780955																																									
782016																																									
782306																					82352	2834804	728184	1270184	0	43328	4958852	4002	45337	1748	14656	0	175	0	65918	0	0	0	0	0	
782548																																									
783161																																									
783246																																									
783349																																									
783648																																									
783844																																									
783910																																									
784159																																									
784430																																									
785147																																									
785473																																									
785857																																									
785923																																									
785950																																									
786210																																									
786256																																									
786340																																									
786555																																									
786612																																									
786733																																									
786948																																									
787141																																									
787459																																									
787842																																									
788559																																									
788652																																									
788773																																									
789051																																									
790150																																									
790271																																									
790543																																									
790703																																									
790918																																									
791072																																									
791353																																									
791821																																									
791942																																									
792453																																									
792640																																									
792659																																									
794149																																									
794336																																									
794345																																									
794475																																									
794653																																									
795249																																									
795548																																									
795959																																									
795968	248363	3257689	6364003	1510673	0	1163764	12544492	4013	27969	38579	30112	0	51355	0	152028	0	0	0	0	0																					
796152																																									
796451																																									
796572																																									
796657																																									
797140																																									
797775																																									
798512																																									
799359																																									
799751																																									
799854																																									
799939																																									
799948																																									
800134																																									
800442																																									
800479																																									
800657																																									
800853																																									
801047																																									
801056																																									
801654																																									
802866	351000	2791000	8624000	55072000	624000	1202000	68664000	3000	34000	29000	341000	2000	12000	0	421000	1000	0	0	5000	6000																					
803256																																									
803265																																									
803649																																									
803658																																									
803957																																									
804150																																									
804338																																									
804374																																									
804422																																									
804860																																									
804963																																									
805045																																									
805250																																									
805335																																									
805755																																									
805876																																									
806220																																									
806846																																									
806958																																									
807348																																									
807432																																									
807656																																									
807955																																									
808260																					204794	1859781	359214	807209	0	6621	3237619	3777	32511	6759	17564	0	421	0	61032	0	0	0	0	0	
808345																																									
808354																																									
808653																																									
809070																																									
809276																																									
809379																																									
809650																																									
809771																																									
809856																																									
810544																																									
811046																																									
811279																																									
811457																																									
811541																																									
811550																																									
811747																																									
812164																																									
812379																																									
812436																																									
812557																																									
812614																																									
813059																																									
813572																																									
813853																																									
814074																																									
814355																																									
814430																					922444	6608258	2561210	3972825	0	57790	14122527	4144	52578	32076	39448	0	9581	0	137827	0	0	0	0	0	
814458																																									
814476																																									
814551																																									
814711																																									
815053																																									
815147																																									
815156																																									
815277																																									
815754																																									
815772																																									
816256																																									
816304																																									
816603																					125215	1833119	1993660	320508	0	11594	4284096	999	23192	9039	5727	0	279	0	39236	0	0	0	0	0	
816751																																									
817477																																									
817824	7507088	27399973	63619428	164103868	6476884	23982829	293090070	205569	829063	194145	1969117	707538	652565	0	4557997	0	0	0	3192	3192																					
818401																																									
818540																																									
818559																																									
818652																																									
819154																																									
819172																																									
819453																																									
819556																																									
819855																																									
820048																																									
820301																																									
820477																																									
820842																																									
820879																																									
821036																																									
821157																																									
821559																																									
821643																																									
821906																																									
822042																																									
822051																																									
822275																																									
822556																																									
822631																																									
823076																																									
823133																																									
823142																																									
823450																																									
823478																																									
823553																																									
823638																																									
823656																																									
824242																																									
824653																																									
824671																																									
824738																																									
825146																																									
825454																																									
825548																																									
825753																																									
825847																																									
825940																																									
826451																																									
826648																																									
826956																																									
827355																																									
827458																																									
827560																																									
828110																																									
828174																																									
828473																																									
828651																																									
829032																																									
829041																																									
829050																																									
829452																																									
830113																																									
830252																																									
830355																																									
830542																																									
830645																																									
830748																																									
831008																																									
831576																																									
831642																																									
831875																																									
831941																																									
832528																																									
832546																																									
833404																																									
833749																																									
833758																																									
833851																																									
834175																																									
835079																																									
835257																																									
835378																																									
835444																																									
835613																																									
835659																																									
835743																																									
835770																																									
836656																																									
836843																					193130	1530761	463675	993592	4075	64802	3250035	1798	20766	5402	17655	102	477	0	46200	0	0	0	0	0	
837000																					0	1870546	1237511	116247	0	2021	3226325	0	17821	11392	1061	0	13	0	30287	0	0	0	0	0	
837046																																									
837149																																									
837158																																									
837354																																									
837448																																									
837541																																									
837608																																									
837653																																									
837840																																									
837952																																									
837970																																									
838155																																									
839068																																									
839246																																									
839255																																									
839572																																									
839817																																									
839974																																									
840019																																									
840251																																									
840354																																									
840363																																									
840578																																									
840747																																									
841472																																									
841753																																									
841838																																									
842376																																									
842460																																									
842853																																									
843476																																									
843542																																									
843953																																									
844053																																									
844138																																									
844455																																									
844567																																									
845247																																									
845443																																									
845573																																									
846132																																									
846945																																									
847157																																									
847979																																									
848248																																									
848453																																									
849076																																									
849348																																									
849357																																									
849432																																									
850036																																									
850054																																									
850456																																									
851060																																									
851172																																									
851239																																									
851631																																									
852218	5091000	95582000	227944000	503185000	134717000	60552000	1027071000	91000	1092000	963000	4978000	9392000	672000	0	17188000	32000	6000	0	0	38000																					
852254																																									
852320	5220000	22774000	59813000	142235000	4690000	51524000	286256000	53000	283000	398000	1314000	348000	1033000	0	3429000	0	0	0	0	0																					
852544																																									
852704																																									
852713																																									
852973																																									
853112																																									
853251																																									
853671																																									
853747																																									
853804																																									
853934																																									
853952																																									
854173																																									
854548																																									
854753																																									
854847																																									
855143																																									
855264																																									
855303																																									
855563																																									
855741																																									
855844																																									
855956																																									
856159																																									
856243																																									
856346																																									
856458																																									
856542																																									
856748																																									
856869																																									
856944																																									
857259																																									
857455																																									
857576																																									
857745																																									
857811																																									
857875																																									
857941																																									
858153																																									
858443																																									
858452																																									
858528																																									
858818																																									
858854																																									
859002																																									
859141																																									
859552																																									
859655																																									
859712																																									
860053																																									
860147																																									
860231																																									
860259																																									
860334																																									
860352																																									
861153																																									
861304																																									
861658																																									
861742																																									
861854																																									
862057																																									
862141																																									
863362																																									
863607																																									
863652																																									
863746																																									
864378																																									
864471																																									
864846																																									
864855																																									
865142																																									
865151																																									
865450																																									
865544																																									
865759																																									
865852																																									
866000																					38318	373394	776163	121914	0	809448	2119237	783	7597	7313	1970	0	2069	0	19732	0	0	0	0	0	
866055																																									
866121																																									
866251																																									
867070																																									
867258																																									
867632																																									
867650																																									
867856																																									
868059																																									
868442																																									
868572																																									
868844																																									
868956																																									
869346																																									
869551																																									
869663																																									
869953																																									
870539																																									
870650																																									
870856																																									
870913																																									
871358																																									
871648																																									
871769																																									
871956																																									
872047																																									
872579																																									
873259																																									
874050																																									
874452																																									
874845																					408848	1720540	340428	1800701	0	83197	4353714	5010	26144	2470	32380	0	1040	482	67526	0	0	0	0	0	
