"IDRSSD"	RCONG354	RCONG355	RCONG356	RCONG357	RCONG358	RCONG359	RCONG360	RCONG361	RCONG362	RCONG363	RCONG364	RCONG365	RCONG366	RCONG367	RCONG368	RCONG369	RCONG370	RCONG371	RCONG372	RCONG373	RCONG374	RCONG375	RCONHT50	RCONHT51	RCONHT52	RCONHT53	RCONHT54	RCONHT55	RCONHT56	RCONHT57	RCONHT58	RCONHT59	RCONHT60	RCONHT61	RCONK142	RCONK143	RCONK144	RCONK145	RCONK146	RCONK147	RCONK148	RCONK149	RCONK150	RCONK151	RCONK152	RCONK153	RCONK154	RCONK155	RCONK156	RCONK157	
24006																							52091	50108	10939	10229	96006	91130	14280	13365	0	0	0	0	27127	25560	3116	3081	0	0	0	0	61067	56686	0	0	0	0	0	0	
24378																							0	0	0	0	5056	4806	7555	7511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24659																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24668																							0	0	38256	36007	0	0	4344	4239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24949																							0	0	17193	16065	0	0	15258	14564	0	0	0	0	0	0	8035	7960	0	0	0	0	0	0	14475	13753	0	0	0	0	
25357																							0	0	0	0	728	755	11209	11628	17846	16929	5881	5670	0	0	0	0	0	0	0	0	119	119	238	237	0	0	0	0	
25647																							0	0	12530	12032					0	0	0	0	0	0	520	523	0	0	0	0	0	0	461	438	0	0	0	0	
26457																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26765																							0	0	0	0	0	0	209596	200051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27070																							0	0	9819	9461	0	0	37429	36042	0	0	0	0	0	0	6598	6309	0	0	0	0	0	0	7420	6965	0	0	3812	3760	
27548																							0	0	15348	15247	0	0	23991	22995	0	0	0	0	0	0	5773	5805	0	0	0	0	0	0	6055	5562	0	0	65716	63038	
27614																							0	0	0	0	0	0	132683	124268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27847																							0	0	0	0	67	70	30482	28883	0	0	0	0	0	0	7497	6778	0	0	0	0	0	0	0	0	0	0	0	0	
28013																							0	0	76572	75620					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28152																							0	0	2924	2803					0	0	0	0	0	0	1712	1679	0	0	0	0	0	0	0	0	0	0	0	0	
28675																							0	0	6545	6410					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28732																							0	0	3469	3258	0	0	7552	7263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29476																							0	0	1000	989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29636																							0	0	4970	4286	0	0	314167	284995	0	0	0	0	0	0	8804	7844	0	0	0	0	0	0	68174	60551	0	0	0	0	
29878																							0	0	95031	94169					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30052																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30502																							0	0	53266	49744	0	0	216059	200589	0	0	0	0	0	0	8564	8221	0	0	0	0	0	0	399	397	0	0	0	0	
30650																							0	0	5258	5256	0	0	7964	7633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30810																																																			
31134																							0	0	2000	1906					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31255																							0	0	404	406					0	0	0	0	0	0	969	982	0	0	0	0	0	0	0	0	0	0	0	0	
31657																							0	0	0	0	107091	99038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31826																							0	0	8998	8326					0	0	0	0	0	0	117	117	0	0	0	0	0	0	0	0	0	0	0	0	
31835																							0	0	17514	16203	0	0	2043	1889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32234																							0	0	10669	10085	0	0	14535	13478	0	0	0	0	0	0	3992	3590	0	0	0	0	0	0	53	8	0	0	1066	981	
32766																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32971																							0	0	0	0	1	1	377	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3433	3431	0	0	0	0	
33147																							0	0	2777	2682	0	0	5279	5079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	264	0	0	0	0	
33259																							0	0	32029	30054	0	0	32404	30236	0	0	0	0	0	0	978	974	0	0	0	0	0	0	0	0	0	0	0	0	
33268																							0	0	8509	8022	0	0	13193	12849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33370																							0	0	0	0	58	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33839																							0	0	9505	9167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33857																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	2885	2703	0	0	0	0	
34434																							0	0	7950	7483	0	0	29036	27346	0	0	0	0	0	0	506	503	0	0	0	0	0	0	5271	4955	0	0	0	0	
34537	0	0	0	0	0	0	0	0	0	0	0	0	315168	313124	0	0	0	0	0	0	0	0	0	0	6041	6090					0	0	315168	313124	106325	102748	148283	144227	0	0	0	0	9946	9315	33590	32365	0	0	20054	20000	
34555																							0	0	14146	13665					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34742																							0	0	26978	25868	0	0	12460	12042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1007	993	0	0	0	0	
35057																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35301																																																			
35570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63990	58258	1636	1695					49842	82245	0	0	47671	45360	42673	42667	0	0	0	0	115453	108340	808760	804916	0	0	0	0	
35646																							0	0	7600	7116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35879																							0	0	41839	37784	0	0	5969	5547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
36456																							0	0	20339	19094	0	0	8249	7710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
36933																							0	0	4750	4537	0	0	39418	36153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37051																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37341																							0	0	1197	1162	0	0	448	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37435																							24997	23127	10587	10087	5829	5454	157244	147629	0	0	0	0	3885	3706	38112	36146	0	0	0	0	0	0	32734	31996	0	0	0	0	
37640																							0	0	22551	21812					0	0	0	0	0	0	251587	235621	0	0	0	0	0	0	4659	4415	0	0	0	0	
37659																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37949																							0	0	5345	5288	0	0	30834	29618	0	0	5897	5875	0	0	0	0	0	0	0	0	0	0	1360	1307	0	0	0	0	
38740																							0	0	636	605	0	0	57761	53585	0	0	0	0	0	0	26701	25145	0	0	0	0	0	0	1269	1171	0	0	0	0	
39327																							11194	10790	30393	28617	0	0	67951	63810	0	0	0	0	0	0	26276	24890	0	0	0	0	0	0	5749	5380	0	0	0	0	
39756																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	969	895	0	0	0	0	
40033																							0	0	7450	7032	4	4	2556	2447	0	0	254	334	0	0	930	929	0	0	0	0	0	0	128	122	0	0	0	0	
40499																							0	0	45380	41376					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40855																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41553																							0	0	58805	53306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41629																							0	0	29984	28581	0	0	2358	2210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41825																							0	0	5519	5154					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42037																							0	0	1260	1256	0	0	14048	13517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42354																							0	0	3032	3039	0	0	26939	25111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42372																							0	0	5499	5453	0	0	3832	3493	0	0	0	0	0	0	969	979	0	0	0	0	0	0	34850	32472	0	0	0	0	
42420																							21983	19859	1000	935					0	0	0	0	0	0	0	0	0	0	0	0	50059	47507	153086	146111	0	0	0	0	
42448																							0	0	20579	19341					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1005	968	0	0	0	0	
42457																							0	0	1998	2000	0	0	6710	6115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43052																							0	0	1632	1606	0	0	2361	2391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43351																							0	0	0	0	0	0	759	769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43856																							0	0	1843	1778	0	0	3515	3443	0	0	0	0	0	0	2965	2903	0	0	0	0	0	0	0	0	0	0	0	0	
43959																							0	0	22884	20583	0	0	0	0	0	0	0	0	0	0	971	943	0	0	0	0	0	0	0	0	0	0	0	0	
44040																							0	0	10647	10281	0	0	61988	58610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44433																							0	0	6630	6324					0	0	0	0	0	0	17701	16517	0	0	0	0	0	0	0	0	0	0	3290	2969	
44741																							0	0	50215	49259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44750																							0	0	38449	33716	0	0	519	508	0	0	0	0	0	0	251	246	0	0	0	0	0	0	0	0	0	0	0	0	
44929																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45038																							0	0	21230	20203					0	0	0	0	0	0	4962	4686	0	0	0	0	0	0	1913	1860	0	0	0	0	
45047																							0	0	8540	8271	0	0	8739	8367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45056																							0	0	5451	5204	0	0	1038	1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45430																							0	0	2000	1932	0	0	36721	34443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45458																							0	0	2671	2509	0	0	24078	22360	0	0	0	0	0	0	675	657	0	0	0	0	0	0	456	439	0	0	0	0	
45551																							0	0	26476	25811	0	0	84709	79920	0	0	0	0	0	0	9308	9105	0	0	0	0	0	0	13658	12921	0	0	0	0	
45560																							0	0	24731	22988					0	0	0	0	0	0	0	0	0	0	0	0	0	0	6353	6396	0	0	0	0	
45775																							0	0	17479	16034	0	0	17077	15699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
46053																							0	0	22029	20309	0	0	35267	33120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
46941																							0	0	14291	13541	0	0	27182	25565	0	0	0	0	0	0	802	756	0	0	0	0	0	0	0	0	0	0	0	0	
47247																							0	0	744	735					0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	206	0	0	0	0	
47256																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47452																							0	0	0	0	0	0	236	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47500																							0	0	4363	4131	0	0	39744	37047	0	0	0	0	0	0	1956	1880	0	0	0	0	0	0	0	0	0	0	0	0	
48057																							0	0	10836	10136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
48150																							0	0	0	0	0	0	1892	1802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
48374																							0	0	53048	52192	0	0	18577	17459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12245	11541	0	0	0	0	
48440																							0	0	11734	10775	0	0	12291	11742	0	0	0	0	0	0	11583	10869	0	0	0	0	0	0	0	0	0	0	0	0	
49054																							0	0	29280	27974	0	0	1636	1570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
49148																							0	0	0	0	0	0	46197	43820	0	0	0	0	0	0	702	682	0	0	0	0	0	0	0	0	0	0	0	0	
49241																							7982	7962	23238	22006	5376	4986	4789	4387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
49652																							0	0	13792	13308	0	0	9298	8842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
49858																							0	0	0	0	0	0	1732	1656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
49951																							0	0	8436	7869	0	0	14295	13194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
50144																							0	0	0	0	47811	45118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
50461																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
51253																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
51356																							0	0	24985	24148					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
51459																							0	0	35841	33991	0	0	91866	87170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
