"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT88	RCONMT89	RCONMT90	RCONMT91	RCONMT92	RCONMT93	RCONMT94	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	SELECTED COMPONENTS OF TOTAL DEPOSIT	SELECTED COMPONENTS OF TOTAL DEPOSIT	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS OF 250000 OR LESS WITH	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	Total reciprocal deposit	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	Fully insured, affiliate sweep depos	Fully insured, affiliate, retail swe	Not fully insured, affiliate sweep d	Not fully insured, affiliate, retail	Fully insured, non-affiliate sweep d	Fully insured, non-affiliate, retail	Not fully insured, non-affiliate swe	Not fully insured, non-affiliate, re	Designated exception sweep deposit	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
355858	138072	254	58805	407826	0	588718	0	0	4089	0	700027	270	40826		59834	400539	20347	528768	654345	891	4586	5932	0	0	22276	68403	24897	6424	90679	7756	26536	4601	523	62166	39416	74448	4089	34292	0	0		0		0		0		0	true	322986	205782	180588	203381	111095	25345	
356239	35376	0	32764	94358	0	139217	0	0	304	0	148485	0	4016		42522	46404		106453	142978	0	1491	2939	0	0	9723	17054	24493	11999	26711	0	262	1764	1409	20747	3436	304	0	262	744																	
356659	8651	0	2730	16660	0	34590	0	0	1335	0	128691	0	9302		34665	52391		31849	119389	11	0	4983	1335	1335	8867	22724	22973	4715	31591	4221	3386	762	0	24614	8369	0	0	7607	0																	
356752	13529	6	0	39099	0	53849	0	0	10000	0	47083	0	0		12701	18612		52417	47083	1426	0	0	10000	10000	3415	10743	235	0	14158	549	0	0	0	1692	549	0	0	549	0																	
357526	37537	3	2493	82743	0	107774	0	0	0	0	74918	0	1587		15744	12929		105278	73331	0	0	2232	0	0	9491	5712	3483	3018	15203	291	1956	501	0	5960	2748	0	0	2247	0																	
357553	36468	0	24279	60047	0	97300	0	0	0	0	115979	0	34510		16898	32317		73020	81469	1	0	654	0	0	6322	15101	7172	3690	21423	1923	9606	2859	522	15386	14910	0	0	11529	0																	
357777	106154	0	0	20428	0	50975	0	0	0	0	202829	0	0		42609	20548		50975	202829	0	0	13474	0	0	9735	26528	22704	9496	36263	1951	2163	1237	2313	25854	7664	0	0	4114	0																	
357937	39471	0	49144	155218	0	219772	0	0	0	0	176764	0	24889		18878	78841		169804	151510	824	365	1403	0	0	8935	23426	12484	102	32345	10987	790	1729	0	26069	13506	0	0	11777	0																	
358112	38586	0	3715	50666	0	60195	0	0	4958	0	93894	0	2825		21622	5926		56480	91069	0	0	2957	0	0	13985	18601	6330	1661	30357	1806	1290	5360	349	18955	8804	10192	0	2489	0																	
358448	39677	2	6559	22444	0	35913	0	0	0	0	63633	0	1218		16014	4262		29352	62415	0	0	1662	0	0	4963	9035	3199	1823	13906	352	322	0	0	3006	674	0	0	674	0																	
358756	10941	0	28	17274	0	21612	0	0	0	0	37248	0	8518		5574	10201		21584	28730	0	0	1696	0	0	2314	2927	3500	1650	5241	2125	1638	1952	0	4816	5716	0	0	3763	0																	
359472	3260	2	0	788	0	3297	0	0	0	0	40861	0	0		6332	9168		3295	26700	0	14161	1764	0	0	3361	5815	15049	1589	9176	0	1685	584	350	19482	2619	0	0	1685	14011																	
359650	4718	0	503	5977	0	8665	0	0	0	0	11179	0	3265		1966	2152		8162	7914	0	0	306	0	0	1043	1239	1052	207	2282	500	0	269	0	1573	769	0	0	500	0																	
359744	8703	0	1746	8067	0	17208	0	0	0	0	23697	0	1434		5820	2838		15427	22263	35	0	0	0	0	2686	5454	1725	443	8140	530	817	500	0	4488	1847	0	0	1347	0																	
360777	2883	0	0	0	0	0	0	0	0	0	28018	0	0		8549	6055	1658	0	28018	0	0	177	0	0	4390	8481	1258	16	12871	533	4046	356	0	5596	4935	0	0	4579	0	0		0		0		0		0	false							
361055	466708	0	79355	95089	0	151521	0	0	0	0	851438	0	15998		38221	317748		71401	835440	765	0	1992	0	0	13954	23735	13410	2486	37689	5074	8071	252	0	15365	13397	35659	0	13145	0																	
361167	2949265	2	213271	1200904	0	1230407	0	0	675620	0	4866626	0	875768		189664	1343005	73336	1011645	3983364	5489	7494	28334	675620	670527	121068	191331	60474	6637	312399	58466	108166	27469	745	189846	194846	0	0	166632	7043	0		0		547637		70771		618408	true	91935	90528	567384	347270	1685492	964989	
361279	13983	0	1078	46624	0	78948	0	0	13791	0	124389	0	2429		27839	50424		77870	115272	0	6688	693	13791	0	4993	22866	18377	5721	27859	1210	3829	2725	262	24118	8026	0	0	5039	6688																	
361354	6149	0	1171	14484	0	18377	0	0	0	0	36763	0	10888		7610	6157		17206	25875	0	0	782	0	0	6277	7271	1074	43	13548	7082	2070	340	300	7055	9792	0	0	9152	0																	
361439	52836	0	47702	151971	0	263862	0	0	0	0	215162	0	935		23682	113341	10640	216160	214227	0	0	982	0	0	12527	28230	3364	1513	40757	258	3092	0	0	21952	3350	0	0	3350	0	0		0		0		0		0	true							
362043	8838	0	3387	8061	0	20655	0	0	0	0	27870	0	730		8093	8830		17268	27140	0	0	287	0	0	1652	3933	3022	1595	1652	0	0	0	0	2109	0	0	0	0	0																	
362155	35871	0	9490	83813	0	101863	0	0	0	0	99285	0	3981		11847	11203		92373	95304	0	0	520	0	0	4708	17010	11700	973	21718	254	2297	13500	1769	22544	17820	0	0	2551	12087																	
362717	386922	0	90013	149915	0	296261	0	0	0	0	631471	0	8229		61258	152645	33158	206248	623242	0	0	11776	0	0	11521	28423	29725	9845	39944	1273	4302	5737	1079	18256	12391	0	0	5324	0	0		0		0		0		0	true	52772	46196	50614	102031	284828	102094	
362856	31468	0	18361	65705	0	81329	0	0	0	0	50046	0	397		3534	6133		62968	49649	0	0	949	0	0	1313	4782	1332	5	6095	303	3679	1030	0	3898	5012	0	0	3982	0																	
362940	26491	0	8861	20330	0	29241	0	0	0	0	48891	0	2320		8603	6632		20380	46571	0	0	1296	0	0	1812	5526	4553	1325	7338	0	2269	0	284	4612	2553	0	0	2269	0																	
363442	4374	0	324	3290	0	3614	0	0	0	0	9392	0	1201		2107	986		3290	8191	0	0	0	0	0	324	1600	1233	523	1924	351	0	0	0	1574	351	0	0	351	0																	
363648	61273	0	14377	18064	0	82886	0	0	0	0	198237	0	47814		11607	109246		68509	150423	0	0	0	0	0	4966	14076	3388	11	19042	1069	3504	704	0	10834	5277	0	0	4573	0																	
363657	245288	2	6219	35505	0	48748	0	0	0	0	777389	0	164044		107940	247706	81432	42527	613345	0	0	47057	0	0	36074	55319	53611	42137	90540	35255	35044	13125	13830	79201	97254	0	0	70299	0	0		0		0		0		0	true							
363778	23347	0	234	9841	0	23220	0	0	2001	0	40145	0	767		8990	0		22986	39378	0	0	753	2001	2001	2430	4309	4424	2342	6435	259	1493	1542	0	4515	3294	0	0	1752	0																	
364131	23517	0	12676	116330	0	133632	0	0	0	0	137724	0	1931		22941	73340		120956	135793	0	0	2414	0	0	5812	20054	8115	2531	25866	1100	1560	1694	0	13571	4354	0	0	2660	0																	
364270	55907	0	3862	75338	0	75352	0	0	0	0	69776	0	4679		1196	10123	0	71490	65097	0	0	0	0	0	1493	1368	529	2	2861	354	0	0	0	2196	354	0	0	354	0	0		0		0		0		0	true							
364430	24825	0	33435	67839	0	112014	0	0	0	0	77819	0	6796		8600	21415		78579	68335	0	2688	0	0	0	4693	9123	4057	1538	13381	3156	2611	5486	915	10811	12168	0	0	5767	0																	
364850	16817	0	2487	16672	0	32932	0	0	0	0	53147	0	5267		5924	19629	4703	30445	47631	0	249	364	0	0	912	4867	4473	2324	5740	1508	1459	587	572	6651	4125	0	0	2967	0	0		0		0		0		0	false							
365325	1702097	5	961339	9010193	0	12832918	0	0	110580	0	10897987	0	374512	0	980629	6801523	299458	11870241	10523475	1333	0	85103	6025	3686	579817	910056	293002	69734	1489873	219588	239580	70453	12138	871979	541759	2923870	102664	459167	17607	0		0		2424922		0		0	true	1510072	2316925	2713687	3868004	1546414	150440	
365745	42206	0	0	65872	0	155166	0	0	24890	0	74688	0	2440		3878	24617		155166	72248	0	0	113	24890	5109	1044	3225	1167	103	4269	0	2326	0	0	1661	2326	1105	0	2326	0																	
365848	18957	0	3973	26994	0	39385	0	0	0	0	59171	0	2048		12417	22072		35412	57019	0	104	804	0	0	2770	5207	6959	2568	7966	357	281	0	0	5087	638	0	0	638	0																	
365950	7817	0	3141	18474	0	26073	0	0	0	0	42661	0	38		9548	12502		22932	42623	0	0	581	0	0	4939	8631	2572	1930	13570	309	2437	1002	521	8525	4269	0	0	2746	0																	
366078	112668	0	132017	170393	0	390738	0	0	37500	0	279535	0	16474		57918	57941		258721	263061	0	0	2510	37500	37500	45060	14072	7266	4710	59083	13851	20099	1486	2382	13190	37818	0	0	33950	0																	
366238	1049346	0	69815	108670	0	208414	0	0	0	0	1657831	0	139414		86217	402607	37272	135768	1518417	2831	0	13393	0	0	36102	95106	27820	4894	131083	11816	21426	6505	2210	77705	41957	1146	0	33242	0	0		0		0		0		0	false							
366247	36088	0	8901	33442	0	64331	0	0	1	0	80584	154	3875		16251	10710	3201	55430	76554	0	1	837	1	0	6165	13671	6079	457	19835	2027	4859	527	0	10121	7413	0	0	6886	0	0		0		0		0		0	false							
366359	0	0	14370	41723	0	70239	0	0	0	0	4981	0	1227		2134	1795		55869	3754	0	0	138	0	0	790	1909	344	143	2699	0	0	0	0	1052	0	0	0	0	0																	
366658	22552	0	544	43102	0	43102	0	0	0	0	71094	0	468		16541	15399		42558	70626	0	0	4207	0	0	4630	12319	8897	2961	16949	373	3426	536	0	12266	4335	0	0	3799	0																	
366854	7416	0	7652	46339	0	46339	0	0	0	0	60703	0	9324		4199	19571	1457	38687	29478	0	21901	434	0	0	2393	10176	8487	6707	12569	3086	2617	0	250	23564	5953	1908	0	5703	21901	0		0		0		0		0	false							
367150	9164	58	19702	35222	0	45657	0	0	501	0	40105	0	580		7277	17257		25897	39525	0	0	619	501	501	1620	5361	4019	475	6981	1045	635	276	251	4199	2208	0	0	1680	0																	
367178	31988	0	398	22800	0	40168	0	0	0	0	80990	0	682		15876	6972		39770	80308	0	0	2906	0	0	6573	14254	7812	2280	20827	554	5720	4837	0	15043	11111	0	0	6274	0																	
367431	22478	0	33093	237614	0	237614	0	0	0	0	79851	0	24		21459	0		204521	79827	0	0	5568	0	0	9440	22639	4978	4498	32079	2711	11622	1234	251	20096	15818	0	0	14333	0																	
367543	54555	0	7836	94453	0	112572	0	0	0	0	202946	0	26029		19433	83113		104736	176917	0	0	8093	0	0	10164	21018	9294	10286	30780	5685	6174	2387	271	31328	14517	0	0	11263	0																	
368054	26528	0	580	41938	0	56708	0	0	0	0	63902	0	0		7581	15653		56128	63902	0	0	368	0	0	3907	6966	2166	764	10873	1879	5622	417	0	6222	7918	0	0	7501	0																	
368344	44332	0	4186	50713	0	118430	0	0	0	0	97502	0	2326		25699	15993	7134	114244	95176	0	0	1263	0	0	3297	13010	16584	0	16307	0	2775	1511	0	7192	4286	0	0	2775	0	0		0		0		0		0	true							
368522	73875	0	1608	74831	0	79446	0	0	0	0	87816	0	0		7178	3801		77838	87816	0	0	1646	0	0	923	3774	2310	2117	4697	0	0	576	440	1946	1016	0	0	0	0																	
368933	27209	0	7109	38444	0	86079	0	0	0	0	79572	0	16361		11888	32604		78378	63211	592	0	241	0	0	2586	10384	4813	170	12822	562	738	256	250	6065	1806	0	0	1300	0																	
368951	35912	0	3952	65174	0	80037	0	0	0	0	134688	0	16101		20683	66716		76085	118587	0	0	3459	0	0	10783	10666	5859	2498	17909	553	1090	609	0	9124	2252	0	0	1347	0																	
369453	36360	0	15400	31096	0	65335	0	0	0	0	69749	0	7463		11736	4563		49935	62286	0	0	1399	0	0	4146	12504	3348	1382	16650	2940	4507	0	0	9643	7447	0	0	7447	0																	
369659	80321	0	35897	439127	0	641217	0	0	0	0	553603	0	18445		45684	310265		605320	535158	0	0	8714	0	0	18100	47641	18983	11911	65741	9470	38759	12730	5422	50952	66381	0	0	48229	0																	
370020	92245	0	37561	164019	0	275354	0	0	0	0	307058	0	18038		77744	79662		237048	288430	745	590	12253	0	0	22346	47347	32993	15523	68669	2634	5177	7512	1620	40466	16942	28438	0	7810	0																	
370347	17234	0	16076	27049	0	63919	0	0	0	0	51744	0	1777		8789	10965		47843	49967	0	0	659	0	0	5212	13320	3352	272	18532	776	352	261	0	13367	1389	0	0	1128	0																	
370721	22045	0	9759	37936	0	84589	0	0	0	0	125339	0	28084		17473	55139	10256	74830	97255	0	0	5428	0	0	6439	12737	8069	3436	19176	304	5337	10800	1034	13208	17475	0	0	5641	0	0		0		0		0		0	false							
