"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT88	RCONMT89	RCONMT90	RCONMT91	RCONMT92	RCONMT93	RCONMT94	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	SELECTED COMPONENTS OF TOTAL DEPOSIT	SELECTED COMPONENTS OF TOTAL DEPOSIT	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS OF 250000 OR LESS WITH	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	Total reciprocal deposit	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	Fully insured, affiliate sweep depos	Fully insured, affiliate, retail swe	Not fully insured, affiliate sweep d	Not fully insured, affiliate, retail	Fully insured, non-affiliate sweep d	Fully insured, non-affiliate, retail	Not fully insured, non-affiliate swe	Not fully insured, non-affiliate, re	Designated exception sweep deposit	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
35301	0	0	0	163960000	0	163980000	0	0	10221000	0	7857000	0	0		0	7657000	0	163978000	7857000	2000	0	0	10221000	10221000	0	0	0	0	0	200000	0	0	0	0	200000	0	0	200000	0	0	0	0	0	10221000	10221000	0	0	0	true	0	0	0	7657000	0	0	
35570	12562905	10	803796	889450	0	1458678	0	0	679336	0	19153198	0	4734022		848795	4680113	343975	651524	14362446	3348	56730	88006	678171	677091	492183	891210	123101	37765	1383393	106576	232724	23577	3045	695463	365922	142907	1165	339300	54202	0		0		1049354		0		562662	true	79225	18162	2685280	1994781	3258710	4622045	
35646	13801	0	16916	32703	0	40309	0	0	0	0	44950	0	3383		8232	17629		23393	41567	0	0	969	0	0	1105	4938	4212	1035	6043	575	686	969	0	3058	2230	0	0	1261	0																	
35879	34684	0	9	8654	0	46899	0	0	0	0	214321	49	16552		49432	77150		46890	197223	0	497	5895	0	0	14949	35237	25588	5536	49642	5893	7159	7155	970	31878	21177	12551	0	13052	0																	
36456	16410	8	11975	14547	0	49846	0	0	1669	0	65618	87	11009		13972	20552		37863	54128	0	394	0	923	447	3653	14094	5660	1292	17747	652	2054	1251	0	10728	3957	0	0	2706	0																	
36933	13617	0	39841	202961	0	202961	0	0	2054	0	97968	0	3174		26002	0		162375	86982	745	7812	5490	2054	2054	10584	29508	19977	10259	39916	778	4971	4100	4174	44326	14023	43560	0	5749	8061																	
37051	10860	5	485	5684	0	21755	0	0	0	0	77476	0	3955		11507	32677		21265	73521	0	0	1611	0	0	3399	7860	9467	2765	11259	1185	2452	6051	760	11984	10448	0	0	3637	0																	
37341	10894	0	3078	15879	0	20026	0	0	2107	0	36517	0	1219		8201	8726		16934	35288	14	10	1700	13	13	3390	6715	3337	767	10105	400	1312	975	0	6009	2687	2244	2094	1712	0																	
37435	260364	0	93347	380230	0	553138	0	0	0	0	1636465	0	165062		111592	1192326		459791	1471403	0	0	17203	0	0	23822	79147	42533	20771	102954	2183	10636	2666	2017	54681	17502	0	0	12819	0																	
37640	2907649	0	335728	1419312	0	1495258	0	0	0	0	4367177	0	541908		281028	944943	76444	1158384	3823855	1146	1414	23607	0	0	102585	221160	91335	27705	323745	27756	33033	10574	437	161757	71800	124593	0	60789	0	0		0		88802		0		88802	true	848203	257626	463894	382042	1682044	830533	
37659	9010	0	671	13710	0	20876	0	0	0	0	21487	0	1111		4655	0	627	20205	20376	0	0	393	0	0	3773	6685	497	0	10458	644	878	0	0	6299	1522	0	0	1522	0	0		0		0		0		0	false							
37949	12898	0	39734	36653	0	100615	0	0	0	0	117842	0	9553		14008	73494		60881	108289	0	0	2576	0	0	3201	8007	7097	3140	11208	3266	5257	501	982	7437	10005	0	0	8523	0																	
38740	40473	1	56102	135830	0	198629	0	0	0	0	115003	0	11513		21400	25688		142398	103490	128	0	2168	0	0	6685	13424	10933	8132	20109	4261	4879	529	0	17774	9669	0	0	9139	0																	
39327	143623	0	12437	304167	0	438112	0	0	0	0	368628	0	27553		26254	172665		425610	339333	65	1742	5477	0	0	16588	20227	9731	0	35242	1714	2777	1303	0	20292	5794	58664	0	4491	0																	
39756	37995	15	11526	255837	0	451356	0	0	303	0	347573	0	11526		18720	200411	9427	439815	336047	0	0	5062	303	103	15269	32637	6177	368	47906	15195	33744	652	5125	35731	54716	103	0	48939	0	0		0		0		0		0	false							
40033	7432	1	4050	16416	0	30296	0	0	0	0	19005	259	0		6737	1264		26245	18746	0	0	745	0	0	3127	5035	1191	94	6417	0	861	0	0	2711	861	0	0	861	0																	
40499	2127451	0	6194	238548	0	290832	0	0	100000	0	3589172	0	313282		342496	863976	112168	283892	3275641	746	249	34020	100000	100000	224636	191394	64652	16929	416029	32573	45292	19184	3087	155115	100136	30082	0	77865	0	0		0		24524		0		24524	true	67405	34054	213848	332177	1082986	1044445	
40855	8744	0	558	29228	0	29786	0	0	0	0	97085	0	8839		11189	61487		29228	87999	0	247	184	0	0	5197	5323	11721	2844	10520	821	617	331	0	13896	1769	0	0	1438	0																	
41553	18291	0	37690	15014	0	74375	0	0	0	0	35916	0	1896		7579	346		36685	34020	0	0	219	0	0	3242	8768	3246	0	12010	0	2024	0	0	7677	2024	0	0	2024	0																	
41629	68613	0	4328	100800	0	146337	0	0	0	0	118367	0	2284		22812	15775		142009	116083	0	0	1688	0	0	8227	14842	7078	1747	23069	518	1230	337	0	9082	2085	0	0	1748	248																	
41825	91579	0	391	370099	0	391590	0	0	81079	0	381173	0	3659		24895	209974	20017	391199	377514	0	0	8378	248	248	10713	20177	16627	3480	30890	8911	13259	6200	252	26103	28622	80850	0	16427	0	0		0		0		0		0	true							
42037	11750	0	3633	27460	0	38231	0	0	3225	0	45414	0	4303		4410	22440		34598	41111	0	0	0	3225	3225	1680	2808	5959	0	4488	0	256	521	0	6038	777	0	0	256	0																	
42354	19554	1	36734	64160	0	131066	0	0	0	0	74166	0	10205		9680	23016		94331	63961	0	0	1716	0	0	6909	10158	1787	0	17067	574	5192	6975	0	9174	12741	0	0	5766	0																	
42372	36512	0	736	93850	0	98519	0	0	0	0	292364	0	1108		46983	132635		97783	291256	0	0	0	0	0	15954	36212	20606	18080	52166	5459	13787	5791	7329	43868	32366	0	0	19246	0																	
42420	2030030	0	173297	578571	0	884509	0	0	0	0	7327242	0	505452		235792	4933078	73643	710464	6821790	748	0	10016	0	0	77722	142602	68136	25803	220324	18796	19744	5988	5343	78471	49871	5759	0	38540	0	0		0		0		0		0	true	130608	187552	2503883	2429195	1813414	216616	
42448	173501	0	140697	933025	0	943530	0	0	40293	0	1013412	6249	47586		195179	287410	84740	802833	959577	0	0	42523	40293	19518	65216	227013	138785	24691	292223	13169	37890	37988	7750	260525	96797	26741	0	51059	90923	0		0		0		0		0	true	112747	443781	65758	33811	165171	4859	
42457	4512	31	8723	10401	0	28890	0	0	12310	0	28153	0	7634		2542	8531		20136	20519	0	0	192	126	126	410	2040	418	113	2450	1642	3142	4343	3000	439	12129	0	5891	4784	0																	
43052	20851	56	2501	29318	0	42001	0	0	2484	0	60669	0	5973		11046	14475		39444	54696	0	0	586	2484	0	3879	8564	8597	294	10702	1604	1059	1347	0	10286	4010	0	0	2663	5311																	
43351	38920	157	25	180886	0	180886	0	0	0	0	188370	1784	159		33827	67047		178690	186427	2014	0	1656	0	0	15394	33559	10501	4276	48953	4399	13710	564	0	29903	18673	0	0	18109	0																	
43856	30012	0	19017	19662	0	45069	0	0	0	0	36939	0	2736		2598	0		26052	34203	0	0	2803	0	0	1336	2516	529	0	3851	2546	0	0	0	1783	2546	0	0	2546	0																	
43959	32963	0	11996	60700	0	90416	0	0	0	0	102840	0	0		4814	48926		78198	102840	222	0	336	0	0	3242	3590	3457	1171	5861	3058	5479	954	0	6646	9491	0	0	8537	0																	
44040	127033	0	41091	68156	0	148236	0	0	0	0	216400	0	6072		25531	21520		107145	210328	0	0	0	0	0	14168	23647	9719	0	37815	8979	9531	1803	0	22003	20313	0	0	18510	0																	
44433	9168	0	0	88405	0	99915	0	0	45692	0	286421	0	0		65740	114332	4411	99915	286421	0	0	2727	45692	11998	33722	66451	36349	6516	100173	7115	11128	1640	0	77298	19883	0	0	18243	996	0		0		0		0		0	true							
44741	404398	2	32355	17787	0	40346	0	0	0	0	547728	0	78913		21633	83903		7244	468675	745	140	7439	0	0	7327	13173	10759	6951	19284	4529	14173	1807	707	16578	21215	40278	0	17865	0																	
44750	15976	0	27259	40255	0	74334	0	0	3977	0	94462	0	10267		20690	30468		46330	83955	745	240	5111	3977	2239	5006	13399	14633	10544	18405	0	1499	1310	1628	22892	4437	18664	0	1499	8289																	
44929	60137	0	29312	41592	0	87999	0	0	0	0	83996	0	2138		11789	5483	6996	58687	81858	0	0	3332	0	0	3127	4810	5499	2192	6406	0	1403	795	549	3839	2747	0	0	1403	0	0		0		0		0		0	false							
45038	23502	0	8398	22621	0	40823	0	0	0	0	109541	0	6512		29183	28511	12985	32425	103029	0	0	5930	0	0	5596	18562	18111	6451	24158	824	4138	1280	2566	19537	8808	0	0	4962	0	0		0		0		0		0	true							
45047	34482	0	15534	69064	0	96305	0	0	0	0	115222	0	10098		22151	16369		79954	105124	817	0	4174	0	0	10272	37177	2690	56	47442	4341	9582	251	0	28046	14174	0	0	13923	0																	
45056	11249	0	3007	27338	0	42611	0	0	0	0	55960	0	12623		8148	32948		39604	43337	0	0	1087	0	0	1953	6168	2059	434	8121	506	643	0	0	2467	1148	0	0	1149	0																	
45430	25165	0	8192	39504	0	50918	0	0	0	0	77019	0	9849		17835	3218		42726	67170	0	0	3641	0	0	15976	11532	6475	289	27508	9111	4182	1071	0	16438	14364	0	0	13293	0																	
45458	24621	0	10938	77387	0	77387	0	0	2	0	89251	0	15194		14609	39678		66449	74057	0	0	1694	2	2	7863	7294	5148	1643	15157	2423	580	0	0	7340	3003	2	0	3003	0																	
45551	250381	1	166477	592577	0	727478	0	0	20683	0	392676	0	8475		67314	3118		560901	384201	99	0	4759	20683	15683	26932	72660	24474	1129	96202	2237	9570	2175	0	57881	13982	141153	0	6807	0																	
45560	422264	0	13485	288392	0	316156	0	0	0	0	2435660	0	30343		24247	1753347	8782	302421	2405105	250	212	3177	0	0	23388	30558	8574	0	51514	51249	141296	4985	0	38272	197530	0	0	192545	0	0		0		0		0		0	true	32630	27762	230066	573101	275627	146637	
45775	24900	0	0	27672	0	55582	0	0	0	0	125271	0	1880		26126	47755		55582	123391	0	0	8054	0	0	9750	20579	12795	4087	30329	548	3765	770	322	21085	5405	0	0	4313	0																	
46053	101677	1	6553	78259	0	127813	0	0	0	0	141895	0	10546		17854	0		121254	131349	5	0	1890	0	0	7239	12036	8606	1733	19275	1514	5354	3206	530	11760	10604	3083	0	6868	0																	
46941	31589	0	12525	49230	0	95103	0	0	0	0	82722	0	1847		12747	28082		82081	80627	497	248	3243	0	0	3733	8598	4255	2755	11947	1243	2467	0	0	6594	3710	11446	0	3710	248																	
47247	51293	103	8366	326886	0	337573	0	0	0	0	244423	12853	15887		19425	150791	7173	317448	214282	11656	1401	0	0	0	5529	12473	11072	2689	17724	2004	3087	5485	0	12337	10576	0	0	5091	394	0		0		0		0		0	true							
47256	13469	0	1394	8295	0	13565	0	0	0	0	30290	0	2690		6416	3091		12171	27600	0	0	372	0	0	1601	6643	3397	93	8244	1038	959	0	0	5318	1997	0	0	1997	2487																	
47452	6539	0	10198	17573	0	31986	0	0	0	0	30888	0	0		1944	19965		21788	30888	0	0	242	0	0	1043	2516	60	170	3559	0	595	0	0	1845	595	0	0	595	0																	
47500	110763	0	13752	96461	0	147686	0	0	4371	0	256850	0	1886		42086	47991		133597	240536	337	14428	7508	351	351	15063	35098	17111	4909	50161	5851	11745	8320	0	30094	25916	18048	4020	17595	14909																	
48057	24688	1	19378	26532	0	69143	0	0	0	0	53112	0	7118		9754	962		49764	45994	0	0	3259	0	0	3767	4706	5863	2719	8473	2106	3734	2569	1998	7301	10407	0	0	5840	0																	
48150	4551	0	907	10344	0	14321	0	0	0	0	20266	0	1814		6118	5774		13414	18452	0	0	403	0	0	2322	3682	1775	1524	6004	0	258	0	380	3185	638	0	0	258	0																	
48374	133808	0	54253	272918	0	570668	0	0	15503	0	716081	0	9890		144073	114685		515842	704314	573	1877	32071	15503	10319	65584	142080	97413	3637	205940	46084	63672	48268	850	164641	158874	1621	0	109756	1633																	
48440	17307	0	1178	52324	0	52436	0	0	3867	0	95120	0	7513		16824	53654		34788	87607	16470	0	1156	3867	0	3173	8100	5739	5488	11273	0	1659	0	0	5676	1659	1000	0	1659	0																	
49054	17092	0	543	51557	0	57865	0	0	69519	0	162438	0	213		76309	55554		57322	162225	0	0	0	69519	8792	4462	16019	23519	41153	20481	2378	1383	878	0	8844	4639	0	0	3761	0																	
49148	25900	0	15522	27498	0	67178	0	0	0	0	46998	0	5744		9293	2050		51656	41254	0	0	1755	0	0	3461	7339	2478	1035	10800	4166	569	0	0	5020	4735	0	0	4735	0																	
49241	74522	0	83585	340644	0	572165	0	0	0	0	410315	0	36223		46700	208248		484393	362090	4187	12002	8535	0	0	30671	52550	15169	531	83221	4902	18443	3835	1444	52221	28624	0	0	23345	0																	
49652	16894	0	9427	40637	0	64073	0	0	0	0	53126	0	14086		7093	20241		53901	37597	745	1443	609	0	0	1746	4237	5221	989	5983	810	1709	519	759	5101	3797	5012	0	2519	1443																	
49858	13952	0	34	50682	0	58420	0	0	0	0	61740	0	0		11082	7937		58386	61740	0	0	0	0	0	3701	7570	14583	196	11271	0	4955	8845	0	14968	13800	0	0	4955	0																	
49951	12805	0	15521	11246	0	40817	0	0	0	0	66377	0	4476		9162	8035		25296	61901	0	0	654	0	0	6179	19595	4074	241	25622	7598	6118	1733	0	20926	15449	0	0	13716	5049																	
50144	10112	0	4387	16291	0	26372	0	0	0	0	58619	0	919		19497	9317		21985	57700	0	0	2367	0	0	2781	7545	16707	4139	10326	1425	2959	2859	775	11675	8018	0	0	4384	0																	
50461	127	0	0	38770	0	38770	0	0	871	0	17501	0	0		602	11268	350	38770	14971	0	2530	221	871	149	206	2488	1641	0	2694	0	0	1770	0	3734	1770	0	0	0	0	0		0		0		0		0	false							
51253	53104	0	29033	198780	0	198780	0	0	150367	0	608024	0	23044		190516	229204	11916	169181	516597	566	68383	5847	150367	22969	33148	79771	79729	107169	112919	7177	15225	3042	455	109301	25899	5556	0	22402	59834	0		0		0		0		0	true							
51356	9105	0	829	14690	0	23748	0	0	0	0	33383	0	0		4793	0	4176	22919	33383	0	0	0	0	0	1984	4882	2569	0	6865	2132	5268	7443	0	4642	14843	0	0	7400	0	0		0		0		0		0	false							
51459	37042	0	7619	118893	0	175407	0	0	0	0	167810	0	64888		16690	91775		167788	102922	0	0	2158	0	0	9113	16454	3012	10	25567	7479	2924	0	0	11899	10403	315	0	10403	624																	
51842	140859	679	16630	79091	0	132399	0	0	2243	0	241145	0	28908		30785	418	16156	115090	189478	0	22759	3536	248	248	20492	34514	26445	3542	55006	5826	7050	2000	0	54207	14876	14868	1995	12875	29190	0		0		0		0		0	true							
52719	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0		0		0	false							
52951	30892	0	83827	178797	0	178797	0	0	9138	0	138990	0	23147		21697	18120		94970	113972	0	1871	2636	9138	2091	14138	28291	6645	1971	42429	12605	17046	7282	2000	29348	38933	0	0	18307	1871																	
53051	14164	0	2256	34442	0	46877	0	0	0	0	45170	0	1739		8784	10656		44621	43431	0	0	766	0	0	2851	7644	4993	2918	10495	816	621	0	506	9622	1943	0	0	1437	0																	
54058	28742	0	2091	56031	0	92843	0	0	0	0	285058	0	26737		39260	158551	18803	90752	255338	0	2983	8589	0	0	18053	25258	17347	9651	22954	2196	14861	6919	3480	31049	27456	0	0	17057	2436	0		0		0		0		0	true							
54656	215715	0	106941	206222	0	364012	0	0	0	0	858652	0	239404		95263	160870	104433	257071	619248	0	0	775	0	0	64183	161127	37757	2075	225310	52310	148435	15827	353	169879	216925	0	0	200745	0	0		0		0		0		0	true	101471	55420	85484	75385	105315	110400	
54973	3303262	25	87674	291263	0	464719	0	0	0	0	7870181	0	799		211516	4172904	117677	359914	7858936	17106	10446	9627	0	0	67933	130362	88843	30631	198295	14716	47705	9866	3959	106253	76246	0	0	62421	0	0		0		0		0		0	true	80836	32026	2656704	1506377	3085918	216491	
55336	178955	0	456	198127	0	325801	0	0	0	0	246516	0	0		19771	18303		325345	246516	0	0	5020	0	0	5919	15619	15381	3530	20633	254	3077	4930	547	20677	8808	0	0	3331	0																	
55635	6298	21	453	23479	0	36844	0	0	2273	0	80713	0	16657		4565	16241		36007	46334	363	17722	242	2273	2273	9334	27122	7819	39	36456	3139	5720	5002	0	39749	13861	26523	0	8859	1982																	
55653	19707	595	3170	84723	0	108633	0	0	0	0	42750	0	4		6042	9208		104848	42746	20	0	0	0	0	1606	3784	2136	315	5390	4988	739	267	0	1800	5994	0	0	5727	0																	
55970	234508	1	1	146312	0	244777	0	0	0	0	313026	0	0		21126	32371		244775	313026	0	0	6809	0	0	5300	18070	12607	2851	23369	252	4160	2635	272	17702	7319	0	0	4412	0																	
56258	33661	0	40020	65230	0	164383	0	0	0	0	142437	0	24966		7579	90920		124363	117471	0	0	272	0	0	1720	4998	5327	1506	2552	2805	587	351	562	5972	4305	0	0	3392	0																	
56351	1320553	0	32185	167499	0	167535	0	0	0	0	3303700	0	311360		106455	1752357	44661	133570	2988862	1780	3478	14577	0	0	42004	82978	44305	10274	124982	13577	21602	15215	835	73106	51229	222009	0	35179	0	0		0		0		0		0	true	7699	2974	883914	574445	626834	681938	
56548	160437	0	5214	70797	0	91008	0	0	134619	0	512837	0	26394		166667	32431		85794	417226	0	69217	1657	134619	124140	74438	199700	6443	9900	274138	5408	22439	1641	0	123814	29488	1221	0	27847	68977																	
56717	490470	0	4536	62947	0	67801	0	0	5045	0	753669	0	70964		67255	114404		63265	682705	0	0	7258	42	42	32059	58229	14423	3648	90288	21747	15691	2999	0	41104	40437	55143	5003	37438	0																	
57040	26071	1	3486	28432	0	55756	0	0	1488	0	111214	0	5287		28619	33627	9284	52269	105927	0	0	3247	0	0	13031	12797	11351	7065	25828	2582	2109	2181	400	15625	7272	0	998	4691	0	0		0		0		0		0	true							
57451	82635	0	50759	106833	0	244038	0	0	0	0	382587	0	39250		54885	193283		193279	343337	0	0	7596	0	0	17138	35102	30313	6366	50469	2251	7345	8154	0	34034	17750	1770	0	9224	0																	
58225	69725	0	20997	99581	0	152538	0	0	0	0	209561	0	2987		50173	37154		131541	206574	0	0	11336	0	0	19785	42449	18301	5622	62234	1735	8469	4159	2161	35984	16525	0	0	10204	0																	
58243	379205	0	215220	2247356	0	2941285	0	0	0	0	2282445	0	26538		131131	1648249	59282	2726065	2255791	0	116	10762	0	0	49829	107677	39922	4394	157506	11581	31433	9409	746	70691	53169	8639	0	43013	0	0		0		0		0		0	true	250633	696032	972669	675580	351013	28192	
58355	4959	0	1377	10208	0	21189	0	0	0	0	35578	0	921		3048	21127		19799	33778	13	879	0	0	0	1786	5021	711	150	6807	345	1479	0	0	4621	1824	0	0	1824	0																	
58551	111929	0	22622	9612	0	32145	0	0	4	0	186149	0	45283		17390	2274		9523	140866	0	0	1537	4	4	10476	18514	7290	0	28990	7736	14270	13660	0	18890	35666	0	0	22006	1738																	
58636	265817	0	6937	65231	0	75583	0	0	0	0	338811	0	56561		16579	31838		68646	282250	0	0	3214	0	0	7040	12228	5960	3119	19258	4944	4454	3410	0	11768	12808	0	0	9398	0																	
58757	50217	0	7419	139531	0	139531	0	0	0	0	156672	0	4950		30094	53956		132112	151445	0	277	3016	0	0	6102	20994	19143	3913	16257	802	1044	500	0	20058	2346	4464	0	1846	0																	
58971	534840	164	8489	967765	0	1082667	0	0	0	0	8845666	20038	49598		85276	8117080	33993	1073749	8775585	265	445	11628	0	0	48461	69676	31768	8794	117136	13816	18663	2311	257	73423	35047	22547	0	32005	0	0		0		0		0		0	true	76058	70705	2582018	5468841	419271	114997	
59316	294866	17	107505	440475	0	663618	0	0	0	0	1119644	0	348015		151806	338793		555912	769671	184	1958	19089	0	0	41086	140317	67297	18250	179984	68485	121901	24645	4004	115144	219035	37807	0	190386	494																	
59352	39757	0	46744	151065	0	293070	0	0	0	0	249710	0	8467		42290	104101		246325	241243	1	0	3320	0	0	21669	50690	11667	91	72359	6053	14928	753	0	41828	21734	1554	0	20980	0																	
59370	45620	0	9	22162	0	69461	0	0	0	0	232677	0	326		78394	48283		69413	231851	39	500	9054	0	0	9308	23948	70504	19728	33256	269	4127	9495	1396	45094	15287	0	0	4396	0																	
59754	3913	0	1320	7170	0	11384	0	0	3000	0	9637	0	2631		926	201		10064	7006	0	0	276	3000	0	300	4419	804	0	4719	0	0	0	0	4595	0	0	0	0	0																	
