"IDRSSD"	RCFDJJ03	RCONJJ03	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	RIADJH88	RIADJH89	RIADJH90	RIADJH91	RIADJH92	RIADJH93	RIADJH94	RIADJH95	RIADJH96	RIADJH97	RIADJH98	RIADJH99	RIADJJ00	RIADJJ01	RIADJJ02	RIADMG93	RIADMG94	
	Allowance for credit losses on other	Allowance for credit losses on other	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	Balance most recently reported for e	Recoveries, Held-to-maturity debt se	Provisions for credit losses, Held-t	Adjustments, Held-to-maturity debt s	Less: charge-offs, Held-to-maturity 	Balance end of current period, Held-	Balance most recently reported for e	Recoveries, Available-for-sale debt 	Provisions for credit losses, Availa	Adjustments, Available-for-sale debt	Less: charge-offs, Available-for-sal	Balance at end of current period, Av	Less: Write-downs arising from trans	Less: Write-downs arising from trans	Provisions for credit losses on othe	Provisions for credit losses on off-	Estimated amount of expected recover	
37			960	0	6	0	954	0	0																						
242			173	0	0	0	175	2	0																						
279			1610	40	4	0	1592	26	0																						
354			181	0	1	0	180	0	0																						
457			674	0	0	0	676	2	0																						
505			8186	120	1	0	8081	16	0																						
1155			3894	225	3	0	3789	123	0																						
1351			1220	75	23	0	1250	128	0																						
1454			5035	0	5	0	5043	13	0																						
1669			4136	120	23	0	4026	33	0																						
1856			279	0	0	0	279	0	0																						
2161			2320	180	2	0	2247	109	0			0	0																		
2732			5005	0	3	0	5066	64	0																						
2750			509	0	1	0	508	0	0																						
3252			4066	0	192	0	3967	93	0																						
3458			597	15	3	0	583	4	0																						
3720			1780	1	2	0	1780	3	0																						
3971			8497	155	38	0	8332	28	0																						
4156			2811	0	19	0	2792	0	0																						
4231			862	0	6	0	856	0	0																						
5069			10450	678	400	0	9372	0	0																						
5135			4586	25	18	0	4593	50	0																						
5210			18963	0	12	0	19033	82	0																						
5461			6825	0	52	0	6774	1	0																						
5751			2391	0	1	0	2409	19	0																						
6039			4127	73	73	0	3989	8	0			0	0																		
6329			17760	2000	295	0	17176	1711	0				0																		
7009			0	0	0	0	0	0	0																						
7045			1161	0	5	0	1157	1	0			0	0																		
7072			3111	0	45	0	3076	10	0																						
7456			887	0	0	0	887	0	0																						
7634			1208	15	5	0	1199	11	0																						
8033			1902	0	0	0	1906	4	0																						
8462			2008	0	0	0	2009	1	0																						
8631			396	0	1	0	397	2	0																						
9357			4961	0	17	0	4944	0	0																						
9553			1212	0	0	0	1212	0	0																						
9807			32001	0	619	0	31649	267	0				0																		
9955			1707	0	1	0	1710	4	0																						
10250			5223	0	152	0	5112	41	0																						
10849			2761	0	0	0	2761	0	0																						
11145			2971	5	13	0	2964	11	0			2971	0																		
11640			2980	15	13	0	2982	30	0																						
11837			1024	0	0	0	1024	0	0																						
12030			11914	0	2416	0	9770	272	0																						
12142			1960	30	10	0	1986	66	0																						
12311	0		2017621	6948	61652	0	2030159	81138	0	0	3673	0		0	0	0	0	0	0	0	0	3434	0	3434	0	0	0	0	14546	0	
12647			1073	0	1	0	1075	3	0																						
12656			182	2	0	0	180	0	0																						
12946			24973	750	268	0	24402	447	0																						
13103			20874	0	553	0	20360	39	0				0																		
13251			622	15	3	0	604	0	0																						
13457			103	0	0	0	103	0	0																						
14155			3838	45	5	0	3809	21	0																						
14650			856	10	19	0	1006	179	0																						
14753			530	0	0	0	530	0	0																						
14865			5412	0	16	0	5396	0	0																						
14977			602	15	0	0	679	92	0			0	0																		
16551			4210	0	3	0	4207	0	0																						
17110			279	0	0	0	279	0	0			0	0																		
17147		0	195984	0	1052	0	195397	465	0			0		245	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	1721	
17259			160	0	5	0	166	11	0																						
17950			5641	60	4	0	5579	2	0																						
17978			1440	0	0	0	1440	0	0																						
18050			6837	0	32	0	6859	54	0																						
18827			13658	250	52	0	13362	6	0																						
18836			1696	9	128	0	1601	42	0																						
18854			10599	276	9	0	10316	2	0				0																		
19356			931	10	1	0	922	2	0																						
19936			4480	0	15	0	4470	5	0																						
19972			399	0	0	0	399	0	0																						
20053			1353	60	1	0	1297	5	0																						
20633			2756	75	4	0	2691	14	0																						
20857			2625	0	0	0	2625	0	0																						
21256			70	0	0	0	70	0	0																						
21359			448	6	3	0	441	0	-2																						
21658			2360	45	20	0	2296	1	0				0																		
22048			3107	75	4	0	3090	62	0																						
22543			2507	0	4	0	2507	4	0																						
22552			918	0	0	0	918	0	0																						
22730			1536	0	21	0	1590	75	0																						
23456			2280	90	14	0	2176	0	0																						
23504		0	79615	-1654	54	0	83853	2638	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	
23643			1351	30	25	0	1325	29	0																						
23755			2352	-60	8	0	2441	37	0																						
24006			8711	286	27	0	8429	31	0																						
24378			186	0	0	0	186	0	0																						
24659			596	0	2	0	630	36	0																						
24668			14245	400	825	0	15492	2472	0																						
24949			6236	-1000	58	0	7181	3	0																						
25357			6030	155	18	0	5901	44	0																						
25647			3073	50	0	0	3023	0	0				0																		
26457			229	1	0	0	228	0	0				0																		
26765			34756	1508	51	0	33702	505	0																						
27070			5260	180	0	0	5087	7	0																						
27548			10995	0	84	0	11125	214	0																						
27614			1351	-100	15	0	1461	25	0																						
27847			7046	200	36	0	6855	45	0																						
28013		0	39274	401	83	0	38973	183	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28152			1444	0	0	0	1444	0	0				0																		
28675			801	0	0	0	801	0	0				0																		
28732			1107	30	1	0	1084	8	0																						
29476			1630	64	0	0	1566	0	0																						
29636			4776	93	252	0	4513	82	0																						
29878			17409	-161	0	0	17570	0	0				0																		
30052			391	0	0	0	393	2	0																						
30502			9470	0	43	0	9466	39	0																						
30650			60	60	0	0	0	0	0																						
30810	0		6646730	192930	234784	0	6821480	602464	0	0	133000			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-39300	1663000	
31134			1456	60	6	0	1400	10	0				0																		
31255			7783	131	5	0	7649	2	0			0	0																		
31657			1003	0	12	0	991	0	0																						
31826			3209	25	26	0	3180	22	0				0																		
31835			1957	0	20	0	1958	21	0																						
32234			191	27	7	0	168	11	0																						
32766			848	60	0	0	809	21	0																						
32971			2733	0	29	0	2733	29	0																						
33147			4846	0	2	0	4853	9	0																						
33259			9100	506	245	0	8720	371	0																						
33268			1246	0	1	0	1246	1	0																						
33370			141	0	0	0	141	0	0																						
33839			93	0	0	0	93	0	0																						
33857			10717	254	39	0	10424	0	0				0																		
34434			2751	0	16	0	2742	7	0																						
34537		0	89838	6556	586	0	83315	670	51					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34555			2684	0	84	0	2604	4	0			0	0																		
34742			4892	90	0	0	4802	0	0																						
35057			1951	0	11	0	1963	23	0			0	0																		
35301	0		86000	0	0	0	87000	0	-1000			0		0	0	0	0	0	0	2000	0	0	0	0	2000	0	0	0	0	0	
35570		0	242090	434	1219	0	240681	244	0			0		1726	0	0	0	0	1726	0	0	0	0	0	0	0	0	0	0	0	
35646			336	40	0	0	296	0	0																						
35879			968	0	0	0	986	18	0																						
36456			2329	0	11	0	2318	0	0																						
36933			2362	90	0	0	2282	10	0																						
37051			953	42	0	0	885	1	27																						
37341			978	30	0	0	956	8	0																						
37435			15109	-12	176	0	15109	164	0																						
37640		0	45078	5200	113	0	37017	369	3117			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37659			479	5	1	0	482	9	0			0	0																		
37949			2606	60	3	0	2543	0	0																						
38740			1960	-125	2	0	2092	9	0																						
39327			2052	75	6	0	1998	27	0																						
39756			6606	75	77	0	6454	0	0				0																		
40033			902	0	1	0	901	0	0																						
40499		0	41765	429	116	0	45377	2846	-1311					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	0	
40855			1458	30	0	0	1428	0	0																						
41553			645	0	0	0	645	0	0																						
41629			2204	-122	43	0	2330	47	0																						
41825			6493	-4	4	0	6500	7	0				0																		
42037			532	0	1	0	533	2	0																						
42354			1533	93	0	0	1442	2	0																						
42372			2640	0	4	0	2637	1	0																						
42420		0	91188	-200	489	0	92522	1623	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2164	0	
42448			23769	1149	142	0	22868	390	0			0	0																		
42457			600	0	0	0	600	0	0																						
43052			1424	30	3	0	1391	0	0																						
43351			2551	450	20	0	2354	273	0																						
43856			487	0	0	0	487	0	0																						
43959			878	-50	1	0	1034	107	0																						
44040			4846	0	6	0	4842	2	0																						
44433			6341	0	11	0	6353	23	0				0																		
44741			4394	30	11	0	4364	11	0																						
44750			2039	0	10	0	2037	8	0																						
44929			1117	15	2	0	1106	6	0				0																		
45038			1202	-100	4	0	1298	0	0			0	0																		
45047			2565	54	28	0	2558	75	0																						
45056			457	0	0	0	457	0	0																						
45430			719	18	3	0	700	2	0																						
45458			1981	-55	1	0	2035	0	0																						
45551			9893	15	68	0	9846	36	0																						
45560			15556	0	32	0	15581	57	0				0																		
45775			909	0	0	0	909	0	0																						
46053			2832	9	74	0	2760	11	0																						
46941			1821	6	6	0	1818	9	0																						
47247			7602	376	9	0	7234	17	0				0																		
47256			373	0	1	0	372	0	0																						
47452			1662	0	6	0	1656	0	0																						
47500			4427	54	82	0	4291	0	0																						
48057			601	10	64	0	527	0	0																						
48150			215	3	0	0	226	13	-1																						
48374			11673	185	217	0	11606	335	0																						
48440			1532	0	4	0	1530	2	0																						
49054			3019	0	20	0	2999	0	0																						
49148			700	0	0	0	701	1	0																						
49241			9987	175	54	0	9838	80	0																						
49652			2959	0	4	0	2955	0	0																						
49858			1350	25	0	0	1325	0	0																						
49951			250	0	2	0	248	0	0																						
50144			572	15	7	0	552	2	0																						
50461			4645	0	0	0	4645	0	0				0																		
51253			7875	0	177	0	7813	115	0			0	0																		
51356			309	0	1	0	308	0	0				0																		
51459			1522	0	4	0	1518	0	0																						
51842			15638	-3000	13	0	18625	0	0				0																		
52719			0	0	0	0	0	0	0			0	0																		
52951			4682	113	29	0	4614	74	0																						
53051			500	0	0	0	500	0	0																						
54058			8667	60	54	0	8572	19	0				0																		
54656			4356	0	20	0	4371	35	0			0	0																		
54973		0	67211	-3763	1402	0	71130	1558	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	
55336			3743	75	55	0	3703	90	0																						
55635			1033	0	9	0	1202	178	0																						
55653			948	0	2	0	962	16	0																						
55970			6867	0	0	0	6867	0	0																						
56258			2575	60	0	0	2515	0	0																						
56351			28243	600	153	0	27708	218	0				0																		
56548			7550	0	6	0	7544	0	0																						
56717			11642	135	30	0	11532	55	0																						
57040			1643	0	0	0	1645	2	0			0	0																		
57451			4781	0	1	0	4782	2	0																						
58225			2651	0	15	0	2657	21	0																						
58243			76230	0	921	0	75470	161	0				0																		
58355			469	6	0	0	463	0	0																						
58551			3003	150	87	0	2844	78	0																						
58636			4125	75	108	0	4061	119	0																						
58757			1703	60	6	0	1670	33	0																						
58971			140904	0	901	0	140603	600	0				0																		
59316			16660	300	100	0	16442	182	0																						
59352			5565	150	1	0	5414	0	0																						
59370			2602	0	4	0	2598	0	0																						
59754			350	1	4	0	345	0	0																						
60143	0		554000	-26000	10000	0	588000	18000	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	0	
60330			13640	152	107	0	13670	289	0			0	0																		
60545			2339	0	164	0	2176	1	0																						
60554			822	15	2	0	808	3	0																						
60648			4702	0	4	0	4944	246	0																						
61122			15291	-419	59	0	15954	303	0				0																		
61355			20061	1561	172	0	20014	1686	0																						
61476			3721	225	0	0	3496	0	0																						
61757			4803	40	3	0	4760	0	0				0																		
61832			2583	-90	0	0	2726	53	0																						
61953			675	0	1	0	674	0	0																						
62044			176	0	1	0	175	0	0																						
62110			0	0	0	0	0	0	0																						
62147			749	0	0	0	749	0	0																						
63050			3077	0	16	0	3066	5	0																						
63069			533974	8722	10523	0	516491	1708	-54			0	4452																		
63201			1904	214	0	0	1690	0	0																						
63573			6784	15	15	0	6754	0	0																						
63733			10732	225	92	0	10517	102	0				0																		
63742			7842	0	6	0	7837	1	0																						
64150			2254	0	0	0	2254	0	0																						
64552			3298	689	0	0	2622	13	0				0																		
64730			2119	0	7	0	2114	2	0																						
65205			5550	54	0	0	5496	0	0																						
65513			47	0	0	0	47	0	0				0																		
65559			4296	156	0	0	4140	0	0				0																		
65858			16568	0	75	0	16622	129	0																						
66154			1588	0	14	0	1583	9	0																						
66275			4664	334	1	0	4329	0	0																						
66677			1694	21	0	0	1673	0	0				0																		
67142			474	0	0	0	474	0	0																						
67151			12812	-1417	1494	0	12739	4	0																						
67209			12144	0	45	0	12472	373	0																						
67254			14	0	0	0	14	0	0																						
67656			48487	7557	626	0	48245	7941	0				0																		
67870			4211	0	36	0	4183	8	0																						
68671			647	50	1	0	621	25	0																						
68756			6770	114	7	0	6671	22	0			0	0																		
68831			1742	24	9	0	1754	45	0																						
69333			15058	180	18	0	14905	45	0			0	0																		
69678			6579	0	129	0	6532	82	0																						
70218			1027	0	0	0	1027	0	0			0	0																		
70414			3735	250	5	0	3481	1	0																						
70638			4925	366	47	0	4668	156	0																						
70955			191	0	2	0	189	0	0																						
71073			640	3	60	0	577	0	0																						
71457			5697	0	7	0	5690	0	0																						
71859			172	0	0	25	197	0	0																						
72258			3079	23	1	0	3055	0	0																						
72351			1316	0	6	0	1311	1	0																						
72454			799	0	4	0	795	0	0																						
72678			1772	0	24	0	1766	18	0																						
73116			4732	110	9	0	4620	7	0																						
73152			980	0	13	0	977	10	0																						
73554			3239	30	3	0	3206	0	0																						
73956			435	0	12	0	434	11	0																						
74056			1151	0	0	0	1152	1	0																						
74140			9204	37	155	0	9103	91	0				0																		
74403			9541	211	8	0	9337	15	0				209																		
74449			85	0	0	0	85	0	0																						
75259			10476	900	0	0	9576	0	0																						
75446			3547	60	5	0	3488	6	0																						
75455			651	0	0	0	651	0	0																						
75633			809127	-66593	19911	0	884991	29182	0			0	35011																		
75651			696	0	5	0	748	57	0																						
76153			553	0	27	0	569	43	0			0	0																		
76443			1089	15	0	0	1076	2	0																						
76854			8184	60	20	0	8104	0	0																						
77150			1211	0	9	0	1202	0	0			0	0																		
77253			3878	139	26	0	3368	55	400																						
77422			1963	0	5	0	1958	0	0																						
77851			37074	0	128	0	37129	183	0			0	0																		
78157			310	0	0	0	310	0	0																						
78241			1139	0	0	0	1139	0	0																						
78559			1095	0	0	0	1095	0	0																						
79042			1197	50	39	0	1108	0	0				0																		
79127			911	38	53	0	879	59	0																						
79145			2398	0	0	0	2398	0	0																						
79257			85	6	0	0	79	0	0																						
79855			1976	105	2	0	1869	0	0																						
80150			692	0	5	0	700	13	0																						
80374			443	7	0	0	436	0	0																						
80431			1025	70	4	0	1021	70	0																						
81175			5546	89	0	0	5457	0	0																						
82033			2585	75	2	0	2511	3	0																						
82257			1405	161	8	0	1410	174	0																						
82350			344	0	3	0	344	3	0																						
83151			2403	15	8	0	2381	1	0																						
83236			247	0	0	0	247	0	0																						
83375			10248	-204	255	0	10275	78	0																						
83638			56051	-10000	474	0	69899	4322	0			50	0																		
83834			1484	0	1	0	1484	1	0																						
83852			471	0	0	0	471	0	0																						
83955			807	0	14	0	794	1	0																						
84046			149	0	0	0	149	0	0																						
84541			15091	476	354	0	14417	156	0																						
84804			634	0	0	0	634	0	0																						
85052			1215	0	0	0	1215	0	0																						
85472		0	50598	1656	234	0	48850	142	0					1467	0	-86	0	0	1381	0	0	0	0	0	0	0	0	0	281	0	
85931			2474	30	21	0	2445	22	0																						
86349			3329	59	14	0	3281	25	0																						
86675			6129	-429	2	0	6556	0	0																						
87047			1133	15	1	0	1118	1	0																						
87159			1157	0	5	0	1154	2	0																						
87234			5374	150	201	0	5023	0	0																						
87476			6971	0	23	0	6967	19	0																						
87579			4595	0	2	0	4593	0	0				0																		
88231			12318	150	95	0	12073	0	0																						
88259			763	0	0	0	763	0	0																						
88352			1391	0	5	0	1423	37	0				0																		
88455			5646	0	3	0	5643	0	0																						
88950			0	0	0	0	0	0	0																						
89032			1294	0	43	0	1259	8	0																						
89135			729	5	4	0	720	0	0																						
89854			1599	0	3	0	1596	0	0																						
89957			1470	144	0	0	1338	12	0																						
90047			206	8	0	0	198	0	0																						
90177			1208	0	34	0	1179	5	0																						
90328			5797	137	8	0	5677	25	0																						
90337			15392	0	2129	0	13296	33	0			0	0																		
90579			4223	0	0	0	4223	0	0																						
91615			724	15	0	0	712	3	0																						
91754			4063	0	14	0	4066	17	0			0	0																		
91950			269	0	1	0	269	1	0																						
92144			244	0	0	0	244	0	0																						
92676			3842	47	12	0	3866	83	0				0																		
92706			2142	-103	32	0	2267	54	0																						
92902			125	0	0	0	125	0	0																						
93244			2116	0	4	0	2115	3	0																						
93543			7540	287	13	0	7267	27	0																						
93619	0		0	0	0	0	0	0	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
94139			3610	214	84	0	3610	298	0																						
94522			5972	88	18	0	5901	35	0																						
94755			2579	90	16	0	2479	6	0																						
94858			1229	5	5	0	1228	9	0																						
95051			1927	689	51	0	1466	279	0			0	0																		
95677			562	15	3	0	544	0	0																						
96553			974	30	11	0	933	0	0																						
97055			3131	0	18	0	3113	0	0																						
97279			527	61	8	0	458	0	0																						
97457			1274	40	3	0	1233	2	0																						
97804			13830	-400	430	0	13924	124	0																						
97943			1678	120	0	0	1629	71	0																						
98351			1160	48	1	0	1114	3	0																						
98463			7610	-450	13	0	8047	0	0																						
98717			2229	0	0	0	2234	0	-5			0	0																		
99143			1308	25	9	0	1330	56	0																						
99376			22839	256	33	0	22610	60	0				0																		
99442			5515	0	95	0	5554	134	0																						
99536			4821	180	269	0	4531	159	0																						
99853			154	0	2	0	152	0	0																						
100236			5026	194	36	0	4806	10	0																						
100357			8667	60	22	0	8690	105	0																						
100562		0	96049	8205	1175	0	85376	743	2036			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	
100777			2413	0	880	0	1736	203	0																						
100843			9134	155	22	0	9091	134	0																						
101019			60365	2824	215	0	70104	12778	0			0	0																		
101037			17262	0	93	0	17237	68	0																						
101439			3380	0	23	0	3380	23	0				0																		
101671			4676	0	582	0	4121	27	0				0																		
101738			1457	19	28	0	1478	68	0																						
101952			1297	0	2	0	1295	0	0																						
102333			374	0	0	0	374	0	0																						
102342			3230	90	1	0	3139	0	0																						
102539			275	0	0	0	275	0	0																						
102557			1300	142	0	0	1258	100	0																						
102874			1038	38	2	0	999	1	0				0																		
103134			538	0	0	0	538	0	0																						
104234			691	3	4	0	728	44	0																						
104542			127	9	0	0	118	0	0																						
104971		0	142	0	0	0	324	182	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
105026			3015	52	69	0	2926	32	0																						
105473			12113	150	56	0	12065	4	-154																						
105530			1050	0	0	0	1057	7	0																						
106359			23375	0	260	0	23193	78	0				0																		
106452			5925	225	11	0	5761	72	0																						
106676			785	1	0	0	784	0	0																						
107244		0	204213	-13527	5333	0	217380	4973	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17717	0	
107459			272	2	0	0	270	0	0																						
107570			4004	0	23	0	3998	17	0																						
107758			365	5	98	0	436	174	0																						
108072			2339	-1	17	0	2323	0	0																						
108269			886	0	1	0	885	0	0																						
108652			190	0	0	0	190	0	0																						
108746			143	0	2	0	141	0	0																						
108951			3164	0	11	0	3298	145	0																						
109136			1762	0	29	0	1733	0	0																						
109154			771	10	1	0	761	1	0																						
109453			1988	50	55	0	1893	10	0																						
109574			3178	23	25	0	3131	1	0																						
109659			3096	90	12	0	3063	69	0																						
110413			5567	0	1	0	5571	5	0				0																		
110936			6921	249	1	0	6683	12	0																						
110945			2285	7	0	0	2279	1	0																						
110972			271	22	0	0	249	0	0																						
111157			463	0	0	0	463	0	0			0	0																		
111205			7662	-178	20	0	8080	260	0																						
111942			4807	50	10	0	4760	13	0																						
111979			6905	0	4	0	6938	37	0																						
112163		0	29096	-1250	116	0	30433	203	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
112332			1048	0	230	0	863	45	0																						
112510			595	23	10	0	575	13	0																						
112556			587	9	0	0	578	0	0																						
112837	0		3664278	158440	227334	13775	3711409	419130	0	0	49007	0		0	0	0	0	0	0	656	7912	-6849	0	679	1040	0	0	0	35283	747237	
113003			1256	0	0	0	1258	2	0				0																		
113030			2902	30	1	0	2874	3	0																						
113441			6619	40	18	0	6598	37	0																						
113601			11996	-642	0	0	12638	0	0																						
113740			13194	0	29	0	13212	47	0				0																		
114149			2217	0	6	0	2218	7	0																						
114260			22600	-316	68	0	22900	52	0			0	0																		
114457			3550	-20	49	0	3550	29	0																						
114774			630	0	0	0	630	0	0																						
114840			4195	45	6	0	4150	6	0																						
114859			769	0	0	0	769	0	0																						
115146			1000	0	0	0	1000	0	0																						
115575			6084	0	6	0	6078	0	0																						
116358			370	0	0	0	371	1	0																						
116554			153	6	0	0	147	0	0																						
116741			1509	19	0	0	1490	0	0																						
117038			1586	0	5	0	1582	1	0			0	0																		
117074			1747	1	0	0	1747	1	0																						
117458			10129	0	39	0	10090	0	0																						
117775			887	0	0	0	896	9	0			0	0																		
118156			2694	0	33	0	2661	0	0																						
118660			2046	0	0	0	2046	0	0																						
118736			1579	30	7	0	1551	9	0																						
119153			3406	0	26	0	3495	115	0				0																		
119528			10268	-80	53	0	10393	98	0																						
119779			10192	-30	1	0	10221	0	0				0																		
119872			3642	60	1	0	3590	9	0																						
120476			339	4	0	0	335	0	0																						
120542			5704	150	333	0	5278	57	0																						
120609			10378	0	276	0	10124	22	0																						
120953			1296	0	1	0	1295	0	0																						
121642			44238	285	940	0	45000	1987	0				0																		
121651			949	0	8	0	941	0	0																						
121914			3488	0	21	0	3538	71	0																						
122153			224	0	4	0	232	12	0																						
122546			998	58	10	0	953	23	0																						
122854		0	146313	-2200	264	0	148706	457	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	757	0	
123075			731	0	0	0	731	0	0																						
123374			976	0	1	0	978	3	0																						
124344			6658	-65	10	0	6713	0	0																						
124830			947	0	1	0	946	0	0																						
125154			3276	535	299	0	3285	843	0				0																		
125855			9771	757	93	0	9227	306	0																						
125873			1247	0	20	0	1227	0	0																						
126012			5067	0	1	0	5066	0	0																						
126049			1361	30	1	0	1337	7	0																						
126375			483	0	0	0	483	0	0																						
126553			2943	0	0	0	2943	0	0				0																		
126834			3386	140	46	0	3351	151	0																						
127055			818	0	0	0	818	0	0																						
127224			1760	7	7	0	1771	25	0																						
128258			299	15	2	0	284	2	0																						
128904		49	124166	-485	1385	0	97787	1608	27087					0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	-737	0	
129349			1024	11	8	0	1017	12	0																						
129358			1159	94	0	0	1065	0	0																						
129479			4214	0	1	0	4218	5	0																						
129732			59458	4995	517	0	55012	1066	0			0	3046																		
129853			2400	143	39	0	2250	32	0																						
129910			4418	75	5	0	4353	15	0																						
130345			7282	0	4	0	7278	0	0																						
130541		0	52508	-1386	231	0	54286	367	-256					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
130813			4537	0	5	0	4532	0	0																						
131034			3804	0	8	0	3797	1	0																						
131173			10590	0	58	0	10588	56	0																						
131436			6599	105	28	0	6467	1	0			0	0																		
131717			699	7	8	0	702	18	0			0	0																		
131940			1082	7	1	0	1074	0	0																						
132107			11722	254	5	0	11470	7	0																						
132451			1172	0	1	0	1171	0	0																						
132778			312	0	2	0	310	0	0																						
132938			779	29	2	0	748	0	0																						
133579			5307	0	4	0	5303	0	0			0	0																		
133850			14464	108	93	0	14370	107	0																						
133971			3326	-2	0	0	3410	82	0																						
134156			1971	30	1	0	1949	9	0																						
134437			9874	500	115	0	9467	208	0			0	0																		
134455			1150	0	0	0	1150	0	0																						
134848			1949	0	0	0	1950	1	0																						
135836			2889	0	71	0	2858	40	0																						
135854			946	0	0	0	946	0	0																						
136048			789	25	4	0	809	49	0																						
136338			2534	74	11	0	2466	17	0																						
136459			306	0	0	0	306	0	0																						
136655			790	0	8	0	782	0	0																						
137205			23676	46	78	0	23654	102	0																						
137447			2839	0	1	0	2848	10	0																						
137456			1528	0	2	0	1535	9	0																						
137559			1626	216	4	0	1794	388	0																						
137643			1221	0	2	0	1219	0	0																						
137652			3758	76	5	0	3677	0	0			0	0																		
137915			85892	933	1603	0	84846	1490	0				0																		
138051			1919	0	1	0	1918	0	0																						
138257			445	0	1	0	447	3	0																						
138556			472	56	3	0	415	2	0																						
139133			2400	37	2	0	2362	1	0				0																		
139478			4930	0	2	0	5199	271	0																						
139553			13834	355	54	0	13465	40	0																						
139656		0	47590	-412	170	0	48365	533	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-994	0	
139740			27623	-750	9	0	28364	0	0				0																		
139834			374	0	6	0	398	30	0																						
139843			20648	900	82	0	19672	6	0				0																		
140157			3646	4	2	0	3687	47	0																						
140362			26239	0	324	0	25915	0	0			0	0																		
140634			365	3	0	0	362	0	0																						
141211			4792	75	2	0	4738	23	0																						
141341			850	-311	124	0	1037	0	0																						
141350			534	20	3	0	531	20	0																						
141556			56877	0	1746	0	57366	2235	0				426																		
141677			160	3	0	0	157	0	0																						
141958			705	30	2	0	676	3	0																						
142049			1483	0	1	0	1483	1	0																						
142179			360	9	0	0	353	2	0																						
142955			8757	0	142	0	8615	0	0																						
143372			1047	-17	17	0	1065	18	0																						
143662		0	248564	5696	3366	0	248412	8910	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-892	0	
143859			3503	167	34	0	3302	0	0																						
143952			2324	0	1	0	2323	0	0																						
144034			2463	0	8	0	2455	0	0																						
144052			4335	36	11	0	4319	31	0																						
144155			3395	0	1	0	3394	0	0				0																		
144678			1700	-26	35	0	1700	9	0																						
144856			2452	60	0	0	2392	0	0																						
144913			2242	0	2	0	2240	0	0																						
145059			740	10	0	0	730	0	0																						
145545			5435	191	10	0	5234	0	0																						
145554			2580	0	21	0	2559	0	0																						
145741			1296	0	0	0	1296	0	0																						
145844			4128	104	55	0	4026	57	0																						
146056			572	-40	44	0	589	21	0																						
146663			14858	0	9	0	14858	9	0																						
146672		0	130646	-2368	1909	0	154206	23101	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1439	0	
147651			713	60	10	0	652	9	0																						
147679			1319	-79	0	0	1398	0	0																						
147857			2560	-750	3	0	3307	0	0			0	0																		
147923			2325	-87	3	0	2414	5	0																						
148171			2230	-100	5	0	2325	0	0																						
148238			2891	75	29	0	2823	36	0																						
148340			537	0	0	0	537	0	0																						
148470			1033	0	0	0	1033	0	0																						
148715			1014	0	12	0	1020	18	0																						
148809			5299	-105	4	0	5400	0	0																						
148920			558	0	11	0	547	0	0																						
149150		0	1933	0	4	0	1929	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
150035			9388	-320	110	0	9605	7	0				0																		
150044			8907	0	9	0	8905	7	0																						
150727			8027	-250	29	0	8282	34	0																						
151546			864	15	3	0	848	2	0				0																		
151957			9772	150	46	0	9589	13	0																						
152057			1578	0	9	0	1590	21	0																						
152253			2861	120	127	0	2614	0	0																						
152431			1381	0	7	0	1381	7	0																						
152440			1995	0	84	0	1914	3	0																						
