"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
300063	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
300157	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
300353	0	0	0	0	0	0	11	0				0	7	0		0				0		0	0	0	0	0			0	0	8	0	0	0			0	0	0	0	0	3	0	0				0	0	7	0	
300456	0	0	0	0	0	0	17	0				17	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
300933	0	0	0	0	0	0	30	1		0		8	16	0		16		0	0	0	0	0	0	0	0	0			0	0	1	20	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
300942	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
300960	0	0	0	0	0	0	152	2				148	0	0		0				0		148	0	0	0	0			0	0	0	0	0	0			0	1	0	0	0	0	0	0				0	1	0	0	
301574	0	0	0	0	0	0	2	0				0	20	0		0				0		0	0	0	0	1			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	20	1	
301800	0	0	0	0	0	0	67	3		0		0	123	0		0		0	0	0	0	0	0	0	0	11			0	0	1	4	0	0			0	0	0	0	0	7	0	0	0	0		0	0	123	41	
302030	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
302133	0	1	0	0	0	0	1	0				0	5	0		5				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
302553	0	0	0	0	0	0	1	1				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
302656	0	0	0	0	9	9	38	10		0		1	20	1		10		0	0	10	0	1	0	0	0	0			0	0	1	0	0	0			0	0	0	9	0	1	0	7	0	0		0	0	0	0	
303653	0	0	0	0	0	0	4	1				0	1	0		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	2	1	0	
303701	0	0	0	0	0	0	3	0				0	10	0		0							0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				2	0	8	2	
303747	0	0	0	0	0	0	2	1				0	7	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				7	1	0	0	
303952	0	0	0	0	0	0	4	1				2	3	0		3				0		2	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
304173	0	0	0	0	0	0	1	0				0	2	0		0				0		0	0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
304520	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
304575	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
304762	0	0	0	0	0	0	3	0				0	3	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	3	2	
304913	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
305059	0	0	0	0	0	0	23	15				0	18	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	18	8	
305077	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
305237	0	0	0	0	0	0	4	0				0	12	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				6	2	6	2	
305442	0	0	0	0	0	0	38	35				0	3	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	1				3	1	0	1	
306056	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
306140	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
306159	0	0	0	0	0	0	5	0		0		0	2	0		2		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	5	0	0	
306337	0	0	0	0	0	0	19	0				0	89	89		0				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	17	0	0	
306908	0	0	0	0	0	0	6	1				2	108	0		26				0		0	0	0	0	0			0	0	3	0	0	0			0	0	82	0	0	0	0	0				0	0	0	0	
307062	0	0	0	0	0	0	0	0				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
307334	0	0	0	0	0	0	1	0				0	1	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	1	
307361	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
307679	0	0	0	0	0	0	3	1				0	25	0		0				0		0	0	0	0	0			5	1	0	0	0	0			0	0	0	0	0	0	0	0				5	0	15	1	
307932	0	0	0	0	0	0	1	0				0	24	0		0							0	0	0	0			0	0	1	0	24	0			0	0	0	0	0	0	0	0				0	0	0	0	
308256	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
308340	0	0	0	0	0	0	16	0				9	2	0		0				0		9	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	7	
308836	0	0	0	0	0	0	3	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	3	0	0	
309150	0	0	0	0	0	0	11	0				1	10	0		10				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	10	0	0				0	0	0	0	
309655	0	0	0	0	0	0	11	9				1	1	0		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				1	0	0	0	
309851	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
310754	0	0	0	0	0	0	2	2				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
310950	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
310978	0	0	0	572	0	0	617	0		0		0	1	0		0		0	0	0	0	0	0	0	0	5			1	0	28	0	0	0			0	0	0	1	0	0	0	11	0	0		0	0	0	0	
311050	0	0	0	0	0	0	43	2				0	93	20		0				0		0	0	0	0	0			8	2	1	0	0	0			0	0	0	0	0	0	0	5				9	19	56	14	
311144	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
311256	0	0	0	0	0	0	0	0				0	1	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
311265	0	0	0	0	0	0	2	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	2	0	0	
311603	0	0	0	0	0	0	86	18				3	21	0		21				0		0	0	0	0	1			0	0	62	0	0	0			0	0	0	0	0	2	0	0				0	0	0	0	
311658	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
311845	0	32	8	33	0	0	2793	258		0		7	12753	5625		251		0	0	1	0	7	0	0	89	33			1955	451	343	123	65	9			0	1	1	26	0	348	70	18	0	0		1223	107	3457	1013	
311939	0	0	0	0	0	0	0	0				0	1	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
312244	0	0	0	0	0	0	18	0				10	24	0		19				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	5	6	
312356	0	0	0	0	0	0	12	0				0	29	0		0							0	0	0	0			0	0	4	0	0	0			0	0	0	0	0	0	0	0				11	2	18	6	
313009	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
313157	0	0	0	0	0	0	9	1				8	6	0		3				0		1	0	0	0	0			0	0	0	0	3	0			0	0	0	0	0	0	0	0				0	0	0	0	
313223	0	0	0	0	0	0	4	0				4	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
313577	0	0	0	0	0	0	46	0				0	18	0		0				0		0	0	0	0	0			0	0	26	0	0	0			0	0	0	0	0	0	0	0				11	18	7	2	
314257	0	0	0	0	0	0	11	0				1	147	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	147	10	
314444	0	0	0	0	0	0	37	19				0	18	0		0							0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				13	1	5	16	
315656	0	0	0	0	0	0	1	1				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
316840	0	0	0	0	0	0	782	9		0		59	2936	0		214		0	0	0	0	0	0	0	0	3			39	17	42	0	0	0			0	0	0	0	0	0	0	1	0	0		0	1	2683	650	
316859	0	0	0	0	0	0	6	6				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
316934	0	0	0	0	0	0	0	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
317258	0	0	0	0	0	0	1	0				0	13	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	1				0	0	13	0	
317342	0	1	0	0	0	0	948	718		0		1	409	149		0		0	0	0	0	0	0	0	0	0			0	0	2	3	0	6			0	0	0	0	0	21	0	12	0	0		13	10	241	180	
317379	0	0	0	0	0	0	0	0				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	0	0	0	
317650	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
318639	0	0	0	0	0	0	0	0				0	6	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	6	0	
318974	0	0	0	0	0	0	19	7				0	11	0		0				0		0	0	0	10	4			0	0	8	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
319047	0	0	0	0	0	0	3	0				0	30	0		0							0	0	0	0			1	0	0	0	0	0			0	0	0	0	0	0	0	0				17	0	12	3	
319458	0	0	0	0	0	0	0	0				0	55	0		0				0		0	0	0	0	0			0	0	0	0	50	0			0	0	0	0	0	0	0	0				0	0	5	0	
319551	0	0	0	0	0	0	2	2				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
320034	0	0	0	0	0	0	10	0				10	2	0		1				0		0	0	0	0	0			1	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
320052	0	7	0	0	0	0	55	5		0		0	694	0		0		0	0	0	0	0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	694	42	0	0	0	0		0	0	0	0	
320070	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
320119	0	0	0	0	0	0	229	229		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
321152	0	0	0	0	0	0	1	0				1	17	0		5							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				12	0	0	0	
321255	0	0	0	0	0	0	1	0				1	4	0		0				0		1	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	0	
321273	0	0	0	0	0	0	90	39				0	108	66		0				0		0	0	0	0	0			0	0	38	0	0	0			0	0	0	0	0	0	0	0				25	8	17	5	
321330	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
321947	0	0	0	0	0	0	24	21		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	1	2	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
322449	0	0	0	0	0	0	2	0				0	0	0		0				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
322476	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
322551	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
323204	0	0	0	0	0	0	32	1				6	34	0		20				0		0	0	0	0	0			13	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	1	24	
323651	0	0	0	0	0	0	11	3				1	29	11		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	6	16	1	
324153	0	0	0	0	0	0	72	63				2	100	84		0							0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	2				0	0	16	4	
324229	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
324256	0	0	0	0	0	0	0	0				0	6	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				5	0	1	0	
324340	0	0	0	0	0	0	55	2		0		0	142	31		0		0	0	0	0	0	0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	0	0	0	0	0		1	3	110	49	
324854	0	0	0	0	0	0	0	0				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
324863	0	0	0	0	0	0	50	1		0		0	6	0		0		0	0	0	0	0	0	0	0	8			0	0	0	0	0	0			0	0	0	35	0	0	0	0	0	0		0	0	6	6	
324975	0	0	0	0	0	0	24	0				0	43	0		0							0	0	0	0			0	0	0	0	0	0			30	0	0	0	0	0	0	0				13	24	0	0	
325141	0	0	0	0	0	0	0	0				0	15	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	15	0	
325459	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
325534	0	0	0	0	0	0	47	44				0	0	0		0				0		0	0	0	0	0			0	0	1	1	0	0			0	0	0	0	0	1	0	0				0	0	0	0	
326054	0	0	0	0	0	0	2	1				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	1	
326344	0	0	0	0	0	0	61	1				5	28	1		3				0		0	0	0	0	0			0	0	52	0	0	0			0	0	0	0	0	0	0	2				24	1	0	0	
326858	0	0	0	0	0	0	2	0				0	8	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	8	2	
326979	0	0	0	0	0	0	2	2				0	62	62		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
327220	0	0	0	0	0	0	1	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
327305	0	0	0	0	0	0	9	4		0		0	4	0		0		0	0	0	0	0	0	0	0	0			0	0	3	0	0	0			0	0	0	0	0	2	0	0	0	0		0	0	4	0	
327435	0	0	0	0	0	0	14	0				0	54	50		0				0		0	0	0	0	1			0	0	10	0	0	0			0	0	0	0	0	0	0	1				4	2	0	0	
327556	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
327855	0	0	0	0	0	0	7	3				0	5907	5900		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	3	0	0	0	0				0	0	7	1	
328058	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
328357	0	0	0	0	0	0	3	0		0		3	10	0		10		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
328656	0	0	0	0	0	0	1	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	1	
328777	0	0	0	0	0	0	354	2		0		0	0	0		0		0	0	0	0	0	0	0	0	2			0	0	1	0	0	0			0	0	0	0	0	0	0	343	0	0		0	0	0	6	
329149	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
329345	0	0	0	0	0	0	15	3				0	66	30		0				0		0	0	0	0	0			0	0	0	2	0	0			0	0	0	0	0	0	0	0				0	0	36	10	
329550	0	0	0	0	0	0	169	136				1	26	0		10				0		0	0	0	0	2			0	0	3	0	0	0			0	0	0	13	0	0	0	0				2	13	14	1	
329952	0	0	0	0	0	0	15	11		0		0	53	5		4		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	44	4	
330239	0	0	0	0	0	0	15	0				5	40	0		9				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	31	10	
330248	0	0	0	0	0	0	4	0				0	12	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				10	0	2	4	
330855	0	0	0	0	0	0	223	98		0		0	218	93		0		0	0	0	0	0	0	0	0	0			0	0	7	24	57	0			0	0	0	0	0	3	0	79	0	0		5	1	63	11	
330873	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
330949	0	0	0	0	0	0	10	0				0	18	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	4	17	6	
331076	0	0	0	0	0	0	3	0				0	3	0		0				0		0	0	0	0	0			0	0	1	2	0	0			0	0	0	0	0	0	0	0				0	0	3	0	
331375	0	0	0	0	0	0	9	0				0	0	0		0				0		0	0	0	0	0			0	0	9	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
331544	0	0	0	0	0	0	1	1				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
331713	0	0	0	0	0	0	4	0				0	0	0		0				0		0	0	0	0	0			0	0	4	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
332224	0	0	0	0	0	0	3	0				1	71	0		10				0		0	0	0	0	0			0	0	0	0	9	0			0	0	0	0	0	0	0	0				0	0	52	2	
332345	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
332402	0	0	0	0	0	0	1	0				0	4	0		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	4	0	
332671	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
332756	0	0	0	0	0	0	4	2				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	2	0	0	
333034	0	0	0	0	0	0	152	26				0	62	2		0							0	0	0	0			0	0	51	1	1	0			0	0	0	18	0	4	0	5				43	38	16	9	
333203	0	0	0	0	0	0	1	0		0		0	1	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	1	1	
333650	0	11	0	0	0	0	30	1				18	0	0		0				0		18	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
333856	0	0	0	0	0	0	19	18		0		0	17	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	17	1	
333940	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
334264	0	0	0	0	0	0	9	0				0	38	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				6	0	32	9	
335346	0	0	0	0	0	0	0	0				0	29	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	29	0	
336147	0	0	0	0	0	0	5	0				3	7	0		3							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	2	
336361	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
336576	0	0	0	0	0	0	0	0				0	7	0		0				0		0	0	0	0	0			7	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
336950	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
337340	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
338646	0	0	0	0	0	0	10	1				6	8	0		8				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
338851	0	0	0	0	0	0	1	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	1				0	0	0	0	
338945	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
339072	0	0	0	0	0	0	21	4		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	17	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
339353	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
339456	0	0	0	0	0	0	99	3		0		0	80	49		22		0	0	0	0	0	0	0	0	0			0	0	56	0	0	0			0	5	0	0	0	30	0	0	0	0		5	1	4	4	
339607	0	0	0	0	0	0	7	0				0	0	0		0				0		0	0	0	0	0			0	0	5	2	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
339773	0	0	0	0	0	0	45	0		0		0	25	0		0		0	0	0	0	0	0	0	0	0			0	0	33	0	0	0			0	0	0	0	0	12	0	0	0	0		25	0	0	0	
339858	0	0	0	0	0	0	1824	531		0		54	7805	3262		2311		0	0	0	0	0	0	0	38	7			0	0	424	82	0	0			0	117	0	27	0	0	700	0	0	0		107	107	1387	475	
339876	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
340135	0	0	0	0	0	0	483	329		0		8	87	4		0		0	0	0	0	0	0	0	0	0			0	0	3	4	0	0			0	0	0	111	0	0	0	0	0	0		0	0	83	28	
340144	0	0	0	0	0	0	121	80				0	2	0		2				0		0	0	0	0	0			0	0	3	1	0	0			0	0	0	0	0	37	0	0				0	0	0	0	
340256	0	0	0	0	0	0	0	0				0	410	410		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
340443	0	0	0	0	0	0	0	0				0	4	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				4	0	0	0	
340742	0	0	0	0	0	0	77	0		0		0	94	0		0		0	0	0	0	0	0	0	0	0			0	0	1	76	0	90			0	0	0	0	0	0	0	0	0	0		4	0	0	0	
340751	0	0	0	0	0	0	82	4				8	27	8		0				0		8	0	0	0	0			0	0	8	0	0	0			0	0	0	0	0	0	0	57				16	5	3	0	
341310	0	0	0	0	0	0	15	7				0	8	8		0				0		0	0	0	0	0			0	0	0	6	0	0			0	0	0	0	0	0	0	0				0	0	0	2	
342054	0	0	0	0	0	0	20	0				0	38	0		0				0		0	0	0	12	0			0	0	15	0	0	0			0	0	0	0	0	0	0	0				0	0	26	5	
342362	0	0	0	0	0	0	4	0		0		4	20	0		12		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	8	0	
342410	0	0	0	0	0	2	112	14		0		32	84	0		61		0	0	0	0	0	0	0	0	0			0	0	25	1	10	0			0	0	0	1	0	32	0	0	0	0		0	1	13	4	
342634	0	3	0	0	0	0	2379	100		0		928	2242	285		1336		0	0	9	0	0	0	0	9	14			336	185	81	0	0	4			29	4	0	842	0	12	0	16	0	0		6	128	237	66	
343051	0	0	0	0	0	0	1	0				0	70	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				54	0	16	1	
343248	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
343770	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
343903	0	0	0	0	0	0	34	0				0	13	0		0				0		0	0	0	0	0			0	0	22	0	0	0			0	0	0	0	0	0	0	0				0	1	13	11	
343958	0	0	0	0	0	0	4	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	3	0	0				0	0	0	1	
344647	0	0	0	0	0	0	28	2		0		1	26	0		0		0	0	0	0	0	0	0	0	2			0	0	1	0	26	0			0	0	0	0	0	5	0	0	0	0		0	17	0	0	
344852	0	0	0	0	0	0	0	0				0	2	0		2				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
345309	0	0	0	0	0	0	18	1		0		10	336	0		29		0	0	0	0	0	0	0	0	0			0	0	0	2	0	0			0	0	0	0	120	0	186	4	0	0		0	0	1	1	
345345	0	0	0	0	0	0	0	0		0		0	6	0		6		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
345747	0	0	0	0	0	0	4	0		0		4	8	3		5		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
345756	0	0	0	0	0	0	14	1		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	13	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
345877	0	0	0	0	0	0	66	46				0	9	0		0				0		0	0	0	0	0			0	0	18	0	0	0			0	0	0	0	0	0	0	0				4	0	5	2	
346379	0	0	0	0	0	0	21	11				0	0	0		0							0	0	0	0			0	0	9	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
346566	0	0	0	0	0	0	4	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	4	0	0	0	0				0	0	0	0	
