"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOANC99	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
85052																																																																																						24894	1215	1215	8.7664%	21.5333%	20.4823%	23679	115607	270111	-8056	0			13.5333%							10916	270111								0	0	0		0		12763	20.4823%	1	0	15623	0	0	0	-8056	0	0	0		0	23679	0	0	23679	0	0	0	0	0	0	0	0	0	1215	0	0	0			
85472																																																																																						1099803	54100	54100	9.2417%	11.7291%	11.1522%	1045703	9376682	11314994	-15162	0			3.7291%			0				282078	11855211								0	0	0		0		1303842	11.1522%	1	0	1570758	500319	12896	27002	-13507	0	0	-1655		0	1045703	0	0	1045703	0	0	0	0	0	0	0	0	0	54100	0	540217	0			
85931																																																																																						27811	1817	1817	8.4299%	19.2143%	17.9590%	25994	144741	308354	-3427	0			11.2143%							19994	308354								0	0	0		0		6000	17.9590%	1	0	22567	0	0	0	-3427	0	0	0		0	25994	0	0	25994	0	0	0	0	0	0	0	0	0	1817	0	0	0			
86349																																																																																						36564	2319	2319	9.8893%	19.8146%	18.5579%	34245	184531	346284	-4313	0			11.8146%							31245	346284								0	0	0		0		3000	18.5579%	1	0	29932	0	0	0	-4313	0	0	0		0	34245	0	0	34245	0	0	0	0	0	0	0	0	0	2319	0	0	0			
86675																																																																																				1063151	0				23.9551%			255965		1068521	-10070	0										256060	1068616	0	0.0000%	45739	0	1781	47520	4.4697%	0	0	0	0	1		0		1	0	245990	5	90	0	-10070	0	0	0		0	255965	0	0	255965	0	0	0	0	0	0						95	0	0		
87047																																																																																				165597	0				14.6844%			24897		169547	-2748	0										25056	169547	0	0.0000%	0	0	10	10	0.0060%	0	0	0	0	1		-159		1	0	22149	0	0	0	-2748	0	0	0		0	24897	0	0	24897	0	0	0	0	0	0						0	0	2520		
87159																																																																																						22112	744	744	11.7788%	37.3798%	36.1221%	21368	59155	181411	-4296	0			29.3798%							17868	181411								0	0	0		0		3500	36.1221%	1	0	17072	0	0	0	-4296	0	0	0		0	21368	0	0	21368	0	0	0	0	0	0	0	0	0	744	0	0	0			
87234																																																																																						81381	5390	5390	10.5788%	15.9866%	14.9278%	75991	509057	718336	-2482	0			7.9866%							73162	718531								0	0	0		0		3024	14.9278%	1	0	73704	195	0	0	-2482	0	0	0		0	75991	0	0	75991	0	0	0	0	0	0	0	0	0	5390	0	195	0			
87476																																																																																				183094	0				18.0617%			33746		186837	-742	0										33746	186837	0	0.0000%	4567	0	37455	42022	22.9511%	0	0	0	0	1		0		1	0	33004	0	0	0	-742	0	0	0		0	33746	0	0	33746	0	0	0	0	0	0						0	0	0		
87579																																																																																						53334	4276	4276	8.9417%	15.6052%	14.3541%	49058	341770	548642	-9349	0			7.6052%							49058	548642								0	0	0		0		0	14.3541%	1	0	39709	0	0	0	-3685	0	-5664	0		0	49058	0	0	49058	0	0	0	0	0	0	0	0	0	4276	0	0	0			
88231																																																																																						122842	10397	10397	9.3367%	14.8024%	13.5496%	112445	829879	1204337	141	0			6.8024%							96983	1204405								0	0	0		0		15530	13.5496%	1	0	112654	0	68	0	141	0	0	0		0	112445	0	0	112445	0	0	0	0	0	0	0	0	0	10397	0	68	0			
88259																																																																																				96846	0				9.8861%			9801		99139	-1282	0										1801	99139	0	0.0000%	10177	0	516	10693	11.0412%	0	0	0	0	1		8000		1	0	8519	0	0	0	-1282	0	0	0		0	9801	0	0	9801	0	0	0	0	0	0						0	0	0		
88352																																																																																				210735	0				14.6739%			29794		203041	-630	0										25794	203041	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1		4000		1	0	29164	0	0	0	-630	0	0	0		0	29794	0	0	29794	0	0	0	0	0	0						0	0	18702		
88455																																																																																				793038	0				9.0544%			68822		760096	-5503	0										23957	779396	0	0.0000%	7013	0	1093	8106	1.0221%	0	0	0	0	1		64165		1	0	82619	18227	1073	0	-5503	0	0	0		0	68822	0	0	68822	0	0	0	0	0	0						19300	0	175764		
88950																																																																																						9226	0	0	6.7834%	9.8263%	9.8263%	9226	93891	136008	-158	0			1.8263%	785						244	148253								0	0	0		0		21227	9.8263%	1	0	21313	11382	863	0	-158	0	0	0		0	9226	0	0	9226	0	0	0	0	0	0	0	0	0	0	0	12245	0			
89032																																																																																						21876	1144	1144	10.5356%	23.9498%	22.6974%	20732	91341	196780	-1434	0			15.9498%							16732	196780								0	0	0		0		4000	22.6974%	1	0	19298	0	0	0	-1434	0	0	0		0	20732	0	0	20732	0	0	0	0	0	0	0	0	0	1144	0	0	0			
89135																																																																																				89224	0				10.1230%			8932		88235	-858	0										8432	88235	0	0.0000%	10245	0	86	10331	11.5787%	0	0	0	0	1		500		1	0	8074	0	0	0	-460	0	-398	0		0	8932	0	0	8932	0	0	0	0	0	0						0	0	0		
89854																																																																																						16459	1599	1599	8.4818%	12.1271%	10.9489%	14860	135721	175199	-285	0			4.1271%							11710	175199								0	0	0		0		3150	10.9489%	1	0	14575	0	0	0	-285	0	0	0		0	14860	0	0	14860	0	0	0	0	0	0	0	0	0	1599	0	0	0			
89957																																																																																				144551	0				12.2465%			17969		146728	-16	0										5530	146728	0	0.0000%	28077	0	0	28077	19.4236%	0	0	0	0	1		12439		1	0	17953	0	0	0	-16	0	0	0		0	17969	0	0	17969	0	0	0	0	0	0						0	0	0		
90047																																																																																				48194	0				10.7920%			5279		48916	-1495	0										4279	48916	0	0.0000%	2477	0	374	2851	5.9157%	0	0	0	0	1		1000		1	0	3784	0	0	0	-1495	0	0	0		0	5279	0	0	5279	0	0	0	0	0	0						0	0	0		
90177																																																																																						33759	1208	1208	10.0714%	22.0316%	21.2432%	32551	153230	323201	-301	0			14.0316%							32551	323201								0	0	0		0		0	21.2432%	1	0	32250	0	0	0	-301	0	0	0		0	32551	0	0	32551	0	0	0	0	0	0	0	0	0	1208	0	0	0			
90328																																																																																						92488	5837	5837	8.6686%	12.7569%	11.9518%	86651	725004	999595	-9527	0			4.7569%							48400	1004684								0	0	0		0		43340	11.9518%	1	0	82213	3257	1630	202	-8865	0	-662	0		0	86651	0	0	86651	0	0	0	0	0	0	0	0	0	5837	0	5089	0			
90337																																																																																				728054	0				12.1386%			86861		715578	-2505	0										62611	715578	0	0.0000%	118464	0	30636	149100	20.4793%	0	0	0	0	1		24250		1	0	84356	0	0	0	-2505	0	0	0		0	86861	0	0	86861	0	0	0	0	0	0						0	0	0		
90579																																																																																						75580	4152	4152	11.1037%	22.7614%	21.5110%	71428	332054	643279	-10655	4707			14.7614%							71428	647986								0	0	0		0		0	21.5110%	1	0	60773	0	0	0	-10655	0	0	0		0	71428	0	0	71428	0	0	0	0	0	0	0	0	0	4152	0	0	0			
91615																																																																																						14036	724	724	8.7967%	13.1152%	12.4387%	13312	107021	151330	-2242	0			5.1152%							12472	151330								0	0	0		0		840	12.4387%	1	0	11070	0	0	0	-2242	0	0	0		0	13312	0	0	13312	0	0	0	0	0	0	0	0	0	724	0	0	0			
91754																																																																																						97196	4063	4063	10.9986%	26.0793%	24.9891%	93133	372694	846769	-50141	0			18.0793%							76555	866944								0	0	0		0		36753	24.9891%	1	0	63167	20175	0	0	-50141	0	0	0		0	93133	0	0	93133	0	0	0	0	0	0	0	0	0	4063	0	20175	0			
91950																																																																																						6563	269	269	9.7441%	15.2094%	14.5860%	6294	43151	64593	-935	0			7.2094%							4044	64593								0	0	0		0		2250	14.5860%	1	0	5359	0	0	0	-935	0	0	0		0	6294	0	0	6294	0	0	0	0	0	0	0	0	0	269	0	0	0			
92144																																																																																						7963	244	244	14.0391%	30.7274%	29.7858%	7719	25915	54982	-916	0			22.7274%							6519	54982								0	0	0		0		1200	29.7858%	1	0	6803	0	0	0	-916	0	0	0		0	7719	0	0	7719	0	0	0	0	0	0	0	0	0	244	0	0	0			
92676																																																																																				745155	0				9.7248%			71707		737360	-7660	0										72191	737944	0	0.0000%	126679	0	13062	139741	18.7533%	0	0	0	0	1		100		1	0	64631	584	0	0	-7660	0	0	0		0	71707	0	0	71707	0	0	0	0	0	0						584	0	3437		
92706																																																																																				376087	0				13.1517%			49587		377038	-7905	0										43557	377038	0	0.0000%	27764	0	59	27823	7.3980%	0	0	0	0	1		6031		1	0	41683	0	0	0	-6451	0	-1453	0		0	49587	0	0	49587	0	0	0	0	0	0						0	0	0		
92902																																																																																						2469	125	125	8.0814%	20.5544%	19.5138%	2344	12012	29005	0	0			12.5544%							2044	29005								0	0	0		0		300	19.5138%	1	0	2344	0	0	0	0	0	0	0		0	2344	0	0	2344	0	0	0	0	0	0	0	0	0	125	0	0	0			
93244																																																																																						36449	2116	2116	9.0747%	13.5212%	12.7363%	34333	269569	378337	-8485	0			5.5212%							14491	380173								0	0	0		0		21678	12.7363%	1	0	27684	0	1836	0	-8485	0	0	0		0	34333	0	0	34333	0	0	0	0	0	0	0	0	0	2116	0	1836	0			
93543																																																																																						65705	5731	5856	11.9469%	14.3864%	13.1042%	59849	456716	500958	-421	0			6.3864%							45362	500958								0	0	0		0		14487	13.1042%	1	0	59428	0	0	0	-421	0	0	0		0	59849	0	0	59849	0	0	0	0	0	0	125	0	0	5856	0	0	0			
93619			37303	0	0	99.0573%	276.1958%	276.1958%	37303	13506	37658	0	0	37658	99.0573%	268.1958%						34803	37658												2500	276.1958%	0	37303	0	0	0					0	0					0	0	0	0	0	0	0	0	0	0	0	0	0								2.5000%		0	37303	0	0	0	0	0	0	37303																				0																	0				0																															
94139																																																																																						80387	3776	3776	11.1400%	17.7344%	16.9014%	76611	453283	687714	-7335	0			9.7344%							63474	692403								0	0	0		0		17826	16.9014%	1	0	73965	4543	146	0	-4611	0	-2724	0		0	76611	0	0	76611	0	0	0	0	0	0	0	0	0	3776	0	4689	0			
94522																																																																																						94390	5972	5972	8.4620%	15.1311%	14.1737%	88418	623816	1044883	-3183	0			7.1311%							85518	1044883								0	0	0		0		2900	14.1737%	1	0	85235	0	0	0	-3183	0	0	0		0	88418	0	0	88418	0	0	0	0	0	0	0	0	0	5972	0	0	0			
94755																																																																																						27521	2579	2579	10.3701%	13.3147%	12.0670%	24942	206696	240518	-2507	0			5.3147%							21242	240518								0	0	0		0		3700	12.0670%	1	0	22435	0	0	0	-2507	0	0	0		0	24942	0	0	24942	0	0	0	0	0	0	0	0	0	2579	0	0	0			
94858																																																																																						20004	1106	1106	10.2257%	22.6433%	21.3914%	18898	88344	184808	-4082	0			14.6433%							18198	184808								0	0	0		0		700	21.3914%	1	0	14816	0	0	0	-4082	0	0	0		0	18898	0	0	18898	0	0	0	0	0	0	0	0	0	1106	0	0	0			
95051																																																																																						43833	1927	1927	11.1420%	16.7014%	15.9672%	41906	262451	376109	-74	0			8.7014%							29795	380398								0	0	0		0		16400	15.9672%	1	0	46121	0	131	4158	-77	3	0	0		0	41906	0	0	41906	0	0	0	0	0	0	0	0	0	1927	0	4289	0			
95677																																																																																				85281	0				10.2725%			8788		85549	0	0										-17	86098	0	0.0000%	2999	0	0	2999	3.5166%	0	0	0	0	1		9354		1	0	9337	0	0	549	0	0	0	0		0	8788	0	0	8788	0	0	0	0	0	0						549	0	0		
96553																																																																																						12647	941	941	12.6665%	16.7904%	15.5411%	11706	75323	92417	0	0			8.7904%							1629	93653								0	0	0		0		11313	15.5411%	1	0	12942	807	429	0	0	0	0	0		0	11706	0	0	11706	0	0	0	0	0	0	0	0	0	941	0	1236	0			
97055																																																																																				277695	0				12.8803%			33972		263751	-1595	0										6292	263751	0	0.0000%	52286	0	321	52607	18.9442%	0	0	0	0	1		27680		1	0	32377	0	0	0	-1595	0	0	0		0	33972	0	0	33972	0	0	0	0	0	0						0	0	0		
97279																																																																																						8414	527	527	8.7913%	18.0701%	16.9383%	7887	46563	89714	-490	0			10.0701%							4907	89714								0	0	0		0		2980	16.9383%	1	0	7397	0	0	0	-490	0	0	0		0	7887	0	0	7887	0	0	0	0	0	0	0	0	0	527	0	0	0			
97457																																																																																						14532	1274	1274	6.8753%	11.2944%	10.3043%	13258	128665	192834	-169	0			3.2944%							4495	193293								0	0	0		0		9222	10.3043%	1	0	13548	0	459	0	-169	0	0	0		0	13258	0	0	13258	0	0	0	0	0	0	0	0	0	1274	0	459	0			
97804																																																																																						130742	9220	9220	13.5481%	17.8433%	16.5850%	121522	732724	896967	-3740	0			9.8433%							123272	907021								0	0	0		0		8304	16.5850%	1	0	127836	5815	4239	0	-3780	40	0	0		0	121522	0	0	121522	0	0	0	0	0	0	0	0	0	9220	0	10054	0			
97943																																																																																						55193	1677	1677	8.5323%	14.7865%	14.3372%	53516	373266	627213	-10700	0			6.7865%							27846	639478								0	0	0		0		37935	14.3372%	1	0	55081	11670	595	0	-10700	0	0	0		0	53516	0	0	53516	0	0	0	0	0	0	0	0	0	1677	0	12265	0			
98351																																																																																						16599	1160	1160	9.3841%	15.2647%	14.1980%	15439	108741	164523	-1981	0			7.2647%							7981	164553								0	0	0		0		7379	14.1980%	1	0	13379	0	30	0	-109	-1981	0	0		0	15439	0	0	15439	0	0	0	0	0	0	0	0	0	1160	0	30	0			
98463																																																																																						106817	6303	6303	9.3951%	21.2467%	19.9930%	100514	502746	1069852	-22566	0			13.2467%							44721	1069852								0	0	0		0		55793	19.9930%	1	0	77948	0	0	0	-22566	0	0	0		0	100514	0	0	100514	0	0	0	0	0	0	0	0	0	6303	0	0	0			
98717																																																																																						35301	1341	1341	21.5731%	33.1923%	31.9314%	33960	106353	157418	-1791	0			25.1923%							27959	157418								0	0	0		0		6001	31.9314%	1	0	32169	0	0	0	-1791	0	0	0		0	33960	0	0	33960	0	0	0	0	0	0	0	0	0	1341	0	0	0			
99143																																																																																				363346	0				8.9171%			32634		365971	-4064	0										29709	365971	0	0.0000%	50233	0	96	50329	13.8515%	0	0	0	0	1		2925		1	0	28570	0	0	0	-4064	0	0	0		0	32634	0	0	32634	0	0	0	0	0	0						0	0	5552		
99376																																																																																						398671	23707	23707	11.7204%	16.1989%	15.2356%	374964	2461101	3199245	-745	0			8.1989%							285623	3199263								0	0	0		0		89359	15.2356%	1	0	374237	18	0	0	-745	0	0	0		0	374964	0	0	374964	0	0	0	0	0	0	0	0	0	23707	0	18	0			
99442																																																																																				768094	0				9.6630%			73328		758857	-21464	0										36435	764173	0	0.0000%	81186	0	406	81592	10.6227%	0	0	0	0	1		35370		1	0	50341	3716	1600	0	-27410	0	-893	0		0	73328	0	0	73328	0	0	0	0	0	0						5316	0	0		
99536																																																																																						108364	4821	4821	7.0754%	15.0342%	14.3654%	103543	720781	1463418	-16269	0			7.0342%							75145	1467991								0	0	0		0		32972	14.3654%	1	0	91848	3302	1271	0	-11495	0	-4773	0		0	103543	0	0	103543	0	0	0	0	0	0	0	0	0	4821	0	4573	0			
99853																																																																																				56689	0				9.7225%			5343		54955	-834	0										4353	54955	0	0.0000%	611	0	23	634	1.1184%	0	0	0	0	1		990		1	0	4509	0	0	0	-834	0	0	0		0	5343	0	0	5343	0	0	0	0	0	0						0	0	0		
100236																																																																																				414583	0				9.1567%			37940		414342	-1110	0										31913	414342	0	0.0000%	50990	0	1418	52408	12.6411%	0	0	0	0	1		6027		1	0	36830	0	0	0	-1110	0	0	0		0	37940	0	0	37940	0	0	0	0	0	0						0	0	0		
100357																																																																																						100058	8667	8667	9.5454%	14.3645%	13.1203%	91391	696563	957439	-16084	0			6.3645%							90183	970231								0	0	0		0		14000	13.1203%	1	0	88099	11764	1028	0	-16084	0	0	0		0	91391	0	0	91391	0	0	0	0	0	0	0	0	0	8667	0	12792	0			
100562																																																																																						1031119	87159	87159	11.1832%	14.8149%	13.5627%	943960	6959996	8440863	-77358	0			6.8149%			0				503075	8772224								0	0	0		0		772245	13.5627%	1	0	1197962	307942	21775	1644	-78673	0	1314	0		0	943960	0	0	943960	0	0	0	0	0	0	0	0	0	87159	0	331361	0			
100777																																																																																						80196	2412	2412	13.5192%	28.1028%	27.2575%	77784	285367	575358	-8281	2412			20.1028%							78196	578183								0	0	0		0		1	27.2575%	1	0	69916	0	3	410	-8281	0	0	0		0	77784	0	0	77784	0	0	0	0	0	0	0	0	0	2412	0	413	0			
100843																																																																																						66693	6499	6499	9.1321%	12.8945%	11.6380%	60194	517220	659147	-12186	0			4.8945%							34547	663211								0	0	0		0		29711	11.6380%	1	0	52072	0	4064	0	-11466	-720	0	0		0	60194	0	0	60194	0	0	0	0	0	0	0	0	0	6499	0	4064	0			
101019			998354	61281	61281	11.2345%	13.8754%	13.0237%	937073	7195118	8340997	-83860	696			5.8754%						527245	8355496								0	0	0		423632	13.0237%	0	867017	4550	0	0	-58603	-13426	-8096	-3734		9253	937073	0	0	937073	0	0	0	0	0	0	0	0	0	61281	0	13803	0																																																							0				1																															
101037																																																																																						165015	9574	9574	11.3655%	21.7612%	20.4986%	155441	758300	1367661	-26034	0			13.7612%							105441	1367661								0	0	0		0		50000	20.4986%	1	0	129407	0	0	0	-26034	0	0	0		0	155441	0	0	155441	0	0	0	0	0	0	0	0	0	9574	0	0	0			
101439																																																																																						34772	1779	1779	12.9142%	24.7145%	23.4500%	32993	140695	255478	-2161	0			16.7145%							28705	255478								0	0	0		0		4288	23.4500%	1	0	30832	0	0	0	-2161	0	0	0		0	32993	0	0	32993	0	0	0	0	0	0	0	0	0	1779	0	0	0			
101671																																																																																						78172	4678	4678	7.3336%	17.4842%	16.4379%	73494	447102	1002161	-9077	0			9.4842%							51192	1004184								0	0	0		0		24325	16.4379%	1	0	66440	2023	0	0	-9077	0	0	0		0	73494	0	0	73494	0	0	0	0	0	0	0	0	0	4678	0	2023	0			
101738																																																																																				358597	0				8.4349%			30602		362803	-7314	0										21552	362803	0	0.0000%	29362	0	37	29399	8.1983%	0	0	0	0	1		9050		1	0	23288	0	0	0	-7314	0	0	0		0	30602	0	0	30602	0	0	0	0	0	0						0	0	0		
101952																																																																																						14398	1019	1019	9.2959%	17.7139%	16.4602%	13379	81281	143923	-1660	0			9.7139%							12679	143923								0	0	0		0		700	16.4602%	1	0	11719	0	0	0	-1660	0	0	0		0	13379	0	0	13379	0	0	0	0	0	0	0	0	0	1019	0	0	0			
102333																																																																																				55836	0				12.5083%			7128		56986	-640	0										2061	56986	0	0.0000%	305	0	467	772	1.3826%	0	0	0	0	1		5067		1	0	6488	0	0	0	-640	0	0	0		0	7128	0	0	7128	0	0	0	0	0	0						0	0	827		
102342																																																																																						37648	3230	3230	8.6116%	12.0059%	10.9759%	34418	313579	399671	-1531	0			4.0059%							20348	399671								0	0	0		0		14070	10.9759%	1	0	32887	0	0	0	-1531	0	0	0		0	34418	0	0	34418	0	0	0	0	0	0	0	0	0	3230	0	0	0			
102539																																																																																						5884	275	275	8.3382%	22.8044%	21.7386%	5609	25802	67269	0	0			14.8044%							4334	67269								0	0	0		0		1275	21.7386%	1	0	5609	0	0	0	0	0	0	0		0	5609	0	0	5609	0	0	0	0	0	0	0	0	0	275	0	0	0			
102557																																																																																				163706	0				9.1333%			15213		166566	-258	0										2354	167219	0	0.0000%	21997	0	1800	23797	14.5364%	0	0	0	0	1		13512		1	0	15608	653	0	0	-258	0	0	0		0	15213	0	0	15213	0	0	0	0	0	0						653	0	10		
102874																																																																																						28569	1038	1038	13.0625%	19.7485%	19.0310%	27531	144664	210764	0	0			11.7485%							27542	210775								0	0	0		0		0	19.0310%	1	0	27542	0	0	11	0	0	0	0		0	27531	0	0	27531	0	0	0	0	0	0	0	0	0	1038	0	11	0			
103134																																																																																						8386	538	538	10.0901%	19.1330%	17.9055%	7848	43830	77779	-900	0			11.1330%							4348	77779								0	0	0		0		3500	17.9055%	1	0	6948	0	0	0	-900	0	0	0		0	7848	0	0	7848	0	0	0	0	0	0	0	0	0	538	0	0	0			
104234																																																																																				158606	0				9.4904%			14766		155588	-1802	0										13706	155588	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1		1060		1	0	12964	0	0	0	-1802	0	0	0		0	14766	0	0	14766	0	0	0	0	0	0						0	0	3941		
104542																																																																																				75253	0				8.7456%			6742		77090	-2881	0										6217	77090	0	0.0000%	306	0	0	306	0.4066%	0	0	0	0	1		525		1	0	3861	0	0	0	-2881	0	0	0		0	6742	0	0	6742	0	0	0	0	0	0						0	0	0		
104971																																																																																				37295	0				14.5546%			5250		36071	0	0						0	0	0	0	-328	37042	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1		6549		1	0	6221	913	58	0	0	0	0	0		0	5250	0	0	5250	0	0	0	0	0	0						971	0	0		
105026																																																																																						50692	3033	3033	9.6059%	17.6673%	16.6102%	47659	286926	496142	-2124	0			9.6673%							24304	496142								0	0	0		0		23355	16.6102%	1	0	45535	0	0	0	-2124	0	0	0		0	47659	0	0	47659	0	0	0	0	0	0	0	0	0	3033	0	0	0			
105473																																																																																				2830154	0				15.8158%			443872		2806503	-11192	0										443872	2806503	2548	0.0900%	424983	0	14218	439201	15.5186%	0	0	0	0	1		0		1	0	432680	0	0	0	-2075	0	-9115	-2		0	443872	0	0	443872	0	0	0	0	0	0						0	0	0		
105530																																																																																						25758	1051	1051	12.5805%	22.4916%	21.5738%	24707	114523	196391	-5396	0			14.4916%							24244	196665								0	0	0		0		737	21.5738%	1	0	19585	0	0	274	-4465	0	-931	0		0	24707	0	0	24707	0	0	0	0	0	0	0	0	0	1051	0	274	0			
106359																																																																																						240276	22818	22818	7.9449%	13.1738%	11.9227%	217458	1823894	2737075	-54316	0			5.1738%							146907	2751281								0	0	0		0		84757	11.9227%	1	0	177348	14206	0	0	-55849	1533	0	0		0	217458	0	0	217458	0	0	0	0	0	0	0	0	0	22818	0	14206	0			
106452																																																																																						62825	5525	5525	8.9616%	14.2343%	12.9825%	57300	441362	639398	-4262	0			6.2343%							30841	642003								0	0	0		0		29064	12.9825%	1	0	55643	0	2605	0	-4262	0	0	0		0	57300	0	0	57300	0	0	0	0	0	0	0	0	0	5525	0	2605	0			
106676																																																																																				100633	0				12.6477%			12537		99125	-168	0										12537	99125	0	0.0000%	4510	0	2	4512	4.4836%	0	0	0	0	1		0		1	0	12369	0	0	0	-168	0	0	0		0	12537	0	0	12537	0	0	0	0	0	0						0	0	0		
107244																																																																																						4853426	274704	742704	15.9748%	16.9579%	14.3629%	4110722	28620384	25732599	-80928	0			8.3629%			1				2487488	26411698								0	0	3315		0		1963353	13.1785%	1	0	4369913	660789	6757	8238	-80928	0	0	0		0	3775057	0	3315	3771742	338980	0	0	338980	0	338980	468000	0	0	742704	0	679099	0			
107459																																																																																						2417	117	117	9.2388%	26.1467%	24.8810%	2300	9244	24895	-358	0			18.1467%							2040	24895								0	0	0		0		260	24.8810%	1	0	1942	0	0	0	-358	0	0	0		0	2300	0	0	2300	0	0	0	0	0	0	0	0	0	117	0	0	0			
107570																																																																																						52429	4004	4004	11.5792%	16.2669%	15.0246%	48425	322304	418206	-3961	0			8.2669%							35323	418337								0	0	0		0		13233	15.0246%	1	0	44595	131	0	0	-3961	0	0	0		0	48425	0	0	48425	0	0	0	0	0	0	0	0	0	4004	0	131	0			
107758																																																																																						7440	365	365	9.3115%	15.4466%	14.6888%	7075	48166	75981	-251	0			7.4466%							415	75981								0	0	0		0		6660	14.6888%	1	0	6824	0	0	0	-251	0	0	0		0	7075	0	0	7075	0	0	0	0	0	0	0	0	0	365	0	0	0			
108072																																																																																				168186	0				9.2714%			16067		173296	-2243	912										9681	174340	0	0.0000%	17389	0	219	17608	10.4694%	0	0	0	0	1		6518		1	0	13956	132	0	0	-2243	0	0	0		0	16067	0	0	16067	0	0	0	0	0	0						132	0	0		
108269																																																																																				57915	0				17.9040%			10493		58607	-643	0										10393	58607	0	0.0000%	1600	0	100	1700	2.9353%	0	0	0	0	1		100		1	0	9850	0	0	0	-643	0	0	0		0	10493	0	0	10493	0	0	0	0	0	0						0	0	0		
108652																																																																																						5792	164	164	16.1113%	44.5401%	43.2790%	5628	13004	34932	0	0			36.5401%							-2284	35551								0	0	0		0		8531	43.2790%	1	0	6247	399	0	220	0	0	0	0		0	5628	0	0	5628	0	0	0	0	0	0	0	0	0	164	0	619	0			
108746																																																																																				84512	0				14.7626%			12873		87200	-1964	0										11673	87200	0	0.0000%	6108	0	0	6108	7.2274%	0	0	0	0	1		1200		1	0	10909	0	0	0	-1964	0	0	0		0	12873	0	0	12873	0	0	0	0	0	0						0	0	0		
108951																																																																																						63274	3164	3164	7.8801%	12.8476%	12.2052%	60110	492495	762808	-17805	0			4.8476%							20022	763171								0	0	0		0		40451	12.2052%	1	0	42668	363	0	0	-17805	0	0	0		0	60110	0	0	60110	0	0	0	0	0	0	0	0	0	3164	0	363	0			
109136																																																																																				471860	0				9.6050%			43123		448964	-11724	0										9919	448964	0	0.0000%	47417	0	2518	49935	10.5826%	0	0	0	0	1		33204		1	0	31399	0	0	0	-11724	0	0	0		0	43123	0	0	43123	0	0	0	0	0	0						0	0	0		
109154																																																																																						8244	771	771	8.0654%	11.7307%	10.6336%	7473	70277	92655	-858	0			3.7307%							973	92655								0	0	0		0		6500	10.6336%	1	0	6615	0	0	0	-858	0	0	0		0	7473	0	0	7473	0	0	0	0	0	0	0	0	0	771	0	0	0			
109453																																																																																						21458	1986	1986	8.6159%	13.5087%	12.2584%	19472	158846	226001	-1891	0			5.5087%							12108	228225								0	0	0		0		9588	12.2584%	1	0	19805	2163	61	0	-1891	0	0	0		0	19472	0	0	19472	0	0	0	0	0	0	0	0	0	1986	0	2224	0			
109574																																																																																						56894	3178	3178	9.8919%	15.0698%	14.2280%	53716	377537	543031	-4518	0			7.0698%							-731	543249								0	0	0		0		54665	14.2280%	1	0	49416	218	0	0	-4518	0	0	0		0	53716	0	0	53716	0	0	0	0	0	0	0	0	0	3178	0	218	0			
