"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT89	RCONMT91	RCONMT93	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	SELECTED COMPONENTS OF TOTAL DEPOSIT	SELECTED COMPONENTS OF TOTAL DEPOSIT	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS OF 250000 OR LESS WITH	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	Total reciprocal deposit	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	Fully insured, affiliate sweep depos	Not fully insured, affiliate sweep d	Fully insured, non-affiliate sweep d	Not fully insured, non-affiliate swe	Designated exception sweep deposit	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
554343	33413	0	59220	135685	0	135685	0	0	0	0	51333	0	475		6959	0	0	76465	50858	0	0	0	0	0	2832	4146	2631	1808	6978	6503	0	0	0	4458	6503	0	0	6503	0	0	0	0	0	0	true							
554857	103913	0	141572	386069	0	864604	0	0	0	0	904925	0	119227		86564	539462	17746	722977	785698	55	0	5217	0	0	39837	78695	36094	5192	118532	24021	59405	14861	3445	73253	101732	0	0	83426	0	0	0	0	0	0	true	42414	331890	138688	400774	80832	23081	
555256	18740	0	2344	64065	0	90814	0	0	0	0	51963	0	220		5027	23943	1941	88470	51743	0	0	282	0	0	2785	4804	1054	0	7559	388	250	0	0	3616	638	0	0	638	0	0	0	0	0	0	true							
556011	136229	0	95774	102617	0	253729	0	0	0	0	251638	0	25503		35819	49908	22993	157955	224689	0	1446	6600	0	0	7347	17971	12777	11200	25318	2351	3685	5167	5003	13476	16206	0	0	6036	1096	0	0	0	0	0	true							
556459	46700	0	35977	188318	0	372051	0	0	0	0	236440	0	20188		12102	118172	4358	336071	216252	3	0	789	0	0	5315	11852	6765	1677	17167	10706	16292	18367	595	13507	45960	2545	0	26498	0	0	0	0	0	0	true							
556815	812296	1	15813	111902	0	155900	0	0	1711	0	1889465	0	165730		225036	665809	88953	140086	1720239	0	3496	32779	1711	1711	62223	188142	96484	8226	250249	8730	34851	11670	1035	130039	56286	57034	0	43581	0	0	0	0	0	0	true	31555	32087	380906	223613	153801	590032	
556936	68180	0	7888	60995	0	91178	0	0	5000	0	206560	0	45766		29872	59511	14925	83290	160562	0	232	6192	5000	5000	9772	26967	7484	4683	20630	0	22288	5137	2537	19034	29962	2127	0	21751	0	0	0	0	0	0	true							
557317	95181	0	39375	188618	0	458110	0	0	20000	0	448536	0	8933		83489	140231	28406	418657	420669	78	18934	8895	20000	20000	31533	68047	50567	8746	79573	18695	16066	18656	814	75404	54231	12487	0	34760	0	0	0	10003	0	10003	true							
557438	51285	0	13560	94010	0	94226	0	0	0	0	85427	0	2055		17880	0	7315	80666	83372	0	0	3563	0	0	5723	13353	7404	3731	19075	2051	1880	0	0	12331	3931	0	0	3931	0	0	0	0	0	0	true							
557858	385177	0	324288	2651575	0	3502408	0	0	241486	0	3004705	0	47888		127596	2291215	83962	2987856	2956817	190264	0	39477	241486	241486	37245	77950	63614	20277	115195	38684	29867	36959	23716	71491	129226	0	0	68551	0	0	0	241486	0	0	true	95869	159052	995541	1025312	358602	26344	
559179	15661	0	0	3621	0	9253	0	0	0	0	27773	0	0		5415	3234	2877	9253	27773	0	0	1566	0	0	1229	3098	1095	1456	4326	0	0	1667	333	1462	2000	0	0	0	0	0	0	0	0	0	false							
560214	16038	0	6680	11014	0	23277	0	0	0	0	41740	0	6002		11235	1854	1360	16597	35738	0	0	327	0	0	3831	4352	4823	4693	8183	3100	1500	1550	0	6463	6150	0	0	4600	0	0	0	0	0	0	true							
560353	174812	0	37959	5421	0	47293	0	0	0	0	231348	0	128641		5190	24355	1677	9334	102707	0	0	458	0	0	4289	8325	1277	860	12614	5883	11548	0	0	9561	17431	0	0	17431	0	0	0	0	0	0	false							
560438	16193	0	3149	28888	0	32322	0	0	3400	0	37930	0	5427		4600	4374	20	28875	32268	298	235	0	0	0	2126	6625	2990	525	8750	1731	2365	0	1000	7666	5097	3402	0	4096	0	0	0	0	0	0	false							
560830	26348	0	12188	47314	0	47315	0	0	0	0	56157	0	3418		11774	11273	5907	35127	52739	0	0	2139	0	0	5841	7023	2786	1338	10695	714	259	260	315	5215	1547	0	0	972	0	0	0	0	0	0	false							
561145	43762	0	15357	107682	0	205666	0	0	4000	0	285602	0	25277		40873	161184	14677	190309	260325	0	0	2450	4000	0	20639	26722	12135	5124	35134	4710	6166	1160	4000	23747	16036	0	0	8426	0	0	0	0	0	0	true							
561574	66938	0	24468	102755	0	102818	0	0	55143	0	717114	0	9962		79682	444521	5391	74622	688257	3728	18895	1935	55143	2721	41402	80923	51860	407	122325	7793	18812	3302	1155	94911	31062	108868	0	26605	18155	0	0	0	0	0	true							
561659	183843	1	37772	214690	0	259744	0	0	0	0	905852	0	93817		56720	547740	20595	219485	812035	2486	0	9358	0	0	21984	55553	31707	3011	77537	31365	15124	14579	946	55535	62014	68486	0	46489	0	0	0	56730	0	56730	true	18548	74829	115856	44013	158339	16743	
561864	39015	0	1981	384755	0	404537	0	0	0	0	164687	0	41		4475	86939	2473	402556	164646	0	0	1537	0	0	5368	8435	0	0	13708	9021	15909	0	0	9328	24930	0	0	24929	0	0	0	0	0	0	true							
562058	79598	0	57618	66587	0	182575	0	0	5000	0	210756	0	16773		42331	34807	18675	124957	189573	0	4410	12276	0	0	11892	36567	18329	1796	48459	4731	15362	7251	423	26254	27767	0	5000	20093	4410	0	0	0	0	0	true							
563233	82014	0	4172	132204	0	221400	0	0	0	0	136472	0	682		22452	19579	12164	217228	135790	0	0	4888	0	0	5618	17946	5446	2893	23564	0	1484	1201	290	9451	2975	0	0	1484	0	0	0	0	0	0	true							
563336	14687	0	3320	54344	0	73931	0	0	0	0	60355	0	5431		4329	33404	2859	70611	54924	0	0	812	0	0	2255	2111	1561	590	3050	0	5747	0	0	2188	5747	0	0	5747	0	0	0	0	0	0	false							
563457	19004	0	2741	18207	0	41353	0	0	0	0	36451	0	2230		6879	6797	2202	38612	34221	0	0	1093	0	0	3693	4706	1655	70	7644	526	0	0	0	3245	526	0	0	0	0	0	0	0	0	0	false							
563934	3190	0	14993	23327	0	37499	0	0	504	0	22402	0	1117		4324	10713	2725	22506	21285	0	0	780	0	0	1537	3080	864	96	4616	2122	800	0	0	1253	2922	0	504	2922	0	0	0	0	0	0	true							
564052	25912	0	6060	53976	0	64490	0	0	0	0	95669	0	5316		12522	48813	7977	58430	90353	0	0	362	0	0	2518	10206	3861	1491	12723	500	2107	262	0	5553	2869	0	0	2607	0	0	0	0	0	0	true							
564324	108192	0	67147	308200	0	398329	0	0	0	0	359985	0	34493		36790	154343	10227	331182	324754	0	738	2288	0	0	11428	27417	17348	4336	36410	17766	11861	7022	272	23739	36921	6155	0	29627	0	0	0	0	0	0	true							
564463	31899	0	3657	57926	0	120995	0	0	0	0	164183	0	24966		19998	46308	7103	117338	139217	0	0	2643	0	0	11406	23909	13041	1764	35286	17551	14406	2198	1702	30122	35857	0	0	31957	0	0	0	0	0	0	true							
564557	77661	0	388454	679099	0	1109717	0	0	0	0	613102	0	12067		65017	136029	1409	721263	601035	0	0	394	0	0	52558	110536	13275	2252	163094	67088	119096	33562	1045	113604	220791	0	0	186184	0	0	0	0	0	0	true	265444	105709	77976	58053	63752	13909	
564678	27284	0	27044	7551	0	39267	0	0	0	0	64300	0	27044		12147	681	4555	12223	37256	0	0	1180	0	0	6065	15694	6098	875	21759	1114	4040	855	1593	16586	7602	0	0	5154	1394	0	0	0	0	0	false							
564838	33656	0	4623	57294	0	89165	0	0	0	0	95406	0	860		17335	28631	7579	84542	94546	0	0	2293	0	0	5922	16042	5508	1097	21951	1450	2800	301	0	11233	4551	0	0	4250	0	0	0	0	0	0	true							
564977	1020884	0	780	94584	0	425226	0	0	0	0	1333456	0	156630		62555	5783	31959	424446	1176671	0	155	8937	0	0	20471	56367	27117	9854	76838	123273	59433	7624	2648	51254	192978	0	0	182706	0	0	0	0	0	0	true	0	2439	0	5783	0	1020884	
565143	40180	0	12434	91219	0	130045	0	0	0	0	92883	0	3202		26434	9877	15234	117611	89681	0	0	7290	0	0	7022	20918	6413	2732	27940	4639	1102	0	0	10651	5741	7706	0	5741	0	0	0	6213	0	6213	true							
565170	14344	0	0	3869	0	16506	0	0	0	0	102804	0	0		9498	64234	9136	16506	102804	0	0	7844	0	0	4067	8600	1992	431	12667	345	7477	364	950	5592	9136	0	0	7822	0	0	0	0	0	0	false							
565536	31176	0	14114	23528	0	49909	0	0	0	0	84195	0	16996		15450	24093	5191	35795	67199	0	0	1047	0	0	6200	10132	5765	2717	16332	2675	696	0	741	9364	4112	0	0	3371	0	0	0	0	0	0	true							
565750	92035	2	13570	227784	0	338781	0	0	1	0	422221	0	23172		53289	240074	24355	324712	397310	497	1739	6159	1	1	15730	36519	23621	3881	52248	2777	6214	1370	0	26462	10361	80124	0	8991	2339	0	0	65714	0	65714	true							
565844	9918	0	18763	47862	0	67665	0	0	0	0	58985	0	4185		7790	35052	1457	48902	54800	0	0	648	0	0	3831	4763	1899	1086	8594	1413	399	259	364	3789	2436	0	0	1812	0	0	0	0	0	0	true							
566056	53946	0	10169	113583	0	113586	0	0	0	0	158488	0	37697		12452	81685	7181	99928	120791	3489	0	2237	0	0	3098	9285	4614	409	12383	0	4897	0	554	4955	5451	4550	0	4897	0	0	0	4084	0	4084	false							
566243	57355	5	17755	143223	0	143223	0	0	0	0	149970	0	20194		19212	62605	7976	125463	129776	0	0	2766	0	0	8813	9208	7781	0	16010	1022	1715	1470	0	6591	4207	0	0	2737	0	0	0	0	0	0	true							
567240	30144	2301	12829	39108	0	74163	0	0	0	0	104462	1060	4081		38749	3224	10490	59033	85863	0	13458	3505	0	0	10338	19129	26844	8604	28485	1000	1251	2855	1072	26167	6178	0	0	2251	0	0	0	0	12215	0	false							
567679	62654	0	843	49394	0	78095	0	0	0	0	131760	0	25069		19386	80	8500	77166	98138	86	8553	3745	0	0	4788	8787	24116	5234	11883	6501	6711	12625	264	23539	26101	792	0	13212	8785	0	0	0	0	0	true							
567736	24510	0	28635	74207	0	92181	0	0	0	0	64022	0	1968		10753	11491	2909	63546	62054	0	0	977	0	0	4439	12285	4512	776	16724	1620	2947	939	503	11259	6009	0	0	4567	0	0	0	0	0	0	true							
568126	115052	0	10578	114547	0	164226	0	0	0	0	186439	0	2771		26159	28009	10021	153648	183668	0	0	2488	0	0	2712	15625	13823	2036	18337	1953	4242	2649	338	8037	9182	0	0	6195	0	0	0	0	0	0	true							
568135	51524	0	10606	55383	0	86538	0	0	12931	0	152645	0	11310		31114	46294	7620	75932	141335	0	0	1611	12931	7000	7696	27512	6430	7217	28098	3259	1412	1302	0	17740	5973	0	0	4671	0	0	0	0	0	0	true							
568359	37860	0	18368	72061	0	129068	0	0	16521	0	400649	0	13267		57755	209766	11796	110700	378492	0	8890	4236	16521	15277	25383	61248	32946	2649	86631	10501	12220	6819	1257	64471	30797	0	0	22721	8391	0	0	0	0	0	true							
568377	43848	0	2342	1080	0	42993	0	0	0	0	103147	0	0		29636	0	18549	40651	103147	0	0	10315	0	0	7683	17226	17810	9950	24711	924	1906	3299	501	23033	6630	0	0	2830	0	0	0	0	0	0	false							
568470	1062075	11	15137	34053	0	130738	0	0	109080	0	1787126	0	224449		135345	327360	50536	115590	1562677	0	0	15101	49080	19275	74286	147962	55099	10430	222149	39516	23350	25043	22005	152432	109914	0	20000	62866	0	0	0	0	0	0	true	18717	41817	150129	62447	591746	366984	
568939	49526	0	5927	86503	0	148009	0	0	0	0	112001	0	5828		25135	2699	12670	142082	106173	0	0	5808	0	0	7173	15842	10185	11303	22766	366	6922	3107	4878	19368	15273	0	0	7288	0	0	0	0	0	0	true							
570558	36157	0	9644	120915	0	173940	0	0	0	0	109821	0	1881		12013	51087	2618	164296	107940	0	0	0	0	0	3733	6523	1757	0	10084	3915	5790	860	0	0	10565	0	0	9705	0	0	0	0	0	0	false							
570651	16976	0	1763	18446	0	31709	0	0	0	0	36750	0	3329		10868	5390	2678	29946	33421	0	0	0	0	0	3679	7218	3487	0	10897	0	0	0	0	3516	0	0	0	0	0	0	0	0	0	0	true							
571135	15610	0	9559	25594	0	38073	0	0	0	0	69582	0	9708		20003	14792	6349	28514	59874	0	0	2607	0	0	4915	14872	11047	0	19787	2291	4032	2023	0	10831	8346	0	0	6323	0	0	0	0	0	0	true							
571265	76111	0	42551	193667	0	258107	0	0	0	0	161991	0	7222		9986	58581	8024	215556	153526	0	1243	4300	0	0	4394	9851	3453	470	13918	3154	4682	993	302	8182	9131	11347	0	7511	0	0	0	8449	0	8449	true							
571920	43312	0	10104	21566	0	101245	0	0	0	0	118330	0	27768		17468	32931	4171	91141	90562	0	0	879	0	0	5352	13302	6757	1837	17645	6587	7502	282	467	9780	14838	0	0	14089	0	0	0	0	0	0	true							
571957	6183	0	6709	10104	0	16637	0	0	0	0	22451	6	2962		4967	8085	1337	9928	19483	0	0	224	0	0	1328	3116	2694	761	4444	0	285	0	0	2931	285	0	0	285	0	0	0	0	0	0	true							
572347	12234	0	3052	27545	0	38456	0	0	0	0	32893	0	5243		4658	9783	1006	35404	25397	0	2253	0	0	0	1152	6080	1488	75	7232	874	1206	0	0	4137	2080	2253	0	2080	2253	0	0	0	0	0	true							
572374	11693	0	80212	1843919	0	2513977	0	0	273507	0	2040358	0	72152		318442	1013335	99783	2431578	1963981	2187	4225	0	0	0	253876	313406	71551	14087	554060	36841	282864	42164	542	334479	362411	231048	234207	318720	100431	0	0	0	0	0	true	1843919	587659	617135	396199	11693	0	
572459	19545	10	19204	54451	0	132851	0	0	0	0	185250	0	17507		53429	47198	26642	113629	163692	8	4051	12953	0	0	38542	32682	14145	6033	71224	10475	14789	1841	0	37973	27105	0	0	25264	4280	0	0	0	0	0	true							
572655	32034	0	14495	99479	0	177432	0	0	0	0	92559	0	1488		10410	19786	3463	162937	91071	0	0	911	0	0	7159	15994	911	0	23059	3870	12271	535	0	13654	16676	0	0	16141	0	0	0	0	0	0	false							
573036	66666	0	11758	116605	0	267783	0	0	0	0	199388	0	2145		19227	80528	6237	255628	197243	397	0	2450	0	0	5178	16494	8829	5768	21672	481	2680	5193	7571	17042	15925	11081	0	3161	0	0	0	8372	0	8372	false							
573335	26650	0	74465	101680	0	227961	0	0	0	0	127898	0	4407		35694	8278	12318	153496	123491	0	0	5821	0	0	20103	35828	14773	3437	55931	7090	7727	845	3169	38446	18830	0	0	14816	0	0	0	0	0	0	true							
574079	89697	0	12291	40746	0	140567	0	0	0	0	161652	0	773		26386	28879	13591	128276	160879	0	0	2666	0	0	8706	15483	9489	6229	24187	1509	1228	0	433	13520	3170	0	0	2737	0	0	0	0	0	0	true							
574949	43325	0	4668	76088	0	76204	0	0	131828	0	388151	0	40068		175069	94789	15266	71536	327450	0	20633	5363	131828	9902	24861	41555	68040	95162	66415	8357	7423	3983	656	54549	20419	21785	0	15780	19616	0	0	0	0	0	true							
574976	1281636	0	6434	97778	0	177671	0	0	0	0	1786078	0	44074		85883	316142	43750	171237	1742004	0	0	20043	0	0	22282	50379	58923	18824	72661	4389	12046	18477	2980	64525	37892	0	0	16435	0	0	0	0	0	0	true							
575133	16723	0	15432	29877	0	56717	0	0	0	0	53073	0	6387		10659	1264	2583	41285	46686	0	0	657	0	0	4200	13065	4378	287	17264	3064	6233	3861	0	11270	13158	0	0	9296	0	0	0	0	0	0	true							
575254	151901	2	48216	428815	0	702261	0	0	55500	0	2826869	0	249721		73368	2334769	31974	646806	2572005	7237	5143	12845	55500	55500	32933	115445	22839	5393	148378	22493	129793	10508	794	103242	163588	53736	0	152286	0	0	0	0	0	0	true	157751	120614	0	555591	0	151901	
575348	23405	0	5282	40787	0	57217	0	0	0	0	52423	0	1245		14026	3007	4299	51935	51178	0	0	960	0	0	2924	5863	8415	7068	8787	0	300	875	566	10244	1741	0	0	300	0	0	0	0	0	0	true							
575375	26070	0	3690	6878	0	25370	0	0	0	0	42763	0	723		5384	8047	4223	21680	42040	0	0	1869	0	0	2458	3551	1196	127	5913	723	273	318	0	1948	1314	0	0	996	0	0	0	0	0	0	true							
575759	56065	2	44110	182486	0	236573	0	0	0	0	239899	0	35118		39671	98665	12523	192390	203246	71	1535	1527	0	0	11415	30474	26367	4503	41316	1773	5185	5138	314	33088	12410	33918	0	6958	0	0	0	14058	0	14058	true							
575834	64365	0	0	2904	0	3146	0	0	0	0	522685	0	30690		12590	423393	5848	2776	491995	370	0	3406	0	0	6396	14649	6167	389	21045	1314	5762	250	0	15011	7326	0	0	7076	0	0	0	0	0	0	true							
576354	12554	0	1873	21399	0	25671	0	0	17021	0	99472	0	10235		8632	41840	4522	23798	82540	0	6697	2707	17021	13926	8454	14496	10057	6031	22950	293	2675	2723	349	30406	6040	14480	0	2968	5206	0	0	0	0	0	true							
576578	29754	0	1711	10489	0	33337	0	0	2222	0	91853	0	1100		10097	38959	4550	31626	90753	0	0	1173	2222	0	1898	5800	5960	2603	7698	0	2875	3745	259	6164	6879	0	0	2875	0	0	0	0	0	0	false							
576608	197770	0	46007	207683	0	618681	0	0	14386	0	548652	0	70797		54958	224936	25060	572666	477855	8	0	11844	14386	14386	35049	30964	13872	3216	66012	6584	15805	10148	10309	28143	42846	6059	0	22389	0	0	0	1632	0	1632	true	102	343316	75299	149637	170499	18627	
576644	60515	0	9174	95788	0	209253	0	0	15010	0	233301	0	4471		48555	83713	12179	200079	228830	0	0	3890	15010	5010	14696	28162	18163	11417	42628	3750	5540	6370	975	23883	16635	2246	0	9290	0	0	0	5527	0	1129	true							
576952	64414	0	35059	64143	0	167321	0	0	0	0	177942	0	5859		18315	84495	10461	132262	172083	0	0	0	0	0	4869	11853	7411	792	16721	1329	2063	717	0	6609	4109	3146	0	3392	0	0	0	2898	0	2898	true							
577128	1085821	24	25148	271408	0	524043	0	0	86739	0	5416302	273172	529369		295250	3739980	130589	496607	4546124	2264	67637	40229	86739	86739	154958	184773	95352	40431	339678	37998	41540	26941	8508	180264	114987	25755	0	79538	0	0	0	0	0	0	true	53293	-888	1606826	1461403	1001276	84545	
577137	62093	0	0	313825	465	313825	0	0	0	0	598930	0	0		16327	372161	3491	313360	567674	0	31256	2306	0	0	17131	54542	25424	98	71673	14932	40368	12180	0	80868	67480	0	0	55300	31256	0	0	67000	0	67000	true							
577230	18175	0	3181	4799	0	12818	0	0	13030	0	40958	0	0		2597	4688	1909	9637	40958	0	0	720	2056	455	844	2740	1037	1301	3583	1095	1201	2112	7766	3324	12174	0	1095	2296	0	0	0	0	0	0	true							
578116	110016	0	52883	220122	0	220122	0	0	2248	0	246209	0	21871		34279	69214	12646	167239	224338	0	0	4296	2248	2248	11580	28533	11320	2426	40113	8912	1772	2178	258	19580	13120	2248	0	10684	0	0	0	0	0	0	true							
578237	8433	261	9164	14935	0	27568	0	0	0	0	27373	181	5305		2183	7441	372	18143	21887	0	0	0	0	0	1879	2632	704	188	4511	3886	2209	0	0	3220	6095	0	0	6095	0	0	0	0	0	0	false							
578255	936233	0	46043	114149	0	202100	0	0	0	0	1640040	0	347243		55155	325960	18197	156057	1292797	0	0	5039	0	0	44037	101255	36544	6667	145179	65035	73031	44446	6833	133347	189345	0	0	137960	0	0	0	21702	0	21702	true							
578554	16156	0	4471	49525	0	49614	0	0	0	0	63498	0	3776		13210	20435	5221	45143	59722	0	0	1468	0	0	3587	13519	5535	1466	17106	333	880	1318	267	10897	2798	0	0	1212	0	0	0	0	0	0	false							
578741	22926	0	2373	73806	0	85079	0	0	25834	0	214840	0	5603		42079	113232	9509	82706	209237	0	0	4555	25834	15412	5963	31920	13803	24	37883	251	24110	2610	0	9631	26971	0	0	24361	0	0	0	0	0	0	true							
578862	4030	0	16944	25256	0	44809	0	0	0	0	23771	0	3236		4253	8601	815	27865	20535	0	0	209	0	0	2112	5713	793	0	7825	352	2170	0	0	4365	2522	0	0	2522	0	0	0	0	0	0	true							
579140	44671	0	26678	179032	0	235158	0	0	10925	0	180950	0	18137		51242	48811	14271	208480	162813	0	0	7249	10925	1098	8551	25962	19423	18666	34422	1867	8576	3324	1098	21360	14865	863	0	10443	0	0	0	863	0	863	true							
579319	18195	0	5353	18310	0	27674	0	0	0	0	32255	0	1379		3308	10065	1070	22321	30876	0	0	116	0	0	393	2558	971	73	2951	0	0	0	0	687	0	0	0	0	0	0	0	0	0	0	true							
579364	34503	0	13421	145698	0	181678	0	0	0	0	89048	0	9130		9875	21855	2153	168257	79350	0	568	440	0	0	6494	18409	1738	0	24903	1105	4431	512	0	16767	6048	6137	0	5536	0	0	0	0	0	0	true							
579636	30544	0	14253	47604	0	87699	0	0	0	0	73489	0	6084		9723	22057	3595	73446	67405	0	0	863	0	0	4952	6916	2476	1497	11868	819	3431	526	270	6118	5047	0	0	3734	0	0	0	0	0	0	false							
580155	61337	0	21264	130577	0	209703	0	0	22687	0	310868	0	14580		57407	77241	15394	188439	296288	0	0	8368	14777	9318	16416	68087	33505	6864	84503	7552	31491	6614	1761	67465	47418	20812	6265	39043	0	0	0	15607	0	15607	true							
580548	168792	0	18885	105119	0	192673	0	0	0	0	299633	0	9833		48593	38707	13202	173788	289800	0	0	4154	0	0	17927	30495	18152	4815	45956	7060	8946	4487	252	22796	20745	0	0	10921	0	0	0	0	0	0	true							
580847	32239	0	2849	43701	0	75916	0	0	0	0	71317	0	5449		11913	9559	5283	73067	65868	0	0	816	0	0	5512	8737	5734	983	13332	3112	4119	1322	0	9053	8553	0	0	5997	0	0	13182	0	0	13182	false							
580874	37151	1	6435	129036	0	197627	0	0	0	0	68635	0	1517		19606	1383	9275	191191	67118	0	0	2506	0	0	7115	9051	8619	2328	16165	1158	994	837	0	7506	2989	1384	0	2152	0	0	0	0	0	0	true							
581237	14580	0	0	66326	0	85721	0	0	0	0	59239	0	0		3545	19400	883	85399	59239	322	0	303	0	0	4495	8346	0	0	12840	11898	520	0	0	9296	12418	0	0	12418	0	0	0	0	0	0	true							
581358	17546	0	23161	24609	0	91561	0	0	0	0	98282	0	12292		19456	49998	6813	68283	85990	117	0	1958	0	0	3786	8207	8394	6821	11993	1677	650	564	638	7752	3529	0	0	2327	0	0	0	0	0	0	true							
582177	39931	2	17627	309257	0	309257	0	0	9486	0	176354	0	637		23582	97497	5476	288894	175717	2734	0	1656	9486	9486	17059	9689	5107	1187	26720	3176	2067	642	0	9460	5885	62678	0	5243	1243	0	0	54726	0	54726	true							
582654	25576	0	4247	15715	0	24211	0	0	0	0	46512	0	4868		8639	691	3258	19964	41644	0	0	1755	0	0	2441	6110	6491	381	8551	745	500	3577	0	6784	4822	0	0	1245	0	0	0	0	0	0	true							
582878	1793	0	0	0	0	0	0	0	0	0	34298	4	618		11018	1834	0	0	33676	0	0	0	0	0	5461	12275	4527	1269	17736	1228	3358	1836	717	12514	7139	0	0	4585	0	0	0	0	0	0	true							
582953	44064	0	80946	79590	0	214170	0	0	13566	0	148915	0	20125		39687	16707	8091	131981	115473	1243	13317	2036	12074	2842	17380	29745	24329	5078	39807	1647	7042	2427	496	36845	11612	46812	996	7693	0	0	0	37102	0	37102	false							
582971	273933	35	27585	674968	0	674969	0	0	0	0	511537	0	7936		42284	144932	31181	647349	503601	0	0	11306	0	0	15065	25835	22928	12364	40900	4580	6360	1559	3981	33908	16479	12382	0	10940	0	0	0	13472	0	0	true							
583071	54427	0	166	13093	0	59406	0	0	0	0	97965	0	80		16433	12022	9728	59240	97885	0	0	3708	0	0	3624	9337	8717	4125	12961	1595	1800	1533	783	9370	5711	0	0	3395	0	0	0	0	0	0	false							
583268	25074	1	42628	139890	0	196522	0	0	0	0	376739	0	62672		16786	204381	6947	153893	313818	0	249	4156	0	0	9490	34149	19148	941	43394	15829	44896	20255	2577	46941	83557	0	0	60725	249	0	0	0	0	0	true							
583352	25999	0	15016	73436	0	150843	0	0	0	0	418726	10	15275		33632	312917	10786	135827	403441	0	0	3977	0	0	14377	30304	14091	5901	44654	804	8097	5670	568	31040	15139	0	0	8900	0	0	0	0	0	0	false							
583754	8536	0	2615	178345	0	209262	0	0	0	0	301382	0	13857		2253	215703	1036	206647	258378	0	29147	564	0	0	2965	12053	2851	15	14788	47330	10629	1300	0	15631	59260	17687	0	57959	7142	0	0	13712	0	13712	true							
583905	607378	0	27721	206324	0	418703	0	0	110019	0	831983	0	16714		156298	24509	22338	388158	813609	2824	1660	9209	110019	110019	119641	32832	19406	10386	152473	3338	6601	4081	3809	25968	17829	100856	0	9939	0	0	0	81866	0	81849	true							
584377	881385	0	39371	232493	0	280596	0	0	0	0	1240971	7271	4915		30284	314492	11732	239743	1228785	1482	0	0	0	0	9859	16188	12744	4451	26047	0	755	804	294	12958	1853	32563	0	755	0	0	0	27582	24707	52289	true	23928	32516	229850	76487	469283	411017	
584724	129536	0	27110	148451	0	294498	0	0	0	0	322604	0	11634		30726	148129	15581	267388	310970	0	0	1793	0	0	8283	19041	14412	915	27324	265	372	1398	253	11925	2288	0	0	637	0	0	0	0	0	0	true							
584920	270202	0	81097	1709118	0	2270863	0	0	0	0	1322138	0	13816		85843	905279	47339	2189702	1308322	64	0	12291	0	0	34769	59154	19932	11168	93922	6072	3658	5518	6388	39179	21635	0	0	9730	0	0	0	0	0	0	true							
585235	37975	0	14273	40533	0	64500	0	0	0	0	78162	0	3025		6883	30030	4416	50227	75137	0	0	714	0	0	2189	4924	964	974	7113	0	264	841	0	2168	1105	0	0	264	0	0	0	0	0	0	true							
