"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
1669			120	5181	72	10192	83	30190	322	7536	30	2617	24	4926			0	0	0	0	0	0	205	3916	15	1479	3	535	false	false	
1856			9	338	5	697	2	776	20	710	5	540	1	286			5	191	8	1126	3	830	37	950	7	701	4	1387	false	false	
2161			30	1457	25	3283	40	18426	145	5202	25	2959	10	3231			16	1284	6	739	8	2407	14	202	1	231	0	0	false	false	
2732			2	89	14	1793	61	31500	9	423	10	1210	23	15669															false	false	
2750			14	542	2	216	4	827	114	1181	12	727	3	698			7	288	8	1334	6	1896	59	1424	24	2315	17	2258	false	false	
3252			30	1426	7	845	6	1949	138	2364	18	1977	12	4580			27	918	30	3964	29	8401	521	12546	111	15199	40	13022	false	false	
3458			24	1010	14	2118	12	3641	126	2748	20	2057	6	1906			39	1690	35	4973	10	3411	180	3777	23	2327	5	1474	false	false	
3720			57	2221	87	10565	73	25284	352	8467	54	5282	21	5666			40	1537	26	2843	12	2627	7	113	6	583	3	528	false	false	
3971			1	15	12	1686	21	7671	41	1096	32	3057	40	14371			14	608	8	765	16	2998	14	330	4	166	3	347	false	false	
4156			20	813	16	1757	30	13005	101	3750	17	1794	14	4197			63	2783	46	5258	26	6149	163	3489	14	1452	3	399	false	false	
4231			24	598	14	1871	7	2420	82	1395	7	720	2	445			51	1350	5	164	1	380	15	182	1	2	2	236	false	false	
5069			1	100	1	6	21	10101	1	0	0	0	1	700			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
5135			94	3317	55	7426	75	31914	683	14600	77	8025	31	9614			109	3884	79	10449	29	7600	292	7631	97	9946	57	13218	false	false	
5210			130	3628	251	30044	484	182147	728	15404	195	14718	169	32096			43	1199	80	9893	70	18810	97	2369	18	1502	5	998	false	false	
5461			7	245	12	1691	79	34446	52	1407	39	3490	25	8297			0	0	1	30	4	907	3	97	2	111	5	1227	false	false	
5751			40	1666	47	5999	36	13002	301	8576	46	4576	24	7599			18	586	30	3647	31	8762	58	1546	31	3158	24	5008	false	false	
6039			105	3891	71	12101	95	47660	293	6504	30	4915	19	9434			84	3024	36	6048	20	6916	83	1758	5	877	1	334	false	false	
6329			177	15005	155	22035	195	80806	1782	49671	105	14509	38	9344			24	899	9	1002	4	475	7	151	0	0	1	435	false	false	
7009			0	0	0	0	0	0	0	0	0	0	10	4231															false	false	
7045			34	1340	19	2127	18	6218	34	1181	10	1047	4	997			9	258	9	974	7	1760	25	711	9	782	4	774	false	false	
7072			62	772	54	6332	77	26507	392	2191	48	4575	31	8934			0	0	1	193	2	624	0	0	1	135	0	0	false	false	
7456			7	314	7	815	12	4671	35	532	16	1298	12	2997			11	391	15	1818	18	3086	39	691	27	1665	25	4393	false	false	
7634			40	1637	25	3516	14	5312	131	3583	23	2726	11	3221			12	532	8	1047	3	958	76	2154	17	2278	4	952	false	false	
8033			8	316	31	4016	59	21846	133	3079	23	2060	17	4221			5	220	8	983	1	173	14	287	3	240	5	826	false	false	
8462			9	553	10	1298	7	2657	128	3076	17	1515	19	3083			2	151	11	1408	6	1322	23	846	12	1410	6	1044	false	false	
8631			9	366	11	1629	13	6229	42	946	10	869	7	2345			0	0	0	0	1	153	6	97	1	121	0	0	false	false	
9357			5	216	7	525	46	19449	179	3951	103	8728	127	24385															false	false	
9553			10	490	6	381	4	1740	28	500	10	1295	11	4648			24	1203	33	4881	32	7668	65	1325	35	3212	31	5330	false	false	
9807			10	492	28	3483	86	34206	24	752	13	1410	9	2792															false	false	
9955			9	392	22	2846	46	25299	33	838	21	2693	7	1599			25	804	13	1661	14	2942	31	619	3	328	3	413	false	false	
10250			16	809	44	5421	90	34890	435	14518	148	16399	75	25653			2	104	5	634	2	501	0	0	0	0	0	0	false	false	
10849			17	774	18	2575	42	19876	72	1814	11	1031	10	3183			16	708	12	1693	5	964	20	489	4	262	2	464	false	false	
11145			75	3039	98	13704	88	30946	100	2453	15	1607	15	3750			1	96	4	498	1	349	1	14	0	0	0	0	false	false	
11640			33	1364	27	3168	28	8766	216	5430	24	2356	26	8048			9	293	8	816	8	1932	60	2017	25	2587	27	4589	false	false	
11837			7	335	11	1439	14	5416	28	1677	5	487	1	327			5	176	7	829	1	429	4	43	0	0	0	0	false	false	
12030			274	8968	132	16801	102	38963	730	13594	47	5322	24	8098			72	2146	32	3725	22	5938	49	962	5	424	0	0	false	false	
12142			54	2167	31	4290	27	8413	77	1910	28	3149	25	8570			4	160	3	372	1	328	9	184	4	431	6	1140	false	false	
12311			1598	62699	2980	332262	4636	1652788	59571	1044400	16710	1428025	14800	3503220			404	24560	419	50946	93	22846	1026	28452	457	41823	202	32860			
12647			34	1365	33	4432	37	13907	77	1657	18	1587	12	2693			24	814	21	2654	12	3354	39	926	14	1790	7	1253	false	false	
12656	8	27													16	31													true	true	
12946			196	7325	193	22294	207	69612	2159	50184	469	46286	204	63829			283	10719	134	17271	54	14610	411	7405	21	1843	4	978	false	false	
13103			52	2280	182	21749	358	118931	257	6638	128	11827	121	33863															false	false	
13251			12	674	21	2581	15	5547	61	1706	12	1274	3	1075			5	120	3	357	0	0	19	360	10	1060	3	294	false	false	
13457			4	132	1	64	0	0	18	509	6	787	1	130			5	180	4	262	5	1346	41	922	9	860	3	517	false	false	
14155			29	1140	47	6023	37	15752	241	6649	31	4101	10	3863			92	3942	86	11835	40	11804	437	12209	67	9490	24	6421	false	false	
14650			13	474	7	701	3	586	121	4399	18	2082	7	2702	2	38													true	false	
14753			4	139	3	445	2	752	60	1267	6	742	2	1058			11	317	9	1196	8	2092	169	4208	19	2073	13	3277	false	false	
14865			57	2738	93	11466	74	27469	376	8605	138	12864	98	20947			54	2703	108	15452	81	25169	417	11739	169	16047	125	24087	false	false	
14977			4	98	3	343	2	879	79	1795	7	879	1	291			9	303	18	2854	7	1916	66	1867	16	1471	9	1446	false	false	
16551			48	2296	50	6699	42	19947	185	4837	23	3710	10	4741			30	1263	6	985	0	0	43	847	4	615	1	341	false	false	
17110			0	0	0	0	0	0	1	44	1	59	7	2967															false	false	
17147			454	17679	762	90026	1455	584069	4650	78805	994	74453	1311	312657			166	5307	256	27793	171	44878	252	6620	146	12141	95	15157	false	false	
17259			11	542	4	401	7	2877	11	277	10	918	5	1735	49	63													true	false	
17950			41	1585	75	9905	86	5529	304	7498	44	3571	38	10271			50	2302	68	8116	105	40909	344	7807	80	7608	66	16772	false	false	
17978			12	357	18	1831	16	6062	0	0	0	0	0	0			2	52	3	361	1	286	1	4	0	0	0	0	false	false	
18050			24	852	56	6454	71	32107	220	4369	28	2090	14	3382			56	2552	113	14991	33	9657	88	1159	12	1143	1	194	false	false	
18827			117	4141	162	18974	217	79643	360	9637	92	7755	146	27427			0	0	0	0	1	236	0	0	0	0	0	0	false	false	
18836			29	1220	27	2693	24	8888	67	1482	6	395	0	0			6	166	9	895	15	3312	9	151	1	199	0	0	false	false	
18854			23	847	39	4853	77	35389	280	7214	105	15469	109	70920			17	682	39	3968	20	5042	145	3884	38	4723	20	3440	false	false	
19356			24	1352	14	2095	14	5653	66	2071	19	2514	9	3515			6	260	5	954	1	382	12	300	2	318	1	347	false	false	
19936			77	3601	68	8407	43	16556	56	2749	8	1004	6	3052			42	2248	23	3353	19	4591	109	5688	20	4491	10	2974	false	false	
19972			0	0	0	0	0	0	0	0	2	156	0	0			0	0	1	48	0	0	0	0	0	0	0	0	false	false	
20053			45	1836	33	3972	29	11911	75	1819	17	1399	20	4889			21	1062	24	3010	17	4080	63	1418	16	1127	3	509	false	false	
20633			23	1406	25	3153	40	14551	37	104	17	1947	9	2953			2	107	2	319	3	855	1	74	1	117	0	0	false	false	
20857			37	1528	25	2572	31	8590	55	1122	24	2102	29	7309			38	1148	43	4424	53	11673	57	1585	33	2446	35	5721	false	false	
21256			0	0	0	0	1	319	7	141	2	165	2	442	0	8													true	false	
21359			10	338	4	489	7	2808	104	2946	14	1312	4	1322			29	1134	16	1988	8	1990	80	2230	18	2088	10	2084	false	false	
21658			80	3312	50	6011	19	6186	119	2416	7	662	1	285			65	2359	54	7148	41	8920	149	2563	22	2050	14	3709	false	false	
22048			41	1436	40	5336	37	11071	501	11306	61	5165	45	12367			1	26	3	22	0	0	3	0	1	140	0	0	false	false	
22543			90	4344	142	16187	170	79956	232	5325	47	4342	44	14682			3	192	6	808	0	0	6	405	0	0	6	1416	false	false	
22552			47	3255	25	3989	3	1321	166	4087	19	3112	4	1642			40	866	45	7222	14	4923	214	4936	36	5207	9	2819	false	false	
22730			22	729	11	1255	24	10351	81	2370	14	1422	5	1053			1	9	1	149	1	323	0	0	0	0	0	0	false	false	
23456			136	5973	101	12259	62	22160	326	6624	23	2452	12	2979			58	2549	58	7772	22	6643	201	4412	31	2820	7	1749	false	false	
23504			7	378	67	8244	529	250640	1973	67418	460	41295	608	155240			0	0	0	0	1	410	0	0	0	0	0	0	false	false	
23643			23	847	24	2461	26	10003	279	8353	87	8947	25	7749			22	889	10	1259	9	2506	28	859	2	159	2	715	false	false	
23755			14	554	33	4961	61	21563	130	3728	34	3523	22	8194			0	0	0	0	1	361	0	0	0	0	0	0	false	false	
24006			7	257	50	6184	223	90467	193	3707	82	4975	94	23407															false	false	
24378			7	303	2	252	4	1860	52	2563	23	2578	0	0															false	false	
24659			26	1012	19	2412	20	7009	113	2856	23	2855	10	3009			34	1368	14	1761	12	3231	51	1337	15	1754	10	2547	false	false	
24668			10	507	54	6495	101	42159	229	7172	167	17015	254	80808			16	485	5	400	5	1088	5	68	0	0	1	272	false	false	
24949			29	1547	40	5223	69	26636	49	684	16	917	16	2304			3	62	3	227	1	287	0	0	0	0	0	0	false	false	
25357			116	4513	69	9057	69	27193	381	7681	39	4270	14	5039			122	4710	111	14112	54	16188	550	12306	165	18480	65	15409	false	false	
25647			20	1199	69	11085	112	40100	177	6029	61	9171	23	9700	70	0													true	false	
26457			8	219	4	551	3	467	17	484	9	949	1	309			30	870	30	2971	17	3351	41	848	3	142	0	0	false	false	
26765			23	1083	120	14899	295	128276	250	9652	158	16714	216	75654			1	66	3	408	8	1581	6	118	2	120	2	753	false	false	
27070			18	672	41	5089	71	25542	47	1348	20	1809	35	8358			3	104	10	1349	4	1002	4	155	0	0	2	446	false	false	
27548			68	3012	126	15663	177	69344	274	6704	193	12899	208	53096			1	4	8	664	1	268	0	0	0	0	0	0	false	false	
27614			23	637	34	4096	29	8651	48	650	8	280	7	1080			0	0	3	291	1	262	0	0	0	0	0	0	false	false	
27847			136	5133	99	12661	78	26099	793	15637	56	6064	22	6018			339	12158	136	17589	95	26976	450	8332	14	1397	3	869	false	false	
28013			12	791	87	10252	265	91102	306	9901	328	37551	92	18995															false	false	
28152			24	783	22	2927	18	5613	118	3110	26	2919	15	4781			22	979	64	7599	23	6390	107	2495	32	3587	20	4907	false	false	
28675			42	1499	28	3381	17	4128	73	1828	11	844	10	2330			41	1474	26	3225	12	3824	47	1088	6	461	1	375	false	false	
28732			12	699	15	1651	20	7922	149	3072	12	846	10	4495			6	290	5	665	2	283	10	210	3	335	0	0	false	false	
29476			13	562	9	1118	8	2077	78	1624	12	1044	2	423			14	816	29	3509	14	3602	20	478	7	842	6	1834	false	false	
29636			92	3558	83	9815	100	39886	663	9632	50	4639	33	8873	213	28													true	false	
29878			27	472	71	7667	465	195971	0	0	0	0	0	0															false	false	
30052			9	324	15	2311	16	6424	10	137	3	256	1	116			0	0	0	0	1	260	0	0	0	0	0	0	false	false	
30502			14	762	60	8484	99	36612	166	2411	38	2777	17	4234															false	false	
30650			0	0	19	2467	20	8816	71	191	22	1057	18	1473															false	false	
30810			0	0	0	0	0	0	75177	170354	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0			
31134			11	356	22	2907	17	5275	169	4433	16	1550	8	2368			14	553	13	1588	7	2072	18	752	3	351	3	601	false	false	
31255			2	53	14	1597	49	24901	51	1396	44	3521	43	11392			0	0	0	0	1	431	0	0	0	0	0	0	false	false	
31657			7	343	14	1605	10	3129	125	2793	22	2044	7	2137			25	794	21	2657	13	4160	70	1697	9	1144	4	878	false	false	
31826			207	8648	117	15976	97	35673	252	6109	19	2521	18	6946			45	1908	12	1302	2	292	90	1339	3	344	2	348	false	false	
31835			16	478	5	856	4	1004	120	3461	17	2073	6	2543			11	407	6	590	11	2895	73	1570	19	2201	14	2306	false	false	
32234			14	609	25	2447	17	5187	33	761	16	1488	5	2083			27	679	20	1990	26	5352	43	871	8	650	5	1342	false	false	
32766			0	0	11	1013	8	3035	22	525	13	1435	8	3380			1	3	0	0	0	0	0	0	0	0	0	0	false	false	
32971			37	1583	33	4116	42	17314	63	1777	32	2370	14	3467			6	174	9	1070	4	875	2	84	2	251	4	572	false	false	
33147			79	3301	48	6135	27	9918	172	4688	51	6215	39	13303			19	923	27	3413	19	5866	22	675	25	2288	14	4347	false	false	
33259			56	208	86	9825	195	75157	250	6530	111	9752	129	39435			1	51	3	346	1	232	0	0	0	0	0	0	false	false	
33268			13	588	25	2590	30	11882	81	1393	11	711	7	1432			20	954	10	1327	6	1746	85	1389	17	1362	6	1192	false	false	
33370			2	110	5	821	1	186	0	0	0	0	0	0															false	false	
33839			5	269	0	0	1	447	59	2155	9	1130	2	391			4	164	4	482	5	1379	29	2189	3	335	0	0	false	false	
33857			48	1743	60	9637	113	47280	467	10448	115	10976	112	29887			109	3811	107	13630	110	29108	467	5565	115	6009	72	10647	false	false	
34434			54	2312	62	8507	53	17570	346	8610	50	5871	22	6011			61	1994	17	2070	9	2146	13	541	11	1445	3	830	false	false	
34537			92	5054	568	80281	1616	708062	2166	146927	1008	84455	899	236505			1	42	2	234	5	1015	6	188	2	215	0	0	false	false	
34555			48	1661	27	2886	23	6672	121	2448	29	2685	14	3781			73	1696	69	7832	32	8457	148	2910	42	3899	22	4927	false	false	
34742			38	1875	42	5835	46	18175	160	3761	18	2332	19	4941			45	1628	32	4473	24	7951	92	1498	5	632	0	0	false	false	
35057			88	3014	59	6788	32	10604	105	2117	26	2474	11	2559			81	3506	64	7972	45	12543	150	3340	23	1807	6	1417	false	false	
35301			0	0	0	0	0	0	0	0	0	0	3	2000			0	0	0	0	0	0	0	0	0	0	0	0			
35646			52	2411	17	2577	12	5023	98	2973	14	2021	6	2328			7	417	10	1531	2	644	30	1056	2	282	2	736	false	false	
35879			11	342	4	459	3	1064	36	1731	22	2824	1	235			1	52	0	0	0	0	12	269	0	0	0	0	false	false	
36456			11	387	6	659	0	0	84	2532	17	1678	6	1891			23	953	18	1882	20	4710	122	3026	35	3355	31	6976	false	false	
36933			63	3119	51	7288	44	18020	1338	23417	61	7107	19	6529			25	976	11	1296	8	2474	32	797	9	1077	4	982	false	false	
37051			11	381	14	2325	13	5631	59	1163	14	1015	22	6611			19	831	31	4133	22	6611	67	1832	22	2702	14	3768	false	false	
37341			24	1032	12	1777	12	5370	142	3669	12	1257	6	2225			13	551	7	923	12	4711	87	2040	12	1539	6	1735	false	false	
37435			174	6781	200	23793	204	66999	1204	25214	140	12887	55	10740			23	907	11	1211	10	2769	3	126	0	0	0	0	false	false	
37640			472	20062	574	71761	615	234761	1477	43619	490	52973	406	145622			511	22018	459	57285	309	86754	444	11950	93	10711	62	16854	false	false	
37659			12	455	8	1085	7	2512	89	1980	18	1763	13	4016			10	354	10	1508	1	209	120	2071	7	804	1	130	false	false	
37949			20	793	7	523	16	5072	118	4224	34	3889	14	4902			11	394	14	1999	6	1485	37	905	12	988	14	2394	false	false	
38740			36	1669	49	7073	59	21190	123	2521	37	4172	16	4076			6	211	4	511	3	589	0	0	1	114	0	0	false	false	
39327			44	1383	89	10568	131	50977	172	3483	55	4254	35	9304			5	160	6	674	6	1734	2	35	1	90	0	0	false	false	
39756			94	2238	60	7414	103	46570	1182	10806	130	10756	161	49992			48	1539	60	9284	27	7546	672	8672	78	5894	51	7559	false	false	
40033			11	261	9	909	8	4139	14	301	3	315	5	1981			10	238	1	14	5	1332	0	0	0	0	0	0	false	false	
40499			27	1562	138	17397	296	113018	714	13041	186	11692	223	52360			0	0	0	0	1	21	1	37	0	0	0	0	false	false	
40855			30	1283	21	2583	24	8946	223	6557	36	4045	20	6880			25	1126	42	5353	32	8599	175	4508	24	2725	8	2546	false	false	
41553			4	73	6	768	3	1665	14	132	3	339	1	367			6	210	7	901	2	628	103	1712	8	715	7	1127	false	false	
41629			9	410	14	2000	59	24100	100	2322	54	6467	9	2104			1	8	2	241	6	1794	14	214	0	0	0	0	false	false	
41825			4	240	38	5653	88	37610	198	5131	110	10705	155	43003			4	196	7	1071	13	4104	0	0	0	0	1	300	false	false	
42037			131	4875	34	3825	16	6243	157	4388	22	3035	4	1700			65	2546	13	1917	1	491	15	932	6	1003	0	0	false	false	
42354			50	2194	16	2411	25	12182	180	3504	21	2757	14	5109			15	731	14	2151	2	815	58	1034	11	795	2	249	false	false	
42372			24	1486	33	5168	26	11013	34	749	11	1008	5	2116															false	false	
42420			318	11019	490	51482	612	208095	6565	59430	431	31905	421	82726			4	51	8	537	2	603	17	311	1	71	0	0	false	false	
42448			110	4784	139	17399	165	60194	918	23910	141	14600	100	31204			108	4043	104	13803	58	15467	242	5140	60	5739	69	13494	false	false	
42457			1	58	0	0	5	3237	19	640	9	1367	19	9139			7	238	3	466	2	447	47	1099	9	1322	7	2643	false	false	
43052			22	436	27	2189	32	8968	52	493	11	1053	16	4538			1	13	0	0	1	307	5	105	0	0	0	0	false	false	
43351			52	1868	33	4329	31	12954	349	8156	53	6154	56	19746			35	1543	39	5116	35	10780	129	2711	54	5125	26	5459	false	false	
43856			11	224	7	735	4	1178	14	239	1	193	5	731															false	false	
43959			20	885	25	3678	34	11452	125	3790	27	2654	9	2313			1	50	1	154	2	794	1	73	2	43	0	0	false	false	
44040			60	2404	44	5522	25	6656	149	3233	26	2542	15	4564			133	5323	122	15681	78	22924	213	5181	67	5191	40	7564	false	false	
44433			0	0	12	2021	38	17556	5	134	6	881	9	2880			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
44741			92	4238	131	16008	109	40645	76	1750	45	4318	17	4074			1	9	5	792	1	46	0	0	0	0	0	0	false	false	
44750			33	1209	18	1811	29	9881	74	2136	17	1938	9	2734			7	310	11	1238	18	8562	5	37	0	0	0	0	false	false	
44929			19	627	29	3468	26	8392	52	1337	8	1369	10	2569			3	180	4	300	4	1350	2	67	2	133	1	225	false	false	
45038			8	385	6	575	13	4199	43	1017	29	3077	18	2425			12	571	13	1498	7	1768	27	417	6	396	5	661	false	false	
45047			113	4084	71	8562	26	6839	230	4754	25	2459	4	465			165	5893	77	9594	35	9126	312	5278	18	1882	3	272	false	false	
45056			1	66	4	694	5	1679	59	1341	14	1505	16	3577			7	413	8	860	8	2131	87	2609	53	5900	20	4040	false	false	
45430			8	185	13	1918	4	1261	80	2597	6	482	0	0			4	181	2	114	2	60	4	57	0	0	0	0	false	false	
45458			19	793	18	2265	23	8203	155	3792	35	3683	13	4558			53	2244	51	7117	21	5294	156	3335	42	4978	12	3167	false	false	
45551			64	2723	82	10236	91	34498	5651	129580	809	76635	144	39337			107	2628	210	18317	269	79693	544	12537	212	13974	238	40627	false	false	
45560			13	793	87	11843	214	81987	349	9869	143	13138	122	27857			1	17	3	422	4	1194	1	9	1	24	0	0	false	false	
45775			29	1050	72	9377	66	20292	11	334	2	166	1	100															false	false	
46053			29	1450	44	6065	52	21796	194	6603	43	4890	18	5738			14	798	13	1702	18	5244	69	2522	9	957	2	386	false	false	
46941			56	2084	32	3710	36	14183	59	963	7	768	5	1816			54	1981	47	4993	23	6830	52	900	4	320	0	0	false	false	
47247			21	1205	56	8062	109	47333	56	1197	31	1923	41	9810			9	372	9	1259	6	1395	12	251	3	498	6	1080	false	false	
47256			10	361	10	1327	11	3654	27	1009	6	713	4	1178			8	317	2	193	0	0	4	66	1	114	2	939	false	false	
47452			13	377	21	2918	9	3488	22	721	22	2921	1	283			47	1273	4	262	2	637	4	115	3	328	2	396	false	false	
47500			23	1017	44	5912	62	20633	115	1436	37	4156	15	3907			0	0	0	0	1	218	0	0	0	0	0	0	false	false	
48057			6	233	5	488	7	3031	79	1699	3	250	4	2025			30	1254	31	3637	15	4411	140	3793	23	2479	14	2794	false	false	
48150			2	98	5	229	2	388	46	882	4	444	1	246			24	1009	21	2479	13	3766	30	860	14	1303	4	913	false	false	
48374			117	3666	70	8231	100	29952	519	11808	94	9259	164	26303			487	14421	302	26769	331	53320	147	2750	29	2674	36	8483	false	false	
48440			50	1867	46	7024	47	16399	135	3612	15	1024	16	5413			12	395	26	3622	8	1826	48	1287	6	677	2	153	false	false	
49054			1	2	3	540	9	4074	3	52	4	341	12	3945			5	272	5	856	1	350	7	112	5	408	2	489	false	false	
49148			22	730	6	732	2	863	51	1083	14	1571	13	1394			21	722	22	2901	15	4270	54	1199	10	893	4	1126	false	false	
49241			68	2521	62	7261	110	41983	400	8895	96	9580	68	20896			59	2639	37	3689	25	7174	135	3377	37	3841	39	8866	false	false	
49652			12	318	3	251	6	2763	30	599	9	1000	8	3487			8	222	8	974	7	1876	22	806	21	2461	4	1420	false	false	
49858			4	242	23	2496	16	4964	50	1518	10	1016	6	2041			1	43	3	295	2	631	0	0	0	0	0	0	false	false	
49951			11	560	7	742	9	4259	80	1536	16	1805	18	6350			42	1762	37	4215	26	6865	116	2705	33	3043	20	4236	false	false	
50144			15	312	9	831	5	2238	38	909	4	442	1	222			4	169	7	713	2	648	11	160	1	107	2	315	false	false	
50461			2	0	10	1451	24	9975	4	245	2	287	6	1185			0	0	0	0	0	0	0	0	0	0	1	175	false	false	
51253			60	2602	49	5993	60	22727	187	4108	22	2279	22	6888			12	445	11	1383	4	1048	20	423	0	0	0	0	false	false	
51356	5	69													0	23													true	true	
51459			28	1042	23	2195	24	8373	248	5827	33	3185	15	4024			36	1656	39	4371	32	8708	173	3984	24	2284	27	6329	false	false	
51842			14	534	13	1684	20	9712	76	2204	18	2224	23	9965			22	781	51	3538	60	8717	150	4482	43	4607	25	5239	false	false	
52719																	0	0	0	0	0	0	0	0	0	0	0	0	false	false	
52951			26	1118	18	1960	17	5503	398	9649	65	7375	39	13836			85	3687	49	6286	26	7083	331	7716	59	5222	13	3529	false	false	
53051			18	738	9	1325	6	3749	282	10968	72	9584	22	10383			13	293	6	674	2	397	112	1738	3	305	1	300	false	false	
54058			55	2080	44	5317	25	9563	211	3412	21	1531	7	2523			54	2303	74	9083	48	13883	161	3496	55	5425	37	7916	false	false	
54656			89	2265	28	3007	23	7716	340	7453	55	6620	62	15415			77	3023	54	6972	17	5064	437	6728	21	2395	12	3020	false	false	
54973			1	11	9	1310	67	31883	1068	24938	43	4193	74	25017	0	7													true	false	
55336			23	888	53	6521	119	44533	124	4205	54	6342	35	14438															false	false	
55635			10	484	19	3540	41	18705	50	2845	17	2786	11	6523															false	false	
55653			10	350	6	625	13	5248	88	1280	11	1132	11	3454			0	0	1	50	0	0	0	0	0	0	0	0	false	false	
55970			12	563	58	7166	147	62750	30	1017	13	879	7	1055															false	false	
56258			21	1100	50	7300	45	17116	64	2250	36	4358	34	14234			8	316	12	1542	19	6835	95	3035	37	4293	14	2891	false	false	
56351			164	7672	274	35347	313	139142	2425	61660	368	37711	256	76131			144	6125	75	9637	25	7388	454	8613	29	2968	6	1498	false	false	
56548			9	290	29	3208	49	20135	20	190	5	436	6	831			9	266	10	1203	15	3743	24	488	7	383	6	900	false	false	
56717			49	2393	133	16306	169	59842	544	10057	156	13930	119	26618			6	190	8	748	3	551	22	431	3	302	0	0	false	false	
57040			21	854	18	1941	7	3362	144	2282	14	1074	7	3609			37	2312	105	13786	81	26458	310	6974	37	4823	14	4524	false	false	
57451			42	1722	53	6337	52	20084	149	5070	33	3442	23	8547			12	436	18	1932	3	784	57	1356	17	2110	2	465	false	false	
58225			39	1454	43	5706	58	22544	225	6366	37	4344	7	1072			73	1952	15	1773	2	588	87	729	2	317	1	476	false	false	
58243			108	4899	230	32501	347	148526	305	8678	185	18134	250	70513			3	59	7	698	2	739	0	0	1	110	0	0	false	false	
58355			13	704	19	3168	19	5541	100	2539	15	1749	6	2153			1	13	3	286	0	0	3	136	1	197	3	615	false	false	
58551			56	1944	30	3978	19	10024	546	11645	37	3944	15	3725			54	2332	54	7349	26	7034	554	10782	49	5426	16	3506	false	false	
58636			39	1945	74	9557	70	24392	748	14279	51	5315	16	4672			246	9718	54	6706	15	4425	7	176	0	0	0	0	false	false	
58757			39	1729	50	7248	58	23982	160	3659	44	4441	63	17982			15	697	36	4463	27	7309	97	2533	31	2848	30	5313	false	false	
58971			85	3372	222	27395	603	266925	4605	53079	543	41719	703	165759			9	290	37	2456	43	2857	97	1855	47	3164	52	8867	false	false	
