"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RIADG377	
1669																																																																0	4371		6529			25469	0		727	250965	0	0	0	113666	2368	79236	38540	1187	5827	1254	770	29465	75164	11952	22719	13593	22472	26906	39635				0	0			0	0	14441	2177	56823	4301			0			0	172														0	0	0	0	0		0	19							0	9392	0	0	0	0	0			0	0	0	0	0	10682	0	0	CONF	CONF		
1856																																																																2148	67		3789			3736	0		17	23243	0	0	0	5275	0	4841	6355	1545	70	1519	57	1650	434	6299	3043	736	3348	4102	440				0	0			0	0	1014	2514	1060	752			0			0	0														6515	0	0	0	0		0	3							0	340	0	0	0	0	0			0	0	0	0	0	2528	0	0	CONF	CONF		
2161																																																															0	9767	3600		946			26012	0		0	205331	0	0	0	79472	311	77144	11580	1353	10227	19764	44864	2801	464	18237	17406	30598	42796	15435	790				352	83			0	0	3221	19825	32811	26367			0			239	0	0	0	0	0	0	0	0	0	0	0	0	0		86791				674		0	116							0	1155	0	0	0	375	0			37	0	0	0	0	1293	23	0	CONF	CONF		
2732																																																																0	228070		0			25373	4203		0	483020	311	0	7066	25179	60	13484	31572	2046	2322	4577	16234	0	0	50351	17297	135092	223317	31561	0				0	0			0	0	2541	25102	33591	138974			0			0	0													0	181037	0	0	0	0		0	85							0	6	0	0	0	0	0			0	0	0	0	0	147	0	0	CONF	CONF	0	
2750																																																																6372	0		19067			3153	0		237	44408	0	0	0	853	9	0	21897	0	76	426	352	0	0	15021	6942	8211	9971	2490	918				0	22			0	0	211	2539	843	7330			0			0	0													0	18170	0	0	0	0		0	3110							0	366	0	0	0	0	0			0	0	0	0	0	296	0	0	CONF	CONF	0	
3252																																																															0	34883	1098		51485			9897	0		860	112092	0	137	0	53	0	53	0	25	28	0	0	0	0	20421	67960	10227	6911	4342	450				0	0			0	0	0	504	0	7142			0			0	0														48687	0	0	0	0		0	531							0	1717	0	0	0	0	0			0	0	0	0	0	3785	0	0	CONF	CONF		
3458																																																																10074	0		7841			7200	0		0	48132	0	140	0	10024	105	27	10798	333	555	3241	5355	539	0	4534	5968	7510	15796	3887	0				0	0			0	0	680	2374	3923	2944			0			0	0													0	17231	0	0	0	264		0	5							0	1646	0	0	0	0	0			264	264	0	0	0	1176	0	0	CONF	CONF	0	
3720																																																																10762	3142		3092			22693	1477		1542	172051	0	0	0	41156	419	198	27931	1799	2772	7224	13628	12730	2976	18317	7174	32923	58352	13902	200				0	212			0	0	4683	6291	29408	39138			0			0	0														82298	0	0	0	0		0	115							0	2828	0	0	0	0	0			0	0	0	0	0	5093	0	0	CONF	CONF		
3971																																																																13504	54226		6153			171331	46774		0	827908	0	45854	4647	82085	1799	17518	254870	2268	4752	8368	13750	10724	41083	165906	88964	121667	229368	123293	16013				0	345			1140	711	24300	43564	65789	198428			0			1507	1042														272369	0	0	0	7299		775	76							0	298	0	0	0	0	5792			0	0	0	0	0	72607	0	0	CONF	CONF		
4156																																																																19085	6288		5340			13076	7541		0	183710	0	39	0	60525	512	34324	27645	766	2804	3705	4528	28872	19844	16322	11323	13192	22772	41041	17841				0	0			0	0	2096	1044	7998	58284			0			0	0														23380	0	0	0	6083		0	0							0	928	0	0	0	0	6083			0	0		0	0	954	0	0	CONF	CONF		
4231																																																															0	3156	920		658			2561	0		1054	42686	0	0	0	10342	24	0	7292	400	727	3272	5304	543	0	1693	4472	16107	9107	764	0				0	0			0	0	892	1291	10259	9005			0			278	0														0	0	0	0	278		0	49							0	851	0	0	0	0	0			0	0		0	0	1624	0	0	CONF	CONF		
5069																																																																4450	514		0			10607	2334		0	409750	4777	0	0	71067	3548	11620	285079	11620	24621	32515	0	0	0	170822	145850	21359	1065	0	0				0	0			0	0	57725	72966	56805	134511			0			8459	0														37624	0	0	0	11555		0	0							0	0	0	0	0	3096	0			0	0	0	0	0	0	0	0	CONF	CONF		
5135																																																															0	86557	3455		91884			49689	0		3240	372750	0	0	0	58307	717	2557	214392	7341	13837	24893	10187	962	141	68335	125595	96727	12811	3128	1487				680	0			0	0	2996	5544	44663	14887			0			362	0														46970	0	0	0	1902		0	61							0	3954	0	0	0	0	0			1538	947	574	5	12	6116	2	0	CONF	CONF		
5210																																																															0	89616	61406		5288			95305	83601		76032	1510237	0	0	0	310442	35740	48033	124421	15061	46467	31873	67822	77587	71633	273250	62070	224545	343800	282293	9459				0	3944			3710	2263	19147	52714	297034	370058			0			0	696														799553	0	0	0	3517		0	489							0	383	0	0	0	0	3517			0	0	0	0	0	9038	0	0	CONF	CONF		
5461																																																																29287	67125		13103			26234	3311		0	409739	311	0	8132	28588	812	2184	36533	2553	400	1129	6638	9204	8533	27268	25732	46932	79711	196914	75				0	47			0	0	1134	2706	52416	173105			0			0	0													0	300120	0	0	0	0		0	4948							0	68	0	0	0	0	0			0	0	0	0	0	7166	0	0	CONF	CONF	0	
5751																																																																26875	4151		17898			33942	1819		2741	153831	0	467	0	30608	148	23260	29815	739	1213	3126	1581	12405	11517	22875	17761	12721	17397	29570	21793				0	15			0	0	153	1638	22472	5359			0			0	27													0	16280	0	0	0	0		0	190							0	4127	0	0	0	0	0			0	0	0	0	0	1228	0	0	CONF	CONF	0	
6039																																																															0	39707	1295	0	4347	25223	0	25223	378		923	284878	0	0	0	56475	333	10771	33351	2829	2956	8942	13866	10984	16679	80384	38829	34061	46508	18311	7721	0	0	0	533	186	0		0	0	6909	26034	68323	47353	0	0	0			115	0	0	0	0	0	0	0	0	0	0	0	0	0		16683				115	947	0	947							0	850	0	0	0	0	0	0	0	0	0	0	0	0	5062	0	0	CONF	CONF		
6329																																																																3364	26315	0	586	87416	0	87416	5677		614	1134333	0	0	0	229797	9087	2913	204841	12546	22090	33854	157737	2214	89	57631	120761	157731	428452	134321	2596	0	0	0	0	1291	0		0	0	56837	128823	129986	68223	0	0	0			0	210	0	0	0	0	0	0	0	0	0	0	0	0	1059	40875				2	687	0	687							0	302848	0	0	0	0	0	0	0	2	0	0	2	0	82782	0	170	CONF	CONF	1	
7009																																																															0	0	0		0			110380	0		0	431760	0	0	0	0	0	0	426236	0	0	0	0	0	0	426236	0	0	3683	1842	0				0	0			0	0	0	0	0	0			0			0	0														0	0	0	0	0		0	7691							0	0	0	0	0	0	0			0	0	0	0	0	313689	0	0	CONF	CONF		
7045																																																															0	7163	0		5668			5527	468		704	103338	0	0	0	57452	262	27298	4944	153	500	2690	1253	7330	44967	1375	5027	11641	10129	9086	7796				424	9			0	0	2313	0	4107	7259			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		48820				371		0	0							0	6747	0	0	0	0	0			371	371	0	0	0	5235	0	0	CONF	CONF		
7072																																																																4893	19195		135			19649	6556		0	280419	0	0	2	163955	2921	85724	12782	4067	9739	3436	3828	53274	89170	15584	1964	13606	10546	38028	36453				0	1425			0	0	1429	8444	29832	20765			0			406	329														120433	0	0	0	1871		0	0							0	0	0	0	0	0	1465			0	0	0	0	0	1220	0	676	CONF	CONF		
7456																																																															0	13956	0		31787			13361	0		100	73931	0	0	0	4238	40	0	37406	138	205	1412	2289	194	0	33596	5326	9342	19334	337	1758				0	8			0	0	718	241	2309	5378			0			0	0														52293	0	0	0	0		0	168							0	939	0	0	0	0	0			0	0	0	0	0	688	0	0	CONF	CONF		
7634																																																																2538	408		6191			9531	0		0	59274	0	0	0	15810	156	0	16535	363	987	4137	5422	4901	0	3491	11742	10816	11363	4554	1350				0	0			0	0	2117	1493	1787	10575			0			0	0														1349	0	0	0	0		0	48							0	960	0	0	0	0	0			0	0	0	0	0	7660	0	0	CONF	CONF		
8033																																																																9307	1369		9519			17728	0		0	266535	0	0	0	116952	2016	6535	110691	15715	16546	32030	51981	589	0	49544	28887	25802	39625	3588	51				0	0			0	0	27721	34320	33872	8843			0			0	450													0	134110	0	0	0	0		0	72							0	1234	0	0	0	0	0			0	0	0	0	0	3582	0	0	CONF	CONF	0	
8462																																																															0	9572	0		9189			19972	0		0	64916	0	0	0	10676	0	2420	9690	1295	354	53	666	2411	5897	13984	9221	6958	10859	8425	4182				0	0			0	0	0	374	3432	1077			0			0	0														0	0	0	0	47		0	0							0	6613	0	0	0	0	0			47	0	0	0	47	4011	0	0	CONF	CONF		
8631																																																																154	0		658			4886	0		864	39488	0	0	0	19593	349	532	2417	13	149	800	1002	5337	12292	195	2066	2464	4168	7877	2684				0	0			0	0	0	1480	437	8117			0			70	0													0	0	0	0	0	70		0	78							0	1835	0	0	0	0	0			0	0		0	0	1037	0	0	CONF	CONF	0	
9357																																																																0	24139		0			135265	1086		0	385345	0	18662	0	60	83	0	172996	0	0	0	0	60	0	191445	52474	36672	71637	33057	0				0	1487			0	0	0	0	35661	36984			0			0	0													0	224613	0	0	0	0		130588	302							0	77	0	0	0	0	0			0	0	0	0	0	951	0	0	CONF	CONF	0	
9553																																																															0	51462	2520		45363			11501	0		0	130013	0	0	0	8702	50	0	40820	708	587	1309	3867	2068	163	41567	2857	12402	26811	27364	10310				0	0			0	0	1470	800	3384	587			0			0	0														74675	0	0	0	0		0	2597							0	742	0	0	0	0	0			0	0	0	0	0	835	0	0	CONF	CONF		
9807																																																																0	465581	0	0	30683	0	30683	33538		0	1558232	1535	0	0	234956	17356	60923	406686	5676	4701	27142	32389	81893	77905	174870	221439	334997	344233	239251	254	0	0	0	0	17	0		0	0	45476	273622	84653	373481	0	0	0			2934	1199	0	0	0	0	0	0	0	0	0	0	0	0	0	454130				36365	189	0	189							0	0	5640	4158	2624	1987	19022	0	0	0	0	0	0	0	215	0	1447	CONF	CONF	0	
9955																																																																16066	3038		1845			14845	6314		0	108133	0	12445	0	11832	0	2	25185	0	860	5819	4926	122	105	16409	7916	41896	25716	4365	0				0	0			0	0	689	0	0	40455			0			0	0														35768	0	0	0	0		0	51							0	283	0	0	0	0	0			0	0		0	0	270	0	0	CONF	CONF		
10250																																																																1240	20034		0			96594	15092		0	321479	0	0	0	41915	2954	12482	37853	1781	1876	4004	9461	19563	5141	32720	18835	45594	104789	75855	623				130	346			0	0	8862	8855	70840	42331			0			0	0														119299	0	0	0	0		0	26							0	7984	0	0	0	0	0			0	0	0	0	0	4276	0	0	CONF	CONF		
10849																																																															0	18160	7742		9598			11709	165		2475	197708	39	0	0	42941	24	39048	24404	3187	7984	13551	16306	1913	0	13581	34879	43570	51618	9027	2131				0	0			0	0	1522	19590	43579	35158			0			0	0														0	0	0	0	0		0	3427							0	690	0	0	0	0	0			0	0		0	0	967	0	0	CONF	CONF		
11145																																																																943	540	0	14	20003	0	20003	6539		1627	214250	0	0	0	50538	62	5784	24064	1500	4892	5606	10691	19341	8187	27829	8332	28050	55541	42021	1671	0	0	0	0	18	0		0	0	2666	7283	54999	18742	0	0	0			519	171	0	0	0	0	0	0	0	0	0	0	0	0	0	20992				1154	0	0	0							0	4368	0	0	0	386	26	0	0	223	223	0	0	0	45908	0	0	CONF	CONF	0	
11640																																																															0	19224	1869		57515			17232	3094		0	216580	0	0	0	29525	1120	23712	89787	3124	3140	1825	3162	9062	9212	14679	73691	26304	25306	25162	21912				0	0			0	0	5602	32369	15528	23928			0			22	0														80937	0	0	0	22		0	91							0	5850	0	0	0	0	0			0	0	0	0	0	3633	0	0	CONF	CONF		
11837																																																																2022	6016		43			5256	1009		2917	70732	153	0	0	22142	165	0	14713	2772	3071	5712	8215	1667	705	8835	4903	14960	14876	5169	0				95	291			0	0	3999	2521	14223	9293			0			0	0														159	0	0	0	0		47	21							0	251	0	0	0	0	0			0	0		0	0	574	0	0	CONF	CONF		
12030																																																															0	42408	2015		1386			34335	0		1	339896	0	0	0	85730	157	28294	41598	2014	15485	25902	9545	29422	3358	21179	53684	113651	41119	16575	4826				690	207			0	0	2749	16720	99260	27587			0			0	0														0	0	0	0	0		0	558							0	15075	0	0	0	0	0			0	0	0	0	0	11018	0	0	CONF	CONF		
12142																																																																5795	8197		5310			23611	1459		0	137239	0	253	0	39646	1231	312	30991	1689	2961	12775	20682	1383	156	5635	20706	15619	40760	13785	1088				0	0			0	0	3580	3767	1884	25705			0			0	0													0	0	0	0	0	518		0	0							0	5556	0	0	0	0	385			133	133	0	0	0	11245	0	0	CONF	CONF	0	
12311		148367	3019740	6059120	209948	30399577	525984	8010582	0	880166	118579501	0	608728	23919526	187066	17292561	57395153	1348450	6827655	12365373	13035690	3156373	0	5031	87	0	816106	612535	648714	3901	5695			428638	1866253	5649548	9186497	0	4921396	0	0	0	0	0	0	0	0	0	0	0	0	69970790	484027	0	13720369	70402	0	55364	0	0	0	7364251		148367	3019740	80337	209948	30399577	166775		8010582	0	880166	118220291	0	4921396		23919526	187066	10883066		528694	462668	527290	1127651	12058688	9088630							5031	87	816106	612535	648714					428638	1866253	5649548	9186497			0			309205	86591													0						621295	5357487									13720369	0	779	1333	35844	11100				0				7364251		565029	CONF	CONF	0	
12647																																																															0	17657	13790		11175			12558	927		2598	118534	0	0	0	22813	63	12329	13897	3671	4860	5158	3472	4988	498	17716	13488	20060	17610	26483	340				328	18			0	0	717	2886	5275	27411			0			0	29														84172	0	0	0	0		0	17							0	84	0	0	0	0	0			0	0		0	0	217	0	0	CONF	CONF		
