"IDRSSD"	RCON9224	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
	ID_LEI	MICR9999REPORT DATE	NM_LGL	ID_FDIC_CERT	CITY	STATE_ABBR_NM	ZIP CODE	
2797210		20220630	Old Point Trust & Financial Services, N.A.	35248	Newport News	VA	23606	
2797359	549300F1COXL6UBFCP55	20220630	FIRST CENTRAL SAVINGS BANK	34969	GLEN COVE	NY	11542	
2797724		20220630	TowneBank	35095	Portsmouth	VA	23703	
2800491		20220630	Heartland National Bank	35052	Sebring	FL	33870	
2805535	549300RJ0SEAHSZ0XY02	20220630	FIRST SECURE COMMUNITY BANK	35223	SUGAR GROVE	IL	60554	
2805928		20220630	MADISON COUNTY COMMUNITY BANK	35056	Madison	FL	32340	
2806635		20220630	Yampa Valley Bank	35407	Steamboat Springs	CO	80487	
2806840		20220630	Wyoming Community Bank	35220	Riverton	WY	82501	
2806877	549300BX448ALT10FI43	20220630	The Federal Savings Bank	35518	Chicago	IL	60639	
2807173		20220630	Currency Bank	35019	Oak Grove	LA	71263	
2808602	54930044OSTKOJMHF287	20220630	Capital Bank, NA	35278	Rockville	MD	208506238	
2809373		20220630	National Advisors Trust Company	57160	Kansas City	MO	64131	
2811086		20220630	Preferred Bank	34900	Casey	IL	62420	
2815879		20220630	GREAT AMERICAN BANK	35292	LAWRENCE	KS	66044	
2819167		20220630	Farm Bureau Bank FSB	35157	Reno	NV	89521	
2819242		20220630	The Murray Bank	35161	Murray	KY	42071	
2820604	549300FOHR7SBPQ7WJ92	20220630	Millennium Bank	35138	Ooltewah	TN	373630747	
2823221		20220630	GEORGIA COMMUNITY BANK	35320	DAWSON	GA	39842	
2826017		20220630	The Glenmede Trust Company, N.A.	35317	Philadelphia	PA	191037391	
2833882		20220630	New Millennium Bank	35151	Fort Lee	NJ	7024	
2834759		20220630	Evergreen Bank Group	35230	Oak Brook	IL	60523	
2835103		20220630	Freedom Bank Of Southern Missouri	35276	Cassville	MO	65625	
2836306		20220630	Buckeye Community Bank	35101	Lorain	OH	44055	
2838207	549300X01FL2VJJGCI54	20220630	Seattle Bank	35139	Seattle	WA	98101	
2839053		20220630	Old Mission Bank	35303	Sault Ste. Marie	MI	49783	
2839790	549300slzfpdlwnb0o94	20220630	First Reliance Bank	35214	Florence	SC	29501	
2845755		20220630	Flagler Bank	35218	WEST PALM BEACH	FL	33406	
2845782		20220630	Bessemer Trust Company of California, N.A.	35413	San Francisco	CA	94111	
2847085		20220630	Southern Illinois Bank	35229	Johnston City	IL	62951	
2847142	54930046JONFO0FON766	20220630	Cogent Bank	34908	Orlando	FL	32801	
2849285		20220630	BankVista	35406	Sartell	MN	56377	
2849463	254900LDLCTUL5TXVH85	20220630	First Capital Bank	34966	Charleston	SC	29401	
2849801	549300PP6R8WIOP60124	20220630	Southern First Bank	35295	Greenville	SC	29607	
2850722		20220630	BMW Bank of North America	35141	Salt Lake City	UT	841091666	
2850768		20220630	CORNERSTONE BANK	35286	Mount Laurel	NJ	8054	
2855866		20220630	Four Corners Community Bank	35441	Farmington	NM	87401	
2857600	549300UXZ76FJVM3UC43	20220630	OAK BANK	35333	FITCHBURG	WI	53719	
2858492		20220630	Freedom Bank	35221	Huntingburg	IN	47542	
2858960	24C4CXKSJUS7LUHQN688	20220630	The Bancorp Bank	35444	Wilmington	DE	19809	
2860039		20220630	Community Bank Of The South	35212	Merritt Island	FL	32953	
2860271		20220630	Crown Bank	35480	Edina	MN	55435	
2860459		20220630	Auto Club Trust, Fsb	35115	Dearborn	MI	48126	
2861317		20220630	Branson Bank	35420	Branson	MO	65616	
2867337	549300GYK7N8U42X9587	20220630	Five Star Bank	35361	Roseville	CA	95661	
2869162		20220630	American Community Bank & Trust	35412	Woodstock	IL	60098	
2871099	549300LTKCJV903ZQR25	20220630	TriStar Bank	35417	Dickson	TN	37055	
2871558		20220630	AMERICAN COMMUNITY BANK	35033	GLEN COVE	NY	11542	
2873598	98450043F5A47875CB42	20220630	Cypress Bank & Trust	35506	Melbourne	FL	32940	
2877345		20220630	InsBank	35521	Nashville	TN	37215	
2877484		20220630	ALAMERICA BANK	35314	BIRMINGHAM	AL	35205	
2877831		20220630	Bank of Brookhaven	35439	Brookhaven	MS	39601	
2877840		20220630	First Ic Bank	34998	Doraville	GA	30340	
2880019		20220630	Finwise Bank	35323	Murray	UT	84107	
2881445		20220630	The Massmutual Trust Company, Fsb	35394	Enfield	CT	06082	
2882983		20220630	Citizens First Bank	35477	Clinton	IA	52732	
2883971		20220630	Western Heritage Bank	35492	Las Cruces	NM	88005	
2887399		20220630	CenterBank	35117	Milford	OH	45150	
2889227		20220630	Alpine Capital Bank	35377	New York	NY	10019	
2897633		20220630	HOMETOWN BANK OF CORBIN	35455	CORBIN	KY	40701	
2901558		20220630	Champion Bank	57031	Parker	CO	80134	
2903123	549300QJN5U13Y9HAW42	20220630	Bank of Oak Ridge	35365	Oak Ridge	NC	27310	
2905761		20220630	Twin City Bank	35261	Longview	WA	98632	
2907019	549300KR4ZW8KJC82O47	20220630	COMMUNITY FIRST NATIONAL BANK	35585	MANHATTAN	KS	66502	
2907439		20220630	California First National Bank	35331	Irvine	CA	92614	
2909330		20220630	AIG Federal Savings Bank	35267	Wilmington	DE	19809	
2912750		20220630	Security National Trust Company	57081	Wheeling	WV	26003	
2913702	549300BI43WZOK3XF350	20220630	Bank of Franklin County	35543	Washington	MO	63090	
2914268		20220630	Fidelity Personal Trust Company	35206	Merrimack	NH	3054	
2914727		20220630	UNITED NATIONAL BANK	35427	CAIRO	GA	398280150	
2915461		20220630	North State Bank	35519	Raleigh	NC	27609	
2916534	549300I68TD716GMAB09	20220630	M.Y. Safra Bank, FSB	35154	New York	NY	10022	
2916963		20220630	U.S. Bank Trust National Association	57047	Wilmington	DE	19805	
2917184		20220630	NEW FRONTIER BANK	35597	ST. CHARLES	MO	63303	
2917317	2549009X2AG1P20YAJ63	20220630	Axos Bank	35546	San Diego	CA	92122	
2919423		20220630	Canyon Community Bank, National Association	35547	Tucson	Az	85704	
2919898		20220630	American Bank & Trust Company Inc.	35568	Bowling Green	KY	42102	
2920287		20220630	Century Bank of Kentucky, Inc.	35450	Lawrenceburg	KY	40342	
2920773		20220630	1st Colonial Community Bank	35456	Collingswood	NJ	81082046	
2921211		20220630	Century Bank Of Georgia	35236	Cartersville	GA	30120	
2921622		20220630	Citizens Bank Of Cumberland County, Inc.	35442	Burkesville	KY	42717	
2921659		20220630	Capital Bank And Trust Company	35164	Irvine	CA	92618	
2925620		20220630	Chino Commercial Bank, National Association	35366	Chino	CA	91710	
2925666	549300CDOC4F7XSRG390	20220630	Pinnacle Bank	35583	Nashville	TN	37201	
2929392	54930001LYHHRVGJ6B97	20220630	Cornerstone National Bank & Trust Company	57061	Palatine	IL	60067	
2938198	CLHA5EVJO4FMZ2WOBV70	20220630	Northbrook Bank and Trust, N.A.	57082	Northbrook	IL	60062	
2938769		20220630	OXFORD UNIVERSITY BANK	57034	OXFORD	MS	38655	
2939001		20220630	Century Bank of Florida	35558	Tampa	FL	33612	
2939391		20220630	Peoples Bank	57058	Sheridan	AR	72150	
2941068		20220630	Nicolet National Bank	57038	Green Bay	WI	54301	
2942690	VLP5AP0XK2GM6GKD1007	20220630	SIGNATURE BANK	57053	NEW YORK	NY	10017	
2943615	254900A4WMCRPWZCPS41	20220630	Community Bank of Pickens County	35513	Jasper	GA	301430040	
2947556		20220630	First Electronic Bank	35533	Salt Lake City	UT	84106	
2948058		20220630	First Commercial Bank	57069	Jackson	MS	39236	
2948423		20220630	THE BANK OF CLOVIS	57022	CLOVIS	NM	88101	
2949970		20220630	United Trust Bank	35393	Palos Heights	IL	60463	
2953418		20220630	OptimumBank	35430	Ft. Lauderdale	FL	33308	
2954059		20220630	Bcb Community Bank	35541	Bayonne	NJ	07002	
2954497	549300GS6ONO04ORI292	20220630	WILLAMETTE VALLEY BANK	57033	SALEM	OR	97301	
2958972	5493008S6MTNE6CY5G37	20220630	Northstar Bank	57097	Bad Axe	MI	48413	
2960555		20220630	American Heritage Bank	57025	Clovis	NM	88102	
2960788		20220630	Wheaton College Trust Company, National Association	57150	Wheaton	IL	60187	
2963266	54930066LN6QXNO8TY84	20220630	First Carolina Bank	35530	Rocky Mount	NC	27804	
2963275		20220630	Mission Bank	57137	Kingman	AZ	86401	
2963864		20220630	TRADITIONS FIRST BANK	57092	ERIN	TN	37061	
2967796		20220630	PEOPLES BANK OF MIDDLE TENNESSEE	35604	SHELBYVILLE	TN	37160	
2970657	2I8LP0RLR14D1X6W0P51	20220630	Schaumburg Bank & Trust Company, N.A.	57103	Schaumburg	IL	60007	
2973041		20220630	First Community Trust National Association	57179	Dubuque	IA	52002	
2973386		20220630	SEI Private Trust Company	35388	Oaks	PA	19456	
2980209	C7HX62OF36KBJB6QPK73	20220630	Barclays Bank Delaware	57203	Wilmington	DE	19801	
2986407	HDU55UX4CXD9YSL1U194	20220630	Westfield Bank, FSB	57077	Westfield Center	OH	44251	
2989006		20220630	Guardian Bank	57127	Valdosta	GA	31602	
2992547		20220630	John Deere Financial, F.S.B.	35237	Madison	WI	53717	
2997216		20220630	COMMUNITY BANK OF SANTA MARIA	57073	SANTA MARIA	CA	93455	
2997748		20220630	First Century Bank, National Association	57123	Commerce	GA	30529	
2998576		20220630	Celtic Bank	57056	Salt Lake City	UT	84111	
3005097	549300BI6NZRN6BCGT52	20220630	COMMUNITY BANK OF MISSOURI	57141	RICHMOND	MO	64085	
3010363		20220630	Bankcda	57074	Coeur D'alene	ID	83814	
3015939		20220630	AMG National Trust  Bank	57295	Greenwood Village	CO	801114908	
3016347	5493001P6QB5ISAUNV97	20220630	Georgia Banking Company	57071	Atlanta	GA	30309	
3017081	549300AVXVQQHXPD8982	20220630	Northwestern Mutual Wealth Management Company	57093	Milwaukee	WI	53202	
3019982		20220630	THE FREEDOM BANK OF VIRGINIA	57184	Fairfax	VA	22030	
3020447	549300MIWF0T5VLO6M11	20220630	Farmers Bank	57335	Ault	CO	80610	
3022076	5493005ZT0Z1JDQ5CG52	20220630	Beach Bank	57131	Fort Walton Beach	FL	32548	
3022610	549300FAQB5JZE5SG649	20220630	Flatirons Bank	57280	Boulder	CO	80302	
3025929		20220630	GOGEBIC RANGE BANK	57192	IRONWOOD	MI	49938	
3027763	254900QXGTL5RYZXK761	20220630	Cornerstone Bank	57250	Overland Park	KS	66221	
3028902	549300QX1R00EP1GE389	20220630	Premier Valley Bank	57098	Fresno	CA	93720	
3029253		20220630	Everence Trust Company	57109	Goshen	IN	46528	
3029589		20220630	Cedar Rapids Bank And Trust Company	57244	Cedar Rapids	IA	52401	
3032833		20220630	Cheyenne State Bank	57363	Cheyenne	WY	82001	
3034257		20220630	First Community Bank of Central Alabama	57124	Wetumpka	AL	36092	
3034695	549300N4D45V7JFCUS34	20220630	MAIN STREET BANK CORP.	57162	WHEELING	WV	26003	
3039636		20220630	Mission Valley Bank	57101	Sun Valley	CA	91352	
3040418		20220630	Community Federal Savings Bank	57129	Woodhaven	NY	11421	
3041358		20220630	First Commerce Bank	57273	Marysville	KS	66508	
3042234		20220630	Bank of Brenham N.A.	57102	Brenham	TX	77833	
3045383		20220630	Vanguard National Trust Company, National Association	57304	Malvern	PA	19355	
3047659		20220630	Dogwood State Bank	57095	Raleigh	NC	27609	
3048487		20220630	1st Bank Yuma	57298	Yuma	AZ	85364	
3049635		20220630	Douglas National Bank	57230	Douglas	GA	31533	
3049729		20220630	PLUS INTERNATIONAL BANK	57083	Miami	FL	33131	
3052813		20220630	Commercewest Bank	57176	Irvine	CA	92614	
3057818		20220630	Apollo Bank	35599	miami	FL	33130	
3066025		20220630	The Goldman Sachs Trust Company, National Association	57337	Wilmington	DE	19809	
3067929		20220630	Town & Country Bank	57312	Las Vegas	NV	89147	
3068579	549300PBL633P0UGLP11	20220630	Embassy Bank for the Lehigh Valley	57228	Bethlehem	PA	18017	
3070545		20220630	United Community Bank Of West Kentucky, Inc.	57301	Morganfield	KY	42437	
3075474		20220630	First Chatham Bank	57252	Savannah	GA	31401	
3076220	JY55GUVP9NLVWS4QEU03	20220630	Stifel Bank	57358	CLAYTON	MO	63105	
3076248		20220630	Stifel Bank & Trust	57311	St. Louis	MO	63102	
3076453		20220630	Bank of Southern California, NA	57044	San Diego	CA	92130	
3076604	549300MONA3L2BDK8Q22	20220630	SIGNATURE BANK, NATIONAL ASSOCIATION	57269	TOLEDO	OH	436233279	
3089752		20220630	Securian Trust Company, N.A.	57405	Saint Paul	MN	551012098	
3090833	5493007GTTV61V305H74	20220630	Drake Bank	57336	Saint Paul	MN	55107	
3102893		20220630	Washington Business Bank	57167	Olympia	WA	98506	
3103591		20220630	UNITED BANK & TRUST CO	57391	MARSHALLTOWN	IA	50158	
3109043	549300X5I608U02HAI25	20220630	Bankwell Bank	57368	New Canaan	CT	06840	
3109146	549300FK3AFCFVAPH234	20220630	Leader Bank, National Association	57134	Arlington	MA	02474	
3110197		20220630	SouthEast Bank	57348	Farragut	TN	37934	
3116519		20220630	American Eagle Bank	57359	South Elgin	IL	60177	
3120646		20220630	Patriot Bank	57416	Millington	TN	38053	
3120897		20220630	Heritage Bank	57548	Topeka	KS	66614	
3122994	549300RMUJVUQYCW8836	20220630	Sanibel Captiva Community Bank	57425	Sanibel	FL	339573215	
3125315		20220630	HIGHLANDS COMMUNITY BANK	57420	COVINGTON	VA	24426	
3125557		20220630	Oregon Coast Bank	57373	Newport	OR	97365	
3128923		20220630	BANK OF LINCOLN COUNTY	57396	FAYETTEVILLE	TN	37334	
3131400	549300PUVF8FR3QSUG72	20220630	Commerce Bank of Arizona, Inc	57279	Tucson	AZ	85704	
3134399		20220630	PrimeBank of Texas	57495	Carrizo	TX	78834	
3134698	549300MGD5RL2L7LNS94	20220630	Bank of Commerce	57491	Duncan	OK	73533	
3138146	SI7YQSVPFZBSQ878IC17	20220630	Western Alliance Bank	57512	Phoenix	AZ	85004	
3139321		20220630	Community Bank Owatonna	57468	Owatonna	MN	55060	
3140822		20220630	Liberty National Bank	57505	Sioux City	IA	51106	
3141726		20220630	Forcht Bank, National Association	57415	Lexington	KY	40509	
3145797	549300WIBPMHJJ84YQ06	20220630	Traditions Bank	57377	York	PA	174020136	
3146150		20220630	U.S. CENTURY BANK	57369	MIAMI	FL	33172	
3148613		20220630	Commerce Bank & Trust	57429	Winter Park	FL	32789	
3150205		20220630	Worthington National Bank	57414	Arlington	TX	760107112	
3150447	549300INFJ8TYNZ1G568	20220630	Charles Schwab Bank, SSB	57450	Westlake	TX	76262	
3151417		20220630	Maple Bank	57581	Champlin	MN	55316	
3153233		20220630	Metropolitan Capital Bank and Trust	57488	Chicago	IL	60611	
3153297		20220630	FIRST COMMERCE BANK	57465	LEWISBURG	TN	37091	
3154780	549300HKYIM2UCUTQA05	20220630	Horizon Community Bank	57411	Lake Havasu City	AZ	86403	
3158546	254900KI7219LQKCI772	20220630	First Western Trust Bank	57607	Denver	CO	80202	
3160978	5493008SW1LBUJBOD283	20220630	Integrity Bank & Trust	57587	Monument	CO	80132	
3165357	549300Z6RK4QCIMZJD44	20220630	Community First Bank of Indiana	57511	Kokomo	IN	46901	
3166699		20220630	Tolleson Private Bank	57522	Dallas	TX	75205	
3174920		20220630	Citizens Bank & Trust	57483	Guntersville	AL	35976	
3180136		20220630	Independence Bank	57379	East Greenwich	RI	2818	
3184228		20220630	Falcon National Bank	57603	Foley	MN	56329	
3185579		20220630	Clarion County Community Bank	57624	Clarion	PA	162141053	
3185896		20220630	TRINITY BANK N.A.	57543	FORT WORTH	TX	76107	
3187612	549300AF1DMBPMDRP146	20220630	Arizona Bank & Trust	57620	Phoenix	AZ	85016	
3187630		20220630	Forbright Bank	57614	Chevy Chase	MD	20815	
3189063		20220630	COMMERCIAL BANK OF CALIFORNIA	57417	Irvine	CA	92612	
3194692		20220630	Traditions Bank	57554	Cullman	AL	35055	
3199811		20220630	Heritage Bank of the Ozarks	57576	Lebanon	MO	65536	
3202702		20220630	Optum Bank	57408	Draper	UT	84020	
3211937		20220630	Texstar National Bank	57704	Universal City	TX	78148	
3212149	549300GWD9H4FQ2VR805	20220630	UBS BANK USA	57565	Salt Lake City	UT	84111	
3212402	54930072UFREQ9ZZRG80	20220630	PCB Bank	57463	Los Angeles	CA	90010	
3213333		20220630	COMMUNITY BANK OF GEORGIA	57579	BAXLEY	GA	31513	
3213735	549300N2NK53OS5UNA66	20220630	First Financial Trust & Asset Management Co NA	57757	Abilene	TX	79601	
3214059	5493001T4HNHMIGHVT77	20220630	Avidbank	57510	San Jose	CA	95112	
3216017	549300FOO7XNZ1564N12	20220630	Beverly Bank and Trust Co, N.A.	57701	Chicago	IL	60643	
3216316	254900R4U4WND1HMIZ29	20220630	American Continental Bank	57444	City of Industry	CA	91748	
3217331	549300FJRQ7KMJ2TQQ84	20220630	The Hometown Bank of Alabama	57540	Oneonta	AL	35121	
3217957		20220630	Mainstreet Community Bank Of Florida	57598	Deland	FL	32720	
3219269		20220630	Members Trust Company	57470	Tampa	FL	33637	
3220863		20220630	Continental Bank	57571	Salt Lake City	UT	84101	
3221468	549300Q2EZNO3H86ED06	20220630	Veritex Community Bank	57665	Dallas	TX	75225	
3223305		20220630	1st State Bank	57626	Saginaw	MI	48604	
3223408		20220630	Homeland Community Bank	57632	McMinnville	TN	37110	
3223417	549300K25LF5SIJKLD23	20220630	Gateway Bank	57644	Mendota Heights	MN	55118	
3224302	25490055U3028R46H550	20220630	First Southwest Bank	57741	Alamosa	CO	81101	
3224375		20220630	Golden State Bank	57585	Glendale	CA	91203	
3224478		20220630	HERITAGE COMMUNITY BANK	57656	GREENEVILLE	TN	37745	
3224580	549300N7V1Z1DZSRV556	20220630	Comenity Capital Bank	57570	Draper	UT	84020	
3228908		20220630	Medallion Bank	57449	Salt Lake City	UT	84121	
3229642	549300HR275MEUDIFB90	20220630	American Investors Bank And Mortgage	57695	Eden Prairie	MN	55344	
3229875	N8T7HW55LK5D2ORCKP39	20220630	First National Trust Company	57793	Hermitage	PA	16148	
3232204	5493008G1MFZT6ZVIK41	20220630	POPPY BANK	57903	SANTA ROSA	CA	95401	
3232370		20220630	First National Bank of Decatur County	57694	Bainbridge	GA	39819	
3235410		20220630	Santa Cruz County Bank	57591	Santa Cruz	CA	95060	
3243282		20220630	Summit Bank	57706	Eugene	OR	97401	
3247589	549300218XVPQYYSEH93	20220630	Redwood Capital Bank	57610	Eureka	CA	95501	
3248849		20220630	Mainstreet Bank	57742	Fairfax	VA	22030	
3253834		20220630	Lakeview Bank	57785	Lakeville	MN	55044	
3254297		20220630	Bank Of Walker County	57640	Jasper	AL	35501	
3262788	5493004IEEY3EWUVQH38	20220630	Cedarstone Bank	57684	Lebanon	TN	37087	
3267738		20220630	Valliance Bank	57841	Oklahoma City	OK	73118	
3268173		20220630	EMIGRANT MERCANTILE BANK	57834	NEW YORK	NY	10017	
3268249		20220630	Greene County Commercial Bank	57710	Catskill	NY	12414	
3270046		20220630	VISIONBank	57892	Fargo	ND	58103	
3271799		20220630	Meridian Bank	57777	Malvern	PA	19355	
3271986		20220630	Timberline Bank	57857	Grand Junction	CO	81505	
3272956	549300I0X310UO0GSO83	20220630	American Commerce Bank, National Association	57686	Bremen	GA	30110	
3274709	549300EPUJMYHHCZPS30	20220630	Coastal States Bank	57756	Hilton Head Island	SC	29928	
3276543		20220630	Alliance Bank & Trust Company	57733	Gastonia	NC	28052	
3277241		20220630	Empire State Bank	57672	Newburgh	NY	12550	
3280625		20220630	Providence Bank & Trust	57754	South Holland	IL	60473	
3281510		20220630	United Business Bank	57716	Walnut Creek	CA	94596	
3282012		20220630	PEOPLESTRUST BANK	57569	HAMILTON	AL	35570	
3282692		20220630	First Sound Bank	57799	Seattle	WA	98104	
3284070		20220630	Ally Bank	57803	Sandy	UT	84070	
3284397	254900OZWU5GT0UJGT30	20220630	Beal Bank USA	57833	Las Vegas	NV	89134	
3284445		20220630	T Bank, National Association	57703	Dallas	TX	75248	
3284490		20220630	Sterling Bank	57813	Poplar Bluff	MO	63901	
3285246		20220630	FIRST STATE BANK	57910	NASHUA	IA	50658	
3285778		20220630	Nantahala Bank & Trust Company	57784	Franklin	NC	28734	
3286999		20220630	Bank Of Grand Lake	57915	Grove	OK	74344	
3287660		20220630	Toyota Financial Savings Bank	57542	Henderson	NV	89074	
3288452	549300TGWKRP2P13MO72	20220630	Paragon Bank	57874	Memphis	TN	38119	
3290240		20220630	Truxton Trust Company	57825	Nashville	TN	37205	
3293540		20220630	Pacific Valley Bank	57740	Salinas	CA	93901	
3296859		20220630	One World Bank	57901	Dallas	TX	75229	
3297490	549300G7KW08JJ121L78	20220630	Texas Brand Bank	57922	Dallas	TX	75204	
3303298	DRMSV1Q0EKMEXLAU1P80	20220630	Citizens Bank, National Association	57957	Providence	RI	02903	
3303944	549300PN2IZ8DZZQQI91	20220630	Pacific West Bank	57872	West Linn	OR	97068	
3303953		20220630	Pioneer Commercial Bank	57849	Albany	NY	12211	
3306280		20220630	Legacy National Bank	57953	Springdale	AR	72762	
3306598		20220630	United Citizens Bank of Southern Kentucky	57867	Columbia	KY	42728	
3308529		20220630	Bank Of Bozeman	57952	Bozeman	MT	59718	
3308574		20220630	Paramount Bank	57884	Hazelwood	MO	630421818	
3309393		20220630	1st Trust Bank, Inc.	57869	Hazard	KY	41701	
3309571		20220630	Prime Alliance Bank	57920	Woods Cross	UT	84010	
3310287		20220630	Bessemer Trust Company of Delaware, N.A.	58011	Wilmington	DE	19801	
3314043	254900G7NNSN8LRSPM89	20220630	First Resource Bank	58039	Lino Lakes	MN	55014	
3314119		20220630	Freedom Bank	58010	Columbia Falls	MT	59912	
3316739	5493001ONS27RG5HKB81	20220630	Southern Trust Bank	57897	Marion	IL	62959	
3317192		20220630	1St Advantage Bank	57899	Saint Peters	MO	63376	
3317932	549300X03SL4SM0F3U87	20220630	ConnectOne Bank	57919	Englewood Cliffs	NJ	7632	
3320576		20220630	EH NATIONAL BANK	57734	Beverly Hills	CA	90211	
