"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOANC99	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
586072																																																																																						91591	7302	7302	9.2565%	15.8013%	14.5416%	84289	579642	910590	0	0			7.8013%							54294	910595								0	0	0		0		30000	14.5416%	1	0	84294	0	0	0	0	0	0	0		5	84289	0	0	84289	0	0	0	0	0	0	0	0	0	7302	0	5	0			
586335																																																																																						15948	448	448	13.0221%	25.6259%	24.9060%	15500	62234	119028	-7561	0			17.6259%							9572	119028								0	0	0		0		5928	24.9060%	1	0	7939	0	0	0	-7561	0	0	0		0	15500	0	0	15500	0	0	0	0	0	0	0	0	0	448	0	0	0			
586960																																																																																						14911	612	612	7.9602%	19.2930%	18.5012%	14299	77287	179631	-7170	0			11.2930%							10299	179631								0	0	0		0		4000	18.5012%	1	0	7129	0	0	0	-7170	0	0	0		0	14299	0	0	14299	0	0	0	0	0	0	0	0	0	612	0	0	0			
587677																																																																																						82958	1208	1208	19.3820%	39.3552%	38.7821%	81750	210793	421783	-9561	0			31.3552%							82211	422244								0	0	0		0		0	38.7821%	1	0	72650	203	258	0	-9561	0	0	0		0	81750	0	0	81750	0	0	0	0	0	0	0	0	0	1208	0	461	0			
587752																																																																																						9717	836	836	10.4086%	14.5438%	13.2925%	8881	66812	85324	0	0			6.5438%							-892	85988								0	0	0		0		10437	13.2925%	1	0	9545	0	370	294	0	0	0	0		0	8881	0	0	8881	0	0	0	0	0	0	0	0	0	836	0	664	0			
587800																																																																																						942774	68576	68576	11.7885%	15.1201%	14.0203%	874198	6235233	7415654	-65084	-10988			7.1201%							933773	7471169								0	0	0		0		6926	14.0203%	1	0	875615	59546	4371	2586	-54098	17621	-28609	0		0	874198	0	0	874198	0	0	0	0	0	0	0	0	0	68576	0	66503	0			
588245																																																																																						23906	1987	1987	12.1469%	15.0432%	13.7928%	21919	158916	180449	-303	0			7.0432%							16861	180449								0	0	0		0		5058	13.7928%	1	0	21616	0	0	0	-303	0	0	0		0	21919	0	0	21919	0	0	0	0	0	0	0	0	0	1987	0	0	0			
588348																																																																																				255306	0				12.6559%			32479		256632	-5251	0										30343	256632	0	0.0000%	462	0	1065	1527	0.5981%	0	0	0	0	1		2136		1	0	27228	0	0	0	-5251	0	0	0		0	32479	0	0	32479	0	0	0	0	0	0						0	0	0		
588478																																																																																						43562	1673	1673	14.7106%	23.1104%	22.2229%	41889	188495	284754	-5780	0			15.1104%			0				0	290896								0	0	0		0		48031	22.2229%	1	0	42251	6104	38	0	-5780	0	0	0		0	41889	0	0	41889	0	0	0	0	0	0	0	0	0	1673	0	6142	0			
589158																																																																																				144674	0				12.9968%			18884		145297	-1725	0										11259	145297	0	0.0000%	16592	0	99	16691	11.5370%	0	0	0	0	1		7625		1	0	17159	0	0	0	-1725	0	0	0		0	18884	0	0	18884	0	0	0	0	0	0						0	0	0		
589523																																																																																						124893	9312	9312	8.5630%	16.7962%	15.5439%	115581	743578	1349777	-39200	0			8.7962%							81189	1349777								0	0	0		0		34392	15.5439%	1	0	76381	0	0	0	-39200	0	0	0		0	115581	0	0	115581	0	0	0	0	0	0	0	0	0	9312	0	0	0			
589943																																																																																						171930	16866	16866	9.9050%	12.7474%	11.4969%	155064	1348747	1565512	-25150	0			4.7474%							94893	1584698								0	0	0		0		79357	11.4969%	1	0	149100	12673	6513	0	-27180	2030	0	0		0	155064	0	0	155064	0	0	0	0	0	0	0	0	0	16866	0	19186	0			
590220																																																																																						93656	4194	4194	9.0869%	14.9184%	14.2503%	89462	627790	984518	-24703	0			6.9184%							57486	984518								0	0	0		0		21321	12.5531%	1	0	54104	0	0	0	-24703	0	0	0		0	78807	0	0	78807	10655	0	0	10655	0	10655	0	0	0	4194	0	0	0			
590248																																																																																						103956	8748	8748	10.7964%	14.8728%	13.6212%	95208	698969	881846	-10225	0			6.8728%							67572	888339								0	0	0		0		34129	13.6212%	1	0	91476	6318	175	0	-10316	91	0	0		0	95208	0	0	95208	0	0	0	0	0	0	0	0	0	8748	0	6493	0			
590640																																																																																				544411	0				13.4060%			68400		510218	-9917	0										39570	510218	4741	0.8708%	28559	0	270	28829	5.2954%	0	0	0	0	1		28830		1	0	58483	0	0	0	-10554	637	0	0		0	68400	0	0	68400	0	0	0	0	0	0						0	0	0		
590976																																																																																						106862	8852	8852	12.1013%	13.7373%	12.5994%	98010	777896	809910	0	0			5.7373%							95538	809910								0	0	0		0		2472	12.5994%	1	0	98010	0	0	0	0	0	0	0		0	98010	0	0	98010	0	0	0	0	0	0	0	0	0	8852	0	0	0			
591209																																																																																				353376	0				14.6308%			50211		343186	-9988	9988										50385	353348	0	0.0000%	51977	0	20238	72215	20.4357%	0	0	0	0	1		0		1	0	40397	0	0	174	-8666	0	-1322	0		0	50211	0	0	50211	0	0	0	0	0	0						174	0	0		
591320																																																																																						59374	3186	3186	7.6597%	12.1930%	11.5387%	56188	486952	733556	-12667	0			4.1930%							28587	733556								0	0	0		0		27600	11.5387%	1	0	43520	0	0	0	-12668	0	0	0		0	56188	0	0	56188	0	0	0	0	0	0	0	0	0	3186	0	0	0			
591357																																																																																				115972	0				8.9965%			10521		116945	-1656	0										10008	117082	0	0.0000%	1724	0	20	1744	1.5038%	0	0	0	0	1		650		1	0	9002	137	0	0	-1656	0	0	0		0	10521	0	0	10521	0	0	0	0	0	0						137	0	3404		
591366																																																																																						54181	4563	4563	8.0376%	14.8808%	13.6275%	49618	364101	617322	-2973	0			6.8808%							23293	617691								0	0	0		0		26694	13.6275%	1	0	47014	369	0	0	-2973	0	0	0		0	49618	0	0	49618	0	0	0	0	0	0	0	0	0	4563	0	369	0			
591740																																																																																						4001	265	265	8.7310%	13.7077%	12.7998%	3736	29188	42790	-1140	0			5.7077%		0					1686	42790								0	0	0		0		2050	12.7998%	1	0	2596	0	0	0	-1140	0	0	0		0	3736	0	0	3736	0	0	0	0	0	0	0	0	0	265	0	0	0			
592439																																																																																						33621	2497	2497	8.4116%	14.1014%	13.0541%	31124	238423	370011	-8977	0			6.1014%							11415	370011								0	0	0		0		19709	13.0541%	1	0	22147	0	0	0	-8977	0	0	0		0	31124	0	0	31124	0	0	0	0	0	0	0	0	0	2497	0	0	0			
592448																																																																																						93934	8361	8361	8.7711%	11.3953%	10.3810%	85573	824322	975627	-691	2232			3.3953%							49581	980758								0	0	0		0		38890	10.3810%	1	0	87780	2504	374	20	-691	0	0	0		0	85573	0	0	85573	0	0	0	0	0	0	0	0	0	8361	0	2899	0			
592550																																																																																				216050	0				11.3061%			24654		218060	-2206	-2206										16901	215854	0	0.0000%	0	0	225	225	0.1041%	0	0	0	0	1		7753		1	0	22448	0	0	0	-2206	0	0	0		0	24654	0	0	24654	0	0	0	0	0	0						0	0	51125		
592644																																																																																						82771	5278	5278	9.2102%	16.7412%	15.6737%	77493	494414	841382	-2269	0			8.7412%							59493	841382								0	0	0		0		18000	15.6737%	1	0	75224	0	0	0	-566	0	-1703	0		0	77493	0	0	77493	0	0	0	0	0	0	0	0	0	5278	0	0	0			
593007																																																																																						506550	37433	37433	8.6711%	13.2979%	12.3152%	469117	3809240	5410152	-111675	0			5.2979%			0				393553	5513706								0	0	0		0		179118	12.3152%	1	0	460996	93755	1472	8327	-60034	4362	0	-56003		0	469117	0	0	469117	0	0	0	0	0	0	0	0	0	37433	0	103554	0			
593052																																																																																				977990	0				12.2302%			120308		983694	-3330	0										52706	990698	0	0.0000%	79997	0	7663	87660	8.9633%	0	0	0	0	1		74606		1	0	123982	7004	0	0	-3330	0	0	0		0	120308	0	0	120308	0	0	0	0	0	0						7004	0	263346		
593249																																																																																						54016	2865	2865	9.4264%	21.8889%	20.7279%	51151	246774	542637	-16653	0			13.8889%							26832	543218								0	0	0		0		24900	20.7279%	1	0	35079	363	218	0	-16653	0	0	0		0	51151	0	0	51151	0	0	0	0	0	0	0	0	0	2865	0	581	0			
593333																																																																																						11127	900	900	8.0072%	11.5279%	10.5955%	10227	96522	127722	-2110	0			3.5279%							7797	127722								0	0	0		0		2430	10.5955%	1	0	8117	0	0	0	-2110	0	0	0		0	10227	0	0	10227	0	0	0	0	0	0	0	0	0	900	0	0	0			
593771																																																																																						1624	120	120	11.9974%	17.0947%	15.8316%	1504	9500	12536	0	0			9.0947%							-5754	12536								0	0	0		0		7258	15.8316%	1	0	1504	0	0	0	0	0	0	0		0	1504	0	0	1504	0	0	0	0	0	0	0	0	0	120	0	0	0			
593940																																																																																				89415	0				13.1494%			12241		93092	-5149	0										10968	93181	0	0.0000%	2140	0	0	2140	2.3933%	0	0	0	0	1		1362		1	0	7181	0	0	89	-5149	0	0	0		0	12241	0	0	12241	0	0	0	0	0	0						89	0	0		
594433																																																																																				2401376	0				10.5089%			259097		2465493	-165556	0										159897	2492442	0	0.0000%	284851	0	40205	325056	13.5362%	0	0	0	0	1		126149		1	0	120490	25435	1514	0	-165556	0	0	0		0	259097	0	0	259097	0	0	0	0	0	0						26949	0	35353		
594451																																																																																						108104	8814	8814	10.3046%	13.1013%	12.0332%	99290	825137	963550	-7396	0			5.1013%							-6828	964550								0	0	0		0		107118	12.0332%	1	0	92894	755	245	0	-7009	0	0	-387		0	99290	0	0	99290	0	0	0	0	0	0	0	0	0	8814	0	1000	0			
594853																																																																																						139026	10645	10645	9.0730%	13.5241%	12.4886%	128381	1027989	1414978	-29572	0			5.5241%							100127	1420447								0	0	0		0		33723	12.4886%	1	0	104278	5241	228	0	-29572	0	0	0		0	128381	0	0	128381	0	0	0	0	0	0	0	0	0	10645	0	5469	0			
594938																																																																																						50206	2417	2417	8.8966%	15.9065%	15.1408%	47789	315631	537163	-18621	0			7.9065%							42989	537163								0	0	0		0		4800	15.1408%	1	0	29168	0	0	0	-18621	0	0	0		0	47789	0	0	47789	0	0	0	0	0	0	0	0	0	2417	0	0	0			
594947																																																																																						301206	22698	22698	8.9148%	11.6963%	10.8149%	278508	2575221	3124116	-12031	0			3.6963%							182449	3182922								0	0	0		0		154865	10.8149%	1	0	325283	55357	3449	0	-12032	0	0	1		0	278508	0	0	278508	0	0	0	0	0	0	0	0	0	22698	0	58806	0			
595270																																																																																						3075491	186867	186867	8.8343%	18.6005%	17.4704%	2888624	16534435	32697966	387148	-9567			10.6005%							2768420	32753175								0	0	0		0		184980	17.4704%	1	0	3340548	59916	4573	192	-117303	518757	0	-14306		95	2888624	0	0	2888624	0	0	0	0	0	0	0	0	0	186867	0	64776	0			
595337																																																																																				151623	0				15.8717%			25077		157998	-4135	0										22967	157998	0	0.0000%	4309	0	4891	9200	6.0677%	0	0	0	0	1		2110		1	0	20942	0	0	0	-4135	0	0	0		0	25077	0	0	25077	0	0	0	0	0	0						0	0	0		
595430																																																																																						155051	6211	6211	9.0684%	11.3085%	10.8555%	148840	1371100	1641302	-6689	0			3.3085%			2				94623	1697058								0	0	0		0		110142	10.8555%	1	0	198076	55719	37	0	-9140	2607	0	13		0	148840	0	0	148840	0	0	0	0	0	0	0	0	0	6211	0	55756	0			
595869			2325632	154909	154909	10.4736%	13.4561%	12.5598%	2170723	17283085	20725629	-72210	0			5.4561%						925230	21122958								0	0	0		1642822	12.5598%	0	2495842	375696	4805	16828	-72210	0	0	0		0	2170723	0	0	2170723	0	0	0	0	0	0	0	0	0	154909	0	397329	0																																						0																	0				1																															
595944																																																																																				77900	0				9.3773%			7266		77485	-789	0										5489	77758	0	0.0000%	14997	0	13	15010	19.2683%	0	0	0	0	1		2050		1	0	6750	273	0	0	-789	0	0	0		0	7266	0	0	7266	0	0	0	0	0	0						273	0	0		
596062																																																																																						114758	9804	9804	8.8415%	14.4058%	13.1751%	104954	796607	1187064	-31020	0			6.4058%							67732	1198990								0	0	0		0		49148	13.1751%	1	0	85860	10404	1522	0	-31020	0	0	0		0	104954	0	0	104954	0	0	0	0	0	0	0	0	0	9804	0	11926	0			
596156																																																																																						59260	5122	5122	9.1655%	13.1610%	12.0235%	54138	450270	590669	-3536	0			5.1610%							38138	590669								0	0	0		0		16000	12.0235%	1	0	50602	0	0	0	-3536	0	0	0		0	54138	0	0	54138	0	0	0	0	0	0	0	0	0	5122	0	0	0			
596277																																																																																						2105	119	119	7.6182%	12.9906%	12.2562%	1986	16204	26069	0	0			4.9906%							2086	26169								0	0	0		0		0	12.2562%	1	0	2086	0	0	100	0	0	0	0		0	1986	0	0	1986	0	0	0	0	0	0	0	0	0	119	0	100	0			
596455																																																																																						23124	1070	1070	8.2390%	12.7300%	12.1409%	22054	181650	267678	-2481	0			4.7300%							6554	267678								0	0	0		0		15500	12.1409%	1	0	19573	0	0	0	-2481	0	0	0		0	22054	0	0	22054	0	0	0	0	0	0	0	0	0	1070	0	0	0			
596642																																																																																				69483	0				10.4448%			7385		70705	0	0										1542	70705	0	0.0000%	6433	0	0	6433	9.2584%	0	0	0	0	1		5843		1	0	7385	0	0	0	0	0	0	0		0	7385	0	0	7385	0	0	0	0	0	0						0	0	0		
596978																																																																																				220372	0				12.1679%			27152		223145	-369	0										23466	223145	0	0.0000%	10732	0	0	10732	4.8699%	0	0	0	0	1		3686		1	0	26783	0	0	0	-318	0	0	-51		0	27152	0	0	27152	0	0	0	0	0	0						0	0	0		
597041																																																																																						10569	380	380	9.0197%	20.0645%	19.3431%	10189	52675	112964	-7955	0			12.0645%							625	115936								0	0	0		0		12536	19.3431%	1	0	5206	2972	0	0	-7955	0	0	0		0	10189	0	0	10189	0	0	0	0	0	0	0	0	0	380	0	2972	0			
597313																																																																																				506635	0				9.8656%			49175		498449	-8093	0										41771	498449	0	0.0000%	39355	0	5036	44391	8.7619%	0	0	0	0	1		7404		1	0	41082	0	0	0	-8093	0	0	0		0	49175	0	0	49175	0	0	0	0	0	0						0	0	0		
597452																																																																																				239791	0				10.0056%			23575		235618	0	0										10891	235618	0	0.0000%	30456	0	253	30709	12.8066%	0	0	0	0	1		12684		1	0	23575	0	0	0	0	0	0	0		0	23575	0	0	23575	0	0	0	0	0	0						0	0	0		
597546																																																																																						44847	3925	3925	9.2688%	14.3033%	13.0515%	40922	313543	441505	-10499	0			6.3033%							28616	441934								0	0	0		0		12735	13.0515%	1	0	30852	410	19	0	-10499	0	0	0		0	40922	0	0	40922	0	0	0	0	0	0	0	0	0	3925	0	429	0			
597658																																																																																				151297	0				11.0838%			16793		151509	-5680	0										6793	151509	0	0.0000%	7468	0	12	7480	4.9439%	0	0	0	0	1		10000		1	0	11113	0	0	0	-5680	0	0	0		0	16793	0	0	16793	0	0	0	0	0	0						0	0	0		
598002																																																																																						60187	4750	4750	8.0216%	13.6628%	12.5845%	55437	440518	691099	-10708	0			5.6628%							41442	691099								0	0	0		0		13995	12.5845%	1	0	44729	0	0	0	-10708	0	0	0		0	55437	0	0	55437	0	0	0	0	0	0	0	0	0	4750	0	0	0			
598048																																																																																				655249	0				9.1508%			61409		671075	-18676	193										45095	673019	0	0.0000%	78745	28652	2105	109502	16.7115%	0	0	0	0	1		18065		1	0	44484	1445	306	0	-18676	0	0	0		0	61409	0	0	61409	0	0	0	0	0	0						1751	0	21974		
598132																																																																																						8137	434	434	13.3256%	23.5814%	22.3237%	7703	34506	57806	-889	0			15.5814%							3703	57806								0	0	0		0		4000	22.3237%	1	0	6814	0	0	0	-889	0	0	0		0	7703	0	0	7703	0	0	0	0	0	0	0	0	0	434	0	0	0			
598543																																																																																						11939	748	748	10.9838%	18.4435%	17.2879%	11191	64733	101886	-1418	0			10.4435%							6395	101886								0	0	0		0		4796	17.2879%	1	0	9773	0	0	0	-1418	0	0	0		0	11191	0	0	11191	0	0	0	0	0	0	0	0	0	748	0	0	0			
599643																																																																																				138208	0				8.9937%			12629		140420	-1838	0										6529	140420	0	0.0000%	13975	0	50	14025	10.1477%	0	0	0	0	1		6100		1	0	10791	0	0	0	-1838	0	0	0		0	12629	0	0	12629	0	0	0	0	0	0						0	0	0		
599764																																																																																						465918	33987	33987	8.1977%	13.8432%	12.8334%	431931	3365690	5268921	-253568	0			5.8432%							318428	5293861								0	0	0		0		138443	12.8334%	1	0	203303	23366	1574	0	-253568	0	0	0		0	431931	0	0	431931	0	0	0	0	0	0	0	0	0	33987	0	24940	0			
600419																																																																																						107341	10874	10874	7.9038%	10.4376%	9.3802%	96467	1028406	1220509	-12016	0			2.4376%	8203						93548	1223630								0	0	0		0		6040	9.3802%	1	0	87572	3121	0	0	-14237	2221	0	0		0	96467	0	0	96467	0	0	0	0	0	0	0	0	0	10874	0	3121	0			
601032																																																																																				35497	0				12.7972%			4612		36039	-453	0										3931	36039	0	0.0000%	1055	0	0	1055	2.9721%	0	0	0	0	1		500		1	0	3978	0	0	0	-634	0	0	0		0	4612	0	0	4612	0	0	0	0	0	0						0	0	0		
601041																																																																																						12973	777	777	12.2883%	21.0014%	19.7436%	12196	61772	99249	-48	0			13.0014%							10596	99249								0	0	0		0		1600	19.7436%	1	0	12148	0	0	0	-48	0	0	0		0	12196	0	0	12196	0	0	0	0	0	0	0	0	0	777	0	0	0			
601050																																																																																						3013496	163386	163386	8.1927%	12.8816%	12.1832%	2850110	23393808	34788549	-746742	0			4.8816%			2				1828684	34924032								0	0	0		0		1156909	12.1832%	1	0	2238851	131249	4234	0	-812164	65422	0	0		0	2850110	0	0	2850110	0	0	0	0	0	0	0	0	0	163386	0	135483	0			
601153																																																																																						15708	1332	1332	11.0036%	14.7736%	13.5208%	14376	106325	130648	-2226	0			6.7736%							9876	130648								0	0	0		0		4500	13.5208%	1	0	12150	0	0	0	-2226	0	0	0		0	14376	0	0	14376	0	0	0	0	0	0	0	0	0	1332	0	0	0			
601416																																																																																						548338	35958	35958	9.1291%	12.2769%	11.4719%	512380	4466410	5612622	-99725	-9287			4.2769%			2				347023	5650058								0	0	0		0		212080	11.4719%	1	0	459378	46723	0	0	-93931	3735	-9301	-228		0	512380	0	0	512380	0	0	0	0	0	0	0	0	0	35958	0	46723	0			
601443																																																																																						51317	2977	2977	12.1825%	21.7337%	20.4729%	48340	236117	396799	0	0			13.7337%							42388	396847								0	0	0		0		6000	20.4729%	1	0	48388	48	0	0	0	0	0	0		0	48340	0	0	48340	0	0	0	0	0	0	0	0	0	2977	0	48	0			
601658																																																																																						66710	5048	5048	11.1751%	14.3497%	13.2638%	61662	464888	551782	-6641	0			6.3497%							14984	553858								0	0	0		0		48754	13.2638%	1	0	57097	2076	0	0	-6641	0	0	0		0	61662	0	0	61662	0	0	0	0	0	0	0	0	0	5048	0	2076	0			
602048																																																																																						145024	11000	11000	9.3940%	11.4739%	10.6036%	134024	1263943	1426697	-10228	0			3.4739%							48208	1436380								0	0	0		0		95500	10.6036%	1	0	133480	8853	830	0	-10672	445	0	0		0	134024	0	0	134024	0	0	0	0	0	0	0	0	0	11000	0	9683	0			
602543																																																																																				262890	0				10.1200%			27093		267718	-7497	0										21379	270903	0	0.0000%	16773	0	378	17151	6.5240%	0	0	0	0	1		8899		1	0	22781	3185	0	0	-7497	0	0	0		0	27093	0	0	27093	0	0	0	0	0	0						3185	0	0		
602842																																																																																						1360	30	30	7.0000%	17.5122%	17.1259%	1330	7766	19000	0	0			9.5122%							330	19000								0	0	0		0		1000	17.1259%	1	0	1330	0	0	0	0	0	0	0		0	1330	0	0	1330	0	0	0	0	0	0	0	0	0	30	0	0	0			
603232																																																																																				80818	0				19.0383%			15813		83059	0	0										10013	83059	0	0.0000%	0	0	42	42	0.0520%	0	0	0	0	1		5800		1	0	15813	0	0	0	0	0	0	0		0	15813	0	0	15813	0	0	0	0	0	0						0	0	0		
603540																																																																																						9918	819	819	9.0124%	15.1884%	13.9342%	9099	65300	100961	-2800	0			7.1884%							5899	100961								0	0	0		0		3200	13.9342%	1	0	6299	0	0	0	-2800	0	0	0		0	9099	0	0	9099	0	0	0	0	0	0	0	0	0	819	0	0	0			
603559																																																																																				37741	0				10.9028%			4285		39302	-1549	0										3518	39302	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1		767		1	0	2736	0	0	0	-1549	0	0	0		0	4285	0	0	4285	0	0	0	0	0	0						0	0	0		
603755																																																																																						5692	317	317	7.7133%	22.6646%	21.4024%	5375	25114	69685	-2139	0			14.6646%							3575	69685								0	0	0		0		1800	21.4024%	1	0	3236	0	0	0	-2139	0	0	0		0	5375	0	0	5375	0	0	0	0	0	0	0	0	0	317	0	0	0			
604024																																																																																						63490	3784	3784	7.6341%	18.5127%	17.4093%	59706	342954	782092	-17966	0			10.5127%							49675	782092								0	0	0		0		10031	17.4093%	1	0	41740	0	0	0	-17966	0	0	0		0	59706	0	0	59706	0	0	0	0	0	0	0	0	0	3784	0	0	0			
604033																																																																																				24910	0				9.5439%			2306		24162	-496	0										2006	24162	0	0.0000%	536	0	0	536	2.1517%	0	0	0	0	1		300		1	0	1810	0	0	0	-496	0	0	0		0	2306	0	0	2306	0	0	0	0	0	0						0	0	0		
604547																																																																																						26584	2262	2262	11.6235%	14.7026%	13.4516%	24322	180811	209248	-4141	0			6.7026%							21407	209909								0	0	0		0		3576	13.4516%	1	0	20842	661	0	0	-4141	0	0	0		0	24322	0	0	24322	0	0	0	0	0	0	0	0	0	2262	0	661	0			
604640																																																																																						15524	282	282	16.5501%	30.3150%	29.7643%	15242	51209	92096	-102	604			22.3150%							2596	93082								0	0	0		0		13233	29.7643%	1	0	15727	0	382	0	103	0	0	0		0	15242	0	0	15242	0	0	0	0	0	0	0	0	0	282	0	382	0			
605571																																																																																				158906	0				18.7602%			30086		160371	-1460	0										30086	160371	0	0.0000%	1417	0	0	1417	0.8917%	0	0	0	0	1		0		1	0	28626	0	0	0	-1460	0	0	0		0	30086	0	0	30086	0	0	0	0	0	0						0	0	0		
605610																																																																																						30438	2117	2117	10.4856%	17.6814%	16.4516%	28321	172147	270095	-2612	0			9.6814%							23851	270095								0	0	0		0		4470	16.4516%	1	0	25709	0	0	0	-2612	0	0	0		0	28321	0	0	28321	0	0	0	0	0	0	0	0	0	2117	0	0	0			
605656																																																																																						36954	2930	2930	7.8628%	11.5423%	10.6272%	34024	320161	432720	-3120	0			3.5423%							22795	432720								0	0	0		0		11229	10.6272%	1	0	30904	0	0	0	-3120	0	0	0		0	34024	0	0	34024	0	0	0	0	0	0	0	0	0	2930	0	0	0			
606046																																																																																						4684202	323922	786615	8.3531%	12.9892%	10.8079%	3897587	36062258	46660329	-936345	-61966			4.8079%			2				2131163	48141117								0	0	0		0		3142185	10.3449%	1	0	4337003	1433097	105751	3906	-874379	0	-61966	0		0	3730594	0	0	3730594	166993	0	0	166993	0	166993	462693	0	0	786615	0	1542754	0			
606176																																																																																						102455	6845	6845	9.3782%	16.0613%	14.9883%	95610	637899	1019489	-31405	0			8.0613%							93883	1019489								0	0	0		0		1727	14.9883%	1	0	64205	0	0	0	-30319	0	-1086	0		0	95610	0	0	95610	0	0	0	0	0	0	0	0	0	6845	0	0	0			
606653																																																																																						144533	11556	11556	11.3614%	15.6372%	14.3869%	132977	924292	1170427	-25458	0			7.6372%							75801	1172251								0	0	0		0		59000	14.3869%	1	0	109343	1824	0	0	-25458	0	0	0		0	132977	0	0	132977	0	0	0	0	0	0	0	0	0	11556	0	1824	0			
607146																																																																																				408986	0				11.6268%			47495		408497	-8103	0										40445	408497	0	0.0000%	57050	0	360	57410	14.0372%	0	0	0	0	1		7050		1	0	39392	0	0	0	-8103	0	0	0		0	47495	0	0	47495	0	0	0	0	0	0						0	0	0		
607333																																																																																						48445	2326	2326	13.0033%	26.0889%	24.8363%	46119	185692	354671	0	0			18.0889%							38769	354671								0	0	0		0		7350	24.8363%	1	0	46119	0	0	0	0	0	0	0		0	46119	0	0	46119	0	0	0	0	0	0	0	0	0	2326	0	0	0			
608358																																																																																						13747	795	795	13.2425%	21.6833%	20.4293%	12952	63399	97806	-694	0			13.6833%							7952	97806								0	0	0		0		5000	20.4293%	1	0	12258	0	0	0	-694	0	0	0		0	12952	0	0	12952	0	0	0	0	0	0	0	0	0	795	0	0	0			
608451																																																																																						11222	661	661	7.7389%	17.2265%	16.2118%	10561	65144	136467	-5805	0			9.2265%		0					4349	139527								0	0	0		0		9281	16.2118%	1	0	7825	1572	0	1488	-5796	0	0	0		0	10561	0	0	10561	0	0	0	0	0	0	0	0	0	661	0	3060	0			
608844																																																																																						62151	3436	3436	8.9952%	22.6331%	21.3819%	58715	274602	652736	-19660	0			14.6331%							37277	654084								0	0	0		0		22786	21.3819%	1	0	40403	1348	0	0	-19660	0	0	0		0	58715	0	0	58715	0	0	0	0	0	0	0	0	0	3436	0	1348	0			
609010																																																																																						33271	2982	2982	7.7756%	14.0418%	12.7833%	30289	236942	389539	-2170	0			6.0418%							29554	389594								0	0	0		0		790	12.7833%	1	0	28174	0	55	0	-2140	0	-30	0		0	30289	0	0	30289	0	0	0	0	0	0	0	0	0	2982	0	55	0			
609467																																																																																						28779	1537	1537	16.5463%	23.6397%	22.3772%	27242	121740	164641	-43	0			15.6397%							-1955	164641								0	0	0		0		27197	20.7344%	1	0	25199	0	0	0	-43	0	0	0		0	25242	0	0	25242	2000	0	0	2000	0	2000	0	0	0	1537	0	0	0			
609476																																																																																				557865	0				16.6766%			93058		558015	-2454	0										93058	558015	0	0.0000%	12834	0	0	12834	2.3006%	0	0	0	0	1		0		1	0	90604	0	0	0	0	0	-2454	0		0	93058	0	0	93058	0	0	0	0	0	0						0	0	0		
609609																																																																																						98042	2437	2437	27.1570%	50.5231%	49.2672%	95605	194054	352046	-899	0			42.5231%							-41791	352046								0	0	0		0		137396	49.2672%	1	0	94706	0	0	0	-899	0	0	0		0	95605	0	0	95605	0	0	0	0	0	0	0	0	0	2437	0	0	0			
