"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
683449	52126	62339	2135	0	0	1120	0	0	62339	0	0	-11228	
683814	35938	46888	2740	0	0	3200	0	0	46888	0	0	-10490	
684455	82157	62969	8553	0	16250	4460	0	0	62969	0	0	-1155	
685023	9070	11404	178	0	0	0	0	0	11404	0	0	-2512	
685649	28136	33986	2010	0	0	750	0	0	33986	70	0	-7180	
685676	201300	177845	7306	38577	0	0	0	0	177845	0	0	-22428	
685779	41803	45153	2685	0	0	0	0	0	45153	0	0	-6035	
686459	29041	31788	1480	0	0	1077	0	0	31788	0	0	-3150	
686570	5149	6824	124	0	0	0	0	0	6824	0	0	-1799	
686758	24780	30244	872	0	0	0	0	0	30244	0	0	-6336	
687009	1230652	953268	47743	301082	0	23103	0	0	953268	2598	0	-50936	
687054	12278	12462	59	0	0	0	0	0	12462	0	0	-243	
687830	14311	16263	555	0	0	400	0	0	16263	0	0	-2107	
687951	200628	208078	9509	0	0	1550	0	0	208078	0	0	-15409	
688079	1237710	1228509	9201	0	0	0	0	0	1228509	0	0	0	
688257	38885	37086	2346	0	0	0	0	0	37086	0	0	-547	
688453	7038	7861	102	0	0	33	0	0	7861	0	0	-892	
688556	11828	13212	643	0	0	505	0	0	13212	0	0	-1522	
689209	255344	275680	5769	0	0	0	0	0	275680	0	0	-26105	
689357	48007	65424	6354	0	0	3265	0	-56	65368	0	0	-20450	
689759	12957	15017	497	0	0	235	0	2	15019	-18	0	-2306	
691042	3248	5404	70	0	0	0	0	0	5404	0	0	-2226	
691556	15862	26428	1256	0	0	1494	0	0	26428	0	0	-10328	
691743	13952	13590	362	0	0	0	0	0	13590	0	0	0	
691958	84697	84772	2590	0	0	0	0	0	84772	93	0	-2758	
692450	23535	22991	1109	0	0	496	0	0	22991	0	0	-69	
692704	47426	44940	2486	0	0	0	0	0	44940	0	0	0	
692946	37804	43191	1784	0	0	1116	0	0	43191	21	0	-6076	
693073	5004	4984	8	0	0	0	0	12	4996	0	0	0	
693224	2685680	2957377	110454	0	0	47215	0	0	2957377	0	0	-334936	
693345	389242	536087	36704	33952	413	93723	0	0	536087	0	0	-124191	
693952	26598	28266	1068	0	0	1537	0	0	28266	0	0	-1199	
694146	4057	4666	-130	0	300	0	0	0	4666	0	0	-779	
694771	4535	4501	34	0	0	0	0	0	4501	0	0	0	
694847	45268	47544	2650	0	0	985	0	0	47544	0	0	-3941	
694904	7311167	7524925	344279	0	0	190000	0	0	7524925	0	0	-368037	
695349	44595	52599	3671	0	0	785	0	0	52599	0	0	-10890	
695947	7396	8382	145	0	0	90	0	0	8382	0	0	-1041	
696047	12421	14897	577	0	0	85	0	0	14897	0	0	-2968	
696168	51193	48882	2311	0	0	0	0	0	48882	0	0	0	
696430	65219	79673	4097	0	0	3486	0	0	79673	0	0	-15065	
696645	10577	13308	600	0	0	0	0	0	13308	0	0	-3331	
697035	7129	8684	314	0	0	0	0	0	8684	0	0	-1869	
697147	21598	36871	440	0	0	0	0	0	36871	0	0	-15713	
697156	42769	44458	2663	0	0	1400	0	0	44458	0	0	-2952	
697231	56935	54378	3033	0	0	0	0	0	54378	0	0	-476	
697763	488545	720614	46997	0	0	40989	388	0	720614	0	0	-237689	
697950	6375	6863	199	0	0	0	0	0	6863	0	0	-687	
697978	212698	236561	14727	0	0	7000	0	-2006	234555	311	0	-29895	
698144	104739	138795	6609	0	0	0	0	0	138795	0	0	-40665	
698546	14261	15966	646	0	0	75	0	0	15966	0	0	-2276	
698649	18941	29106	2604	0	-100	834	0	0	29106	0	0	-11835	
699105	109635	133500	3976	0	0	0	0	0	133500	0	0	-27841	
699253	9758	9883	569	0	0	505	0	0	9883	0	0	-189	
700140	5690	6322	239	0	0	220	0	0	6322	0	0	-651	
700252	8543	10863	216	0	0	8	0	0	10863	0	0	-2528	
700430	11429	21564	1394	0	0	0	0	0	21564	0	0	-11529	
700458	15874	18932	787	0	0	448	0	0	18932	0	0	-3397	
701062	536089	639050	38960	0	0	23448	0	0	639050	0	0	-118473	
701222	101001	107055	6863	0	0	3428	0	0	107055	0	0	-9489	
701839	28411	89408	6490	0	0	1944	0	0	89408	0	0	-65543	
701857	4189	4463	270	0	0	46	0	0	4463	0	0	-498	
702117	1236848	1316133	72417	0	0	50000	0	0	1316133	0	0	-101702	
702359	18525	20968	1236	0	0	1230	0	0	20968	0	0	-2449	
702612	96507	108694	2910	0	0	2000	0	0	108694	0	0	-13097	
702836	16859	16744	870	0	0	359	0	0	16744	0	0	-396	
702911	46986	71296	4304	0	0	2500	0	0	71296	0	0	-26114	
702966	2140	5496	342	0	0	50	0	0	5496	0	0	-3648	
703039	22017	22745	1642	0	401	300	0	0	22745	0	0	-2471	
703552	158201	169299	19548	0	0	8000	0	0	169299	0	0	-22646	
703767	204984	263155	13381	0	10000	0	0	0	263155	0	0	-81552	
705378	10019	11009	564	0	0	0	0	0	11009	0	0	-1554	
705556	11666	26339	1437	0	0	851	0	0	26339	0	0	-15259	
706030	12476	16345	1583	0	0	316	0	0	16345	0	0	-5136	
706058	13208	16918	881	0	0	280	0	0	16918	0	0	-4311	
706236	14152	12753	707	0	0	131	0	0	12753	1107	0	-284	
706254	17814	28632	1342	0	0	680	0	-55	28577	0	0	-11425	
706450	1655	2811	-33	0	0	0	0	0	2811	0	0	-1123	
706656	12401	18104	862	0	0	157	0	0	18104	0	0	-6408	
707354	365442	402872	28822	0	0	13906	0	0	402872	0	0	-52346	
708379	16966	24035	595	0	0	0	0	0	24035	0	0	-7664	
709143	48850	72630	2712	0	0	1000	0	0	72630	0	0	-25492	
709451	13752	15246	1150	0	0	512	0	0	15246	0	0	-2132	
709554	18073	23385	2377	0	0	1500	0	0	23385	0	0	-6189	
709602	154572	188457	8407	0	0	0	0	0	188457	0	0	-42292	
709639	32736	59783	2254	0	0	420	0	0	59783	0	0	-28881	
709956	9362	9832	337	0	0	102	0	0	9832	0	0	-705	
710176	37371	38438	3046	0	0	2750	0	0	38438	0	0	-1363	
710859	28100	46276	3500	0	0	2663	0	-77	46199	0	0	-18936	
711472	146229	183017	7311	0	0	2477	125	0	183017	0	0	-41497	
711520	9768	11446	99	0	0	115	0	0	11446	0	0	-1662	
711548	34681	42403	2958	0	0	948	0	-1	42402	0	0	-9731	
711753	10871	11079	407	0	0	303	0	0	11079	0	0	-312	
711801	74046	83282	1591	0	0	0	0	0	83282	0	0	-10827	
712059	73669	84669	4736	0	250	7581	0	0	84669	0	0	-8405	
712648	25494	25413	2127	0	0	1500	0	0	25413	0	0	-546	
712956	32228	31534	1675	0	0	989	0	0	31534	0	0	8	
713047	2694	3922	-33	0	0	20	0	0	3922	0	0	-1175	
713252	10851	13049	1096	0	0	1178	0	0	13049	0	0	-2116	
713476	58602	68123	244	0	9	0	0	0	68123	-1062	0	-8712	
713926	71257	101549	4015	0	0	3000	0	0	101549	0	0	-31307	
714165	7089	9138	187	0	0	56	0	0	9138	0	0	-2180	
714437	14267	10477	185	0	5000	40	0	0	10477	0	0	-1355	
714839	20224	19522	812	0	0	110	0	0	19522	0	0	0	
714978	45172	47950	1212	0	0	0	0	0	47950	0	0	-3990	
715032	12703	12440	574	0	0	0	0	0	12440	0	0	-311	
715050	28959	31634	1919	0	0	1133	0	0	31634	0	0	-3461	
715144	37315	36127	2261	0	0	700	0	0	36127	0	0	-373	
715340	70609	70741	4955	0	0	0	0	0	70741	0	0	-5087	
715470	9971	9714	967	0	0	710	0	0	9714	0	0	0	
715630	21618	39749	1671	0	0	960	0	0	39749	0	0	-18842	
715872	40733	43019	1803	0	0	0	0	0	43019	0	0	-4089	
715975	10452	10695	143	0	0	0	0	0	10695	0	0	-386	
716374	78922	107602	5110	0	0	1800	0	0	107602	0	0	-31990	
716655	96715	99420	7776	0	0	0	0	0	99420	0	0	-10481	
716833	155322	178802	5807	0	0	3200	0	0	178802	0	0	-26087	
716851	-5562	21736	3771	0	0	1600	0	0	21736	0	0	-29469	
716954	24330	30293	1723	0	0	1419	0	0	30293	0	0	-6265	
717232	2903	11736	727	0	15	320	0	0	11736	0	0	-9255	
717670	10151	10318	123	0	0	0	0	0	10318	0	0	-290	
717737	130162	152423	13634	0	0	6580	0	0	152423	0	0	-29315	
717924	253283	387159	19211	0	0	0	0	0	387159	0	0	-153087	
718145	62605	72870	5855	0	0	3200	0	0	72870	0	0	-12920	
718275	23342	27313	919	0	0	1018	0	0	27313	0	0	-3872	
718538	33455	37278	1246	0	0	956	0	0	37278	0	0	-4113	
719030	6798	8652	383	0	0	0	0	0	8652	0	0	-2237	
719610	17566	18539	421	0	0	46	0	0	18539	0	0	-1348	
719656	39395	41483	3101	0	0	338	0	0	41483	0	0	-4851	
719964	15527	15966	735	0	0	200	0	0	15966	0	0	-974	
720157	5463	5700	5	0	0	0	0	0	5700	0	0	-242	
720344	12806	17740	830	0	0	600	0	0	17740	0	0	-5164	
720746	38715	63628	3038	0	0	1290	0	0	63628	0	0	-26661	
720858	7101	10715	559	0	0	0	0	0	10715	0	0	-4173	
721350	52694	52429	3709	0	0	1734	0	0	52429	0	0	-1710	
721752	5326	10621	212	0	0	0	0	0	10621	0	0	-5507	
721949	64349	74349	2653	0	0	1750	0	0	74349	0	0	-10903	
722227	18492	20086	61	0	0	0	0	0	20086	0	0	-1655	
722432	40397	42067	2475	0	0	0	0	0	42067	0	0	-4145	
722544	387223	430689	13539	0	0	0	0	0	430689	0	0	-57005	
722777	11408045	12051039	217361	0	0	0	0	0	12051039	0	0	-860355	
722816	76723	99685	5351	0	0	2505	0	0	99685	0	0	-25808	
723112	20364631	22964184	1145114	0	0	0	0	0	22964184	106713	0	-3851380	
723158	11830	13000	790	0	0	148	0	0	13000	0	0	-1812	
723550	3137	9197	746	0	0	320	0	0	9197	0	0	-6486	
723653	25297	27359	3355	0	0	0	0	0	27359	0	0	-5417	
723756	5886	7368	168	0	0	85	0	0	7368	0	0	-1565	
723868	8858	23975	1010	0	0	781	0	0	23975	0	0	-15346	
724230	55835	63700	3203	0	0	0	0	0	63700	1200	0	-12268	
724744	57153	72312	3097	0	0	8505	0	-2486	69826	0	0	-7265	
724904	43081	38032	5077	0	0	0	0	0	38032	0	0	-28	
724940	8672	8419	253	0	0	0	0	0	8419	0	0	0	
725077	43784	45821	1644	0	0	1504	0	0	45821	22	0	-2199	
725732	263831	260837	11158	0	0	0	0	0	260837	0	0	-8164	
725741	11930	17314	429	0	0	123	0	0	17314	0	0	-5690	
726458	7619	8892	335	0	0	213	0	0	8892	0	0	-1395	
726953	134897	136572	7093	0	0	3000	0	0	136572	0	0	-5768	
727174	145024	144987	5899	0	0	5862	0	0	144987	0	0	0	
728948	43107	64258	4266	0	0	1200	0	0	64258	0	0	-24217	
728957	11435	26710	2101	0	0	2751	0	0	26710	0	0	-14625	
729011	46188	50854	2340	0	0	413	0	0	50854	0	0	-6593	
729057	8872	12012	361	0	0	463	0	0	12012	0	0	-3038	
729178	22123	23272	725	0	0	450	0	0	23272	0	0	-1424	
729310	120918	121895	7154	0	0	0	0	0	121895	0	0	-8131	
729459	21964	22454	1293	0	0	376	0	0	22454	0	0	-1407	
729570	11666	12528	-2	0	0	0	0	0	12528	0	0	-860	
729842	15256	23934	1737	0	0	700	0	0	23934	0	0	-9715	
729945	9863	8232	131	0	1500	0	0	0	8232	0	0	0	
730745	2257	3909	42	0	0	0	0	0	3909	0	0	-1694	
731050	22382	23175	1075	0	0	500	0	0	23175	0	0	-1368	
731247	468201	488406	22204	0	355	10306	0	0	488406	0	0	-32458	
731957	1957	2423	12	0	0	0	0	0	2423	0	0	-478	
732178	72476	70572	5955	0	0	1529	0	0	70572	0	0	-2522	
732253	25306	22119	1646	0	2000	153	0	0	22119	0	0	-306	
732637	6695	11211	207	0	0	100	0	0	11211	0	0	-4623	
732758	53854	54523	2906	0	0	2162	0	0	54523	0	0	-1413	
732918	107315	112101	6339	0	0	4018	0	0	112101	0	0	-7107	
732954	5131	12453	556	0	0	80	0	0	12453	0	0	-7798	
733054	-4730	123499	8986	0	0	3600	0	0	123499	0	0	-133615	
733540	11207	9976	1031	0	200	0	0	0	9976	0	0	0	
733559	40605	39515	1090	0	0	0	0	0	39515	0	0	0	
733661	26547	29482	1722	0	0	0	0	0	29482	0	0	-4657	
733755	9970	9943	874	0	0	600	0	0	9943	0	0	-247	
733951	11499	21179	1809	0	0	800	0	0	21179	0	0	-10689	
734248	32117	46601	2612	0	0	500	0	0	46601	0	0	-16596	
734350	48720	50134	2169	0	10000	0	0	-9700	40434	0	0	-3883	
734538	154304	158088	3410	0	0	344	0	0	158088	0	0	-6850	
734613	54058	57891	2221	0	0	736	0	0	57891	0	0	-5318	
735049	8032	8775	-62	0	0	10	0	0	8775	0	0	-671	
735067	46381	43869	2512	0	0	0	0	0	43869	0	0	0	
735414	7646	7566	296	0	0	216	0	0	7566	0	0	0	
735441	124457	126830	8490	0	0	8600	0	0	126830	0	0	-2263	
735973	11672	14152	149	0	0	0	0	0	14152	0	0	-2629	
736158	5556	6743	136	0	0	0	0	0	6743	0	0	-1323	
736206	425938	427212	27020	0	-5000	8941	0	0	427212	218	0	-14571	
736550	32597	38637	2189	0	0	1001	0	0	38637	0	0	-7228	
736662	22565	22501	95	0	0	0	0	-12	22489	0	0	-19	
737548	77951	86317	3186	0	0	1425	0	0	86317	0	0	-10127	
738013	87628	104869	12236	0	0	10296	0	-485	104384	0	0	-18696	
738040	169475	215254	12493	0	0	10080	0	0	215254	0	0	-48192	
738143	34101	57611	3570	0	0	2041	0	-990	56621	0	0	-24049	
738255	19133	23937	1026	0	0	378	0	0	23937	0	0	-5452	
738303	127361	132236	5408	0	0	0	0	0	132236	0	0	-10283	
738657	3199	4169	284	0	0	174	0	0	4169	0	0	-1080	
738769	112588	124038	7741	0	18	3350	0	0	124038	0	0	-15859	
739346	10360	15647	1055	0	0	0	0	0	15647	0	0	-6342	
739355	69276	67491	4684	0	0	250	0	0	67491	0	0	-2649	
739560	367932	386011	13364	0	25000	10600	0	0	386011	0	0	-45843	
739832	15800	21011	1286	0	0	185	0	0	21011	0	0	-6312	
740249	19210	28566	2179	0	0	1800	0	0	28566	0	0	-9735	
741068	12873	16042	-3375	0	0	0	0	0	16042	0	0	206	
741152	1741	7601	399	0	0	88	0	0	7601	0	0	-6171	
741330	143681	154317	6769	0	2720	0	0	0	154317	0	0	-20125	
741358	4675	4612	238	0	0	175	0	0	4612	0	0	0	
741648	6971	7285	654	0	0	710	0	0	7285	0	0	-258	
741844	16378	18603	783	0	0	325	0	0	18603	0	0	-2683	
741956	3836	5013	91	0	0	0	0	0	5013	0	0	-1268	
741974	31040	32223	337	0	0	1521	0	0	32223	1	0	0	
742056	17689	20423	1721	0	0	90	0	0	20423	0	0	-4365	
742542	9825	13439	1290	0	0	824	0	0	13439	0	0	-4080	
742636	15228	16897	1462	0	0	2922	0	0	16897	0	0	-209	
742944	34253	31236	1517	0	2000	500	0	0	31236	0	0	0	
743679	60768	69486	1825	0	0	0	0	0	69486	0	0	-10543	
743950	9019	11658	321	0	0	0	0	0	11658	0	0	-2960	
744854	58515	61685	623	0	0	0	0	0	61685	0	0	-3793	
745150	4268	4096	172	0	0	0	0	0	4096	0	0	0	
745347	8910	15099	669	0	0	500	0	0	15099	0	0	-6358	
746157	21607	31889	1467	0	0	1750	0	0	31889	0	0	-9999	
746429	52230	56045	2196	0	2000	0	0	0	56045	114	0	-8125	
746755	23922	32001	1673	0	0	2145	0	0	32001	0	0	-7607	
746942	12449	13750	498	0	0	191	0	0	13750	0	0	-1608	
746979	29437	29930	14	0	0	0	0	0	29930	0	0	-507	
747051	9784	9955	630	0	0	299	0	0	9955	0	0	-502	
747257	11557	13219	518	0	0	683	0	0	13219	0	0	-1497	
748254	22508	30204	1169	0	0	0	0	0	30204	0	0	-8865	
748357	4180	4055	125	0	0	0	0	0	4055	0	0	0	
748441	17103	22533	373	0	0	192	0	0	22533	0	0	-5611	
748964	31728	40052	2408	0	0	1300	0	0	40052	15	0	-9447	
749242	2378340	2477917	81506	0	0	33826	0	0	2477917	0	0	-147257	
749635	73716	100951	3937	0	0	1862	0	0	100951	0	0	-29310	
749840	4584	4509	75	0	0	0	0	0	4509	0	0	0	
749943	20343	22911	1048	0	0	60	0	0	22911	0	0	-3556	
750051	24921	35285	2239	0	0	1584	0	0	35285	0	0	-11019	
750127	27048	30708	1082	0	0	261	0	0	30708	0	0	-4481	
750341	32053	35331	1176	0	0	426	0	0	35331	0	0	-4028	
750444	3734	3869	-100	0	0	0	0	0	3869	0	0	-35	
750846	20535	20334	702	0	0	0	0	0	20334	0	0	-501	
751254	11895	25252	1013	0	0	0	0	0	25252	0	0	-14370	
751656	197327	292135	21566	0	0	32314	0	0	292135	0	0	-84060	
751852	39075	39500	5021	0	0	4500	0	0	39500	0	0	-946	
752644	27475	29121	1540	0	0	116	0	0	29121	0	0	-3070	
752831	29984	34926	2394	0	0	266	0	0	34926	0	0	-7070	
753052	6737	7249	223	0	0	110	0	0	7249	0	0	-625	
753324	118483	107416	7669	0	20000	0	0	0	107416	0	0	-16602	
753641	9030	10138	386	0	0	322	0	0	10138	0	0	-1172	
753856	7906	7841	65	0	0	0	0	0	7841	0	0	0	
754068	62372	57403	3956	0	1700	552	0	0	57403	0	0	-135	
754246	5877	5849	366	0	0	200	0	0	5849	0	0	-138	
754536	10354	13011	1138	0	0	480	0	0	13011	0	0	-3315	
754826	128233	135717	6689	0	0	1600	0	0	135717	0	0	-12573	
754853	88578	103480	6440	0	0	959	0	0	103480	0	0	-20383	
754929	129486	186634	10571	0	0	9000	0	0	186634	0	0	-58719	
755252	43246	52317	3194	0	7000	0	0	0	52317	0	0	-19265	
755421	5523	5392	131	0	0	0	0	0	5392	0	0	0	
755458	26143	32047	2098	0	0	1052	0	0	32047	0	0	-6950	
756343	15701	15435	1201	0	0	933	0	0	15435	0	0	-2	
756848	21834	22207	2057	0	0	1151	0	0	22207	0	0	-1279	
757377	186905	204081	1180	0	0	0	0	0	204081	0	0	-18356	
757452	23487	26880	1438	0	1250	735	0	0	26880	0	0	-5346	
757779	20194	20949	384	0	0	0	0	0	20949	0	0	-1139	
758703	505164	509647	21590	0	0	0	0	0	509647	0	0	-26073	
758842	7030	14909	830	0	0	571	0	0	14909	0	0	-8138	
758851	34667	32465	3428	0	0	5656	0	0	32465	5000	0	-570	
759045	99747	115863	7434	0	0	6918	0	0	115863	0	0	-16632	
759625	57553	59137	3306	0	0	712	0	0	59137	317	0	-4495	
760210	15635	17330	630	0	0	275	0	0	17330	0	0	-2050	
760331	19200	37614	4434	0	0	1000	0	0	37614	0	0	-21848	
760340	11842	12231	405	0	0	325	0	0	12231	0	0	-469	
760434	15439	15277	1053	0	0	627	0	0	15277	0	0	-264	
760649	14106	14974	923	0	0	806	0	0	14974	0	0	-985	
760854	46745	81191	5279	0	7	700	0	0	81191	0	0	-39032	
760939	5276	5561	224	0	0	0	0	0	5561	128	0	-637	
760957	4915	7908	348	0	0	0	0	0	7908	0	0	-3341	
761244	26198	30851	2000	0	0	0	0	0	30851	0	0	-6653	
761459	25594	28337	1078	0	0	0	0	0	28337	0	0	-3821	
761543	40416	45360	2286	0	0	350	0	0	45360	0	0	-6880	
761806	8604868	3524521	213802	5420199	0	125000	0	0	3524521	30210	0	-458864	
761833	3259	1994	343	0	4037	0	0	0	1994	0	0	-3115	
761851	36820	40530	2867	0	0	370	0	0	40530	0	0	-6207	
761954	15037	14324	1171	0	3500	1100	0	0	14324	0	0	-2858	
762045	20075	19498	1044	0	0	594	0	0	19498	127	0	0	
762447	679663	685304	29935	106827	0	15000	0	0	685304	0	0	-127403	
762474	300636	278168	17591	0	10000	3000	0	0	278168	0	0	-2123	
762773	51150	50518	632	0	0	0	0	0	50518	0	0	0	
763211	14347	26900	1088	0	0	600	0	0	26900	0	0	-13041	
763677	107916	130199	4315	0	7000	0	0	0	130199	0	0	-33598	
763930	41841	44317	3318	0	2450	0	0	0	44317	4	0	-8248	
764030	3285288	3079907	183606	0	50000	0	0	0	3079907	0	0	-28225	
764058	47919	69509	5350	0	0	6730	0	0	69509	0	0	-20210	
764067	6228	15284	1003	0	0	900	0	0	15284	0	0	-9159	
764142	9180	14008	507	0	0	464	0	0	14008	0	0	-4871	
764151	4660	5173	195	0	0	0	0	0	5173	0	0	-708	
764816	16203	16367	1281	0	0	518	0	0	16367	0	0	-927	
765318	15665	15674	918	0	0	0	0	0	15674	0	0	-927	
765354	9528	14770	180	0	0	0	0	0	14770	0	0	-5422	
765505	116130	127288	3551	0	0	0	0	0	127288	0	0	-14709	
765662	19602	27809	1984	0	0	0	0	0	27809	0	0	-10191	
765877	15558	16261	219	0	0	0	0	0	16261	0	0	-922	
766052	17621	18277	756	0	0	600	0	0	18277	0	0	-812	
766164	996315	938255	73605	0	12472	15000	0	0	938255	0	0	-13017	
767040	11295	11629	418	0	0	569	0	0	11629	0	0	-183	
767152	6019	6744	215	0	0	125	0	0	6744	0	0	-815	
767246	2062	2017	60	0	0	15	0	0	2017	0	0	0	
767255	17741	22989	1892	0	700	2500	0	0	22989	0	0	-5340	
767554	11585	18607	437	0	0	467	0	0	18607	0	0	-6992	
767572	5309	5340	116	0	0	0	0	0	5340	0	0	-147	
767611	12722	17364	390	0	0	183	0	0	17364	0	0	-4849	
767732	60686	69067	2384	0	701	750	0	0	69067	0	0	-10716	
767974	159530	155391	10004	0	-5000	0	0	0	155391	402	0	-1267	
768074	148174	149563	6782	0	0	3329	0	0	149563	146	0	-4988	
768458	9753	15330	558	0	0	0	0	0	15330	0	0	-6135	
768476	6497	6486	11	0	0	0	0	0	6486	0	0	0	
768953	5738	29858	2295	0	0	1000	0	0	29858	0	0	-25415	
769156	12728	14517	595	0	0	0	0	0	14517	0	0	-2384	
769334	7432	12651	371	0	0	663	0	0	12651	0	0	-4927	
770451	8298	10413	347	0	0	714	0	0	10413	0	0	-1748	
770545	3696	3665	400	0	0	369	0	0	3665	0	0	0	
770639	23230	28003	1106	0	0	375	0	0	28003	0	0	-5504	
770657	84384	133139	8877	0	0	6580	0	0	133139	0	0	-51052	
770853	43698	45699	3291	0	0	1800	0	0	45699	0	0	-3492	
771047	2836	4384	-134	0	0	0	0	0	4384	0	0	-1414	
771140	88792	119879	4882	0	0	2800	0	0	119879	100	0	-33269	
771458	104022	161665	14704	45762	-30762	14760	0	0	161665	0	0	-72587	
771609	195272	203338	-5323	0	10000	2200	0	0	203338	0	0	-10543	
771748	13892	29380	1257	0	0	490	0	0	29380	0	0	-16255	
771878	40829	44985	-57	0	0	0	0	0	44985	0	0	-4099	
772008	170665	190385	7887	0	0	3023	0	0	190385	0	0	-24584	
772446	87319	71917	15501	0	0	0	0	0	71917	0	0	-99	
772754	8836	9985	644	0	0	200	0	0	9985	0	0	-1593	
773032	17503	22728	1074	0	0	419	0	0	22728	0	0	-5880	
773171	20598	20986	-40	0	0	0	0	0	20986	0	0	-348	
773247	782945	808283	45992	0	0	13000	0	0	808283	0	0	-58330	
773443	31782	53121	849	0	0	460	0	0	53121	0	0	-21728	
773470	184815	178832	9983	0	0	4000	0	0	178832	0	0	0	
773742	4143	27847	1237	0	0	605	0	0	27847	0	0	-24336	
774132	132473	135177	4632	0	0	0	0	0	135177	0	0	-7336	
774235	13755	14718	515	0	0	0	0	0	14718	0	0	-1478	
774253	7639	9210	174	0	0	72	0	0	9210	0	0	-1673	
774262	502386	534790	23865	0	0	6400	0	0	534790	0	0	-49869	
774347	22481	29642	1582	0	0	381	0	0	29642	0	0	-8362	
775054	57833	68434	4487	0	0	3000	0	0	68434	0	0	-12088	
775241	5216	6288	168	0	0	0	0	0	6288	-529	0	-711	
775456	125259	145247	11110	0	0	5500	0	0	145247	0	0	-25598	
775773	57223	44181	-194	0	0	0	0	0	44181	21009	0	-7773	
776369	20538	20288	783	0	0	0	0	0	20288	0	0	-533	
776547	24349	28716	1860	0	0	600	0	0	28716	0	0	-5627	
777254	5324	6394	651	0	0	0	0	0	6394	0	0	-1721	
777366	112769	109292	5790	0	0	0	0	0	109292	0	0	-2313	
777441	4791	9665	369	0	0	178	0	0	9665	0	0	-5065	
777870	32203	36217	1202	0	0	0	0	0	36217	0	0	-5216	
778738	141267	135703	15233	0	0	7047	0	0	135703	0	0	-2622	
779016	46714	51865	3050	0	0	1273	0	0	51865	0	0	-6928	
779351	271465	273257	14988	0	0	4100	0	0	273257	0	0	-12680	
779360	13028	44505	2201	0	0	800	0	0	44505	0	0	-32878	
779641	9912	10170	311	0	0	182	0	0	10170	0	0	-387	
779650	51576	49907	3157	0	0	1488	0	0	49907	0	0	0	
779968	151768	155579	5822	0	0	2100	0	0	155579	0	0	-7533	
780049	13645	22310	2302	0	503	1670	0	0	22310	0	0	-9800	
780218	102375	135450	5167	0	0	3000	0	0	135450	111	0	-35353	
780263	17062	32497	1487	0	0	0	0	0	32497	0	0	-16922	
780722	64824	67756	3065	0	0	440	0	0	67756	0	0	-5557	
780955	33656	35770	1097	0	0	288	0	0	35770	0	0	-2923	
782016	21490	25334	678	0	0	192	0	0	25334	0	0	-4330	
782306	596315	601684	36039	0	0	20000	0	0	601684	0	0	-21408	
782548	10154	12328	215	0	0	57	0	0	12328	0	0	-2332	
783161	126340	150239	6704	0	0	0	0	0	150239	0	0	-30603	
783246	34765	45726	2117	0	0	600	0	0	45726	0	0	-12478	
783349	3100	3045	55	0	0	0	0	0	3045	0	0	0	
783648	573916	608733	49023	0	0	14573	0	0	608733	0	0	-69267	
783844	109966	121336	6099	0	0	1760	0	0	121336	0	0	-15709	
783910	28029	27839	1170	0	2000	0	0	0	27839	0	0	-2980	
784159	96746	110968	8492	0	0	9325	0	0	110968	0	0	-13389	
784430	12405	19012	2428	0	0	0	0	0	19012	0	0	-9035	
785147	61101	74067	4142	0	0	1415	0	0	74067	0	0	-15693	
785473	193793	195379	10175	0	10000	0	0	0	195379	0	0	-21761	
785857	14122	28224	2224	0	0	866	0	0	28224	0	0	-15460	
785923	217508	234451	11138	0	0	7950	0	0	234451	0	0	-20131	
785950	53815	58210	2734	0	3500	366	0	0	58210	0	0	-10263	
786210	127510	205911	17754	0	0	7525	0	0	205911	0	0	-88630	
786256	2104	3105	72	0	0	0	0	0	3105	0	0	-1073	
786340	23984	37243	2282	0	0	1065	0	0	37243	0	0	-14476	
786555	16251	29927	1777	0	0	2109	0	0	29927	0	0	-13344	
786612	539495	523765	25647	0	0	0	0	0	523765	0	0	-9917	
786733	20050	32957	1624	0	0	303	0	0	32957	0	0	-14228	
786948	21386	23057	1678	0	0	850	0	0	23057	0	0	-2499	
787141	5175	5635	222	0	0	0	0	0	5635	0	0	-682	
787459	27156	26336	2371	0	0	1413	0	0	26336	0	0	-138	
787842	11558	19354	1790	0	0	1650	0	0	19354	0	0	-7936	
788559	45708	52207	1074	0	0	476	0	0	52207	0	0	-7097	
788652	11702	12817	365	0	0	520	0	0	12817	0	0	-960	
788773	31511	45335	1344	0	0	1500	0	0	45335	0	0	-13668	
789051	2105	4628	161	0	0	0	0	0	4628	0	0	-2684	
790150	4466	5290	79	0	0	29	0	0	5290	0	0	-874	
790271	56021	70733	1733	0	0	0	0	0	70733	0	0	-16445	
790543	117223	124909	7500	0	0	0	0	0	124909	0	0	-15186	
790703	33205	40282	197	0	0	0	0	0	40282	0	0	-7274	
790918	134551	157675	7954	0	0	3051	0	0	157675	0	0	-28027	
791072	9879	21134	1322	0	0	262	0	0	21134	0	0	-12315	
791353	8829	16016	756	0	0	274	0	0	16016	0	0	-7669	
791821	57063	63856	2222	0	0	546	0	0	63856	0	0	-8469	
791942	31480	33113	1898	0	0	1000	0	0	33113	0	0	-2531	
