"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	INTANGIBLE ASSETS	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	AUDIT INDICATOR	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	Equity securities with readily deter	Held to maturity securities (ASU 201	TOTAL DEPOSITS	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	INTANGIBLE ASSETS	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	TOTAL DEPOSITS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	AUDIT INDICATOR	FISCAL YEAR END	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	FEDERAL FNDS SOLD	SECURS PURCHSD UDR AGRMNTS TO RESELL	FEDERAL FNDS PURCD IN DOMESTIC OFFCS	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	Equity securities with readily deter	Held to maturity securities (ASU 201	
37																																							6376	1685	51665	0	0	206	0	2586	84231	73039	136	73175	0	954	0	0	11056	1200	84231	0	0	11774	0	0	3500	0	23966	49073			0	22667	21713	-5418	0	0	0	0	11056	0	0	
242																																							3100	1827	18077	0	0	540	0	435	52252	45720	21	49034	0	174	3293	0	3218	120	52252	0	0	4974	0	0	120	0	13509	32211			0	27243	27069	-1996	1204	0	0	0	3218	0	0	
279																																							7419	6261	68891	0	470	6709	209	11004	373559	302015	2498	331046	0	1639	26533	0	42513	1	373559	0	0	32723	0	0	15276	0	61199	240816			0	232026	230387	-5487	12170	0	0	0	42513	0	30039	
354																																							9050	1203	832	0	0	84	0	621	51192	30123	337	45599	0	216	15139	0	5593	100	51192	0	0	823	0	0	4686	7442	12084	18039			0	20498	20282	-16	11678	0	0	0	5593	0	0	
457																																							1492	1101	1412	0	0	196	31	881	65910	52787	118	60405	0	685	7500	0	5505	60	65910	0	0	1602	0	0	3940	0	12370	40417			0	61298	60613	-97	178	0	0	0	5505	6	0	
505																																							57425	4423	71230	0	1886	9000	0	17701	734047	653128	9106	672234	56	8285	10000	0	61757	6480	734047	0	0	40128	0	0	18403	0	169948	483180			0	580667	572382	-3254	0	0	0	0	61813	0	0	
1155																																							21476	14870	64639	0	9394	7399	0	9757	441928	395774	2145	397919	0	3720	0	0	44009	1600	441928	0	0	24502	0	0	23696	1954	74527	321247			0	316159	312439	-5789	0	0	0	0	44009	0	0	
1351																																							7921	4684	8468	0	0	4409	371	2053	198979	169414	492	169906	0	1159	0	0	29073	240	198979	0	0	29040	0	0	530	0	30672	138742			0	103763	102604	-737	0	0	0	0	29073	0	68469	
1454																																							12216	16065	508223	0	0	4112	0	15574	956622	902070	3483	905553	0	5129	0	0	51069	1000	956622	0	0	110793	0	0	1214	1406	299884	602186			0	404076	398947	-61938	0	0	0	0	51069	79	0	
1669																																							14555	5493	72924	0	0	3753	0	19277	392183	344841	693	345534	0	4192	0	0	46649	800	392183	0	0	50737	0	0	800	0	83699	261142			0	250964	246772	-5688	0	0	0	0	46649	0	29409	
1856																																							8874	511	10423	0	98	447	1100	649	46245	39791	61	39852	0	279	0	0	6393	500	46245	0	0	279	0	0	5732	0	4571	35220			0	23243	22964	-118	179	0	0	0	6393	0	1000	
2161																																							13279	4961	116004	0	0	15590	0	15899	368464	329618	6798	343416	0	2601	7000	0	25048	1000	368464	0	0	15212	0	0	20476	0	109926	219693			0	205332	202731	-11640	0	0	0	0	25048	0	0	
2732																																							155541	20605	48514	0	1112	2880	0	7103	713765	602607	4303	606910	0	5010	0	0	106855	0	713765	0	0	102284	0	0	5789	0	179547	423060			0	483020	478010	-1218	0	0	0	0	106855	0	0	
2750																																							512	658	15672	0	0	279	0	3659	64717	57083	558	58041	0	509	400	0	6676	111	64717	0	0	265	0	0	7500	0	7316	49767			0	44408	43899	-1200	0	0	0	0	6676	38	0	
3252																																							500	6956	156627	0	0	477	0	4449	289844	258316	227	261543	0	3757	3000	0	28301	200	289844	0	0	32173	0	0	300	0	54396	203920			0	112092	108335	-4372	12500	0	0	0	28301	0	0	
3458																																							2208	1227	17367	0	0	2646	0	2725	75380	63892	141	71033	0	624	3500	0	4347	100	75380	0	0	4859	0	0	1101	0	10330	53562			0	48132	47508	-1713	0	0	0	3500	4347	0	1699	
3720																																							61267	6450	85698	0	0	3966	455	13961	384162	346093	2162	348255	0	1792	0	0	35907	2400	384162	0	0	25962	0	0	18600	0	103549	242544			-4500	172051	170259	-6555	0	0	0	0	35907	0	42106	
3971																																							30102	4918	121630	1837	5415	6819	1171	33957	1027757	834693	7772	939705	0	9632	97240	0	88052	2	1027757	0	0	7159	0	0	93423	0	169981	664712			0	827908	818276	-12532	2717	0	0	0	88052	915	0	
4156																																							8513	8981	60874	0	1783	6355	0	8669	282501	252301	501	263077	0	2816	1500	0	19424	1200	282501	0	0	17356	0	0	6657	156	55933	196368			0	183554	180738	-5789	6315	0	0	8775	19424	117	0	
4231																																							42217	2040	56441	0	0	884	0	6082	149486	134267	232	134499	0	864	0	0	14987	500	149486	0	0	6972	0	0	12100	0	40712	93555			0	42686	41822	-4585	0	0	0	0	14987	0	0	
5069																																							63234	1679	8199	0	0	31578	0	7877	512496	297948	6159	304107	0	10736	0	0	208389	4500	512496	0	0	199447	0	0	4129	0	43587	254361			0	409750	399014	313	0	0	0	0	208389	915	0	
5135																																							104183	11524	93175	0	1042	6990	1011	15175	601285	487186	2332	512790	0	4565	23272	0	88495	651	601285	0	0	64411	0	0	24391	0	110427	376759			0	372750	368185	-958	0	0	0	0	88495	0	0	
5210																																							371898	23716	529407	2691	38530	32374	0	104312	2661526	2370738	15185	2417908	0	18943	3026	0	243618	4798	2661526	0	0	174006	0	0	108340	445	585166	1785572			0	1509792	1490849	-43526	0	0	0	28959	243618	975	66329	
5461																																							7737	14828	250370	0	66	12957	0	20679	819619	766586	7412	773998	0	6429	0	0	45621	2059	819619	0	0	72250	0	0	4241	0	326936	439650			0	409739	403310	-32929	0	0	0	0	45621	0	109672	
5751																																							2127	6523	82682	0	1089	1981	0	8922	261158	216890	1882	228772	0	2409	10000	0	32386	600	261158	0	0	31655	0	0	8752	0	45812	171078			0	153831	151422	-8621	0	0	0	0	32386	162	6250	
6039																																							39079	7524	35474	1256	0	6319	261	6509	424005	386080	2078	388158	0	4295	0	0	35847	469	424005	0	0	5539	0	0	30568	134	139810	246270			0	284744	280449	-729	47000	0	0	0	35847	0	0	
6329																																							125036	28189	152908	0	0	33499	1418	41712	1498225	1362215	10817	1373032	0	18871	0	0	125193	2600	1498225	0	0	100143	0	0	37400	4164	508147	854068			0	1130169	1111298	-14950	1	0	0	0	125193	0	0	
7009																																							17748	511	410763	0	0	1873	0	9847	884513	774000	7976	781976	0	0	0	0	102537	500	884513	0	0	107162	0	0	552	0	203867	570133			0	431760	431760	-5677	0	0	0	0	102537	12011	0	
7045																																							2388	3174	149521	0	0	1671	0	7203	266527	250086	890	255976	0	1155	5000	0	10551	100	266527	0	0	21836	0	0	2325	0	34541	215545			0	103338	102183	-13710	0	0	0	0	10551	0	387	
7072																																							350	6656	39112	0	7378	13649	0	19398	455358	407138	5180	415638	0	2568	3320	0	39720	0	455358	0	0	38474	0	0	4060	7935	89621	317517			0	272483	269915	-2814	58577	0	0	0	39720	0	32388	
7456																																							2584	2635	44715	0	0	835	0	3970	127783	119227	294	119521	0	887	0	0	8262	400	127783	0	0	3739	0	0	6600	0	26859	92368			0	73931	73044	-2477	0	0	0	0	8262	0	0	
7634																																							13479	889	13649	0	0	385	0	691	87136	77616	149	77765	0	1231	0	0	9371	200	87136	0	0	2514	0	0	8060	0	17988	59628			0	59274	58043	-1403	0	0	0	0	9371	0	0	
8033																																							57996	3352	9748	0	0	5652	394	6749	361355	294799	5040	304975	0	1896	5136	0	56380	774	361355	0	0	48713	0	0	7226	0	92810	201989			0	266535	264639	-333	12825	0	0	0	56380	0	0	
8462																																							4241	7239	94901	0	0	317	0	863	173550	153702	154	153856	0	2007	0	0	19694	350	173550	0	0	27405	0	0	350	0	61600	92102			0	64916	62909	-8411	3080	0	0	0	19694	0	0	
8631																																							4386	2674	18470	0	0	2794	0	3335	74031	67621	865	68486	0	398	0	0	5545	500	74031	0	0	5935	0	0	800	0	25152	42469			0	39487	39089	-1690	3283	0	0	0	5545	0	0	
9357																																							152086	10492	35540	1330	32205	797	0	4762	619951	503899	4699	508598	0	3937	0	0	111353	500	619951	0	0	55996	0	0	56160	0	216762	287137			0	385345	381408	-1303	430	0	0	0	111353	901	0	
9553																																							3420	2530	45179	0	0	842	0	9496	230432	148234	1335	217052	0	1212	67483	0	13380	400	230432	0	0	16913	0	0	1700	0	35210	113024			0	130013	128801	-5633	9726	0	0	0	13380	0	30438	
9807																																							361512	15533	642622	0	0	24378	4190	146932	2811237	2473914	12086	2520587	0	33183	0	0	290650	20000	2811237	0	0	164229	0	0	112272	0	156360	2317554			0	1558232	1525049	-5851	0	0	0	34587	290650	1154	89867	
9955																																							10562	2117	73787	0	0	5649	0	4130	202671	159228	302	182622	0	1708	23092	0	20049	110	202671	0	0	21370	0	0	3023	0	46822	112406			0	108134	106426	-4454	0	0	0	0	20049	0	0	
10250																																							10346	13121	260277	0	0	9085	0	6314	615800	590225	1645	591870	0	4822	0	0	23930	1500	615800	0	0	15064	0	0	34750	0	178349	411876			0	321479	316657	-27384	0	0	0	0	23930	0	0	
10849																																							13728	1688	68113	0	694	6044	618	3810	289583	261477	446	263923	0	2821	2000	0	25660	16	289583	0	0	14855	0	0	15375	0	37247	224231			0	197709	194888	-4586	0	0	0	0	25660	0	0	
11145																																							30135	23718	122470	64	450	7468	289	16692	412589	357538	3086	381615	0	2946	20991	0	30974	1000	412589	0	0	18569	0	0	25000	85	106376	251162			0	214164	211218	-13595	0	0	0	0	30974	0	0	
11640																																							35907	11233	123520	0	0	3693	0	23305	411258	371752	2854	374606	0	2980	0	0	36652	650	411258	0	0	5018	0	0	42845	0	110508	261244			0	216580	213600	-11861	0	0	0	0	36652	0	0	
11837																																							1162	1227	58133	0	0	1081	0	2549	133861	118522	482	122698	0	1023	0	0	11163	314	133861	0	0	4024	0	0	11686	0	17029	101493			0	70732	69709	-4861	0	0	3694	0	11163	0	0	
12030																																							107055	38163	51592	0	0	3173	536	19000	552932	466597	5300	471897	0	12985	0	0	81035	300	552932	0	0	80970	0	0	300	0	185002	281595			0	339896	326911	-535	6270	0	0	0	81035	0	232	
12142																																							8738	12339	134134	0	0	4783	0	14571	310988	295758	4887	300645	0	1978	0	0	10343	1250	310988	0	0	10194	0	0	19650	0	106118	189640			0	137239	135261	-20751	1100	0	0	0	10343	0	62	
12311	2285362	1400633	24376062	0	6028053	1464004	10796	6514072	178091290	2773277	160001162	412043	2074252	6669734	921005	17678085	39999	178091290	377457	622290	2594685	1773205	780000	16331544	968894		0	117610607	115536355	-2068143	0	324961	18090128	1141	17355256	0	0	0			24376062							148689895					6669734					377457	622290						45383841	103306054							0	0	0	324961		1141		
12647																																							9299	3839	0	0	462	3754	0	2857	205104	167559	133	184692	0	1073	17000	0	20412	250	205104	0	0	3106	0	0	17056	548	54471	113088			0	117986	116913	0	0	0	0	0	20412	0	67432	
12656																																							7352	1210	0	0	0	115	0	180	22115	19808	25	19833	0	176	0	0	2282	72	22115	0	0	1822	0	0	388	0	6595	13213			0	10399	10223	0	0	0	0	0	2282	78	2957	
12946																																							59694	39034	624012	31	38896	52725	0	70712	2488219	2259821	23643	2301640	0	25106	18176	0	186579	1	2488219	0	0	153806	15854	0	98103	3138	473317	1786504			0	1604739	1579633	-65331	0	0	0	0	186579	4490	0	
13103																																							13737	27072	478414	1165	15790	19217	0	57175	2974298	2557935	50881	2617854	7011	21455	9038	0	349433	500	2974298	0	0	365044	0	0	34019	502	541287	2016648			0	2186680	2165225	-50130	0	0	0	0	356444	196001	0	
13251																																							12480	1768	8770	0	0	1428	0	1421	65014	58532	229	58761	0	639	0	0	6253	25	65014	0	0	4157	0	0	2475	0	12920	45612			0	39649	39010	-404	137	0	0	0	6253	0	0	
13457																																							8151	366	7343	0	0	6	0	1297	27464	23018	204	23222	0	103	0	0	4242	50	27464	0	0	144	0	0	4143	0	6145	16873			0	10404	10301	-95	0	0	0	0	4242	0	0	
14155																																							19502	8443	33867	0	0	6712	0	8083	319620	287471	1206	288677	0	3836	0	0	30943	176	319620	0	0	31712	0	0	160	267	161170	126301			0	246582	242746	-1105	0	0	0	0	30943	0	0	
14650																																							6252	1019	0	0	90	240	0	2226	52003	45666	613	46279	0	880	0	0	5724	200	52003	0	0	5224	0	0	300	0	13054	32612			0	31683	30803	0	5439	0	0	0	5724	0	5934	
14753																																							6381	1869	11374	0	0	86	0	801	62153	57140	70	57210	0	531	0	0	4943	300	62153	0	0	3192	0	977	1277	0	22262	34878			0	22094	21563	-803	18346	0	0	0	4943	66	1667	
14865																																							159931	23978	123209	0	1119	8203	0	24052	835889	770797	4036	774833	0	5417	0	0	61056	730	835889	0	0	46299	0	0	17909	0	225650	545147			0	498281	492864	-3882	0	0	0	0	61056	0	2533	
14977																																							5980	649	6412	0	0	1534	0	702	54498	43914	98	44012	0	617	0	0	10486	0	54498	0	0	10497	0	0	0	0	12030	31884			0	39112	38495	-11	726	0	0	0	10486	0	0	
16551																																							16840	7985	106569	0	4723	9925	0	8054	424583	386449	678	387127	0	4249	0	0	37456	175	424583	0	0	24516	0	0	19825	1671	103479	282970			0	244016	239767	-7060	0	0	0	0	37456	0	29049	
17110																																							23949	8197	0	0	0	2619	0	4810	185237	138204	12295	150499	0	279	0	0	34738	300	185237	0	0	27452	0	0	6986	0	0	138204			0	99820	99541	0	0	0	0	0	34738	46021	100	
17147																																							133090	212559	2291565	0	762693	142271	6521	694567	17762137	14623714	190463	15700722	0	226275	600077	0	2061415	10871	17762137	0	0	572768	4990	125	1674181	9060	3488176	11135538			0	11397417	11171142	-196530	0	0	100000	186468	2061415	0	2333679	
17259																																							4013	964	20790	0	0	1447	0	2756	63492	54429	1667	59480	0	158	0	0	4012	769	63492	0	0	4258	0	0	769	0	13497	40932			0	32797	32639	-1784	138	0	3384	0	4012	0	745	
17950																																							3305	8523	413687	0	5297	8691	0	17311	757102	706657	3443	710100	0	5776	0	0	47002	725	757102	0	0	39776	0	0	32837	0	163365	543292			0	306064	300288	-26336	0	0	0	0	47002	0	0	
17978																																							30400	2930	0	0	0	5566	574	4651	328825	194672	237	201967	0	1440	7058	0	126858	0	328825	0	0	126858	0	0	0	0	4836	189836			0	141470	140030	0	0	0	0	0	126858	0	144674	
18050																																							45790	12384	429522	0	0	12739	0	18748	956618	894521	3513	898034	0	6809	0	0	58584	1214	956618	0	0	73119	0	0	34671	781	368307	526214			0	432716	425907	-50420	0	0	0	0	58584	0	10747	
18827																																							23402	26930	309858	2913	9697	33641	218	70899	1903695	1626759	12335	1736094	0	13972	97000	0	167601	588	1903695	0	0	73166	0	0	109731	0	414815	1211944			0	1439022	1425050	-15884	0	0	0	0	167601	1087	0	
18836																																							12705	2381	44642	0	0	4210	144	7898	204368	184674	2309	186983	0	1676	0	0	17385	180	204368	0	0	18237	0	0	1676	0	56741	127933			0	134059	132383	-2708	5	0	0	0	17385	0	0	
18854																																							101521	23907	185048	0	9195	13653	0	11513	1486970	1346663	9861	1356524	0	10819	0	0	130446	40	1486970	0	0	124069	0	0	14120	635	447449	899214			0	1152317	1141498	-7783	0	0	0	0	130446	0	0	
19356																																							149	118	11558	0	791	1236	264	3958	100968	87538	544	93082	0	992	5000	0	7886	2025	100968	0	0	3952	0	0	3950	0	29609	57929			0	80845	79853	-2041	3041	0	0	0	7886	0	0	
19936																																							88200	3061	111981	0	0	3928	0	12319	429140	393239	2016	400668	0	4479	5413	0	28472	420	429140	0	0	23044	0	0	13626	0	111147	282092			0	208444	203965	-8618	0	0	0	0	28472	0	5686	
19972																																							45425	3585	0	0	0	381	0	5988	127170	102851	1123	103974	0	399	0	0	23196	0	127170	0	0	23196	0	0	0	0	265	102587			0	44950	44551	0	0	0	0	0	23196	0	27240	
20053																																							411	4560	9223	0	0	379	0	2665	150048	130625	344	130969	0	1406	0	0	19079	150	150048	0	0	13096	0	0	6053	0	35600	95025			0	126442	125036	-220	7774	0	0	0	19079	0	0	
20633																																							21412	6351	60700	0	0	5866	3281	14528	350339	303013	3510	315156	0	2695	8633	0	35183	1106	350339	0	0	36610	0	0	2816	0	45934	257079			0	239808	237113	-5349	387	0	0	0	35183	701	0	
20857																																							45072	2473	188186	0	444	3814	85	8816	477461	436997	852	454104	0	2625	16255	0	23357	200	477461	0	0	1862	0	0	32300	0	154886	282111			0	231157	228532	-11005	0	0	0	0	23357	39	0	
21256																																							2284	400	3302	0	0	146	0	481	13237	12188	9	12197	0	71	0	0	1040	105	13237	0	0	652	0	0	495	0	3824	8364			0	6695	6624	-212	0	0	0	0	1040	0	0	
21359																																							18423	1819	19421	0	49	326	0	1030	74310	69639	220	69859	0	455	0	0	4451	550	74310	0	0	2719	0	0	3350	0	20092	49547			0	33456	33001	-2168	0	0	0	0	4451	0	241	
21658																																							2940	7242	88366	0	0	1791	174	5900	225222	203603	1461	210411	0	2375	5347	0	14811	100	225222	0	0	16348	0	0	4157	0	20495	183108			0	116642	114267	-5794	4542	0	0	0	14811	0	0	
22048																																							3402	6087	58973	0	0	3794	0	9903	274526	245530	1802	254409	0	3189	7077	0	20117	1000	274526	0	0	19903	0	0	6650	0	57237	188293			0	195556	192367	-7436	0	0	0	0	20117	0	0	
22543																																							73418	2774	33849	0	3687	6525	0	2403	368594	339087	1088	340175	0	2552	0	0	28419	602	368594	0	0	16372	0	0	11698	463	133457	205630			0	244910	242358	-253	3068	0	0	0	28419	49	0	
22552																																							5208	1523	32493	0	0	2342	390	1683	124508	109984	359	117227	0	921	5734	0	7281	100	124508	0	0	2137	0	0	6900	0	28285	81699			0	80466	79545	-1856	0	0	1150	0	7281	38	1286	
22730																																							2580	3371	135043	0	0	3073	15	10182	243497	224882	895	232870	0	1443	282	0	10627	250	243497	0	0	20755	0	0	300	0	93610	131272			0	90478	89035	-10678	198	0	0	6811	10627	0	0	
23456																																							730	5073	98627	0	0	3040	0	5915	293723	268111	623	274004	0	2366	5270	0	19719	126	293723	0	0	29677	0	0	1012	148	38910	229201			0	181320	178954	-11096	825	0	0	0	19719	0	411	
23504																																							198879	80991	1004907	0	162377	108753	0	522402	12333501	10580785	113276	11005229	119	79426	215790	0	1328153	1	12333501	93216	93216	576486	0	0	831773	530	3854508	6726277			-10260	9660907	9581481	-69847	0	0	0	2162	1328272	0	579965	
23643																																							6315	1356	88523	0	0	1432	110	8606	244971	234453	280	234733	0	1343	0	0	10238	200	244971	0	0	21599	0	0	2300	770	57652	176801			0	137152	135809	-13861	2050	0	0	0	10238	0	0	
23755																																							12736	1360	99764	0	1626	5453	0	7058	295074	281690	1416	283106	0	2314	0	0	11968	110	295074	0	0	20401	0	0	4615	0	81172	200518			0	166272	163958	-13158	2830	0	0	0	11968	289	0	
24006																																							108219	8303	34621	0	6195	20822	0	58536	1988675	1657190	16541	1739965	19	8927	58011	0	248691	0	1988675	8223	8223	158534	0	0	107993	0	246277	1410913			-9207	1322705	1313778	-8629	1935	0	0	0	248710	0	428043	
24378																																							2014	937	7646	0	0	1611	0	1174	75470	67653	465	68118	0	186	0	0	7352	0	75470	0	0	7449	0	0	0	0	11782	55871			0	50373	50187	-97	511	0	0	0	7352	0	11390	
24659																																							18197	2391	10831	0	1642	672	0	600	130299	120304	553	120857	0	578	0	0	9442	50	130299	0	0	1485	0	0	7950	0	36442	83862			0	50978	50400	-43	7409	0	0	0	9442	0	38157	
24668																																							104134	22357	455765	0	696	27969	200	26132	1868350	1615281	17056	1639872	0	14418	0	0	228478	625	1868350	0	0	96064	0	0	156588	204	365825	1249456			0	1245311	1230893	-24799	0	0	0	7535	228478	0	0	
24949																																							80220	8167	127166	0	1134	4235	0	17654	511349	455315	4223	464538	0	6276	5000	0	46811	1800	511349	0	0	16831	0	0	33223	305	127866	327449			0	278115	271839	-5043	629	0	0	0	46811	0	0	
25357																																							5311	6671	23538	0	944	5460	299	10167	493662	415535	459	446994	0	6340	31000	0	46668	1608	493662	0	0	8883	549	0	36907	0	87554	327981			0	420050	413710	-730	3503	0	0	0	46668	0	23510	
25647																																							29544	5571	34995	0	0	6833	0	4524	341928	296119	2416	312741	0	3223	14206	0	29187	12	341928	0	0	2736	0	0	28079	0	64053	232066			0	263684	260461	-1640	0	0	0	0	29187	0	0	
26457																																							2075	681	10102	0	0	145	0	537	44623	41123	38	41161	0	231	0	0	3462	100	44623	0	0	3223	0	0	250	0	6945	34178			0	24436	24205	-111	0	0	0	0	3462	0	6878	
26765																																							379793	38486	195822	0	8259	54895	0	99135	3326647	2983931	29612	3013543	0	33996	0	0	313104	2360	3326647	0	0	32505	0	0	303036	183	1369933	1613998			0	2583083	2549087	-24797	0	0	0	0	313104	0	987	
27070																																							20143	12920	224498	0	29925	15663	0	39397	920761	757494	3555	788049	0	5437	27000	0	132712	0	920761	0	0	149705	0	0	0	0	82998	674496			0	581810	576373	-16993	1842	0	0	0	132712	0	0	
27548																																							10600	15679	469249	0	15531	19060	0	37217	1336795	1227624	4834	1237458	0	9495	5000	0	99337	250	1336795	0	0	67694	0	0	55854	3382	395141	832483			0	772091	762596	-24461	0	0	0	0	99337	3481	0	
27614																																							11764	7518	259077	0	2746	7825	0	20916	582673	545107	2777	557884	0	1350	10000	0	24789	1515	582673	0	0	38494	0	0	11140	0	151521	393586			0	274177	272827	-26360	0	0	0	0	24789	0	0	
27847																																							16379	9935	141243	0	0	12356	0	26879	756359	684573	3394	697967	0	7238	10000	0	58392	430	756359	0	0	68038	0	0	7982	0	174769	509804			0	556745	549507	-18058	0	0	0	0	58392	0	60	
28013																																							92991	17241	1086868	0	41445	62362	0	266644	5662436	4521849	43310	4977629	108	39031	383597	0	684699	0	5662436	14217	3873	287227	0	0	445322	2346	939114	3582735			-16584	4111856	4072825	-31266	0	0	0	25000	684807	296	5201	
28152																																							13669	3418	59270	0	0	1292	0	6629	209011	195290	2508	197798	0	1444	0	0	11213	105	209011	0	0	4216	0	0	12000	0	55302	139988			0	126177	124733	-5108	0	0	0	0	11213	0	0	
28675																																							1960	1534	122825	0	621	1824	0	3042	220146	183364	272	200136	0	801	16500	0	20010	0	220146	0	0	23079	0	0	0	0	16312	167052			0	89137	88336	-3069	0	0	0	0	20010	4	0	
28732																																							25273	10266	20900	0	0	3016	0	2718	152419	136552	1181	137733	0	1134	0	0	14686	250	152419	0	0	15466	0	0	307	0	53219	83333			0	83315	82181	-1337	4825	0	0	0	14686	0	3240	
29476																																							343	2096	3433	0	199	2187	0	4459	89397	74183	347	75457	0	1696	927	0	13940	0	89397	0	0	8078	0	0	6069	0	10563	63620			-42	73887	72191	-165	3350	0	0	0	13940	0	1139	
29636																																							27008	14274	563345	17	13495	26444	1328	67896	1298752	1118523	12745	1255430	0	5046	0	0	43322	1	1298752	0	0	12252	0	0	124806	0	304640	813883			0	589540	584494	-93737	0	0	0	124162	43322	451	0	
29878																																							284460	7660	92481	0	0	20975	2956	27254	2186516	1468234	27510	1495744	0	17440	0	0	690772	0	2186516	0	0	696804	0	0	0	0	59821	1408413			0	1768170	1750730	-6032	0	0	0	0	690772	0	0	
30052																																							4063	788	0	0	0	2363	0	308	56627	50563	213	50860	0	402	84	0	5767	1000	56627	0	0	4236	0	0	531	0	22517	28046			0	27542	27140	0	11023	0	0	0	5767	0	10942	
30502																																							10534	15782	290634	0	10482	15096	0	18879	1238699	1039863	10667	1149114	0	9844	0	0	89585	542	1238699	0	0	81067	0	0	33734	0	244663	795200			0	863984	854140	-25758	0	0	0	98584	89585	23152	0	
30650																																							18132	711	29624	0	5867	2248	0	1228	164478	142526	223	142749	0	105	0	0	21729	96	164478	0	0	777	0	0	22408	0	49585	92941			0	105658	105553	-1552	1115	0	0	0	21729	0	0	
30810	10507017	812212	5327945	0	0	318857	0	2908990	113025156	3907369	101049179	0	6757000	16248415	989879	11975977	35	113025156	0	0	7425979	366251	0	4601729	0		0	99301030	92544030	-51766	0	0	11975977	31563	208291	0												79903516																	1617545	78285971							0		0					
31134																																							61568	3717	27032	0	0	4865	0	3195	203893	174707	1469	176176	0	1522	0	0	27717	200	203893	0	0	28985	0	0	250	0	58231	116476			0	105038	103516	-1718	0	0	0	0	27717	0	0	
31255																																							42695	7625	166927	0	933	7230	1900	24350	954144	867220	10362	877582	0	8030	0	0	76562	2989	954144	0	0	57146	0	0	31311	980	473411	393809			0	709534	701504	-14884	0	0	0	0	76562	0	0	
