"IDRSSD"	RCONG353	RCONG354	RCONG355	RCONG356	RCONG357	RCONG358	RCONG359	RCONG360	RCONG361	RCONG362	RCONG363	RCONG364	RCONG365	RCONG366	RCONG367	RCONG368	RCONG369	RCONG370	RCONG371	RCONG372	RCONG373	RCONG374	RCONG375	RCONHT50	RCONHT51	RCONHT52	RCONHT53	RCONHT54	RCONHT55	RCONHT56	RCONHT57	RCONHT58	RCONHT59	RCONHT60	RCONHT61	RCONK142	RCONK143	RCONK144	RCONK145	RCONK146	RCONK147	RCONK148	RCONK149	RCONK150	RCONK151	RCONK152	RCONK153	RCONK154	RCONK155	RCONK156	RCONK157	RCONMG95	
	SFP TPS ISS RE INV TRS HTM FV	SFP TPS ISS RE INV TR AFS AMRTZ COST	SFP TPS ISS RE INV TR AFS FV	SFP CORP & SIMILAR LN HTM AMRTZ COST	SFP CORP & SIMILAR LN HTM FV	SFP CORP & SIMILAR LN AFS AMRTZ COST	SFP CORP & SIMILAR LN AFS FV	SFP 1T4 RES MBS I OR G GSE HTM AMRTZ	SFP 1T4 RES MBS I OR G GSE HTM FV	SFP 1T4 RES MBS I OR G GSE AFS AMRTZ	SFP 1T4 RES MBS I OR G GSE AFS FV	SFP 1T4 MBS N I OR G GSE HTM AMRTZ	SFP 1T4 RES MBS N I OR G GSE HTM FV	SFP 1T4 MBS N I OR G GSE AFS AMRTZ	SFP 1T4 RES MBS N I OR G GSE AFS FV	SFP DVRS (MIXED) POOLS SFP HTM AMRTZ	SFP DVRS (MIXED) POOLS SFP HTM FV	SFP DVRS (MIXED) POOLS SFP AFS AMRTZ	SFP DVRS (MIXED) POOLS SFP AFS FV	SFP OTHR CLTRL REF ASSET HTM AMRTZ	SFP OTHR CLTRL REF ASSET HTM FV	SFP OTHR CLTRL REF ASSET AFS AMRTZ	SFP OTHR CLTRL REF ASSET AFS FV	US government agency obligations (ex	US government agency obligations (ex	US government agency obligations (ex	US government agency obligations (ex	Mortgage backed securities (MBS), Is	Mortgage backed securities (MBS), Is	Mortgage backed securities (MBS), Is	Mortgage backed securities (MBS), Is	Asset-backed securities and structur	Asset-backed securities and structur	Asset-backed securities and structur	Asset-backed securities and structur	MBS CMRL PT SCTY GUAR FNMA HTM AMTRZ	MBS CMRL PT SCTY GUAR FNMA HTM FV	MBS CMRL PT SCTY GUAR FNMA AFS AMTRZ	MBS CMRL PT SCTY GUAR FNMA AFS FV	MBS CMRL PT SCTY OTHR HTM AMTRZ	MBS CMRL PT SCTY OTHR HTM FV	MBS CMRL PT SCTY OTHR AFS AMTRZ	MBS CMRL PT SCTY OTHR AFS FV	MBS CMRL OTHR CMRL GUAR FNMA HTM AMT	MBS CMRL OTHR CMRL GUAR FNMA HTM FV	MBS CMRL OTHR CMRL GUAR FNMA AFS AMT	MBS CMRL OTHR CMRL GUAR FNMA AFS FV	MBS CMRL OTHR CMRL OTHR CMRL HTM AMT	MBS CMRL OTHR CMRL OTHR CMRL HTM FV	MBS CMRL OTHR CMRL OTHR CMRL AFS AMT	MBS CMRL OTHR CMRL OTHR CMRL AFS FV	Amortized cost of available-for-sale	
37																								0	0	4698	3989	0	0	7194	6176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
242																								0	0	5815	5224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
279																								0	0	0	0	28014	25262	17095	15621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9649	9495		
354																								0	0	450	441	0	0	57	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
457																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
505																								0	0	0	0	0	0	21797	21438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
1155																								0	0	8155	7921	0	0	1398	1396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
1351																								58462	52735	7983	7289	14	14	1084	1046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
1454																								0	0	153461	139206	0	0	180214	158478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
1669																								0	0	4005	3775	0	0	23328	20176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
1856																								0	0	222	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
2161																								0	0	0	0					0	0	0	0	0	0	3789	3672	0	0	0	0	0	0	0	0	0	0	0	0		
2732																								0	0	19373	18701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
2750																								0	0	7087	6585	0	0	236	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
3252																								0	0	6403	6364	0	0	9445	9080	0	0	0	0	0	0	5322	5078	0	0	0	0	0	0	5747	5517	0	0	0	0		
3458																								0	0	322	256	0	0	5786	5092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
3720																								7751	7000	9042	8745	0	0	70793	62685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
3971																								0	0	46000	39220	0	0	10527	9600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
4156																								0	0	8864	7991	0	0	6773	6236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
4231																								0	0	2000	1921	0	0	18099	15856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
5069																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
5135																								0	0	86363	85170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
5210																								0	0	252445	229251	5247	5145	209910	194346	0	0	0	0	0	0	35689	33922	0	0	0	0	0	0	3029	2802	0	0	0	0		
5461																								0	0	102550	95184	104928	99990	18495	17139	0	0	0	0	0	0	5868	5705	0	0	0	0	0	0	0	0	0	0	0	0		
5751																								0	0	3151	3132	0	0	6521	6295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	666	663	0	0	0	0		
6039																								0	0	1500	1351					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
6329																								0	0	40000	37987					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7009																								0	0	90857	90857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7045																								0	0	1016	941					0	0	0	0	0	0	481	447	0	0	0	0	0	0	0	0	0	0	0	0		
7072																								0	0	6998	6316	26266	23247	742	712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7456																								0	0	3471	3221	0	0	336	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7634																								0	0	571	536	0	0	6609	6195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
8033																								0	0	7893	7573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
8462																								0	0	29263	27076	0	0	41496	37981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
8631																								0	0	11138	10272	0	0	8752	7893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
9357																								0	0	17499	16734	0	0	2831	2702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2347	2326	0	0	0	0		
9553																								0	0	129	128	0	0	19511	17735	0	0	0	0	0	0	57	54	0	0	0	0	0	0	0	0	0	0	0	0		
9807																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
9955																								0	0	28739	26998	0	0	484	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
10250																								0	0	19645	17938	0	0	129717	117537	0	0	0	0	0	0	747	720	0	0	0	0	0	0	0	0	0	0	0	0		
10849																								0	0	8423	7994	0	0	12725	11840	0	0	42	36	0	0	7954	7591	0	0	0	0	0	0	0	0	0	0	0	0		
11145																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18428	16469		
11640																								0	0	14536	12466	0	0	13454	11314	0	0	0	0	0	0	13121	12317	0	0	0	0	0	0	0	0	0	0	0	0		
11837																								0	0	10859	9997	0	0	40683	35460	0	0	0	0	0	0	759	724	0	0	0	0	0	0	0	0	0	0	0	0		
12030																								0	0	4986	4987	0	0	0	0	0	0	0	0	232	233	2921	2938	0	0	0	0	0	0	0	0	0	0	0	0		
12142																								0	0	11173	9668	0	0	56385	48876	0	0	0	0	0	0	11263	10087	0	0	0	0	0	0	3371	2871	0	0	0	0		
12311																																																					
12647																								24212	22034	0	0	7325	6433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	348	0	0	0	0	0	0		
12656																								549	496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
12946																								0	0	168478	154979	0	0	108136	96997	0	0	63	55	0	0	9392	8117	0	0	0	0	0	0	0	0	0	0	0	0		
13103																								0	0	3698	3658					0	0	63333	59274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
13251																								0	0	0	0	0	0	1756	1573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
13457																								0	0	1412	1273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14155																								0	0	250	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14650																								0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14753																								0	0	4145	3819	126	126	518	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14865																								0	0	89307	85354	1323	1323	3958	3738	0	0	0	0	0	0	25210	24415	0	0	0	0	0	0	4830	4680	0	0	0	0		
14977																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
16551																								0	0	3555	3515	0	0	679	641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
17110																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
17147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393331	345955	133359	123384					0	0	0	0	11430	11393	47468	43186	0	0	0	0	0	0	2413	2346	0	0	0	0		
17259																								0	0	1749	1677	0	0	6957	6166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
17950																								0	0	8239	7808	0	0	146623	133775	0	0	0	0	0	0	22648	21212	0	0	0	0	0	0	918	864	0	0	0	0		
17978																								97289	90079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
18050																								0	0	0	0	853	802	184084	165110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24531	22312	0	0	0	0		
18827																								0	0	39987	36892	0	0	8581	8041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
18836																								0	0	5996	5655	0	0	7416	6667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
18854																								0	0	246	240					0	0	0	0	0	0	15976	14927	0	0	0	0	0	0	2837	2648	0	0	0	0		
19356																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
19936																								0	0	18046	16041	214	212	34256	31555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
19972																								0	0	0	0	54	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
20053																								0	0	1526	1478	0	0	1633	1541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
20633																								0	0	10469	9594	0	0	12159	11070	0	0	0	0	0	0	5420	4763	0	0	0	0	0	0	0	0	0	0	0	0		
20857																								0	0	2500	2301	0	0	2514	2422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
21256																								0	0	3499	3287	0	0	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
21359																								0	0	1506	1364	0	0	11407	10161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
21658																								0	0	21268	19809					0	0	0	0	0	0	2063	1944	0	0	0	0	0	0	115	114	0	0	0	0		
22048																								0	0	5179	4831	0	0	32415	28651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
22543																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
22552																								0	0	0	0	0	0	10352	10480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
22730																								0	0	2790	2577	0	0	45768	40845	0	0	0	0	0	0	6936	6671	0	0	0	0	0	0	2010	1788	0	0	0	0		
23456																								0	0	0	0	0	0	66407	60173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
23504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88957	79756	0	0					0	0	0	0	65168	58174	25885	23879	0	0	0	0	163842	152356	185819	173255	0	0	0	0		
23643																								0	0	2040	2034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
23755																								0	0	7268	6586	0	0	50085	44038	0	0	0	0	0	0	4281	3870	0	0	0	0	0	0	0	0	0	0	0	0		
24006																								62090	58960	10941	9928	91830	82548	13684	12046	0	0	0	0	26506	23943	3084	2997	0	0	0	0	59815	51770	0	0	0	0	0	0		
24378																								2000	1989	0	0	7692	7285	7769	7646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
24659																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
24668																								0	0	38242	34090	0	0	4105	3837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
24949																								0	0	20456	18810	0	0	19338	18225	0	0	0	0	0	0	10011	9887	0	0	0	0	0	0	14623	13619	0	0	0	0		
25357																								0	0	0	0	703	715	10227	10380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
25647																								0	0	12508	11756					0	0	0	0	0	0	490	493	0	0	0	0	0	0	396	362	0	0	0	0		
26457																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
26765																								0	0	0	0	0	0	201575	178616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
27070																								0	0	11236	10544	0	0	34904	32144	0	0	0	0	0	0	6380	5896	0	0	0	0	0	0	6769	6205	0	0	4743	4596		
27548																								0	0	13814	13761	0	0	22222	20942	0	0	0	0	0	0	5582	5593	0	0	0	0	0	0	5986	5391	0	0	75348	70320		
27614																								0	0	0	0	0	0	130231	116509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
27847																								0	0	0	0	60	60	29314	26403	0	0	0	0	0	0	8415	7366	0	0	0	0	0	0	0	0	0	0	0	0		
28013																								0	0	76572	74803					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
28152																								0	0	2687	2473					0	0	0	0	0	0	2184	2098	0	0	0	0	0	0	0	0	0	0	0	0		
28675																								0	0	8982	8688					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
28732																								1496	1496	5469	5051	954	954	8214	7445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
29476																								0	0	1000	979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
29636																								0	0	4970	3989	0	0	321939	273011	0	0	0	0	0	0	8785	7455	0	0	0	0	0	0	67482	54586	0	0	0	0		
29878																								0	0	95049	92481					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
30052																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
30502																								0	0	63267	57040	0	0	228723	201412	0	0	0	0	0	0	6709	6325	0	0	0	0	0	0	348	344	0	0	0	0		
30650																								0	0	5270	4961	0	0	7518	6838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
30810																																																					
31134																								0	0	2000	1833					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
31255																								0	0	332	332					0	0	0	0	0	0	965	958	0	0	0	0	0	0	0	0	0	0	0	0		
31657																								0	0	0	0	113895	101465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
31826																								0	0	9599	8677					0	0	0	0	0	0	88	89	0	0	0	0	0	0	0	0	0	0	0	0		
31835																								0	0	17511	15572	0	0	1967	1704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
32234																								0	0	10672	9937	0	0	14202	12538	0	0	0	0	0	0	4472	3822	0	0	0	0	0	0	52	7	0	0	1672	1521		
32766																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
32971																								0	0	1000	995	1	1	4451	4371	0	0	0	0	0	0	1832	1734	0	0	0	0	0	0	3410	3302	0	0	0	0		
33147																								0	0	2730	2521	0	0	5084	4534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	245	0	0	0	0		
33259																								0	0	32027	28966	0	0	31284	27778	0	0	0	0	0	0	972	936	0	0	0	0	0	0	0	0	0	0	0	0		
33268																								0	0	8494	7679	0	0	12359	11553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
33370																								0	0	0	0	56	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
33839																								0	0	9505	8907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
33857																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	2656	2407	0	0	0	0		
34434																								0	0	12946	12279	0	0	27760	25461	0	0	0	0	0	0	505	495	0	0	0	0	0	0	6687	6175	0	0	0	0		
34537																								0	0	5555	5462					0	0	315166	304191	122502	115154	262863	253477	0	0	0	0	8049	7286	56979	54199	0	0	19715	19263		
34555																								0	0	13127	12542					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
34742																								0	0	28977	26864	0	0	11646	10689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1007	954	0	0	0	0		
35057																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
35301																																																					
35646																								0	0	10600	9830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
35879																								0	0	41824	35574	0	0	9351	8516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
36456																								0	0	20131	18228	0	0	7978	7124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
36933																								0	0	5106	4763	0	0	42336	37428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37051																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37341																								0	0	1118	1089	0	0	430	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37435																								34822	32201	10439	9649	7086	6362	159519	142888	0	0	0	0	12550	12013	37184	33890	0	0	0	0	0	0	37795	36507	0	0	0	0		
37640																								0	0	22547	21367					0	0	0	0	0	0	260510	233807	0	0	0	0	0	0	4573	4099	0	0	0	0		
37659																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37949																								0	0	4813	4761	0	0	30730	28334	0	0	6951	6891	0	0	0	0	0	0	0	0	0	0	1344	1261	0	0	0	0		
38740																								0	0	634	597	0	0	56629	50141	0	0	0	0	0	0	25605	23301	0	0	0	0	0	0	1258	1109	0	0	0	0		
39327																								13695	13127	36251	33997	0	0	71422	65570	0	0	0	0	0	0	27650	25740	0	0	0	0	0	0	7739	7270	0	0	0	0		
39756																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	965	812	0	0	0	0		
40033																								0	0	7449	6884	4	4	2437	2291	0	0	254	296	0	0	926	921	0	0	0	0	0	0	128	120	0	0	0	0		
40499																								10000	9832	50377	44173					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
40855																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
41553																								0	0	59805	50794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
41629																								0	0	29984	26936	0	0	2251	1986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
41825																								1876	1822	3518	3201					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
42037																								0	0	1260	1220	0	0	14494	13221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
42354																								0	0	3027	2998	0	0	25995	22741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
42372																								0	0	5014	4995	0	0	9321	8739	0	0	0	0	0	0	911	924	0	0	0	0	0	0	33593	30244	0	0	0	0		
42420																								22061	18594	1000	919					0	0	0	0	0	0	0	0	0	0	0	0	47613	43266	149079	136390	0	0	0	0		
42448																								0	0	21579	19477					0	0	0	0	0	0	0	0	0	0	0	0	0	0	944	821	0	0	0	0		
42457																								0	0	6000	5968	0	0	7025	6043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
43052																								0	0	3527	3449	0	0	9788	9544	0	0	0	0	0	0	920	892	0	0	0	0	0	0	0	0	0	0	0	0		
43351																								0	0	0	0	0	0	702	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
43856																								0	0	1846	1755	0	0	3318	3183	0	0	0	0	0	0	3838	3726	0	0	0	0	0	0	0	0	0	0	0	0		
43959																								0	0	22916	19281	0	0	0	0	0	0	0	0	0	0	967	915	0	0	0	0	0	0	0	0	0	0	0	0		
44040																								0	0	15860	14848	0	0	64975	58127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
44433																								0	0	6336	5947					0	0	0	0	0	0	19241	17836	0	0	0	0	0	0	0	0	0	0	4226	3758		
44741																								0	0	49372	46959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
44750																								0	0	38438	30064	0	0	457	437	0	0	0	0	0	0	251	239	0	0	0	0	0	0	0	0	0	0	0	0		
44929																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
45038																								0	0	22571	20411					0	0	0	0	0	0	4468	3979	0	0	0	0	0	0	1871	1716	0	0	0	0		
45047																								0	0	11040	10556	0	0	8208	7554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
45056																								0	0	7430	7012	0	0	994	917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
45430																								0	0	2000	1861	0	0	35445	31416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
45458																								0	0	6886	6452	0	0	29039	26063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	395	0	0	0	0		
45551																								0	0	22462	21159	0	0	80615	72025	0	0	0	0	0	0	9274	8741	0	0	0	0	0	0	12067	11185	0	0	0	0		
45560																								0	0	24649	21146					0	0	0	0	0	0	0	0	0	0	0	0	0	0	21423	21215	0	0	0	0		
45775																								0	0	17479	15131	0	0	16480	14561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
46053																								0	0	22761	20264	0	0	34789	31361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
46941																								0	0	15285	14214	0	0	26130	23226	0	0	0	0	0	0	800	734	0	0	0	0	0	0	0	0	0	0	0	0		
47247																								0	0	661	638					0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	155	0	0	0	0		
47256																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
47452																								0	0	0	0	0	0	228	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
47500																								0	0	10113	9628	0	0	44474	39222	0	0	0	0	0	0	1948	1766	0	0	0	0	0	0	0	0	0	0	0	0		
48057																								0	0	10837	9706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
48150																								0	0	0	0	0	0	1781	1646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
48374																								0	0	58011	56675	0	0	17799	16156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12200	11038	0	0	0	0		
48440																								0	0	11563	10068	0	0	11776	10666	0	0	0	0	0	0	10741	9505	0	0	0	0	0	0	0	0	0	0	0	0		
49054																								0	0	29281	27283	0	0	1557	1449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49148																								0	0	0	0	0	0	43761	39062	0	0	0	0	0	0	645	612	0	0	0	0	0	0	0	0	0	0	0	0		
49241																								5982	5884	23236	21571	5218	4603	4643	4067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49652																								0	0	13358	12518	0	0	8751	7896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49858																								0	0	0	0	0	0	1623	1523	0	0	0	0	0	0	1011	994	0	0	0	0	0	0	0	0	0	0	0	0		
49951																								0	0	8437	7634	0	0	15864	14030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
50144																								0	0	0	0	49054	43719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
50461																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
51253																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
51356																								0	0	28986	27719					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
51459																								0	0	35828	33468	0	0	87066	79643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
51842																								0	0	34600	30946					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
52719																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
52951																								0	0	950	820	0	0	10750	9869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
53051																								0	0	0	0	29955	27134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
54058																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
54656																								0	0	133972	103987					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
54973																								0	0	39235	38679					0	0	0	0	33055	28164	6024	5709	0	0	0	0	394927	333270	248845	218281	0	0	0	0		
