"IDRSSD"	RCONG353	RCONG354	RCONG355	RCONG356	RCONG357	RCONG358	RCONG359	RCONG360	RCONG361	RCONG362	RCONG363	RCONG364	RCONG365	RCONG366	RCONG367	RCONG368	RCONG369	RCONG370	RCONG371	RCONG372	RCONG373	RCONG374	RCONG375	RCONHT50	RCONHT51	RCONHT52	RCONHT53	RCONHT54	RCONHT55	RCONHT56	RCONHT57	RCONHT58	RCONHT59	RCONHT60	RCONHT61	RCONK142	RCONK143	RCONK144	RCONK145	RCONK146	RCONK147	RCONK148	RCONK149	RCONK150	RCONK151	RCONK152	RCONK153	RCONK154	RCONK155	RCONK156	RCONK157	RCONMG95	
	SFP TPS ISS RE INV TRS HTM FV	SFP TPS ISS RE INV TR AFS AMRTZ COST	SFP TPS ISS RE INV TR AFS FV	SFP CORP & SIMILAR LN HTM AMRTZ COST	SFP CORP & SIMILAR LN HTM FV	SFP CORP & SIMILAR LN AFS AMRTZ COST	SFP CORP & SIMILAR LN AFS FV	SFP 1T4 RES MBS I OR G GSE HTM AMRTZ	SFP 1T4 RES MBS I OR G GSE HTM FV	SFP 1T4 RES MBS I OR G GSE AFS AMRTZ	SFP 1T4 RES MBS I OR G GSE AFS FV	SFP 1T4 MBS N I OR G GSE HTM AMRTZ	SFP 1T4 RES MBS N I OR G GSE HTM FV	SFP 1T4 MBS N I OR G GSE AFS AMRTZ	SFP 1T4 RES MBS N I OR G GSE AFS FV	SFP DVRS (MIXED) POOLS SFP HTM AMRTZ	SFP DVRS (MIXED) POOLS SFP HTM FV	SFP DVRS (MIXED) POOLS SFP AFS AMRTZ	SFP DVRS (MIXED) POOLS SFP AFS FV	SFP OTHR CLTRL REF ASSET HTM AMRTZ	SFP OTHR CLTRL REF ASSET HTM FV	SFP OTHR CLTRL REF ASSET AFS AMRTZ	SFP OTHR CLTRL REF ASSET AFS FV	US government agency obligations (ex	US government agency obligations (ex	US government agency obligations (ex	US government agency obligations (ex	Mortgage backed securities (MBS), Is	Mortgage backed securities (MBS), Is	Mortgage backed securities (MBS), Is	Mortgage backed securities (MBS), Is	Asset-backed securities and structur	Asset-backed securities and structur	Asset-backed securities and structur	Asset-backed securities and structur	MBS CMRL PT SCTY GUAR FNMA HTM AMTRZ	MBS CMRL PT SCTY GUAR FNMA HTM FV	MBS CMRL PT SCTY GUAR FNMA AFS AMTRZ	MBS CMRL PT SCTY GUAR FNMA AFS FV	MBS CMRL PT SCTY OTHR HTM AMTRZ	MBS CMRL PT SCTY OTHR HTM FV	MBS CMRL PT SCTY OTHR AFS AMTRZ	MBS CMRL PT SCTY OTHR AFS FV	MBS CMRL OTHR CMRL GUAR FNMA HTM AMT	MBS CMRL OTHR CMRL GUAR FNMA HTM FV	MBS CMRL OTHR CMRL GUAR FNMA AFS AMT	MBS CMRL OTHR CMRL GUAR FNMA AFS FV	MBS CMRL OTHR CMRL OTHR CMRL HTM AMT	MBS CMRL OTHR CMRL OTHR CMRL HTM FV	MBS CMRL OTHR CMRL OTHR CMRL AFS AMT	MBS CMRL OTHR CMRL OTHR CMRL AFS FV	Amortized cost of available-for-sale	
733755																								0	0	2734	2654	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
733951																								0	0	0	0	0	0	100494	89269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
734248																								0	0	0	0	0	0	50391	45092	0	0	0	0	0	0	940	954	0	0	0	0	0	0	0	0	0	0	0	0		
734350																								620	546	18387	17794	0	0	17	16	0	0	0	0	0	0	2455	2447	0	0	0	0	0	0	19209	18062	0	0	0	0		
734538																								0	0	0	0	0	0	106790	98590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
734613																								0	0	42000	39255	0	0	31495	27758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
735049																								0	0	12355	11642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
735067																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
735414																								3713	3424	0	0	3573	3292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
735441																								0	0	13131	12639	0	0	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
735973																								0	0	17	17	0	0	20985	18524	0	0	0	0	0	0	1294	1226	0	0	0	0	0	0	0	0	0	0	0	0		
736158																								0	0	2400	2234	0	0	4859	4323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
736206																								0	0	22997	21075	321261	280442	20822	20140	0	0	0	0	58260	53295	35723	30982	0	0	0	0	0	0	1234	1167	0	0	0	0		
736550																								0	0	26140	24189	0	0	8226	7484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
736662																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
737548																								0	0	35498	32243	0	0	4473	4154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
738013																								0	0	0	0	0	0	101744	91393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
738040																								0	0	114065	109044					0	0	0	0	0	0	1912	1872	0	0	0	0	0	0	22828	20474	0	0	0	0		
738143																								0	0	159016	142987	0	0	71599	62019	0	0	0	0	0	0	4771	4032	0	0	0	0	0	0	21539	18561	0	0	0	0		
738255																								0	0	0	0					0	0	0	0	0	0	6465	5940	0	0	0	0	0	0	2559	2427	0	0	0	0		
738303																								0	0	12065	10755					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
738657																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
738769																								0	0	121547	108830	0	0	77949	69396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
739346																								0	0	500	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
739355																								0	0	7250	6753					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
739560																								0	0	4192	4268					0	0	94883	90791	0	0	36	37	0	0	17654	16640	0	0	18059	17456	0	0	35186	32723	0	
739832																								0	0	4	4	0	0	18112	15613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	325	0	0	0	0		
740249																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
741068																								0	0	504	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
741152																								0	0	5234	4872	0	0	24097	22161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
741330																								0	0	8000	6927					0	0	0	0	0	0	2254	1909	0	0	0	0	0	0	0	0	0	0	0	0		
741358																								0	0	0	0	213	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
741648																								0	0	450	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
741844																								0	0	13589	12184	0	0	8485	7424	0	0	0	0	0	0	474	455	0	0	0	0	0	0	0	0	0	0	0	0		
741956																								0	0	2547	2386	0	0	11302	10075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
741974																								0	0	0	0	242	224	5091	5091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
742056																								0	0	19205	18480	0	0	19086	17173	0	0	0	0	0	0	3104	3031	0	0	0	0	0	0	1527	1507	0	0	0	0		
742542																								0	0	3745	3363	0	0	16541	14769	0	0	0	0	0	0	683	636	0	0	0	0	0	0	2655	2365	0	0	0	0		
742636																								0	0	0	0	0	0	526	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	651	635	0	0	0	0		
742944																								16900	15353	0	0					0	0	0	0	997	990	0	0	0	0	0	0	454	383	0	0	0	0	0	0		
743679																								0	0	12781	12358	0	0	80680	74030	0	0	0	0	0	0	4872	4163	0	0	0	0	0	0	3380	3020	0	0	0	0		
743950																								0	0	11162	9925	0	0	1955	1830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
744854																								0	0	43873	40657	407	406	10840	10651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
745150																								450	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
745347																								0	0	8338	7797					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
746157																								0	0	2011	2002	0	0	69937	62623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
746429																								0	0	5379	5164	0	0	17011	14968	0	0	0	0	0	0	8520	7906	0	0	0	0	0	0	5270	4768	0	0	0	0		
746755																								0	0	19518	18175	0	0	44679	41438	0	0	0	0	0	0	18549	17715	0	0	0	0	0	0	518	464	0	0	0	0		
746942																								0	0	4367	3995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
746979																								3969	3569	614	595	18	18	41	41	0	0	0	0	11845	10879	3190	3088	0	0	0	0	1076	921	153	149	0	0	0	0		
747051																								0	0	3526	3267					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
747257																								0	0	8812	8585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
748254																								0	0	19644	18070	0	0	48440	43191	0	0	0	0	0	0	22503	20346	0	0	0	0	0	0	0	0	0	0	0	0		
748357																								0	0	0	0	3880	3328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
748441																								0	0	56457	52124	0	0	796	786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
748964																								0	0	53842	49500	0	0	11868	11378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
749242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180868	179262					0	0	0	0	37005	33140	36701	34604	0	0	0	0	45888	42189	223233	205079	0	0	0	0		
749635																								0	0	137410	126911	0	0	236280	215837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21489	18747	0	0	0	0		
749840																								1500	1394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
749943																								0	0	24254	22582	0	0	2808	2557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
750051																								0	0	5797	4973	0	0	0	0	0	0	0	0	0	0	3509	3180	0	0	0	0	0	0	4301	4111	0	0	502	493		
750127																								0	0	36791	32854	0	0	626	605	0	0	0	0	0	0	408	376	0	0	0	0	0	0	0	0	0	0	0	0		
750341																								0	0	11616	10910	0	0	10311	9766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
750444																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
750846																								0	0	10500	10120	0	0	3394	3394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
751254																								0	0	0	0	0	0	8261	7285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	0	0	14567	14206		
751656																								0	0	17813	16775					0	0	0	0	0	0	1786	1704	0	0	0	0	0	0	2013	1909	0	0	0	0		
751852																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
752644																								0	0	2552	2415					0	0	0	0	0	0	1027	920	0	0	0	0	0	0	479	477	0	0	0	0		
752831																								0	0	0	0	0	0	78001	69505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
753052																								0	0	621	612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
753324																								0	0	14656	14017	0	0	163908	143798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
753641																								0	0	890	838	0	0	2620	2262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
753856																								11996	11049	0	0	635	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
754068																								0	0	0	0	27854	27660	946	940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
754246																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
754536																								0	0	19170	17659	0	0	14761	13576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
754826																								5016	4974	3000	3002	46632	42425	31033	27664	0	0	0	0	11484	10830	0	0	0	0	0	0	60200	52520	26922	24452	0	0	0	0		
754853																								0	0	4996	4425	0	0	87949	75776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
754929																								0	0	369410	334421					0	0	0	0	0	0	0	0	0	0	0	0	0	0	71484	68645	0	0	0	0		
755252																								0	0	15743	14978	0	0	52008	45977	0	0	557	538	0	0	19240	18411	0	0	0	0	0	0	1203	1211	0	0	0	0		
755421																								6942	6410	0	0	454	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
755458																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
756343																								0	0	256	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
756848																								0	0	14868	14670	0	0	6178	5600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
757377																								0	0	218551	205216	0	0	142549	130643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
757452																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
757779																								0	0	5780	5651	0	0	997	888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7745	7490	0	0	0	0		
758703																								0	0	17381	15914					0	0	4441	3775	0	0	65328	62988	0	0	0	0	0	0	66280	64498	0	0	0	0		
758842																								0	0	6634	6156	0	0	2375	2247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1013	994	0	0	0	0		
758851																								0	0	0	0	0	0	33	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
759045																								0	0	0	0	0	0	4480	3941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
759625																								0	0	54422	50132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
760210																								0	0	11769	10807	0	0	788	753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
760331																								0	0	26111	24870	1	1	37878	33965	0	0	0	0	0	0	40631	36453	0	0	0	0	0	0	27551	25303	0	0	0	0		
760340																								0	0	5259	5058	0	0	1803	1676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
760434																								17792	16925	0	0					0	0	0	0	0	0	0	0	0	0	0	0	237	207	0	0	0	0	0	0		
760649																								0	0	0	0	0	0	620	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
760854																								0	0	124003	109842	0	0	188456	169840	0	0	0	0	0	0	7270	6303	0	0	0	0	0	0	0	0	0	0	0	0		
760939																								0	0	0	0	0	0	11445	10616	0	0	0	0	0	0	715	643	0	0	0	0	0	0	204	194	0	0	0	0		
760957																								0	0	8000	7396	0	0	11237	9512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
761244																								0	0	11705	9866	0	0	6797	5970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3535	3106	0	0	0	0		
761459																								0	0	9784	9400	0	0	36080	32416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
761543																								0	0	14000	12741	0	0	15361	13184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1007	971	0	0	0	0		
761806																																																					
761833																								0	0	12747	9935					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
761851																								0	0	9404	8476	0	0	4402	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
761954																								0	0	24748	22765	0	0	2036	1957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
762045																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
762447																								0	0	251635	227243					0	0	0	0	0	0	212680	183878	0	0	0	0	0	0	40823	36586	0	0	0	0		
762474																								0	0	0	0	5910	5759	19887	17555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8634	7338	0	0	0	0		
762773																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
763211																								0	0	28006	24530	0	0	50131	44969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1955	1868	0	0	0	0		
763677																								3789	3972	74423	72951	31774	29701	124320	116369	0	0	0	0	0	0	46222	46012	0	0	0	0	2288	2182	31527	29685	0	0	3416	3165		
763930																								0	0	2687	2552	0	0	83111	71067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1015	1015	0	0	0	0		
764030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37904	36453					0	0	0	0	49770	42744	235429	231394	0	0	0	0	17194	15799	60391	59165	0	0	0	0		
764058																								0	0	6311	6279	0	0	9416	8545	0	0	0	0	0	0	4404	4392	0	0	0	0	0	0	3930	3773	0	0	16444	15604		
764067																								0	0	0	0	0	0	28839	25259	0	0	0	0	0	0	1038	989	0	0	0	0	0	0	0	0	0	0	0	0		
764142																								0	0	6000	5601	0	0	34854	31634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1027	908	0	0	0	0		
764151																								0	0	4500	4138	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
764816																								0	0	1507	1362	0	0	5777	5535	0	0	0	0	0	0	917	887	0	0	0	0	0	0	719	715	0	0	0	0		
765318																								0	0	8648	8271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
765354																								0	0	14271	13155					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
765505																								0	0	508	505					0	0	0	0	0	0	978	983	0	0	0	0	0	0	21043	20731	0	0	0	0		
765662																								0	0	426	400	2573	2385	90229	81870	0	0	0	0	1447	1420	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
765877																								0	0	992	967	0	0	9358	8960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
766052																								0	0	2751	2703	0	0	4130	4068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
766164																								0	0	3782	3740					0	0	150550	147170	0	0	0	0	0	0	0	0	0	0	69	68	0	0	0	0		
767040																								0	0	2800	2620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
767152																								0	0	9500	8764					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
767246																								0	0	0	0	0	0	729	729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
767255																								0	0	0	0	0	0	33856	29617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
767554																								0	0	1581	1541	0	0	14012	12398	0	0	0	0	0	0	2022	1920	0	0	0	0	0	0	9840	9018	0	0	0	0		
767572																								0	0	0	0	0	0	4230	4085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
767611																								0	0	11494	10912					0	0	0	0	0	0	726	726	0	0	0	0	0	0	1640	1628	0	0	0	0		
767732																								0	0	21475	19935	0	0	15006	13344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1351	1251	0	0	0	0		
767974																								0	0	0	0	0	0	25	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
768074																								0	0	4241	4041	0	0	2418	2261	0	0	0	0	0	0	24740	23307	0	0	0	0	0	0	12825	12188	0	0	6013	5939		
768458																								0	0	26514	23922					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
768476																								0	0	0	0	11163	9920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
768953																								0	0	0	0	0	0	3463	3038	0	0	0	0	0	0	3321	2870	0	0	0	0	0	0	1095	967	0	0	4272	4024		
769156																								0	0	35164	32210	0	0	988	962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
769334																								0	0	1394	1397	0	0	4427	4190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4287	4263	0	0	0	0		
770451																								0	0	15067	14605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
770545																								2330	2241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
770639																								0	0	21554	19840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
770657																								0	0	168290	140196	0	0	116057	104780	0	0	0	0	0	0	34359	33159	0	0	0	0	0	0	65507	58381	0	0	0	0		
770853																								0	0	0	0	0	0	2454	2373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6277	5689	0	0	0	0		
771047																								0	0	507	473	0	0	1498	1350	0	0	0	0	0	0	57	58	0	0	0	0	0	0	0	0	0	0	0	0		
771140																								0	0	81804	73587					0	0	0	0	0	0	24603	22576	0	0	0	0	0	0	53341	48577	0	0	0	0		
771458																								0	0	8922	8406	0	0	196227	176284	0	0	0	0	0	0	187790	164244	0	0	0	0	0	0	79316	70869	0	0	0	0		
771609																								0	0	68809	61865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
771748																								0	0	4653	3869	0	0	3356	2986	0	0	0	0	0	0	340	337	0	0	0	0	0	0	5370	4788	0	0	0	0		
771878																								0	0	68877	64861	288	300	17432	15284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
772008																								0	0	16058	16033	0	0	131829	124934	0	0	0	0	0	0	2604	2631	0	0	0	0	0	0	66312	61430	0	0	0	0		
772446																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
772754																								0	0	14485	13033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
773032																								0	0	12102	10007					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
773171																								0	0	15751	15278	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
773247																								0	0	33756	30303					0	0	0	0	0	0	6320	6108	0	0	0	0	0	0	3056	2987	0	0	0	0		
773443																								0	0	37019	29348					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
773470																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
773742																								0	0	0	0	0	0	216275	188396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
774132																								0	0	20060	19286	0	0	38955	34423	0	0	0	0	0	0	1781	1754	0	0	0	0	0	0	0	0	0	0	0	0		
774235																								0	0	8808	8206	0	0	6483	6086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
774253																								0	0	0	0	0	0	8802	8085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
774262																								0	0	3000	2736					0	0	0	0	0	0	45030	42039	0	0	0	0	0	0	0	0	0	0	0	0		
774347																								0	0	15000	11681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
775054																								0	0	990	975	0	0	10813	9752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	577	505	0	0	0	0		
775241																								0	0	13930	12979					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
775456																								0	0	0	0	0	0	2350	2094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12664	12069	0	0	10007	9846		
775773																								0	0	12760	12086	0	0	44408	40416	0	0	0	0	0	0	21395	19702	0	0	0	0	0	0	13833	12660	0	0	0	0		
776369																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
776547																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	24126	20909	0	0	0	0		
777254																								0	0	2458	2215	0	0	111	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	345	0	0	0	0		
777366																																																					
777441																								0	0	477	444	0	0	16253	14587	0	0	0	0	0	0	264	249	0	0	0	0	0	0	0	0	0	0	0	0		
777870																								0	0	3009	2782	0	0	2988	2770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2033	1975	0	0	0	0		
778738																								0	0	27337	26973	0	0	2230	2070	0	0	0	0	0	0	57550	57648	0	0	0	0	0	0	0	0	0	0	0	0		
779016																								0	0	37692	36229	0	0	355	353	0	0	0	0	0	0	7437	6970	0	0	0	0	0	0	2032	1909	0	0	0	0		
779351																								0	0	0	0					0	0	0	0	0	0	4729	4783	0	0	0	0	0	0	21074	19750	0	0	0	0		
779360																								0	0	12944	12049	0	0	33399	31720	0	0	0	0	0	0	971	794	0	0	0	0	0	0	1897	1720	0	0	4958	4837		
779641																								0	0	1997	1943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
779650																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
779968																								0	0	356	350	0	0	34947	30382	0	0	0	0	0	0	15460	14453	0	0	0	0	0	0	0	0	0	0	0	0		
780049																								369	361	7062	7107	33025	31116	0	0	500	407	0	0	12689	11754	0	0	0	0	0	0	23391	21209	0	0	0	0	0	0		
780218																								0	0	2500	2294	0	0	118484	105989	0	0	0	0	0	0	26620	23571	0	0	0	0	0	0	2963	2712	0	0	0	0		
780263																								0	0	12941	11289	0	0	3471	3318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3737	3207	0	0	14240	13765		
780722																								0	0	20708	18722					0	0	0	0	0	0	3138	2971	0	0	0	0	0	0	10689	10074	0	0	0	0		
780955																								0	0	16111	15162	0	0	5169	4685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
782016																								0	0	39547	35861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
782306																								0	0	108410	94115					0	0	0	0	0	0	0	0	0	0	0	0	0	0	657	605	0	0	0	0		
782548																								0	0	3200	2877	0	0	3545	3265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
783161																								0	0	113506	106337	0	0	278548	261355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
783246																								0	0	0	0	0	0	31626	28043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
783349																								490	470	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
783648																								0	0	75844	72697					0	0	0	0	0	0	0	0	0	0	0	0	0	0	6003	5868	0	0	0	0		
