"IDRSSD"	RCONG354	RCONG355	RCONG356	RCONG357	RCONG358	RCONG359	RCONG360	RCONG361	RCONG362	RCONG363	RCONG364	RCONG365	RCONG366	RCONG367	RCONG368	RCONG369	RCONG370	RCONG371	RCONG372	RCONG373	RCONG374	RCONG375	RCONHT50	RCONHT51	RCONHT52	RCONHT53	RCONHT54	RCONHT55	RCONHT56	RCONHT57	RCONHT58	RCONHT59	RCONHT60	RCONHT61	RCONK142	RCONK143	RCONK144	RCONK145	RCONK146	RCONK147	RCONK148	RCONK149	RCONK150	RCONK151	RCONK152	RCONK153	RCONK154	RCONK155	RCONK156	RCONK157	
1669																							2001	2007	32023	32536	0	0	13938	13925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1856																							0	0	222	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	402	0	0	0	0	
2161																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																							0	0	25334	25763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																							0	0	149	146	0	0	404	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252																							0	0	5716	5690	0	0	9240	9449	0	0	138	138	0	0	5549	5584	0	0	0	0	0	0	582	582	0	0	0	0	
3458																							0	0	0	0	0	0	3459	3511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720																							0	0	6671	6828	0	0	47952	48951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3971																							0	0	27049	26973	0	0	15595	16199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4156																							0	0	11804	11903	0	0	5792	6044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231																							0	0	1001	1003	0	0	14163	14475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5069																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5135																							0	0	22604	22589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5210																							0	0	181704	183603	10294	10768	102384	105710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	996	1085	0	0	0	0	
5461																							0	0	33401	33652	0	0	39913	40754	0	0	0	0	0	0	9375	9453	0	0	0	0	0	0	0	0	0	0	0	0	
5751																							0	0	4804	4754	0	0	1834	1832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1496	1502	0	0	0	0	
6039																							0	0	1000	1004					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6329																							0	0	17662	17674					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																							0	0	24980	24980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																							0	0	0	0					0	0	0	0	0	0	741	756	0	0	0	0	0	0	0	0	0	0	0	0	
7072																							0	0	0	0	18165	18289	1583	1606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7456																							0	0	502	511	0	0	1693	1752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7634																							0	0	322	331	0	0	6011	6155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8033																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462																							0	0	35400	35771	0	0	38422	39712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8631																							0	0	4123	4116	0	0	2401	2457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9357																							0	0	24771	25351	0	0	6004	6163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6656	6666	0	0	0	0	
9553																							0	0	215	213	0	0	21463	21926	0	0	0	0	0	0	106	107	0	0	0	0	0	0	0	0	0	0	0	0	
9807																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																							0	0	5827	5845	0	0	1010	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10250																							0	0	5153	5359	0	0	69750	71779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10849																							0	0	6257	6585	0	0	27877	28542	0	0	43	35	0	0	11356	12076	0	0	0	0	0	0	0	0	0	0	0	0	
11145																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640																							0	0	13505	13475	0	0	4505	4496	0	0	0	0	0	0	19104	19714	0	0	0	0	0	0	0	0	0	0	0	0	
11837																							0	0	8039	8260	0	0	33337	34191	0	0	0	0	0	0	1727	1651	0	0	0	0	0	0	0	0	0	0	0	0	
12030																							0	0	8410	8452	0	0	0	0	0	0	0	0	353	362	4908	4977	0	0	0	0	0	0	0	0	0	0	0	0	
12142																							0	0	7413	7528	8	8	41387	42242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2982	2957	0	0	0	0	
12311																																																			
12647																							1216	1219	0	0	530	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	323	0	0	0	0	0	0	
12656																							200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12946																							0	0	14678	14758	0	0	37386	38908	0	0	85	70	0	0	1844	1997	0	0	0	0	0	0	0	0	0	0	0	0	
13103																							0	0	23891	24043					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																							0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13457																							0	0	1652	1660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14155																							0	0	250	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14650																							250	250	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14753																							0	0	0	0	221	235	609	627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14865																							0	0	4999	4979	0	0	1438	1451	0	0	0	0	0	0	2620	2590	0	0	0	0	0	0	1436	1446	0	0	0	0	
14977																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16551																							0	0	3710	3958	0	0	1446	1489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16748																							0	0	394	406	0	0	1120	1163	0	0	0	0	0	0	182	190	0	0	0	0	0	0	0	0	0	0	0	0	
17110																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31087	30984	0	0					0	0	0	0	114311	114541	119011	126010	0	0	0	0	0	0	0	0	0	0	0	0	
17259																							0	0	999	1003	0	0	3151	3328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17950																							0	0	12294	12811	0	0	99599	102290	0	0	0	0	0	0	27718	29205	0	0	0	0	0	0	1574	1640	0	0	0	0	
17978																							92781	93368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18050																							0	0	0	0	1388	1470	131487	134802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18827																							0	0	35962	35979	0	0	12318	12636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18836																							0	0	3519	3568	0	0	4072	4116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18854																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19356																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19936																							0	0	22105	22118	955	994	28309	29093	0	0	0	0	0	0	0	0	0	0	0	0	500	500	0	0	0	0	0	0	
19972																							0	0	0	0	77	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20053																							0	0	1156	1192	0	0	2770	2868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20633																							0	0	6731	6751	0	0	9610	9855	0	0	0	0	0	0	2695	2694	0	0	0	0	0	0	0	0	0	0	0	0	
20857																							0	0	2855	2858	0	0	1540	1640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21256																							0	0	3099	3101	0	0	22	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21359																							0	0	28	30	0	0	6391	6530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21658																							0	0	9798	9830					0	0	0	0	0	0	0	0	0	0	0	0	0	0	3182	3192	0	0	0	0	
22048																							0	0	3919	3890	0	0	8792	8966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22543																							0	0	6308	6319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22552																							0	0	0	0	0	0	652	652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22730																							0	0	1091	1116	0	0	25597	26331	0	0	0	0	0	0	8942	9315	0	0	0	0	0	0	3475	3572	0	0	0	0	
23456																							0	0	0	0	0	0	41768	42642	0	0	0	0	0	0	183	184	0	0	0	0	0	0	0	0	0	0	0	0	
23504																							0	0	0	0					0	0	0	0	13069	13694	24920	24807	0	0	0	0	24133	25020	61102	62336	0	0	0	0	
23643																							0	0	1000	1003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23755																							0	0	0	0	0	0	16558	16913	0	0	0	0	0	0	3411	3531	0	0	0	0	0	0	0	0	0	0	0	0	
24006																							31228	31678	1000	1007	77184	80355	23417	23644	0	0	0	0	33687	35072	3276	3418	0	0	0	0	15382	16084	0	0	0	0	0	0	
24378																							0	0	0	0	0	0	7050	7083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24453																							0	0	3943	4023	0	0	4901	5161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2351	2461	0	0	0	0	
24659																							500	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24668																							0	0	10009	9975	0	0	6956	7090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24949																							0	0	0	0	0	0	4483	4709	0	0	0	0	0	0	5415	5703	0	0	0	0	0	0	13376	13803	0	0	0	0	
25357																							0	0	0	0	1221	1268	19864	20319	0	0	0	0	0	0	0	0	0	0	0	0	477	477	895	898	0	0	0	0	
25647																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	451	459	0	0	0	0	
26176																							0	0	2683	2872	0	0	5550	5806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26457																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26765																							0	0	2699	2667	0	0	83900	85659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27070																							0	0	4541	4654	0	0	40449	41177	0	0	0	0	0	0	3736	3834	0	0	0	0	0	0	3472	3468	0	0	1996	2046	
27548																							0	0	12510	12561					0	0	1993	1989	0	0	6887	7074	0	0	0	0	0	0	3564	3631	0	0	23550	23969	
27614																							0	0	0	0	0	0	70105	71572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27847																							0	0	0	0	121	131	28237	29377	0	0	0	0	0	0	5967	5970	0	0	0	0	0	0	0	0	0	0	0	0	
28013																							0	0	3168	3158					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28152																							0	0	5939	6151					0	0	0	0	0	0	1805	1889	0	0	0	0	0	0	0	0	0	0	0	0	
28675																							0	0	3042	3137					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28732																							0	0	0	0	0	0	3035	3135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29476																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29636																							0	0	11870	12061	0	0	490629	491085	0	0	0	0	0	0	28568	29836	0	0	0	0	0	0	22101	22124	0	0	0	0	
29878																							0	0	35330	39346					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30052																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30502																							0	0	989	1002	0	0	115658	117783	0	0	0	0	0	0	7059	7495	0	0	0	0	0	0	831	839	0	0	0	0	
30650																							0	0	0	0	0	0	8036	8214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30810																																																			
31134																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31255																							0	0	471	469					0	0	0	0	0	0	10934	11495	0	0	0	0	0	0	0	0	0	0	0	0	
31657																							0	0	0	0	64072	65197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31826																							0	0	999	999					0	0	0	0	0	0	130	130	0	0	0	0	0	0	0	0	0	0	0	0	
31835																							0	0	14455	14487	0	0	3073	3088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32234																							0	0	0	0	0	0	4848	4942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	50	0	0	0	0	
32766																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32971																							0	0	0	0	2	2	520	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565	598	0	0	0	0	
33147																							0	0	510	518	0	0	4065	4197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	588	593	0	0	0	0	
33259																							0	0	1027	1059	0	0	0	0	0	0	0	0	0	0	1004	1099	0	0	0	0	0	0	0	0	0	0	0	0	
33268																							0	0	7558	7719	0	0	19900	20478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583	584	0	0	0	0	
33370																							364	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33839																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33857																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	3295	3278	0	0	0	0	
34425																							0	0	13682	13810	0	0	16468	16974	0	0	0	0	0	0	217	214	0	0	0	0	0	0	11602	12118	0	0	0	0	
34434																							0	0	4017	4111	0	0	8900	9201	0	0	0	0	0	0	1002	1060	0	0	0	0	0	0	356	366	0	0	0	0	
34537																							0	0	8150	8676					0	0	202564	202195	69139	74213	129012	138118	0	0	0	0	5561	5779	30874	31217	0	0	25021	26341	
34555																							0	0	5028	5078					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34742																							0	0	3000	3000	0	0	17441	18004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1010	1062	0	0	0	0	
35057																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35301																																																			
35570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38989	38588	2156	2252					48592	66084	0	0	48410	52358	141842	141847	0	0	0	0	128030	133042	624923	630307	0	0	0	0	
35646																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35879																							0	0	26769	26644	0	0	3415	3618	0	0	0	0	0	0	1373	1451	0	0	0	0	0	0	456	474	0	0	0	0	
36456																							0	0	7070	7135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
36933																							0	0	3200	3369	0	0	7755	7863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37051																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37341																							0	0	2004	1944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37435																							24996	24959	20453	20546	3695	3871	77306	79767	0	0	0	0	0	0	35124	35897	0	0	0	0	0	0	48660	50054	0	0	0	0	
37640																							0	0	18491	18439					0	0	0	0	0	0	86152	87190	0	0	0	0	0	0	0	0	0	0	0	0	
37659																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37949																							0	0	7302	7281	0	0	34233	35090	0	0	7469	7398	0	0	0	0	0	0	0	0	0	0	1610	1677	0	0	0	0	
38740																							0	0	1556	1572	0	0	25659	26263	0	0	0	0	0	0	23036	23681	0	0	0	0	0	0	1810	1824	0	0	0	0	
39327																							0	0	12292	12465	0	0	30468	30992	0	0	0	0	0	0	11313	11538	0	0	0	0	0	0	0	0	0	0	0	0	
39756																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40033																							0	0	4722	4877	4	4	1061	1108	0	0	254	314	0	0	2144	2221	0	0	0	0	0	0	144	146	0	0	0	0	
40499																							0	0	21251	22215					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40855																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41553																							0	0	43039	42840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41629																							0	0	3000	3006	0	0	3649	3699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41825																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41955																							0	0	4581	4572	0	0	3472	3506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	261	0	0	0	0	
42037																							0	0	393	399	0	0	6863	6930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42354																							0	0	5055	5241	0	0	24712	25505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42372																							0	0	7906	7862	0	0	0	0	0	0	0	0	0	0	1295	1289	0	0	0	0	0	0	10928	10941	0	0	0	0	
42420																							0	0	100996	100998					0	0	0	0	0	0	0	0	0	0	0	0	46536	48321	182823	191180	0	0	0	0	
42448																							0	0	23001	23278					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42457																							0	0	0	0	0	0	7097	7099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43052																							0	0	2549	2613	0	0	3967	4170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43351																							0	0	0	0	0	0	1273	1309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43856																							0	0	500	517	0	0	2183	2275	0	0	0	0	0	0	1030	1032	0	0	0	0	0	0	0	0	0	0	0	0	
43959																							0	0	18312	18370	0	0	23919	24919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44040																							0	0	5563	5650	0	0	32332	32959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44433																							0	0	4281	4233					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44741																							0	0	39516	42707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44750																							0	0	12326	12330	0	0	1081	1085	0	0	0	0	0	0	251	267	0	0	0	0	0	0	0	0	0	0	0	0	
44929																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45038																							0	0	8318	8421					0	0	0	0	0	0	2173	2264	0	0	0	0	0	0	1425	1473	0	0	0	0	
45047																							0	0	6068	6079	0	0	13742	13924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45056																							0	0	249	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45430																							0	0	0	0	0	0	21888	22845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45458																							0	0	1159	1211	0	0	15322	15525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1951	1970	0	0	0	0	
45551																							0	0	21637	22214	0	0	22157	23009	0	0	0	0	0	0	9474	10180	0	0	0	0	0	0	1632	1713	0	0	0	0	
45560																							0	0	16633	16643					0	0	0	0	0	0	0	0	0	0	0	0	0	0	13078	13110	0	0	0	0	
45775																							0	0	11000	11016	0	0	14958	15118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
46053																							0	0	6499	6626	0	0	23403	23977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
46941																							0	0	3105	3122	0	0	13657	13877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47247																							0	0	1085	1144					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1005	1001	0	0	0	0	
47256																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47452																							0	0	0	0	0	0	301	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47500																							0	0	2435	2674	0	0	21838	22059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
48057																							0	0	8750	8745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
48150																							0	0	1001	1014	0	0	2995	3044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
48374																							0	0	46878	47863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
48440																							0	0	3051	3093	0	0	10098	10515	0	0	0	0	0	0	4110	4479	0	0	0	0	0	0	0	0	0	0	0	0	
49054																							0	0	0	0	0	0	1257	1288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
49148																							0	0	0	0	0	0	37180	37916	0	0	0	0	0	0	1022	1053	0	0	0	0	0	0	0	0	0	0	0	0	
49241																							11504	11725	15945	16239	1338	1360	1559	1575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
49652																							0	0	5251	5392	0	0	7299	7431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
49858																							0	0	0	0	0	0	2703	2757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
49951																							0	0	0	0	0	0	16100	16099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
50144																							0	0	0	0	30229	31289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
50461																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
