"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLG24	RCONLG25	RIADG377	
2654911																																																																0	0	0	0	0	0	0	2896		0	1197600	0	0	0	1191248	3368	950515	363	21895	61341	125901	183513	789401	1507	2840	184	1565	14	42	239	0	0	0	0	0	0				0	0	0	0	0	0	0			1156	512	0	0	0	0	0	0	0	0	0	0	0	0		1117271				1156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	CONF	CONF		
2661861																																																																4657	15307	2999	100	123065	0	123065	4576		0	367368	2678	0	0	30338	3082	20283	42852	762	764	652	5026	5100	18035	33366	14798	95774	30361	43151	122256	0	0	0	0	982	0		0	0	6278	13133	85721	79334	0	0	0			43	0	0	0	0	0	0	0	0	0	0	0	0	0		17855				43	18	0	3017	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	208	0	CONF	CONF		
2666400																																																															0	0	28595		0			138075	19170		0	946874	0	0	0	30235	43	0	120833	0	0	296	2227	0	27712	94626	98289	197535	238113	271444	12445				0	6			0	0	12496	10657	39301	121051			0			0	0														82668	0	0	0	358		0	70833	0	0	0	0	0	0	0	431554	0	0	0	0	0			358	0	0	0	0	44858	0	CONF	CONF		
2667920																																																															0	0	0		0			0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0					0	0	0	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0		0	0	0	0	CONF	CONF	0	
2667939																																																															0	66218	137		39122			30360	247		0	194651	0	5650	0	1994	1151	0	59320	0	5	0	115	744	1020	18875	40440	25303	32176	67421	8442				0	1			0	0	203	10058	32486	6254			0			0	0														49915	0	0	0	0		0	0	0	0	0	0	0	0	0	606	0	0	0	0	0			0	0	0	0	0	164	0	CONF	CONF		
2667957																																																																50254	17339	0	31894	109611	0	109611	421		43	494073	0	0	799	63853	2071	0	114311	119	1066	2435	2072	23917	34244	72193	47940	107487	92531	108341	1727	0	0	0	0	22	0		0	0	1096	11634	82222	117911	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		159279				0	451	0	451	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	4942	0	CONF	CONF		
2668598																																																																1421	10924		0			35974	23697		3795	280116	0	0	0	109397	4135	16632	27941	1278	4329	5530	11216	20209	66592	26834	4414	32380	24279	51959	27230				0	139			0	0	4187	1972	51684	27737			0			441	0														116930	0	0	0	446		0	85	0	0	0	0	0	0	0	432	0	0	0	5	0			0	0	0	0	0	4537	0	CONF	CONF		
2684552																																																															0	7810	756	0	11718	66314	0	66314	0		1901	268017	0	5585	0	47467	3127	6650	87840	13894	3670	8948	14231	3335	3390	34017	54348	30463	33520	33936	32847	0	0	0	0	0	0		0	0	6641	27093	9466	54642	0	5585	0			841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48341				910	0	965	0	0	0	0	0	0	0	0	9008	0	0	0	0	0	18	0	51	0	0	0	0	15524	18	CONF	CONF	0	
2686211																																																																1545	13482	0	0	32180	0	32180	1211		0	429188	2125	0	0	11236	254	9801	48284	881	474	4105	5066	0	0	100795	31960	117382	125243	26833	6173	0	0	0	0	275	0		1528	1327	6374	57075	141582	166000	0	0	0			0	483	0	0	0	0	0	0	0	0	0	0	0	0	0	119644				0	36	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	CONF	CONF	0	
2687133																																																															0	15339	8438	0	998	66245	0	66245	7319		2660	276190	0	0	0	53437	4912	3802	38573	1605	3841	5756	12666	2697	26871	12023	22411	72233	70695	38938	6460	0	0	0	0	19	0		0	0	4397	14467	58749	35624	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		174752				1413	9	0	9	0	0	0	0	0	0	0	3577	0	0	0	0	0	1413	0	0	0	0	0	0	0	1413	CONF	CONF		
2687487																																																															0	0	0		0			62632	0		0	244610	0	0	0	0	0	0	0	0	0	0	0	0	0	239045	0	5565	0	0	0				181978	0		1576	0	0	0	0	0	0			0			0	0														0	0	0	0	505		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			505	0	0	0	0	0	0	CONF	CONF		
2692753																																																															0	4286	20206	0	32	125890	0	125890	35570		14239	903698	0	902	0	232859	4035	206945	81677	3982	15984	49075	30875	57605	73280	65231	44053	185715	80555	125353	164485	0	0	0	70	1032	0		8703	5569	7671	62850	142408	240340	0	902	0			56	744	0	0	0	0	0	0	0	0	0	0	0	0	0	698299				56	0	0	0	0	0	0	0	0	0	0	4339	0	0	0	0	0	0	0	0	0	0	0	0	6969	0	CONF	CONF	0	
2693264																																																																42387	137426	0	14146	760044	0	760044	36491		2241	2084456	0	20396	2140	135636	1316	61417	1029235	8435	5145	19016	26985	42261	32370	502576	768355	344753	215621	111730	3061	0	0	0	0	357	0				23964	52617	149915	150949	0	20396	0			161	703	0	0	0	0	0	0	0	0	0	0	0	0		543270				990	7495	0	7495	0	0	0	0	0	0	0	30	0	89	0	0	740	0	0	0	0	0	0	0	549046	0	CONF	CONF		
2694681																																																																5011	52320		0			138256	8548		0	1830847	2774	0	9159	67303	3305	43546	177385	1497	6100	15926	23212	20568	0	60027	118999	447615	688409	450164	0				0	0			1317	1279	855	113192	628435	811002			0			0	0														1828227	0	0	0	1570		0	17	0	0	0	0	0	0	0	216	0	0	0	0	1570			0	0	0	0	0	5161	0	CONF	CONF		
2694944																																																															0	1501	7328		351			23841	3061		0	88956	0	0	2319	19303	367	14645	7355	571	2275	4703	1155	7864	2598	11362	8379	22165	17182	7717	2848				0	374			0	0	1852	837	7305	20158			0			646	0													0	14339	0	0	0	646		0	14	0	0	0	0	0	0	0	2074	0	0	0	0	0			0	0		0	0	590	0	CONF	CONF	0	
2696180																																																																22772	0		10745			9818	0		583	70833	0	0	0	18004	28	4859	17890	866	1060	1554	3486	5393	5545	12902	4313	5302	10328	14219	5753				0	8			0	0	1270	183	3869	328			0			0	0														26996	0	0	0	185		0	0	0	0	0	0	0	0	0	1347	0	0	0	0	0			185	185	0	0	0	1878	0	CONF	CONF		
2697963																																																															0	0	43510	0	0	78945	0	78945	0		0	217826	343	0	10596	13002	0	4678	26532	352	2654	6520	1265	1325	0	23621	12363	40054	76556	32956	17659	0	0	0	0	0	0		0	0	2958	18025	43155	18574	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	9869	27659				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	13	
2700984	2276			0	0	1609181	95780		0	0	1707237	0	0			1704345	1704345	0	90	66	1781	339	0	0	0	0	0	0	0	0		0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	249807	0	0	0	0	0	0	0	0	0	0		0	2276	0	0	1608306	6243		0	0	0	1616825	0	0		0	0	0		0	0	0	0	0	0							0	0	0	0	0					0	0	0	0			0			0	0																			0	0		0	0	0	0	0	0		0	0	0	0	0	0				0				0		CONF	CONF		
2702764																																																																8389	0		6594			9916	2743		435	64309	0	0	0	12683	0	1671	6937	285	386	2849	2491	5497	999	4162	5508	7926	16769	14754	2507				0	16			0	0	0	986	5944	13686			0			0	176														25370	0	0	0	0		0	0	0	0	0	0	0	0	0	1528	0	0	0	0	0			0	0	0	0	0	1389	0	CONF	CONF		
2705112																																																																4804	138		3029			21464	1441		163	106772	0	0	0	30508	4006	17610	12899	90	3816	7775	10179	4650	4000	9665	6977	24010	23360	8333	3918				0	0			0	0	3018	5836	25741	2242			0			0	0													0	30508	0	0	0	18		0	0	0	0	0	0	0	0	0	3815	0	0	0	0	0			18	0		0	0	567	0	CONF	CONF	0	
2705895																																																															0	0	433239		0			591501	0		0	3136273	0	0	0	131768	3786	14029	623111	16150	15135	26995	10921	5232	57335	688057	356763	972589	687860	293356	261				0	0			0	0	0	238469	636291	1055569			0			999	0														841877	0	0	0	1360		0	0	0	0	0	0	0	0	0	0	0	0	0	0	361			0	0	0	0	0	45650	0	CONF	CONF		
2708122																																																															0	5672	43490		62			113574	16107		0	609406	0	0	0	108249	2938	78956	1097	7604	2776	14161	44515	27490	11703	114542	12544	131819	101260	99461	41523				0	17624			0	0	2238	20271	95551	138068			0			109	0														37889	0	0	0	1265		0	5051	0	0	0	0	0	0	0	16	0	0	0	0	0			1156	0	0	0	1156	40495	0	CONF	CONF		
2710554																																																															0	579	3416		2769			9930	1465		0	82223	245	0	0	29572	139	0	6024	230	195	555	653	3724	24215	5064	535	7334	5407	6358	28198				0	0			0	0	240	6620	8885	16563			0			0	0														0	0	0	0	102		0	0	0	0	0	0	0	0	0	1570	0	0	0	102	0			0	0		0	0	720	0	CONF	CONF		
2713920																																																															0	0	0		0			0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0	0	0	0	0			0			0	0														0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	CONF	CONF		
2716088																																																															0	2084	21342		0			24176	11408		0	633212	343	0	0	146510	2380	7308	160360	7846	14802	36088	46356	26346	14632	50748	87253	98664	103407	143686	2942				0	9			0	0	66885	108510	119645	124198			0			121	184													4215	20000	0	0	0	1948		0	40	0	0	0	0	0	0	0	502	0	1024	0	217	430			3	0	0	0	0	5866	153	CONF	CONF	77	
2716828																																																															0	3701	16160		2126			22819	406		0	140680	0	0	0	30202	648	3418	21189	511	3401	8885	10575	5750	613	5394	12205	22139	26997	37007	6231				0	0			0	0	3030	7079	18750	33703			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		61391				0		0	11	0	0	0	0	0	0	0	597	0	0	0	0	0			0	0		0	0	1448	0	CONF	CONF		
2717012																																																																0	159182		0			564168	5785		0	1227039	0	0	0	25603	4750	509	158960	2396	1452	960	855	19124	816	240715	64334	369295	125131	278350	83695				0	0			0	0	0	11684	184708	188044			0			0	0														434325	0	0	0	0		0	0	0	0	0	0	0	0	0	80661	0	0	0	0	0			0	0	0	0	0	2454	0	CONF	CONF		
2718596																																																																14932	9504		7564			44448	3600		506	142290	0	0	0	22881	302	0	25449	807	749	4160	7397	7529	1955	7154	16752	50889	34856	6205	1376				0	0			0	0	3178	0	19163	13453			0			470	0														0	0	0	0	470		0	37	0	0	0	0	0	0	0	639	0	0	0	0	0			0	0		0	0	2083	0	CONF	CONF		
2719810																																																																0	0		0			0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0	0	0	0	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		0				0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0		0	0	0	0	CONF	CONF		
2723376																																																															0	0	0		0			0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0	0	0	0	0			0			0	0														0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0		0	0	0	0	CONF	CONF		
2724766																																																																7478	1271		4060			1426	124		0	25891	0	0	0	7380	6	0	9051	110	903	2016	3863	488	0	2965	5073	3001	7472	0	0				0	0			0	0	578	0	0	1884			0			0	0														4251	0	0	0	0		0	0	0	0	0	0	0	0	0	649	0	0	0	0	0			0	0	0	0	0	1035	0	CONF	CONF		
2726050																																																															0	19354	0		40211			22314	0		464	98097	0	0	0	4333	287	1844	32896	49	530	1078	981	801	894	22634	10262	6419	15944	15529	15990				0	31			0	0	0	1703	4021	2304			0			36	0														10076	0	0	0	2201		0	0	0	0	0	0	0	0	0	1985	0	0	0	0	0			2165	0	0	0	2165	1090	0	CONF	CONF		
2728661																																																															0	13852	7339	0	20614	220794	0	220794	17213		0	878546	0	0	0	110684	3256	43989	126318	14859	7166	16939	32652	8257	30772	245084	53936	167776	193220	94617	12734	0	0	0	0	85	0		0	0	30838	68286	151925	196020	0	0	0			241	15	0	0	0	0	0	0	0	0	0	0	0	0		41075				1253	2313	0	2313	0	0	0	0	0	0	0	2798	0	0	0	0	955	0	0	57	0	0	0	0	32529	0	CONF	CONF		
2728746																																																																0	309		0			2061	0		0	28142	0	0	0	20295	0	19828	1583	2726	7012	1850	6732	932	0	2391	2723	1609	62	0	0				0	0			0	0	0	0	866	4593			0			0	0														19166	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0		0	0	18	0	CONF	CONF		
2729677																																																																0	0		0			0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0	0	0	0	0			0			0	0													0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0		0	0	0	0	CONF	CONF	0	
2730431																																																															0	2496	13476		0			51924	5617		0	309534	0	56	0	8451	692	8078	21106	344	1420	2193	4336	13	81	39369	18690	110092	116167	2119	0				0	0			0	0	8143	5434	106369	106801			0			0	0														309534	0	0	0	7889		0	12	0	0	0	0	0	0	0	63	0	0	0	4016	3873			0	0	0	0	0	0	0	CONF	CONF		
2732565																																																																28039	6481		12134			64279	1610		4149	205634	0	999	0	22471	1971	19609	48497	737	884	1294	2696	2934	13862	24509	30485	40291	32732	26568	28572				0	58			0	0	8052	14028	11745	21930			0			0	0														29221	0	0	0	0		0	5545	0	0	0	0	0	0	0	965	0	0	0	0	0			0	0	0	0	0	1178	0	CONF	CONF		
2733263																																																															0	530	27836		0			33191	7946		0	262759	328	0	0	56165	4371	18796	27336	7633	2512	11430	6610	14203	13437	44704	17332	71060	50305	20861	1160				616	69			0	0	1694	33169	57385	37573			0			0	235														135987	0	0	0	0		0	153	0	0	0	0	0	0	0	1926	0	0	0	0	0			0	0	0	0	0	463	0	CONF	CONF		
2734729																																																															0	0	37413	0	0	856928	0	856928	39811		0	2060910	0	0	6197	17971	1130	7558	275542	2873	250	919	5963	7967	0	116251	156168	199509	784642	779638	4326	0	0	0	115	5238	0		0	0	0	44157	667282	383863	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		1051144				218	2549	99	2549	0	0	0	0	0	0	0	7	0	0	0	0	0	218	0	0	0	0	0	0	4347	218	CONF	CONF		
2735137																																																															0	6970	24930		4547			21223	599		0	169986	97	0	0	22181	42	54	24393	442	4806	4456	9112	3364	0	24003	404	29824	46965	42901	3806				0	103			0	0	718	15763	19821	52284			0			0	0														104007	0	0	0	0		0	659	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0		0	0	243	0	CONF	CONF		
2735146																																																																0	1601764	0	0	1007502	0	1007502	1337180		0	34819910	0	2838124	0	14651901	27577	7936130	17864854	2726572	4802428	4419970	1456285	1033742	167603	2611662	7724192	2382225	3733967	3386964	21911	0	0	0	2706	0	0		602212	562243	100870	25840	196834	2696091	0	2838124	0			238003	2333183	0	0	0	0	0	0	0	0	0	0	0	0		20639680				240343	0	10333055	0	105247	16628	0	0	0	0	0	0	0	0	0	0	0	2340	0	0	0	0	0	0	466	2340	CONF	CONF		
2736219																																																																0	24904		0			630560	0		0	756858	0	8712	0	153	0	0	305454	0	0	0	0	47	106	277456	27998	272337	144920	27304	840				7470	0			9542	8406	0	13965	2815	9619			0			0	0														219596	0	0	0	508		42291	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	16369	508	CONF	CONF		
2736291																																																															0	0	1743712	0	0	484385	0	484385	91010		0	7814654	0	84	0	1154511	12516	273626	1380147	30596	87883	28291	61794	203464	727566	1902715	514053	1252795	1529984	1261039	174338	0	0	0	31	1937	0				3269	784727	353574	1944180	0	84	5200			9500	4421	0	0	0	0	0	0	0	0	0	0	0	0	0	1607239				9535	1049479	0	1049479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	191239	0	CONF	CONF	0	
2736451																																																																18368	16569	0	4450	86010	0	86010	12475		451	575954	0	0	0	204338	6556	78504	50068	6678	12610	32664	38677	63904	47226	49955	22623	110441	79446	70497	35686	0	0	0	888	690	0		19	5	4513	20518	115382	63999	0	0	0			928	118	0	0	0	0	0	0	0	0	0	0	0	0	0	155556				1560	1693	0	1693	0	0	0	0	0	0	0	4081	0	0	0	0	0	31	0	601	599	0	0	0	14973	31	CONF	CONF	0	
2736714																																																																100508	18407		36222			147865	4834		4906	805534	2653	0	0	30197	1239	25805	141145	5757	3108	7829	4300	9203	0	144022	57860	172660	76745	321313	5263				0	33			1546	1293	10723	51779	197414	203850			0			0	0													0	504380	0	0	0	35		0	187	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	23	35	CONF	CONF	0	
2737980																																																																203	421	0	0	7249	0	7249	84266		0	2715498	0	0	0	1730916	111490	332641	9410	1311918	28318	36556	120575	156873	69229	678550	67990	30889	33097	26016	146463	0	0	0	0	549	0		0	0	72485	90298	4181	128	0	0	0			5174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1336496				7374	7136	606176	7136	0	0	0	0	0	0	0	0	0	1102	0	967	0	0	0	131	0	0	0	0	0	0	CONF	CONF	0	
2743244																																																															0	9477	24455	4017	4734	344574	0	344574	17639		68666	1617562	0	0	1233	447695	6671	25229	269631	10174	14772	37110	52985	231465	100769	92767	152679	329749	324566	254904	12315	0	0	0	958	1579	166		0	0	32716	94605	310313	212524	0	0	0			303	184	0	0	0	0	0	0	0	0	0	0	0	0		680471				1454	5484	10066	9501	0	0	0	0	0	0	0	6290	0	0	0	768	383	0	0	0	0	0	0	0	15099	0	CONF	CONF		
2744782																																																															0	8851	32630	0	1474	106935	0	106935	25711		0	660963	0	0	3305	115363	2720	13392	102125	5198	12007	31790	34058	30035	2139	49488	56717	144285	74423	211666	6093	0	0	0	0	351	0		2126	1132	46876	56731	127637	132228	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352496				290	0	0	0	0	0	0	0	0	0	0	666	0	0	0	0	0	290	0	0	0	0	0	0	2790	290	CONF	CONF	0	
2745426																																																																1162	9732	0	1106	77558	0	77558	13745		2819	430455	1100	0	0	49622	636	8522	73853	10502	3990	8216	8260	8908	9687	22270	49089	102743	119973	87421	0	0	0	0	0	44	0		0	0	16750	24448	83250	140166	0	0	0			43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188635				144	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	101	0	0	0	0	0	0	10281	101	CONF	CONF	0	
2745529																																																																0	0		0			0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0	0	0	0	0			0			0	0														0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0		0	0	0	0	CONF	CONF		
2746245																																																															0	4004	2294		60			20724	1612		219	91071	0	0	0	37467	963	232	19334	2356	4644	9992	16207	3776	493	6761	9742	14033	22058	752	0				0	0			0	0	2118	600	7329	6359			0			0	0														43955	0	0	0	39		0	0	0	0	0	0	0	0	0	3057	0	0	0	10	0			28	0		0	0	4265	1	CONF	CONF		
2746263																																																															0	34226	42107	994	36129	398817	0	398817	5625		0	1449490	0	0	110	251734	4787	150065	290732	152260	9067	30683	11766	7589	37839	715730	72930	254064	94138	45953	1541	0	0	0	0	522	0		15991	14403	25441	137374	165717	333874	0	0	0			69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113820				12209	29	0	1023	0	0	0	0	0	0	0	6439	0	65	0	760	10524	747	0	44	0	0	0	0	5675	747	CONF	CONF	0	
2747279																																																															0	613	88		0			5386	14150		0	85894	8	0	0	47022	138	37270	3316	1104	7041	11106	0	2092	25483	3961	3785	7395	4181	15731	2875				0	0			0	0	517	733	9038	3847			0			0	0														44542	0	0	0	0		0	2	0	0	0	0	0	0	0	3493	0	0	0	0	0			0	0		0	0	875	0	CONF	CONF		
2747466																																																																45655	1097		18036			11595	415		52	108401	0	19	0	18735	137	18024	24660	2316	4894	7155	3955	55	0	11632	15857	7966	7932	10224	35694				0	3			0	0	584	258	9278	192			0			157	0														39794	0	0	0	161		0	26	0	0	0	0	0	0	0	1180	0	0	0	0	0			4	0	0	0	4	1139	0	CONF	CONF		
2747587																																																															0	0	26425		76			53106	4363		0	533939	0	5916	0	286840	70	56817	79416	211750	11469	22868	22606	4740	9480	43789	44397	89968	42359	23689	2476				0	0			0	0	30100	12106	26452	74226			0			428	562														323891	0	0	0	428		0	218	0	0	0	0	0	0	0	354	0	0	0	0	0			0	0	0	0	0	13687	0	CONF	CONF		
2748502																																																																1274	8206		141			121380	26875		31	419103	0	0	0	75363	1734	10385	112383	5353	13303	32283	22068	844	1192	25933	75791	143597	81029	16097	0				0	896			0	0	9579	29877	68801	63136			0			3673	0														352222	0	0	0	10038		180	217	0	0	0	0	0	0	0	1518	0	0	0	2307	3808			0	0	0	0	0	9895	250	CONF	CONF		
2749059																																																															0	0	3759		0			3552	35461		0	92314	0	0	0	8084	3225	6797	5478	429	2456	2927	1361	296	270	41639	9465	12114	9054	8707	2518				0	17			0	0	1799	656	18827	15729			0			0	0														33591	0	0	0	0		0	7	0	0	0	0	0	0	0	11	0	0	0	0	0			0	0		0	0	1187	0	CONF	CONF		
2753917																																																																1821	8284		0			36478	24500		0	127563	235	0	0	3735	19	0	8053	0	0	554	3114	67	0	28525	6665	40005	18460	30413	0				0	5			0	0	0	2128	23859	21183			0			0	0														22624	0	0	0	0		0	0	0	0	0	0	0	0	0	189	0	0	0	0	0			0	0		0	0	5597	0	CONF	CONF		
2754222																																																																1184	6220		0			2644	1943		0	63217	0	0	0	35690	0	3587	9686	1120	4521	10653	14872	3047	1132	1473	4379	7853	7826	1166	4827				0	0			1330	853	1543	3784	6555	3445			0			0	0														37112	59982	59803	380	50		0	0	0	0	0	0	0	0	0	23	0	50	0	0	0			0	0		0	0	186	0	CONF	CONF		
2754389																																																															0	0	22274		0			101503	20219		0	327391	946	0	0	31563	5779	8760	23294	218	954	1111	3232	13548	12400	9398	12724	48653	18531	145791	61677				0	2115			0	0	2571	18306	46874	76616			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		171467				0		0	517	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0		0	0	0	0	CONF	CONF		
2756730																																																																29401	3658		16940			15128	0		78	137727	0	0	10419	31650	2621	1755	42234	4823	4630	13644	4747	2963	549	26395	18189	41940	14801	2640	591				0	0			0	0	2400	4765	15127	8896			0			0	0														46382	17759	17759	0	0		0	192	0	0	0	0	0	0	0	3421	0	0	0	0	0			0	0	0	0	0	3450	0	CONF	CONF		
2756767																																																																231	12273		0			9453	2359		0	93030	0	0	0	41871	325	20979	10956	569	8063	12717	9467	4004	6680	7911	5122	19323	15599	1967	988				0	2			0	0	3055	4313	13966	4085			0			316	371													0	36123	0	0	0	316		0	0	0	0	0	0	0	0	0	134	0	0	0	0	0			0	0		0	0	963	0	CONF	CONF	0	
2756909																																																																0	8275		0			231044	1669		0	423770	2943	0	0	13849	2534	3604	24511	2743	237	5528	1037	3164	985	42138	18743	133917	76172	134682	2789				0	0			192	163	0	1498	76260	91007			0			107	360													0	620	0	0	0	3154		0	569	0	0	0	0	0	0	0	0	0	0	0	325	1739			0	0	0	0	0	8	983	CONF	CONF	0	
2757205																																																																643	58328	0	0	445991	0	445991	30805		7118	1454806	0	358	0	174440	4161	96716	269823	8770	7732	20941	27750	42119	59609	245128	197010	405406	93627	298221	27980	0	0	0	48	74	0		52611	35350	150103	69020	177981	331749	0	358	0			615	201	7304	11091	2216	1117	1697	339	19	30	6	0	0	0	0	626607				1702	873	0	873	0	0	0	0	0	0	0	628	0	0	0	393	694	0	0	0	0	0	0	0	2486	0	CONF	CONF	0	
2758024																																																															0	5148	11984	0	0	85450	0	85450	73617		0	811672	0	0	8917	430858	2379	295576	96910	11773	34488	23604	26412	82488	247136	48725	56714	55313	33456	110661	74876	0	0	0	0	2837	0		0	0	20004	28054	55202	79371	0	0	0			969	2651	0	0	0	0	0	0	0	0	0	0	0	0		430693				1221	3128	9250	3128	0	0	0	0	0	0	0	351	0	0	0	210	0	42	0	0	0	0	0	0	4039	42	CONF	CONF		
2758613																																																																0	0		0			627105	16773		672254	3101815	0	0	0	185198	2920	73396	146898	30026	11961	4708	5598	27575	104197	264758	69327	221991	258307	1800198	292986				670	142			0	0	38316	107880	190311	978061			0			363	0														1102310	0	0	0	367		0	7	0	0	0	0	0	0	0	827	0	0	0	0	0			4	0	0	0	4	281351	0	CONF	CONF		
2759629																																																															0	9485	321		65157			31340	0		0	139662	0	0	0	14878	374	6349	63273	401	4	2760	2465	8511	672	36817	40933	16632	16449	10870	2980				0	0			0	0	998	0	1147	13575			0			0	0														46890	0	0	0	0		0	175	0	0	0	0	0	0	0	1730	0	0	0	0	0			0	0	0	0	0	482	0	CONF	CONF		
2760232																																																																367	9889		0			181088	18394		0	595423	0	0	21	91509	11097	16098	67923	40747	10061	14436	17408	6281	1946	98630	38551	179874	83761	96456	5696				706	705			0	0	8103	21466	99784	121184			0			1467	0														65587	0	0	0	6551		0	354	0	0	0	0	0	0	0	319	0	0	0	3396	1688			0	0	0	0	0	30458	0	CONF	CONF		
2764212																																																																3457	94748	0	0	112759	0	112759	3588		0	1566008	0	0	48	666200	1040	549003	256905	6148	9506	10613	14645	141294	482803	119479	141026	178276	119900	325859	7730	0	0	0	0	398	0		0	0	30992	180221	128750	324840	0	0	0			206	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	703908				13934	9049	0	9049	0	0	0	0	0	0	0	0	0	3474	0	214	10040	0	0	0	0	0	0	0	9966	0	CONF	CONF	0	
