"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLG24	RCONLG25	RIADG377	
	REAL ESTATE LOANS, TOTAL	R.E. LOANS-FARMLAND	R.E. LOANS MULTI-FAMILY	OTHER LOANS	LOANS TO FINANCE AGRICULTURAL PROD	C&I LOANS, U.S. ADDRESSEES	C&I LOANS, NON-U.S. ADDRESSEES	REVOLVING, OPEN-END LNS SECD BY 1-4F	LNS TO FGN GOVTS & OFFICIAL INST	OBLGS OF ST&POLITICAL SUBDVS IN U.S.	TOT LNS&LEASE LESS UNEARN INC ON LNS	UNEARNED INCOME ON LOANS	LNS TO FINC COMMCL RE,CONSTRC&LD DEV	ALL OTH LNS SECD BY 1-4FMLY-1ST LIEN	ALL OTH LNS SECD BY 1-4FMLY-JR LIENS	FXD&FLTG RT LNS&LEASES MAT 1 YR OR L	OTHER LNS&LEASES MAT 3 MONTHS OR LES	OTHER LNS&LEASES MAT OVER 3-12 MONTH	OTHER LNS&LEASES MAT OVR 1 - 3 YRS	OTHER LNS&LEASES MAT OVR 3 - 5 YRS	OTHER LNS&LEASES MAT OVR 5 - 15 YRS	OTHER LNS&LEASES MATURITY OVER 15 YR	LNS TO U.S. BRNCHES&AGNCIES FRGN BKS	LNS TO OTHER COMMRCL BKS IN THE U.S.	LNS TO OTH DEPSTRY INSTITNS IN U.S.	LNS TO FRGN BRNCHES OF OTH U.S. BNKS	LNS TO OTH BNKS IN FOREIGN COUNTRIES	CREDIT CARDS LOANS	OTHER REVOLVING CREDIT PLAN LOANS	LNS SEC BY REAL ESTATE NON-US	OTSTDNG CRED CD FEES & FIN CHGS	PURCHD IMPAIRED LNS, ETC.-OUTSTDING 	PURCHD IMPAIRED LNS, ETC.-CARRYING A	LN SECURED BY 1-4 FAM RES CONSTRUCTI	LN SECURED BY OTHR CNSTRCTN LN & LA 	LN SECURED BY OWNER OCCPD NONFARM NO	LN SECURED BY OTHR NONFARM NONRES PR	LEASE TO INDVDL FOR HSEHLD, FMLY & P	ALL OTHR LEASE FINANCING RECEIVABLES	FV LN LEASE ACQUISITION LN SCTY BY R	GROSS CONTRACT RCVBL LN SCTY BY RE	BEST EST AT ACQUISITION DT LN SCTY B	FV LN LEASE ACQUISITION CMRL AND IND	GROSS CONTRACT RCVBL CMRL AND IND LN	BEST EST AT ACQUISITION DT CMRL IND 	FV LN LEASE ACQUISITION LN TO IND HH	GROSS CONTRACT RCVBL LN TO IND HH FM	BEST EST AT ACQUISITION DT LN TO IND	FV LN LEASE ACQUISITION ALL OTHR	GROSS CONTRACT RCVBL ALL OTHR LN LEA	BEST EST AT ACQUISITION DT ALL OTHR 	PLDG LN AND LEASE	TOTAL LOANS RESTRUCTURED IN TROUBLED	LN RSTRCT HOUSE FAMILY CREDIT CARD	LN TO IND HH OTHR AUTO LN	LN RSTRCT DBT CMRL US ADR	LN RSTRCT DBT CMRL NONUS ADR	LN RSTRCT DBT RSTRCT ALL OTHR LN	ITEMIZE DBT RSTRCT LN FI AGRI	LN RSTRCT HOUSE FAMILY AUTO LN	LN RSTRCT HOUSE FAMILY OTHR CNSMR LN	LN TO IND HH OTHR AUTO LN	LOANS TO DI'S & ACCEPT OTHR	R.E. LOANS-FARMLAND	R.E. LOANS MULTI-FAMILY	LOANS FOR PURCHASING SECURITIES	LOANS TO FINANCE AGRICULTURAL PROD	C&I LOANS, U.S. ADDRESSEES	C&I LOANS, NON-U.S. ADDRESSEES	C&I LOANS	REVOLVING, OPEN-END LNS SECD BY 1-4F	LNS TO FGN GOVTS & OFFICIAL INST	OBLGS OF ST&POLITICAL SUBDVS IN U.S.	TOT LNS&LEASE LESS UNEARN INC ON LNS	UNEARNED INCOME ON LOANS	LEASE FINANCING RECEIVABLES	LNS TO FINC COMMCL RE,CONSTRC&LD DEV	ALL OTH LNS SECD BY 1-4FMLY-1ST LIEN	ALL OTH LNS SECD BY 1-4FMLY-JR LIENS	ADJTBL RATE CLOSED-END LNS SECD BY 1	FXD&FLTG RT LNS&LEASES MAT 1 YR OR L	CLSD-END LNS SECD 1ST LIENS 3 MOS LE	CLSD-END LNS SECD 1ST LIENS OV3-12 M	CLSD-END LNS SECD 1ST LIENS OV 1-3 Y	CLSD-END LNS SECD 1ST LIENS OV 3-5 Y	CLSD-END LNS SECD 1ST LIENS OVR 15 Y	LOANS SECD BY RE MAT OVER 15 YEARS	OTHER LNS&LEASES MAT 3 MONTHS OR LES	OTHER LNS&LEASES MAT OVER 3-12 MONTH	OTHER LNS&LEASES MAT OVR 1 - 3 YRS	OTHER LNS&LEASES MAT OVR 3 - 5 YRS	OTHER LNS&LEASES MAT OVR 5 - 15 YRS	OTHER LNS&LEASES MATURITY OVER 15 YR	LOANS TO COM BANKS IN THE U.S.-DERV	LNS TO OTH DEPSTRY INSTITNS IN U.S.	LOANS TO BNKS IN FGN COUN - DERIVED	CREDIT CARDS LOANS	OTHER REVOLVING CREDIT PLAN LOANS	LNS SEC BY REAL ESTATE NON-US	OTSTDNG CRED CD FEES & FIN CHGS	PURCHD IMPAIRED LNS, ETC.-OUTSTDING 	PURCHD IMPAIRED LNS, ETC.-CARRYING A	LN SECURED BY 1-4 FAM RES CONSTRUCTI	LN SECURED BY OTHR CNSTRCTN LN & LA 	LN SECURED BY OWNER OCCPD NONFARM NO	LN SECURED BY OTHR NONFARM NONRES PR	LEASE TO INDVDL FOR HSEHLD, FMLY & P	ALL OTHR LEASE FINANCING RECEIVABLES	TOTAL CARRY AMT OF CLS-END LN NEG AM	TOTAL MAX REMAINING NEG AMRTZ PERMIT	TOTAL AMT NEG AMRTZ ON CLS-END LN IN	LN SEC 1-4 RES PROP IN DMST OFC	LN SEC 1-4 RES PROP IN PROC OF FCLS	FV LN LEASE ACQUISITION LN SCTY BY R	GROSS CONTRACT RCVBL LN SCTY BY RE	BEST EST AT ACQUISITION DT LN SCTY B	FV LN LEASE ACQUISITION CMRL AND IND	GROSS CONTRACT RCVBL CMRL AND IND LN	BEST EST AT ACQUISITION DT CMRL IND 	FV LN LEASE ACQUISITION LN TO IND HH	GROSS CONTRACT RCVBL LN TO IND HH FM	BEST EST AT ACQUISITION DT LN TO IND	FV LN LEASE ACQUISITION ALL OTHR	GROSS CONTRACT RCVBL ALL OTHR LN LEA	BEST EST AT ACQUISITION DT ALL OTHR 	CNSTRCTN DEV & OTHR AMT LN INT RSRV	PLDG LN AND LEASE	LOANS LEASES FAIR VALUE	LOANS LEASES GROSS CONTR	LOANS LEASES BEST ESTIMATE	TOTAL LOANS RESTRUCTURED IN TROUBLED	ALL OTHR LN (EXCLUDE CONSUMER LN)	LN NDEP FNCL INST	OTHER LOANS	HECM REVERSE MTG	PROPRIETARY REVERSE MTG	EST NBR FEE PAID RFRL HECM REVERSE M	EST NBR FEE PAID PROPRIETARY REVERSE	PRIN AMT SOLD HECM REVERSE MTG	PRIN AMT SOLD PROPRIETARY REVERSE MT	LN RSTRCT HOUSE FAMILY CREDIT CARD	LN TO IND HH OTHR AUTO LN	LN RSTRCT DBT CNST LAND DEV 1-4 FAM 	LN RSTRCT DBT CNST LAND DEV OTHR CNS	LN RSTRCT DBT CNST LAND DEV MULTI NO	LN LAND DEV NFARM NRES SCD OWN OCC N	LN DBT LAND DEV NFARM NRES SCD NFARM	LN RSTRCT DBT CMRL US ADR	LN RSTRCT DBT CMRL NONUS ADR	LN RSTRCT DBT RSTRCT ALL OTHR LN	ITEMIZE DBT RSTRCT LN SCD FARM	ITEMIZE DBT RSTRCT LN FI AGRI	LN RSTRCT HOUSE FAMILY AUTO LN	LN RSTRCT HOUSE FAMILY OTHR CNSMR LN	LN TO IND HH OTHR AUTO LN	LN RSTRCT DBT CMRL	Number of outstanding Section 4013 l	Outstanding balance of Section 4013	CNSTRCTN DEV & OTHR AMT INT CAP	
37																																																															0	607	0		60			3109	0		0	19244	0	0	0	9931	0	0	4198	449	835	2660	3904	2039	0	485	2429	3067	1993	1317	0				0	0			0	0	0	228	695	731			0			0	0													0	0	0	0	0	0		0	45	0	0	0	0	0	0	0	2629	0	0	0	0	0			0	0		0	0	1209	0	CONF	CONF	0	
242																																																															0	3443	0		3016			2174	0		637	26326	0	0	0	10943	144	0	12485	365	1057	1966	4854	2701	0	7919	3144	1476	1878	466	500				0	0			0	0	0	0	0	3187			0			63	0														10943	0	0	0	70		0	12	0	0	0	0	0	0	0	1681	0	0	0	0	0			0	0	0	0	0	1089	7	CONF	CONF		
279																																																															0	5616	382		358			8665	467		181	214832	0	0	0	140444	2553	80	27194	53	741	2263	6338	30738	99835	15858	13266	9790	14388	17107	3583				0	0			0	0	12715	10080	12728	16675			0			0	0													0	30768	0	0	0	347		0	108	0	0	0	0	0	0	0	745	0	0	0	0	322			0	0		0	0	3115	25	CONF	CONF	0	
354																																																															0	152	0		1138			3011	25		0	8288	0	0	0	3128	0	175	2669	0	304	218	1092	18	1496	1397	1249	1094	724	696	0				0	0			0	0	0	0	52	0			0			0	0													0	0	0	0	0	0		0	5	0	0	0	0	0	0	0	749	0	0	0	0	0			0	0	0	0	0	28	0	CONF	CONF	0	
457																																																																5027	351		5706			7864	426		1295	43995	0	0	0	13210	638	110	14315	636	1689	3369	6151	1203	0	5191	7448	9578	5232	2138	1149				0	0			0	0	1500	1376	3396	299			0			64	0														22752	0	0	0	64		0	38	0	0	0	0	0	0	0	1284	0	0	0	0	0			0	0	0	0	0	1585	0	CONF	CONF		
505																																																															0	125	36418		0			52549	13948		4751	510248	675	0	4959	200817	2612	19355	17131	99	4282	2159	1603	73311	118583	55914	8556	69493	59012	101717	14526				0	368			0	0	6486	25352	39971	96839			0			320	302														280503	0	0	0	320		2035	6	0	0	0	0	0	0	0	2725	0	0	0	0	0			0	0	0	0	0	25921	0	CONF	CONF		
1155																																																																8305	2716		9837			46766	627		6451	202163	0	0	0	48151	2815	888	67692	2928	6551	13949	21578	2909	104	33843	29180	25052	45449	20154	334				425	128			0	0	4993	16203	32668	12913			0			0	0														123533	0	0	0	0		0	4371	0	0	0	0	0	0	0	1759	0	0	0	0	0			0	0		0	0	3035	0	CONF	CONF		
1351																																																															0	10237	0		11655			23848	0		0	108102	0	0	0	20344	0	19911	64381	2045	6358	5634	5336	538	0	14093	41885	16190	10262	2585	941				0	0			0	0	862	280	27614	0			0			980	0														0	0	0	0	7159		0	124	0	0	0	0	0	0	0	7573	0	0	0	2390	0			616	0	0	0	0	5565	3173	CONF	CONF		
1454																																																																7048	12097		2411			62528	7960		0	354959	1032	1130	8599	118047	1413	1659	27003	4468	205	549	3245	44798	64737	14282	11983	37406	50845	114182	8596				0	495			0	0	1622	15825	53259	56602			0			0	0														0	0	0	0	2697		0	36	0	0	5	0	0	0	0	11439	0	0	0	919	770			0	0	0	0	0	4079	1008	CONF	CONF		
1669																																																																0	1615		5196			23594	0		1521	200772	0	0	0	89272	3287	61151	26022	890	2360	779	2269	27410	55215	7100	16446	18219	19171	20683	29772				0	0			0	0	8139	926	41134	5085			0			0	68														0	0	0	0	0		0	41	0	0	0	0	0	0	0	9287	0	0	0	0	0			0	0		0	0	11675	0	CONF	CONF		
1856																																																															373	3107	1100		1643			8571	0		113	36023	0	0	0	10359	0	9799	11576	278	1216	5599	331	1292	1643	5774	7799	3305	783	6444	459				0	0			0	0	260	4816	632	1011			0			0	0														12537	0	0	0	0		0	1	0	0	0	0	0	0	0	398	0	0	0	0	0			0	0		0	0	3639	0	CONF	CONF		
2161																																																															40	8585	4239		2222			34678	0		1141	160306	0	0	0	56249	548	39001	16037	1458	12315	13976	23600	4374	324	2914	12869	46260	32237	5721	860				287	81			0	0	2766	16950	15595	14644			0			507	0	0	0	0	0	0	0	0	0	0	0	0	0		27566				1136		0	0	0	0	0	0	0	0	0	815	0	0	0	481	0			8	0	0	0	8	1466	140	CONF	CONF		
2732																																																																0	176789		0			46648	3875		0	434986	491	0	7438	28987	381	12149	43505	4867	0	7072	7467	9387	0	50091	30821	148182	160083	14658	1239				0	0			0	0	1340	19733	38884	118639			0			0	0													0	0	0	0	0	0		0	23	0	0	0	0	0	0	0	11	0	0	0	0	0			0	0	0	0	0	167	0	CONF	CONF	0	
2750																																																																6011	461		20788			2870	0		1233	43604	0	0	0	1938	12	42	23593	42	200	224	1473	0	0	17601	8310	7968	6798	247	741				0	34			0	0	0	1356	869	5737			0			0	0													0	18068	0	0	0	0		0	1691	0	0	0	0	0	0	0	333	0	0	0	0	0			0	0	0	0	0	271	0	CONF	CONF	0	
3252																																																															0	28843	250		44077			12445	0		8397	105569	0	1028	0	164	0	162	0	53	109	2	0	0	0	45758	34481	15972	5258	147	298				0	0			0	0	0	887	0	3545			0			0	0														39067	0	0	0	0		0	728	0	0	0	0	0	0	0	1435	0	0	0	0	0			0	0	0	0	0	3770	0	CONF	CONF		
3458																																																																8529	20		9302			9633	0		0	43107	0	0	0	8380	27	0	7995	94	325	2704	5227	29	0	2238	5338	12995	11953	2148	0				0	0			0	0	967	735	2423	446			0			0	0													0	0	0	0	0	274		0	0	0	0	0	0	0	0	0	1489	0	0	0	0	0			274	274	0	0	0	1156	0	CONF	CONF	0	
3720																																																																9945	1928		5819			29822	1657		1587	156788	0	0	124	31046	342	63	24433	733	2591	10645	12951	2460	1612	9731	11580	41770	47990	13959	511				0	239			0	0	2603	9108	24733	30148			0			0	0														69444	0	0	0	548		0	94	0	0	0	0	0	0	0	3416	0	0	0	0	548			0	0	0	0	0	4301	0	CONF	CONF		
3971																																																																16973	64923		4788			145720	29089		0	696068	0	30310	3281	80114	2361	36875	99546	2810	7438	10502	20674	25061	12318	81235	45711	189645	161533	104328	30687				0	373			5549	3850	19305	40367	42680	184272			0			3913	675														243967	0	0	0	4196		0	271	0	0	0	0	0	0	0	233	0	86	0	0	197			0	0	0	0	0	34289	0	CONF	CONF		
4156																																																																20819	5322		4781			20567	5816		0	164287	0	297	0	53305	564	23341	22314	549	1168	4597	8097	22337	16521	8592	18966	17698	22507	37835	5236				0	0			0	0	1536	1391	5000	43184			0			0	17														24820	0	0	0	0		0	0	0	0	0	0	0	0	0	936	0	0	0	0	0			0	0	0	0	0	769	0	CONF	CONF		
4231																																																															0	3234	957		811			4519	0		1054	44613	0	0	0	10779	30	0	18820	1104	1142	4178	3088	1076	0	8519	8076	12471	4286	111	0				0	0			0	0	644	4570	5271	10067			0			291	0													0	0	0	0	0	711		0	21	0	0	0	0	0	0	0	663	0	0	0	0	420			0	0		0	0	1993	0	CONF	CONF	0	
5069																																																																4450	11490		0			6023	1527		0	305057	4328	0	0	61962	5293	12093	202725	12093	5510	40726	0	0	0	122734	74830	41729	1290	0	0				0	0			0	0	63995	30468	47110	77067			0			0	0														42038	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	CONF	CONF		
5135																																																															0	75968	4911		77826			46715	0		1786	352280	0	0	0	66139	846	265	183241	7135	14359	28601	13371	2458	140	82743	79724	96448	11909	6130	3157				596	0			0	0	3473	8873	38063	16041			0			122	0														47952	0	0	0	159		0	103	0	0	0	0	0	0	0	4428	0	0	0	0	0			34	0	10	20	4	6512	3	CONF	CONF		
5210																																																															0	76873	44301		5666			244868	104610		68772	1648818	0	0	0	377216	29809	118380	83067	28265	26724	39506	55483	110216	116921	108955	87964	384806	324354	309327	49255				0	5241			5935	3614	18483	40768	313544	309908			0			0	391													0	847881	327738	335288	0	3680		0	849	0	0	0	0	0	0	0	749	0	0	0	0	3680			0	0	0	0	0	7161	0	CONF	CONF	0	
5461																																																																41568	64359		19221			84159	4765		0	515477	1000	0	11123	36359	564	1032	48396	927	239	3569	4681	12023	13344	26217	40151	157057	92876	160935	10				0	89			0	0	2873	1691	53859	184144			0			0	0													0	313702	0	0	0	0		0	7730	0	0	0	0	0	0	0	69	0	0	0	0	0			0	0	0	0	0	15027	0	CONF	CONF	0	
5751																																																																24360	4503		19810			40574	2127		430	149106	0	865	0	25599	307	20912	24277	208	1536	1545	2834	7599	11754	16268	16908	25669	17991	28981	14894				0	28			0	0	1195	1472	7441	15837			0			0	0													0	22025	0	0	0	0		0	41	0	0	0	0	0	0	0	3128	0	0	0	0	0			0	0	0	0	0	1389	0	CONF	CONF	0	
6039																																																															0	34119	1805		3670			33673	1861		0	240296	0	0	0	37633	442	8584	33324	1247	2578	8379	11551	7071	6777	35766	33813	60359	34865	25366	8939				520	244			0	0	5027	12947	55821	45611			0			421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16678				421		0	1571	0	0	0	0	0	0	0	724	0	0	0	0	0			0	0	0	0	0	4628	0	CONF	CONF	0	
6329																																																																4524	11590	0	446	123226	0	123226	5130		733	891376	0	0	0	150210	3768	2200	149760	15150	16299	45555	68677	1155	194	39241	84303	230448	278787	102544	2800	0	0	0	0	1222	0		0	0	42401	85854	107749	49161	0	0	0			103	1739	0	0	0	0	0	0	0	0	0	0	0	0	1830	41687				183	482	15	482	0	0	0	0	0	0	0	235533	0	0	0	0	0	80	0	0	0	0	0	0	69332	80	CONF	CONF	0	
7009																																																															0	0	0		0			98675	0		0	368987	0	0	0	0	0	0	368987	0	0	0	0	0	0	362940	6047	0	0	0	0				0	0			0	0	0	0	0	0			0			0	0														0	0	0	0	0		0	6150	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	264162	0	CONF	CONF		
7045																																																															0	6005	0		6819			5206	556		1135	86858	0	0	0	43265	226	38494	4967	236	848	2794	2487	4092	32642	1942	4081	13518	11732	4818	6960				483	11			0	0	1863	0	4495	6195			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38453				0		0	0	0	0	0	0	0	0	0	5414	0	0	0	0	0			0	0	0	0	0	5185	0	CONF	CONF	0	
7072																																																																1222	16130		145			16862	5463		0	267277	0	0	4	159294	4111	93679	11019	7666	9835	6262	3358	49718	81737	9820	4908	12972	13116	28832	37999				0	2327			1797	799	2625	7357	27309	23214			0			990	694														115094	0	0	0	6239		0	0	0	0	0	0	0	0	0	14	0	0	0	1998	3251			0	0	0	0	0	1204	0	CONF	CONF		
7456																																																															0	12225	0		36160			10418	0		27	74426	0	0	0	5213	116	0	40946	616	634	1375	2588	0	0	37401	3851	12300	13440	211	2010				0	11			0	0	1413	426	2712	3814			0			0	0														48793	0	0	0	0		0	2	0	0	0	0	0	0	0	1145	0	0	0	0	0			0	0	0	0	0	744	0	CONF	CONF		
7634																																																																1823	265		6935			7628	0		0	55570	0	0	0	15924	172	0	11645	85	872	4303	4803	5819	0	4217	6650	14017	10284	4368	0				0	0			0	0	1170	587	0	13561			0			0	0														1360	0	0	0	0		0	203	0	0	0	0	0	0	0	185	0	0	0	0	0			0	0	0	0	0	7117	0	CONF	CONF		
8033																																																																11727	6731		3336			30102	0		0	281112	0	0	0	116549	3676	654	96997	10917	20408	31996	52312	649	0	23182	42490	41013	49530	3915	1938				0	0			0	0	27628	33428	35226	7110			0			0	196													0	120476	0	0	0	0		0	147	0	0	0	0	0	0	0	1319	0	0	0	0	0			0	0		0	0	4133	0	CONF	CONF	0	
8462																																																															0	9910	0		11723			16852	0		0	58912	0	0	0	8541	0	1998	13553	1606	239	111	46	2496	4043	17746	7537	8189	11553	4155	248				0	0			0	0	0	0	2888	1271			0			0	0														0	0	0	0	0		0	0	0	0	0	0	0	0	0	5659	0	0	0	0	0			0	0	0	0	0	2068	0	CONF	CONF		
8631																																																																192	0		751			3523	0		942	37204	0	0	0	18002	263	201	2222	7	170	568	1344	4614	11300	633	1415	3220	4276	6002	2211				0	0			0	0	0	1672	1186	5475			0			75	0													0	0	0	0	0	75		0	65	0	0	0	0	0	0	0	2434	0	0	0	0	0			0	0		0	0	2699	0	CONF	CONF	0	
9357																																																																600	21639		0			197451	1439		0	710148	0	13856	0	60	96	0	435663	0	0	0	0	60	0	40330	431033	140249	53139	45337	0				0	2919			0	0	1812	62	34559	36091			0			0	0													0	258120	0	0	0	0		398699	203	0	0	0	0	0	0	0	60	0	0	0	0	0			0	0	0	0	0	602	0	CONF	CONF	0	
9553																																																															0	37635	2713		45269			7948	0		0	107448	0	0	0	5845	368	0	44429	74	550	1684	1949	1203	385	45941	3591	9336	20650	13983	6898				0	0			0	0	2856	0	2243	0			0			0	0														56458	0	0	0	0		0	1010	0	0	0	0	0	0	0	921	0	0	0	0	0			0	0	0	0	0	640	0	CONF	CONF		
9807																																																																0	420011	0	0	127768	0	127768	39651		0	1696612	4007	0	0	272948	17074	68741	331292	9888	13386	17597	27668	101672	94890	109615	343043	455228	221738	295122	431	0	0	0	0	18	0		0	0	64756	266740	85531	405599	0	0	0			4186	3848	0	0	0	0	0	0	0	0	0	0	0	0	0	495719				80717	236	0	236	0	54296	0	0	0	0	0	0	23126	11434	5142	10862	25967	0	0	0	0	0	0	0	287	0	CONF	CONF	0	
9955																																																																18577	579		4245			14826	564		0	90185	0	7104	0	2873	0	72	29425	54	1325	422	783	144	145	10904	19738	27475	21821	7291	0				0	0			0	0	0	0	2037	38126			0			0	0														37125	0	0	0	0		0	244	0	0	0	0	0	0	0	466	0	0	0	0	0			0	0	0	0	0	544	0	CONF	CONF		
10250																																																																1387	16164		0			120267	11878		0	343974	0	0	0	38924	2879	14249	39331	733	5029	7859	8108	14296	2785	20710	26103	101322	97030	59189	696				139	313			0	0	9796	22753	64712	45011			0			0	0														133061	0	0	0	0		0	52	0	0	0	0	0	0	0	5984	0	0	0	0	0			0	0	0	0	0	3715	0	CONF	CONF		
10849																																																															0	18837	15383		6681			13654	322		459	167624	191	0	0	36112	368	30974	28620	3699	9815	9666	12443	462	0	21458	16628	47947	40350	5323	0				0	0			0	0	5915	9517	35809	23665			0			0	0														0	0	0	0	0		0	106	0	0	0	0	0	0	0	474	0	0	0	0	0			0	0		0	0	513	0	CONF	CONF		
11145																																																																2231	0		47			24599	5491		1576	214210	0	0	0	50857	131	8966	28196	2080	7101	8131	10840	21367	712	17264	14797	37149	47587	44722	1261				0	15			0	0	3385	4800	47970	18838			0			893	661	0	0	0	0	0	0	0	0	0	0	0	0	0	24996				1740		0	0	0	0	0	0	0	0	0	3295	0	0	0	591	29			227	227		0	0	50975	0	CONF	CONF	0	
11640																																																															0	17185	4743		49865			22534	3200		0	201291	0	0	0	25940	656	20163	83031	1069	2375	3830	2560	7169	8848	15950	66888	29691	30737	20022	11879				0	0			0	0	3435	32847	21507	9532			0			23	0														77463	0	0	0	704		0	122	0	0	0	0	0	0	0	3465	0	0	0	681	0			0	0	0	0	0	6260	0	CONF	CONF		
11837																																																																1520	4116		108			8468	837		3332	56802	98	0	0	19652	130	0	7582	382	1725	6045	10174	473	853	9494	4443	12491	6048	4771	0				89	0			0	0	308	3548	7535	6157			0			0	0														221	0	0	0	0		0	72	0	0	0	0	0	0	0	280	0	0	0	0	0			0	0		0	0	748	0	CONF	CONF		
12030																																																															0	57891	1382		3459			49075	0		0	329937	0	0	0	65894	326	16818	55869	2691	5712	26051	10909	20268	251	25692	49294	125511	33424	22017	4632				522	153			0	0	3015	8091	93907	23180			0	0	0	0	0													0	0	0	0	0	0		0	840	0	0	0	0	0	0	0	12006	0	0	0	0	0			0	0	0	0	0	10196	0	CONF	CONF	0	
12142																																																																3309	8698		4277			22859	1058		0	129622	0	228	0	37563	1249	1022	36485	3607	3524	12151	16983	1100	198	12743	16611	19714	34789	7004	1198				0	0			0	0	3452	8003	3851	23153			0			169	0													0	0	0	0	0	823		0	0	0	0	0	0	0	0	0	4211	0	110	0	0	409			135	135		0	0	7711	0	CONF	CONF	0	
12311		126445	1245705	1716787	81779	26298984	58136	7036257	0	938506	82827728	0	375146	14804556	162903	11453277	33008918	1979305	11216078	9234067	10108654	2046046	0	100	50	0	559650	595058	399374	0	7007			183504	1026465	4114679	3725271	0	2363692	0	0	0	0	0	0	0	0	0	0	0	0	43022884	648293	0	12886612	110575	0	65412	0	0	0	4503215		126445	1245705	24346	81779	26298984	58136		7036257	0	938506	82827728	0	2363692		14804556	162903	7718529		121956	457833	500616	1178634	8436736	4006827							100	50	559650	595058	399374					183504	1026465	4114679	3725271			0			367498	64267																			936990	755451		0	0	0	0	0	0		12886612	0	13978	23697	31711	35422				0				4503215		CONF	CONF		
12647																																																															0	13809	10352		4214			19230	1539		5573	113053	0	0	0	26662	126	12137	20733	4978	4529	10352	2817	3767	72	16483	9355	42811	10475	7210	0				345	36			0	0	1381	2341	6330	20565			0			0	0														82797	0	0	0	0		0	11	0	0	0	0	0	0	0	187	0	0	0	0	0			0	0	0	0	0	352	0	CONF	CONF		
12656																																																															0	1126	0		885			1182	0		0	11199	0	0	0	6269	0	278	1481	188	133	97	355	3495	1911	224	936	1168	1307	1102	193				0	0			0	0	188	0	124	64			0			112	0														0	0	0	0	112		0	14	0	0	0	0	0	0	0	1022	0	0	0	0	0			0	0	0	0	0	325	0	CONF	CONF		
12946																																																																73766	22964		20173			249164	0		4847	1361418	0	0	0	271786	8323	4216	446949	13079	30069	88891	110333	13386	13459	126402	295520	383001	193100	65813	15212				1570	0			0	0	17149	128405	156195	375162			0			42	569													0	841321	0	0	0	42		0	10137	0	0	0	0	0	0	0	7859	0	0	0	0	0			0	0	0	0	0	13918	0	CONF	CONF	0	
13103																																																																0	92406	0	0	308120	0	308120	36476		0	2112163	0	0	0	712899	6620	109185	19914	11052	22936	23171	30834	141623	480890	127568	44176	347153	391259	246734	241852	0	0	0	0	106	0		0	0	30351	51072	293289	284919	0	0	0			3168	141	83766	85323	0	14241	15681	0	444	446	0	0	0	0		955412				7624	1197	0	1197	0	0	0	0	0	0	0	288890	0	0	0	386	1788	2271	0	11	0	0	0	0	5818	2271	CONF	CONF		
