"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
389826	15980	0	0	12844	0	18006	0	0	0	0	18529	0	277	6	1282	246	412	18006	18252	0	0	130	0	0	138	614	506	284	752	0	508	253	0	260	761	0	0	508	0	true							
390372	38107	0	0	3065	0	63364	0	0	0	0	303687	0	0	0	120615	53563	72834	63364	303687	0	0	33855	0	0	14712	60921	69300	49449	75633	1407	5073	6007	5148	73767	17635	0	0	6480	0	true							
390840	42640	0	18134	113051	0	182892	0	0	0	0	87344	0	7833	12219	12118	17134	1454	164758	79511	0	0	410	0	0	3145	7350	4821	3299	10462	3306	2839	1932	878	6497	8955	0	0	6145	0	true							
391418	55858	5	20518	95794	0	95794	0	0	0	0	86452	0	1657	17861	15612	0	6498	74541	84795	730	0	2036	0	0	5046	14120	5096	1212	19166	860	3157	1102	0	9862	5119	0	0	4017	0	true							
391557	6331	0	4700	11596	0	19424	0	0	0	0	22118	0	997	3683	3730	1726	1350	14724	14426	0	6695	638	0	0	4049	2094	3198	2943	5532	1010	510	258	0	8553	1778	0	0	1267	0	true							
391575	760729	0	39214	73349	0	116813	0	0	25480	0	987059	0	188168	191838	77612	71062	10872	76606	797898	993	993	2916	25480	0	18693	55074	45071	1351	73767	2089	26288	6701	0	42578	35078	111452	0	28377	248	true							
391959	8713	0	1169	11589	0	20796	0	0	4	0	39883	0	5528	4923	8542	5461	614	19627	26186	0	8169	0	4	0	937	8741	7571	3686	9678	0	2058	2289	427	12393	4774	0	0	2058	0	false							
391977	710225	0	16663	19891	0	76121	0	0	0	0	845425	0	126307	131694	19455	103607	7854	59458	719118	0	0	1500	0	0	6717	14586	4480	2037	21303	737	1641	1009	387	8364	3774	0	0	2378	0	true							
392152	2883	0	261	6459	0	12613	0	0	1500	0	39444	0	2167	1110	7587	6325	2578	12352	37277	0	0	1229	1500	1500	8851	7600	8039	343	16451	763	2145	1963	532	17247	5403	2001	0	2908	1744	true							
392255	15953	0	9660	25921	0	45258	0	0	0	0	43570	0	4353	11358	7448	11684	4198	35598	39217	0	0	0	0	0	2019	4423	3566	1826	6442	1501	1465	0	1131	4387	4097	895	0	2966	0	true							
392778	138910	0	21864	63168	0	178213	0	0	0	0	299348	0	3645	20406	29034	104641	19537	156349	291669	0	4034	7823	0	0	7948	18475	12877	3638	26423	2636	8459	985	779	13904	12859	0	0	11095	0	true							
393252	7247	0	11692	51302	0	78797	0	0	0	0	45309	0	1430	13122	9019	8154	4152	65297	43879	1808	0	2668	0	0	11126	8403	260	0	19085	9137	983	0	0	10770	10120	0	0	9696	0	true							
393355	21159	1	6837	42747	0	84208	0	0	0	0	73152	0	10939	17776	11502	18294	3297	77370	62213	0	0	1213	0	0	12917	11404	3164	473	15849	801	4148	792	0	16456	5740	0	0	4949	0	true							
393953	63086	0	982	229784	0	288649	0	0	0	0	397690	0	17107	16818	26572	187822	13191	287667	380583	0	0	6860	0	0	15437	39494	15888	2056	54931	10615	46969	16323	0	46303	73906	0	0	57584	0	false							
394156	8018	0	9470	45292	0	45292	0	0	9810	0	71587	0	9162	8817	12631	14193	2263	35574	60534	248	1891	1340	9810	1800	9813	15631	9469	4494	24444	2278	5798	1330	563	26776	9969	21047	0	8076	1643	false							
394259	41959	0	42550	130439	0	186776	0	0	38526	0	221759	0	46493	74791	33795	69456	11265	144186	174769	40	497	2969	38526	38526	39692	38562	8818	711	78254	9584	11593	1384	0	53988	22561	10344	0	21177	0	true							
395238	1168672	24	5112029	13930070	0	23621370	0	0	3570406	0	23522541	0	2503019	6347517	2648738	16405672	463713	18499037	21019522	10280	0	175331	3570406	2730121	933027	1998590	1158470	63071	2931617	407818	683837	650497	52887	1504420	1795039	0	0	1091655	0	true	1776509	3517713	8099030	5803624	1015866	152806	
396057	19635	0	1555	25917	0	25964	0	0	0	0	43499	0	2153	845	9379	6007	3937	24409	41346	0	0	142	0	0	1952	9495	4776	0	11447	0	1369	265	0	6844	1634	0	0	1369	0	true							
396244	7075	0	44	57164	0	91705	0	0	0	0	225269	25	2128	1411	34536	130878	6644	91619	223116	42	0	2672	0	0	14695	54421	4534	1281	69116	3121	8864	400	0	40395	12385	0	0	11985	0	true							
396253	14659	0	783	58429	0	221374	0	0	0	0	47423	100	1011	0	5937	14771	977	220591	46312	0	0	268	0	0	3862	8433	2098	314	12295	504	2783	0	0	8771	3287	0	0	3286	0	false							
396356	6933	0	389	7746	0	12028	0	0	0	0	23191	0	4973	4813	7023	3653	3313	11639	18218	0	0	234	0	0	1812	3343	3518	868	5155	2292	771	0	0	2518	3063	0	0	3063	0	true							
396954	27764	0	84034	89893	0	168866	0	0	0	0	130678	0	12842	93749	9541	58150	3225	84832	117836	0	0	1517	0	0	8366	11192	1580	339	19558	9826	12067	251	1143	11936	23287	0	0	21893	0	true							
397456	20139	0	4117	49832	0	67720	0	0	0	0	52125	0	1576	4641	6101	5476	2026	63327	50549	276	0	233	0	0	5405	9304	2214	0	14709	1013	7945	629	0	10823	9586	0	0	8958	0	true							
397531	48921	0	133	54028	0	60495	0	0	10069	0	910020	0	99745	92403	14729	824575	1716	60362	810275	0	0	530	10069	5000	2129	12688	5904	0	14817	6065	9293	0	445	5992	15803	0	0	15358	0	true							
397540	132133	1	35469	417688	0	549230	0	0	0	0	916713	0	20527	44012	71810	617846	24104	508107	895305	5653	881	0	0	0	65699	53084	15214	0	118653	22831	7379	2527	0	62187	32737	19763	0	30210	0	true	143713	231309	171265	446581	124084	8049	
397559	12573	0	7	68928	0	70213	0	0	29597	0	234108	0	3643	0	53986	84517	5994	70206	181683	0	48782	4082	19581	9242	30482	68213	20855	4097	98695	4380	8450	542	0	69660	13372	2840	10016	12830	28699	true							
397755	16025	0	17776	57731	0	110917	0	0	32775	0	351339	0	3331	2438	27356	146828	8165	93048	293358	93	54650	3983	32775	14213	20088	79441	21189	6316	99529	5687	34232	1691	19842	99678	61452	50957	0	39919	54650	true							
397858	10788	0	4333	20723	0	26553	0	0	0	0	23235	0	3649	4875	5839	3438	2163	22220	19586	0	0	632	0	0	5422	3169	418	0	7932	0	0	0	0	3170	0	0	0	0	0	true							
398051	15404	0	5442	26037	0	45439	0	0	0	0	36649	0	3054	7003	6278	9024	1793	39997	33595	0	0	459	0	0	4208	4324	1890	249	8532	870	0	251	429	4393	1550	8796	0	870	0	false							
398248	71604	0	23094	99762	0	136454	0	0	0	0	141287	0	2112	0	25627	27010	13100	113360	139175	0	0	4900	0	0	6148	17017	9830	4822	22911	616	2404	1835	0	12191	4855	0	0	3020	0	false							
398668	0	0	0	1612	0	1612	0	0	0	0	0	0	0	0	0	0	0	1112	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
398837	24178	0	7073	75804	0	118495	0	0	0	0	99643	0	5804	8882	29165	15598	9160	111422	93839	0	0	4068	0	0	11372	31583	2814	588	42955	3982	7268	2004	256	17192	13510	0	0	11249	0	true							
399357	6430	0	1213	4303	0	6533	0	0	6521	0	30594	0	4787	3397	5431	2058	1722	5320	19787	0	6020	0	6521	1145	2483	8917	6585	1330	11400	1200	1591	0	0	13884	2791	0	0	2791	0	true							
399517	3354364	0	34884	218401	0	302338	0	0	0	0	3889349	0	274671	309555	203438	66811	89720	267454	3614678	0	0	27508	0	0	31981	129867	156339	30786	161848	4413	41245	67663	5880	145535	119201	23636	0	45658	0	true	43950	77180	0	11358	2448685	905678	
399731	15746	0	5662	39685	0	52866	0	0	0	0	43581	0	2545	4719	9964	548	3312	47204	41036	0	0	1455	0	0	4994	12230	4875	676	17224	1454	1932	0	1126	12811	4512	0	0	3386	746	false							
399973	36836	0	506	20047	0	30173	0	0	0	0	102818	0	17914	0	28419	13411	6711	29667	84904	0	0	2410	0	0	7081	17324	14233	5143	24405	2255	3429	1518	1587	15362	8789	0	0	5684	0	true							
400057	29588	3	5290	63461	0	84730	0	0	6000	0	78296	54	3144	4996	27059	9583	4989	79437	75098	0	0	1559	6000	0	6812	20352	3708	6831	27159	0	1120	301	0	10644	1422	0	0	1120	0	true							
400141	102418	5	41139	244346	0	248659	0	0	26190	0	239905	0	13795	48436	64402	31186	15326	207515	220839	0	5271	1535	26190	10872	16832	40790	32941	6834	57616	537	5948	2420	0	32995	8905	0	0	5313	5220	true							
400365	27351	0	3018	200849	0	230880	0	0	0	0	173150	0	6838	7970	9184	123595	2480	227862	166312	0	0	520	0	0	2927	8117	5710	0	11044	964	2580	1906	0	7570	5450	0	0	3544	0	true							
400767	25925	0	7518	80398	0	94037	0	0	0	0	89868	0	5681	4715	905	61738	2523	85759	84187	760	0	0	0	0	403	1520	281	0	1923	0	0	0	0	1299	0	0	0	0	0	false							
400945	9465	0	780	19022	0	37052	0	0	0	0	80374	0	2104	2434	20980	23352	14167	36272	78270	0	0	6912	0	0	5302	12248	22237	1169	17550	679	3233	2688	0	19976	6600	0	0	3912	0	false							
401072	17000	9	569	1406	0	9485	0	0	0	0	65243	0	9015	7672	10463	8895	3931	8907	55980	0	248	1372	0	0	5967	11906	7019	481	17872	2890	4403	5827	856	14909	13976	0	0	7293	0	true							
401559	8292	0	9724	29110	0	50188	0	0	0	0	34852	0	8324	11422	3638	9636	380	40464	26528	0	0	0	0	0	10485	4891	1354	194	15297	0	0	0	0	13286	0	13077	0	0	0	true							
401755	18560	0	2093	35570	0	54231	0	0	0	0	79588	0	8824	3107	16171	3620	1994	52138	70764	0	0	974	0	0	19234	23788	5198	6	43022	3490	3463	2229	0	32055	9182	11323	0	6953	0	true							
401906	116727	0	0	236361	0	306945	0	0	0	0	289113	0	0	0	63366	65744	35506	306945	289113	0	0	12102	0	0	20988	31982	28643	7148	52970	11116	4127	2314	324	25394	17881	0	0	15243	0	true							
401951	1057	0	958	2679	0	7263	0	0	4216	0	10575	0	3171	930	5332	523	176	6305	7404	0	0	0	4216	3237	2191	2162	1913	979	4353	1500	0	250	0	1913	1750	0	0	1500	0	false							
402462	24879	0	23417	48605	0	76724	0	0	0	0	51901	0	3991	26998	8420	11080	1767	53297	47910	10	0	561	0	0	4310	10148	285	0	14458	529	670	0	0	6323	1199	0	0	1199	0	true							
402846	5516	0	10527	15220	0	32993	0	0	497	0	41534	0	1992	10527	12546	11637	4391	22466	39542	0	0	1556	497	497	4751	11123	6280	44	15874	903	1280	0	0	9652	2183	0	0	2183	0	true							
402873	20667	0	0	2320	0	9746	0	0	0	0	38176	0	0	0	9325	464	6799	9746	38176	0	0	2971	0	0	6442	4990	2634	590	10453	1365	1024	0	0	5331	2389	0	0	2389	0	false							
403067	4153	0	0	50216	0	66351	0	0	0	0	70514	0	98	0	2325	49998	255	66351	65934	0	4482	0	0	0	3292	5737	3600	232	9029	1928	1068	507	0	10535	3503	0	0	2996	4482	true							
403151	153700	0	72228	434693	0	732061	0	0	52897	0	937191	45	180032	196066	203692	281049	48163	585609	731860	74224	25254	7837	50435	35069	84682	229715	68829	9771	314397	26887	58400	22695	1463	189305	109445	56355	1416	85287	22589	true	80371	299747	3023	8678	143467	10233	
403179	66128	0	26067	282803	0	535316	0	0	89560	0	804039	0	93639	93802	120413	429142	31435	509001	709308	248	1092	12255	89560	40475	32467	90206	81897	12517	122672	34950	28182	26225	2326	96673	91683	11254	0	63132	0	true	86017	236996	399796	28074	47977	18150	
403254	4	0	0	15162	0	16291	0	0	0	0	798	0	0	0	224	47	2	16291	798	0	0	0	0	0	22	27	164	11	49	0	266	0	257	0	523	0	0	266	0	true							
403656	7384	0	19192	17623	0	38824	0	0	0	0	34153	0	16796	35988	2033	7833	416	19632	17357	0	0	137	0	0	907	3634	1257	184	4451	3531	8770	653	0	3949	12954	0	0	12301	0	false							
403870	57054	2	20253	37671	0	127268	0	0	22343	0	463681	0	55843	68359	139309	129587	50479	107013	401873	0	5965	18504	22343	18004	98333	101739	34709	2811	195768	19090	18027	1920	413	98282	39450	0	0	36553	5965	false							
403946	77536	0	46	287492	0	287492	0	0	0	0	714315	0	5176	0	28612	578024	6230	287446	709139	0	0	1040	0	0	40419	5237	616	1436	45656	9632	1416	0	0	19096	11048	124027	0	11048	0	true	11376	26274	237085	340939	70812	6724	
404653	3523	0	72	67326	0	72856	0	0	0	0	139383	0	14630	0	5082	98036	2274	72784	124753	0	0	1748	0	0	3890	16844	2954	267	20734	1083	10936	1851	0	18872	13870	35789	0	12019	0	true							
404943	10244	0	235	16919	0	27316	0	0	2064	0	35559	0	2657	0	5476	11065	1709	27081	30921	0	1981	889	2064	2064	1611	5364	3298	1329	6975	532	2116	0	0	6126	2648	2064	0	2648	1981	true							
406022	44627	0	332	114019	0	141809	0	0	0	0	150800	0	3621	2492	23088	59205	8404	141464	147179	13	0	3030	0	0	4437	6700	16191	9634	11137	850	1173	5523	2460	13874	10006	1746	0	2023	0	false							
406059	24672	4	218	134999	0	147619	0	0	0	0	160336	0	508	0	10295	65980	3374	147397	159828	0	0	1332	0	0	10014	8565	3270	624	18305	20855	21876	2644	1837	12177	47212	0	0	42731	0	true							
406666	13592	27	14781	52831	0	92773	0	0	0	0	69017	0	4009	17294	9400	26853	2930	77965	65008	0	0	809	0	0	7385	12858	2423	86	20243	3724	1823	273	0	13352	5820	0	0	5547	0	true							
406778	12303	0	0	6570	0	9407	0	0	151	0	35969	0	4305	3798	8795	454	2055	9407	31664	0	0	174	151	151	2529	9018	5070	690	11547	368	5537	0	0	8513	5905	151	0	5905	0	true							
406974	25689	0	22	2572	0	2572	0	0	0	0	236668	0	0	0	1922	206897	1076	2550	236668	0	0	201	0	0	826	1341	753	4	1979	289	560	0	309	1002	1158	0	0	849	0	true							
407168	7370	0	1544	47735	0	68275	0	0	0	0	62796	0	10303	6805	7328	16793	2769	66731	52493	0	0	1198	0	0	7881	13135	4005	0	20515	4081	8329	1202	0	17693	13612	0	0	11142	0	true							
407506	721925	1	44989	246393	0	275790	0	0	105035	0	1139249	0	31545	39611	82253	268862	34874	229310	1096289	1490	11415	8585	105035	105035	42390	67965	19421	3641	110354	4700	9013	1083	250	51162	15046	105534	0	13712	6650	true	45196	16330	48392	185563	475528	246397	
407645	320441	1	473	18715	0	31124	0	0	0	0	429970	0	34215	30982	40641	0	23164	30650	395755	0	0	9643	0	0	17608	28643	24828	5584	46128	12513	18127	1912	315	36021	32867	1929	0	30640	0	true							
407850	1608	0	750	5028	0	8408	0	0	0	0	11642	0	2441	2143	1890	0	0	7658	9201	0	0	0	0	0	856	1429	4342	0	2285	300	2407	700	0	4737	3407	0	0	2707	3478	false							
408307	50594	0	6344	67465	0	198128	0	0	7700	0	245502	0	3593	0	52936	73251	24046	191784	241909	0	0	8287	7700	2414	14682	44107	21979	3267	58789	8706	19172	8302	1442	31099	37622	0	0	27878	0	true							
408642	4969	0	0	711446	0	711446	0	0	49204	0	161694	0	29239	0	55296	510	1406	195475	120002	515971	12453	1353	49204	49204	30238	106120	19856	0	136358	0	0	0	0	100918	0	96008	0	0	11003	false							
408875	22312	0	0	93663	0	97040	0	0	6094	0	446749	0	77100	77100	69675	112390	17045	97040	368361	0	1288	9043	6094	6094	12663	136248	13384	9518	148911	21067	92073	20960	6134	102138	140234	744	0	113140	1288	true							
409265	4512	0	1366	22847	0	22847	0	0	0	0	23566	0	4982	2234	4417	0	464	21481	18584	0	0	302	0	0	5809	6919	1090	0	12728	3398	1839	0	0	9401	5236	0	0	5236	0	false							
410159	2589	0	3775	6380	0	10856	0	0	0	0	12235	0	6976	8686	1858	2434	478	7081	5259	0	0	112	0	0	885	976	561	0	1790	784	4006	0	0	564	4790	0	0	4790	0	false							
410560	152483	0	13047	16474	0	26620	0	0	0	0	227886	0	16956	29488	12721	16316	4805	13573	210930	0	0	1561	0	0	14104	18348	0	0	32452	16571	10064	0	0	19731	26635	0	0	26635	0	false							
410748	33508	26	13401	49692	0	82351	0	0	0	0	189122	0	26387	37288	46533	27330	17637	68924	162735	0	0	3676	0	0	14463	31022	26996	10733	45485	9381	6398	22236	7055	36680	45070	0	0	15779	0	true							
410917	213396	0	47289	32877	0	98724	0	0	0	0	346520	0	7888	18402	40958	23485	13698	51435	338632	0	0	5253	0	0	17269	42223	14648	0	57194	2556	22879	10063	0	33182	35498	0	0	25435	0	false							
410944	3865	0	6708	14999	0	29278	0	0	2500	0	20010	0	2833	7305	6770	0	3570	22570	17177	0	0	1662	0	0	6737	3788	1159	44	10525	2286	1866	266	0	4958	4418	0	2500	4152	0	true							
411062	29051	0	9898	78519	0	110506	0	0	0	0	82947	0	32372	38466	2990	32249	457	100608	50575	0	0	192	0	0	3655	6913	59	0	10375	5444	5577	0	0	7636	11021	0	0	11021	0	true							
411174	7627	0	0	0	0	0	0	0	0	0	24311	0	0	0	9975	0	2773	0	24311	0	0	928	0	0	2868	5062	4285	2476	7930	0	622	846	525	4716	1993	0	0	622	0	false							
411231	10847	0	3963	30360	0	42847	0	0	0	0	47018	0	6381	6367	9514	6135	2785	37875	40403	1009	234	785	0	0	2991	8421	11206	4277	11412	521	2621	0	0	17381	3142	0	0	3142	0	true							
411240	12146	0	1422	15922	0	23205	0	0	0	0	53069	0	9022	2570	20347	8216	4376	21783	44047	0	0	920	0	0	2745	4699	11993	10806	7444	746	915	803	0	9896	2464	0	0	1661	0	false							
411473	68401	0	0	347633	0	347633	0	0	0	0	464297	0	3175	802	105861	183728	40492	347633	460454	0	668	15808	0	0	28760	76043	57213	27083	104803	5230	8266	7573	2002	83237	23070	7778	0	13494	0	true							
411512	271740	0	47950	40313	0	204216	0	0	217880	0	722889	0	49930	55192	54323	155621	10086	155769	654808	497	18151	5399	217880	217880	140506	77778	953	32	202102	17351	58908	0	0	164946	76259	36713	0	76259	16904	true							
411549	10346	0	2081	9781	0	24286	0	0	0	0	17369	0	416	189	4919	0	1055	22202	16953	3	0	254	0	0	1861	2363	2401	21	4224	377	0	0	0	1727	377	0	0	377	0	false							
411576	9480	0	166	12638	0	12982	0	0	0	0	47926	0	4841	0	12184	21617	3564	12816	43085	0	0	505	0	0	1840	5152	5661	2316	6992	0	720	1140	0	2784	1860	0	0	720	0	true							
411624	44787	0	2150	44223	0	56273	0	0	0	0	150348	0	984	3134	38089	27298	16028	54123	149364	0	0	6937	0	0	11766	25615	20598	9938	37381	2543	2384	3441	1978	29828	10346	0	0	4927	0	true							
411651	32098	5	21499	26248	0	75086	0	0	13500	0	59068	0	9019	22577	8178	0	1289	53582	49816	0	233	0	0	0	1890	6843	4387	34	8733	0	316	0	13500	4976	13816	3801	0	316	0	true							
412153	17761	0	15004	74163	0	118992	0	0	16733	0	122017	0	17820	30	29889	34486	3261	103243	97828	745	6369	0	16733	5160	7207	30396	22405	3842	37603	3483	2438	0	0	33960	5921	46996	0	5921	5646	true							
412452	6772	0	3008	19957	0	23705	0	0	0	0	17593	0	1012	4020	2820	392	596	20697	16581	0	0	306	0	0	3155	3711	1360	0	6866	547	1393	264	0	5406	2204	0	0	1939	0	false							
412555	27640	0	25164	58533	0	83442	0	0	0	0	104747	0	35953	49771	19065	36667	3597	58278	68545	0	249	1319	0	0	7003	17275	5558	1161	24278	4284	4254	905	0	11932	9443	0	0	8538	249	true							
412667	25277	0	676	64680	0	97800	0	0	0	0	69647	0	1091	1046	7353	10087	1201	97124	68556	0	0	334	0	0	8657	13091	2970	21	21748	2164	6142	1237	0	17387	9543	0	0	8306	0	false							
412751	629215	0	581688	3406000	0	5724112	0	0	0	0	1835651	0	560	573410	96991	1049101	57989	5142341	1835091	83	0	5593	0	0	33374	64566	20018	16032	94123	6799	9974	1936	4637	36999	23346	0	0	16773	0	true	1034003	3373264	879415	169686	591266	37949	
412845	35494	53	35850	76417	0	154377	0	0	0	0	174058	0	12173	45755	40498	66781	7220	112965	158906	5509	2979	1392	0	0	15014	25046	14735	5039	38846	1414	5962	3283	1287	19336	11947	0	0	7376	0	true							
412872	16673	0	0	4397	0	31081	0	0	0	0	38012	0	1584	1584	10895	0	9631	31081	36428	0	0	4502	0	0	3501	5436	4549	6600	8937	0	1000	0	253	9191	1253	0	0	1000	0	true							
413141	8987	0	0	80379	0	317561	0	0	554116	0	1604740	0	18947	0	859428	30269	70110	317561	1514994	0	70799	41094	554116	128178	152563	415480	329720	443561	568043	25485	113153	40699	44823	481896	224160	252	0	138638	64503	false							
413208	56785434	363	3167	26377965	4858327	43978153	172464	154917	23966410	1723791	110370543	0	318347	233014	4777661	29175376	0	38609332	108136341	334500	37147	0	19905410	16667490	882725	997796	1526537	1749698	1880520	12670753	4161821	151807	2268598	379094	19252978	0	3936001	16832574	0	true	227018	13817020	2974095	25540246	39465145	16887276	
413347	6957	0	15481	9723	0	33220	0	0	0	0	19933	0	1347	11086	5471	0	539	17739	18586	0	0	0	0	0	2941	4327	2245	2562	3051	0	636	264	0	6604	900	0	0	636	0	false							
413543	20100	0	5586	36411	0	50562	0	0	0	0	80816	0	2874	6991	15835	37649	6388	44976	77942	0	0	798	0	0	8936	5926	3915	2987	9429	256	0	284	763	5929	1303	0	0	256	0	false							
413646	45749	0	25510	82534	0	167215	0	0	1400	0	233000	0	34209	53163	43395	51949	7925	141705	177195	0	21596	2825	1400	900	27090	44848	17308	9233	36824	18054	11719	7051	0	55083	36824	0	0	29773	14634	true							
413673	21818	0	12748	33636	0	60066	0	0	0	0	64732	0	5447	15362	11159	18394	2819	47318	58787	0	498	1212	0	0	4186	8502	4194	2477	12659	894	2454	0	1813	8200	5161	0	0	3348	498	true							
413758	10992	0	919	28580	0	36462	0	0	9597	0	88639	2000	3516	1604	16582	13435	2783	35543	67369	0	15754	539	6396	2213	7123	16724	23934	4851	8939	2392	4323	4565	300	36050	11580	10883	0	6715	5389	false							
414102	88810	1	2177	98044	0	144726	0	0	0	0	224673	0	36424	36756	34821	69930	17009	142548	188249	0	0	4374	0	0	9795	30839	9747	669	40634	1935	11024	1924	0	16229	14883	0	0	12959	0	true							
414652	10478	0	698	36851	0	40951	0	0	0	0	77922	0	6516	6075	10257	49537	6855	40253	71406	0	0	3517	0	0	9750	5536	605	0	10013	2017	0	0	0	5633	2017	0	0	434	0	false							
414764	30693	0	28895	116931	0	175597	0	0	5000	0	306295	0	20444	46674	39504	132495	12197	146702	283694	0	2157	5908	5000	0	19733	51570	18549	8526	71177	13766	16247	6378	8337	58875	44728	2314	0	30013	2812	true							
414858	27735	0	22222	45610	0	105998	0	0	0	0	60709	0	2368	23437	9058	9464	1862	83776	58341	0	0	635	0	0	5118	9847	4440	605	14965	260	1340	0	1900	10952	3500	0	0	1600	866	true							
415770	17210	0	0	6691	0	15733	0	0	0	0	60570	0	271	271	19225	7176	6363	15733	60299	0	0	2888	0	0	5514	10446	15476	1226	15960	257	1037	2227	0	13437	3521	0	0	1294	0	true							
416245	893198	3	105094	1376790	0	1376790	0	0	7508	0	7429429	0	763318	797061	550613	5416884	201406	1268394	6662884	3299	3227	75532	7251	7251	173381	450244	246040	57120	622424	59573	92296	33728	6966	376172	192563	255875	0	151105	0	true	128599	129245	2533793	2204355	839944	51052	
416272	21362	0	1872	24611	0	26483	0	0	0	0	50115	0	2096	3968	13222	3432	6970	24611	48019	0	0	3451	0	0	5119	12351	6483	391	17470	338	640	0	0	11121	978	0	0	978	0	true							
416339	10076	0	5293	15151	0	28255	0	0	0	0	52350	0	14801	746	12454	16311	217	22962	37549	0	0	217	0	0	5294	11921	2760	560	17215	4715	712	0	0	8082	5427	4211	0	5427	0	true							
416357	7827	400	1752	14286	0	24873	0	0	10434	0	25527	487	11248	947	3872	886	212	22721	13792	0	0	0	5684	495	1165	3713	6075	141	4878	428	542	2000	2750	7223	5719	0	0	970	0	true							
416656	25859	0	62954	57522	0	153891	0	0	14149	0	105453	0	11581	42772	20877	4469	5217	90689	93157	248	715	2708	6649	6649	20079	34584	4113	1189	54663	8670	4136	2353	0	39089	15159	58703	7500	12806	0	false							
416674	21893	0	8835	117112	0	172168	0	0	10639	0	230860	0	29734	25203	41381	104808	11940	163333	200633	0	493	4770	10639	6694	18290	33839	32872	1463	45691	4372	10079	3243	0	45083	17694	10922	0	14451	0	true							
416973	17653	0	1122	22633	0	22633	0	0	5104	0	36111	0	135	757	10539	0	3389	21511	35976	0	0	1637	5104	744	1919	7018	4272	3225	8238	0	672	696	656	5895	2024	0	0	672	0	true							
417626	41653	0	39470	89830	0	229570	0	0	0	0	309450	0	11586	154	69898	0	46018	190100	297864	0	0	20995	0	0	63798	68985	44731	5723	132783	16929	19005	14934	33691	113338	84559	0	0	35934	0	true							
417710	6777	1	3588	10322	0	13529	0	0	2500	0	27312	0	3021	4981	8637	26	1465	9940	22307	0	1984	624	2500	1000	2392	8828	5919	1427	11220	1021	651	271	0	9929	1943	0	0	1672	1735	false							
418100	49452	7	0	82666	0	158790	0	0	0	0	274587	0	12904	0	32178	128138	12550	158783	261683	0	0	5820	0	0	12633	35043	15090	4139	47676	12142	11674	5316	960	34727	30092	0	0	23816	0	true							
418249	69255	425	26742	576781	0	576781	0	0	4203	0	412644	0	33887	0	71285	209541	21915	524090	378757	25524	0	5771	4203	0	21254	41650	31411	11689	62756	8548	10253	7118	1925	34719	27844	0	0	18801	0	true	165874	178070	119761	56225	69174	81	
418436	4154	0	2550	4452	0	10897	0	0	0	0	8650	0	2114	2763	2593	0	0	8347	6536	0	0	0	0	0	774	1407	915	0	2181	500	900	0	0	503	1400	0	0	1400	0	true							
418856	6738	0	13017	12964	0	29160	0	0	0	0	15539	0	17	12267	3262	3854	1684	16143	15522	0	0	700	0	0	897	1818	1861	0	783	0	371	0	0	1314	371	0	0	371	0	false							
419406	2471019	0	188835	634996	0	733337	0	0	140030	0	4042875	0	190507	0	320242	1031649	116635	544502	3851871	0	497	33783	140030	75019	180522	154836	116865	27680	335358	10142	35959	12988	1214	159661	60303	434496	0	46101	0	true	95900	125697	336038	630632	2307553	163466	
419460	20678	0	3764	65211	0	88071	0	0	24000	0	113327	0	25057	25259	33726	37462	4807	84307	88270	0	0	1750	24000	16500	3683	24129	11126	1263	27372	2078	9042	3866	0	6475	14986	2497	0	11120	0	true							
419675	95034	1	19544	137539	0	279530	0	0	23275	0	452330	0	53643	0	124442	114828	31687	259985	398687	0	0	11971	23275	8864	31788	72032	65168	25262	101535	4723	9961	30943	2591	69808	48218	1320	0	14684	0	true	17140	78610	56366	23922	81722	13187	
419947	15132	0	2780	7066	0	17592	0	0	0	0	26456	0	2728	4485	6380	2060	1839	14812	23728	0	0	441	0	0	1119	2637	3991	1002	3756	0	263	0	251	2370	514	0	0	263	0	false							
420578	22208	0	9467	26169	0	57059	0	0	9012	0	107538	0	8306	12856	21860	15989	14027	47592	99232	0	0	7139	1379	983	21131	25837	6440	1554	46968	6343	5550	1785	701	33102	14379	9012	597	11893	0	false							
420644	44888	0	42827	105010	0	134811	0	0	0	0	127014	0	5	0	31227	28183	8552	91984	127009	0	0	1376	0	0	20232	17370	6955	695	33738	3288	2684	2718	0	14025	8690	0	0	5972	0	true							
420653	11664	0	2294	32490	0	44775	0	0	0	0	112397	1285	41196	22199	9910	36643	5657	42481	68075	0	1841	3226	0	0	14122	22962	6949	1898	37084	5445	7806	4598	309	36022	18158	0	0	13251	16153	true							
420877	21463	0	8099	10439	0	47631	0	0	0	0	59889	0	2028	8163	12960	7757	7256	39532	57861	0	0	3556	0	0	5500	12416	5216	1527	17907	1842	4168	0	0	11699	6010	0	0	6010	0	false							
