"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
	TOTAL ASSETS	ALLOCATED TRANSFER RISK RESERVES	TOTAL RISK-BASED CAPITAL	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TIER 1 LEVERAGE CAPITAL RATIO	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 RISK-BASED CAPITAL RATIO	TIER 1 CPTL ALLWBL UNDR RISK-BASED	RISK-WEIGHTED ASSETS	AVG TOT ASSET NET DEDUCTIONS	ACCUMULATED OTH COMPREHENSIVE INCOME	OTHR DEDUCT FR ASSETS FOR LEVRGE CAP	TOTAL LEVERAGE EXPOSURE	ADVANCED APPROACHES ONLY: SUPPLEMENT	CAPTIAL CONSERVATION BUFFER	ELIGIBLE RETAINED INCOME	DIST AND DISCRE BONUS PAYMENTS QTR	Amount of allowances for credit loss	Amount of allowances for credit loss	Amount of allowances for credit loss	Retained Earning	Average total consolidated asset	Trading assets and trading liabiliti	Trading assets and trading liabiliti	Off-balance sheet exposures: Unused	Off-balance sheet exposures: Securit	Off-balance sheet exposures: Other o	Total off-balance sheet exposures (s	Total off-balance sheet exposures (s	Less: Investments in the capital of	Less: MSAs, net of associated DTLs,	LESS: DTAs arising from temporary di	Investments in the [Tier 2] capital	COMMON EQUITY TIER 1 CAPITAL	CAP RATIO COM EQTY TIER1 CAP RATIO	COM EQTY TIER 1 MINORTY INTERST	COM EQTY TIER 1 CAP BEFORE REG ADJ	COM EQTY TIER 1 CAP ADJS AND DEDUDS	LESS INTANG ASSTS NET OF ASSCTD DTLS	DFRD TX ASSTS OPRTING LOSS TX CRDT	NT UNRLZD GNS (LSSES) AFS SECURITIES	ACC NT GN LS CSHFLW HDGS	AOCI ATTRBTD DEFND BENFT POSTETRMNT	NT UNRLZD GNS (LSSES) HTM SEC AOCI	NET GNS (LSSES) HTM SEC AOCI	OTH THRSHLD DEDS COMEQTY TIER1 CAP	SUBTOT COMEQTY TIER1 CAP ADJ AN DEDS	INSF TIER1 TIER2 CAP CVR DED	ADJSTMNT DEDT  COM EQTY TIER1 CAP	COM EQTY TIER 1 CAPITAL	ADDITIONAL TIER 1 CAPITAL	NNQFY CAP INSTR PHSOUT ADD TIER1 CAP	TIER1 MNRTY INTR NOT EQTY TIER1 CAP	ADD TIER 1 CAPITAL BEFORE DEDUCTIONS	TOT ADDTNL TIER 1 CAP DEDUCTIONS	ADDTNL TIER 1 CAPITAL	TIER 2 CAP INSTRMNTS PLUS RLTD SRPLS	NNQLIFY CAP INSTR PHSOUT TIER2 CAP	CAP MNRTY INTRST NOT INCL TIER 1 CAP	TIER 2 CAPITAL BEFORE DEDUCTIONS	TOTAL TIER 2 CAPITAL DEDUCTIONS	DEDS COMEQTY TIER1 CAP ADD TIER1 CAP	CUMULATIVE CHANGE IN FAIR VALUE	UNCONDITIONALLY  OR OTHER AMOUNT	TOTAL RISK-BASED CAPITAL	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 RISK-BASED CAPITAL RATIO	RISK-WEIGHTED ASSETS	TOTAL APPLICABLE CAPITAL BUFFER	CAP RATIO COM EQTY TIER1 CAP RATIO	NNSG INVCP UNCNS COMSTK 10 PCT THRSH	SUBTOT COMEQTY TIER1 CAP ADJ AN DEDS	COMSTK 10PCT EQTY TIER1 CAP THRSHLD	MSA DTL 10PCT EQTY TIER1 CAP THRS	DTAS CAP CMSTK 15PCT TIER1 CAP THRSH	MSA DTA 15PCT COMEQTY TIER1 CAPTHRES	INSF TIER1 TIER2 CAP CVR DED	ADJSTMNT DEDT  COM EQTY TIER1 CAP	COM EQTY TIER 1 CAPITAL	TIER 2 CAPITAL BEFORE DEDUCTIONS	TOTAL ASSETS	ALLOCATED TRANSFER RISK RESERVES	TOTAL RISK-BASED CAPITAL	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TIER 1 LEVERAGE CAPITAL RATIO	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 RISK-BASED CAPITAL RATIO	TIER 1 CPTL ALLWBL UNDR RISK-BASED	RISK-WEIGHTED ASSETS	AVG TOT ASSET NET DEDUCTIONS	ACCUMULATED OTH COMPREHENSIVE INCOME	OTHR DEDUCT FR ASSETS FOR LEVRGE CAP	TOTAL LEVERAGE EXPOSURE	ADVANCED APPROACHES ONLY: SUPPLEMENT	CAPTIAL CONSERVATION BUFFER	ELIGIBLE RETAINED INCOME	DIST AND DISCRE BONUS PAYMENTS QTR	To be completed only by institutions	Amount of allowances for credit loss	Amount of allowances for credit loss	Amount of allowances for credit loss	Retained Earning	Average total consolidated asset	Trading assets and trading liabiliti	Trading assets and trading liabiliti	Off-balance sheet exposures: Unused	Off-balance sheet exposures: Securit	Off-balance sheet exposures: Other o	Total off-balance sheet exposures (s	Total off-balance sheet exposures (s	Less: Investments in the capital of	Less: MSAs, net of associated DTLs,	LESS: DTAs arising from temporary di	Investments in the [Tier 2] capital	Do you qualify for and opt-in to CBL	COMMON EQUITY TIER 1 CAPITAL	CAP RATIO COM EQTY TIER1 CAP RATIO	AOCI OPT-OUT ELECTION	COM EQTY TIER 1 MINORTY INTERST	COM EQTY TIER 1 CAP BEFORE REG ADJ	COM EQTY TIER 1 CAP ADJS AND DEDUDS	LESS INTANG ASSTS NET OF ASSCTD DTLS	DFRD TX ASSTS OPRTING LOSS TX CRDT	NT UNRLZD GNS (LSSES) AFS SECURITIES	ACC NT GN LS CSHFLW HDGS	AOCI ATTRBTD DEFND BENFT POSTETRMNT	NT UNRLZD GNS (LSSES) HTM SEC AOCI	NET GNS (LSSES) HTM SEC AOCI	OTH THRSHLD DEDS COMEQTY TIER1 CAP	SUBTOT COMEQTY TIER1 CAP ADJ AN DEDS	INSF TIER1 TIER2 CAP CVR DED	ADJSTMNT DEDT  COM EQTY TIER1 CAP	COM EQTY TIER 1 CAPITAL	ADDITIONAL TIER 1 CAPITAL	NNQFY CAP INSTR PHSOUT ADD TIER1 CAP	TIER1 MNRTY INTR NOT EQTY TIER1 CAP	ADD TIER 1 CAPITAL BEFORE DEDUCTIONS	TOT ADDTNL TIER 1 CAP DEDUCTIONS	ADDTNL TIER 1 CAPITAL	TIER 2 CAP INSTRMNTS PLUS RLTD SRPLS	NNQLIFY CAP INSTR PHSOUT TIER2 CAP	CAP MNRTY INTRST NOT INCL TIER 1 CAP	TIER 2 CAPITAL BEFORE DEDUCTIONS	TOTAL TIER 2 CAPITAL DEDUCTIONS	DEDS COMEQTY TIER1 CAP ADD TIER1 CAP	CUMULATIVE CHANGE IN FAIR VALUE	UNCONDITIONALLY  OR OTHER AMOUNT	TOTAL APPLICABLE CAPITAL BUFFER	
37																																																																																				75528	0				18.8950%			16145		85446	1479	0										11445	85446	0	0.0000%	266	0	4	270	0.3575%	0	0	0	0	1	4700		1	0	17624	0	0	0	1479	0	0	0		0	16145	0	0	16145	0	0	0	0	0	0						0	0	4		
242																																																																																				40945	0				10.3670%			5215		50304	257	0										4975	50304	0	0.0000%	3264	0	15	3279	8.0083%	0	0	0	0	1	240		1	0	5472	0	0	0	257	0	0	0		0	5215	0	0	5215	0	0	0	0	0	0						0	0	0		
279																																																																																				267688	0				10.3458%			30645		296206	128	0										31305	296867	0	0.0000%	10181	0	0	10181	3.8033%	0	0	0	0	1	1		1	0	31434	0	661	0	128	0	0	0		0	30645	0	0	30645	0	0	0	0	0	0						661	0	12222		
354																																																																																				14369	0				8.9627%			1652		18432	1	0										616	18432	0	0.0000%	344	0	0	344	2.3940%	0	0	0	0	1	1036		1	0	1653	0	0	0	1	0	0	0		0	1652	0	0	1652	0	0	0	0	0	0						0	0	0		
457																																																																																						5419	501	501	8.2968%	13.5546%	12.3015%	4918	39979	59276	0	0			5.5546%							918	59276								0	0	0		0	4000	12.3015%	1	0	4918	0	0	0	0	0	0	0		0	4918	0	0	4918	0	0	0	0	0	0	0	0	0	501	0	0	0			
505																																																																																						63582	6020	6020	8.3357%	13.2386%	11.9852%	57562	480276	690548	-2142	0			5.2386%							33865	691734								0	0	0		0	24883	11.9852%	1	0	56606	1186	0	0	1745	-1074	-2813	0		0	57562	0	0	57562	0	0	0	0	0	0	0	0	0	6020	0	1186	0			
1155																																																																																				258760	0				9.1492%			25245		275927	637	0										18745	275927	0	0.0000%	10349	0	184	10533	3.7432%	0	0	0	0	1	6500		1	0	25882	0	0	0	637	0	0	0		0	25245	0	0	25245	0	0	0	0	0	0						0	0	35835		
1351																																																																																				172266	0				14.8848%			27484		184645	64	0										26714	184645	0	0.0000%	4654	0	512	5166	2.9989%	0	0	0	0	1	770		1	0	27548	0	0	0	64	0	0	0		0	27484	0	0	27484	0	0	0	0	0	0						0	0	0		
1454																																																																																				778228	0				11.3512%			102043		898966	6808	0										99829	898966	0	0.0000%	0	0	19571	19571	2.1026%	0	0	0	0	1	2214		1	0	108851	0	0	0	6808	0	0	0		0	102043	0	0	102043	0	0	0	0	0	0						0	0	53809		
1669																																																																																				287939	0				14.3986%			48752		338589	934	0										47152	338589	0	0.0000%	13270	0	293	13563	3.8574%	0	0	0	0	1	1600		1	0	49686	0	0	0	934	0	0	0		0	48752	0	0	48752	0	0	0	0	0	0						0	0	0		
1856																																																																																				77372	0				12.6079%			11537		91506	208	0										403	91604	0	0.0000%	7571	0	0	7571	9.7852%	0	0	0	0	1	11232		1	0	11843	98	0	0	208	0	0	0		0	11537	0	0	11537	0	0	0	0	0	0						98	0	0		
2161																																																																																						24564	1769	1769	9.8044%	17.4142%	16.1601%	22795	141057	232497	276	37058			9.4142%							14397	269555								0	0	0		0	8421	16.1601%	1	0	23094	0	0	0	299	0	0	0		0	22795	0	0	22795	0	0	0	0	0	0	0	0	0	1769	0	0	0			
2732																																																																																				617722	0				14.8796%			102005		685537	552	0										97328	686649	0	0.0000%	76900	0	606	77506	11.2209%	0	0	0	0	1	5789		1	0	103669	0	1112	0	552	0	0	0		0	102005	0	0	102005	0	0	0	0	0	0						1112	0	7045		
2750																																																																																						7887	451	451	11.5165%	16.5530%	15.6064%	7436	47647	64568	124	0			8.5530%							425	64568								0	0	0		0	7012	15.6064%	1	0	7561	0	0	0	125	0	0	0		0	7436	0	0	7436	0	0	0	0	0	0	0	0	0	451	0	0	0			
3252																																																																																						30724	1640	1640	12.5574%	23.9233%	22.6463%	29084	128427	231608	741	0			15.9233%							28584	231608								0	0	0		0	500	22.6463%	1	0	29825	0	0	0	741	0	0	0		0	29084	0	0	29084	0	0	0	0	0	0	0	0	0	1640	0	0	0			
3458																																																																																						5909	478	478	8.4727%	12.7155%	11.6869%	5431	46471	64100	55	0			4.7155%							4230	64100								0	0	0		0	1201	11.6869%	1	0	5486	0	0	0	55	0	0	0		0	5431	0	0	5431	0	0	0	0	0	0	0	0	0	478	0	0	0			
3720																																																																																				278854	0				12.5004%			39960		319669	1882	0										22160	319669	0	0.0000%	17347	0	338	17685	5.5996%	0	0	0	0	1	17800		1	0	41842	0	0	0	1882	0	0	0		0	39960	0	0	39960	0	0	0	0	0	0						0	0	0		
3971																																																																																						109278	7022	7022	12.3421%	15.1585%	14.1845%	102256	720902	828514	392	1433			7.1585%							6727	835343								0	0	0		0	100925	14.1845%	1	0	108044	363	4995	38	392	0	0	0		0	102256	0	0	102256	0	0	0	0	0	0	0	0	0	7022	0	5396	0			
4156																																																																																				236634	0				8.7396%			23055		263800	1158	0										16981	265583	0	0.0000%	20627	0	297	20924	8.8423%	0	0	0	0	1	7857		1	0	25996	1783	0	0	1158	0	0	0		0	23055	0	0	23055	0	0	0	0	0	0						1783	0	0		
4231																																																																																				123204	0				13.6978%			18406		134372	1041	0										5806	134372	0	0.0000%	3140	0	0	3140	2.5486%	0	0	0	0	1	12600		1	0	19447	0	0	0	1041	0	0	0		0	18406	0	0	18406	0	0	0	0	0	0						0	0	1727		
5069																																																																																						198186	4876	4876	43.9618%	51.3369%	50.0738%	193310	386050	439723	1912	0			43.3369%							184681	439723								0	0	0		0	8629	50.0738%	1	0	195222	0	0	0	1912	0	0	0		0	193310	0	0	193310	0	0	0	0	0	0	0	0	0	4876	0	0	0			
5135																																																																																				509232	0				15.0773%			81679		541735	34	0										57679	542777	0	0.0000%	60029	0	1118	61147	12.0077%	0	0	0	0	1	25042		1	0	82755	1042	0	0	34	0	0	0		0	81679	0	0	81679	0	0	0	0	0	0						1042	0	1910		
5210																																																																																						247119	20319	20319	9.0130%	15.1014%	13.8597%	226800	1636397	2516358	-5638	-10283			7.1014%							144607	2537020								0	0	0		0	113138	13.8597%	1	0	252107	27842	3103	0	4645	0	-10283	0		0	226800	0	0	226800	0	0	0	0	0	0	0	0	0	20319	0	30945	0			
5461																																																																																				625024	0				9.6536%			72772		753836	5327	0										66554	753918	0	0.0000%	45260	0	706	45966	6.1423%	0	0	0	0	1	6300		1	0	78181	0	82	0	5327	0	0	0		0	72772	0	0	72772	0	0	0	0	0	0						82	0	6253		
5751																																																																																				218701	0				15.6399%			36820		235423	1733	0										28606	236561	0	0.0000%	27055	0	436	27491	11.4708%	0	0	0	0	1	9352		1	0	39691	1089	49	0	1733	0	0	0		0	36820	0	0	36820	0	0	0	0	0	0						1138	0	97		
6039																																																																																				288245	0				9.4359%			32448		343879	329	0										1411	343879	0	0.0000%	27879	0	486	28365	9.8406%	0	0	0	0	1	31037		1	0	32777	0	0	0	329	0	0	0		0	32448	0	0	32448	0	0	0	0	0	0						0	0	0		
6329																																																																																						108609	10380	10380	8.6723%	13.1645%	11.9063%	98229	825016	1132678	602	0			5.1645%							59128	1133577								0	0	0		0	40000	11.9063%	1	0	99730	0	0	899	602	0	0	0		0	98229	0	0	98229	0	0	0	0	0	0	0	0	0	10380	0	899	0			
7009																																																																																						91291	0	0	10.3542%	20.9205%	20.9205%	91291	436371	881681	1103	0			12.9205%							90239	881681								0	0	0		0	1052	20.9205%	1	0	92394	0	0	0	1103	0	0	0		0	91291	0	0	91291	0	0	0	0	0	0	0	0	0	0	0	0	0			
7045																																																																																				203791	0				9.2444%			22942		248173	3400	0										20517	248173	0	0.0000%	9120	0	208	9328	4.5772%	0	0	0	0	1	2425		1	0	26342	0	0	0	3400	0	0	0		0	22942	0	0	22942	0	0	0	0	0	0						0	0	0		
7072																																																																																						38596	2904	2904	10.2483%	16.3735%	15.1415%	35692	235723	348271	58	0			8.3735%							36079	352718								0	0	0		0	4060	15.1415%	1	0	40197	3707	740	0	135	0	-77	0		0	35692	0	0	35692	0	0	0	0	0	0	0	0	0	2904	0	4447	0			
7456																																																																																						10579	887	887	8.9685%	12.9600%	11.8734%	9692	81628	108067	440	0			4.9600%							2692	108067								0	0	0		0	7000	11.8734%	1	0	10132	0	0	0	440	0	0	0		0	9692	0	0	9692	0	0	0	0	0	0	0	0	0	887	0	0	0			
7634																																																																																				72288	0				14.0871%			11154		79179	368	0										2894	79179	0	0.0000%	895	0	0	895	1.1356%	0	0	0	0	1	8260		1	0	11522	0	0	0	368	0	0	0		0	11154	0	0	11154	0	0	0	0	0	0						0	0	1177		
8033																																																																																				324436	0				13.6116%			47985		352530	38	0										39985	352530	0	0.0000%	46174	0	518	46692	13.0729%	0	0	0	0	1	8000		1	0	48023	0	0	0	38	0	0	0		0	47985	0	0	47985	0	0	0	0	0	0						0	0	0		
8462																																																																																				163332	0				14.8156%			26156		176544	2233	0										25456	176544	0	0.0000%	0	0	264	264	0.1616%	0	0	0	0	1	700		1	0	28389	0	0	0	2233	0	0	0		0	26156	0	0	26156	0	0	0	0	0	0						0	0	5918		
8631																																																																																				64141	0				10.8632%			7122		65561	53	0										5822	65561	0	0.0000%	1924	0	205	2129	3.1466%	0	0	0	0	1	1300		1	0	7175	0	0	0	53	0	0	0		0	7122	0	0	7122	0	0	0	0	0	0						0	0	0		
9357																																																																																				534016	0				9.1554%			69221		756067	799	92708										45761	881975	0	0.0000%	11410	0	823	12233	1.4225%	0	0	0	0	1	56660		1	0	103220	28667	4533	0	799	0	0	0		0	69221	0	0	69221	0	0	0	0	0	0						33200	0	455887		
9553																																																																																				185262	0				9.4493%			19113		202270	763	0										17013	202270	0	0.0000%	0	0	100	100	0.0540%	0	0	0	0	1	2100		1	0	19876	0	0	0	776	0	0	-13		0	19113	0	0	19113	0	0	0	0	0	0						0	0	33086		
9807																																																																																						388852	26046	26046	13.8311%	18.7143%	17.4608%	362806	2077829	2623114	4804	0			10.7143%							230534	2623114								0	0	0		0	132272	17.4608%	1	0	367610	0	0	0	4804	0	0	0		0	362806	0	0	362806	0	0	0	0	0	0	0	0	0	26046	0	0	0			
9955																																																																																				165875	0				12.6730%			23101		182285	903	0										19969	182285	0	0.0000%	22632	0	9	22641	12.1821%	0	0	0	0	1	3133		1	0	24005	0	0	0	904	0	0	0		0	23101	0	0	23101	0	0	0	0	0	0						0	0	0		
10250																																																																																						49289	3869	3869	7.9004%	15.9854%	14.7306%	45420	308338	574907	5150	0			7.9854%							11920	574907								0	0	0		0	33500	14.7306%	1	0	50570	0	0	0	5150	0	0	0		0	45420	0	0	45420	0	0	0	0	0	0	0	0	0	3869	0	0	0			
10849																																																																																				253551	0				9.9569%			25934		260462	1817	0										11932	261851	0	0.0000%	11708	0	25	11733	4.6275%	0	0	0	0	1	15391		1	0	29140	694	0	695	1817	0	0	0		0	25934	0	0	25934	0	0	0	0	0	0						1389	0	0		
11145																																																																																						30567	2544	2544	8.0718%	15.2422%	13.9736%	28023	200542	347170	242	0			7.2422%							14473	347620								0	0	0		0	14000	13.9736%	1	0	28715	450	0	0	242	0	0	0		0	28023	0	0	28023	0	0	0	0	0	0	0	0	0	2544	0	450	0			
11640																																																																																				345442	0				12.0930%			45662		377589	2150	0										3167	377589	0	0.0000%	39719	0	252	39971	11.5710%	0	0	0	0	1	42495		1	0	47812	0	0	0	2150	0	0	0		0	45662	0	0	45662	0	0	0	0	0	0						0	0	0		
11837																																																																																						15943	785	785	12.1388%	25.4372%	24.1847%	15158	62676	124872	1496	0			17.4372%							3158	124872								0	0	0		0	12000	24.1847%	1	0	16654	0	0	0	1496	0	0	0		0	15158	0	0	15158	0	0	0	0	0	0	0	0	0	785	0	0	0			
12030																																																																																						71149	3777	3777	14.7675%	24.0539%	22.7770%	67372	295790	456219	88	0			16.0539%							66772	456219								0	0	0		0	600	22.7770%	1	0	67460	0	0	0	88	0	0	0		0	67372	0	0	67372	0	0	0	0	0	0	0	0	0	3777	0	0	0			
12142																																																																																				230782	0				10.1427%			27245		268617	-709	0										8345	268617	0	0.0000%	5223	0	324	5547	1.9923%	0	0	0	0	1	18900		1	0	26536	0	0	0	1737	0	-2446	0		0	27245	0	0	27245	0	0	0	0	0	0						0	0	14739		
12311			12031921	1110215	1430539	8.9360%	13.5798%	11.9653%	10601382	88601328	118637312	227750	0			5.5798%						2352844	120769909								0	0	0		9217567	10.6520%	0	11798161	1879322	181073	63397	241287	256954	-217110	-53381		8805	9437814	0	0	9437814	780000	0	383568	1163568	0	1163568	320324	0	0	1430539	0	2132597	0																																						2																	0			1																															
12647																																																																																						19349	1073	1073	9.9245%	16.8459%	15.9117%	18276	114859	184150	0	0			8.8459%							1541	184721								0	0	0		0	17306	15.9117%	1	0	18847	0	571	0	0	0	0	0		0	18276	0	0	18276	0	0	0	0	0	0	0	0	0	1073	0	571	0			
12656																																																																																						2171	134	134	10.3443%	20.3946%	19.1357%	2037	10645	19692	0	0			12.3946%							1586	19701								0	0	0		0	460	19.1357%	1	0	2046	0	0	9	0	0	0	0		0	2037	0	0	2037	0	0	0	0	0	0	0	0	0	134	0	9	0			
12946																																																																																						187699	17332	17332	9.7372%	13.5910%	12.3360%	170367	1381056	1749643	4514	0			5.5910%							118474	1765854								0	0	0		0	68104	12.3360%	1	0	191092	14516	1695	0	4514	0	0	0		0	170367	0	0	170367	0	0	0	0	0	0	0	0	0	17332	0	16211	0			
13103																																																																																						353588	18929	18929	12.1869%	14.4419%	13.6688%	334659	2448348	2746064	-18616	6609			6.4419%							316790	2769323								0	0	0		0	34519	13.6688%	1	0	332693	10988	5662	0	-11547	-460	-6609	0		0	334659	0	0	334659	0	0	0	0	0	0	0	0	0	18929	0	16650	0			
13251																																																																																						6833	487	487	11.2838%	17.5601%	16.3086%	6346	38912	56240	15	0			9.5601%							3846	56240								0	0	0		0	2500	16.3086%	1	0	6361	0	0	0	15	0	0	0		0	6346	0	0	6346	0	0	0	0	0	0	0	0	0	487	0	0	0			
13457																																																																																				23327	0				25.0176%			6407		25610	32	0										505	25610	0	0.0000%	2473	0	0	2473	9.8400%	0	0	0	0	1	5902		1	0	6439	0	0	0	32	0	0	0		0	6407	0	0	6407	0	0	0	0	0	0						0	0	0		
14155																																																																																				234223	0				10.4522%			27245		260663	444	0										26909	260663	0	0.0000%	0	0	850	850	0.3629%	0	0	0	0	1	336		1	0	27689	0	0	0	444	0	0	0		0	27245	0	0	27245	0	0	0	0	0	0						0	0	11265		
14650																																																																																				40143	0				11.2827%			5172		45840	0	0										4762	45930	0	0.0000%	1526	0	0	1526	3.3240%	0	0	0	0	1	500		1	0	5262	90	0	0	0	0	0	0		0	5172	0	0	5172	0	0	0	0	0	0						90	0	0		
14753																																																																																						5873	383	1360	7.8547%	19.2431%	14.7870%	4513	30520	57456	70	0			8.7870%							2936	57456								0	0	0		0	1577	14.7870%	1	0	4583	0	0	0	70	0	0	0		0	4513	0	0	4513	0	0	0	0	0	0	977	0	0	1360	0	0	0			
14865																																																																																				491350	0				8.6133%			51368		596379	14	8542										37459	606611	0	0.0000%	152908	0	3142	156050	23.4207%	0	0	0	0	1	15599		1	0	53072	0	1403	287	14	0	0	0		0	51368	0	0	51368	0	0	0	0	0	0						1690	0	0		
14977																																																																																				50566	0				18.7218%			10045		53654	0	0										10045	53654	0	0.0000%	5956	0	0	5956	11.7787%	0	0	0	0	1	0		1	0	10045	0	0	0	0	0	0	0		0	10045	0	0	10045	0	0	0	0	0	0						0	0	0		
16551																																																																																				327028	0				11.2806%			42542		377127	1153	0										25018	379603	0	0.0000%	27218	0	446	27664	7.2083%	0	0	0	0	1	20000		1	0	46171	2433	43	0	1153	0	0	0		0	42542	0	0	42542	0	0	0	0	0	0						2476	0	0		
16748																																																																																				80929	0				11.4083%			10036		87971	201	0										7036	87971	0	0.0000%	0	0	20	20	0.0247%	0	0	0	0	1	3000		1	0	10237	0	0	0	201	0	0	0		0	10036	0	0	10036	0	0	0	0	0	0						0	0	6663		
17110																																																																																						27890	352	352	15.6050%	18.9669%	18.7275%	27538	147046	176469	0	0			10.9669%							20252	176469								0	0	0		0	7286	18.7275%	0	0	27538	0	0	0					0	0	27538	0	0	27538	0	0	0	0	0	0	0	0	0	352	0	0	0			
17147																																																																																						1412805	128883	128883	9.5944%	13.7048%	12.4546%	1283922	10308855	13381969	77687	0			5.7048%							537964	13946504								0	0	0		0	1310493	12.4546%	1	0	1926144	542440	22095	0	87932	-564	-9681	0		0	1283922	0	0	1283922	0	0	0	0	0	0	0	0	0	128883	0	564535	0			
17259																																																																																				57897	0				9.1947%			5660		61557	301	0										4122	61557	0	0.0000%	2226	0	147	2373	3.9087%	0	0	0	0	1	1538		1	0	5961	0	0	0	301	0	0	0		0	5660	0	0	5660	0	0	0	0	0	0						0	0	0		
17950																																																																																						64229	4102	4102	8.7966%	19.6550%	18.3997%	60127	326782	683522	7319	0			11.6550%							31779	688736								0	0	0		0	33562	18.3997%	1	0	72660	3163	2051	0	7319	0	0	0		0	60127	0	0	60127	0	0	0	0	0	0	0	0	0	4102	0	5214	0			
17978																																																																																						125033	1440	1440	40.0275%	106.2402%	105.0166%	123593	117689	308770	0	0			98.2402%							123593	308770								0	0	0		0	0	105.0166%	1	0	123593	0	0	0	0	0	0	0		0	123593	0	0	123593	0	0	0	0	0	0	0	0	0	1440	0	0	0			
18050																																																																																						75008	5131	5131	10.0611%	18.3337%	17.0796%	69877	409126	694523	7971	0			10.3337%							60992	694523								0	0	0		0	8885	17.0796%	1	0	77848	0	0	0	7971	0	0	0		0	69877	0	0	69877	0	0	0	0	0	0	0	0	0	5131	0	0	0			
18827																																																																																				1401005	0				8.8110%			146586		1663668	106	0										51441	1673842	0	0.0000%	251634	0	5397	257031	18.3462%	0	0	0	0	1	105319		1	0	156866	9122	1039	13	1797	-666	-1025	0		0	146586	0	0	146586	0	0	0	0	0	0						10174	0	38922		
18836																																																																																				158370	0				10.3100%			18220		176721	168	0										16364	176721	0	0.0000%	16924	0	74	16998	9.3289%	0	0	0	0	1	1856		1	0	18388	0	0	0	168	0	0	0		0	18220	0	0	18220	0	0	0	0	0	0						0	0	0		
18854																																																																																						115335	9639	9639	10.7764%	14.7480%	13.5155%	105696	782036	980814	0	0			6.7480%							92030	981386								0	0	0		0	14238	13.5155%	1	0	106268	0	572	0	0	0	0	0		0	105696	0	0	105696	0	0	0	0	0	0	0	0	0	9639	0	572	0			
19356																																																																																				90180	0				9.1863%			8642		94075	-12	0										3465	94873	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1	5975		1	0	9428	762	36	0	-12	0	0	0		0	8642	0	0	8642	0	0	0	0	0	0						798	0	3561		
19936																																																																																						36364	2606	2606	8.6756%	17.5993%	16.3380%	33758	206622	389114	1168	0			9.5993%							19758	389114								0	0	0		0	14000	16.3380%	1	0	34926	0	0	0	1168	0	0	0		0	33758	0	0	33758	0	0	0	0	0	0	0	0	0	2606	0	0	0			
