"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
3458	0	0	0	0	0	0	11	0				0	263	235		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				13	10	15	1	
3720	0	0	0	0	0	0	11	1				0	42	0		0				0		0	0	0	0	0			0	0	0	8	0	0			0	0	0	0	0	0	0	0				0	1	42	1	
3971	10	0	0	0	148	13	148	51				2	212	0		0				0		1	0	0	11	13			0	0	7	2	20	0			0	40	0	0	0	15	0	0				0	0	23	5	
4156	0	0	0	0	0	0	42	23				6	41	0		0				0		6	0	0	0	0			0	0	9	0	41	0			0	0	0	0	0	0	0	0				0	0	0	4	
4231	0	0	0	0	0	0	15	0				0	62	0		0							0	0	0	0			0	0	0	0	48	0			0	0	0	0	0	0	0	0				2	2	12	13	
5069	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
5135	7	0	0	0	0	0	20	2				3	2324	57		2141				2141		3	0	0	0	0			5	1	5	0	1	0			0	0	8	0	15	0	0	0				36	2	54	7	
5210	0	0	0	0	0	0	238	64				19	2987	2031		76				0		0	0	0	0	29			0	0	1	0	0	0			0	0	0	0	675	0	0	96				0	0	205	29	
5461	0	0	0	0	0	0	124	2				0	21	0		0				0		0	0	0	0	0			0	0	0	0	1	0			0	99	0	0	0	0	14	10				0	0	6	13	
5751	0	0	0	0	0	0	4	4				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
6039	0	0	0	0	0	0	43	0				0	474	107		14				14		0	0	0	0	0			0	0	24	0	3	0			0	0	0	0	149	0	164	0				10	4	27	15	
6329	0	0	0	0	0	0	1165	65		0		7	8086	261		27		0	0	27	0	7	0	0	0	0			0	3	102	0	10	0			0	22	20	19	82	88	0	50	0	0		5685	652	2001	157	
7009	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
7045	0	0	0	0	0	0	341	0				0	1237	0		0				0		0	0	0	0	0			4	0	0	10	50	0			0	0	0	0	0	0	0	285				151	15	1032	31	
7072	0	0	0	0	0	0	99	32				0	397	320		0				0		0	0	9	0	2			0	0	29	12	39	0			0	0	0	7	0	0	0	17				0	0	38	0	
7456	0	0	0	0	0	0	4	4				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
7634	0	0	0	0	0	0	39	12				4	65	12		19				0		0	0	0	0	0			0	0	3	0	34	0			0	0	0	9	0	0	0	0				0	11	0	0	
8033	0	0	0	0	0	0	249	2				12	400	15		23							0	0	0	0			0	0	226	0	0	0			0	2	149	0	209	0	0	0				0	0	4	7	
8462	0	0	0	0	0	0	12	0				0	23	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				15	8	8	4	
8631	0	0	0	0	0	0	9	5				0	24	5		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				19	4	0	0	
9357	0	0	0	0	0	0	277	275				0	406	406		0				0		0	0	0	0	2			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9553	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9807	0	0	0	68	0	0	337	145		0		0	572	249		0		0	0	0	0	0	0	0	0	0			0	0	87	1	250	0			0	0	73	0	0	0	0	36	0	0		0	0	0	0	
9955	0	0	0	0	0	0	6	0				0	19	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	19	6	
10250	0	0	0	0	0	0	136	64				19	118	12		62				0		0	0	0	0	0			3	1	0	24	0	10			15	0	0	11	0	0	0	0				3	0	13	17	
10849	0	0	0	0	0	0	10	10				0	168	168		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
11145	0	0	0	0	0	0	82	17				0	161	12		0							0	0	0	0			0	0	12	0	0	0			0	0	0	0	61	24	0	0				3	2	85	27	
11640	0	0	0	0	0	0	40	12				27	59	0		40				0		0	0	0	0	0			0	0	0	0	0	0			8	0	0	0	0	0	0	0				8	0	3	1	
11837	0	0	0	0	0	0	14	8				1	6	0		4							0	0	0	0			0	1	0	0	0	0			0	0	0	0	0	0	0	0				0	4	2	0	
12030	2215	927	0	0	0	0	6059	681				100	7387	2109		151				55		42	0	0	0	0			9	3	1387	17	1516	20			69	0	20	63	367	1840	364	436				308	339	239	266	
12142	0	0	0	0	0	0	80	0				76	183	50		54							0	0	0	0			0	0	0	0	24	0			0	0	23	0	0	0	0	0				2	0	30	4	
12311	622	58	75	696			90802		22665	0	0	1166	540325		0	6681	312428	0	0	340	0	26	621	307	13862	6396			33451	6870	4985	2826	7667	932	0	15133	0	9	477	511	13322	3419	25289	1198	0	0	1679	60220	26993	49826	11305	
12647	0	0	0	0	0	0	5	0				0	9	0		0				0		0	0	0	0	0			5	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	5	
12656	0	0	0	0	0	0	1	0				0	9	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	9	0	0	0				0	1	0	0	
12946	115	1	0	0	0	0	782	98				68	4987	895		1923				1923		68	0	0	0	0			125	2	177	9	563	1			198	37	136	4	266	9	22	2				0	0	743	375	
13103	0	0	0	0	0	0	83	25		0		0	831	641		0		0	0	0	0	0	0	0	0	0			0	0	0	5	68	5			0	0	0	0	0	0	0	0	0	0		50	43	67	10	
13251	0	0	0	0	0	0	50	43				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	7	
13457	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14155	0	0	0	0	0	0	28	5				7	37	4		28				0		0	0	0	0	0			0	0	9	0	0	0			0	0	0	0	0	0	0	0				3	1	2	6	
14650	0	0	0	0	0	0	24	0				0	82	0		4							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				9	1	69	23	
14753	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14865	0	0	0	0	0	0	19	13				0	5	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	5	5	
14977	0	0	0	0	0	0	1	1				0	36	27		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	3	0				6	0	0	0	
16551	0	0	0	0	0	0	20	12				0	65	5		0				0		0	0	0	0	0			38	1	0	0	0	0			0	0	0	0	0	0	0	0				15	2	7	5	
16748	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
17110	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
17147	75	0	0	13	0	0	2176	696		0		123	10485	8490		46		0	0	46	0	123	0	0	711	203			0	0	395	68	235	47			0	0	0	101	190	134	48	183	0	0		282	104	361	156	
17259	0	0	0	0	0	0	5	0				5	5	0		5				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
17950	0	0	0	0	0	0	77	66				4	390	205		15				15		4	0	0	0	0			0	0	0	0	0	0			0	0	0	0	43	1	88	0				11	0	28	6	
17978	0	0	0	0	0	0	0	0				0	4	0		0							0	0	0	0			0	0	0	0	4	0			0	0	0	0	0	0	0	0				0	0	0	0	
18050	0	0	0	0	0	0	99	56				0	289	140		3				3		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	5	146	38	
18827	0	0	0	0	0	0	154	64				7	1534	1343		0				0		0	0	0	61	0			0	0	11	4	97	0			0	3	0	0	0	57	0	0				6	0	27	8	
18836	0	0	0	0	0	0	331	0				0	168	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	244	0	0	0	0				9	11	159	76	
18854	0	0	0	0	0	0	33	18		0		10	3590	3289		300		0	0	300	0	10	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	1	4	
19356	0	0	0	0	0	0	21	0				0	297	52		0							0	0	0	0			0	0	0	1	132	69			0	0	0	0	0	0	0	0				23	18	21	2	
19936	69	0	0	0	0	0	38	0				7	258	0		15				0		0	0	0	0	0			0	0	0	0	23	0			0	0	0	29	0	0	129	0				0	0	22	2	
19972	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
20053	111	0	0	0	0	0	9	0				0	128	14		0				0		0	0	0	0	0			0	4	5	0	0	0			0	0	0	0	0	0	0	0				0	0	3	0	
20633	0	0	0	0	0	0	4	0				3	538	129		352							0	0	0	0			0	0	0	0	30	0			0	0	0	0	20	0	0	0				0	0	7	1	
20857	0	0	0	0	0	0	130	130				0	260	260		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21256	0	0	0	0	0	0	12	0				0	34	24		0							0	0	0	0			0	0	6	0	0	0			0	0	0	0	0	0	0	0				8	3	2	3	
21359	0	0	0	0	0	0	0	0				0	88	77		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	11	0	
21658	0	0	0	0	0	0	29	9				8	13	0		3				0		5	0	0	0	0			0	0	3	0	10	0			0	0	0	0	0	0	0	0				0	0	0	9	
22048	0	0	0	0	0	0	37	9				0	135	23		0				0		0	0	0	0	0			0	0	8	0	84	0			0	0	0	0	0	0	0	0				14	18	14	2	
22543	0	4	0	0	0	0	107	0				0	45	29		1							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	97	0	0				0	0	15	6	
22552	0	0	0	0	0	0	6	1				2	209	205		0				0		2	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	3				4	0	0	0	
22730	0	0	0	0	0	0	114	0				0	325	0		0							0	0	30	0			0	0	1	0	15	0			0	0	0	0	0	0	0	0				0	0	280	113	
23456	30	0	0	0	0	0	166	63				0	370	0		239				239		0	0	0	0	0			2	0	0	0	0	0			0	0	0	100	33	0	0	0				0	0	66	3	
23504	0	0	0	0	0	0	301	298		0		0	2012	2004		0		0	0	0	0	0	0	0	0	3			0	0	0	0	0	0			0	0	0	0	1	0	0	0	0	0		0	0	7	0	
23643	0	0	0	0	0	0	100	0				0	262	86		0							0	0	0	0			0	0	0	0	0	16			0	0	0	0	0	0	0	0				103	55	57	45	
23755	0	0	0	0	0	0	16	0				0	387	171		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	188	0	0	0				0	2	28	14	
24006	0	0	0	125	0	0	217	71				0	290	255		0				0		0	0	0	0	7			0	0	10	0	0	0			0	0	0	0	0	0	0	0				0	0	35	4	
24378	0	0	0	0	0	0	18	0				0	46	0		0							0	0	0	0			0	0	16	2	45	1			0	0	0	0	0	0	0	0				0	0	0	0	
24453	0	0	0	0	0	0	327	4				2	2060	0		1							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2059	321	
24659	0	0	0	0	0	0	24	14				0	2	0		0				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				2	8	0	0	
24668	0	0	0	0	0	0	312	171				0	4797	3497		0				0		0	0	0	0	0			0	0	0	0	51	0			0	0	0	0	692	129	0	0				0	0	557	12	
24949	0	0	0	0	0	0	280	21				0	67	0		0				0		0	0	0	47	15			2	8	78	2	0	0			0	0	2	8	0	10	0	120				0	0	16	18	
25357	0	0	0	0	0	0	99	0				68	871	35		627				0		0	0	0	0	0			0	0	0	0	99	0			0	0	0	0	0	0	0	0				0	0	110	31	
25647	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
26176	0	0	0	0	0	0	4	0				0	0	0		0				0		0	0	0	0	0			0	0	4	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
26457	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
26765	0	0	0	0	0	0	1900	601				99	3083	279		151				0		0	0	0	0	0			0	0	70	0	94	0			0	0	0	56	149	169	2408	897				0	0	2	8	
27070	0	0	0	0	0	0	0	0				0	64	0		0				0		0	0	0	0	0			9	0	0	0	0	0			0	0	54	0	0	0	0	0				0	0	1	0	
27548	0	0	0	0	0	0	720	118		0		0	5498	4716		0		0	0	0	0	0	0	0	0	2			0	0	462	1	87	28			0	0	0	11	479	1	0	0	0	0		7	2	181	123	
27614	0	0	0	0	0	0	26	0				0	13	0		0				0		0	0	0	0	0			0	0	12	0	0	0			0	0	0	0	0	0	0	0				0	0	13	14	
27847	0	1	0	0	0	0	272	135				0	778	179		0				0		0	0	0	0	0			0	0	103	0	245	0			0	0	90	0	165	5	2	0				56	7	41	21	
28013	0	0	0	0	0	0	465	13		0		5	4307	93		0		0	0	0	0	0	0	0	0	0			0	0	5	28	0	0			0	0	0	0	0	356	4214	58	0	0		0	0	0	0	
28152	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
28675	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
28732	0	0	0	0	0	0	35	34				0	12	10		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	1	
29476	0	0	0	0	0	0	1	0				0	32	18		1				0		0	0	0	0	0			0	0	1	0	13	0			0	0	0	0	0	0	0	0				0	0	0	0	
29636	0	0	0	0	0	0	212	47				0	717	229		0				0		0	0	0	0	1			51	12	60	0	293	11			37	40	0	3	43	18	0	0				13	12	40	19	
29878	0	0	0	0	0	0	198	0		0		0	109	0		0		0	0	0	0	0	0	0	0	0			0	0	198	0	109	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
30052	0	0	0	0	0	0	3	0				0	1	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	3	1	0	
30502	0	0	0	0	0	0	176	49				41	195	19		68				0		0	0	0	0	32			0	0	4	4	0	0			0	0	0	0	2	3	0	0				0	5	106	38	
30650	0	0	0	0	0	0	7	7				0	261	261		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
30810	0	0	0	0			741921		443	0	0	0	3476753		0	0	7264	0	0	0	0	0	0	0	0	0			3093918	662873	43	82	252	698	651844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374621	78480	
31134	0	0	0	0	0	0	51	12				0	111	40		0				0		0	0	0	0	0			0	1	0	0	0	0			0	0	0	0	0	0	0	0				10	9	61	29	
31255	0	0	0	0	0	0	246	178		0		4	381	371		10		0	0	0	0	0	0	0	0	0			0	0	0	58	0	0			0	0	0	6	0	0	0	0	0	0		0	0	0	0	
31657	0	0	0	0	0	0	61	52				0	73	16		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	57	9	
31826	62	0	0	0	0	0	213	137		0		1	244	83		2		0	0	0	0	0	0	0	0	0			0	0	9	0	4	0			0	0	0	0	0	0	0	1	0	0		24	3	69	62	
31835	0	0	0	21	0	0	240	79				99	966	3		867				867		99	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	1	0	0				48	16	48	24	
32234	0	0	0	0	0	0	10	0				0	25	0		0							0	0	0	0			0	0	0	0	1	0			0	0	0	0	0	0	0	0				0	0	24	10	
32766	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
32971	0	0	0	0	0	0	66	30				0	134	0		0							0	0	0	2			0	0	8	3	35	0			0	0	0	0	0	0	0	0				26	0	73	23	
33147	0	0	0	0	0	0	64	45				4	295	124		90				90		3	0	0	0	0			0	0	4	0	59	0			0	0	0	0	0	0	0	0				3	2	19	9	
33259	0	0	0	0	0	0	294	8				0	2122	53		0				0		0	0	0	0	0			0	0	13	0	0	0			313	0	0	0	1752	273	0	0				0	0	4	0	
33268	0	0	0	0	0	0	3	0				0	18	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				5	0	13	3	
33370	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33839	0	0	0	0	0	0	4	0				1	9	0		0				0		0	0	0	0	0			0	0	0	0	2	0			0	0	0	0	0	0	0	0				7	3	0	0	
33857	0	0	0	0	0	0	279	39		0		145	370	153		99		0	0	99	0	145	0	0	0	0			0	0	69	0	29	5			0	0	0	0	0	2	10	0	0	0		41	11	33	13	
34425	0	0	0	0	0	0	456	0				0	1053	86		0				0		0	0	0	0	0			0	0	35	124	421	170			0	0	0	0	0	63	0	0				32	26	344	208	
34434	0	0	0	0	0	0	42	4				0	403	72		0				0		0	0	0	0	0			100	6	0	2	0	0			0	0	0	0	149	7	0	0				38	13	44	10	
34537	0	0	0	0	0	0	2252	1414		0		0	9957	7079		0		0	0	0	0	0	0	0	0	29			12	3	254	68	249	20			0	1	1	113	384	18	177	37	0	0		67	26	1968	289	
34555	0	20	0	0	0	0	77	0				54	620	20		472				472		54	20	0	0	0			0	0	0	0	5	0			0	0	0	0	0	0	0	0				76	3	47	0	
34742	0	0	0	0	0	0	13	5				0	13	12		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	8	
35057	0	0	0	0	0	0	16	0				0	171	0		0				0		0	0	0	0	0			0	0	12	0	35	20			0	0	0	0	108	0	0	0				0	0	8	4	
35301	0	0	0	0			0		0	0	0	0	40000		0	0	37000	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35570	0	0	4625	1965	0	0	7734	3804		0		0	18387	11575		0		0	0	0	0	0	0	0	25	101			0	0	1377	64	1199	0			0	0	0	0	845	177	103	189	0	0		0	0	15	57	
35646	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
35879	0	0	0	0	0	0	1	0				0	66	0		0							0	0	0	0			1	1	0	0	0	0			0	0	0	0	0	0	0	0				2	0	63	0	
36456	173	0	565	765	0	0	899	0				123	937	152		0				0		123	0	0	0	0			0	0	2	0	38	0			0	0	0	0	0	0	0	0				8	3	1	6	
36933	0	0	0	0	0	0	31	7				1	81	40		0							0	0	4	0			0	0	2	0	20	0			0	0	0	10	0	0	0	0				0	5	17	6	
37051	0	0	0	0	0	0	0	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
37341	0	0	0	0	0	0	35	3				5	225	108		1				0		5	0	0	0	0			0	0	15	0	94	0			0	0	0	0	0	0	0	0				7	1	15	11	
37435	0	0	0	0	0	0	1017	254				0	934	203		0				0		0	0	0	10	17			89	36	112	4	106	0			0	0	0	123	105	107	15	212				132	42	274	110	
37640	0	0	0	6	0	0	514	22		0		327	3136	2121		639		0	0	0	0	0	0	0	67	0			120	4	14	4	47	13			0	0	0	0	0	97	26	18	0	0		4	11	99	11	
37659	0	0	0	0	0	0	5	1				0	60	12		32				32		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	16	4	
37949	0	0	0	4	0	0	90	86				0	94	93		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
38740	0	0	0	0	0	0	12	0				7	46	0		12							0	0	0	0			0	0	1	0	23	0			0	0	0	0	0	0	0	0				1	2	10	2	
39327	0	0	0	86	0	0	100	0				7	82	0		40				0		0	0	0	0	0			0	0	2	5	26	0			0	0	0	0	0	0	0	0				0	0	16	0	
39756	0	0	0	0	0	0	35	34		0		0	113	74		6		0	0	6	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	19	0	0	0		0	0	14	1	
40033	6	6	0	0	0	0	6	0				0	6	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
40499	0	0	0	0	0	0	827	251		0		0	4307	3374		0		0	0	0	0	0	0	0	3	33			0	0	219	89	52	6			0	0	0	0	274	2	0	0	0	0		505	183	93	50	
40855	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
41553	0	0	0	0	0	0	19	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	19	
41629	0	0	0	0	0	0	291	2				10	665	0		8							0	0	0	0			16	1	77	4	67	0			0	0	0	0	79	7	3	0				429	146	63	44	
41825	0	0	0	0	0	0	6	0				0	14	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	14	6	
41955	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
42037	0	0	0	0	0	0	19	0				0	17	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	17	19	
