"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
	# OF LNS SECD BY NONFM NONRES PROPS	# OF C&I LNS TO U.S. ADDRESSEES	# PERMNT MTG LNS AMTS $100,000 OR LS	OTSTG BAL PRMT MTG LS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTD BAL > $250,000 THRU $1 MILLION	# NONMTG CML LNS AMTS $100,000 OR LS	OTSTG BAL NONMTGE LNS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTG BAL > $250,000 THRU $1 MILLION	NO OF LNS RPTD ON LINES: ITEM NO 260	# OF LS RPTD LINES: ITMS 300,303&306	# LS SCD PRIM BY FRMS $100,000 OR LS	OTST BL SCD PR BY FMS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	# LNS TO FIN AGR PRDT $100,000 OR LS	OTST BAL FIN AGR PRDT $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	AGRICLTRL LNS TO SMALL FARMS INDCTR	LOANS TO SMALL BUSINESSES INDICATOR	
37	37	59															10	397	2	210	0	0	3	60	0	0	0	0	false	true	
242	91	84													53	68													true	true	
279			41	1715	29	3341	27	9350	173	3575	16	1480	8	1372			13	541	15	1971	6	1503	17	183	1	175	0	0	false	false	
354			2	52	0	0	0	0	47	1142	5	590	5	1279			0	0	0	0	1	152	42	777	2	361	0	0	false	false	
457			8	236	12	1250	5	2209	55	1275	7	632	14	5957			8	359	8	1068	5	1218	40	924	8	1076	6	1451	false	false	
505			7	337	44	6421	56	22435	487	11492	145	16138	70	16453			0	0	1	125	0	0	0	0	0	0	0	0	false	false	
1155			49	2053	47	5973	42	14898	276	5488	47	4651	46	15547			4	224	8	910	8	2665	37	842	11	1090	6	1922	false	false	
1351			168	4477	30	3862	30	11423	305	6349	41	5179	17	6614			30	1243	13	1578	6	1703	105	2044	14	1402	4	1401	false	false	
1454			24	1015	54	6157	70	28019	538	10151	74	8040	63	16046			0	0	14	1645	10	2532	43	906	11	983	6	228	false	false	
1669			122	4918	60	8987	62	22022	331	6888	32	3322	24	7806			0	0	0	0	0	0	188	3234	12	1115	2	248	false	false	
1856			6	174	2	320	1	338	18	480	4	283	3	760			5	215	8	1272	2	690	33	799	5	540	1	304	false	false	
2161			20	819	22	3202	13	3445	270	10716	43	4927	23	10303			18	1050	13	1936	6	1530	35	1697	2	279	1	246	false	false	
2732			2	38	18	2102	72	36762	56	2107	23	3323	43	17235															false	false	
2750			14	491	2	196	3	691	119	1486	7	625	3	758			6	278	9	1361	5	1474	79	1652	33	2530	14	3071	false	false	
3252			17	856	8	756	4	1170	199	3999	19	2334	12	3405			32	1072	30	3919	29	8548	450	10670	97	12816	34	9370	false	false	
3458			9	330	5	985	5	1554	161	4152	28	3176	8	206			22	1058	23	3443	13	4028	184	4321	27	3032	9	1949	false	false	
3720			56	1833	90	11122	71	25592	323	7058	45	3568	22	4139			43	1451	26	2755	10	2229	13	230	10	887	4	893	false	false	
3971			2	31	10	1540	27	9934	280	6075	37	5163	52	19202			16	683	9	768	23	4499	24	560	5	343	2	367	false	false	
4156			20	751	15	1399	22	10637	130	3274	22	2641	22	6090			74	2950	52	5779	24	5523	203	3266	13	1135	3	380	false	false	
4231			40	1411	15	2203	11	4412	111	1986	7	638	4	1894			55	1490	8	719	2	455	20	252	1	133	3	426	false	false	
5069			0	0	1	7	26	10670	1	8	1	0	2	306			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
5135			97	3770	63	8154	73	31779	654	13207	74	7925	27	9016			140	4786	71	8958	37	9897	294	7877	102	11548	52	8939	false	false	
5210			105	4532	259	33532	471	189983	1622	49359	357	46816	195	71387			40	1655	66	9294	57	16630	75	2451	18	1792	3	709	false	false	
5461			10	400	21	2646	89	37013	276	8449	128	13281	73	29344			0	0	2	95	2	574	2	94	2	171	9	2274	false	false	
5751			48	2096	44	5727	32	11961	472	11453	59	6473	30	11472			21	751	32	4037	24	6660	44	1142	36	3956	28	6589	false	false	
6039			135	4679	77	12898	76	38399	515	12105	36	5244	18	8708			97	3622	39	6721	18	6783	94	1998	6	940	2	731	false	false	
6329			170	12437	131	18005	166	67790	2806	64314	190	26793	66	21000			26	1078	12	1415	6	945	18	364	3	82	0	0	false	false	
7009			0	0	0	0	0	0	0	0	0	0	13	5300															false	false	
7045			40	1651	21	2316	16	6031	59	1427	10	991	4	683			14	416	10	1208	5	1715	34	849	12	1096	3	854	false	false	
7072			63	738	57	7354	75	25266	383	2541	46	4417	22	6717			0	0	0	0	1	352	0	0	1	145	0	0	false	false	
7456			6	177	8	951	13	5170	63	1042	15	1267	14	3107			11	429	18	1899	16	2131	49	924	29	1861	22	4439	false	false	
7634			51	2292	33	4927	15	5207	110	2528	16	1703	9	3397			6	198	6	593	2	532	88	2945	22	2963	4	1027	false	false	
8033			9	279	29	3975	64	22589	281	6291	36	4390	24	6967			2	95	7	949	3	852	15	300	3	242	7	888	false	false	
8462			9	493	10	1530	5	2136	126	2875	16	1534	18	4337			2	70	12	1386	8	1951	29	955	24	3072	6	771	false	false	
8631			14	602	10	1275	12	4784	43	1067	8	775	5	1681			0	0	0	0	1	192	4	25	0	0	0	0	false	false	
9357			5	299	10	1358	43	19253	347	8934	141	14969	176	52063			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
9553	20	112															31	1551	31	4073	40	9181	68	1589	31	2888	35	6265	false	true	
9807			11	547	38	4939	85	32103	654	20733	116	17583	74	32721															false	false	
9955			15	486	11	1251	29	16767	72	1495	17	2037	12	4807			31	1400	17	2057	16	3709	56	1223	5	559	4	1093	false	false	
10250			19	735	52	6134	90	35309	925	28970	185	20257	84	30332			3	193	5	654	2	540	0	0	0	0	0	0	false	false	
10849			19	831	19	2211	36	18863	173	4337	26	3494	9	3239			18	763	9	1256	6	1425	21	480	7	590	3	406	false	false	
11145			82	2920	82	10831	84	29770	146	3242	25	1994	19	5951			1	94	3	456	0	0	2	47	0	0	0	0	false	false	
11640			44	1488	26	2623	31	9737	352	8650	38	4319	20	4733			11	493	9	873	10	2435	51	1710	33	3436	25	4046	false	false	
11837			8	475	9	1040	12	4833	20	380	3	219	0	0			6	188	3	366	1	451	3	108	0	0	0	0	false	false	
12030			260	8103	111	14323	92	37923	1023	17829	50	5760	29	7972			92	2905	41	4834	20	5870	73	1488	6	891	1	31	false	false	
12142			48	1826	34	4307	25	9249	159	3336	34	3308	29	9294			4	180	3	248	1	327	8	192	6	644	4	425	false	false	
12311			1368	55370	2493	291572	3674	1250637	45671	1336359	9083	1136921	7372	2534113			364	24020	348	44717	47	13475	507	13042	85	10124	42	11468			
12647			39	1705	30	4036	39	13446	111	2978	37	4190	18	5138			25	995	16	2254	10	2535	38	864	10	915	8	1097	false	false	
12656	6	23													17	37													true	true	
12946			175	6586	167	20280	160	55091	1617	35529	368	39334	199	69440			154	5015	63	6757	28	7132	254	4640	17	1651	8	2289	false	false	
13103			83	8666	199	24249	373	126238	1000	35317	348	45548	260	94255															false	false	
13251			17	836	25	3372	10	3222	75	1855	16	1902	2	500			6	156	8	382	1	320	25	441	7	824	5	970	false	false	
13457			5	104	2	99	1	55	13	276	3	433	0	0			5	252	4	361	5	1215	28	640	8	968	4	811	false	false	
14155			35	1461	41	5473	30	10029	299	6822	33	4118	14	4200			89	3865	98	14055	32	8509	459	12472	65	8270	23	5965	false	false	
14650			12	404	6	584	0	0	161	5030	19	2199	5	2958	2	75													true	false	
14753	6	100															12	489	8	962	4	1141	234	5165	24	2820	12	3556	false	true	
14865			64	2841	83	10355	75	25644	639	14990	154	16857	108	29856			56	2585	109	16104	76	23596	384	9842	167	14865	120	25435	false	false	
14977			4	69	1	150	0	0	118	2891	8	738	2	519			13	527	17	1728	11	2738	77	1804	26	2756	9	1578	false	false	
16551			61	2647	46	6550	43	19652	280	7583	37	5878	22	10398			34	1396	9	1347	3	1203	52	1265	6	897	2	789	false	false	
16748			18	669	21	2503	12	3266	90	2197	21	2540	8	2454			11	401	18	2336	16	5164	7	85	4	603	1	251	false	false	
17110			0	0	0	0	0	0	2	77	1	59	4	527															false	false	
17147			561	22945	810	95342	1168	460306	7705	179253	1655	174523	1532	469467			242	8572	311	35442	182	50130	302	7215	166	16126	83	15375	false	false	
17259			19	722	6	741	7	2909	83	1462	14	1924	5	1409	68	54													true	false	
17950			117	5044	128	16379	108	41574	599	12197	60	6052	40	13494			61	2859	87	11168	74	20837	395	7966	88	8921	40	10067	false	false	
17978			23	729	28	2997	14	4496	0	0	0	0	0	0			2	59	4	475	1	300	3	16	0	0	0	0	false	false	
18050			29	941	63	7889	75	34528	419	10421	43	4619	22	7421			65	2943	89	10865	27	7688	117	1401	12	1240	3	604	false	false	
18827			132	4472	173	20668	217	78097	1289	29163	200	22070	187	46265			0	0	1	23	3	962	0	0	0	0	0	0	false	false	
18836			27	981	30	2966	23	6465	108	2078	17	2086	5	1988			3	99	11	1246	13	2938	10	140	2	347	1	376	false	false	
18854			7	249	19	2734	35	16710	187	4615	84	11046	89	46123			26	958	22	2984	13	3482	123	3996	32	4697	24	6451	false	false	
19356			28	1097	16	2734	10	5541	101	2618	16	2147	8	3436			4	129	4	804	0	0	13	296	2	363	1	345	false	false	
19936			72	3321	59	6897	37	13317	67	1723	9	1308	9	3032			38	2130	21	3109	23	7022	97	4372	18	2839	9	2658	false	false	
19972			0	0	0	0	0	0	0	0	2	187	0	0			0	0	1	57	0	0	0	0	0	0	0	0	false	false	
20053			46	1842	31	4036	29	11334	91	1376	16	1510	17	4408			24	1119	32	3364	21	5730	62	1166	14	1041	3	491	false	false	
20633			31	1698	20	2378	38	15686	59	1552	26	3199	17	5160			3	185	2	250	2	720	1	75	1	139	0	0	false	false	
20857			12	398	5	396	5	1371	106	1857	8	901	12	4575			9	250	13	1472	12	2878	182	812	11	457	15	2265	false	false	
21256			1	35	0	0	1	345	14	439	2	60	1	302	1	6													true	false	
21359			10	380	8	922	3	1286	119	2985	11	1206	3	891			35	1382	17	2259	9	2592	103	2163	26	3392	11	2272	false	false	
21658			61	2316	54	5407	42	7421	107	1823	44	1576	16	782			60	1976	50	5104	39	8338	118	1670	49	2214	17	1748	false	false	
22048			48	1770	43	5652	41	13704	631	13196	86	9774	56	20165			1	28	3	33	0	0	6	90	2	144	0	0	false	false	
22543			91	4270	136	16348	139	64130	321	7847	78	7474	48	16833			2	56	2	88	0	0	4	213	0	0	5	1781	false	false	
22552	82	272															27	1195	59	6028	20	4397	227	4462	56	5912	25	4487	false	true	
22730			26	758	5	453	21	10001	103	3422	18	1568	8	2563	1	0													true	false	
23456			136	5391	89	10280	41	15507	396	7875	28	2901	15	6422			49	2089	55	7074	20	6122	178	3573	34	3291	10	2809	false	false	
23504			11	621	61	7992	445	192658	3671	121292	1210	160303	1015	414974			0	0	0	0	1	432	0	0	0	0	0	0	false	false	
23643			33	963	26	2587	26	10320	342	9045	85	9165	28	10099			25	964	10	1327	8	2246	36	996	2	212	2	247	false	false	
23755			16	797	32	4891	52	20247	240	5542	25	2955	28	7763			0	0	1	112	1	368	3	27	0	0	0	0	false	false	
24006			13	504	62	7802	227	92068	441	11883	128	10946	117	30365															false	false	
24378			6	288	6	476	2	1461	51	1498	6	545	4	3519			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
24453			7	285	11	1401	42	17562	181	5180	47	5328	28	9625			0	0	1	181	0	0	0	0	0	0	0	0	false	false	
24659			51	1465	17	2044	19	6593	186	5033	27	3557	12	4406			31	1157	23	2950	10	2776	95	2829	17	1820	13	2916	false	false	
24668			16	702	51	6150	112	49193	321	9926	219	24522	256	95848			21	551	9	806	4	823	7	93	2	24	0	0	false	false	
24949			28	1342	40	4775	66	25618	119	2371	25	2497	20	5616			5	197	2	128	1	301	4	47	0	0	0	0	false	false	
25357			123	3917	56	7582	56	21572	330	6234	25	2832	11	3929			128	5113	107	13609	50	14116	595	13069	167	17874	60	15185	false	false	
25647			10	448	45	7006	76	35808	743	21402	212	32848	73	35524			0	0	1	93	0	0	0	0	0	0	0	0	false	false	
26176			0	0	7	811	26	11009	1	47	1	9	0	0															false	false	
26457			9	239	3	424	2	500	27	731	5	435	0	0			44	894	36	3943	13	2536	42	784	3	94	3	679	false	false	
26765			28	1231	138	16282	299	130744	755	27991	352	44264	289	99958			4	163	2	148	9	2623	8	217	3	319	2	401	false	false	
27070			26	1195	151	4352	177	5548	151	4352	46	6159	47	12479			2	106	14	1779	5	1037	5	72	2	228	0	0	false	false	
27548			71	3052	127	14881	154	61018	784	20221	284	27307	233	66339			2	59	8	951	2	643	0	0	0	0	0	0	false	false	
27614			26	688	36	3793	26	7860	265	6779	34	3776	14	3750			3	99	5	629	1	306	0	0	0	0	0	0	false	false	
27847			154	5801	100	12737	87	30431	1089	22215	77	8208	40	15178			439	15492	137	18114	85	25701	445	8059	14	1464	2	457	false	false	
28013			21	1762	106	13075	290	111869	601	14539	135	13939	78	23673															false	false	
28152			31	900	22	2976	21	7055	195	4466	27	3140	11	3036			28	1326	76	8257	24	6832	95	2369	32	3798	15	4388	false	false	
28675			52	2009	20	2197	15	4423	58	1032	7	396	7	1031			42	1835	27	3926	11	3155	33	556	8	515	3	486	false	false	
28732			12	733	17	2200	16	7104	166	3698	15	1201	11	3185			6	282	8	1131	3	482	7	89	3	287	0	0	false	false	
29476			40	504	22	1589	12	1977	304	1657	40	1558	16	565			30	652	62	3142	24	1998	90	851	40	1119	30	3057	false	false	
29636			105	4124	103	13243	121	50914	1046	17958	94	10284	70	22164	254	43													true	false	
29878			9	307	72	7976	448	184710	0	0	0	0	0	0															false	false	
30052			9	352	17	2151	18	8108	21	348	8	851	1	244			0	0	1	46	1	271	0	0	0	0	0	0	false	false	
30502			19	650	62	8049	115	41384	575	11944	77	7484	51	13378															false	false	
30650			0	0	24	3009	14	4974	102	877	31	2402	19	2068															false	false	
30810			0	0	0	0	0	0	80076	156619	0	0	0	0																	
31134			19	832	22	2595	14	4657	203	4022	19	2326	8	2775			18	780	18	1648	3	854	14	572	5	510	4	1144	false	false	
31255			7	189	18	2125	49	23829	208	7059	84	8625	76	21100			0	0	0	0	1	205	0	0	0	0	0	0	false	false	
31657			8	341	17	2015	13	3280	132	2968	26	2906	9	2955			35	1286	29	3882	15	5236	70	1643	11	1184	4	822	false	false	
31826			206	8806	110	14127	88	34454	532	12172	61	7815	29	10713			48	1782	8	841	2	570	88	1405	2	210	1	286	false	false	
31835			23	714	5	819	11	3037	145	2760	12	1359	8	3088			8	332	9	1146	7	2247	119	2617	23	1830	26	3493	false	false	
32234			5	242	7	782	5	1571	60	1219	10	1053	8	3861			2	61	4	310	8	2097	11	294	0	0	2	675	false	false	
32766			3	95	13	1520	9	1967	186	5479	37	5310	25	9587			1	5	0	0	0	0	0	0	0	0	0	0	false	false	
32971			47	2170	35	3983	40	17427	125	3223	40	3365	23	6224			8	271	8	1156	5	1195	2	49	2	244	3	661	false	false	
33147			76	2886	35	3920	43	13078	135	3650	34	3478	26	8630			27	1338	25	3308	12	3441	24	655	22	2658	21	5196	false	false	
33259			69	3066	89	10915	94	75910	258	6091	119	10386	122	27537			3	126	4	628	0	0	0	0	0	0	0	0	false	false	
33268			15	556	20	2465	26	10193	108	1951	10	955	7	1757			19	889	13	1407	7	1801	95	1675	16	1779	6	946	false	false	
33370			0	0	1	130	1	231	0	0	0	0	0	0															false	false	
33839			6	283	2	221	1	453	72	1693	6	660	1	190			5	200	3	374	4	994	49	3785	7	427	1	269	false	false	
33857			52	1991	42	6111	104	42179	635	12823	124	12076	124	38201			119	4293	114	14041	107	30069	635	6321	124	7863	72	8852	false	false	
34425			54	4484	88	12719	160	67249	523	24905	220	26414	127	40993			0	0	0	0	0	0	1	8	0	0	0	0	false	false	
34434			61	2297	66	8759	60	18897	531	12224	62	6905	35	10848			78	2796	19	2275	8	1646	2	36	5	444	0	0	false	false	
34537			97	5333	607	85679	1503	641334	6167	238896	1878	209643	1273	391156			0	0	4	481	8	1932	9	208	3	204	0	0	false	false	
34555			55	1756	40	4157	24	6756	314	6177	29	3344	16	4177			147	5333	113	13991	56	13600	387	7483	63	6826	15	2991	false	false	
34742			40	1843	46	6425	53	21026	252	5702	25	3014	24	6970			56	1843	32	4357	25	6462	81	1476	5	568	0	0	false	false	
35057			106	3588	53	6006	30	10244	174	3068	30	2812	9	1443			98	3886	59	7300	39	10453	157	2934	21	2015	8	1651	false	false	
35301			0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0			
35570			15	343	97	12890	519	241092	726	16099	188	17080	308	79314			2	4	0	0	0	0	0	0	0	0	0	0	false	false	
35646			48	2087	15	2315	6	2696	90	1223	5	647	4	2011			5	301	7	1103	1	292	35	2182	2	241	2	644	false	false	
35879			11	302	5	576	5	2009	43	1347	14	2246	1	273			1	60	0	0	0	0	20	447	0	0	0	0	false	false	
36456			17	588	9	840	1	322	124	2615	25	2192	10	2813			32	1326	32	3360	24	6134	201	4781	59	7168	43	10874	false	false	
36933			55	2523	39	5568	34	14640	1074	18144	43	4661	16	5474			32	1158	12	1413	6	2022	41	913	9	1165	3	810	false	false	
37051			20	607	11	1333	8	3437	64	1277	13	991	14	4660			21	941	40	5456	21	5749	61	1754	28	3060	10	2711	false	false	
37341			26	1079	14	1749	13	5273	105	2524	4	418	4	985			9	368	9	1205	8	2841	52	1061	12	1337	6	1796	false	false	
37435			214	8460	212	24727	219	69797	1941	41522	250	29424	99	34188			28	892	17	2092	12	2787	4	133	0	0	0	0	false	false	
37640			420	17225	495	61257	549	202796	2907	79422	658	76687	467	173974			445	20124	366	45498	235	70255	335	11104	87	11758	60	18350	false	false	
37659			11	311	7	841	8	3091	98	1838	21	2375	11	3608			14	546	10	1243	1	257	124	1970	4	549	1	184	false	false	
37949			24	834	14	1183	15	6222	98	2303	30	3660	16	5457			10	494	14	2080	7	1822	45	1023	23	2057	14	2646	false	false	
38740			39	1653	45	6407	61	22634	239	5467	30	3384	25	6957			5	223	7	872	2	335	1	12	0	0	0	0	false	false	
39327			56	1805	92	11015	133	53565	494	10801	110	11717	36	7280			3	129	7	905	4	788	11	213	1	186	0	0	false	false	
39756			97	1949	65	8793	102	45967	1392	17962	178	17487	174	56213			43	1819	50	7400	17	4750	639	8605	77	6351	50	9034	false	false	
40033			10	220	6	570	2	749	34	871	10	912	13	3766			15	292	1	60	0	0	0	0	0	0	0	0	false	false	
40499			38	2081	165	21464	288	107205	1201	29515	355	35863	292	88784			0	0	0	0	1	188	1	9	0	0	0	0	false	false	
40855			26	1172	11	1323	20	8143	269	7223	42	3368	18	5523			25	1208	40	5095	32	9341	157	3363	16	1736	2	444	false	false	
41553			6	129	5	615	3	1589	53	732	3	268	1	297			6	211	5	740	2	646	113	2070	9	943	10	2020	false	false	
41629			13	498	22	3311	54	22225	171	4128	58	7070	17	5062			1	13	4	590	6	1543	11	247	0	0	0	0	false	false	
41825			7	459	28	3831	67	30197	182	4939	87	9117	126	36183			5	260	7	1090	11	3581	0	0	0	0	1	437	false	false	
41955			1	41	0	0	0	0	3	84	1	108	0	0			0	0	6	947	3	1172	155	4966	19	2417	18	5136	false	false	
42037			142	4991	35	3611	10	3831	165	4372	13	3230	26	3062			66	2252	18	2253	1	337	24	1071	8	1042	1	403	false	false	
42354			53	5283	13	1788	10	4157	219	3832	14	1584	8	2896			25	1281	11	1829	2	528	89	1337	14	1423	3	674	false	false	
42372			30	1944	34	5092	26	11865	36	605	8	759	3	604															false	false	
42420			375	12584	527	52794	605	217582	9352	148906	874	99435	641	188321			7	189	12	1051	2	241	19	599	4	122	1	500	false	false	
42448			109	4744	146	17223	170	64284	709	16152	104	10446	91	26849			95	4059	81	10557	56	15697	239	5503	66	7685	66	15563	false	false	
42457			7	159	1	106	10	5053	20	420	9	1368	20	10158			4	187	7	1021	5	861	47	1401	9	1409	9	3423	false	false	
43052			21	268	30	2515	30	7944	107	857	15	803	22	6052			1	25	0	0	0	0	4	118	1	110	0	0	false	false	
43351			63	2244	30	3857	12	5535	457	9905	59	6383	19	5131			87	3654	50	6259	40	11064	351	7607	74	7571	26	6654	false	false	
43856			17	432	7	769	7	1644	28	610	3	514	5	835															false	false	
43959			22	928	24	3389	34	10009	135	4037	25	2687	11	4211			0	0	1	161	1	308	2	25	2	75	0	0	false	false	
44040			60	2234	41	5174	28	7835	167	3226	18	1367	12	3529			162	6514	123	15838	76	21642	232	5255	72	6685	40	8736	false	false	
44433			0	0	14	2374	40	18929	45	1424	16	2252	12	4329			0	0	0	0	2	694	0	0	0	0	0	0	false	false	
44741			110	5340	134	16004	101	35540	88	1906	44	4630	15	2826			1	27	5	808	2	233	0	0	0	0	0	0	false	false	
44750			43	1649	24	2586	32	12069	86	1737	20	2172	12	4684			5	295	7	843	11	3997	8	116	0	0	0	0	false	false	
44929			25	996	28	3430	26	8096	54	1454	1	210	7	1320			3	156	5	568	1	278	3	69	2	233	0	0	false	false	
45038			10	477	8	511	13	5641	82	2132	30	3859	35	8505			9	386	20	2294	6	892	21	456	8	796	4	116	false	false	
45047			98	4224	60	7630	22	6347	264	5286	21	1742	4	1142			165	6151	72	9240	34	8288	348	5478	16	1507	4	1023	false	false	
45056			2	81	3	423	4	1085	78	2054	21	2353	16	4259			10	514	13	1561	8	2552	159	5920	59	7003	25	4298	false	false	
45430			6	150	12	1718	8	2165	116	3582	2	219	0	0			6	282	1	40	2	394	3	42	0	0	0	0	false	false	
45458			18	503	15	2123	18	6683	159	3347	19	2067	13	3871			55	2357	49	6044	14	3810	160	3673	26	2978	15	3428	false	false	
45551			60	2240	80	9838	93	23176	5325	121191	661	62803	127	33607			123	3268	236	22545	244	72412	752	14934	237	19783	227	52203	false	false	
45560			19	1020	94	12027	221	84990	649	20531	238	26769	182	55551			1	63	2	204	6	1674	1	62	1	62	0	0	false	false	
45775			29	1293	58	7089	57	16319	10	269	4	439	1	445															false	false	
46053			34	1722	53	7194	48	20543	312	9620	58	6243	23	7101			14	800	14	1828	18	4951	86	2696	10	940	4	1302	false	false	
46941			63	2179	28	3522	32	11415	150	3227	8	1146	6	1999			56	2091	50	5461	24	6236	68	899	4	406	0	0	false	false	
47247			35	1519	80	8079	92	29456	607	15255	148	16960	76	21169			18	882	17	2517	11	3312	28	614	6	499	9	1529	false	false	
47256			12	352	13	1753	12	4025	31	558	9	1028	4	1321			7	248	6	799	1	248	5	75	1	120	0	0	false	false	
47452			14	313	15	2318	7	2210	27	788	0	0	3	672			49	1140	5	350	2	767	3	164	2	171	2	282	false	false	
47500			28	1256	46	5869	60	19199	272	5166	52	5883	27	6959			0	0	0	0	2	592	0	0	0	0	0	0	false	false	
48057			10	363	5	484	7	3700	103	1934	5	397	8	3372			32	1392	28	3718	12	3950	163	3843	26	2922	16	3137	false	false	
48150			5	148	4	407	2	421	48	900	2	206	1	268			30	1283	22	2529	13	3920	35	949	9	688	7	1749	false	false	
48374			164	6044	94	11982	92	34864	878	18947	188	21819	161	53593			969	31376	552	55944	291	71136	211	3658	29	3377	33	6076	false	false	
48440			40	1824	39	5599	26	10110	160	4410	20	1904	18	6080			10	389	28	3787	8	2201	58	1511	10	1222	2	388	false	false	
49054			3	115	3	654	6	2273	16	331	10	1259	12	3664			6	278	6	1100	3	673	8	96	7	874	2	605	false	false	
49148			20	567	5	551	2	912	63	1390	13	1218	3	1492			30	1277	28	3421	18	4463	85	1762	8	945	3	918	false	false	
49241			96	3287	56	6772	114	45453	607	14218	114	11181	61	14064			46	1947	39	4003	23	5945	159	4014	36	4058	42	7277	false	false	
49652			14	347	5	544	5	2200	61	1113	7	796	16	5141			11	285	10	1327	4	1042	40	1074	19	2385	2	668	false	false	
49858			12	382	26	2783	25	7892	87	2902	19	2203	7	2088			1	59	2	162	0	0	1	1	0	0	0	0	false	false	
49951			10	403	7	815	9	1931	94	2451	16	1855	10	4012			41	1718	42	5257	29	7835	102	2164	28	2312	15	2364	false	false	
50144			14	442	8	795	3	478	53	2085	4	178	3	1932			6	305	7	851	2	694	19	183	1	176	1	150	false	false	
50461			0	0	10	1144	22	9195	5	306	4	534	5	679															false	false	
51253			72	2588	47	5660	74	25758	428	8802	38	4510	27	8416			15	567	18	2368	5	728	26	568	1	101	0	0	false	false	
51356	4	70													0	30													true	true	
51459			29	1071	26	2721	25	9049	371	7593	27	2995	14	3385			39	1762	40	4281	22	6159	180	4516	33	3850	29	6941	false	false	
51842			16	570	13	1387	18	8103	86	2074	22	2430	17	5997			25	953	52	3849	58	10357	154	4290	48	5264	26	5447	false	false	
52719																													false	false	
52951			26	989	14	1584	15	5901	442	10435	70	8433	42	17565			82	3709	51	6866	26	7756	409	9475	65	5793	16	4346	false	false	
53051			15	491	5	550	6	2510	256	7170	36	4674	12	4687			16	568	3	185	3	789	146	1959	5	456	0	0	false	false	
54058			55	1969	44	5130	19	7570	377	6337	27	2289	11	2936			59	2624	73	9753	44	11837	159	3071	63	6964	30	6111	false	false	
54656			140	4057	35	3374	25	9348	445	8030	59	6336	48	13802			110	3985	41	5331	15	4086	471	7094	28	3488	8	1608	false	false	
54973			1	31	10	1283	70	31756	4636	119621	442	57404	230	89995			0	0	0	0	0	0	5	130	0	0	0	0	false	false	
55336			24	1097	59	6923	118	45492	873	23085	104	14291	61	26287															false	false	
55635			11	482	14	1961	56	23163	34	1013	22	3007	10	5204															false	false	
55653			6	220	9	1203	15	4436	108	2205	21	2560	15	3364			0	0	1	172	0	0	0	0	0	0	0	0	false	false	
55970			17	816	61	7314	134	57321	75	1655	19	1691	17	4198															false	false	
56258			25	1524	45	6571	41	14074	167	4756	47	5762	48	16993			8	373	12	1387	17	5679	93	3624	30	4400	18	5114	false	false	
56351			181	8348	272	34747	263	104679	3821	84922	524	60393	242	82386			141	5555	59	7527	13	3976	466	9080	22	2115	7	1277	false	false	
56548			14	476	34	4393	60	24581	27	457	10	693	5	945			8	269	16	2318	16	4166	30	568	11	858	9	1385	false	false	
56717			60	2431	141	16060	159	56234	807	17914	162	17137	134	43334			5	190	7	804	3	776	24	339	2	189	0	0	false	false	
57040	50	219															42	1938	105	14522	73	23990	304	6093	41	5474	10	2398	false	true	
57451			56	2178	56	6850	60	23255	165	4425	29	3171	30	8971			12	521	16	1786	3	808	58	1720	17	2198	2	313	false	false	
58225			40	1513	42	5116	53	19986	458	10679	27	3484	23	8669			81	2299	14	1589	1	221	80	539	2	433	0	0	false	false	
58243			147	6878	276	39144	365	160018	1299	38744	422	53957	442	158090			3	56	9	1087	5	1664	0	0	1	101	0	0	false	false	
58355			7	310	17	2430	14	4174	126	3212	9	920	4	605			2	20	4	331	2	662	7	266	0	0	3	120	false	false	
58551			55	1900	32	4020	12	5714	456	8442	29	3184	12	2871			62	2585	49	6963	25	7247	515	10035	44	4278	22	4226	false	false	
58636			30	1149	76	9032	63	19557	1058	18415	59	6315	18	6021			217	9113	39	5030	13	3693	15	288	0	0	1	400	false	false	
58757			50	2423	45	5647	55	23848	312	7933	60	7764	70	22999			35	1465	41	5019	29	7600	109	2722	28	2751	21	4243	false	false	
