"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
258874																																							16113	595	13801	0	0	367	0	1107	90320	76152	641	76793	0	251	0	0	13527	0	90320	0	0	13248	0	0	0	0	4640	71512			0	57008	56757	279	1449	0	0	0	13527	0	131	
259059																																							10679	2091	35555	0	0	1587	0	1191	113958	99645	161	101781	0	741	1975	0	12177	500	113958	0	0	2133	0	0	8700	0	23253	76392			0	60636	59895	844	2960	0	0	0	12177	0	0	
259330																																							82180	12235	84994	0	8410	28206	949	28545	890407	782630	11658	804305	0	7470	10000	0	86102	25	890407	0	0	73022	0	0	13107	0	152353	630277			0	645844	638374	-52	85	0	0	17	86102	0	6429	
259442																																							27942	9741	72348	0	0	3493	0	12503	420173	358138	2370	372508	0	5809	12000	0	47665	360	420173	0	0	32189	0	0	13600	249	60696	297442			0	296479	290670	1516	397	0	0	0	47665	0	2830	
259956																																							0	14137	65498	1750	0	2148	238	1930	142733	122827	131	125809	0	622	0	0	16923	500	142732	0	0	7555	0	0	7430	0	12820	110007			0	57654	57032	1438	0	0	0	2851	16923	0	0	
260055																																							783455	80657	104668	37	17631	92321	1260	129865	5174414	4609190	50806	4710683	450	36911	0	0	463281	4410	5174414	15159	15237	330732	0	0	127485	26805	1754387	2854803			0	3219689	3182778	654	0	0	0	35450	463731	125620	614158	
260831																																							17997	1655	3392	0	0	1956	0	833	110764	99635	309	99944	0	1323	0	0	10820	200	110764	0	0	2105	0	0	8517	0	18774	80861			0	86254	84931	-2	0	0	0	0	10820	0	0	
260868																																							230999	31502	212420	0	88442	83148	133	38784	3085642	2483483	17555	2716763	0	16026	215725	0	368879	790	3085642	0	0	189090	0	0	177994	1470	751891	1731592			0	2390770	2374744	1005	0	0	0	0	368879	24000	0	
261146																																							8981	6036	76113	0	9525	7323	0	27985	519757	431183	12484	463667	0	2673	20000	0	56090	100	519757	0	0	38212	0	0	17466	184940	36414	394769			0	164416	161743	312	37111	0	0	0	56090	0	0	
261360																																							60245	13486	181089	0	0	20319	1338	17760	776470	687208	6250	693458	0	5120	0	0	83012	1000	776470	0	0	70757	0	0	8025	0	143632	543576			0	475118	469998	3230	0	0	0	0	83012	1671	10564	
261940																																							8981	16321	140762	0	5230	18698	46	24404	858489	757834	6175	776902	0	7917	12893	0	81587	300	858489	0	0	58676	0	0	19004	3064	101253	656581			0	577450	569533	3607	71450	0	0	0	81587	0	0	
262059																																							83643	3796	34459	0	0	10688	46	14078	469717	416997	2395	424392	0	6814	5000	0	45325	1000	469717	0	0	38689	0	0	5000	0	80637	336360			0	329821	323007	636	0	0	0	0	45325	0	0	
262237																																							30448	12034	30170	0	0	5688	79	5598	302883	271081	1756	278833	0	2538	5996	0	24050	756	302883	0	0	11134	0	0	11467	0	63652	207429			0	221404	218866	693	0	0	0	0	24050	0	0	
262358																																							35553	6705	17767	0	8023	15361	6646	16832	499250	402376	1076	452291	0	3263	48839	0	46959	400	499250	0	0	7997	0	0	38295	285	146110	256266			0	394561	391298	267	281	0	0	0	46959	0	499	
262741																																							6165	7213	66585	0	4511	12291	16	13573	450070	372759	2687	404446	0	2582	29000	0	45624	425	450070	0	0	19511	0	0	24548	0	85507	287252			0	340342	337760	1140	0	0	0	0	45624	0	1956	
262844																																							8876	4375	348981	0	6870	9441	148	24688	900547	731331	2375	796151	0	11876	29500	0	104396	750	900547	0	0	75252	0	0	17940	0	167146	564185			0	506821	494945	10454	2146	0	0	32945	104396	77	0	
262956																																							148	7528	33553	654	1550	1695	484	7093	165985	144006	1518	145524	0	2244	0	0	20461	300	165985	0	0	5439	0	0	14000	0	40279	103727			0	115227	112983	722	0	0	0	0	20461	189	108	
263243																																							15985	11429	81445	0	745	11432	0	11372	492295	411102	3458	444211	0	5182	25729	0	48084	90	492295	0	0	17904	0	0	26301	95	100773	310329			0	324386	319204	3789	0	0	0	3922	48084	0	40588	
263627																																							14538	1401	0	0	0	1683	0	12088	176369	156692	5115	161807	0	613	0	0	14562	2500	176369	0	0	9562	0	0	2500	0	45913	110779			0	84972	84359	0	11772	0	0	0	14562	0	50528	
264455																																							76246	10872	138045	284	0	9101	0	8905	563903	500305	4635	504940	0	4972	0	0	58963	4000	563903	0	0	37733	0	0	16000	0	204478	295827			0	320889	315917	1230	4533	0	0	0	58963	0	0	
264772																																							409461	8497	261665	0	4550	1972	0	57128	2384977	1728272	30020	2251994	0	13174	487832	0	132983	1	2384977	0	0	26543	0	0	101667	0	86931	1641340			0	1654878	1641704	4772	0	0	0	5870	132983	0	0	
265340																																							210	6362	116075	0	0	4857	239	6903	301058	250971	683	261654	0	1463	10000	0	39404	180	301058	0	0	32877	0	0	3820	0	48989	201982			0	150357	148894	2527	17517	0	0	0	39404	0	1	
265407																																							58371	26351	320768	0	27122	25099	0	52889	2014049	1698612	21747	1808377	0	22571	1169	0	205672	250	2014049	0	0	200443	219	0	0	7300	481696	1216916			0	1512836	1490265	4979	0	0	0	86849	205672	0	5665	
265452																																							9413	857	17272	0	740	1062	0	1702	94750	69649	229	83341	0	771	11900	0	11409	65	94750	0	0	8135	0	0	2750	0	10933	58716			0	53363	52592	459	0	0	0	1563	11409	0	11112	
265676																																							15150	2411	21268	0	0	3052	10	2524	115571	101555	405	102095	0	1205	135	0	13476	232	115571	0	0	10706	0	0	2591	0	42835	58720			-230	68059	66854	177	4302	0	0	0	13476	0	0	
266066																																							6981	6193	58273	0	0	3985	0	6635	247712	201237	1591	212128	0	2783	9300	0	35584	1000	247712	0	0	30984	0	0	1000	100	53854	147383			0	163474	160691	2600	1420	0	0	0	35584	0	3434	
266244																																							32091	5394	48907	0	0	6066	201	5943	236590	180815	600	212915	0	2244	31500	0	23675	231	236590	0	0	20744	0	0	1731	0	29200	151615			0	140232	137988	969	0	0	0	0	23675	0	0	
266253																																							1914	3438	20969	0	0	1305	40	5814	123948	102607	783	109274	0	1633	5884	0	14674	300	123948	0	0	9028	0	0	4642	0	19844	82763			0	92063	90430	704	38	0	0	0	14674	0	0	
266271	717607	527008	8284723	0	1497726	524231	33192	1576829	47767517	1216291	42256554	18484	525868	1188587	567055	5492479	241900	47767517	248205	14677	1197075	0	0	3890075	222028	2a	-19244	34466408	33940540	182673	11069	217363	5510963	0	184359	0	0	0			8284723							39052581					1188587					248205	14677						11063390	27989191							0	11069	0	217363		0		
266655																																							11958	3011	11638	0	0	357	0	5121	98434	67258	750	84257	0	815	16249	0	14177	150	98434	0	0	1535	0	0	12175	0	10706	56552			0	67162	66347	317	0	0	0	0	14177	2	0	
266851																																							13910	2194	36794	0	123	10827	17	7575	253779	222628	995	223623	0	1636	0	0	30156	100	253779	0	0	27306	0	0	1718	699	48781	173847			0	170818	169182	1032	12458	0	0	0	30156	0	0	
266945																																							68179	7837	162738	0	1329	18606	44	31413	915696	797589	1956	827335	0	7111	27790	0	88361	900	915696	0	0	49046	0	0	34736	0	83252	714337			0	632659	625548	3679	2	0	0	0	88361	0	0	
267652																																							28063	853	27688	0	0	3027	0	4634	118628	104500	694	105194	0	1441	0	0	13433	270	118627	0	0	4319	0	0	8730	0	41654	62846			0	55804	54363	114	0	0	0	0	13433	0	0	
268006																																							216311	19896	210578	0	8188	30362	0	50463	2390697	2113676	19444	2179972	0	18063	32150	0	210725	250	2390697	10707	0	205888	0	0	0	7278	383511	1730165			0	1854977	1836914	4587	0	0	0	14702	210725	0	0	
268136																																							50977	4535	21168	307	0	5297	0	6736	270203	236694	3013	243707	0	4302	4000	0	26496	650	270203	0	0	14945	0	0	10422	331	61146	175548			0	185154	180852	479	0	0	0	0	26496	0	0	
268677																																							75895	3650	100181	0	142	20714	60	13907	687169	577533	19770	625664	0	5138	28361	0	61505	0	687169	0	0	-44155	0	0	105293	0	104571	472962			0	468594	463456	367	0	0	0	0	61505	0	9164	
268828																																							45915	5362	106991	0	0	7665	4283	10526	323586	250537	1153	251690	0	2900	0	0	71896	10000	323586	0	0	49192	0	0	10000	0	63633	186904			0	145744	142844	2704	0	0	0	0	71896	0	0	
268976																																							190602	6159	0	0	0	4750	0	3926	752219	646199	1012	659711	0	1389	12500	0	92508	0	752219	0	0	0	0	0	92508	2832	35823	610376			0	471216	469827	0	0	0	0	0	92508	0	74123	
269049																																							62248	6697	16823	0	863	12091	837	7349	574837	453645	2137	516782	0	5607	61000	0	58055	12250	574837	0	0	14461	0	0	31297	2514	95514	358131			0	470517	464910	47	0	0	0	0	58055	0	505	
269058																																							24433	1261	76675	0	8	902	0	5683	197992	171594	995	172589	0	1374	0	0	25403	500	197992	0	0	11311	0	0	10500	0	45583	126011			0	90404	89030	3092	0	0	0	0	25403	0	0	
269571																																							4856	287	0	0	0	99	150	1922	91489	78050	404	78454	0	348	0	0	13035	0	91489	0	0	13035	0	0	0	0	0	78050			0	51918	51570	0	0	0	0	0	13035	3020	29585	
269759																																							8700	1133	4644	0	0	366	0	2630	54890	47921	110	48031	0	741	0	0	6859	200	54890	0	0	1653	0	0	4800	0	16379	31542			0	38158	37417	206	0	0	0	0	6859	0	0	
270148																																							7665	7645	45555	0	0	2931	58	3384	151709	134056	1019	135075	0	953	0	0	16634	287	151709	0	0	11995	0	0	3003	0	48402	85654			0	82920	81967	1349	2504	0	0	0	16634	0	0	
270353																																							6217	11128	21724	0	0	365	0	1589	60221	53252	761	54013	0	375	0	0	6208	175	60221	0	0	2380	0	0	3325	0	15628	37624			0	19573	19198	328	0	0	0	0	6208	0	0	
270504																																							112686	10851	52218	4221	12496	10210	0	13898	917661	783061	3437	828063	0	7209	2838	0	89598	350	917661	0	0	69079	0	0	19254	130	40834	742227			0	708160	700951	915	0	0	0	38727	89598	0	0	
270531																																							76263	797	6918	0	0	2005	0	778	178536	154903	482	163385	0	1272	8000	0	15151	1000	178536	0	0	-19345	0	0	33479	0	48703	106200			0	92547	91275	17	0	0	0	0	15151	0	500	
270652																																							805	918	27752	0	0	844	0	948	91261	81819	257	82076	0	478	0	0	9185	150	91261	0	0	3284	0	0	5550	45	21837	59982			0	55427	54949	201	5000	0	0	0	9185	0	0	
271136																																							6781	1041	0	0	0	4337	3528	1385	85808	77498	364	77862	0	1800	0	0	7946	1430	85808	0	0	1899	0	0	4617	0	34288	43210			0	43943	42143	0	20700	0	0	0	7946	4393	1500	
271275																																							38306	2632	43634	0	314	7003	0	9379	390480	353782	3821	357603	0	2983	0	0	32877	0	390480	0	0	2581	0	0	29438	185	112962	240820			0	282917	279934	858	0	0	0	0	32877	5057	4036	
271341																																							15001	1034	12445	0	160	1863	0	2604	100138	87631	530	88180	0	1024	19	0	11958	271	100138	0	0	4600	0	0	6400	0	26891	60740			0	66265	65241	687	1790	0	0	0	11958	0	0	
271529																																							107738	9198	112586	0	2164	13096	715	12093	567349	485332	9974	525668	0	3145	803	0	41681	1800	567349	0	0	24330	0	0	15228	15754	140899	344433			0	297150	294005	323	0	0	0	29559	41681	0	0	
272030																																							2700	3092	20075	0	0	3856	106	2535	111221	99949	301	100250	0	652	0	0	10971	77	111221	0	0	2905	0	4160	3608	0	25687	74262			0	79509	78857	221	0	0	0	0	10971	0	0	
272058																																							498	9950	9797	0	0	62	0	1215	53290	42473	105	46828	0	502	4250	0	6461	66	53289	0	0	1069	0	0	5184	0	5167	37306			0	27269	26767	142	5000	0	0	0	6461	1	0	
272151																																							8205	716	20113	0	0	48	0	1440	38084	31687	149	31836	0	152	0	0	6248	155	38084	0	0	5466	0	0	155	0	9957	21730			0	7714	7562	472	0	0	0	0	6248	0	0	
272272																																							105623	44873	181121	0	8502	63854	2707	81454	2609532	2268331	12174	2343791	0	35471	63286	0	265741	1	2609532	0	0	94284	0	0	167254	2717	340742	1927589			0	2154152	2118681	4202	0	0	0	0	265741	0	0	
272302																																							429429	12122	82203	0	11456	39139	0	138059	3964932	3075264	21517	3509041	0	14323	398541	0	455891	0	3964932	0	0	457020	11224	0	0	0	208427	2866837			0	2795955	2781632	-1129	2456	0	0	13719	455891	361092	96120	
273336																																							541048	24802	529198	0	167	34327	0	70617	2703533	2357402	22788	2510190	0	25955	130000	0	193343	2000	2703533	0	0	137526	0	0	46064	0	1030230	1327172			0	1519601	1493646	7753	1	0	0	0	193343	1544	8183	
273550																																							27426	6276	207160	1926	3590	3789	200	18928	483337	383192	4774	423797	0	3352	29087	0	59540	430	483337	0	0	30319	0	0	22360	0	82423	300769			0	216517	213165	6431	850	0	0	6744	59540	27	0	
273653																																							2603	16154	5319	0	0	942	0	548	66877	60325	201	60526	0	1129	0	0	6350	150	66876	0	0	2819	0	0	3350	0	15983	44342			0	42440	41311	31	0	0	0	0	6350	0	0	
273662																																							304715	16708	1086256	0	1498	3881	61	23479	1887000	1670758	12359	1683117	0	6167	0	0	203883	1800	1887000	0	0	152970	0	0	27200	216	248549	1422209			0	456279	450112	21913	0	0	0	0	203883	74	0	
273840																																							15505	9467	17791	0	1915	5497	502	6780	250558	216715	731	226446	0	1999	9000	0	24112	746	250558	0	0	7837	0	0	14808	1091	68653	148062			0	193973	191974	721	0	0	0	0	24112	36	0	
273859																																							3224	1135	0	0	0	16	0	312	21112	18996	36	19032	0	76	0	0	2080	150	21112	0	0	1705	0	0	225	0	10203	8793			0	6865	6789	0	5778	0	0	0	2080	0	3858	
274025																																							5368	1528	3150	0	0	95	0	194	21887	19788	23	19811	0	119	0	0	2076	250	21887	0	0	1519	0	0	250	0	7193	12595			0	8658	8539	57	3013	0	0	0	2076	0	0	
274052																																							6625	644	6446	0	0	582	79	519	44625	41318	55	41373	0	404	0	0	3252	225	44625	0	0	2490	0	0	475	0	12500	28818			0	29694	29290	62	440	0	0	0	3252	0	0	
274548																																							22153	7842	12382	0	1419	974	0	6011	245976	203688	845	213483	0	3636	8950	0	32493	655	245976	0	0	19763	0	0	11772	142	41178	162510			0	192529	188893	303	0	0	0	0	32493	0	6160	
274829																																							50758	4320	109717	0	0	9636	232	19745	511802	433152	4117	462642	0	3783	15000	0	49160	918	511802	0	0	39392	0	0	7628	0	110252	322900			0	321177	317394	1222	0	0	0	10373	49160	0	0	
274856																																							12941	1971	42784	0	150	450	0	1860	122966	106533	244	107477	0	1311	700	0	15489	91	122966	0	0	7627	0	0	6900	0	10602	95931			0	64121	62810	871	0	0	0	0	15489	0	0	
275255																																							5900	3247	8869	0	612	3477	0	4672	211891	186931	329	191260	0	2298	4000	0	20631	118	211891	0	0	9004	0	0	11361	4871	27760	159171			0	182541	180243	148	0	0	0	0	20631	0	0	
275358																																							56924	20409	238798	0	9232	14248	0	32001	1148987	974352	7751	1034932	0	13140	32728	0	114055	1291	1148987	0	0	44538	0	0	64512	939	219614	754738			0	789172	776032	3714	277	0	0	20101	114055	127	0	
275479																																							16238	1448	20662	0	0	883	0	5744	191336	141648	5157	162305	0	1018	15500	0	29031	0	191336	0	0	28719	0	0	0	0	18735	122913			0	143094	142076	312	4056	0	0	0	29031	0	229	
275657																																							531	2947	44905	0	0	404	0	1321	76277	62742	116	62858	0	947	0	0	13419	300	76277	0	0	11291	0	0	800	0	14281	48461			0	22988	22041	1028	0	0	0	0	13419	0	4128	
276074																																							2967	1010	41264	0	0	5210	682	10485	222608	160322	2450	201599	0	1640	38827	0	21009	0	222608	0	0	17950	0	0	4298	0	29400	130922			0	162630	160990	-1239	0	0	0	0	21009	0	0	
276159																																							5434	2179	65399	0	0	2595	0	1187	145599	127522	1038	128560	0	1068	0	0	17039	100	145599	0	0	14706	0	0	250	0	43487	84035			0	69873	68805	1983	0	0	0	0	17039	0	0	
276551																																							12474	3170	36183	0	1005	1434	0	5116	136152	120019	294	120527	0	1157	214	0	15625	100	136152	0	0	9812	0	0	4644	0	46762	73257			0	66756	65599	1069	5150	0	0	0	15625	6021	0	
276579																																							749787	867376	15731415	89539	1049694	1126085	3965	1843928	81479376	69653429	760566	73593409	0	776529	942486	630053	7885967	164	81479376	660177	95889	4322056	176874	565851	2686175	81054	32493714	37159715			-13434	53475479	52698950	325155	37001	5727920	1104882	406104	7885967	0	635611	
276645																																							11843	5743	64461	0	219	3346	201	8705	253201	201069	1359	228121	0	2035	23507	0	25080	250	253201	0	0	16385	0	0	6800	0	30882	170187			0	155718	153683	1645	5000	0	0	2186	25080	0	0	
276654																																							14061	1350	14089	0	304	821	34	768	87281	72471	328	72999	0	965	200	0	14282	100	87281	0	0	5018	0	0	9062	0	13014	59457			0	56349	55384	102	274	0	0	0	14282	0	196	
276850																																							151500	20578	224727	0	11221	21382	800	24357	1305308	1113557	3731	1189950	0	12348	72662	0	115359	2000	1305309	6	0	52026	1023	0	59000	0	246444	867113			0	858913	846565	2333	27	0	0	0	115359	0	3122	
276953																																							6146	520	23815	0	0	125	35	2013	59837	50533	421	50954	0	344	0	0	8883	75	59837	0	0	5330	0	0	2925	0	13267	37266			0	27527	27183	553	0	0	0	0	8883	0	0	
277240																																							88300	5507	4655	279	94	3246	0	3607	418768	345113	873	367275	0	6766	15000	0	51493	1691	418768	0	0	33526	0	0	16276	0	58023	287090			0	319846	313080	0	0	0	0	6289	51493	0	0	
277277																																							22677	2329	5695	0	676	4188	860	9851	233962	175974	588	215084	0	1647	38522	0	18878	4273	233962	0	0	14480	0	0	0	0	16995	158979			0	166145	164498	125	0	23186	0	0	18878	0	2	
277679																																							1579	55	0	0	0	21	0	154	7992	5923	52	6255	0	105	280	0	1737	0	7992	0	0	1737	0	0	0	0	0	5923			0	6287	6182	0	0	0	0	0	1737	0	1	
277736																																							31856	8351	214	0	0	2925	526	1129	179466	154672	563	157993	0	1499	2562	0	21473	410	179466	0	0	19256	0	0	1795	0	46043	108629			0	133061	131562	12	2903	0	0	196	21473	0	0	
277820																																							8329	11201	34087	0	757	1696	1082	13717	620899	525065	5900	543236	0	3296	0	0	77664	600	620900	0	0	62073	0	0	14300	545	140891	384174			0	226157	222861	691	12584	0	0	12271	77664	0	314040	
278256																																							43	2107	42683	0	0	1135	0	6291	169548	117563	886	143577	0	1345	21709	0	25971	200	169548	0	0	22518	0	0	2000	0	20201	97362			0	118634	117289	1253	0	0	1000	2419	25971	0	0	
278555																																							241692	15913	68864	0	1173	7823	775	17311	1123488	1023636	9490	1033538	0	7416	412	0	89951	950	1123489	0	0	53947	0	0	34425	1782	662153	361483			0	775571	768155	629	0	0	0	0	89951	0	0	
278733																																							12067	1954	18386	0	0	2982	695	1083	116576	105050	168	105218	0	581	0	0	11358	200	116576	0	0	1018	0	0	9995	0	14365	90685			0	79579	78998	145	411	0	0	0	11358	0	0	
278751																																							10352	4051	161	0	393	1066	118	464	34296	30901	110	31011	0	200	0	0	3285	70	34296	0	0	795	0	0	2412	0	10618	20283			0	17891	17691	8	0	0	0	0	3285	0	0	
278818																																							16511	28681	295911	0	65168	47045	864	67486	2883391	2438182	18242	2534807	0	27344	64769	0	348584	1485	2883391	13693	13614	145994	6332	0	198955	837	626027	1812155			0	2177982	2150638	2150	183000	0	0	0	348584	0	7225	
278872																																							13308	526	0	0	0	4097	34	8998	160382	132639	3193	135832	0	1386	0	0	24550	0	160382	0	0	17714	0	0	7868	14020	8272	124367			-1032	120785	119399	0	0	0	0	0	24550	0	0	
279105																																							192175	23066	288471	0	0	15429	0	57557	1710853	1514501	25711	1540212	0	7581	0	0	170641	0	1710853	0	0	174084	0	0	0	0	402227	1112274			0	1027928	1020347	-3443	0	0	0	0	170641	2221	111587	
279842																																							21794	17691	58255	0	7799	10070	0	6622	820355	653649	1045	727837	0	6769	70000	0	92518	650	820355	0	0	44310	0	0	46105	0	83621	570028			0	703825	697056	1453	1068	0	0	3143	92518	0	0	
279954																																							85588	11467	153449	0	12858	23181	2809	22801	934293	780727	4285	839387	0	7756	54375	0	94906	495	934293	0	0	31318	0	0	57671	0	308778	471949			0	629818	622062	5422	0	0	0	0	94906	78	0	
280110	15666598	1101377	27544589	2	3197055	1386011	109394	6935360	168974607	2750479	151329099	158	1662780	7663049	1322015	17645350	50000	168974607	1675511	154230	6461680	1441890	0	10073187	1582634		0	101895842	100233062	1060483	505775	219739	17645508	0	7595349	0	0	0			27544589							139219587					7662108					1675511	154230						43213681	96005906							0	505775	0	219739		0		
280138																																							15653	11381	59032	0	0	672	34	5533	137639	99341	2552	101893	0	1294	0	0	35746	800	137639	0	0	26166	0	0	7200	0	26639	72702			0	46628	45334	1580	0	0	0	0	35746	0	0	
280352																																							7843	5504	1	0	245	1173	308	1339	85259	75391	745	76136	0	1450	0	0	9123	500	85259	0	0	2628	0	0	5995	0	33226	42165			0	57777	56327	0	8941	0	0	0	9123	0	3578	
280558																																							9265	2827	17208	0	0	292	0	437	82771	75982	209	76191	0	755	0	0	6580	88	82771	0	0	6052	0	0	212	0	29763	46219			0	53497	52742	228	0	0	0	0	6580	0	0	
282075																																							137335	7641	189847	0	246	11827	3049	46488	1352346	1184099	4282	1188381	0	9587	0	0	163965	1	1352346	0	0	161971	146	0	99	0	203239	980860			0	923029	913442	1894	0	0	0	0	163965	0	42325	
282226																																							175929	21575	112539	0	0	4274	645	3866	416975	367408	1075	368483	0	1508	0	0	48492	1250	416975	0	0	42922	0	0	4750	0	146743	220665			0	99155	97647	-430	500	0	0	0	48492	0	0	
282824																																							25525	6215	18345	0	0	2333	0	13234	316471	264730	924	280124	0	5414	14470	0	36347	31	316471	0	0	34638	0	0	1458	0	35987	228743			0	253685	248271	220	2548	0	0	0	36347	0	0	
283157																																							5932	9086	23329	0	0	382	0	1233	59806	51241	731	52447	0	494	475	0	7359	100	59806	0	0	1651	0	0	4900	0	11258	39983			0	20309	19815	708	0	0	0	0	7359	29	0	
283438																																							114107	3898	134147	1259	360	17894	1212	24922	766341	649954	10348	688537	0	5754	28235	0	77804	251	766341	0	0	45666	0	0	28197	6827	143811	506143			0	426197	420443	3690	39472	0	0	0	77804	0	1800	
283652																																							8056	2448	0	0	0	6677	438	8133	203760	181912	527	183329	0	2347	890	0	20431	1000	203760	0	0	15262	0	0	4169	1223	132054	49858			0	154474	152127	0	24658	0	0	0	20431	0	0	
283737																																							309310	47323	0	7	0	2835	0	4393	1038563	931731	2535	934378	0	9825	112	0	104185	669	1038563	0	0	93200	0	0	10316	0	266423	665308			0	504373	494548	0	0	0	0	0	104185	0	180147	
283867																																							59764	40975	9036	0	4099	23290	0	17899	1162005	868656	3996	1066189	0	6365	193537	0	95816	1500	1162005	0	0	73698	0	0	20500	0	455710	412946			0	1013307	1006942	118	0	0	0	0	95816	0	0	
284154																																							8995	835	16646	0	78	2104	425	2166	167729	130182	576	138258	0	2059	7500	0	29471	120	167729	0	0	580	0	0	28739	0	20305	109877			0	125157	123098	32	13382	0	0	0	29471	0	0	
284239																																							826	6104	0	35	0	3427	436	5929	191897	159944	325	174694	0	1728	14425	0	17203	70	191897	0	0	17063	0	0	70	0	38353	121591			0	152716	150988	0	17258	0	0	0	17203	0	6894	
284556																																							50686	4039	3642	0	0	3275	25	9585	339323	301057	2150	308736	0	1703	5529	0	30587	150	339323	0	0	15971	0	0	14913	0	53204	247853			0	268277	266574	-447	0	0	0	0	30587	0	1497	
284752																																							2504	5627	49842	0	283	2307	0	2298	135904	112957	542	120450	0	852	6951	0	15454	238	135904	0	0	12169	0	0	1272	0	30376	82581			0	73892	73040	1775	3	0	0	0	15454	0	0	
284958																																							5750	941	252	12	0	82	0	640	40147	33123	23	35087	0	605	1941	0	5060	200	40147	0	0	1659	0	0	3200	0	6877	26246			0	29701	29096	1	3374	0	0	0	5060	0	0	
285151																																							28235	4534	39014	0	0	2414	0	4678	181260	161694	1220	162914	0	3580	0	0	18346	550	181260	0	0	16278	0	0	1000	0	94490	67204			0	105965	102385	518	0	0	0	0	18346	0	0	
285348																																							15748	3453	54297	0	4333	4913	80	6774	260536	231824	1034	232858	0	1499	0	0	27678	320	260536	0	0	17732	0	0	9331	0	47708	184116			0	171492	169993	295	0	0	0	0	27678	0	945	
285544																																							47971	1352	552	0	13	68	603	3600	199178	134190	827	182382	0	2948	47365	0	16796	1706	199178	0	0	7781	0	0	7300	10119	52193	81997			0	137848	134900	9	0	0	0	0	16796	0	0	
285553																																							36981	474	789	0	0	382	0	866	59486	51826	149	51975	0	173	0	0	7511	50	59486	0	0	5998	0	0	1450	0	12769	39057			0	19067	18894	13	1100	0	0	0	7511	0	0	
285740																																							24861	7848	116274	0	1638	7854	854	22893	784315	618841	8452	695745	0	10016	45000	0	88570	2300	784315	0	0	36196	0	0	45481	3530	164166	454675			0	603279	593263	4593	0	0	0	23452	88570	0	5300	
285759																																							0	5936	28090	0	2020	760	1269	7658	221735	194948	915	199513	0	2729	3650	0	22222	714	221735	0	0	17377	0	0	3515	0	64989	129959			0	135411	132682	616	43320	0	0	0	22222	0	0	
285777																																							4142	221	12656	0	0	169	0	528	33643	20424	99	28523	0	113	8000	0	5120	0	33643	0	0	4979	0	0	0	0	810	19614			0	16040	15927	141	0	0	0	0	5120	0	0	
285852																																							44603	9413	201048	0	968	7051	0	10325	514839	467077	1892	468969	0	2723	0	0	45870	500	514839	0	0	24356	0	0	15804	0	135274	331802			0	244154	241431	5210	0	0	0	0	45870	0	0	
285928																																							28615	5616	117570	0	0	6419	1281	10678	351908	307840	1334	311174	0	2065	2000	0	40734	2613	351908	0	0	27755	0	0	5900	252	73969	233871			0	165439	163374	4466	16784	0	0	0	40734	0	1319	
286251																																							2817	1088	6759	0	0	252	35	1762	36450	31942	43	31985	0	120	0	0	4465	300	36450	0	0	3715	0	0	300	0	9741	22201			0	18077	17957	150	5780	0	0	0	4465	0	0	
286457																																							9602	4568	11734	0	2422	2273	46	2194	222965	172163	844	203007	0	2484	5000	0	19958	50	222965	0	0	3413	0	0	16430	178	78324	93839			0	192432	189948	65	0	0	25000	0	19958	0	0	
286840																																							11617	923	3221	0	0	136	0	1364	78723	69365	440	69805	0	995	0	0	8918	68	78723	0	0	8414	0	0	432	0	8611	60754			0	58499	57504	4	3958	0	0	0	8918	0	0	
287007																																							59470	3089	2255	0	0	1277	156	3582	180182	141437	1951	143388	0	1603	0	0	36794	1000	180182	0	0	36628	0	0	1000	0	45661	95776			0	98952	97349	-1834	0	0	0	0	36794	0	13004	
287342																																							197	2186	13346	0	0	387	0	1380	82689	59009	120	69800	0	747	10671	0	12889	150	82689	0	0	10608	0	0	1850	0	14610	44399			0	55636	54889	281	10304	0	0	0	12889	0	0	
287856																																							14020	1628	0	0	0	361	0	202	34865	28182	7	28189	0	62	0	0	6676	200	34865	0	0	6276	0	0	200	0	9029	19153			0	4192	4130	0	0	0	0	0	6676	0	14524	
287922																																							2218	2474	33768	0	0	498	0	1556	65537	56594	454	57048	0	381	0	0	8489	250	65537	0	0	6863	0	0	750	0	13205	43389			0	24562	24181	626	842	0	0	0	8489	0	0	
287959																																							620	8535	80871	0	0	1820	0	1820	175296	156598	408	160292	0	931	0	0	15004	1000	175296	0	0	12415	0	0	1000	0	36499	120099			0	72780	71849	589	9781	0	0	3286	15004	0	0	
