"IDRSSD"	RCFD2143	RCFD2150	RCFD2651	RCFD3163	RCFD3164	RCFD3190	RCFD4088	RCFD6164	RCFD6165	RCFDA590	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDJA29	RCFDJF76	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON2143	RCON2150	RCON2651	RCON3163	RCON3164	RCON3190	RCON4088	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB569	RCONB570	RCONB571	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONJA29	RCONJF76	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONLG26	RCONLG27	RCONLG28	RCONLL57	RCONLL58	RCONLL59	RCONLL60	RCONLL61	RCONN517	RCONN518	RCONN519	RCONN520	RCONN521	RCONN522	RCONN523	RCONN524	RCONN527	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
22543																																		2252	208	0	0	2252	20000	true	0	0	0	0	208	3732	3	2252	true	0	0	0	0	20000	0	0	0	0	0	0	0	0	false	false			0	0																	0	0			120	9866	0	0	0	0	0	0	true	false	false	false						www.icentralstatebank.com																www.ssbankmi.com	
22552																																		0	200	2000	0	0	9800	true	0	0	0	0	200	634	0	0	true	0	0	2000	2000	5000	800	0	0	0	0	0	0	0	true	false			0	0																	0	0			67	2193	0	0	0	0	0	0	false	false	false	false																						http://www.firstsoutheastbank.com	
22730																																		0	0	0	0	0	335	true	0	0	0	0	0	1200	1	0	false	0	0	0	0	0	335	0	0	0	0	0	0	0	false	false			0	0																	0	0			0	0	0	0	0	0	0	0	false	false	false	false																						http://www.westunionbank.com	
23456																																		0	0	0	0	0	312	true	0	0	0	0	0	885	0	0	false	0	0	0	0	0	0	0	0	0	312	0	0	0	true	false				0																	0	0			110	6796	0	0	0	0	0	0	true	false	false	false																						www.fnbhenning.com	
23504																																		109328	0	215000	105950	1678	215000	true	0	0	0	0	0	11928	6	2094	true	0	0	215000	0	0	0	0	0	0	0	0	0	0	true	false	0	0		1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			3686	829225	0	0	0	0	0	0	true	false	false	false		1	455	12641	0																	http://www.bnbbank.com	
23643																																		0	478	0	0	0	0	true	91	0	0	0	387	3286	4	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			95	3511	0	0	0	0	0	0	false	false	false	false																						http://www.commercial-bank.net	
23755																																		1406	703	4000	0	1382	4000	true	0	0	0	0	703	1811	1	2137	false	0	0	4000	0	0	0	0	0	0	0	0	0	0	true	false			81	24																	0	0			111	4502	0	0	0	0	0	0	true	false	false	false						cm.netteller.com		www.airteller.com/fn-cb														www.fnc.bank	
24006																																		6294	0	47500	6106	0	116680	true	0	0	0	0	0	0	0	0	false	0	0	47500	55000	0	3523	0	10657	0	0	0	0	10657	true	false			0	188																	0	0			183	35687	0	0	0	0	0	0	true	false	false	false		0	139	1359	0																	www.PCSB.com	
24378																																		0	0	0	0	0	0	true	0	0	0	0	0	826	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			34	1887	0	0	0	0	0	0	false	false	false	false																						www.gblbank.com	
24453																																		2150	0	0	2150	0	0	true	0	0	0	0	0	1233	1	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			179	16122	0	0	0	0	0	0	true	false	false	false																						http://www.rockymountainbank.com	
24659																																		1999	0	0	1718	0	0	true	0	0	0	0	0	191	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true			0	281																	0	0			67	1502	0	0	0	0	0	0	true	false	false	false																						www.producestatebank.com	
24668																																		823	200	0	328	495	0	true	0	0	0	0	200	697	1	495	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true			0	0																	0	0			352	72350	0	0	0	0	0	0	true	false	false	false																						www.bthbank.com	
24949																																		872	85	0	0	872	15145	true	0	0	0	0	85	44	0	895	true	0	3745	0	0	6400	5000	0	3745	0	0	0	0	3745	true	true			0	0																	0	0			107	15354	3745	15855	0	3745	0	0	true	false	false	false							Lake Delton State Bank		Portage State Bank		Reedsburg State Bank											http://www.baraboobank.com	
25357																																		2392	1189	0	1740	0	0	true	0	715	378	0	96	600	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				652																	0	0			0	0	0	0	0	0	0	0	false	false	false	false																						https://www.allamerica.bank	
25647																																		0	0	4000	0	0	100680	true	0	0	0	0	0	0	0	0	false	0	0	4000	3000	0	0	0	0	93680	0	0	0	93680	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			963	121527	93680	97034	0	0	93680	0	true	false	false	false																						www.firstsecurebank.com	
26176																																		3	0	27500	0	3	110500	true	0	0	0	0	0	0	0	3	false	0	0	27500	48000	35000	0	0	0	0	0	0	0	0	false	false			0	0																	0	0	1	true	0	0	0	0	0	0	0	0	true	false	false	false																						www.broadwayfederalbank.com	
26457																																		0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			0	0																	0	0			0	0	0	0	0	0	0	0	false	false	false	false																						www.lamontecommunitybank.com	
26765																																		10880	3181	0	3454	0	0	true	0	0	636	0	2545	36270	3	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			0	7426																	0	0			757	125414	0	0	0	0	0	0	true	true	false	false	true	1	352	8442	0																	www.vantage.bank	
27070																																		30246	0	5000	28268	314	13000	true	0	0	0	0	0	4464	1	314	false	0	0	5000	2000	6000	0	0	0	0	0	0	0	0	false	false			0	1664																	0	0	2	true	185	20369	0	0	0	0	0	0	true	true	false	false																						www.prevail.bank	
27548																																		15427	1	4000	10228	3409	14000	true	1	0	0	0	0	20576	4	3405	true	0	0	4000	0	0	10000	10000	0	0	0	0	0	0	true	false	0	0	2478	1790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			666	61876	0	0	0	0	0	0	true	true	false	false		1	259	1737	0	www.blackhawkbank.com																www.blackhawkbank.com	
27614																																		2883	26	7500	2654	0	17500	true	0	0	26	0	0	1094	0	0	true	0	0	7500	10000	0	0	0	0	0	0	0	0	0	true	false			0	229																	0	0			297	15002	0	0	0	0	0	0	true	true	false	false																						www.andover.bank	
27847																																		0	695	36	0	0	10036	true	7	0	461	0	227	299	0	0	false	0	0	36	0	0	10000	0	0	0	0	0	0	0	true	false			0	0																	0	0			254	15489	0	0	0	0	0	0	true	false	false	false						www.diamondbanking.com																www.diamond.bank	
28013																																		42053	0	145000	41320	93	580359	true	0	0	0	0	0	761	0	93	true	0	8513	145000	182500	137500	45000	0	8513	4807	5268	51771	0	49523	true	false	0	0	252	640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	1274	129547	0	0	0	0	0	0	true	false	false	false		1	110	977	0																	www.enorthfield.com	
28152																																		0	0	0	0	0	0	true	0	0	0	0	0	250	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			72	1932	0	0	0	0	0	0	true	true	false	false						www.facebook.com/harvestbankmn																www.harvestbankmn.com	
28675																																		555	0	6500	0	555	28000	true	0	0	0	0	0	48	0	555	false	0	0	9500	18500	0	0	11000	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	42	3809	0	0	0	0	0	0	true	false	false	false																						www.cumberlandfederal.com	
28732																																		0	0	0	0	0	0	true	0	0	0	0	0	2474	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			20	1256	0	0	0	0	0	0	true	false	false	false																						www.bankwithpeoples.com	
29476																																		199	145	0	199	0	1551	true	0	0	145	0	0	4862	2	0	false	0	0	0	31	1520	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			2	178	0	0	0	0	0	0	false	false	false	false																						eriverbank.com	
29636																																		13659	3073	25000	13030	0	25000	true	217	36	0	0	2820	846	1	0	false	0	0	25000	0	0	0	0	0	0	0	0	0	0	true	false			500	629																	0	0			409	29523	0	0	0	0	0	0	true	false	false	false																						www.thecitizensbankphila.com	
29878																																		0	3576	0	0	0	12000	true	0	0	2019	1557	0	2553	2	0	false	0	0	0	12000	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	0	0	0	0	0	0	0	0	true	false	false	false		1	120	1233	0																	www.maspethfederal.com	
30052																																		0	0	0	0	0	112	true	0	0	0	0	0	326	0	0	false	0	0	0	0	0	112	0	0	0	0	0	0	0	true	false				0																	0	0			5	291	0	0	0	0	0	0	false	false	false	false																						http://www.amistadbank.com	
30502																																		10621	0	0	9934	687	0	true	0	0	0	0	0	1097	1	687	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			16629	0																	0	0			499	46002	0	0	0	0	0	0	true	false	false	false	true	1	52	341	0																	http://www.northwaybank.com	
30650																																		0	0	4000	0	0	4000	true	0	0	0	0	0	1496	1	0	false	0	0	4000	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			29	6918	0	0	0	0	0	0	true	false	false	false																						www.lcbankmn.com	
30810	2250	21	0	0	0	17053345	true	723	0	0	false	0	4209626	0	0	0	0	0	7684143	5342267	1187328	2839607	10839817	0	0	25239	2250	0	0	0	0										0	0	21	0	0																0		true	false					0	0	0	0	0	0	0	0	0		0	0	0	0	0						0	0	0	0	0	0	0	0	true	false	false	false		1	3129	63554	0	www.mydiscoverbank.com		aaa.discoverbank.com		aaii.discoverbank.com		nea.discoverbank.com										www.discover.com	
31134																																		0	0	0	0	0	0	true	0	0	0	0	0	6871	4	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			94	2455	0	0	0	0	0	0	true	false	false	false																						www.fnbwaynesboro.com	
31255																																		1020	0	0	1020	0	0	true	0	0	0	0	0	1913	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			191	19951	0	0	0	0	0	0	true	false	false	false	true	1	680	30382	0																	http://www.centralbankhouston.com	
31657																																		0	0	0	0	0	0	true	0	0	0	0	0	717	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			0	0	0	0	0	0	0	0	false	false	false	false																						www.fsbbenwheeler.com	
31826																																		865	506	0	865	0	0	true	0	0	128	0	378	541	0	0	true	20900	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			315	17349	0	0	0	0	0	0	false	false	false	false																						www.powellvalleybank.com	
31835																																		0	687	0	0	0	1600	true	0	436	66	0	185	7724	3	0	false	0	0	0	1600	0	0	0	0	0	0	0	0	0	false	false				0																	0	0			78	1719	0	599	0	0	0	0	true	false	false	false																						http://www.bankofanguilla.com	
32234																																		812	37	4000	0	0	11252	true	0	0	37	0	0	1606	1	0	false	0	0	4000	0	0	0	0	0	7252	0	0	0	7252	false	false			0	812																	0	0			68	7316	7252	7284	0	0	7252	0	true	false	false	false						www.qwickrate.com																www.firstnbtc.com	
32766																																		2507	0	0	1062	0	0	true	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				1445																	0	0			165	24122	0	0	0	0	0	0	false	false	false	false																						http://www.LBTEXAS.com	
32971																																		584	0	2500	0	584	15000	true	0	0	0	0	0	734	0	584	true	0	0	2500	2500	10000	0	0	0	0	0	0	0	0	true	true			31	0																	0	0	1	true	110	8781	0	0	0	0	0	0	true	false	false	false																						www.secfedbank.com	
33147																																		0	0	0	0	0	0	true	0	0	0	0	0	2776	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			87	9973	0	0	0	0	0	0	true	false	false	false																						www.fbtbly.com	
33259																																		0	2587	0	0	0	0	true	1835	0	0	0	752	5262	3	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			0	0																	0	0			291	48175	0	0	0	0	0	0	true	false	false	false						remotedeposit.premierbanks.com																www.premierbanks.com	
33268																																		0	0	0	0	0	0	true	0	0	0	0	0	519	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			18	389	0	0	0	0	0	0	true	false	false	false																						www.rsb.bank	
33370																																		0	0	0	0	0	2784	false	0	0	0	0	0	745	0	0	false	0	0	0	0	0	2784	0	0	0	0	0	0	0	false	false			0	0																	0	0	1	true	0	0	0	0	0	0	0	0	false	false	false	false																						www.homesavingsbanknky.com	
33839																																		0	0	0	0	0	0	false	0	0	0	0	0	502	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			14	103	0	0	0	0	0	0	false	false	false	false																						http://www.psbofcolfax.com	
33857																																		15213	78	5545	15213	0	94729	true	0	0	0	0	78	1595	2	0	false	0	0	5545	6476	42073	40635	0	0	0	0	0	0	0	true	true	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			200	21857	0	0	0	0	0	0	false	false	false	false																						www.frontbank.com	
34425																																		1938	684	0	0	970	39393	true	446	0	64	0	174	3961	3	970	false	0	811	0	0	0	10000	10000	811	27427	550	605	0	29393	false	false				968																	0	0			575	45297	26412	30857	0	0	26412	0	true	false	false	false						https://qwickrate.com																http://www.vcb.bank	
34434																																		603	1413	0	603	0	0	true	654	0	0	0	759	958	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			0	0																	0	0			252	19204	0	0	0	0	0	0	false	false	false	false																						www.bankmagnolia.com	
34537																																		241541	12750	0	224796	2168	0	true	6715	0	72	0	5963	2221	1	2168	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0		14577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			5170	566961	0	0	0	0	0	0	true	false	false	false		1	543	6333	0																	www.seacoastbank.com	
34555																																		1297	0	167	764	533	2092	true	0	0	0	0	0	3860	2	533	true	0	0	167	333	333	1259	0	0	0	0	0	0	0	true	true	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			118	6980	0	0	0	0	0	0	true	false	false	false						http://www.mafinancials.com																http://www.mabank.com	
34742																																		570	1099	0	570	0	0	true	979	0	0	0	120	3272	2	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false				0																	0	0			93	9545	0	0	0	0	0	0	true	false	false	false						https://www.urfirst.com																http://www.fwbank.com	
35057																																		684	176	0	0	684	0	true	0	0	0	0	176	0	0	684	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			46	1325	0	0	0	0	0	0	false	false	false	false						https://secureapplication.alliantbank.com/applications/open-an-account.html		https://secureapplication.alliantbank.com/applications/open-an-account.html		https://secureapplication.alliantbank.com/applications/open-an-account.html		https://secureapplication.alliantbank.com/applications/open-an-account.html										http://www.alliantbank.com	
35301	9214000	0	0	7396000	0	6837000	false	46000	2	0	true	0	3388000	0	0	0	0	0	5737000	0	0	1100000	3918000	0	0	4000	1818000	0	0	0	0	0	0						6806000		0	0	0	0	0																0		true	true					0	0	0	0	0	0	0	0	0		0	0	0	0	0						0	0	0	0	4212000	0	0	3300000	true	false	false	false		1	112	8000	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	www.statestreet.com	
35570																																		109478	2177	1343000	94381	10956	2750068	true	0	0	2177	0	0	508	0	11230	true	0	0	1343000	847216	472358	0	0	85124	2334	36	0	0	87494	false	false	0	0		4141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			2	4804	0	0	0	0	0	0	true	false	true	false		3	13474	41830	0	www.investorseaccess.com	Investors Commercial Inc.	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	www.investorsbank.com	
35646																																		0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			0	0	0	0	0	0	0	0	true	false	false	false																						www.bonduelbank.com	
35879																																		501	0	6178	287	214	19318	true	0	0	0	0	0	742	0	227	false	0	0	8020	6298	5000	0	3318	0	0	0	0	0	0	true	false				0																	0	0	1	true	26	447	0	0	0	0	0	0	true	false	false	false																						http://www.eastwis.com	
36456																																		943	848	0	911	0	0	true	0	0	0	812	36	438	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				32																	0	0			13	113	0	0	0	0	0	0	true	true	false	false	true																					www.cfbne.com	
36933																																		0	684	2000	0	0	2000	true	0	0	125	0	559	1468	1	0	false	0	0	2000	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			66	1950	0	0	0	0	0	0	true	false	false	false																						http://www.firstate.net	
37051																																		4858	0	2000	4207	0	4000	true	0	0	0	0	0	129	0	0	false	0	0	2000	0	2000	0	0	0	0	0	0	0	0	true	false			0	651																	0	0			19	917	0	0	0	0	0	0	false	false	false	false																						www.oakwoodbank.net	
37341																																		0	0	3000	0	0	4000	true	0	0	0	0	0	77	0	0	false	0	0	3000	1000	0	0	0	0	0	0	0	0	0	false	false			0	0																	0	0			5	67	0	0	0	0	0	0	true	false	false	false																						www.myvernoncountybank.com	
37435																																		5881	0	0	2941	2940	0	true	0	0	0	0	0	6026	2	2940	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true				0																	0	0			1195	83456	0	0	0	0	0	0	true	false	false	false		0	55	1831	0																	www.accessunited.com	
37640																																		131329	325	8000	121956	389	86224	true	0	0	0	0	325	20805	4	389	true	0	0	8000	50000	25000	0	0	174	408	506	2136	0	3224	true	true	0	0		8984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			1872	186038	0	0	0	0	0	0	true	false	false	false		1	138	1041	0																	http://www.germanamerican.com	
37659																																		0	133	0	0	0	0	true	0	0	133	0	0	1324	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0			19	1174	0	0	0	0	0	0	false	false	false	false																						http://www.fsballen.com	
37949																																		443	0	4000	443	0	6600	true	0	0	0	0	0	71	0	0	true	0	0	4000	0	2600	0	0	0	0	0	0	0	0	true	false				0																	0	0			21	3088	0	0	0	0	0	0	false	false	false	false																						https://www.bankofrantoul.bank	
38740																																		0	40	0	0	0	14000	true	0	0	40	0	0	2685	2	0	false	0	0	0	0	5000	9000	8000	0	0	0	0	0	0	true	false			0	0																	0	0			85	4892	0	0	0	0	0	0	true	false	false	false																						www.ocsbank.com	
39327																																		0	0	0	0	0	0	true	0	0	0	0	0	38939	8	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			417	24811	0	0	0	0	0	0	false	false	false	false							Calvin B. Taylor Bank		Taylor Bank													WWW.TAYLORBANK.COM	
39756																																		470	358	737	470	0	12245	true	0	0	358	0	0	23643	5	0	false	0	0	737	1237	6932	3339	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5886	0			368	33791	0	0	0	0	0	0	true	false	true	false																						www.nbc.bank	
40033																																		0	30	0	0	0	0	true	0	0	30	0	0	2440	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			0	0	0	0	0	0	0	0	false	false	false	false																						www.richtonbank.com	
40499																																		99043	297	76750	69802	24833	149097	true	297	0	0	0	0	201	0	24833	true	0	0	136750	190	10987	1170	80000	0	0	0	0	0	0	true	false	0	0	0	4408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			893	126549	0	0	0	0	0	0	true	false	false	false		1	751	33239	751																	www.harborone.com	
