"IDRSSD"	RCONC978	RCONF164	RCONF165	RCONG401	RCONG402	RCONG403	RCONG404	RCONG405	RCONG406	RCONG407	RCONG408	RCONG409	RCONG410	RCONG411	RCONG412	RCONG413	RCONG414	RCONG415	RCONG416	RCONG417	RCONG418	RCONG422	RCONG423	RCONG427	RCONG428	RCONG432	RCONG433	RCONG437	RCONG453	RCONG457	RCONG458	RCONG462	RCONHT72	RCONJ455	RCONJ456	RCONJ457	RCONJ458	RCONJ459	TEXT3555	TEXT3556	TEXT3557	TEXT5592	TEXT5593	TEXT5594	TEXT5595	
14977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			36	0	3807								
16551	0	5224	3561																																	6555	0	699								
17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			15679	0	148206								
17147	0	53860	573211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2339255	0	276059								
17259	0	308	14																																	0	0	525								
17950	0	4386	4879																																	10592	0	19108								
17978	0	12744	119																																	0	0	319				Commit's to Originate Single Family Mtg's	Commit's to Originate Vacant Land Loans	Commit's to Originate Non-Residential Mtg's	LOC Commit	
18050	0	5018	12084																																	5463	0	5169								
18827	0	11939	103175																																	129561	0	12909								
18836	0	1894	5334																																	1330	0	4522								
18854	600	36900	91115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	35312	0	14898								
19356	0	336	4707																																	4877	0	203								
19936	0	212	6247																																	13063	0	7592								
19972	0	716	0																																	0	0	0								
20053	5550	2270	79																																	5996	0	6688								
20633	0	1714	2313																																	4875	0	1776								
20857	0	371	4552																																	15536	0	82625								
21256	0	0	0																																	89	0	3								
21359	0	2	911																																	633	0	2995								
21658	0	1097	4412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			2421	0	3895								
22048	0	3524	11653																																	9922	0	4379								
22543	0	10916	9149																																	16677	0	2282								
22552	2000	203	274																																	7740	0	6461								
22730	0	418	2581																																	3489	0	3012								
23456	0	4881	4294																																	5363	0	4677								
23504	981940	15221	355429	0	0	25597	0	0	0	0	0	0	14850	10747	0	0	0	0	0	0													0	286	4845	792616	0	22786								
23643	0	3585	4085																																	7096	0	5668								
23755	0	5088	3759																																	7644	0	738								
24006	0	9269	66040																																	92559	0	0								
24378	0	569	421																																	15	0	32								
24659	0	0	409																																	4355	0	3432								
24668	0	36810	16616																																	389211	0	55346								
24949	0	793	7884																																	23905	0	4779								
25357	1300	8495	20817																																	4360	0	22079								
25647	0	26	7106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			4866	0	2085								
26457	0	700	847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			463	0	3068								
26765	315000	114263	496451																																	186968	0	31260								
27070	0	2434	7637																																	15872	0	4913								
27548	0	5623	61668																																	135596	0	45774								
27614	0	657	0																																	6150	0	9863								
27847	0	15951	10038																																	6611	0	855								
28013	0	8222	158838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	91200	0	17909								
28152	0	787	1971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			9545	0	4789								
28675	0	1601	3457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			6352	0	3201								
28732	0	8356	97																																	3449	0	3630								
29476	0	449	2806																																	3212	0	435								
29636	0	12621	55996																																	18704	0	10839								
29878	0	542	50552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	0	0	15242								
30052	0	3246	718																																	19	0	0								
30502	0	6584	34392																																	18078	0	24891								
30650	0	6317	2992																																	7893	0	1139								
30810																																	0													
31134	0	2811	1977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			4270	0	4129								
31255	0	20365	32666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	27489	6337	3411								
31657	0	2607	0																																	2193	0	3942								
31826	0	3001	10785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	1164	0	15167								
31835	0	0	0																																	1809	0	15607								
32234	0	1122	3547																																	9473	0	12199								
32766	0	5716	15910																																	3103	0	1950								
32971	0	9522	2673																																	7252	0	4468								
33147	45460	825	1373																																	13210	0	24107								
33259	0	32725	70243																																	55493	0	11324								
33268	0	3742	4459																																	1822	0	2553								
33370	0	328	0																																	0	0	0								
33839	0	0	0																																	441	0	2293								
33857	0	53256	13118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	63399	0	72149								
34434	33000	10133	14077																																	9385	0	17228								
34537	0	151985	200530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	2264	0	440534	0	731637								
34555	0	2510	16938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			5349	0	8370								
34742	38800	59978	11932																																	8635	0	5276								
35057	3000	1077	2167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			2495	0	9154								
35301																																	0													
35570	4057000	355134	505232	0	0	51318	0	0	0	0	0	0	18000	33318	0	0	0	0	0	0	360	16738	0	0	0	0	0	0	0	0	0	0	0	0	0	579950	0	657335								
35646	0	291	0																																	1859	0	0								
35879	0	1839	291																																	0	0	5229								
36456	0	0	0																																	1117	0	8935								
36933	0	15672	6273																																	2040	0	2057								
37051	0	659	1052																																	1709	0	9336								
37341	0	0	0																																	673	0	1215								
37435	0	73881	62922																																	19637	0	1906								
37640	0	31018	147931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	22968	41890	276566	0	167712								
37659	0	79	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			1472	0	776								
37949	0	0	0																																	0	0	28479								
38740	0	3134	9763																																	6559	0	2106								
39327	0	17480	28068																																	16880	0	23830								
39756	9625	21925	5790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	84431	0	56916								
40033	0	0	0																																	822	0	124								
40499	0	34911	274556	0	0	77895	61214	0	0	29349	48546	0	0	0	0	12081	49133	0	0	0													0	0	0	138745	0	131599								
40855	0	935	391																																	2440	0	3145								
41553	0	20	0																																	122	0	1326								
41629	0	0	5318																																	3750	10000	4422								
41825	0	16026	26777																																	105408	0	15305								
41955	0	0	0																																	3860	0	0								
42037	0	0	0																																	1315	0	0								
42354	0	4213	4392																																	3714	0	2515								
42372	0	23719	376																																	587	0	7438								
42420	0	134219	416588	0	0	241111	0	95618	0	0	7500	9485	130644	93482	0	0	0	0	59061	36557													0	79780	59945	723665	0	137439								
42448	115000	126374	101834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	6994	3024	71078	0	39044								
42457	0	4	975																																	1816	0	8913								
43052	0	1185	0																																	12752	0	1748								
43351	0	18061	433																																	14000	0	14015			0					
43856	4000	789	0																																	1980	0	55								
43959	0	4809	6029																																	4446	0	1969								
44040	0	990	112																																	7206	0	21089								
44433	0	23421	9830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	1579	11439	0	0								
44741	0	3671	18923																																	4708	0	4576								
44750	9600	9177	3612																																	3144	0	58								
44929	0	0	2812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			3587	0	2493								
45038	0	3684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			9411	0	6519								
45047	2900	2024	0																																	554	0	7456								
45056	0	395	154																																	3383	0	9463								
45430	0	3237	607																																	3	0	342								
45458	0	907	5865																																	4776	0	15413								
45551	0	0	16647																																	0	0	215139								
45560	0	69188	148233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	120581	0	38590								
45775	0	645	0																																	238	0	10867								
46053	0	407	1444																																	6003	0	13535								
46941	0	2078	4213																																	332	0	5749								
47247	0	63143	7752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	1113	5342	18158	0	2743								
47256	0	1687	11																																	0	0	570								
47452	0	1237	102																																	984	0	14								
47500	0	960	5072																																	13554	0	22827								
48057	0	0	440																																	2030	0	7568								
48150	0	76	865																																	112	0	2826								
48374	0	1703	53413																																	33995	0	44540								
48440	0	0	0																																	6858	0	0				FHLB Pool (8026)	FHLB New (14578)	FHLB (17742)	FHLB (18555)	
49054	0	7038	15388																																	3636	0	3562								
49148	0	0	0																																	4439	0	1035								
49241	36000	16235	61694																																	76744	0	19743								
49652	0	0	5879																																	5229	0	10069								
49858	0	45841	1242																																	2022	0	13								
49951	0	1353	2835																																	599	0	6703	Federal Home Loan Bank							
50144	0	27	0																																	2599	0	266								
50461	0	10278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			19281	0	192								
51253	0	3376	2872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	726	0	21042								
51356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			0	0	1177								
51459	0	112	4608																																	6168	0	31994								
51842	0	10	32204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	19031	0	28535								
52719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	0	0	0								
52951	22150	267	337																																	2124	0	5756								
53051	0	0	2215																																	4668	0	2062								
54058	0	4117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	0	0	37030								
54656	0	3783	28154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	18806	0	13979								
54973	0	108651	53529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	355397	0	115129								
55336	0	4269	12171																																	7458	0	4243								
55635	0	0	5387																																	2746	0	394								
55653	0	473	3265																																	5688	0	355								
55970	0	18683	29685																																	4202	0	4132								
56258	0	1700	6083																																	19847	0	10548								
56351	0	89747	129906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	86291	3000	75888								
56548	12750	1299	12090																																	1498	0	10512								
56717	0	2855	36730																																	35490	0	12236								
57040	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			0	0	9129								
57451	0	1589	23436																																	60875	0	5156								
58225	0	2536	4400																																	6312	0	1334								
58243	0	89812	128730	0	0	1917	0	0	1917	0	0	0	0	0	0	0	0	0	0	0													0	57924	22678	602042	37404	288458								
58355	0	1427	0																																	2789	0	1217								
58551	0	0	0																																	832	0	13184								
58636	0	21868	13470																																	5407	0	2137	17 million LOC with FHLB for MS Public Deposits							
58757	0	4438	6231																																	23847	0	19226								
58971	0	95640	441098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	72489	73727	1273584	2980	427776								
59316	127850	12891	66105																																	90792	0	15981								
59352	0	1852	6400																																	7665	0	13348								
59370	0	3417	3038																																	10789	0	3109								
59754	0	0	0																																	3	0	360								
60143																																	0													
60330	0	13191	21645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	56816	0	24670								
60545	0	197	225																																	8264	0	17031								
60554	0	0	0																																	2469	0	6779								
60648	0	2581	3341																																	3714	0	4912								
61122	0	23358	20444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	103324	0	5497								
61355	0	14428	59696																																	91043	0	5385								
61476	0	11610	19913																																	5255	0	25322								
61757	0	4087	10977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	18745	0	9790								
61832	0	5301	5219																																	7405	0	1967								
61953	0	2544	3793																																	13	0	803								
62044	0	240	588																																	594	0	52								
62110	0	0	0																																	0	0	0								
62147	0	1181	2851																																	510	0	2063								
63050	0	2658	5798																																	1518	0	7081								
63069																																	0													
63201	0	3485	1695																																	7801	0	113								
63573	0	6211	1100																																	0	0	0								
63733	0	30986	15285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	26037	0	65309								
63742	7500	7086	8693																																	63999	0	962								
64150	0	4426	1487																																	5194	0	10236								
64552	11050	8110	12381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			7087	0	7346								
64730	0	4464	3096																																	7419	0	1986								
65205	0	5083	23420																																	7625	0	5115								
65513																																	0													
65559	0	13061	1654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	30263	0	44388								
65746	4392	26045	72695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	38123	0	16285								
65858	0	137417	125173																																	107029	0	85398								
66154	0	8949	15229																																	16646	0	7								
66275	10000	4324	20199																																	27898	0	24842								
66677	0	9658	3368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			0	0	20600								
67142	0	4627	6542																																	1139	0	1907								
67151	0	81924	90922																																	76437	0	9968								
67209	0	35548	166877																																	40195	0	11682								
67254	0	0	0																																	0	0	0								
67656	0	11567	73628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	133758	357	10334	0	23300								
67870	0	10738	2914																																	4170	0	34								
68671	0	1281	0																																	0	0	0								
68756	0	29568	13113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	32584	0	45012								
68831	0	3548	2421																																	1923	0	7370								
69333	0	13395	34180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	169239	3908	4604								
69678	0	1422	17224																																	52868	0	29449								
70218	0	0	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			533	0	1680								
70414	0	2039	5975																																	27338	0	35638								
70638	0	2228	2522																																	2235	0	16401								
70955	0	0	0																																	0	0	256								
71073	0	2017	510																																	1333	0	20590								
71457	16000	0	13079																																	14259	0	60020								
71859	0	0	0																																	222	0	0								
72258	0	507	1043																																	10489	0	13238								
72351	0	35	0																																	763	0	958								
72454	0	210	0																																	5989	0	5078								
72678	0	5070	0																																	255	0	4277								
73116	0	17043	29337																																	22044	0	77								
73152	0	0	150																																	351	0	3023								
73554	0	10	1075																																	9660	0	27363								
73956	0	120	95																																	1846	0	331								
74056	0	240	36534																																	3657	0	24456								
74140	0	10735	24098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	4690	119843	5000	38321								
74403	43650	15971	42235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	87754	0	18212								
74449	0	182	0																																	1	0	20								
75259	16650	19709	21083																																	96357	0	71458								
75446	0	1803	1091																																	8123	0	16356								
75455	0	0	0																																	53	0	411								
75633																																	0													
75651	0	0	0																																	1146	0	3298								
76153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			450	0	6518								
76443	0	10287	970																																	546	0	1942								
76854	5222	4360	15781																																	18550	0	1818								
77150	0	784	2600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			3804	0	6784								
77253	0	2968	4418																																	6751	0	12155								
77422	0	2307	6375																																	2591	8417	4775								
77851	0	19989	168394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	1849618	55269	293686	6930	188761								
78157	0	1411	1699																																	50	0	15								
78241	0	862	134																																	2421	0	362								
78559	0	486	762																																	931	0	3247								
79042	0	14728	13699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			115	0	499								
79127	0	262	22																																	794	0	32								
79145	28400	2752	1502																																	2061	0	6815								
79257	0	0	7																																	501	0	169								
79855	0	4549	1277																																	8131	0	5637								
80150	0	0	0																																	0	0	1046								
80374	0	3004	0																																	743	0	1572								
80431	0	1755	0																																	1509	0	373								
81175	0	4412	12837																																	17777	0	34687								
82033	0	5382	13162																																	3373	0	5122								
82257	0	0	0																																	1814	0	4441								
82350	0	152	2																																	1043	0	528								
83151	0	4675	4720																																	16709	0	4641								
83236	0	0	2871																																	0	0	0								
83375	19150	11938	108814																																	156779	0	29137								
83638																																	0													
83834	22000	210	9583																																	7438	0	3198								
83852	0	0	109																																	1782	0	10159								
83955	0	284	430																																	6792	0	4739								
84046	0	0	0																																	1208	0	1393								
84541	0	13416	4289																																	39735	5800	57542								
84804	3000	370	0																																	273	0	532								
85052	0	0	3025																																	2404	0	842								
85472	1712458	142815	861769	0	0	49874	0	19778	0	0	0	0	49874	0	0	0	0	0	7707	12071	6951	16308	19835	0	0	0	0	0	0	0	19835	0	0	0	0	657438	0	87880								
85931	30000	3457	1330																																	3700	0	1902								
86349	13500	956	1291																																	6408	0	1541								
86675	0	23292	10084																																	0	0	0								
87047	0	1122	1955																																	650	0	576								
87159	0	130	4691																																	1693	0	1791								
87234	0	40226	23195																																	20422	0	93								
87476	0	117	560																																	0	0	0								
87579	0	5844	23349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	1349	0	34380								
88231	15000	121304	25889																																	10694	0	487								
88259	0	747	0																																	1671	0	7218								
88352	0	965	4649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			8490	0	3777								
88455	920	2086	1939																																	24879	0	137351								
88950	1000	343	2576																																	7068	0	2485								
89032	13500	6837	579																																	3890	0	2772								
89135	0	3869	2667																																	3684	0	20								
89854	6250	2687	1625																																	10789	0	15228								
89957	0	17130	5377																																	814	0	520								
90047	0	210	0																																	18	0	2571								
90177	0	0	0																																	0	0	6695								
90328	0	6996	35265																																	18412	0	24042								
90337	0	18154	27796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	51156	0	4517								
90579	0	5013	13586																																	3013	0	0								
91615	9150	0	0																																	0	0	15318	FHLB							
91754	0	7775	4192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	17415	0	22561								
91950	0	0	0																																	0	0	5471								
92144	0	0	0																																	0	0	6959								
92676	0	3309	25585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	53157	0	12458								
92706	0	8211	1607																																	3086	0	5283								
92902	0	0	0																																	0	0	0								
93244	0	5406	7349																																	7814	0	8541								
93543	0	5226	17721																																	20362	0	16971								
93619																																	0													
94139	130000	12710	11616																																	22714	0	10889								
94522	45000	34345	18457																																	28635	0	9843								
94755	0	494	0																																	2336	0	11712								
94858	0	2926	700																																	1979	0	5892								
95051	0	1027	2854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			3266	0	4403								
95677	0	0	0																																	758	0	250								
96553	2000	875	122																																	2896	0	11650								
97055	5865	0	97																																	11110	0	37505								
97279	0	639	32																																	1580	0	1413								
97457	18970	1834	356																																	4026	0	7196								
97804	0	453	92251																																	89587	0	14180								
97943	0	3002	1227																																	16029	0	20041								
98351	0	6954	2388																																	542	0	682								
98463	0	428	3680																																	46379	0	34834								
98717	0	0	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			0	0	0								
99143	17000	1453	4455																																	8465	0	7538								
99376	4383	0	674840	0	0	23917	0	0	0	0	0	0	0	23917	0	0	0	0	0	0													0	0	0	175480	158860	32				Commitments to purchase loans	Recourse on loans			
99442	0	2713	4482																																	13261	0	22126								
99536	0	27904	58968																																	15378	0	1250								
99853	0	0	102																																	87	0	172								
100236	0	15243	13173																																	9145	0	3793								
100357	0	17298	4389																																	19000	0	54310								
100562	0	32441	452548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	4302	41315	312650	0	226487								
100777	0	14418	0																																	10747	0	3091								
100843	0	2068	14669																																	4594	0	28426								
101019																																	0													
101037	0	52875	37500																																	49326	0	58335								
101439	0	914	6777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			2222	0	3280								
101671	0	0	23546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	38006	0	10622								
101738	0	2036	55																																	16075	0	4814								
101952	0	813	0																																	11255	0	3713								
102333	0	411	0																																	54	0	0								
102342	0	5919	0																																	16604	0	42093								
102539	0	0	0																																	291	0	254								
102557	21103	2490	0																																	9644	0	186								
102874	0	4715	3631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			589	0	2498								
103134	5000	2748	2924																																	2885	0	6468								
104234	0	1326	1506																																	12	0	629								
104542	0	0	0																																	0	0	0								
104971	0	0	0																																	0	0	0								
105026	0	9926	3272																																	16224	0	13336								
105473	0	50894	100293																																	77114	2500	83121								
105530	0	3785	0																																	307	0	1668								
106359	0	58976	109529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	2296	4007	84239	0	23106								
106452	0	54651	47951																																	48920	0	10545								
106676	0	3235	3																																	0	0	0								
107244	1018660	1895246	10060879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	13	0	0	0	0	0	0	0	0	0	0	0	0	0	137465	399755	146541								
107459	0	0	0																																	173	0	784								
107570	447	1962	8697																																	31203	0	1502								
107758	0	542	540																																	1430	0	5085								
108072	0	2072	1588																																	7060	0	1450								
108269	0	913	0																																	43	0	359								
108652	0	401	0																																	250	0	5								
108746	0	0	0																																	0	0	4587								
108951	0	6502	12363																																	49771	0	27453								
109136	0	33210	7444																																	2995	0	1652								
109154	0	4307	0																																	1850	0	0								
109453	0	5588	2066																																	6501	0	12332								
109574	0	26825	5533																																	24965	0	12838								
109659	18750	4095	6392																																	5773	0	5217								
110413	0	174	45955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	5246	4493	48796	0	10249								
110936	0	4879	25809																																	2677	0	182								
110945	0	2608	8064																																	6217	0	12380								
110972	0	694	899																																	1996	0	1424								
111157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			2412	0	14364								
111205	0	9081	26593																																	46200	0	21113								
111942	0	7740	9625																																	43343	0	6132								
111979	0	9697	2682																																	18137	0	14494								
112163	0	102908	70116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	167759	0	49849								
112332	0	2306	474																																	408	0	2297								
