"IDRSSD"	RCFD2143	RCFD2150	RCFD2651	RCFD3163	RCFD3164	RCFD3190	RCFD4088	RCFD6164	RCFD6165	RCFDA590	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDJA29	RCFDJF76	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON2143	RCON2150	RCON2651	RCON3163	RCON3164	RCON3190	RCON4088	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB569	RCONB570	RCONB571	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONJA29	RCONJF76	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONLG26	RCONLG27	RCONLG28	RCONLL57	RCONLL58	RCONLL59	RCONLL60	RCONLL61	RCONMM07	RCONMQ52	RCONN523	RCONN524	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
1669																																		0	0	0	0	0	0	true	0	0	0	0	0	6170	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			4	232	0	0	0	0	0	0	0	0	36	431																	www.lnbparis.com	
1856																																		98	1100	2500	98	0	2500	true	0	0	0	1100	0	165	0	0	false	0	0	2500	0	0	0	0	0	0	0	0	0	0	false	false				0																	0	0			0	0	0	0	0	0	0	0			0																		www.washitastatebank.com	
2161																																		0	0	0	0	0	0	true	0	0	0	0	0	472	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			37	11057	0	0	0	0	0	0			0																		http://www.lamarnationalbank.com	
2732																																		1112	0	0	0	0	0	true	0	0	0	0	0	31155	3	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true			0	1112																	0	0			67	7095	0	0	0	0	0	0	0	0	554	11901		Albank															www.albanybank.com	
2750																																		0	0	3100	0	0	3365	true	0	0	0	0	0	516	0	0	false	0	265	3100	0	0	0	0	265	0	0	0	0	265	true	false			0	0																	0	0			0	0	0	0	0	0	0	0			0																		www.genoacb.com	
3252																																		0	0	1000	0	0	4000	true	0	0	0	0	0	2221	1	0	false	0	0	1000	3000	0	0	0	0	0	0	0	0	0	false	false				0																	0	0			195	4113	0	0	0	0	0	0			0																		https://www.fnbgordon.com	
3458																																		0	0	735	0	0	4235	true	0	0	0	0	0	0	0	0	false	0	0	735	3500	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			2	8	0	0	0	0	0	0			9																		www.farmbank.com	
3720																																		0	455	0	0	0	0	true	455	0	0	0	0	1132	1	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			3	209	0	0	0	0	0	0			0																		www.bankofclarendon.bank	
3971																																		6030	398	42967	489	0	87173	true	0	0	398	0	0	0	0	0	true	0	0	42967	44206	0	0	0	0	0	0	0	0	0	true	false			960	5541																	0	0	1	true	9	2771	0	0	0	0	0	0	0	804	804	16351																	www.midcountrybank.com	
4156																																		1783	0	1000	1783	0	2500	true	0	0	0	0	0	380	0	0	false	0	0	1000	0	1500	0	0	0	0	0	0	0	0	false	false				0																	0	0			3	133	0	0	0	0	0	0	0	0	107	0																	www.kanza.bank	
4231																																		0	0	0	0	0	0	true	0	0	0	0	0	15	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			0	0	0	0	0	0	0	0			0																		http://www.fmbanksylvania.com	
5069																																		0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			1000	0																	0	0			0	0	0	0	0	0	0	0			0																			
5135																																		1042	3166	0	1042	0	23296	true	0	2155	0	0	1011	7398	4	0	false	0	0	0	12000	10000	1296	0	0	0	0	0	0	0	false	false				0																	0	0			11	168	0	0	0	0	0	0			0																		http://www.fsbanks.com	
5210																																		38921	0	11000	35800	0	14270	true	0	0	0	0	0	5759	5	0	false	0	29	11000	0	0	0	0	29	138	751	2352	0	3270	false	false			1044	3121																	0	0			208	18541	0	0	0	0	0	0			61		http://www.nwsbbank.com	NWSB Bank, A Division of ACNB Bank	http://www.fcbmd.com	FCB Bank, A Division of ACNB Bank													http://www.acnb.com	
5461																																		71	0	0	0	0	0	true	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			0	71																	0	0			38	6793	0	0	0	0	0	0			250																		www.bankbac.com	
5751																																		1090	0	0	1089	0	0	true	0	0	0	0	0	674	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true			102	1																	0	0			14	1741	0	0	0	0	0	0			25			Garden City State Bank															www.kcbks.bank	
6039																																		0	436	0	0	0	0	true	261	0	0	0	175	432	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			1	244	0	0	0	0	0	0			65																		http://www.pineland.bank	
6329																																		0	1473	0	0	0	5000	true	6	0	104	0	1363	236	0	0	true	0	0	5000	0	0	0	5000	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			21	2996	0	0	0	0	0	0			171																		www.abbank.com	
7009																																		0	0	0	0	0	0	false	0	0	0	0	0	18300	4	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			7877	0																	0	0			0	0	0	0	0	0	0	0			293																		http://www.bessemertrust.com	
7045																																		0	0	0	0	0	0	true	0	0	0	0	0	2721	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0			0																		http://www.banktpb.com	
7072																																		5308	0	7956	3707	976	7956	true	0	0	0	0	0	852	0	815	true	0	0	7956	0	0	0	0	0	0	0	0	0	0	true	false			0	625																	0	0	2	true	0	0	0	0	0	0	0	0			0																		www.wallkill.com	
7456																																		0	0	0	0	0	0	true	0	0	0	0	0	428	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			0	0	0	0	0	0	0	0			23		www.bankofhartington.net																www.bankofhartington.com	
7634																																		0	0	0	0	0	0	false	0	0	0	0	0	2243	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			0	0	0	0	0	0	0	0			0																		THEFOURCOUNTYBANK.COM	
8033																																		0	397	5136	0	0	5136	true	251	0	146	0	0	4939	2	0	true	0	0	5136	0	0	0	0	0	0	0	0	0	0	false	false			0	0																	0	0			73	3702	0	0	0	0	0	0			21																		www.thefriendlybank.com	
8462																																		0	0	0	0	0	0	true	0	0	0	0	0	652	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false				0																	0	0			2	13	0	0	0	0	0	0			0																		http://www.perrytonbank.com	
8631																																		0	0	0	0	0	0	true	0	0	0	0	0	5	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			0	0																	0	0			4	810	0	0	0	0	0	0			0																		www.pcbsm.com	
9357																																		32536	0	0	28667	0	0	true	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			970	3869																	0	0			30	8662	0	0	0	0	0	0			0																		www.fidelitybankmn.com	
9553																																		0	0	2774	0	0	66299	true	0	0	0	0	0	419	0	0	false	0	1000	2774	1468	2455	57414	21323	1000	1	0	1187	0	2188	true	false				0																	0	0			51	779	0	0	0	0	0	0			16																		http://www.adamscountybank.net	
9807																																		0	3746	0	0	0	0	true	2599	0	1147	0	0	1878	1	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			156	19110	0	0	0	0	0	0			0																		www.amboybank.com	
9955																																		0	0	6860	0	0	22940	true	0	0	0	0	0	669	1	0	false	0	0	6860	4665	11415	0	0	0	0	0	0	0	0	true	false			63	0																	0	0			4	832	0	0	0	0	0	0			0																		www.fusion.bank	
10250																																		0	0	0	0	0	0	true	0	0	0	0	0	185	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			55	4304	0	0	0	0	0	0			58																		www.thebankofelkriver.com	
10849																																		694	618	0	694	0	0	true	618	0	0	0	0	3460	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false				0																	0	0			11	451	0	0	0	0	0	0			0																		https://www.firststatebk.com	
11145																																		450	289	2781	450	0	22288	false	0	0	0	0	289	3701	2	0	false	0	0	2781	10721	3786	5000	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			45	1297	0	0	0	0	0	0			0																		www.losb.com	
11640																																		0	0	0	0	0	0	true	0	0	0	0	0	13871	3	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			82	3798	0	0	0	0	0	0			46																		http://www.fnbclarksdale.com	
11837																																		0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			0	0	0	0	0	0	0	0			0																		www.farmbk.com	
12030																																		0	1529	0	0	0	0	true	0	1448	49	0	32	1310	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false				0																	0	0			2	30	0	0	0	0	0	0			0																		http://www.fnbsouth.net	
12142																																		0	0	0	0	0	0	true	0	0	0	0	0	247	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			0	0																	0	0			10	208	0	0	0	0	0	0			64																		www.clevelandstatebank.com	
12311	5904823	9261	1075	5298322	351531	3297836	true	172914	4	351988	true	0	1545363	1075	1020	212361	878	0	1545363	1376254	109910	50975	336326	0	0	0	254970	0	0	0	0	0	0						3297836		229	327	7981	0	724																0		true	true					0	0	0	0	0	0	0	0	0		0	0	0	0	0						12227	1503100	0	0	0	0	0	0	0	0	12356	247137	apply.huntington.com																www.huntington.com	
12647																																		531	0	5000	0	77	5000	true	0	0	0	0	0	2552	2	77	false	0	0	5000	0	0	0	0	0	0	0	0	0	0	true	false				454																	0	0			18	919	0	0	0	0	0	0			0			Saratoga Community Bank															http://www.PORTAGECOUNTYBANK.COM	
12656																																		0	0	0	0	0	0	true	0	0	0	0	0	133	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			15	0																	0	0			0	0	0	0	0	0	0	0			0																		http://www.mybankathome.com	
12946																																		24299	47	8110	19716	0	46300	true	47	0	0	0	0	4636	4	0	true	0	0	8110	13107	83	25000	0	0	0	0	0	0	0	true	false			3338	4583																	0	0			2	209	0	0	0	0	0	0			95																		www.myfarmers.bank	
13103																																		16047	0	33	11072	0	9378	true	0	0	0	0	0	9926	2	0	false	0	0	33	6827	383	2135	0	0	0	0	0	0	0	false	false	0	0	0	4975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			130	23770	0	0	0	0	0	0			280	5024																	www.bristolcountysavings.com	
13251																																		0	50	0	0	0	0	true	0	0	50	0	0	77	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			13	168	0	0	0	0	0	0			0																		www.elysianbank.net	
13457																																		0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			0	0																	0	0			0	0	0	0	0	0	0	0			0																		www.bankoflewellen.com	
14155																																		0	0	1000	0	0	1000	true	0	0	0	0	0	1002	1	0	false	0	0	1000	0	0	0	0	0	0	0	0	0	0	false	false				0																	0	0			4	39	0	0	0	0	0	0			37																		https://www.fandcbank.com	
14650																																		90	0	0	90	0	0	true	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			0	0																	0	0			0	0	0	0	0	0	0	0			0																		www.banklg.com	
14753																																		0	0	0	0	0	0	true	0	0	0	0	0	2423	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			4	0																	0	0			2	9	0	0	0	0	0	0			0																		www.fsbbucklin.com	
14865																																		1213	0	0	0	0	0	true	0	0	0	0	0	1038	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			0	1213																	0	0			27	3770	0	0	0	0	0	0			0			Bank of Eastern Washington, a branch of Bank of Eastern Oregon															www.beobank.com	
14977																																		0	0	0	0	0	0	true	0	0	0	0	0	739	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			15	386	0	0	0	0	0	0			0																		http://firstfedlfd.com	
16551																																		4949	149	0	2433	2516	0	true	49	0	0	0	100	284	0	2516	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			2	65	0	0	0	0	0	0			0		www.vacationpropertyloans.com																http://www.northviewbank.com	
17110																																		0	0	0	0	0	0	false	0	0	0	0	0	4132	3	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	58798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0			0																		http://www.haverfordquality.com	
17147																																		575111	558	75000	544937	4699	334055	true	200	0	262	96	0	12176	4	4699	true	0	0	75000	125000	25000	109055	0	0	0	0	0	0	0	true	false	0	0		25475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			915	106570	0	0	0	0	0	0	598	598	598	10480		First Merchants Private Wealth Advisors, A Division of First Merchants Bank															http://www.firstmerchants.com	
17259																																		0	0	0	0	0	0	true	0	0	0	0	0	350	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			0	0																	0	0			8	206	0	0	0	0	0	0			0			THE FIRST NATIONAL BANK IN COMANCHE															WWW.FNBMARLOW.COM	
17950																																		5440	0	0	3677	0	0	true	0	0	0	0	0	3091	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				1763																	0	0			21	567	0	0	0	0	0	0			84		www.bankofjoliet.com	BANK OF JOLIET, BANK OF THERMOPOLIS	www.bankofthermopolis.com	BANK OF HARLEM, BANK OF RED LODGE	www.bankofharlemmt.com	BANK OF GREYBULL, BANK OF LOVELL	www.bankofredlodge.com	BANK OF POWELL	www.bankofgreybull.com	BANK OF BUTTE, BANK OF PLENTYWOOD	www.bankoflovell.com	BANK OF MALTA, BANK OF GLASGOW	www.bankofpowell.com	www.bankofbutte.com	www.bankofplentywood.com	www.bankofmaltamt.com	www.bankofbridger.com	
17978																																		0	574	128	0	0	128	true	254	0	0	0	320	0	0	0	false	0	0	128	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0	2	true	0	0	0	0	0	0	0	0	0	0	0	0																	www.elizfed.com	
18050																																		0	0	0	0	0	0	true	0	0	0	0	0	1619	1	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			58	3724	0	0	0	0	0	0			71																		www.fnbbastrop.bank	
18827																																		9907	126	0	9122	0	0	true	0	0	83	0	43	18132	3	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				785																	0	0			127	15325	0	0	0	0	0	0	0	0	517	7788																	http://www.nextierbank.com	
18836																																		0	144	0	0	0	3003	true	0	0	144	0	0	1010	1	0	false	0	0	0	1193	724	1086	0	0	0	0	0	0	0	true	false			0	0																	0	0			1	24	0	0	0	0	0	0			5																		www.caponvalleybank.com	
18854																																		9111	0	0	7467	0	0	true	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	1644	0	0	1051	0	0	0	0	1693	30	3734	0	0	0	0	0	0	0	0			43	18736	0	0	0	0	0	0			0																		www.bank7.com	
19356																																		793	270	2000	762	0	2000	true	0	0	270	0	0	52	0	0	false	0	0	2000	0	0	0	0	0	0	0	0	0	0	false	false				31																	0	0			1	299	0	0	0	0	0	0			19																		https://www.sbtmiami.com	
19936																																		0	108	6099	0	0	11463	true	0	0	0	0	108	3287	2	0	false	0	0	6099	5198	166	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			38	2455	0	0	0	0	0	0			0																		www.cbkamericus.com	
19972																																		0	0	0	0	0	0	false	0	0	0	0	0	673	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false				0																	0	0			0	0	0	0	0	0	0	0			0																			
20053																																		0	0	5000	0	0	5000	true	0	0	0	0	0	0	0	0	false	0	0	5000	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			0	0	0	0	0	0	0	0			0																		www.securityonlinebank.com	
20633																																		0	4967	0	0	0	8741	true	594	0	25	4348	0	2899	1	0	false	0	0	0	7250	0	1491	0	0	0	0	0	0	0	false	false			0	0																	0	0			23	1954	0	0	0	0	0	0			27																		www.mcnbbanks.com	
20857																																		444	85	9641	444	0	16661	true	0	0	0	0	85	538	1	0	false	0	17	9641	811	845	5018	3106	17	89	188	52	0	0	true	false				0																	0	0			6	2367	0	0	0	0	0	0			160		fmbankminnesota.com		granitefallsbank.com														mybankfm.com	
21256																																		0	0	0	0	0	0	true	0	0	0	0	0	174	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			0	0																	0	0			0	0	0	0	0	0	0	0			0																		www.statebankofburrtononline.com	
21359																																		70	0	0	0	0	0	true	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				70																	0	0			4	57	0	0	0	0	0	0			19																		http://www.asbgrygla.com	
21658																																		0	174	0	0	0	5393	true	0	0	0	0	174	766	0	0	true	0	0	0	0	393	5000	0	0	0	0	0	0	0	true	true	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			10	180	0	0	0	0	0	0			13																		www.alliancebank.us	
22048																																		0	55	2028	0	0	9286	true	0	0	55	0	0	8928	3	0	false	0	0	2028	5175	408	1675	0	0	0	0	0	0	0	true	false				0																	0	0			13	1138	0	0	0	0	0	0			89																		http://www.unionbnk.com	
