"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOANC99	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
156970																																																																																						15921	950	950	10.6674%	21.0336%	19.7786%	14971	75693	140344	32	0			13.0336%							14971	140344								0	0	0		0		0	19.7786%	1	0	15003	0	0	0	32	0	0	0		0	14971	0	0	14971	0	0	0	0	0	0	0	0	0	950	0	0	0			
157155																																																																																				64946	0				10.5670%			8742		82729	-150	0										742	82729	0	0.0000%	5091	0	750	5841	6.8730%	0	0	0	0	1		8000		1	0	8592	0	0	0	-150	0	0	0		0	8742	0	0	8742	0	0	0	0	0	0						0	0	1495		
157379																																																																																				89445	0				9.1024%			10953		120331	0	0										0	120331	0	0.0000%	9205	0	0	9205	7.7727%	0	0	0	0	1		10953		1	0	10953	0	0	0	0	0	0	0		0	10953	0	0	10953	0	0	0	0	0	0						0	0	20		
157650																																																																																						11579	614	614	7.5479%	15.1880%	14.3826%	10965	76238	145273	-55	0			7.1880%							2396	147693								0	0	0		0		10989	14.3826%	1	0	13330	2057	363	0	-55	0	0	0		0	10965	0	0	10965	0	0	0	0	0	0	0	0	0	614	0	2420	0			
157744																																																																																						22722	2186	2186	7.2646%	11.7654%	10.6335%	20536	193125	282687	1175	0			3.7654%							10292	282723								0	0	0		0		10280	10.6335%	1	0	21747	36	0	0	1175	0	0	0		0	20536	0	0	20536	0	0	0	0	0	0	0	0	0	2186	0	36	0			
157856																																																																																				53943	0				11.1294%			7490		67299	61	0										6590	67299	0	0.0000%	0	0	25	25	0.0373%	0	0	0	0	1		900		1	0	7551	0	0	0	61	0	0	0		0	7490	0	0	7490	0	0	0	0	0	0						0	0	213		
158376																																																																																				123348	0				19.5085%			28737		147305	10	0										28737	147305	0	0.0000%	1339	0	0	1339	0.9158%	0	0	0	0	1		0		1	0	28747	0	0	0	10	0	0	0		0	28737	0	0	28737	0	0	0	0	0	0						0	0	0		
158741																																																																																				177625	0				13.7744%			29186		211886	753	0										25886	211886	0	0.0000%	30545	0	22	30567	13.5494%	0	0	0	0	1		3300		1	0	29939	0	0	0	753	0	0	0		0	29186	0	0	29186	0	0	0	0	0	0						0	0	0		
159636																																																																																						451600	40057	40057	10.6735%	14.0947%	12.8445%	411543	3204044	3855758	-6315	0			6.0947%							393956	3860564								0	0	0		0		22393	12.8445%	1	0	410034	4806	0	0	-6315	0	0	0		0	411543	0	0	411543	0	0	0	0	0	0	0	0	0	40057	0	4806	0			
159645																																																																																						12927	543	543	9.8573%	19.1205%	18.3174%	12384	67608	125633	944	0			11.1205%							8784	125633								0	0	0		0		3000	18.3174%	1	0	12728	0	0	0	1284	-940	0	0		0	12384	0	0	12384	0	0	0	0	0	0	0	0	0	543	0	0	0			
159953																																																																																						26276	942	942	14.2839%	35.2249%	33.9621%	25334	74595	177360	277	0			27.2249%							22334	177360								0	0	0		0		3000	33.9621%	1	0	25611	0	0	0	277	0	0	0		0	25334	0	0	25334	0	0	0	0	0	0	0	0	0	942	0	0	0			
159971																																																																																				587852	0				19.1725%			124438		649043	-2270	0										124438	649043	0	0.0000%	23959	0	11461	35420	5.4509%	0	0	0	0	1		0		1	0	122168	0	0	0	665	0	-2935	0		0	124438	0	0	124438	0	0	0	0	0	0						0	0	4065		
160360																																																																																						71468	4875	4875	9.7328%	18.3782%	17.1246%	66593	388874	684214	38	0			10.3782%							29235	684219								0	0	0		0		37363	17.1246%	1	0	66636	0	5	0	38	0	0	0		0	66593	0	0	66593	0	0	0	0	0	0	0	0	0	4875	0	5	0			
160454																																																																																						23375	1864	1864	8.6635%	15.7776%	14.5194%	21511	148153	248294	-190	0			7.7776%							14128	249382								0	0	0		0		8471	14.5194%	1	0	22409	1088	0	0	-190	0	0	0		0	21511	0	0	21511	0	0	0	0	0	0	0	0	0	1864	0	1088	0			
160650																																																																																						140019	8540	8540	11.3001%	15.6660%	14.7105%	131479	893775	1163516	5673	0			7.6660%							109561	1165408								0	0	0		0		23810	14.7105%	1	0	139044	1712	180	0	5673	0	0	0		0	131479	0	0	131479	0	0	0	0	0	0	0	0	0	8540	0	1892	0			
160959																																																																																				2142154	0				11.5869%			265868		2294563	3428	0										259706	2294563	0	0.0000%	112713	0	9172	121885	5.1202%	0	0	0	0	1		6162		1	0	269296	0	0	0	3428	0	0	0		0	265868	0	0	265868	0	0	0	0	0	0						0	0	130074		
161273																																																																																						181418	13622	13622	10.3359%	16.6950%	15.4415%	167796	1086658	1623427	255	0			8.6950%							14929	1627458								0	0	0		0		156898	15.4415%	1	0	172082	2558	1469	4	255	0	0	0		0	167796	0	0	167796	0	0	0	0	0	0	0	0	0	13622	0	4031	0			
161602																																																																																						374929	34306	34306	8.3168%	12.1525%	11.0406%	340623	3085190	4095595	-6746	0			4.1525%							295127	4104413								0	0	0		0		54314	11.0406%	1	0	342695	8818	0	0	-6746	0	0	0		0	340623	0	0	340623	0	0	0	0	0	0	0	0	0	34306	0	8818	0			
162337																																																																																				927615	0				9.0923%			106131		1167267	2036	0										78863	1172877	0	0.0000%	0	0	1219	1219	0.1314%	0	0	0	0	1		32878		1	0	113777	5004	606	0	2036	0	0	0		0	106131	0	0	106131	0	0	0	0	0	0						5610	0	45949		
163343																																																																																				78641	0				11.4701%			12430		108369	0	0										11430	108369	0	0.0000%	6402	0	35	6437	6.0499%	0	0	0	0	1		1000		1	0	12430	0	0	0	0	0	0	0		0	12430	0	0	12430	0	0	0	0	0	0						0	0	835		
163549																																																																																						148532	11731	11731	7.9549%	10.9633%	10.0974%	136801	1354811	1719701	-334	0			2.9633%							82986	1735431								0	0	0		0		69545	10.0974%	1	0	152197	15528	202	0	-334	0	0	0		0	136801	0	0	136801	0	0	0	0	0	0	0	0	0	11731	0	15730	0			
163857																																																																																				480916	0				10.2106%			64440		631111	1046	0										62869	631290	0	0.0000%	102948	0	1142	104090	16.2658%	0	0	0	0	1		1750		1	0	65665	179	0	0	1046	0	0	0		0	64440	0	0	64440	0	0	0	0	0	0						179	0	3619		
164153																																																																																						14612	808	808	8.8916%	21.6343%	20.4380%	13804	67541	155247	916	0			13.6343%							5804	155247								0	0	0		0		8000	20.4380%	1	0	14720	0	0	0	916	0	0	0		0	13804	0	0	13804	0	0	0	0	0	0	0	0	0	808	0	0	0			
164331																																																																																				265752	0				8.5042%			28349		333353	522	0										25673	333377	0	0.0000%	19682	0	249	19931	6.0025%	0	0	0	0	1		2700		1	0	28895	0	24	0	522	0	0	0		0	28349	0	0	28349	0	0	0	0	0	0						24	0	0		
164377																																																																																				173182	0				8.7737%			16464		187651	-64	0										16464	187651	0	0.0000%	8536	0	0	8536	4.6274%	0	0	0	0	1		0		1	0	16400	0	0	0	-64	0	0	0		0	16464	0	0	16464	0	0	0	0	0	0						0	0	3707		
164957																																																																																				69750	0				9.7186%			9955		102432	-122	0										8796	102432	0	0.0000%	7751	0	0	7751	7.7154%	0	0	0	0	1		1159		1	0	9833	0	0	0	-122	0	0	0		0	9955	0	0	9955	0	0	0	0	0	0						0	0	0		
164975																																																																																				118497	0				9.0166%			11328		125635	26	0										505	125635	0	0.0000%	0	0	8339	8339	6.6046%	0	0	0	0	1		10830		1	0	11361	0	0	0	33	0	0	0		0	11328	0	0	11328	0	0	0	0	0	0						0	0	8253		
165628																																																																																						1589571	68362	75862	10.0989%	13.6740%	13.0215%	1513709	11624729	14988819	-432	-20846			5.6740%			2				782447	15961243								0	0	0		0		1723998	13.0169%	1	0	2506013	921232	72038	0	21038	-625	-20846	0		0	1513176	0	0	1513176	0	0	533	533	0	533	7500	0	0	75862	0	993270	0			
165758																																																																																						15496	1168	1168	7.4396%	16.6216%	15.3688%	14328	93228	192592	-135	0			6.5782%							2328	192592								0	0	0		0		8000	11.0782%	1	0	10193	0	0	0	-135	0	0	0		0	10328	0	0	10328	4000	0	0	4000	0	4000	0	0	0	1168	0	0	0			
165806																																																																																						160758	11548	11603	7.8570%	12.2224%	11.3402%	149155	1315272	1898369	-8346	0			4.2224%			2				130895	1898539								0	0	0		0		18430	11.3402%	1	0	140979	170	0	0	-3910	0	-4436	0		0	149155	0	0	149155	0	0	0	0	0	0	0	0	55	11603	0	170	0			
166111																																																																																						44409	864	864	13.4853%	25.5136%	25.0172%	43545	174060	322906	-3861	0			17.5136%							43545	322906								0	0	0		0		0	25.0172%	1	0	39684	0	0	0	-28	0	-3833	0		0	43545	0	0	43545	0	0	0	0	0	0	0	0	0	864	0	0	0			
166531																																																																																				309762	0				10.0994%			40794		403926	-101	0										34794	403926	0	0.0000%	32642	0	830	33472	8.0941%	0	0	0	0	1		6000		1	0	40693	0	0	0	-101	0	0	0		0	40794	0	0	40794	0	0	0	0	0	0						0	0	31666		
166652																																																																																						84636	7613	7613	9.7824%	13.9524%	12.6974%	77023	606606	787361	-1183	0			5.9524%							33030	789760								0	0	0		0		46392	12.6974%	1	0	78239	2399	0	0	-1183	0	0	0		0	77023	0	0	77023	0	0	0	0	0	0	0	0	0	7613	0	2399	0			
166849																																																																																						13651	1062	1062	10.0197%	14.3384%	13.2229%	12589	95206	125643	24	0			6.3384%							12064	125643								0	0	0		0		525	13.2229%	1	0	12613	0	0	0	24	0	0	0		0	12589	0	0	12589	0	0	0	0	0	0	0	0	0	1062	0	0	0			
167453																																																																																						23978	1143	1143	17.5609%	21.2939%	20.2789%	22835	112605	130033	480	0			13.2939%							21117	130038								0	0	0		0		1723	20.2789%	1	0	23320	0	0	5	480	0	0	0		0	22835	0	0	22835	0	0	0	0	0	0	0	0	0	1143	0	5	0			
167752																																																																																				27205	0				12.9358%			3365		26013	61	0										1555	27078	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1		2875		1	0	4491	1065	0	0	61	0	0	0		0	3365	0	0	3365	0	0	0	0	0	0						1065	0	506		
168357																																																																																						19148	1585	1585	8.4893%	15.1112%	13.8603%	17563	126714	206884	-508	0			7.1112%							5971	210952								0	0	0		0		15660	13.8603%	1	0	21123	3836	232	0	-508	0	0	0		0	17563	0	0	17563	0	0	0	0	0	0	0	0	0	1585	0	4068	0			
168571																																																																																				161186	0				9.0498%			30745		339733	-1029	0										1093	343287	0	0.0000%	30625	0	2225	32850	9.4103%	0	0	0	0	1		33206		1	0	33270	2347	1207	0	-1029	0	0	0		0	30745	0	0	30745	0	0	0	0	0	0						3554	0	0		
169327																																																																																						58904	3917	3917	9.4540%	14.7806%	13.7977%	54987	398523	581624	-846	0			6.7806%							50153	581624								0	0	0		0		4834	13.7977%	1	0	54141	0	0	0	-846	0	0	0		0	54987	0	0	54987	0	0	0	0	0	0	0	0	0	3917	0	0	0			
169354																																																																																				425814	0				10.0304%			48213		480671	2025	0										43469	480671	0	0.0000%	16015	0	125	16140	3.2698%	0	0	0	0	1		4744		1	0	50238	0	0	0	2025	0	0	0		0	48213	0	0	48213	0	0	0	0	0	0						0	0	0		
169653																																																																																						629326	35714	35714	8.6767%	16.1175%	15.2029%	593612	3904606	6841430	-14543	0			8.1175%							15612	6860733								0	0	0		0		597303	15.2029%	1	0	598372	0	158	19145	-16514	4894	-2938	15		0	593612	0	0	593612	0	0	0	0	0	0	0	0	0	35714	0	19303	0			
169756																																																																																						50004	2850	2850	7.5607%	22.0918%	20.8327%	47154	226346	623669	1	0			14.0918%							35577	623669								0	0	0		0		11577	20.8327%	1	0	47155	0	0	0	1	0	0	0		0	47154	0	0	47154	0	0	0	0	0	0	0	0	0	2850	0	0	0			
170257																																																																																						9561	292	292	11.0635%	26.6657%	25.8513%	9269	35855	83780	-376	0			18.6657%							8669	83780								0	0	0		0		600	25.8513%	1	0	8893	0	0	0	-376	0	0	0		0	9269	0	0	9269	0	0	0	0	0	0	0	0	0	292	0	0	0			
170275																																																																																						33606	799	799	11.4467%	23.2265%	22.6743%	32807	144688	286606	-391	0			15.2265%							32807	286606								0	0	0		0		0	22.6743%	1	0	32416	0	0	0	-391	0	0	0		0	32807	0	0	32807	0	0	0	0	0	0	0	0	0	799	0	0	0			
170332																																																																																				301043	0				9.3228%			30695		329247	55	0										19928	329247	0	0.0000%	21163	0	55	21218	6.4205%	0	0	0	0	1		10767		1	0	30750	0	0	0	55	0	0	0		0	30695	0	0	30695	0	0	0	0	0	0						0	0	0		
171133			24890	2274	2274	8.3589%	13.7602%	12.5030%	22616	180884	270563	33	0			5.7602%						2514	270563								0	0	0		20102	12.5030%	0	22649	0	0	0	33	0	0	0		0	22616	0	0	22616	0	0	0	0	0	0	0	0	0	2274	0	0	0																																																							0				1																															
171656																																																																																						13778	1327	1327	7.4793%	12.9943%	11.7428%	12451	106031	166472	-175	0			4.9943%							9640	166761								0	0	0		0		3100	11.7428%	1	0	12565	289	0	0	-175	0	0	0		0	12451	0	0	12451	0	0	0	0	0	0	0	0	0	1327	0	289	0			
171759																																																																																				138863	0				9.7852%			17650		180374	-364	0										12373	180374	0	0.0000%	4493	0	480	4973	2.7851%	0	0	0	0	1		5277		1	0	17286	0	0	0	-364	0	0	0		0	17650	0	0	17650	0	0	0	0	0	0						0	0	20285		
171768																																																																																						122689	6388	6388	10.1464%	13.8651%	13.1432%	116301	884876	1146234	830	0			5.8651%							103948	1147887								0	0	0		0		14006	13.1432%	1	0	118784	0	1653	0	830	0	0	0		0	116301	0	0	116301	0	0	0	0	0	0	0	0	0	6388	0	1653	0			
172251																																																																																				46499	0				10.2874%			6117		59461	-26	0										3117	59461	0	0.0000%	6398	0	0	6398	10.5693%	0	0	0	0	1		3000		1	0	6091	0	0	0	-26	0	0	0		0	6117	0	0	6117	0	0	0	0	0	0						0	0	0		
172457																																																																																				301883	0				8.8007%			32610		370539	-3253	0										20528	370539	0	0.0000%	27024	0	2427	29451	7.9504%	0	0	0	0	1		12082		1	0	29357	0	0	0	105	0	0	-3358		0	32610	0	0	32610	0	0	0	0	0	0						0	0	3293		
172475																																																																																						46753	3606	3606	6.9108%	14.7271%	13.5912%	43147	317463	624346	-618	133			6.7271%							34224	624656								0	0	0		0		9100	13.5912%	1	0	42706	177	0	0	0	-485	-133	0		0	43147	0	0	43147	0	0	0	0	0	0	0	0	0	3606	0	177	0			
172859																																																																																						21362	1550	1550	11.7430%	14.8439%	13.7668%	19812	143911	168713	-145	0			6.8439%							14683	172034								0	0	0		0		8450	13.7668%	1	0	22988	3321	0	0	-145	0	0	0		0	19812	0	0	19812	0	0	0	0	0	0	0	0	0	1550	0	3321	0			
173306																																																																																						45064	3303	3303	7.7029%	16.2817%	15.0883%	41761	276777	542147	-663	0			8.2817%							40361	542147								0	0	0		0		1400	15.0883%	1	0	41098	0	0	0	-663	0	0	0		0	41761	0	0	41761	0	0	0	0	0	0	0	0	0	3303	0	0	0			
173342																																																																																						10494	800	800	7.6819%	16.4351%	15.1822%	9694	63851	126193	368	0			8.4351%							8619	126193								0	0	0		0		1075	15.1822%	1	0	10062	0	0	0	368	0	0	0		0	9694	0	0	9694	0	0	0	0	0	0	0	0	0	800	0	0	0			
173557																																																																																				290464	0				8.3706%			30318		362196	-1256	0										24003	362376	0	0.0000%	0	0	863	863	0.2398%	0	0	0	0	1		6495		1	0	29242	0	0	180	-1256	0	0	0		0	30318	0	0	30318	0	0	0	0	0	0						180	0	46370		
173575																																																																																						172714	9635	9635	9.7964%	17.2744%	16.3107%	163079	999829	1664682	-3025	0			9.2744%							163080	1664682								0	0	0		0		0	16.3107%	1	0	160055	0	0	0	-4079	0	1055	0		0	163079	0	0	163079	0	0	0	0	0	0	0	0	0	9635	0	0	0			
173641																																																																																				234351	0				11.3014%			33189		293672	633	0										31289	293672	0	0.0000%	25986	0	2430	28416	9.5524%	0	0	0	0	1		1900		1	0	33822	0	0	0	633	0	0	0		0	33189	0	0	33189	0	0	0	0	0	0						0	0	0		
173959																																																																																						16445	386	386	17.0039%	46.5811%	45.4878%	16059	35304	94443	56	0			38.5811%							15522	94443								0	0	0		0		537	45.4878%	1	0	16115	0	0	0	56	0	0	0		0	16059	0	0	16059	0	0	0	0	0	0	0	0	0	386	0	0	0			
174321																																																																																						14817	1073	1073	7.6837%	14.9374%	13.8557%	13744	99194	178871	664	0			6.9374%							3158	178871								0	0	0		0		10586	13.8557%	1	0	14408	0	0	0	664	0	0	0		0	13744	0	0	13744	0	0	0	0	0	0	0	0	0	1073	0	0	0			
174367																																																																																				54422	0				12.1606%			7498		61658	-350	0										2237	64233	0	0.0000%	6350	0	25	6375	9.2559%	0	0	0	0	1		7836		1	0	9723	2575	0	0	-350	0	0	0		0	7498	0	0	7498	0	0	0	0	0	0						2575	0	2997		
174572																																																																																						962138	63202	63202	9.7987%	15.3903%	14.3793%	898936	6251591	9174014	-45695	22397			7.3903%							624841	9280803								0	0	0		0		358487	14.3793%	1	0	937633	79220	5172	0	1756	-4864	-42587	0		0	898936	0	0	898936	0	0	0	0	0	0	0	0	0	63202	0	84392	0			
175056																																																																																						29181	2546	2546	7.6301%	12.6611%	11.5565%	26635	230477	349077	-14	0			4.6611%							17117	351511								0	0	0		0		11952	11.5565%	1	0	29055	2434	0	0	-14	0	0	0		0	26635	0	0	26635	0	0	0	0	0	0	0	0	0	2546	0	2434	0			
175140																																																																																						56536	4792	4792	9.2374%	14.7533%	13.5028%	51744	383208	560160	923	0			6.7533%							46299	566884								0	0	0		0		12169	13.5028%	1	0	59391	6328	396	0	923	0	0	0		0	51744	0	0	51744	0	0	0	0	0	0	0	0	0	4792	0	6724	0			
175458																																																																																				26971	0				10.7417%			3405		31699	-57	0										805	31699	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1		2600		1	0	3348	0	0	0	-57	0	0	0		0	3405	0	0	3405	0	0	0	0	0	0						0	0	3431		
175609																																																																																						26709	1310	1310	7.7322%	25.7558%	24.4925%	25399	103701	328483	-952	0			17.7558%							22479	328483								0	0	0		0		2920	24.4925%	1	0	24447	0	0	0	-952	0	0	0		0	25399	0	0	25399	0	0	0	0	0	0	0	0	0	1310	0	0	0			
176101																																																																																						192359	17041	17041	8.1455%	14.1181%	12.8674%	175318	1362495	2152325	-3443	0			6.1181%							127318	2152325								0	0	0		0		48000	12.8674%	1	0	171875	0	0	0	-1072	0	-2371	0		0	175318	0	0	175318	0	0	0	0	0	0	0	0	0	17041	0	0	0			
176325																																																																																						26133	2268	2268	8.9371%	14.4463%	13.1925%	23865	180898	267034	438	0			6.4463%							22740	267034								0	0	0		0		1125	13.1925%	1	0	24303	0	0	0	438	0	0	0		0	23865	0	0	23865	0	0	0	0	0	0	0	0	0	2268	0	0	0			
176437																																																																																				56772	0				9.2490%			6931		74938	-108	0										2531	74938	0	0.0000%	3403	0	200	3603	4.8170%	0	0	0	0	1		4400		1	0	6823	0	0	0	-108	0	0	0		0	6931	0	0	6931	0	0	0	0	0	0						0	0	0		
176464																																																																																						116377	8915	8915	8.2328%	14.2985%	13.2032%	107462	813911	1305292	-283	0			6.2985%							57450	1324071								0	0	0		0		68791	13.2032%	1	0	125958	17884	895	0	-283	0	0	0		0	107462	0	0	107462	0	0	0	0	0	0	0	0	0	8915	0	18779	0			
176642																																																																																				124396	0				9.4408%			13889		147117	-97	0										13089	147117	0	0.0000%	0	0	114	114	0.0729%	0	0	0	0	1		800		1	0	13792	0	0	0	-97	0	0	0		0	13889	0	0	13889	0	0	0	0	0	0						0	0	1412		
177135																																																																																				30101	0				26.2928%			8445		32119	0	0										7345	32119	0	0.0000%	887	0	0	887	2.7573%	0	0	0	0	1		1100		1	0	8445	0	0	0	0	0	0	0		0	8445	0	0	8445	0	0	0	0	0	0						0	0	0		
177443																																																																																				193012	0				10.2251%			23304		227910	1801	0										19411	227967	0	0.0000%	5747	0	35	5782	2.5434%	0	0	0	0	1		3950		1	0	25162	57	0	0	1801	0	0	0		0	23304	0	0	23304	0	0	0	0	0	0						57	0	0		
177500																																																																																				72917	0				9.0257%			7880		87306	0	0										7780	87306	0	0.0000%	0	0	161	161	0.1886%	0	0	0	0	1		100		1	0	7880	0	0	0	0	0	0	0		0	7880	0	0	7880	0	0	0	0	0	0						0	0	946		
177555																																																																																						2536	140	140	7.7568%	17.1827%	16.2342%	2396	14759	30889	-108	0			9.1827%							1726	30889								0	0	0		0		670	16.2342%	1	0	2288	0	0	0	-108	0	0	0		0	2396	0	0	2396	0	0	0	0	0	0	0	0	0	140	0	0	0			
177751																																																																																						174614	11584	11584	11.0461%	17.2163%	16.0742%	163030	1014236	1475907	-1601	0			9.2163%			0				153759	1476043								0	0	0		0		9407	16.0742%	1	0	161565	136	0	0	-600	0	-1001	0		0	163030	0	0	163030	0	0	0	0	0	0	0	0	0	11584	0	136	0			
177920																																																																																						143506	12854	12854	9.8004%	13.9741%	12.7224%	130652	1026945	1333124	3462	0			5.9741%							131121	1349598								0	0	0		0		16005	12.7224%	1	0	150588	15071	1403	0	3462	0	0	0		0	130652	0	0	130652	0	0	0	0	0	0	0	0	0	12854	0	16474	0			
178150																																																																																						27031	1669	1669	9.4545%	20.2765%	19.0245%	25362	133312	268252	-135	0			12.2765%							21720	268481								0	0	0		0		3871	19.0245%	1	0	25456	229	0	0	-135	0	0	0		0	25362	0	0	25362	0	0	0	0	0	0	0	0	0	1669	0	229	0			
178244																																																																																				121869	0				11.4017%			17684		155100	-199	0										16197	155100	0	0.0000%	2035	0	0	2035	1.2639%	0	0	0	0	1		1487		1	0	17485	0	0	0	-199	0	0	0		0	17684	0	0	17684	0	0	0	0	0	0						0	0	16262		
178356																																																																																				113206	0				8.4327%			13728		162795	426	0										7728	162795	0	0.0000%	9543	0	0	9543	5.8095%	0	0	0	0	1		6000		1	0	14154	0	0	0	426	0	0	0		0	13728	0	0	13728	0	0	0	0	0	0						0	0	0		
178851																																																																																				437297	0				8.4435%			48993		580242	4014	0										44979	581491	0	0.0000%	87792	0	2295	90087	15.4631%	0	0	0	0	1		5263		1	0	54256	0	1249	0	4014	0	0	0		0	48993	0	0	48993	0	0	0	0	0	0						1249	0	0		
179148																																																																																				200375	0				10.8908%			26012		238844	-38	0										23012	238844	0	0.0000%	19651	0	986	20637	8.6914%	0	0	0	0	1		3000		1	0	25974	0	0	0	-38	0	0	0		0	26012	0	0	26012	0	0	0	0	0	0						0	0	0		
179335																																																																																				166379	0				14.8949%			30251		203096	-1224	0										5231	203096	0	0.0000%	10387	0	1978	12365	6.0520%	0	0	0	0	1		25020		1	0	29027	0	0	0	-1224	0	0	0		0	30251	0	0	30251	0	0	0	0	0	0						0	0	0		
179700																																																																																						79336	4950	4950	11.4485%	17.2461%	16.1700%	74386	460024	649742	-745	-853			9.2461%							4699	648889								0	0	0		0		69687	16.1700%	1	0	73641	0	0	0	108	0	-853	0		0	74386	0	0	74386	0	0	0	0	0	0	0	0	0	4950	0	0	0			
180144																																																																																						13267	631	631	9.6164%	16.2945%	15.5195%	12636	81420	131401	-236	0			8.2945%							5469	131459								0	0	0		0		7225	15.5195%	1	0	12458	0	58	0	-236	0	0	0		0	12636	0	0	12636	0	0	0	0	0	0	0	0	0	631	0	58	0			
180537																																																																																				111439	0				8.7139%			11321		129919	-568	0										701	137100	0	0.0000%	2982	0	150	3132	2.3058%	0	0	0	0	1		17801		1	0	17934	6474	643	64	-568	0	0	0		0	11321	0	0	11321	0	0	0	0	0	0						7181	0	0		
180845																																																																																				124415	0				12.0321%			18596		154553	-230	0										6064	158912	0	0.0000%	40	0	64	104	0.0664%	0	0	0	0	1		16890		1	0	22724	4341	18	0	-231	0	0	0		0	18596	0	0	18596	0	0	0	0	0	0						4359	0	0		
181963																																																																																						26437	1275	1275	9.2122%	26.0343%	24.7787%	25162	101547	273139	375	0			18.0343%							23534	273139								0	0	0		0		1628	24.7787%	1	0	25537	0	0	0	375	0	0	0		0	25162	0	0	25162	0	0	0	0	0	0	0	0	0	1275	0	0	0			
182951																																																																																						56466	5451	5451	9.1127%	12.9548%	11.7042%	51015	435869	559826	3218	0			4.9548%							42322	559840								0	0	0		0		8707	11.7042%	1	0	54247	14	0	0	3218	0	0	0		0	51015	0	0	51015	0	0	0	0	0	0	0	0	0	5451	0	14	0			
183668																																																																																						101702	8760	8760	9.1811%	14.3648%	13.1275%	92942	707996	1012321	-913	0			6.3648%							67898	1012321								0	0	0		0		25044	13.1275%	1	0	92029	0	0	0	-913	0	0	0		0	92942	0	0	92942	0	0	0	0	0	0	0	0	0	8760	0	0	0			
183770																																																																																						81268	4438	4438	11.7759%	18.4412%	17.4341%	76830	440688	652436	285	9779			10.4412%							76830	662215								0	0	0		0		0	17.4341%	1	0	77115	0	0	0	168	198	-81	0		0	76830	0	0	76830	0	0	0	0	0	0	0	0	0	4438	0	0	0			
183958																																																																																				223660	0				14.4893%			38297		264313	547	0										36247	264313	0	0.0000%	42261	0	566	42827	16.0075%	0	0	0	0	1		2050		1	0	38844	0	0	0	547	0	0	0		0	38297	0	0	38297	0	0	0	0	0	0						0	0	0		
184656																																																																																						25896	532	532	10.5633%	29.8197%	29.2071%	25364	86842	240114	-714	0			21.8197%							24964	240114								0	0	0		0		400	29.2071%	1	0	24650	0	0	0	-714	0	0	0		0	25364	0	0	25364	0	0	0	0	0	0	0	0	0	532	0	0	0			
184759																																																																																				42172	0				15.8430%			7877		49719	-81	0										6608	49719	0	0.0000%	2166	0	85	2251	4.5835%	0	0	0	0	1		1300		1	0	7827	0	0	0	0	0	0	-50		0	7877	0	0	7877	0	0	0	0	0	0						0	0	0		
185251																																																																																				18799	0				9.3413%			2164		23166	256	0										1114	23166	0	0.0000%	0	0	34	34	0.1479%	0	0	0	0	1		1050		1	0	2420	0	0	0	256	0	0	0		0	2164	0	0	2164	0	0	0	0	0	0						0	0	0		
