"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOANC99	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
	TOTAL ASSETS	ALLOCATED TRANSFER RISK RESERVES	TOTAL RISK-BASED CAPITAL	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TIER 1 LEVERAGE CAPITAL RATIO	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 RISK-BASED CAPITAL RATIO	TIER 1 CPTL ALLWBL UNDR RISK-BASED	RISK-WEIGHTED ASSETS	AVG TOT ASSET NET DEDUCTIONS	ACCUMULATED OTH COMPREHENSIVE INCOME	OTHR DEDUCT FR ASSETS FOR LEVRGE CAP	TOTAL LEVERAGE EXPOSURE	ADVANCED APPROACHES ONLY: SUPPLEMENT	CAPTIAL CONSERVATION BUFFER	ELIGIBLE RETAINED INCOME	DIST AND DISCRE BONUS PAYMENTS QTR	Amount of allowances for credit loss	Amount of allowances for credit loss	Amount of allowances for credit loss	Retained Earning	Average total consolidated asset	Trading assets and trading liabiliti	Trading assets and trading liabiliti	Off-balance sheet exposures: Unused	Off-balance sheet exposures: Securit	Off-balance sheet exposures: Other o	Total off-balance sheet exposures (s	Total off-balance sheet exposures (s	Less: Investments in the capital of	Less: MSAs, net of associated DTLs,	LESS: DTAs arising from temporary di	Investments in the [Tier 2] capital	COMMON EQUITY TIER 1 CAPITAL	CAP RATIO COM EQTY TIER1 CAP RATIO	COM EQTY TIER 1 MINORTY INTERST	COM EQTY TIER 1 CAP BEFORE REG ADJ	COM EQTY TIER 1 CAP ADJS AND DEDUDS	LESS INTANG ASSTS NET OF ASSCTD DTLS	DFRD TX ASSTS OPRTING LOSS TX CRDT	NT UNRLZD GNS (LSSES) AFS SECURITIES	ACC NT GN LS CSHFLW HDGS	AOCI ATTRBTD DEFND BENFT POSTETRMNT	NT UNRLZD GNS (LSSES) HTM SEC AOCI	NET GNS (LSSES) HTM SEC AOCI	OTH THRSHLD DEDS COMEQTY TIER1 CAP	SUBTOT COMEQTY TIER1 CAP ADJ AN DEDS	INSF TIER1 TIER2 CAP CVR DED	ADJSTMNT DEDT  COM EQTY TIER1 CAP	COM EQTY TIER 1 CAPITAL	ADDITIONAL TIER 1 CAPITAL	NNQFY CAP INSTR PHSOUT ADD TIER1 CAP	TIER1 MNRTY INTR NOT EQTY TIER1 CAP	ADD TIER 1 CAPITAL BEFORE DEDUCTIONS	TOT ADDTNL TIER 1 CAP DEDUCTIONS	ADDTNL TIER 1 CAPITAL	TIER 2 CAP INSTRMNTS PLUS RLTD SRPLS	NNQLIFY CAP INSTR PHSOUT TIER2 CAP	CAP MNRTY INTRST NOT INCL TIER 1 CAP	TIER 2 CAPITAL BEFORE DEDUCTIONS	TOTAL TIER 2 CAPITAL DEDUCTIONS	DEDS COMEQTY TIER1 CAP ADD TIER1 CAP	CUMULATIVE CHANGE IN FAIR VALUE	UNCONDITIONALLY  OR OTHER AMOUNT	TOTAL RISK-BASED CAPITAL	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 RISK-BASED CAPITAL RATIO	RISK-WEIGHTED ASSETS	TOTAL APPLICABLE CAPITAL BUFFER	CAP RATIO COM EQTY TIER1 CAP RATIO	NNSG INVCP UNCNS COMSTK 10 PCT THRSH	SUBTOT COMEQTY TIER1 CAP ADJ AN DEDS	COMSTK 10PCT EQTY TIER1 CAP THRSHLD	MSA DTL 10PCT EQTY TIER1 CAP THRS	DTAS CAP CMSTK 15PCT TIER1 CAP THRSH	MSA DTA 15PCT COMEQTY TIER1 CAPTHRES	INSF TIER1 TIER2 CAP CVR DED	ADJSTMNT DEDT  COM EQTY TIER1 CAP	COM EQTY TIER 1 CAPITAL	TIER 2 CAPITAL BEFORE DEDUCTIONS	TOTAL ASSETS	ALLOCATED TRANSFER RISK RESERVES	TOTAL RISK-BASED CAPITAL	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TIER 1 LEVERAGE CAPITAL RATIO	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 RISK-BASED CAPITAL RATIO	TIER 1 CPTL ALLWBL UNDR RISK-BASED	RISK-WEIGHTED ASSETS	AVG TOT ASSET NET DEDUCTIONS	ACCUMULATED OTH COMPREHENSIVE INCOME	OTHR DEDUCT FR ASSETS FOR LEVRGE CAP	TOTAL LEVERAGE EXPOSURE	ADVANCED APPROACHES ONLY: SUPPLEMENT	CAPTIAL CONSERVATION BUFFER	ELIGIBLE RETAINED INCOME	DIST AND DISCRE BONUS PAYMENTS QTR	To be completed only by institutions	Amount of allowances for credit loss	Amount of allowances for credit loss	Amount of allowances for credit loss	Retained Earning	Average total consolidated asset	Trading assets and trading liabiliti	Trading assets and trading liabiliti	Off-balance sheet exposures: Unused	Off-balance sheet exposures: Securit	Off-balance sheet exposures: Other o	Total off-balance sheet exposures (s	Total off-balance sheet exposures (s	Less: Investments in the capital of	Less: MSAs, net of associated DTLs,	LESS: DTAs arising from temporary di	Investments in the [Tier 2] capital	Do you qualify for and opt-in to CBL	Standardized Approach for Counterpar	COMMON EQUITY TIER 1 CAPITAL	CAP RATIO COM EQTY TIER1 CAP RATIO	AOCI OPT-OUT ELECTION	COM EQTY TIER 1 MINORTY INTERST	COM EQTY TIER 1 CAP BEFORE REG ADJ	COM EQTY TIER 1 CAP ADJS AND DEDUDS	LESS INTANG ASSTS NET OF ASSCTD DTLS	DFRD TX ASSTS OPRTING LOSS TX CRDT	NT UNRLZD GNS (LSSES) AFS SECURITIES	ACC NT GN LS CSHFLW HDGS	AOCI ATTRBTD DEFND BENFT POSTETRMNT	NT UNRLZD GNS (LSSES) HTM SEC AOCI	NET GNS (LSSES) HTM SEC AOCI	OTH THRSHLD DEDS COMEQTY TIER1 CAP	SUBTOT COMEQTY TIER1 CAP ADJ AN DEDS	INSF TIER1 TIER2 CAP CVR DED	ADJSTMNT DEDT  COM EQTY TIER1 CAP	COM EQTY TIER 1 CAPITAL	ADDITIONAL TIER 1 CAPITAL	NNQFY CAP INSTR PHSOUT ADD TIER1 CAP	TIER1 MNRTY INTR NOT EQTY TIER1 CAP	ADD TIER 1 CAPITAL BEFORE DEDUCTIONS	TOT ADDTNL TIER 1 CAP DEDUCTIONS	ADDTNL TIER 1 CAPITAL	TIER 2 CAP INSTRMNTS PLUS RLTD SRPLS	NNQLIFY CAP INSTR PHSOUT TIER2 CAP	CAP MNRTY INTRST NOT INCL TIER 1 CAP	TIER 2 CAPITAL BEFORE DEDUCTIONS	TOTAL TIER 2 CAPITAL DEDUCTIONS	DEDS COMEQTY TIER1 CAP ADD TIER1 CAP	CUMULATIVE CHANGE IN FAIR VALUE	UNCONDITIONALLY  OR OTHER AMOUNT	TOTAL APPLICABLE CAPITAL BUFFER	
37																																																																																				75528	0				18.5319%			16359		88275	1103	0										11659	88275	0	0.0000%	0	0	209	209	0.2322%	0	0	0	0	1		4700		1	0	17462	0	0	0	1103	0	0	0		0	16359	0	0	16359	0	0	0	0	0	0						0	0	222		
242																																																																																				40945	0				10.0664%			5229		51945	-36	0										4989	51945	0	0.0000%	2406	0	36	2442	4.6901%	0	0	0	0	1		240		1	0	5193	0	0	0	-36	0	0	0		0	5229	0	0	5229	0	0	0	0	0	0						0	0	0		
279																																																																																				267688	0				12.8941%			46586		361298	-686	0										31838	361827	0	0.0000%	15928	0	0	15928	4.3677%	0	0	0	0	1		15277		1	0	46429	0	529	0	-686	0	0	0		0	46586	0	0	46586	0	0	0	0	0	0						529	0	11446		
354																																																																																				14369	0				15.2233%			2846		18695	-1	0										711	18695	0	0.0000%	183	0	0	183	0.9819%	0	0	0	0	1		2136		1	0	2846	0	0	0	0	0	0	0		0	2846	0	0	2846	0	0	0	0	0	0						0	0	0		
457																																																																																						5666	649	649	7.8767%	10.9159%	9.6655%	5017	51906	63694	-15	0			2.9159%							1017	63694								0	0	0		0		4000	9.6655%	1	0	5002	0	0	0	-15	0	0	0		0	5017	0	0	5017	0	0	0	0	0	0	0	0	0	649	0	0	0			
505																																																																																						67419	6182	6182	7.9071%	13.6889%	12.4337%	61237	492508	774458	-1682	0			5.6889%							37540	775644								0	0	0		0		24883	12.4337%	1	0	60741	1186	0	0	911	-413	-2180	0		0	61237	0	0	61237	0	0	0	0	0	0	0	0	0	6182	0	1186	0			
1155																																																																																						41214	3789	3789	8.4105%	12.5540%	11.3998%	37425	328294	444979	310	0			4.5540%							21559	454409								0	0	0		0		25296	11.3998%	1	0	47165	8580	850	0	310	0	0	0		0	37425	0	0	37425	0	0	0	0	0	0	0	0	0	3789	0	9430	0			
1351																																																																																				172266	0				14.8362%			29067		195919	-94	0										28297	195919	0	0.0000%	6137	0	588	6725	3.4103%	0	0	0	0	1		770		1	0	28973	0	0	0	-94	0	0	0		0	29067	0	0	29067	0	0	0	0	0	0						0	0	0		
1454																																																																																				778228	0				9.6625%			108990		1127965	-3510	0										106776	1127965	0	0.0000%	0	0	19259	19259	1.9807%	0	0	0	0	1		2214		1	0	105480	0	0	0	-3510	0	0	0		0	108990	0	0	108990	0	0	0	0	0	0						0	0	85914		
1669																																																																																				287939	0				13.2164%			49862		377275	-233	0										48262	377275	0	0.0000%	16707	0	115	16822	4.4596%	0	0	0	0	1		1600		1	0	49629	0	0	0	-233	0	0	0		0	49862	0	0	49862	0	0	0	0	0	0						0	0	0		
1856																																																																																				47817	0				14.5603%			7196		49422	176	0										1062	49520	0	0.0000%	4097	0	0	4097	8.5681%	0	0	0	0	1		6232		1	0	7470	98	0	0	176	0	0	0		0	7196	0	0	7196	0	0	0	0	0	0						98	0	0		
2161																																																																																						34596	2247	2247	11.1483%	16.9041%	15.8061%	32349	204661	290170	-472	0			8.9041%							14400	290170								0	0	0		0		17949	15.8061%	1	0	31877	0	0	0	-472	0	0	0		0	32349	0	0	32349	0	0	0	0	0	0	0	0	0	2247	0	0	0			
2732																																																																																				617722	0				14.7661%			105085		711662	60	0										100408	712774	0	0.0000%	77394	0	1775	79169	10.8002%	0	0	0	0	1		5789		1	0	106257	0	1112	0	60	0	0	0		0	105085	0	0	105085	0	0	0	0	0	0						1112	0	5046		
2750																																																																																						8275	518	518	12.2184%	16.3373%	15.3146%	7757	50651	63486	243	0			8.3373%							546	63486								0	0	0		0		7211	15.3146%	1	0	8000	0	0	0	243	0	0	0		0	7757	0	0	7757	0	0	0	0	0	0	0	0	0	518	0	0	0			
3252																																																																																						33148	1650	1650	10.7673%	25.5596%	24.2873%	31498	129689	292535	128	0			17.5596%							30998	292535								0	0	0		0		500	24.2873%	1	0	31626	0	0	0	128	0	0	0		0	31498	0	0	31498	0	0	0	0	0	0	0	0	0	1650	0	0	0			
3458																																																																																						6440	584	584	8.1527%	12.3287%	11.2107%	5856	52236	71829	-101	0			4.3287%							4655	71829								0	0	0		0		1201	11.2107%	1	0	5755	0	0	0	-101	0	0	0		0	5856	0	0	5856	0	0	0	0	0	0	0	0	0	584	0	0	0			
3720																																																																																				278854	0				11.1666%			41571		372280	344	0										24390	372280	0	0.0000%	24333	0	346	24679	6.4838%	0	0	0	0	1		17181		1	0	41915	0	0	0	344	0	0	0		0	41571	0	0	41571	0	0	0	0	0	0						0	0	0		
3971																																																																																						101532	8332	8332	10.1642%	11.5911%	10.6399%	93200	875948	916946	-1338	0			3.5911%							4213	921383								0	0	0		0		93425	10.6399%	1	0	96300	353	3995	90	-1338	0	0	0		0	93200	0	0	93200	0	0	0	0	0	0	0	0	0	8332	0	4437	0			
4156																																																																																						25792	2393	2393	8.4263%	13.4980%	12.2457%	23399	191080	277689	191	0			5.4980%							17325	279472								0	0	0		0		7857	12.2457%	1	0	25373	1783	0	0	191	0	0	0		0	23399	0	0	23399	0	0	0	0	0	0	0	0	0	2393	0	1783	0			
4231																																																																																				123204	0				12.8847%			18984		147338	533	0										6387	147341	0	0.0000%	3922	0	0	3922	2.5488%	0	0	0	0	1		12600		1	0	19520	0	0	3	533	0	0	0		0	18984	0	0	18984	0	0	0	0	0	0						3	0	1726		
5069																																																																																						208130	6278	6278	45.8962%	41.7611%	40.5014%	201852	498383	439801	1358	0			33.7611%							193223	439801								0	0	0		0		8629	40.5014%	1	0	203210	0	0	0	1358	0	0	0		0	201852	0	0	201852	0	0	0	0	0	0	0	0	0	6278	0	0	0			
5135																																																																																				509232	0				14.6872%			86046		585856	-152	0										62046	586898	0	0.0000%	68497	0	2024	70521	12.0725%	0	0	0	0	1		25042		1	0	86936	1042	0	0	-152	0	0	0		0	86046	0	0	86046	0	0	0	0	0	0						1042	0	2047		
5210																																																																																						265126	18867	18867	8.8134%	17.5694%	16.3191%	246259	1509020	2794154	-9545	-6071			9.5694%							163390	2818352								0	0	0		0		113138	16.3191%	1	0	266983	27842	2427	0	-3474	0	-6071	0		0	246259	0	0	246259	0	0	0	0	0	0	0	0	0	18867	0	30269	0			
5461																																																																																				625024	0				9.1114%			77199		847282	774	0										70970	847353	0	0.0000%	47143	0	1045	48188	5.6869%	0	0	0	0	1		6300		1	0	78044	0	71	0	774	0	0	0		0	77199	0	0	77199	0	0	0	0	0	0						71	0	7911		
5751																																																																																				218701	0				16.0643%			39739		247375	968	0										31477	248465	0	0.0000%	28303	0	400	28703	11.2158%	0	0	0	0	1		9352		1	0	41797	1089	1	0	968	0	0	0		0	39739	0	0	39739	0	0	0	0	0	0						1090	0	100		
6039																																																																																				288245	0				8.8240%			34970		396305	1	0										3933	396305	0	0.0000%	36994	0	570	37564	9.4303%	0	0	0	0	1		31037		1	0	34971	0	0	0	1	0	0	0		0	34970	0	0	34970	0	0	0	0	0	0						0	0	0		
6329																																																																																						139814	12694	12694	9.0317%	13.8286%	12.5730%	127120	1011053	1407483	-1325	0			5.8286%							87736	1408099								0	0	0		0		40000	12.5730%	1	0	126411	0	0	616	-1325	0	0	0		0	127120	0	0	127120	0	0	0	0	0	0	0	0	0	12694	0	616	0			
7009																																																																																						102730	0	0	8.6009%	19.8899%	19.8899%	102730	516492	1194415	-492	0			11.8899%							101678	1194415								0	0	0		0		1052	19.8899%	1	0	102238	0	0	0	-492	0	0	0		0	102730	0	0	102730	0	0	0	0	0	0	0	0	0	0	0	0	0			
7045																																																																																						24657	1157	1157	8.4001%	17.0968%	16.2945%	23500	144220	279758	1092	0			9.0968%							21075	279758								0	0	0		0		2425	16.2945%	1	0	24592	0	0	0	1092	0	0	0		0	23500	0	0	23500	0	0	0	0	0	0	0	0	0	1157	0	0	0			
7072																																																																																						40726	3076	3076	9.8884%	16.4020%	15.1632%	37650	248299	380749	-142	0			8.4020%							37922	385081								0	0	0		0		4060	15.1632%	1	0	41840	3707	625	0	-139	0	-3	0		0	37650	0	0	37650	0	0	0	0	0	0	0	0	0	3076	0	4332	0			
7456																																																																																						11225	887	887	8.5149%	12.5183%	11.5291%	10338	89669	121410	163	0			4.5183%							3338	121410								0	0	0		0		7000	11.5291%	1	0	10501	0	0	0	163	0	0	0		0	10338	0	0	10338	0	0	0	0	0	0	0	0	0	887	0	0	0			
7634																																																																																				72288	0				13.1769%			11356		86181	80	0										3096	86181	0	0.0000%	2185	0	0	2185	2.5715%	0	0	0	0	1		8260		1	0	11436	0	0	0	80	0	0	0		0	11356	0	0	11356	0	0	0	0	0	0						0	0	897		
8033																																																																																				324436	0				14.0574%			53835		382965	-10	0										45835	382965	0	0.0000%	55691	0	587	56278	14.6874%	0	0	0	0	1		8000		1	0	53825	0	0	0	-10	0	0	0		0	53835	0	0	53835	0	0	0	0	0	0						0	0	0		
8462																																																																																				168811	0				16.5601%			27361		165222	466	0										26661	165222	0	0.0000%	835	0	250	1085	0.6427%	0	0	0	0	1		700		1	0	27827	0	0	0	466	0	0	0		0	27361	0	0	27361	0	0	0	0	0	0						0	0	5691		
8631																																																																																				64141	0				9.9345%			7260		73079	-109	0										5960	73079	0	0.0000%	3331	0	160	3491	4.6936%	0	0	0	0	1		1300		1	0	7151	0	0	0	-109	0	0	0		0	7260	0	0	7260	0	0	0	0	0	0						0	0	0		
9357																																																																																				534016	0				12.9914%			80518		619781	153	0										56394	652317	0	0.0000%	13256	0	680	13936	2.1120%	0	0	0	0	1		56660		1	0	113207	28667	3869	0	153	0	0	0		0	80518	0	0	80518	0	0	0	0	0	0						32536	0	474375		
9553																																																																																						20290	1212	1212	8.8397%	13.2952%	12.5011%	19078	152611	215821	-20	0			5.2952%							16978	215821								0	0	0		0		2100	12.5011%	1	0	19058	0	0	0	-19	0	0	-1		0	19078	0	0	19078	0	0	0	0	0	0	0	0	0	1212	0	0	0			
9807																																																																																						321165	25313	25313	10.5495%	15.9151%	14.6607%	295852	2017989	2804404	1466	0			7.9151%							163580	2804404								0	0	0		0		132272	14.6607%	1	0	297318	0	0	0	1466	0	0	0		0	295852	0	0	295852	0	0	0	0	0	0	0	0	0	25313	0	0	0			
9955																																																																																				165875	0				12.1854%			23864		195841	-120	0										20732	195841	0	0.0000%	21845	0	9	21854	11.1996%	0	0	0	0	1		3133		1	0	23745	0	0	0	-119	0	0	0		0	23864	0	0	23864	0	0	0	0	0	0						0	0	0		
10250																																																																																						53269	4124	4124	7.7223%	16.1915%	14.9380%	49145	328994	636407	1985	0			8.1915%							12895	636407								0	0	0		0		36250	14.9380%	1	0	51130	0	0	0	1985	0	0	0		0	49145	0	0	49145	0	0	0	0	0	0	0	0	0	4124	0	0	0			
10849																																																																																				253551	0				9.3893%			27706		295082	481	0										13412	296179	0	0.0000%	14550	0	27	14577	4.8891%	0	0	0	0	1		15391		1	0	29284	694	0	403	481	0	0	0		0	27706	0	0	27706	0	0	0	0	0	0						1097	0	0		
11145																																																																																						45460	2964	2964	10.0733%	18.2520%	17.0620%	42496	249068	421868	-510	0			10.2520%							16946	422318								0	0	0		0		26000	17.0620%	1	0	42436	450	0	0	-510	0	0	0		0	42496	0	0	42496	0	0	0	0	0	0	0	0	0	2964	0	450	0			
11640																																																																																				345442	0				11.8952%			46348		389635	241	0										2853	389635	0	0.0000%	29850	0	255	30105	7.4185%	0	0	0	0	1		43495		1	0	46589	0	0	0	241	0	0	0		0	46348	0	0	46348	0	0	0	0	0	0						0	0	0		
11837																																																																																						16915	862	862	11.7726%	24.5836%	23.3308%	16053	68806	136359	650	0			16.5836%							4053	136359								0	0	0		0		12000	23.3308%	1	0	16703	0	0	0	650	0	0	0		0	16053	0	0	16053	0	0	0	0	0	0	0	0	0	862	0	0	0			
12030																																																																																						79291	4005	4005	14.7544%	25.2022%	23.9293%	75286	314619	510260	37	0			17.2022%							74686	510260								0	0	0		0		600	23.9293%	1	0	75323	0	0	0	37	0	0	0		0	75286	0	0	75286	0	0	0	0	0	0	0	0	0	4005	0	0	0			
12142																																																																																				230782	0				9.4235%			29428		312284	-4361	0										8528	312284	0	0.0000%	3696	0	223	3919	1.1527%	0	0	0	0	1		20900		1	0	25067	0	0	0	-475	0	-3886	0		0	29428	0	0	29428	0	0	0	0	0	0						0	0	17572		
12311			16427132	1280896	1982117	8.5989%	12.5785%	11.0608%	14445015	130596664	167986487	-200047	0			4.5785%						2434796	173476201								0	0	0		16315440	10.1538%	0	18550189	5226336	208028	46546	-125735	148428	-194976	-27763		8804	13260521	0	0	13260521	780000	0	404494	1184494	0	1184494	701221	0	0	1982117	0	5489714	0																																						2																	0				1																															
12647																																																																																						20537	1075	1075	9.5967%	15.8577%	15.0276%	19462	129508	202798	0	0			7.8577%							2610	203252								0	0	0		0		17306	15.0276%	1	0	19916	0	454	0	0	0	0	0		0	19462	0	0	19462	0	0	0	0	0	0	0	0	0	1075	0	454	0			
12656																																																																																						2351	133	133	10.0585%	22.1751%	20.9206%	2218	10602	22051	0	0			14.1751%							1758	22051								0	0	0		0		460	20.9206%	1	0	2218	0	0	0	0	0	0	0		0	2218	0	0	2218	0	0	0	0	0	0	0	0	0	133	0	0	0			
12946																																																																																						208501	20234	20234	9.2653%	12.9139%	11.6606%	188267	1614550	2031950	1326	0			4.9139%							141043	2052830								0	0	0		0		68104	11.6606%	1	0	210473	16297	4583	0	1326	0	0	0		0	188267	0	0	188267	0	0	0	0	0	0	0	0	0	20234	0	20880	0			
13103																																																																																						413592	20382	20382	13.3930%	14.5924%	13.8733%	393210	2834300	2935947	-18950	4267			6.5924%							374485	2956261								0	0	0		0		34519	13.8733%	1	0	390054	11072	4975	0	-14936	0	-4267	0		0	393210	0	0	393210	0	0	0	0	0	0	0	0	0	20382	0	16047	0			
13251																																																																																						7130	497	497	9.9861%	17.9570%	16.7053%	6633	39706	66422	-36	0			9.9570%							4133	66422								0	0	0		0		2500	16.7053%	1	0	6597	0	0	0	-36	0	0	0		0	6633	0	0	6633	0	0	0	0	0	0	0	0	0	497	0	0	0			
13457																																																																																				23327	0				18.1675%			4271		23509	-14	0										78	23509	0	0.0000%	3620	0	0	3620	15.0520%	0	0	0	0	1		4193		1	0	4257	0	0	0	-14	0	0	0		0	4271	0	0	4271	0	0	0	0	0	0						0	0	0		
14155																																																																																				234223	0				10.5626%			30622		289909	191	0										30286	289909	0	0.0000%	0	0	849	849	0.2900%	0	0	0	0	1		336		1	0	30813	0	0	0	191	0	0	0		0	30622	0	0	30622	0	0	0	0	0	0						0	0	5658		
14650																																																																																				40143	0				10.6179%			5250		49445	0	0										4840	49535	0	0.0000%	575	0	0	575	1.1666%	0	0	0	0	1		500		1	0	5340	90	0	0	0	0	0	0		0	5250	0	0	5250	0	0	0	0	0	0						90	0	0		
14753																																																																																						6058	391	1368	7.7631%	19.4372%	15.0480%	4690	31167	60414	-61	0			9.0480%							3113	60414								0	0	0		0		1577	15.0480%	1	0	4629	0	0	0	-61	0	0	0		0	4690	0	0	4690	0	0	0	0	0	0	977	0	0	1368	0	0	0			
14865																																																																																						66259	5420	5420	8.1026%	12.3346%	11.3256%	60839	537179	750859	-111	0			4.3346%							43681	752340								0	0	0		0		18639	11.3256%	1	0	62209	0	1213	268	-111	0	0	0		0	60839	0	0	60839	0	0	0	0	0	0	0	0	0	5420	0	1481	0			
14977																																																																																				50566	0				19.8139%			10371		52342	0	0										10371	52342	0	0.0000%	3843	0	0	3843	7.3443%	0	0	0	0	1		0		1	0	10371	0	0	0	0	0	0	0		0	10371	0	0	10371	0	0	0	0	0	0						0	0	0		
16551																																																																																				327028	0				10.0958%			43527		431140	-455	0										25960	433573	0	0.0000%	27598	0	121	27719	6.3006%	0	0	0	0	1		20000		1	0	45505	2433	0	0	-455	0	0	0		0	43527	0	0	43527	0	0	0	0	0	0						2433	0	0		
17110																																																																																						30308	361	361	16.8681%	20.2748%	20.0333%	29947	149486	177536	0	0			12.2748%							22661	177536								0	0	0		0		7286	20.0333%	0	0	29947	0	0	0					0	0	29947	0	0	29947	0	0	0	0	0	0	0	0	0	361	0	0	0			
17147																																																																																						1453358	143673	143673	8.8793%	12.7433%	11.4835%	1309685	11404902	14749855	57352	0			4.7433%			1				576255	15330116								0	0	16488		0		1313691	11.4835%	1	0	1947298	543700	19854	219	59768	-265	-2151	0		0	1326173	0	16488	1309685	0	0	0	0	0	0	0	0	0	143673	0	580261	0			
17259																																																																																				57897	0				8.9301%			5703		63863	-73	0										4165	63863	0	0.0000%	1321	0	120	1441	2.2939%	0	0	0	0	1		1538		1	0	5630	0	0	0	-73	0	0	0		0	5703	0	0	5703	0	0	0	0	0	0						0	0	0		
17950																																																																																						69885	4286	4286	8.8913%	20.4663%	19.2111%	65599	341464	737792	760	0			12.4663%							36993	742748								0	0	0		0		33562	19.2111%	1	0	71315	3193	1763	0	760	0	0	0		0	65599	0	0	65599	0	0	0	0	0	0	0	0	0	4286	0	4956	0			
17978																																																																																				292783	0				39.0575%			125905		322358	0	0										125905	322358	0	0.0000%	15097	0	0	15097	4.6956%	0	0	0	0	1		0		1	0	125905	0	0	0	0	0	0	0		0	125905	0	0	125905	0	0	0	0	0	0						0	0	0		
18050																																																																																						82553	6054	6054	8.6488%	17.0727%	15.8206%	76499	483539	884505	2162	0			9.0727%							67614	884505								0	0	0		0		8885	15.8206%	1	0	78661	0	0	0	2162	0	0	0		0	76499	0	0	76499	0	0	0	0	0	0	0	0	0	6054	0	0	0			
18827																																																																																				1401005	0				8.5798%			168321		1961828	-1809	0										67762	1971588	0	0.0000%	257583	0	6313	263896	13.7985%	0	0	0	0	1		110319		1	0	176272	9122	622	16	-1862	-151	204	0		0	168321	0	0	168321	0	0	0	0	0	0						9760	0	42174		
18836																																																																																				158370	0				9.6883%			19549		201779	-227	0										17693	201779	0	0.0000%	19080	0	74	19154	9.6059%	0	0	0	0	1		1856		1	0	19322	0	0	0	-227	0	0	0		0	19549	0	0	19549	0	0	0	0	0	0						0	0	0		
18854																																																																																						127845	10316	10316	10.5476%	12.5428%	11.5307%	117529	1019266	1114270	144	0			4.5428%							112402	1123382								0	0	0		0		14238	11.5307%	1	0	126784	7467	1644	0	144	0	0	0		0	117529	0	0	117529	0	0	0	0	0	0	0	0	0	10316	0	9112	0			
19356																																																																																				90180	0				9.0347%			8804		97446	-258	0										3622	98239	0	0.0000%	10123	0	0	10123	10.2655%	0	0	0	0	1		5975		1	0	9339	762	31	0	-258	0	0	0		0	8804	0	0	8804	0	0	0	0	0	0						793	0	0		
19936																																																																																						38949	2899	2899	8.4399%	16.9088%	15.6502%	36050	230348	427138	-243	0			8.9088%							22050	427138								0	0	0		0		14000	15.6502%	1	0	35807	0	0	0	-243	0	0	0		0	36050	0	0	36050	0	0	0	0	0	0	0	0	0	2899	0	0	0			
