"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RIADG377	
	REAL ESTATE LOANS, TOTAL	R.E. LOANS-FARMLAND	R.E. LOANS MULTI-FAMILY	OTHER LOANS	LOANS TO FINANCE AGRICULTURAL PROD	C&I LOANS, U.S. ADDRESSEES	C&I LOANS, NON-U.S. ADDRESSEES	REVOLVING, OPEN-END LNS SECD BY 1-4F	LNS TO FGN GOVTS & OFFICIAL INST	OBLGS OF ST&POLITICAL SUBDVS IN U.S.	TOT LNS&LEASE LESS UNEARN INC ON LNS	UNEARNED INCOME ON LOANS	LNS TO FINC COMMCL RE,CONSTRC&LD DEV	ALL OTH LNS SECD BY 1-4FMLY-1ST LIEN	ALL OTH LNS SECD BY 1-4FMLY-JR LIENS	FXD&FLTG RT LNS&LEASES MAT 1 YR OR L	OTHER LNS&LEASES MAT 3 MONTHS OR LES	OTHER LNS&LEASES MAT OVER 3-12 MONTH	OTHER LNS&LEASES MAT OVR 1 - 3 YRS	OTHER LNS&LEASES MAT OVR 3 - 5 YRS	OTHER LNS&LEASES MAT OVR 5 - 15 YRS	OTHER LNS&LEASES MATURITY OVER 15 YR	LNS TO U.S. BRNCHES&AGNCIES FRGN BKS	LNS TO OTHER COMMRCL BKS IN THE U.S.	LNS TO OTH DEPSTRY INSTITNS IN U.S.	LNS TO FRGN BRNCHES OF OTH U.S. BNKS	LNS TO OTH BNKS IN FOREIGN COUNTRIES	CREDIT CARDS LOANS	OTHER REVOLVING CREDIT PLAN LOANS	LNS SEC BY REAL ESTATE NON-US	OTSTDNG CRED CD FEES & FIN CHGS	PURCHD IMPAIRED LNS, ETC.-OUTSTDING 	PURCHD IMPAIRED LNS, ETC.-CARRYING A	LN SECURED BY 1-4 FAM RES CONSTRUCTI	LN SECURED BY OTHR CNSTRCTN LN & LA 	LN SECURED BY OWNER OCCPD NONFARM NO	LN SECURED BY OTHR NONFARM NONRES PR	LEASE TO INDVDL FOR HSEHLD, FMLY & P	ALL OTHR LEASE FINANCING RECEIVABLES	FV LN LEASE ACQUISITION LN SCTY BY R	GROSS CONTRACT RCVBL LN SCTY BY RE	BEST EST AT ACQUISITION DT LN SCTY B	FV LN LEASE ACQUISITION CMRL AND IND	GROSS CONTRACT RCVBL CMRL AND IND LN	BEST EST AT ACQUISITION DT CMRL IND 	FV LN LEASE ACQUISITION LN TO IND HH	GROSS CONTRACT RCVBL LN TO IND HH FM	BEST EST AT ACQUISITION DT LN TO IND	FV LN LEASE ACQUISITION ALL OTHR	GROSS CONTRACT RCVBL ALL OTHR LN LEA	BEST EST AT ACQUISITION DT ALL OTHR 	PLDG LN AND LEASE	TOTAL LOANS RESTRUCTURED IN TROUBLED	LN RSTRCT HOUSE FAMILY CREDIT CARD	LN TO IND HH OTHR AUTO LN	LN RSTRCT DBT CMRL US ADR	LN RSTRCT DBT CMRL NONUS ADR	LN RSTRCT DBT RSTRCT ALL OTHR LN	ITEMIZE DBT RSTRCT LN FI AGRI	LN RSTRCT HOUSE FAMILY AUTO LN	LN RSTRCT HOUSE FAMILY OTHR CNSMR LN	LN TO IND HH OTHR AUTO LN	LOANS TO DI'S & ACCEPT OTHR	R.E. LOANS-FARMLAND	R.E. LOANS MULTI-FAMILY	LOANS FOR PURCHASING SECURITIES	LOANS TO FINANCE AGRICULTURAL PROD	C&I LOANS, U.S. ADDRESSEES	C&I LOANS, NON-U.S. ADDRESSEES	C&I LOANS	REVOLVING, OPEN-END LNS SECD BY 1-4F	LNS TO FGN GOVTS & OFFICIAL INST	OBLGS OF ST&POLITICAL SUBDVS IN U.S.	TOT LNS&LEASE LESS UNEARN INC ON LNS	UNEARNED INCOME ON LOANS	LEASE FINANCING RECEIVABLES	LNS TO FINC COMMCL RE,CONSTRC&LD DEV	ALL OTH LNS SECD BY 1-4FMLY-1ST LIEN	ALL OTH LNS SECD BY 1-4FMLY-JR LIENS	ADJTBL RATE CLOSED-END LNS SECD BY 1	FXD&FLTG RT LNS&LEASES MAT 1 YR OR L	CLSD-END LNS SECD 1ST LIENS 3 MOS LE	CLSD-END LNS SECD 1ST LIENS OV3-12 M	CLSD-END LNS SECD 1ST LIENS OV 1-3 Y	CLSD-END LNS SECD 1ST LIENS OV 3-5 Y	CLSD-END LNS SECD 1ST LIENS OVR 15 Y	LOANS SECD BY RE MAT OVER 15 YEARS	OTHER LNS&LEASES MAT 3 MONTHS OR LES	OTHER LNS&LEASES MAT OVER 3-12 MONTH	OTHER LNS&LEASES MAT OVR 1 - 3 YRS	OTHER LNS&LEASES MAT OVR 3 - 5 YRS	OTHER LNS&LEASES MAT OVR 5 - 15 YRS	OTHER LNS&LEASES MATURITY OVER 15 YR	LOANS TO COM BANKS IN THE U.S.-DERV	LNS TO OTH DEPSTRY INSTITNS IN U.S.	LOANS TO BNKS IN FGN COUN - DERIVED	CREDIT CARDS LOANS	OTHER REVOLVING CREDIT PLAN LOANS	LNS SEC BY REAL ESTATE NON-US	OTSTDNG CRED CD FEES & FIN CHGS	PURCHD IMPAIRED LNS, ETC.-OUTSTDING 	PURCHD IMPAIRED LNS, ETC.-CARRYING A	LN SECURED BY 1-4 FAM RES CONSTRUCTI	LN SECURED BY OTHR CNSTRCTN LN & LA 	LN SECURED BY OWNER OCCPD NONFARM NO	LN SECURED BY OTHR NONFARM NONRES PR	LEASE TO INDVDL FOR HSEHLD, FMLY & P	ALL OTHR LEASE FINANCING RECEIVABLES	TOTAL CARRY AMT OF CLS-END LN NEG AM	TOTAL MAX REMAINING NEG AMRTZ PERMIT	TOTAL AMT NEG AMRTZ ON CLS-END LN IN	LN SEC 1-4 RES PROP IN DMST OFC	LN SEC 1-4 RES PROP IN PROC OF FCLS	FV LN LEASE ACQUISITION LN SCTY BY R	GROSS CONTRACT RCVBL LN SCTY BY RE	BEST EST AT ACQUISITION DT LN SCTY B	FV LN LEASE ACQUISITION CMRL AND IND	GROSS CONTRACT RCVBL CMRL AND IND LN	BEST EST AT ACQUISITION DT CMRL IND 	FV LN LEASE ACQUISITION LN TO IND HH	GROSS CONTRACT RCVBL LN TO IND HH FM	BEST EST AT ACQUISITION DT LN TO IND	FV LN LEASE ACQUISITION ALL OTHR	GROSS CONTRACT RCVBL ALL OTHR LN LEA	BEST EST AT ACQUISITION DT ALL OTHR 	CNSTRCTN DEV & OTHR AMT LN INT RSRV	PLDG LN AND LEASE	LOANS LEASES FAIR VALUE	LOANS LEASES GROSS CONTR	LOANS LEASES BEST ESTIMATE	TOTAL LOANS RESTRUCTURED IN TROUBLED	ALL OTHR LN (EXCLUDE CONSUMER LN)	LN NDEP FNCL INST	OTHER LOANS	HECM REVERSE MTG	PROPRIETARY REVERSE MTG	EST NBR FEE PAID RFRL HECM REVERSE M	EST NBR FEE PAID PROPRIETARY REVERSE	PRIN AMT SOLD HECM REVERSE MTG	PRIN AMT SOLD PROPRIETARY REVERSE MT	LN RSTRCT HOUSE FAMILY CREDIT CARD	LN TO IND HH OTHR AUTO LN	LN RSTRCT DBT CNST LAND DEV 1-4 FAM 	LN RSTRCT DBT CNST LAND DEV OTHR CNS	LN RSTRCT DBT CNST LAND DEV MULTI NO	LN LAND DEV NFARM NRES SCD OWN OCC N	LN DBT LAND DEV NFARM NRES SCD NFARM	LN RSTRCT DBT CMRL US ADR	LN RSTRCT DBT CMRL NONUS ADR	LN RSTRCT DBT RSTRCT ALL OTHR LN	ITEMIZE DBT RSTRCT LN SCD FARM	ITEMIZE DBT RSTRCT LN FI AGRI	LN RSTRCT HOUSE FAMILY AUTO LN	LN RSTRCT HOUSE FAMILY OTHR CNSMR LN	LN TO IND HH OTHR AUTO LN	LN RSTRCT DBT CMRL	Revolving, open-end lines of credit	Number of outstanding Section 4013 l	Outstanding balance of Section 4013	CNSTRCTN DEV & OTHR AMT INT CAP	
37																																																															0	799	0		55			5226	0		0	19996	0	0	0	8031	0	0	4501	412	237	2719	2410	2213	0	367	3520	3093	2733	2230	0				0	0			0	0	0	221	648	292			0			0	0														0	0	0	0	0		0	35	0	0	0	0	0	0	0	2984	0	0	0	0	0			0	0		0	0	1705	0	0	CONF	CONF		
242																																																															0	3059	0		2236			2023	0		588	26589	0	0	0	11535	159	89	11159	726	538	2476	4828	2967	0	7483	2412	1747	2196	735	481				0	0			0	0	0	0	0	3644			0			0	0														11535	0	0	0	3		0	6	0	0	0	0	0	0	0	2206	0	0	0	0	0			0	0	0	0	0	1133	3	0	CONF	CONF		
279																																																															0	6442	354		234			6141	165		1119	221859	0	105	0	151308	2340	115	18641	25	429	1989	5485	29048	113557	11023	9915	14866	13850	16351	3723				0	0			0	0	11138	6512	10704	20982			0			89	0														27570	0	0	0	89		0	138	0	0	0	0	0	0	0	902	0	0	0	0	0			0	0		0	0	3275	0	0	CONF	CONF		
354																																																															0	555	0		933			989	25		0	10573	0	0	0	6425	0	300	2150	13	792	1067	1804	643	2106	669	899	921	977	650	0				0	0			0	0	0	167	397	103			0			0	0														0	0	0	0	0		0	1	0	0	0	0	0	0	0	907	0	0	0	0	0			0	0	0	0	0	71	0	0	CONF	CONF		
457																																																																7275	881		5918			9265	725		1539	57421	0	0	0	17571	566	110	11593	396	882	3049	9778	3077	246	5041	5877	6355	14304	7141	1124				0	0			0	0	2074	1947	3015	2153			0			52	0														28449	0	0	0	52		0	8	0	0	0	0	0	0	0	2189	0	0	0	0	0			0	0	0	0	0	2295	0	0	CONF	CONF		
505																																																															0	0	58931		0			32223	11427		4287	533021	551	0	1935	223937	2362	15363	19486	315	2562	1800	2350	75371	140777	60500	15711	54305	58574	100943	19008				0	279			0	0	6069	22263	42022	98949			0			451	199														321160	0	0	0	451		1510	11	0	0	0	0	0	0	0	3484	0	0	0	0	0			0	0	0	0	0	25818	0	0	CONF	CONF		
1155																																																																24602	4428		19832			62468	3913		10712	306364	0	0	0	59795	2653	1557	72257	4189	5706	9212	26727	11972	1872	50125	20005	41091	81891	52546	787				470	93			0	0	6357	27751	56431	17099			0			0	0														151823	76129	77474	0	0		0	2942	0	0	0	0	0	0	0	3011	0	0	0	0	0			0	0	0	0	0	3807	0	0	CONF	CONF		
1351																																																															0	12260	0		12523			21652	0		0	108160	0	0	0	19815	0	19702	74260	1703	7058	4939	5582	420	0	14743	50756	10786	9067	1480	717				0	0			0	0	312	65	27514	0			0			502	0														0	0	0	0	1726		0	260	0	0	0	0	0	0	0	7926	0	0	0	229	0			736	0	130	391	0	5833	259	0	CONF	CONF		
1454																																																															12500	6374	12041		3439			58879	9103		25	387251	1154	1216	10152	108364	1734	1750	41572	1824	16	446	3341	42232	60498	13476	34349	32830	43898	133577	21383				0	440			0	0	1153	36066	50692	68123			0			0	0														0	0	0	0	1749		0	1054	0	0	3	0	0	0	0	13369	0	0	0	278	738			0	0	0	0	0	3833	733	0	CONF	CONF		
1669																																																																0	1553		6074			18797	0		825	222085	0	0	0	100908	2923	70346	33549	600	3903	1422	1336	27986	65648	11253	17931	13178	20006	20543	38224				0	0			0	0	11454	1124	53759	4350			0			0	52														0	0	0	0	0		0	36	0	0	0	0	0	0	0	9614	0	0	0	0	0			0	0		0	0	10668	0	0	CONF	CONF		
1856																																																															493	2382	67		3646			3928	0		50	25522	2	0	0	5013	0	4467	9036	322	765	1162	17	2306	441	1867	7847	3431	2921	3993	447				0	0			0	0	1287	4027	947	769			0			0	0														7310	0	0	0	0		0	3	0	0	0	0	0	0	0	394	0	0	0	0	0			0	0		0	0	2518	0	0	CONF	CONF		
2161																																																															0	8322	3484		1004			33847	0		980	191776	0	0	0	73291	156	67568	17393	1558	11368	13764	43086	3047	468	6680	22089	24250	46685	16815	1100				327	62			0	0	3617	13840	26180	24137			0			626	0	0	0	0	0	0	0	0	0	0	0	0	0		73315				1279		0	90	0	0	0	0	0	0	0	1025	0	0	0	575	0			2	0	0	0	0	1414	76	0	CONF	CONF		
2732																																																																0	211961		0			32622	3833		0	480514	549	0	7785	25683	82	13607	50024	1005	1480	7241	15737	220	0	58273	39109	124185	200206	31638	1				0	0			0	0	0	31516	33902	141258			0			0	0													0	277996	0	0	0	0		0	57	0	0	0	0	0	0	0	7	0	0	0	0	0			0	0	0	0	0	142	0	0	CONF	CONF	0	
2750																																																																6627	0		20486			3580	0		273	46342	0	0	0	1045	10	0	20350	0	125	307	613	0	0	14380	6041	10009	9841	4143	883				0	29			0	0	39	2081	932	7597			0			0	0													0	18021	0	0	0	0		0	2979	0	0	0	0	0	0	0	323	0	0	0	0	0			0	0	0	0	0	341	0	0	CONF	CONF	0	
3252																																																															0	32903	378		46384			12329	0		4790	108669	0	173	0	81	0	80	0	19	61	0	0	0	0	35657	43058	17876	4616	4921	0				0	0			0	0	0	486	0	5056			0			0	0														44708	0	0	0	0		0	602	0	0	0	0	0	0	0	1700	0	0	0	0	0			0	0	0	0	0	3787	0	0	CONF	CONF		
3458																																																																9646	0		7926			7822	0		0	45347	0	147	0	10130	26	28	6332	520	801	3013	5742	53	0	2208	4124	10117	14667	3801	0				0	0			0	0	558	505	3500	2077			0			0	0													0	16515	0	0	0	265		0	5	0	0	0	0	0	0	0	1700	0	0	0	0	0			265	265	0	0	0	1305	0	0	CONF	CONF	0	
3720																																																																10315	7464		5295			20811	1525		1833	162770	0	0	13	34318	378	119	33397	1282	2844	7100	11761	8720	2578	13598	17262	28172	54342	15007	0				0	200			0	0	5099	9533	28784	29430			0			0	0														79292	0	0	0	0		0	158	0	0	0	0	0	0	0	3202	0	0	0	0	0			0	0		0	0	4425	0	0	CONF	CONF		
3971																																																																14742	48922		7385			188253	43824		0	759851	0	33002	4378	94215	1952	20918	197037	931	7217	8723	15891	13644	46393	124654	72342	134531	207378	109014	17173				0	322			1879	1712	21183	51073	65768	160237			0			1737	1401														262299	0	0	0	2019		876	77	0	0	0	0	0	0	0	328	0	80	0	0	190			12	0	0	0	0	27692	0	0	CONF	CONF		
4156																																																																17241	6173		5610			11990	7586		0	168398	0	70	0	52625	545	25966	28439	1486	2356	3222	4897	22951	17707	10803	14272	12721	31451	36837	8981				0	0			0	0	5380	1453	6237	51691			0			0	0														22850	0	0	0	6174		0	0	0	0	0	0	0	0	0	915	0	0	0	0	6174			0	0		0	0	882	0	0	CONF	CONF		
4231																																																															0	3483	920		627			2367	0		1054	42582	0	0	0	10847	24	0	5986	308	1102	3199	5218	918	0	1660	2916	17323	9178	353	0				0	0			0	0	688	185	10412	9562			0			283	0														0	0	0	0	283		0	37	0	0	0	0	0	0	0	810	0	0	0	0	0			0	0		0	0	1566	0	0	CONF	CONF		
5069																																																																4450	10980		0			8335	2055		0	394322	5335	0	0	71770	4788	23220	161772	27280	9287	32032	0	0	0	157083	87869	77115	1186	0	0				0	0			0	0	53996	65212	59494	118577			0			0	0														39374	0	0	0	5264		0	0	0	0	0	0	0	0	0	0	0	0	0	5264	0			0	0	0	0	0	0	0	0	CONF	CONF		
5135																																																															0	76418	3558		64600			45976	0		3459	331466	0	0	0	56724	834	155	168332	7918	11479	24746	10534	1735	223	68109	80826	98763	14059	7849	3293				659	0			0	0	2545	9973	40882	15577			0			232	0														41888	0	0	0	939		0	47	0	0	0	0	0	0	0	4017	0	0	0	0	0			704	673	7	8	16	6197	3	0	CONF	CONF		
5210																																																															0	83607	50231		5928			110405	92763		62823	1470620	0	0	0	326879	21989	150558	115102	82420	14150	15558	15353	98210	101189	505936	60910	125994	150564	234303	60545				0	4284			4555	2554	14683	37767	300449	351968			0			0	399														793135	0	0	0	3574		0	410	0	0	0	0	0	0	0	454	0	0	0	0	3574			0	0	0	0	0	5980	0	0	CONF	CONF		
5461																																																																31458	68436		15731			34407	3545		0	417447	443	0	5899	29576	517	1265	37788	1386	1661	1707	7408	7704	9579	22707	35206	72208	85981	163695	46				0	114			0	0	179	3494	50980	171018			0			0	0													0	276589	0	0	0	0		0	2411	0	0	0	0	0	0	0	74	0	0	0	0	0			0	0	0	0	0	5950	0	0	CONF	CONF	0	
5751																																																																25849	4726		17256			34146	1751		412	145891	0	548	0	27188	161	21741	27421	443	473	2543	2570	10891	10211	10225	22865	16633	18186	30089	19388				0	24			0	0	809	2070	7842	17662			0			0	0													0	23521	0	0	0	0		0	90	0	0	0	0	0	0	0	3926	0	0	0	0	0			0	0	0	0	0	1431	0	0	CONF	CONF	0	
6039																																																															0	33717	1226		3729			24841	578		973	266560	0	0	0	46715	399	6746	37962	2047	4314	8862	10748	10314	10353	68112	36671	35526	44845	22813	9345				525	195			0	0	7473	19469	77803	42109			0			119	0	0	0	0	0	0	0	0	0	0	0	0	0		15732				119		0	927	0	0	0	0	0	0	0	805	0	0	0	0	0			0	0	0	0	0	5076	0	0	CONF	CONF		
6329																																																																3866	19574	0	165	71908	0	71908	7187		620	996576	0	0	0	178801	5022	2444	199066	16575	15971	35202	108466	1384	92	50679	117092	159824	360182	124609	2637	0	0	0	0	1253	0		0	0	58380	112263	120642	56193	0	0	0			0	313	0	0	0	0	0	0	0	0	0	0	0	0	822	43739				10	537	0	537	0	0	0	0	0	0	0	284562	0	0	0	0	0	0	0	10	0	0	0	10	75603	0	188	CONF	CONF	0	
7009																																																															0	0	0		0			103030	0		0	439940	0	0	0	0	0	0	434030	0	0	0	0	0	0	434030	0	0	3909	2001	0				0	0			0	0	0	0	0	0			0			0	0														0	0	0	0	0		0	26290	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	310620	0	0	CONF	CONF		
7045																																																															0	5982	0		6439			4875	533		792	96873	0	0	0	52892	191	31907	5316	253	397	3432	701	7432	40677	2157	4249	12878	8852	8097	7733				434	10			0	0	1728	0	4178	7836			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		46846				371		0	0	0	0	0	0	0	0	0	6101	0	0	0	0	0			371	371	0	0	0	4882	0	0	CONF	CONF		
7072																																																																1388	18760		138			16246	5926		0	259579	0	0	3	159618	2729	87174	12248	4170	9264	4703	4077	51969	84987	7154	6904	11863	10127	29950	33971				0	2155			440	169	1278	6517	25669	17860			0			962	329														117314	0	0	0	2870		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1908			0	0	0	0	0	1295	0	52	CONF	CONF		
7456																																																															0	13971	0		43523			9933	0		113	79744	0	0	0	3476	104	0	45161	52	264	1246	1723	191	0	43397	3886	8014	18625	559	1787				0	11			0	0	326	280	2308	3773			0			0	0														59605	0	0	0	0		0	3	0	0	0	0	0	0	0	1175	0	0	0	0	0			0	0	0	0	0	748	0	0	CONF	CONF		
7634																																																																1718	574		7847			8362	0		0	57547	0	0	0	15376	133	0	16466	286	1290	3054	6584	4123	0	4533	10575	10535	11093	3949	1371				0	20			0	0	1780	718	1860	10682			0			0	0														1413	0	0	0	0		0	202	0	0	0	0	0	0	0	448	0	0	0	0	0			0	0	0	0	0	7827	0	0	CONF	CONF		
8033																																																																10314	5133		5257			19065	0		0	278567	0	0	0	124932	3013	721	108166	11899	25472	31307	55360	542	74	31068	39727	30689	43961	4597	1864				0	0			0	0	29136	32869	34331	8872			0			0	278													0	133203	0	0	0	0		0	177	0	0	0	0	0	0	0	1135	0	0	0	0	0			0	0	0	0	0	4333	0	0	CONF	CONF	0	
8462																																																															0	11066	0		9360			19632	0		0	62057	0	0	0	8829	0	1817	11429	1520	178	67	11	2297	4756	17296	9321	7383	9778	6536	2201				0	0			0	0	0	0	3329	1165			0			0	0														0	0	0	0	48		0	0	0	0	0	0	0	0	0	6270	0	0	0	0	0			48	0	0	0	48	2406	0	0	CONF	CONF		
8631																																																																167	0		740			4263	0		885	37580	0	0	0	17865	197	1320	2720	5	55	617	997	5093	11099	175	2486	1708	4963	6273	3328				0	0			0	0	0	1997	447	6665			0			70	0													0	0	0	0	0	70		0	87	0	0	0	0	0	0	0	2198	0	0	0	0	0			0	0		0	0	2069	0	0	CONF	CONF	0	
9357																																																																0	24341		0			127493	1715		0	435149	0	18468	0	60	87	0	218448	0	0	0	0	60	0	61264	206933	58694	67976	40221	0				0	1284			0	0	0	33	33949	37700			0			0	0													0	239312	0	0	0	0		188267	1004	0	0	0	0	0	0	0	75	0	0	0	0	0			0	0	0	0	0	673	0	0	CONF	CONF	0	
9553																																																															0	44498	2771		49963			10041	0		0	123571	0	0	0	7132	54	492	47765	2	1213	1528	2458	1558	373	50332	1962	9596	20926	24446	9114				0	0			0	0	600	1991	2572	488			0			0	0														64175	0	0	0	0		0	2182	0	0	0	0	0	0	0	787	0	0	0	0	0			0	0	0	0	0	492	0	0	CONF	CONF		
9807																																																																0	423960	0	0	45983	0	45983	36223		0	1572342	2034	0	0	239150	15895	62535	435204	1673	5296	28920	18692	97631	81018	139204	289031	269036	276339	355929	355	0	0	0	0	16	0		0	0	44909	302889	73214	391622	0	0	0			2990	2648	0	0	0	0	0	0	0	0	0	0	0	0	0	403316				52705	272	0	272	0	51829	0	0	0	0	0	0	5735	4838	3960	9893	25289	0	0	0	0	0	0	0	243	0	1584	CONF	CONF	0	
9955																																																																18987	1133		3712			13367	492		0	107131	0	10008	0	2314	0	4	30929	2	361	504	1214	94	139	11124	19442	38706	31132	4413	0				0	0			0	0	389	0	1257	55025			0			0	0														35813	0	0	0	0		0	42	0	0	0	0	0	0	0	265	0	0	0	0	0			0	0	0	0	0	140	0	0	CONF	CONF		
10250																																																																1269	19512		0			85530	12248		0	313023	0	0	0	41548	2792	13471	36183	1460	1746	4876	8486	18769	6115	18922	26289	47441	98434	76430	2832				104	323			0	0	7701	13611	67495	49899			0			0	0														122850	0	0	0	0		0	42	0	0	0	0	0	0	0	6974	0	0	0	0	0			0	0	0	0	0	3975	0	0	CONF	CONF		
10849																																																															0	16549	8479		6211			10261	251		2569	176125	57	0	0	43204	70	39555	20849	4274	9294	8848	20609	179	0	18146	27231	28928	46996	9519	2159				0	0			0	0	3365	13563	42285	24528			0			0	0														0	0	0	0	0		0	3500	0	0	0	0	0	0	0	592	0	0	0	0	0			0	0	0	0	0	755	0	0	CONF	CONF		
11145																																																																979	549		15			15633	6413		2551	204374	0	0	0	49684	113	6372	27862	1461	4844	6118	11098	20294	5753	21309	14494	24476	51968	40964	1399				0	19			0	0	1978	8524	51831	16861			0			563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22288				1330		0	0	0	0	0	0	0	0	0	2995	0	0	0	515	28			224	224		0	0	46229	0	0	CONF	CONF	0	
11640																																																															0	19158	4552		56624			20617	2970		0	216603	0	0	0	27955	993	22736	90227	267	4715	2117	3632	8572	8652	19222	69881	27184	26279	26659	19315				0	0			0	0	4651	34490	18174	16651			0			24	0														86568	0	0	0	24		0	129	0	0	0	0	0	0	0	5024	0	0	0	0	0			0	0	0	0	0	4615	0	0	CONF	CONF		
11837																																																																1973	5570		35			5386	567		3059	61583	139	0	0	20289	208	21	12425	964	3884	5933	7508	1280	720	7760	5270	17959	5613	4831	0				101	211			0	0	2814	2152	11982	6029			0			0	0														522	0	0	0	0		53	592	0	0	0	0	0	0	0	193	0	0	0	0	0			0	0		0	0	508	0	0	CONF	CONF		
12030																																																															0	45287	1004		2705			32479	0		0	328084	0	0	0	74783	127	22274	41578	2348	9453	26248	8938	25168	2622	32152	37115	111503	45540	18912	4766				598	190			0	0	2478	16331	101701	26317			0			0	0														0	0	0	0	0		0	435	0	0	0	0	0	0	0	13589	0	0	0	0	0			0	0	0	0	0	10060	0	0	CONF	CONF		
12142																																																																5756	8462		4202			21001	1352		0	132541	0	309	0	40607	1668	588	31060	2266	4625	11298	19914	2504	0	9463	14706	17952	35689	12962	1117				0	0			0	0	3552	2639	3173	25918			0			163	0													0	0	0	0	0	296		0	0	0	0	0	0	0	0	0	5299	0	0	0	0	0			133	133		0	0	8603	0	0	CONF	CONF	0	
12311		179719	3306741	2371581	207825	32037157	417627	8252126	0	895586	113512757	0	543543	22401785	208058	17950359	47861451	3048602	9307402	14636112	12971945	2697863	0	6664	50	0	695921	569711	616855	1749	5692			398249	1999886	5679270	8371135	0	5229528	12524332	14620063	111784	8786838	9310973	86143	872952	978308	8485	2553391	2959131	29165	61146084	492763	0	13562720	60887	0	57044	0	0	0	6104563		179719	3306741	39380	207825	32037157	70233		8252126	0	895586	113165363	0	5229528		22401785	208058	9542284		198468	626640	610222	1216045	10862073	8760013							6664	50	695921	569711	616855					398249	1999886	5679270	8371135			0			324915	75205													0						1237504	1094697		0	0	0	0	0	0		13562720	0	879	1430	23058	24550				0				6104563		713673	CONF	CONF	0	
12647																																																															0	13779	12996		4835			11853	889		3329	108961	0	0	0	25814	68	15099	14675	3222	4048	7859	1984	8099	509	12828	18038	23956	10530	17760	0				319	26			0	0	1528	2914	6107	24185			0			0	0														86511	0	0	0	0		0	16	0	0	0	0	0	0	0	87	0	0	0	0	0			0	0	0	0	0	216	0	0	CONF	CONF		
12656																																																															0	1076	0		815			828	0		0	10271	0	0	0	5663	0	238	1046	0	68	111	1084	2810	1586	272	706	1078	1169	1187	189				0	0			0	0	7	0	80	407			0			39	0														0	0	0	0	39		0	14	0	0	0	0	0	0	0	1034	0	0	0	0	0			0	0	0	0	0	347	0	0	CONF	CONF		
12946																																																																84714	27152		17994			257421	0		4594	1435548	0	0	0	266037	8883	5867	358625	9235	33041	69079	123567	15982	12602	111696	219176	322134	404535	100204	3545				1867	0			0	0	21801	154069	193730	375412			0			41	202													0	961098	0	0	0	41		0	579	0	0	0	0	0	0	0	6942	0	0	0	0	0			0	0	0	0	0	14353	0	0	CONF	CONF	0	
13103																																																																0	88772	0	0	159708	0	159708	35004		0	2066611	0	0	0	725064	6044	68178	30388	9443	6878	11466	19342	148924	527482	215709	55007	187172	322404	282265	278247	0	0	0	0	57	0		0	0	29516	89040	295723	328081	0	0	0			2571	438	0	0	0	0	0	0	0	0	0	0	0	0		904948				6989	1357	0	1357	0	0	0	0	0	0	0	302161	0	0	0	400	1728	2281	0	9	0	0	0	0	6084	2281	672	CONF	CONF		
