"IDRSSD"	RCONG354	RCONG355	RCONG356	RCONG357	RCONG358	RCONG359	RCONG360	RCONG361	RCONG362	RCONG363	RCONG364	RCONG365	RCONG366	RCONG367	RCONG368	RCONG369	RCONG370	RCONG371	RCONG372	RCONG373	RCONG374	RCONG375	RCONHT50	RCONHT51	RCONHT52	RCONHT53	RCONHT54	RCONHT55	RCONHT56	RCONHT57	RCONHT58	RCONHT59	RCONHT60	RCONHT61	RCONK142	RCONK143	RCONK144	RCONK145	RCONK146	RCONK147	RCONK148	RCONK149	RCONK150	RCONK151	RCONK152	RCONK153	RCONK154	RCONK155	RCONK156	RCONK157	
1669																							0	0	14510	14644	0	0	25034	24621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1856																							0	0	222	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2161																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																							0	0	22528	22449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																							0	0	4097	4078	0	0	270	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252																							0	0	7506	7475	0	0	10009	10092	0	0	0	0	0	0	5989	5906	0	0	0	0	0	0	3088	3046	0	0	0	0	
3458																							0	0	322	318	0	0	5268	5219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720																							0	0	11648	11534	0	0	57748	57357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3971																							0	0	40997	39522	0	0	11896	12171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4156																							0	0	8723	8632	0	0	6596	6641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231																							0	0	500	497	0	0	17896	17833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5069																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5135																							0	0	24347	24107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5210																							0	0	249463	245041	6454	6652	122746	122696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3032	3008	0	0	0	0	
5461																							0	0	93115	92348	0	0	129971	128444	0	0	0	0	0	0	6981	6997	0	0	0	0	0	0	0	0	0	0	0	0	
5751																							0	0	5944	5909	0	0	5709	5657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	761	763	0	0	0	0	
6039																							0	0	1500	1472					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6329																							0	0	23000	22843					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																							0	0	25000	24991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																							0	0	0	0					0	0	0	0	0	0	575	579	0	0	0	0	0	0	0	0	0	0	0	0	
7072																							0	0	6994	6905	28478	28101	947	954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7456																							0	0	2981	2953	0	0	394	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7634																							0	0	321	324	0	0	4870	4883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8033																							0	0	3000	2973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462																							0	0	26502	26298	0	0	37299	37650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8631																							0	0	11162	11062	0	0	7253	7195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9357																							0	0	26641	26714	0	0	3638	3728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4364	4361	0	0	0	0	
9553																							0	0	167	166	0	0	20244	20251	0	0	0	0	0	0	73	74	0	0	0	0	0	0	0	0	0	0	0	0	
9807																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																							0	0	15005	14740	0	0	574	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10250																							0	0	15985	15944	0	0	127873	128201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10849																							0	0	10077	10126	0	0	14852	15130	0	0	42	37	0	0	9079	9403	0	0	0	0	0	0	0	0	0	0	0	0	
11145																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10312	10203	
11640																							0	0	12643	12222	0	0	13196	12830	0	0	0	0	0	0	15167	15355	0	0	0	0	0	0	0	0	0	0	0	0	
11837																							0	0	10855	10938	0	0	39274	39285	0	0	0	0	0	0	870	831	0	0	0	0	0	0	0	0	0	0	0	0	
12030																							0	0	5567	5585	0	0	0	0	0	0	0	0	281	286	4193	4236	0	0	0	0	0	0	0	0	0	0	0	0	
12142																							0	0	17029	16663	1	1	54858	54132	0	0	0	0	0	0	3934	3825	0	0	0	0	0	0	2828	2767	0	0	0	0	
12311																																																			
12647																							24414	24129	0	0	7855	7769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	518	520	0	0	0	0	0	0	
12656																							549	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12946																							0	0	65533	64695	0	0	88585	88793	0	0	84	75	0	0	10418	10216	0	0	0	0	0	0	0	0	0	0	0	0	
13103																							0	0	9762	9753					0	0	43573	43391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																							0	0	0	0	0	0	1885	1866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13457																							0	0	1702	1661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14155																							0	0	250	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14650																							0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14753																							0	0	2245	2213	151	160	590	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14865																							0	0	31877	31723	0	0	1487	1498	0	0	0	0	0	0	2983	2944	0	0	0	0	0	0	1801	1809	0	0	0	0	
14977																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16551																							0	0	3566	3683	0	0	793	815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17110																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371457	364415	94745	93619					0	0	0	0	0	0	32550	32816	0	0	0	0	0	0	0	0	0	0	0	0	
17259																							0	0	749	733	0	0	5181	5167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17950																							0	0	10574	10742	0	0	156926	157181	0	0	0	0	0	0	26638	27038	0	0	0	0	0	0	1000	1020	0	0	0	0	
17978																							90555	89720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18050																							0	0	0	0	973	1009	183892	183622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2697	2656	0	0	0	0	
18827																							0	0	40768	40007	0	0	9728	9849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18836																							0	0	5034	5008	0	0	7708	7656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18854																							0	0	314	313					0	0	0	0	0	0	22614	22570	0	0	0	0	0	0	2875	2865	0	0	0	0	
19356																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19936																							0	0	18500	18136	382	393	38908	38958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19972																							0	0	0	0	61	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20053																							0	0	851	864	0	0	1893	1938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20633																							0	0	7671	7555	0	0	9609	9583	0	0	0	0	0	0	6538	6343	0	0	0	0	0	0	0	0	0	0	0	0	
20857																							0	0	6817	6769	0	0	2946	3084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21256																							0	0	3399	3353	0	0	17	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21359																							0	0	1004	1000	0	0	10275	10278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21658																							0	0	20168	19883					0	0	0	0	0	0	2436	2400	0	0	0	0	0	0	157	158	0	0	0	0	
22048																							0	0	5628	5590	0	0	29632	29313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22543																							0	0	3760	3762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22552																							0	0	0	0	0	0	6513	6512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22730																							0	0	1759	1749	0	0	42432	42381	0	0	0	0	0	0	7840	8030	0	0	0	0	0	0	2378	2344	0	0	0	0	
23456																							0	0	0	0	0	0	72986	73052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23504																							0	0	82476	80254					0	0	0	0	28396	28057	67478	67328	0	0	0	0	60927	60054	294695	293256	0	0	0	0	
23643																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23755																							0	0	5769	5736	0	0	51294	50969	0	0	0	0	0	0	4711	4771	0	0	0	0	0	0	0	0	0	0	0	0	
24006																							42376	42187	10936	10730	94854	95838	14816	14593	0	0	0	0	27683	27935	3148	3206	0	0	0	0	57475	56392	0	0	0	0	0	0	
24378																							0	0	0	0	969	940	8263	8268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24659																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24668																							0	0	36320	35891	0	0	4886	4948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24949																							0	0	16766	16563	0	0	11545	11583	0	0	0	0	0	0	4665	4841	0	0	0	0	0	0	11873	11766	0	0	0	0	
25357																							0	0	0	0	741	773	12264	12753	19994	19856	7581	7553	0	0	0	0	0	0	0	0	128	128	256	256	0	0	0	0	
25647																							0	0	12562	12515					0	0	0	0	0	0	527	529	0	0	0	0	0	0	497	488	0	0	0	0	
26457																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26765																							0	0	0	0	0	0	171603	171041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27070																							0	0	8042	8053	0	0	40161	40337	0	0	0	0	0	0	5906	5958	0	0	0	0	0	0	8004	7849	0	0	3280	3301	
27548																							0	0	16727	16698	0	0	25534	25404	0	0	0	0	0	0	6077	6209	0	0	0	0	0	0	6130	5946	0	0	60382	60203	
27614																							0	0	0	0	0	0	124845	124378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27847																							0	0	0	0	76	82	27362	27760	0	0	0	0	0	0	7681	7448	0	0	0	0	0	0	0	0	0	0	0	0	
28013																							0	0	2344	2290					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28152																							0	0	6291	6266					0	0	0	0	0	0	1131	1171	0	0	0	0	0	0	0	0	0	0	0	0	
28675																							0	0	7306	7307					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28732																							0	0	2473	2441	0	0	5367	5394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29476																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29636																							0	0	4970	4700	0	0	296432	288469	0	0	0	0	0	0	9148	8875	0	0	0	0	0	0	69802	66980	0	0	0	0	
29878																							0	0	65171	67261					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30052																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30502																							0	0	49551	49176	0	0	215781	214854	0	0	0	0	0	0	7010	7182	0	0	0	0	0	0	549	552	0	0	0	0	
30650																							0	0	0	0	0	0	8471	8471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30810																																																			
31134																							0	0	2000	1988					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31255																							0	0	412	414					0	0	0	0	0	0	974	998	0	0	0	0	0	0	0	0	0	0	0	0	
31657																							0	0	0	0	101561	100916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31826																							0	0	8998	8814					0	0	0	0	0	0	118	118	0	0	0	0	0	0	0	0	0	0	0	0	
31835																							0	0	15576	15135	0	0	2152	2110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32234																							0	0	10666	10557	0	0	10671	10426	0	0	0	0	0	0	3992	3964	0	0	0	0	0	0	61	12	0	0	537	507	
32766																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32971																							0	0	0	0	1	1	398	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1518	1526	0	0	0	0	
33147																							0	0	1866	1857	0	0	3391	3471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33259																							0	0	32031	31606	0	0	12619	12486	0	0	0	0	0	0	983	1034	0	0	0	0	0	0	0	0	0	0	0	0	
33268																							0	0	7507	7437	0	0	14172	14376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	280	0	0	0	0	
33370																							0	0	0	0	158	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33839																							0	0	6351	6288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33857																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	3130	3059	0	0	0	0	
34434																							0	0	7309	7307	0	0	28445	28400	0	0	0	0	0	0	984	1009	0	0	0	0	0	0	3448	3418	0	0	0	0	
34537																							0	0	6267	6582					0	0	292751	292690	77796	79691	133884	136825	0	0	0	0	10752	10524	2317	2317	0	0	25054	25697	
34555																							0	0	15418	15290					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34742																							0	0	17445	17229	0	0	13367	13539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1008	1039	0	0	0	0	
35057																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35301																																																			
35570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63990	62043	1768	1839					49117	81451	0	0	47809	49748	101061	101127	0	0	0	0	118749	119376	702777	703744	0	0	0	0	
35646																							0	0	6700	6586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35879																							0	0	41813	40563	0	0	3091	3069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
36456																							0	0	19559	19178	0	0	7471	7389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
36933																							0	0	4158	4220	0	0	32801	32271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37051																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37341																							0	0	1312	1275	0	0	464	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37435																							24997	24364	21098	21003	6240	6234	139195	138685	0	0	0	0	500	497	30414	30422	0	0	0	0	0	0	37503	37625	0	0	0	0	
37640																							0	0	7496	7288					0	0	0	0	0	0	182470	179090	0	0	0	0	0	0	0	0	0	0	0	0	
37659																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37949																							0	0	5917	5897	0	0	32735	32891	0	0	7156	7152	0	0	0	0	0	0	0	0	0	0	1371	1384	0	0	0	0	
38740																							0	0	888	882	0	0	55758	55423	0	0	0	0	0	0	26437	26353	0	0	0	0	0	0	1334	1298	0	0	0	0	
39327																							4694	4679	26534	26332	0	0	60008	59512	0	0	0	0	0	0	19446	19344	0	0	0	0	0	0	2509	2469	0	0	0	0	
39756																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	973	973	0	0	0	0	
40033																							0	0	6817	6851	4	4	2685	2706	0	0	254	334	0	0	934	944	0	0	0	0	0	0	131	129	0	0	0	0	
40499																							0	0	46029	45249					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40855																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41553																							0	0	58806	57463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41629																							0	0	29983	29400	0	0	2512	2475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41825																							0	0	5521	5448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41955																							0	0	3938	3922	0	0	3969	3944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	146	0	0	0	0	
42037																							0	0	300	302	0	0	9301	9177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42354																							0	0	3036	3122	0	0	37921	38079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42372																							0	0	5959	5925	0	0	3820	3688	0	0	0	0	0	0	1116	1127	0	0	0	0	0	0	35407	34857	0	0	0	0	
42420																							21904	21279	1000	981					0	0	0	0	0	0	0	0	0	0	0	0	53433	53018	162668	162751	0	0	0	0	
42448																							0	0	17578	17358					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1181	1169	0	0	0	0	
42457																							0	0	0	0	0	0	5996	5848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43052																							0	0	1867	1900	0	0	2588	2721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43351																							0	0	0	0	0	0	826	852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43856																							0	0	875	875	0	0	1325	1368	0	0	0	0	0	0	1019	1016	0	0	0	0	0	0	0	0	0	0	0	0	
43959																							0	0	22996	22244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44040																							0	0	4541	4511	0	0	50345	49908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44433																							0	0	4646	4511					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3300	3226	
44741																							0	0	47924	49400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44750																							0	0	38463	37721	0	0	555	556	0	0	0	0	0	0	251	258	0	0	0	0	0	0	0	0	0	0	0	0	
44929																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45038																							0	0	15222	15060					0	0	0	0	0	0	5041	5067	0	0	0	0	0	0	1243	1250	0	0	0	0	
45047																							0	0	5044	4967	0	0	9441	9446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45056																							0	0	4478	4434	0	0	1136	1155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45430																							0	0	0	0	0	0	34266	34399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45458																							0	0	2221	2209	0	0	19367	19099	0	0	0	0	0	0	738	731	0	0	0	0	0	0	531	535	0	0	0	0	
45551																							0	0	26488	26563	0	0	89260	88616	0	0	0	0	0	0	9341	9676	0	0	0	0	0	0	14052	13858	0	0	0	0	
45560																							0	0	24776	24462					0	0	0	0	0	0	0	0	0	0	0	0	0	0	6363	6422	0	0	0	0	
45775																							0	0	16978	16558	0	0	17860	17604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
46053																							0	0	21327	21008	0	0	32850	32911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
46941																							0	0	10362	10165	0	0	22269	22157	0	0	0	0	0	0	804	803	0	0	0	0	0	0	0	0	0	0	0	0	
47247																							0	0	770	797					0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	295	0	0	0	0	
47256																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47452																							0	0	0	0	0	0	251	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47500																							0	0	2543	2536	0	0	35286	35068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
48057																							0	0	10835	10628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
48150																							0	0	0	0	0	0	2038	2054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
48374																							0	0	37873	38105	0	0	14294	14272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5136	5053	0	0	0	0	
48440																							0	0	12084	11835	0	0	11358	11518	0	0	0	0	0	0	11144	11214	0	0	0	0	0	0	0	0	0	0	0	0	
49054																							0	0	17279	17093	0	0	717	731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
49148																							0	0	0	0	0	0	43821	43717	0	0	0	0	0	0	772	785	0	0	0	0	0	0	0	0	0	0	0	0	
49241																							6001	6072	26288	26121	3976	3962	4970	4937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
49652																							0	0	10490	10462	0	0	8278	8231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
49858																							0	0	0	0	0	0	1863	1897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
49951																							0	0	8435	8374	0	0	14905	14941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
50144																							0	0	0	0	47016	46989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
50461																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
51253																							0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
51356																							0	0	19996	19786					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
51459																							0	0	33830	33410	0	0	74932	75014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
51842																							0	0	28600	28291					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
