"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
4231	0	0	0	0	0	0	14	0				0	90	0		0							0	0	0	0			0	0	3	0	60	0			0	0	1	0	25	0	0	0				3	3	1	8	
5069	0	0	0	0	0	0	0	0				0	3035	1335		0				0		0	0	0	0	0			0	0	0	0	0	0			1700	0	0	0	0	0	0	0				0	0	0	0	
5135	141	54	0	0	0	0	91	4				22	865	120		578				578		22	0	0	0	0			13	0	6	0	0	0			0	0	0	0	0	0	0	0				3	1	10	4	
5210	0	0	0	0	0	0	75	11				32	1318	1055		121				0		0	0	0	22	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	120	32	
5461	0	0	0	0	0	0	123	0				0	41	0		0				0		0	0	0	0	0			0	0	0	0	37	0			0	67	0	0	0	2	0	48				0	0	4	6	
5751	0	0	0	0	0	0	4	1				0	17	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				15	3	2	0	
6039	0	0	0	0	0	0	20	6				0	177	119		0				0		0	0	0	0	0			0	0	2	0	0	0			5	0	0	0	0	0	40	0				1	0	12	12	
6329	0	0	0	0	0	0	1189	71		0		29	6494	474		0		0	0	0	0	0	0	0	0	0			0	4	135	50	18	0			0	0	11	0	75	51	0	0	0	0		4028	649	1888	200	
7009	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
7045	0	0	0	0	0	0	74	27				0	101	0		0				0		0	0	0	0	0			0	0	14	0	56	0			0	0	0	0	0	0	0	0				0	0	45	33	
7072	0	0	0	0	0	0	149	50				0	52	19		0				0		0	0	6	0	0			0	0	40	4	19	1			0	0	9	8	0	0	0	47				0	0	4	0	
7456	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
7634	0	0	0	0	0	0	69	9				0	133	41		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	25	0	0	0	0				0	11	92	24	
8033	0	0	0	0	0	0	126	22				1	367	30		7				0		0	0	0	0	0			0	0	0	0	101	0			0	0	222	0	0	100	0	0				6	3	1	0	
8462	0	0	0	0	0	0	3	0				0	22	11		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				6	0	5	3	
8631	0	0	0	0	0	0	1	0				0	7	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	7	1	
9357	0	0	0	0	0	0	886	886				0	788	788		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9553	0	0	0	0	0	0	1	0				1	0	0		0				0		0	0	1	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9807	0	0	0	69	0	0	576	60		0		0	50	50		0		0	0	0	0	0	0	0	0	0			0	0	412	0	0	0			0	0	0	0	0	0	0	35	0	0		0	0	0	0	
9955	0	0	0	0	0	0	12	10				0	29	25		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	2	
10250	0	0	0	0	0	0	148	107				17	327	257		65				0		0	0	0	0	0			1	2	0	9	0	0			0	0	0	10	0	0	0	1				0	0	4	2	
10849	0	0	0	0	0	0	0	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
11145	0	0	0	0	0	0	107	0				0	52	8		0							0	0	0	0			0	0	49	0	0	0			0	0	0	0	1	31	0	0				6	6	37	21	
11640	0	0	0	0	0	0	94	3				33	125	28		47				0		0	0	0	0	0			0	0	25	0	0	0			0	0	32	32	0	0	0	0				1	0	17	1	
11837	0	0	0	0	0	0	1	0				1	1	0		1							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
12030	2912	690	0	0	0	0	5945	570				97	7342	293		110				21		30	0	0	0	0			8	4	1778	0	1568	0			0	3	60	63	1750	1672	311	586				152	263	178	219	
12142	0	0	0	0	0	0	50	0				48	236	164		59							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	13	2	
12311	718	994	3	285			167235		54752	0	0	2203	382109		0	7359	153788	0	5578	70	2753	183	163	117	8773	10661	0	0	18419	8818	8829	3076	6889	1115	0	47849	26	189	216	324	5002	6928	27297	12070	0	0	3859	26579	36319	78006	17745	
12647	0	0	0	0	0	0	4	0				0	2	0		0				0		0	0	0	0	0			0	1	1	0	1	0			0	0	0	0	0	0	0	0				0	0	1	2	
12656	0	0	0	0	0	0	0	0				0	20	0		0				0		0	0	0	0	0			0	0	0	0	20	0			0	0	0	0	0	0	0	0				0	0	0	0	
12946	76	1	0	0	0	0	797	185				43	3656	1674		49				49		43	0	0	0	0			208	3	53	1	185	44			51	23	0	79	521	0	21	33				0	0	827	376	
13103	0	0	0	0	0	0	204	178		0		0	308	53		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	207	0	0	0		5	14	43	12	
13251	0	0	0	0	0	0	14	9				0	63	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	53	0	0	0				0	0	10	5	
13457	0	0	0	0	0	0	8	0				8	2	0		2				0		8	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14155	0	0	0	0	0	0	102	4				95	82	0		72				0		0	0	0	0	0			0	0	0	0	5	0			0	0	0	0	0	0	0	0				5	3	0	0	
14650	0	0	0	0	0	0	23	1				0	19	0		0							0	0	0	0			0	0	14	0	0	0			0	0	0	0	0	0	0	0				11	4	8	4	
14753	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14865	0	0	0	0	0	0	83	55				0	540	0		540				540		0	0	0	0	0			0	0	3	0	0	0			0	0	0	0	0	25	0	0				0	0	0	0	
14977	0	0	0	0	0	0	0	0				0	5	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	5	0	
16551	0	0	0	0	0	0	26	10				0	25	0		0				0		0	0	0	0	0			4	0	1	0	6	0			0	0	0	0	0	0	0	1				5	9	10	5	
17110	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
17147	44	78	70	0	0	0	2578	620		0		26	11884	5805		0		0	0	0	0	26	0	0	476	169			0	0	558	259	275	109			0	0	6	1	794	175	3669	405	0	0		296	187	340	100	
17259	0	0	0	0	0	0	8	0				2	25	0		18				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				7	6	0	0	
17950	0	0	0	0	0	0	30	4				7	90	0		0				0		7	0	0	0	0			0	0	2	0	32	0			0	0	0	0	0	0	0	4				7	0	51	13	
17978	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
18050	0	0	0	0	0	0	83	18				1	172	19		2				2		1	0	0	0	0			0	0	0	0	3	0			0	0	0	0	0	0	0	0				13	0	135	64	
18827	0	0	0	0	81	22	273	109				6	188	4		0				0		0	0	0	0	0			0	0	125	2	44	0			0	0	0	0	0	0	0	0				6	0	53	9	
18836	0	0	0	0	0	0	67	10				0	188	0		0				0		0	0	0	0	0			0	0	1	0	100	0			0	0	0	0	0	0	0	0				5	6	83	50	
18854	0	0	0	0	0	0	317	16		0		300	3815	3755		0		0	0	0	0	162	0	0	0	0			0	0	0	0	60	0			0	0	0	0	0	0	0	0	0	0		0	0	0	1	
19356	0	0	0	0	0	0	54	0				0	6	0		0				0		0	0	0	0	0			0	0	8	44	0	0			0	0	0	0	0	0	0	0				5	1	1	1	
19936	0	0	0	0	0	0	72	0				4	105	53		10				0		0	0	0	0	0			0	0	0	34	21	0			0	0	0	29	0	0	0	0				4	1	17	4	
19972	0	0	0	0	0	0	2	0				0	3	0		0							0	0	0	0			0	0	0	2	0	3			0	0	0	0	0	0	0	0				0	0	0	0	
20053	0	68	0	0	0	0	73	0				0	446	0		437				437		0	0	0	0	0			4	0	4	0	0	0			0	0	0	0	2	0	0	0				0	0	3	1	
20633	0	0	0	0	0	0	16	0				1	221	0		4				0		0	0	0	0	0			0	0	0	0	20	0			0	0	0	0	197	0	0	11				0	0	0	4	
20857	0	0	0	0	0	0	134	130				0	2	1		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	4	1	0	
21256	0	0	0	0	0	0	6	0				0	2	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	6	2	0	
21359	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21658	0	0	0	0	0	0	18	2				12	41	35		4				0		4	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	4	
22048	0	0	0	0	0	0	30	8				0	81	31		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				24	12	26	10	
22543	0	0	0	0	0	0	13	0				0	23	0		0							0	0	0	0			0	0	0	0	6	0			0	0	0	0	0	5	0	0				0	0	17	8	
22552	0	0	0	0	0	0	3	1				2	237	119		0				0		2	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	118	0				0	0	0	0	
22730	0	0	0	0	0	0	158	0				0	182	0		0							0	0	0	0			0	0	5	0	22	0			0	0	0	0	0	0	0	0				7	0	153	153	
23456	4	0	0	0	0	0	33	0				33	224	150		7				0		33	0	0	0	0			2	0	0	0	0	0			0	0	0	0	5	0	0	0				3	0	53	0	
23504	0	0	469	152	0	0	380	123		0		0	9656	4984		0		0	0	0	0	0	0	0	7	18			21	0	47	0	13	0			0	0	0	0	6	0	3400	37	0	0		0	0	756	3	
23643	0	0	0	0	0	0	83	11				0	228	88		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	2	0	0				79	53	61	17	
23755	0	0	0	0	0	0	198	158				0	75	24		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	27	0	0				31	2	20	11	
24006	0	0	0	0	0	0	525	499				0	161	134		0				0		0	0	0	0	8			0	0	16	0	0	0			0	0	0	0	0	0	0	0				0	0	27	2	
24378	0	0	0	0	0	0	1	0				0	0	0		0							0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
24659	0	0	0	0	0	0	13	0				0	0	0		0				0		0	0	0	0	0			0	0	9	0	0	0			0	0	0	0	0	0	0	0				0	4	0	0	
24668	0	0	0	0	0	0	258	65				0	12052	11883		0				0		0	0	0	0	0			0	0	51	0	0	0			0	0	0	0	0	125	0	0				0	0	169	17	
24949	0	0	0	0	0	0	266	20				0	92	0		0				0		0	0	0	0	13			4	2	24	10	0	0			0	0	5	0	0	10	73	168				0	0	10	19	
25357	0	0	0	0	0	0	84	7				2	218	42		37				37		2	0	0	0	0			0	0	19	0	5	0			0	0	0	0	0	0	0	0				0	0	134	56	
25647	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
26457	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
26765	0	0	0	0	0	0	1540	104				69	316	39		142				0		0	0	0	0	0			0	0	45	0	7	0			0	0	0	31	86	87	42	1204				0	0	0	0	
27070	0	0	0	0	0	0	57	0				0	5	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	56	0	0	0	0				0	0	5	1	
27548	0	0	0	0	0	0	788	67				0	927	159		0				0		0	0	0	0	1			0	0	565	26	70	18			0	0	0	0	455	1	0	0				50	6	175	122	
27614	0	0	0	0	0	0	36	0				0	46	0		0				0		0	0	0	0	0			0	0	24	3	0	0			0	0	0	0	0	0	0	0				0	0	46	9	
27847	0	0	0	0	0	0	295	179				9	944	447		5				5		9	0	0	0	0			0	0	31	0	188	0			0	0	0	0	200	38	0	0				61	31	43	7	
28013	0	0	0	0	0	0	279	40		0		5	3082	646		4		0	0	0	0	0	0	0	0	0			0	0	29	146	21	0			0	0	0	0	2411	59	0	0	0	0		0	0	0	0	
28152	0	0	0	0	0	0	0	0				0	4	0		4				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
28675	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
28732	0	0	0	0	0	0	1	0				0	153	146		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	7	1	
29476	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
29636	0	1	0	0	0	0	507	18				0	2138	183		0				0		0	0	0	0	0			65	46	76	0	0	0			30	4	6	5	163	13	430	35				2	12	1259	297	
29878	0	0	0	0	0	0	0	0		0		0	15	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	15	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
30052	0	0	0	0	0	0	0	0				0	1	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
30502	0	0	0	0	0	0	162	15				37	151	29		77				0		0	0	0	0	0			0	0	57	5	0	0			0	0	0	1	0	3	0	0				0	2	45	42	
30650	0	0	0	0	0	0	1	0				0	1	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	1	
30810	0	0	0	0			903274		473	0	0	0	2533825		0	0	4131	0	0	0	0	0	0	0	0	0			2250496	807569	127	201	125	381	433097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278692	94904	
31134	0	0	0	0	0	0	74	15				4	47	0		0				0		4	0	0	0	0			6	1	0	0	0	0			0	0	0	0	23	0	0	0				3	11	15	43	
31255	0	0	0	0	0	0	43	24		0		3	113	68		45		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	16	0	0	0	0	0	0		0	0	0	0	
31657	0	0	0	0	0	0	30	29				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
31826	0	1	0	0	0	0	47	3		0		1	40	1		6		0	0	0	0	1	0	3	0	0			0	0	0	0	0	0			0	0	0	0	6	6	0	0	0	0		0	1	27	35	
31835	0	141	0	16	0	0	242	15				25	385	5		291				291		25	0	0	0	0			0	0	0	0	0	29			0	0	17	0	0	2	0	0				28	17	15	26	
32234	0	0	0	0	0	0	17	0				0	57	0		0							0	0	0	0			0	0	1	0	31	0			0	0	0	0	0	0	0	0				0	0	26	16	
32766	0	0	0	0	0	0	5	5				0	5	5		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
32971	0	0	0	0	0	0	147	27				0	124	0		0							0	0	0	2			0	0	73	9	21	4			0	0	0	0	0	0	0	0				0	0	99	36	
33147	0	0	0	0	0	0	45	0				6	81	0		0				0		6	0	0	0	0			0	0	32	0	52	0			0	0	0	0	20	0	0	0				4	4	5	3	
33259	0	0	0	0	0	0	196	42				0	6	2		0				0		0	0	0	0	0			0	0	94	0	0	0			0	0	0	0	0	59	0	0				0	0	4	1	
33268	0	0	0	0	0	0	5	0				0	81	68		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	13	5	
33370	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33839	0	0	0	0	0	0	1	0				1	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33857	0	0	0	0	0	0	95	54		0		1	696	71		601		0	0	601	0	1	0	0	0	0			0	0	11	1	19	0			0	0	0	0	0	1	0	0	0	0		0	7	5	20	
34434	0	0	0	0	0	0	40	16				0	103	46		0				0		0	0	0	0	0			8	3	0	0	0	0			0	0	0	0	0	0	0	0				8	3	41	18	
34537	0	0	0	0	0	0	3071	1030		0		0	6114	3987		0		0	0	0	0	0	0	0	25	42			4	0	851	303	18	20			0	0	3	133	0	0	1327	15	0	0		0	32	730	665	
34555	0	20	0	0	0	0	30	1				1	281	256		3				0		0	2	1	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				6	6	16	2	
34742	0	0	0	0	0	0	51	1				0	128	11		0				0		0	0	0	0	0			0	0	0	0	1	0			0	0	0	0	0	0	0	0				0	0	116	50	
35057	0	0	0	0	0	0	14	0				0	20	0		0				0		0	0	0	0	0			0	0	1	0	1	0			0	0	0	0	0	6	0	0				0	0	19	7	
35301	0	0	0	0			0		0	0	0	0	2000		0	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35570	0	0	2490	1977	0	0	5604	1496		0		0	5066	881		141		0	0	0	0	0	0	0	8	85			0	0	1603	31	643	0			0	0	0	0	267	114	241	294	0	0		0	0	395	4	
35646	0	0	0	0	0	0	0	0				0	4	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				4	0	0	0	
35879	0	0	0	0	0	0	13	0				0	63	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	3	63	10	
36456	150	0	0	0	0	0	14	2				3	242	88		4				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	3				0	6	0	0	
36933	0	0	0	0	0	0	3	2				0	101	41		0							0	0	0	0			0	0	0	0	35	0			0	0	0	0	0	0	0	0				11	1	14	0	
37051	0	0	0	0	0	0	0	0				0	4	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	0	
37341	0	0	0	0	0	0	32	2				2	74	10		60				60		2	0	0	0	0			0	0	25	0	0	0			0	0	0	0	0	0	0	0				0	2	4	1	
37435	0	0	0	0	0	0	674	121				0	731	174		0				0		0	0	0	0	45			78	17	108	23	28	0			0	0	0	75	0	105	5	0				195	36	251	144	
37640	0	0	0	0	0	0	493	61		0		292	3835	2777		642		0	0	0	0	0	0	0	15	36			313	16	32	3	46	0			0	0	0	0	1	1	9	40	0	0		6	9	26	3	
37659	0	0	0	0	0	0	36	29				0	51	30		0				0		0	0	0	0	0			0	0	0	0	1	0			0	0	0	0	0	0	0	0				0	0	20	7	
37949	0	0	0	0	0	0	91	91				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
38740	0	0	0	0	0	0	14	0				8	35	0		10							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				21	1	4	5	
39327	0	0	0	0	0	0	100	0				23	63	0		61				0		0	0	0	0	0			0	0	76	1	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
39756	0	0	0	0	0	0	64	0		0		1	416	178		203		0	0	203	0	1	0	0	0	0			0	0	2	60	35	0			0	0	0	0	0	0	0	0	0	0		0	0	0	1	
40033	0	0	0	0	0	0	0	0				0	1	0		0							0	0	0	0			0	0	0	0	1	0			0	0	0	0	0	0	0	0				0	0	0	0	
40499	0	0	0	0	0	0	672	122		0		0	3432	2850		0		0	0	0	0	0	0	0	0	87			0	0	218	73	0	0			0	0	0	0	25	6	380	0	0	0		98	144	79	22	
40855	0	0	0	0	0	0	1	1				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	0	0	0	
41553	67	0	0	0	0	0	3	0				0	69	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	3	
41629	0	0	0	0	0	0	325	0				4	350	0		2							0	0	0	0			16	1	15	3	0	0			0	0	0	0	0	13	0	0				268	252	64	37	
41825	0	0	0	0	0	0	552	541				0	4611	4595		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	16	11	
41955	0	0	0	0	0	0	1	0				1	157	0		157				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
42037	0	0	0	0	0	0	18	3				0	109	67		0				0		0	0	0	0	0			0	0	4	0	2	0			0	0	0	0	0	0	0	0				0	0	40	11	
42354	0	0	0	0	0	0	1	0				0	10	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	10	1	
42372	0	0	0	0	0	0	157	17				0	8	0		0				0		0	0	0	0	6			0	3	131	0	6	0			0	0	0	0	0	0	0	0				0	0	2	0	
42420	0	0	1	0	0	0	4648	2242		0		188	13058	5996		1024		0	0	0	0	0	0	0	242	94			425	71	337	37	60	7			0	0	9	155	102	10	1556	125	0	0		1792	1016	1844	373	
42448	0	0	0	0	0	0	693	127		0		490	1590	34		728		0	0	18	0	31	0	0	0	0			91	20	29	1	37	4			0	0	0	0	603	0	0	0	0	0		30	9	63	17	
