"IDRSSD"	RCONK123	RCONK124	RCONK125	RCONK126	RCONK127	RCONK128	RCONK130	RCONK131	RCONK132	RCONK138	RCONK139	RCONK140	RCONK213	RCONK214	RCONK215	RCONK216	RCONK217	RCONK218	RCONK257	RCONK258	RCONK259	RCONK274	RCONK275	RCONK276	RCONK277	RCONK278	RCONK279	RCONK280	RCONK281	RCONK282	RCONL183	RCONL184	RCONL185	RCONL186	RCONL187	RCONL188	
1669				0	0	0	0	0	0				396	0	14	367	51	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1856				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2161				0	0	0	0	0	0	0	0	0	20	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252				0	0	0	0	0	0	0	0	0	34	0	41	125	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3458				0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720				0	0	0	0	0	0				1	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3971				0	0	0	0	0	0	0	0	0	0	0	0	396	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	829	0	0	662	
4156				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231				0	0	0	0	0	0				0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5069				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5135				0	0	1021	0	0	344	0	0	664	33	5	0	90	9	25	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	
5210				0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5461				0	0	6175	0	0	4481	0	0	1694	0	0	0	0	0	0	0	0	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5751				0	0	0	0	0	0	0	0	0	10	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6039				0	0	0	0	0	0	0	0	0	2	0	1	33	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6329	0	0	0	0	0	11	0	0	0	0	0	0	11426	22	1161	2161	68	145	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	
7009				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045				0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7456				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7634				0	0	0	0	0	0	0	0	0	0	0	0	163	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8033				0	0	0	0	0	0	0	0	0	8	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462				0	0	0	0	0	0	0	0	0	156	0	0	25	0	0	0	0	713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8631				0	0	0	0	0	0				0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9357				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9553				0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10250				0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10849				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11145				0	0	0	0	0	0				5	0	0	71	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11837				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12030				0	0	0	0	0	0	0	0	0	264	0	6	201	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12142				12	0	0	0	0	0				0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	
12311							0	4092	0																												
12647				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12656				0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12946				0	0	0	0	0	0	0	0	0	143	1	81	212	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13103	0	0	0	0	0	0	0	0	0	0	0	0	364	0	156	20	0	2	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251				0	0	0	0	0	0	0	0	0	0	0	0	6	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13457				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14155				0	0	829	0	0	0	0	0	0	3	0	0	18	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14650				0	0	0	0	0	0				131	6	31	249	120	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14753				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14865				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14977				0	0	0	0	0	0	0	0	0	7	0	0	28	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16551				0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17110				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17147	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	242	0	3	0	0	166	0	0	0	0	0	0	0	0	0							
17259				0	0	0	0	0	0	0	0	0	12	2	0	53	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17950				0	0	1416	0	0	1270	0	0	146	10	0	0	123	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17978				0	0	0	0	0	0				0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18050				34	0	0	34	0	0	0	0	0	7	0	0	75	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18827				0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18836				0	0	41	0	0	0	0	0	0	82	0	25	182	12	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19356				0	0	0	0	0	0	0	0	0	2	0	6	11	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19936				0	0	12	0	0	0	0	0	0	12	0	19	24	0	26	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19972				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20053				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20633				0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20857				0	0	336	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21256				0	0	0	0	0	0				4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21359				0	0	0	0	0	0	0	0	0	12	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21658				0	0	0	0	0	0	0	0	0	0	0	1	10	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22048				0	0	17	0	0	0	0	0	0	17	0	47	41	0	29	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22543				0	0	0	0	0	0				0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22552				0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22730				0	0	0	0	0	0				0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23456				0	0	0	0	0	0	0	0	0	58	3	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23504	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	106	0	365	0	0	0	0	0	0	0	0	0	0	0	0							
23643				0	0	0	0	0	0				139	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23755				0	0	0	0	0	0				70	0	31	1	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24006				0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1511	0	0	356	
24378				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24659				0	0	0	0	0	0	0	0	0	1	0	4	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24668				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24949				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
25357				0	0	0	0	0	0	0	0	0	93	29	15	40	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
25647				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26457				0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26765				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27070				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27548				0	0	0	0	0	0	0	0	0	36	0	27	3	0	7	0	0	463	0	0	0	0	0	0	0	0	0	0	0	147	0	0	147	
27614				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27847				9	0	0	0	0	0	0	0	0	175	0	15	85	0	31	103	0	216	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	
28013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	119	0	0	0	0	0	0	0	0	0	0							
28152				0	0	0	0	0	0	0	0	0	8	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28675				0	49	0	0	0	0				0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	
28732				0	0	0	0	0	0				0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29476				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29636				0	0	0	0	0	0	0	0	0	13	0	8	63	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30052				0	0	0	0	0	0				0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30502				0	0	0	0	0	0	0	0	0	0	0	0	23	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30650				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30810							0	0	0																												
31134				0	0	0	0	0	0	0	0	0	7	0	0	56	22	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31657				0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31826	0	0	0	0	0	0	0	0	0	0	0	0	27	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31835				0	0	0	0	0	0	0	0	0	51	0	65	23	1	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32234				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32766				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32971				0	0	0	0	0	0				5	0	0	4	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33147				0	0	0	0	0	0	0	0	0	7	0	86	5	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33259				0	0	775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33268				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33370				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33839				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33857	0	0	0	16	0	523	16	0	16	0	0	507	5	0	33	79	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34434				0	0	0	0	0	0	0	0	0	68	21	11	29	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34537	0	0	0	0	0	1241	0	0	1241	0	0	0	23	0	30	673	15	525	0	0	435	0	0	0	0	0	0	0	0	0							
34555				0	0	0	0	0	0	0	0	0	53	0	25	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34742				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35057				0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35301							0	0	0																												
35570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529	0	96	0	0	0	0	0	0	0	0	0	0	0	0							
35646				0	0	0	0	0	0	0	0	0	3	0	8	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35879				0	0	0	0	0	0				0	0	0	100	43	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
36456				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
36933				0	0	0	0	0	0				16	0	33	56	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37051				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37341				0	0	0	0	0	0	0	0	0	15	0	0	0	0	26	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37435				0	0	258	0	0	258	0	0	0	380	0	47	300	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	78	
37640	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	75	0	3	0	0	0	0	0	0	0	0	0	0	0	0							
37659				0	0	0	0	0	0	0	0	0	37	0	7	20	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37949				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
38740				0	0	0	0	0	0				34	0	10	5	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
39327				0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
39756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40033				0	0	0	0	0	0				39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40499	0	0	0	0	0	0	0	0	0	0	0	0	904	0	145	93	0	18	0	0	61	0	0	0	0	0	0	0	0	0	0	0	1478	0	0	1307	
40855				0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41553				0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41629				0	0	0	0	0	0				338	0	1	22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41825				0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41955				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42037				0	0	0	0	0	0	0	0	0	0	0	0	115	16	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42354				0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42372				0	0	0	0	0	0	0	0	0	25	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42420	0	0	0	17	21	131	0	0	0	0	0	0	1403	199	148	545	523	58	0	0	1146	0	0	0	17	21	131	0	0	0							
42448	0	0	0	0	0	0	0	0	0	0	0	0	204	0	174	172	11	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42457				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43052				0	0	0	0	0	0				6	0	1	0	0	1	0	0	654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43351				0	0	0	0	0	0	0	0	0	0	0	0	12	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43856				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43959				0	0	0	0	0	0				2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44040				0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44741				0	0	0	0	0	0	0	0	0	84	10	0	23	33	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44750				0	0	0	0	0	0				15	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44929				0	0	0	0	0	0				0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45038				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45047				0	0	0	0	0	0	0	0	0	177	4	76	144	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45056				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45430				0	0	0	0	0	0				52	0	15	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45458				0	0	0	0	0	0	0	0	0	6	0	0	32	0	52	0	0	0	0	0	0	0	0	0	0	0	0	24	0	451	24	0	408	
45551				0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45560	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	42	0	95	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45775				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
46053				0	0	0	0	0	0				65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
46941				0	0	0	0	0	0				0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47247	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47256				0	0	0	0	0	0				0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47452				0	0	0	0	0	0				0	0	0	8	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47500				0	0	0	0	0	0	0	0	0	0	0	4	27	0	9	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
48057				0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
48150				0	0	13	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	
48374				786	0	2446	786	0	2446	0	0	0	259	0	66	675	0	78	325	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	169	
48440				0	0	0	0	0	0				50	0	0	4	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
49054				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
49148				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
49241				0	0	945	0	0	945	0	0	0	3	0	0	35	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
