"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
356752	19	166731													0	1													true	true	
357526			20	598	39	3969	41	16357	74	1202	14	1477	13	4044			0	0	0	0	1	294	0	0	0	0	0	0	false	false	
357553			24	1031	20	1893	21	3220	71	1476	46	1874	8	518			9	387	24	2402	19	4695	68	1142	57	1972	39	3215	false	false	
357777			46	1665	35	4300	37	16446	76	1444	22	1706	4	1632			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
357937			28	1169	64	8032	115	46659	242	6553	69	7072	28	8274															false	false	
358112			77	2764	22	2849	16	4479	110	1495	10	941	2	378			11	251	5	396	1	475	12	80	0	0	0	0	false	false	
358448			10	320	5	498	2	443	65	1470	14	2013	4	436			6	270	5	563	0	0	10	77	0	0	0	0	false	false	
358756			13	286	2	268	0	0	45	1076	9	1033	11	3636			14	689	11	1447	5	1119	51	1248	11	1170	7	1305	false	false	
359472			1	70	5	869	4	1095	9	467	8	1166	3	695															false	false	
359650	8	33													10	29													true	true	
359744			4	86	1	187	9	3561	43	904	22	1704	5	1137			9	259	12	1625	8	2648	65	1636	9	721	8	2843	false	false	
360777			12	523	7	990	3	873	0	0	0	0	0	0															false	false	
361055			9	268	29	3992	80	33193	335	8729	102	11958	72	24639			3	144	0	0	1	370	0	0	0	0	0	0	false	false	
361167			112	4924	187	22465	287	107759	1259	29281	317	30735	224	53163			45	1631	32	4127	8	1964	411	8911	46	4749	10	2508	false	false	
361279			30	994	30	3852	43	18406	391	6256	26	2543	13	4871			25	839	9	760	1	283	36	604	2	223	0	0	false	false	
361354			10	249	2	358	2	732	14	478	2	301	2	38			14	395	12	1328	3	649	39	1040	10	1247	4	1052	false	false	
361439			67	3221	107	11849	112	41633	277	5087	35	2540	11	2409			29	1330	17	2173	6	1540	17	349	0	0	1	80	false	false	
362043			3	59	1	144	6	2150	37	675	2	500	0	0			9	238	7	626	15	4343	53	1148	11	846	7	2122	false	false	
362155			13	605	19	2973	28	14180	291	5300	11	1239	12	5537			41	1826	21	2789	8	2100	281	3849	3	387	2	606	false	false	
362717			63	2744	113	10931	159	61665	331	7891	88	9411	61	20391			13	384	15	969	13	3286	23	593	6	795	3	594	false	false	
362856	59	85															0	0	5	1201	0	0	12	215	2	482	0	0	false	true	
362940			6	210	12	2108	3	1412	62	1728	13	1463	2	1274			5	224	6	744	5	1680	10	303	1	84	2	279	false	false	
363442			3	103	2	196	1	247	13	291	1	57	0	0			12	487	10	1536	6	1743	5	126	2	300	0	0	false	false	
363648			9	252	7	628	6	2494	109	2159	8	921	8	2904			23	797	34	4467	16	4990	135	4251	47	4815	32	7619	false	false	
363657			43	1859	78	10111	67	22882	453	12249	56	6832	47	15330			9	399	12	1517	1	293	68	999	6	684	1	483	false	false	
363778			15	874	15	2214	28	14246	0	0	0	0	0	0			0	0	1	88	0	0	0	0	0	0	0	0	false	false	
364131			27	998	34	4229	45	19945	226	3735	32	3405	39	12890			80	2707	24	2641	14	4550	22	274	5	497	0	0	false	false	
364270			0	0	2	371	6	2383	27	728	7	881	8	2880			0	0	0	0	0	0	0	0	0	0	0	0			
364430			9	419	19	2453	39	15026	134	3610	24	3678	19	8473			19	675	15	2465	13	3738	3	185	0	0	0	0	false	false	
364850			48	1781	24	2877	12	2201	204	4538	18	1809	6	2459			16	690	12	1469	7	2082	107	2111	8	1101	3	556	false	false	
365325			388	20478	1073	138627	1897	765538	10817	299304	1135	125747	874	268947			31	1205	39	4432	35	9508	116	2935	16	1643	13	3257	false	false	
365745			23	1067	14	1579	25	10212	83	1747	29	2812	21	5679			2	119	3	223	3	610	12	188	5	475	1	450	false	false	
365848			3	136	1	207	0	0	47	1028	12	1469	6	3009			1	20	0	0	1	236	0	0	1	108	0	0	false	false	
365950			25	801	7	1106	20	3732	33	1203	7	987	0	0			21	873	13	1821	3	898	30	699	4	447	2	156	false	false	
366078			97	3631	123	15800	121	43056	166	4597	63	6321	41	12744			9	258	2	176	0	0	0	0	1	95	0	0	false	false	
366238			125	7205	210	27398	329	128870	802	17736	163	16636	126	36986			77	358	86	10898	60	16028	41	963	3	212	1	100	false	false	
366247			40	1454	10	1387	9	3842	80	1925	28	2255	12	3504			5	279	20	2458	22	6946	64	1685	40	3036	17	3586	false	false	
366359			15	442	4	683	1	336	105	2449	11	1411	5	2622			26	973	9	1307	0	0	105	2080	2	152	3	451	false	false	
366658			37	1407	24	3159	10	2031	131	2817	16	1786	8	1822			37	1211	13	1717	2	641	107	1989	6	729	0	0	false	false	
366854			5	213	6	996	18	9664	55	1488	12	1154	28	12337			5	200	3	533	0	0	21	537	1	200	0	0	false	false	
367150	21	105															17	654	25	3360	4	1150	143	3172	14	1470	3	1075	false	true	
367178			21	1265	52	6026	39	11639	53	1614	9	918	14	1606			0	0	0	0	1	133	0	0	0	0	0	0	false	false	
367431			68	2542	46	6381	39	12503	440	7771	25	2613	28	7880			18	792	15	1980	5	543	5	47	0	0	0	0	false	false	
367543			120	3061	39	4239	42	12568	101	2564	33	3550	35	10524			57	1805	48	5049	50	15195	43	1380	36	3859	38	11615	false	false	
368054			11	494	9	1365	5	1539	81	2235	21	3315	5	1548			12	490	8	1527	2	749	83	1918	7	1259	5	1999	false	false	
368344			75	2779	18	2026	15	6244	184	2574	15	1135	14	2785			25	641	38	5361	23	6159	322	4924	55	4535	32	6034	false	false	
368522			8	277	21	2549	27	11494	26	510	7	367	8	1982															false	false	
368933			23	826	12	1618	14	4751	86	1832	16	1745	8	2243			18	774	29	3364	23	6207	133	3212	25	2398	22	5451	false	false	
368951			37	1220	24	2651	27	11068	151	3630	26	2845	31	9941			49	1500	40	4949	25	6746	118	2120	26	3062	10	1309	false	false	
369453			15	524	6	846	9	3197	91	2300	16	1757	13	4083			37	1349	46	5460	20	5201	182	4666	54	6014	19	4464	false	false	
369659			60	2798	67	8932	166	74854	709	16230	133	13298	131	38237			35	1589	47	6284	25	7601	189	3833	17	1896	9	1787	false	false	
370020			72	2183	65	7052	79	31582	612	12512	95	8646	44	12293			52	1648	46	4800	37	8817	164	2092	12	635	4	752	false	false	
370271																													false	false	
370347			12	557	10	1109	5	1758	78	2382	22	1893	7	2479			12	427	42	5063	34	8982	78	1997	22	2588	21	6010	false	false	
370721			36	1658	24	3107	18	7537	64	2054	16	1508	8	3458			23	933	30	3974	30	9875	74	1642	29	3183	13	3286	false	false	
370833			24	1022	10	1573	8	5706	112	2351	6	965	9	5497															false	false	
370954			1	41	7	672	4	1113	12	252	2	167	0	0			6	306	5	688	3	625	16	374	0	0	0	0	false	false	
371223			5	222	15	1749	41	16313	91	1637	12	1108	21	6128			0	0	0	0	2	424	0	0	0	0	0	0	false	false	
371232			12	485	14	1875	16	10473	120	2774	36	3924	12	3791			2	76	2	180	0	0	6	285	1	135	0	0	false	false	
371362			39	1448	30	3418	34	13986	308	6909	38	3875	22	5361			43	1591	51	6522	21	5478	395	9507	74	7067	45	9090	false	false	
371559			8	241	4	648	5	2932	161	3452	21	2612	6	1918			18	893	15	1563	12	3560	192	3268	16	1598	9	2018	false	false	
371755	50	40																											false	true	
371849			1	6	14	1498	15	6684	4	92	15	1309	6	2041			0	0	16	1833	12	4740	18	126	23	2815	6	1837	false	false	
371924			64	2509	80	9101	114	44792	258	7006	71	6845	65	23263			1	17	0	0	0	0	0	0	0	0	0	0	false	false	
371942			19	916	21	2733	4	1334	138	2430	6	748	0	0			36	2009	24	2708	15	4296	227	8038	14	1846	3	786	false	false	
372444			31	1593	22	2481	18	7343	31	749	4	440	2	358			21	1281	29	3670	17	4367	14	356	11	1069	7	1393	false	false	
372538			167	5997	132	17013	121	51108	777	19334	104	11111	48	14196			67	2357	37	4417	22	6477	75	1832	24	2161	23	3825	false	false	
372640			14	648	20	2541	8	3373	187	4721	32	3339	28	7274			14	583	28	3285	13	5434	20	457	7	587	11	2049	false	false	
372855			11	541	12	1797	25	11980	38	996	11	969	15	3584			3	84	2	121	3	548	3	43	0	0	1	275	false	false	
373272			1	41	1	130	1	333	0	0	1	69	0	0			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
373553			8	400	2	234	7	3261	17	359	8	717	5	1124			7	101	9	1290	2	685	14	1121	7	796	6	1703	false	false	
373601			0	0	6	1331	8	2405	0	0	0	0	0	0															false	false	
374130			21	777	32	4865	54	27846	118	3611	61	6752	27	8357			14	642	3	452	9	6679	4	194	1	225	1	418	false	false	
374653			35	1604	40	5008	67	28480	390	6822	77	7251	65	14448			19	969	26	3153	17	4325	53	1288	36	2567	23	5249	false	false	
374774			17	772	30	4248	58	19045	49	1077	8	1109	11	7611			1	44	0	0	1	240	0	0	0	0	0	0	false	false	
375043			136	5588	132	13532	163	66087	724	19158	162	15957	137	28516			295	13523	326	39593	149	41231	358	8886	166	13888	86	14751	false	false	
375379			0	0	5	550	6	2271	4	42	0	0	0	0															false	false	
375502			85	1530	107	13005	202	86701	911	7730	165	16251	228	61322			0	0	0	0	0	0	25	363	0	0	0	0	false	false	
375566			40	1574	43	5451	85	32114	357	9318	73	8837	59	17053			36	922	14	1378	7	1462	29	375	0	0	1	344	false	false	
375650			1	5	2	278	1	692	28	588	4	359	0	0			9	290	8	1123	2	723	48	870	2	119	0	0	false	false	
376237			50	1450	19	2435	20	6220	146	3058	17	1226	4	1280			9	459	7	646	4	1025	12	206	2	342	1	284	false	false	
376273			46	1583	71	7796	72	28224	272	6162	60	6247	58	12951			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
376442			82	3404	67	8188	48	18695	238	6442	89	8994	67	18040			89	2682	91	11559	88	24812	278	6962	128	12667	65	12420	false	false	
376947			35	1227	6	701	5	1687	36	710	10	969	5	1578			8	324	7	897	8	2435	32	883	6	629	12	1690	false	false	
377663	29	244															21	795	15	2201	4	1102	269	5097	34	3652	11	2801	false	true	
377850			11	391	10	1780	10	6218	89	1900	16	1858	11	3864			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
378044			4	225	5	700	3	864	129	3294	31	3600	9	2296			8	267	4	700	2	776	29	514	2	200	0	0	false	false	
378110			7	403	9	1227	12	3928	27	613	6	279	3	381	11	3													true	false	
379050	17	66															6	362	4	595	11	4081	31	877	9	638	9	1244	false	true	
379153			27	758	18	2180	8	2280	257	5544	15	1598	4	997			25	1090	19	2293	5	1407	168	2699	4	592	3	721	false	false	
379470			3	152	3	484	4	2283	27	689	1	177	0	0			1	55	0	0	0	0	0	0	0	0	0	0	false	false	
379649	149	171													218	148													true	true	
379920			2672	65994	3203	322518	4012	1324710	60076	450663	5300	444343	3290	730016			69	1655	73	6591	45	9692	506	6283	43	2910	12	1831	false	false	
380346			15	569	13	1340	10	3789	98	2373	25	2735	19	5932			18	654	23	2640	16	4374	47	983	9	853	12	2481	false	false	
380458			21	1277	97	13247	176	69105	540	15064	151	14582	150	45530			16	667	19	1997	8	2532	19	636	3	328	5	387	false	false	
380533			16	446	7	860	22	9537	133	3316	32	3746	26	7242			25	1243	31	4030	21	5635	58	1560	23	2512	23	5341	false	false	
380878			5	183	5	627	10	4361	0	0	0	0	1	310			3	136	4	679	5	1705	0	0	0	0	0	0	false	false	
380944			12	427	28	2446	28	12511	80	5518	35	2757	48	3406															false	false	
381026			26	1893	26	3008	19	8742	120	3470	17	2185	11	2364			10	372	18	2620	11	3888	38	1212	5	623	0	0	false	false	
381343			22	780	30	3170	73	27566	122	3878	50	5449	54	20476			18	630	14	1319	3	264	20	612	8	1040	2	619	false	false	
381932			30	1411	60	7542	52	23181	161	3203	27	2359	12	2560			2	3	1	115	2	553	9	169	9	359	3	841	false	false	
381950			64	3190	43	6994	30	14192	74	1849	10	1696	8	3629			0	0	1	182	0	0	0	0	0	0	0	0	false	false	
382050			94	3501	46	5517	77	46937	294	6745	441	3571	60	7246			4	115	3	406	2	238	0	0	0	0	0	0	false	false	
382069			35	1546	26	4047	12	4713	498	9111	24	2925	11	4059			30	1386	24	3193	2	382	64	1243	8	962	0	0	false	false	
382256			0	0	0	0	0	0	53	1295	20	1868	8	2471			1	23	4	339	1	233	62	1838	21	2172	14	2757	false	false	
382274			0	0	0	0	0	0	1	71	0	0	0	0															false	false	
382443			12	386	12	1160	27	3760	89	901	56	1507	60	3637			16	572	21	2376	14	2569	77	937	57	2367	31	2565	false	false	
382537			44	1863	41	4610	69	30324	377	10267	87	8762	65	20123			91	3199	31	3000	25	6041	27	502	2	272	0	0	false	false	
382649			148	7857	114	12288	93	28558	260	7853	66	7574	58	22607			34	1583	11	1695	4	1614	11	111	2	377	1	489	false	false	
382658			10	201	0	0	0	0	462	1499	55	5771	22	5728			198	8826	122	16303	67	18982	1347	30291	76	8571	20	9378	false	false	
382742			11	778	33	4021	34	14078	38	1040	31	3647	35	12661	1	2													true	false	
382854			14	533	13	1510	12	5426	128	2595	14	1621	11	4386			9	405	8	1029	5	1122	28	520	6	689	1	381	false	false	
384018			10	444	55	6675	261	123380	2159	21540	179	22067	121	21751															false	false	
384278			167	10363	210	25009	274	85689	402	11181	86	9177	67	15628			40	1458	25	3090	8	1844	33	896	3	191	2	263	false	false	
384353	1	51													29	1847													true	true	
384652			1	4	3	372	14	7999	25	471	10	731	28	6765			0	0	0	0	1	315	0	0	0	0	0	0	false	false	
384830			18	774	34	4620	40	17970	99	1983	13	1343	11	3070			2	72	3	322	0	0	0	0	0	0	0	0	false	false	
385350			71	3469	37	5466	23	8650	82	1513	20	1616	5	291			18	631	17	1939	3	896	11	274	3	359	0	0	false	false	
385471			32	1146	26	3186	22	7837	56	1026	10	899	7	2002			65	2400	94	10697	76	20306	77	1583	49	3137	27	4115	false	false	
385547	146	384															36	1526	32	3616	15	3574	482	8991	17	1484	5	1111	false	true	
385686			1	21	15	1530	30	6907	1	1	4	21	1	0															false	false	
386432			43	1817	47	7474	32	14907	188	4342	5	764	4	1311			24	1097	10	1285	2	558	112	1718	0	0	1	370	false	false	
386450			27	1376	24	2979	35	19087	59	1939	27	2845	27	8629			16	534	31	4832	31	10195	73	2745	39	4017	33	8296	false	false	
386731			26	1172	14	1857	14	5669	96	2982	22	2483	15	3802			0	0	0	0	0	0	8	228	0	0	0	0	false	false	
386825			4	90	5	657	5	1471	49	1288	19	2371	7	2163			1	28	4	777	0	0	0	0	0	0	0	0	false	false	
387055			14	382	11	1407	16	6397	68	1625	8	782	4	1014			5	96	14	1793	18	4537	44	733	29	2812	8	1846	false	false	
387671			22	1144	45	6094	53	18546	331	10965	108	11792	35	11159			2	56	0	0	0	0	0	0	0	0	0	0	false	false	
388155			27	1259	30	4161	57	20801	85	2423	9	844	21	5210			36	1115	20	2667	5	1487	107	1900	13	1302	1	252	false	false	
388258			4	67	0	0	0	0	11	345	1	152	1	231			9	274	9	785	3	839	59	1574	9	826	1	123	false	false	
388557			36	1364	55	6330	76	34192	126	2741	45	4525	50	18200			12	533	21	2866	17	4609	114	3869	51	5397	35	8400	false	false	
388744			176	6825	120	14468	78	25221	153	3141	30	3495	10	3230															false	false	
388753			4	148	9	1184	7	2584	44	995	10	993	0	0			13	435	15	2082	18	6896	39	1171	16	1499	8	1696	false	false	
388874			1	63	6	678	3	813	0	0	0	0	0	0															false	false	
389358			11	569	8	1331	9	2524	73	2362	28	3704	30	12903			6	180	19	1758	20	4722	36	927	24	2653	19	3813	false	false	
389376			3	156	1	81	1	735	15	382	1	113	2	357			6	341	5	785	14	471	18	410	4	498	0	0	false	false	
389826			1	33	10	1321	10	2067	11	292	2	391	1	233			2	94	1	101	0	0	1	25	0	0	0	0	false	false	
390372			0	0	12	1975	13	8420	2	48	0	0	0	0															false	false	
390840			9	419	35	3606	42	16390	47	1276	32	3150	37	9317			12	552	14	1325	16	4435	28	618	17	2042	22	6702	false	false	
391418			30	964	26	2498	14	3284	147	3603	47	4377	19	4540			0	0	0	0	1	305	4	46	0	0	0	0	false	false	
391557			12	517	4	424	3	1048	92	3492	8	1030	3	1003			4	215	4	633	1	252	38	1095	1	147	1	262	false	false	
391575			32	1677	40	4663	96	39532	193	7289	46	5638	46	12862			7	231	7	663	1	333	3	53	3	479	0	0			
391959			10	393	6	527	8	2556	82	2179	18	1971	6	1810			6	319	24	2725	22	5448	96	2470	21	2514	19	4643	false	false	
391977			36	1382	76	10008	150	56676	32	935	18	1229	30	7572			0	0	0	0	2	552	0	0	5	533	0	0	false	false	
392152	18	81													29	20													true	true	
392255			11	440	11	1106	8	2304	187	3867	15	1520	8	1208			31	1176	24	3030	11	3167	178	3919	7	591	2	463	false	false	
392778			59	1154	35	4872	58	25985	143	2004	43	4833	41	10993			0	0	3	311	6	1516	4	15	5	315	1	375	false	false	
393252			15	601	5	792	2	427	27	695	5	907	3	1872			13	391	38	4719	16	3821	103	3559	66	7476	24	5851	false	false	
393355			10	317	13	1625	41	16226	79	1689	12	1202	11	4287			7	351	17	1992	7	2245	16	226	2	300	0	0	false	false	
393953			32	1509	91	11266	162	63639	318	6836	55	4750	38	8221			2	79	3	310	1	316	0	0	1	87	0	0	false	false	
394156			10	449	6	1081	11	6052	126	3418	30	3544	25	8802			24	1620	41	5754	24	6870	269	4471	24	2453	17	4172	false	false	
394259			126	3890	26	2709	11	4582	228	5268	40	4174	31	9188			55	1891	65	9038	47	13228	329	9175	106	12595	65	16733	false	false	
395238			1397	74075	1810	303375	2538	1214968	24124	454835	2491	406326	1784	792608			89	4277	73	11570	42	15845	88	2845	25	3684	10	3332	false	false	
396057			16	746	10	1344	10	5249	39	919	16	1773	10	2558			16	860	28	4255	17	5388	117	3117	28	4231	11	3010	false	false	
396244			23	1065	48	5250	50	18722	68	1095	7	875	1	783			1	64	3	334	2	545	0	0	0	0	0	0	false	false	
396253			37	2341	36	6025	68	18168	196	5999	64	6489	73	26950			22	943	7	886	8	2509	18	652	1	46	2	466	false	false	
396954			54	1926	34	3865	31	9992	368	7435	26	3583	19	8362			2	135	6	624	2	675	33	941	17	940	8	697	false	false	
397456			6	208	17	2417	18	5491	179	4126	26	2512	17	3689			4	192	7	958	2	718	17	359	4	112	4	596	false	false	
397531			9	410	16	2299	57	25631	5	210	11	1464	5	551			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
397540			54	2291	96	12656	152	54053	733	16103	140	11820	105	23456			39	1656	32	3525	24	5283	115	2475	20	2480	9	1547	false	false	
397559			7	382	23	3391	55	23865	91	2338	42	5346	50	16866			0	0	2	386	5	1251	0	0	2	64	0	0	false	false	
397755			53	2360	71	8526	123	55678	355	10278	102	12081	73	28412			125	4767	111	15496	50	15068	171	3470	8	797	1	8	false	false	
397858	11	106													25	16													true	true	
398051			6	377	9	1403	8	3352	30	788	11	1066	5	1007			1	49	13	1604	19	4846	31	746	14	1145	14	2504	false	false	
398248	18	197													11	11													true	true	
398668			0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0			
398837			48	1646	40	4504	57	20909	365	4890	21	1855	16	3513			119	4450	31	3400	11	2939	29	572	2	183	0	0	false	false	
399357			5	249	3	464	1	315	50	1363	4	664	5	1400			21	929	17	2400	24	7667	184	4417	44	4239	8	1696	false	false	
399517			480	17095	636	78427	637	251003	2640	54218	616	56367	469	130536			25	1155	18	1606	18	4399	53	1112	4	266	0	0	false	false	
399731	55	142													38	39													true	true	
399973			39	1644	27	3155	32	13265	87	2390	26	2371	22	8435			19	814	14	1469	6	1534	4	211	2	292	1	421	false	false	
400057			21	789	21	2302	24	6682	230	4489	43	4778	24	8780			50	1445	48	5889	24	6916	438	7433	24	2714	4	1453	false	false	
400141			39	1308	41	4536	58	21634	267	5684	35	3523	42	11815			57	1615	60	6157	35	8891	58	1401	20	1219	11	2098	false	false	
400365			28	1570	45	6712	86	31913	239	6215	40	3463	24	5874			3	113	8	1240	9	2856	7	182	0	0	0	0	false	false	
400767			9	439	20	2356	31	11259	73	2489	26	2540	8	1009			0	0	3	452	2	383	2	57	1	16	0	0	false	false	
401072			7	299	11	1471	12	3453	0	0	0	0	0	0			5	235	3	429	2	433	0	0	0	0	0	0	false	false	
401559			1	74	2	250	1	800	343	5063	11	1282	2	101			2	133	5	617	7	1487	66	1216	5	463	2	824	false	false	
401755			9	351	8	1135	13	5336	88	1873	11	960	22	5519			14	811	17	2433	4	1395	96	2129	35	3549	9	2133	false	false	
401906			78	2105	99	10851	96	35466	89	1418	32	2771	14	4408			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
401951			7	374	3	540	5	2332	10	237	3	548	3	1312			5	209	1	104	0	0	4	129	1	222	1	408	false	false	
402846			9	293	0	0	2	769	18	578	7	943	7	1940			12	437	10	1106	5	1167	35	1069	6	717	11	2208	false	false	
402873			8	316	5	558	4	1765	20	531	4	442	0	0			3	88	9	654	8	126	3	111	0	0	0	0	false	false	
403067			1	45	2	132	36	13963	4	177	8	984	7	2011															false	false	
403151			100	3652	66	8021	63	26273	427	11191	128	14111	96	32501			83	3751	159	20382	146	40232	422	11644	210	22744	188	41967	false	false	
403179			9	219	35	4859	84	42548	165	3409	42	3925	55	19008			0	0	0	0	0	0	1	34	4	644	2	425	false	false	
403254			0	0	1	149	4	1469	0	0	0	0	0	0															false	false	
403656			0	0	0	0	0	0	29	790	4	516	6	2274			1	25	1	162	4	1477	69	1783	23	2196	12	2585	false	false	
403870			51	2616	50	10210	77	33091	216	6326	50	5864	37	15841			6	193	7	776	10	3235	30	1055	15	1569	11	2381	false	false	
403946			15	532	42	5716	136	56236	539	14234	133	12506	137	33291			0	0	3	482	0	0	0	0	0	0	0	0	false	false	
404653			3	54	2	180	12	6216	69	1705	31	4392	42	11668			10	246	4	488	1	462	51	599	4	468	2	320	false	false	
404943			19	626	17	1690	14	3982	7	383	4	300	1	532			5	205	12	1338	15	4517	107	3135	36	4007	20	4950	false	false	
406022			11	377	42	6442	92	40919	102	2896	47	5259	29	8006			0	0	2	216	3	651	2	20	0	0	0	0	false	false	
406059			8	362	23	3101	34	15187	380	8796	51	4952	28	9469			1	42	6	942	3	785	1	9	0	0	0	0	false	false	
406666			27	951	7	1070	12	5873	111	2980	18	1952	21	5641			20	781	12	1474	7	2325	90	1898	14	1634	0	0	false	false	
406974			7	245	13	2081	73	23965	57	1022	13	943	17	3179															false	false	
407168			2	37	14	2234	8	3275	174	2451	13	1781	11	4082			5	86	8	615	2	715	66	1779	12	1584	6	2141	false	false	
407506			37	1642	137	13119	246	97621	893	20582	227	22715	191	49950															false	false	
407645			16	790	43	6150	42	17211	122	3964	40	4562	39	17095			14	587	22	3087	16	4783	35	1121	13	1637	19	6345	false	false	
407850			6	216	2	335	3	1113	27	748	12	2187	16	6190			4	175	8	1315	1	469	43	1197	4	830	2	688	false	false	
408307			19	671	25	3141	41	16887	117	2293	27	2472	13	2660			1	63	0	0	1	289	0	0	0	0	0	0	false	false	
408642			0	0	3	344	14	7903	42	1635	107	11153	2	1258			0	0	0	0	0	0	1	75	1	106	0	0	false	false	
408875			0	0	3	677	25	10513	87	3747	89	10568	61	14436															false	false	
409265			13	275	1	222	2	1974	27	491	1	202	0	0			21	763	7	639	1	216	89	1146	2	359	2	475	false	false	
410159	10	22															3	112	4	501	2	566	50	1031	7	793	4	1078	false	true	
410560			14	685	19	2249	16	7883	163	4283	31	2883	22	6460			5	124	9	1140	15	4169	80	1919	26	2440	15	2880	false	false	
410748			22	1050	37	4514	34	12567	170	3872	23	2152	11	3229			2	67	1	123	3	986	0	0	0	0	0	0	false	false	
410917			47	1799	53	7503	62	20107	259	4794	28	2888	12	4142			30	1164	20	2817	14	3284	44	670	1	150	0	0	false	false	
410944			2	44	0	0	0	0	158	4785	27	3414	2	741			6	534	4	482	7	1799	61	2023	16	1208	9	2595	false	false	
411062			7	202	2	296	0	0	25	768	8	751	3	1068			3	72	4	513	2	541	63	1318	15	978	8	1761	false	false	
411174			3	95	4	546	3	600	19	515	4	528	4	1685			5	147	2	358	1	245	1	56	0	0	0	0	false	false	
411231	89	129													31	28													true	true	
411240			2	110	2	248	1	150	11	159	3	233	2	200			7	169	20	2057	18	4003	32	777	17	1786	17	4217	false	false	
411512			21	955	72	8607	200	82098	253	6105	177	15907	226	62547			1	50	3	373	2	538	0	0	0	0	0	0	false	false	
411549			10	506	4	461	1	432	28	465	5	620	3	1121			18	795	21	3031	9	3020	32	459	19	2186	9	2206	false	false	
411576			17	656	14	1781	6	1949	49	1255	16	1736	8	1686			3	100	6	660	1	188	7	86	0	0	0	0	false	false	
411624			64	3898	53	5271	70	24047	63	5161	31	4386	18	5995			37	1962	48	7236	21	6161	65	1576	32	3026	7	871	false	false	
411651	44	152															13	704	31	4953	19	6323	308	7538	91	8731	54	11337	false	true	
412153			28	839	15	1495	21	8651	159	2416	28	3033	19	4516			28	602	44	5778	36	9943	356	7800	104	9469	64	10789	false	false	
412452			17	577	12	1499	21	6659	206	4532	28	2922	4	1097			10	682	9	1197	3	975	66	1468	10	939	3	573	false	false	
412555			48	1719	12	1088	10	3658	278	6077	39	4627	21	7206			35	1701	34	4036	21	5952	355	8753	66	7979	23	4983	false	false	
412667			22	930	25	3667	28	10754	107	2298	20	2096	26	9932			14	513	34	4011	21	5971	186	5437	37	3631	39	6415	false	false	
412751			23	1569	30	5716	149	72555	1670	48894	141	28673	209	191538			0	0	0	0	0	0	0	0	0	0	1	327	false	false	
412845			61	2177	37	3774	26	9108	228	4850	61	5750	29	6628			168	6608	148	16216	73	19412	261	5920	71	6655	40	9207	false	false	
412872			2	84	0	0	6	2669	15	758	10	1364	13	3608															false	false	
413141			159	5355	155	13931	64	19657	9	277	10	1342	2	664			40	1258	38	3770	11	2289	0	0	0	0	0	0	false	false	
413208			3	88	12	795	68	19575	1592	59766	660	83104	620	207346			0	0	0	0	0	0	1	39	0	0	0	0			
413347			14	537	7	587	6	1555	48	1537	11	1247	13	3707			18	712	8	1003	4	710	25	591	4	418	1	1	false	false	
413543			15	468	4	518	7	3272	38	1127	10	1306	10	5484			13	482	31	3800	59	28006	46	1645	33	5460	25	11717	false	false	
413646			70	2747	62	8234	57	21070	262	6457	83	8513	61	17939			89	3591	72	9281	43	12402	104	2380	44	4915	24	5574	false	false	
413673			32	799	18	2493	30	12907	44	1017	20	2453	10	2167			5	192	3	341	1	241	6	87	1	135	0	0	false	false	
413758			27	1267	15	2088	12	3767	114	3210	38	4983	25	10268			12	685	19	2985	18	5849	113	2796	54	6290	31	7031	false	false	
414102			38	2556	68	11718	44	19049	266	11588	45	7672	31	13898	2	0													true	false	
414652			28	941	17	1985	7	2562	115	2759	30	2174	17	3274			17	762	28	3170	20	5777	95	2826	53	4498	22	3536	false	false	
414764			29	1288	42	5388	49	18282	523	10997	64	8011	30	10946			26	985	20	2838	7	2278	175	2978	15	1298	3	824	false	false	
414858			22	939	25	3003	19	6277	287	6614	24	3174	22	8703	101	271													true	false	
415770			0	0	1	93	4	871	0	0	0	0	0	0			1	53	1	109	0	0	0	0	0	0	0	0	false	false	
416245			225	8421	442	46161	999	371443	1617	34099	705	58692	932	227841			33	1614	57	7077	49	11624	68	2220	48	5569	0	0	false	false	
416272			20	809	17	1581	9	2789	46	1068	15	1727	1	182															false	false	
416339			14	487	9	1155	8	3024	96	2478	11	1046	5	1200			19	926	37	4238	29	8061	142	3909	39	4115	23	5744	false	false	
416357			11	363	1	101	2	648	75	1916	16	1693	6	968			12	143	18	2576	17	4812	189	4713	55	6570	31	8602	false	false	
416656			72	2863	24	2626	17	6348	212	4724	28	2625	8	2625			133	5858	168	21786	73	20300	338	7777	44	5133	8	2200	false	false	
