"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT88	RCONMT89	RCONMT90	RCONMT91	RCONMT92	RCONMT93	RCONMT94	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
155759	19857	0	4483	23911	0	31988	0	0	0	0	44525	0	4332	4409	8334	1611	1028	27505	40193	0	0	272	0	0	3718	9726	1240	91	13199	1915	5332	1035	0	6441	8282	0	0	6995	0	0		0		0		0		0	false							
156457	13067	5	1742	19468	0	28648	0	0	0	0	44691	0	8237	3836	9351	12793	1211	26901	36454	0	0	357	0	0	2978	6855	5816	1095	9832	0	1023	555	508	7393	2086	0	0	1023	0	0		0		0		0		0	true							
156635	7538	0	17167	11538	0	38862	0	0	0	0	31916	0	4529	18717	9258	4112	4862	21695	27387	0	0	2672	0	0	5283	5682	5499	730	10965	967	730	1375	0	7936	3072	0	0	1697	0	0		0		0		0		0	true							
156970	40023	0	2075	17785	0	43978	0	0	0	0	84216	0	858	1791	15952	4799	9461	41903	83358	0	0	4013	0	0	9042	19573	4351	1030	28615	842	3779	501	276	18044	5398	0	0	4621	2240	0		0		0		0		0	true							
157155	9286	0	4395	19111	0	33124	0	0	0	0	35089	0	10843	10533	8410	9112	2832	28729	24246	0	0	931	0	0	4489	6750	2866	807	11239	1023	500	257	0	6501	1780	2887	0	1523	0	0		0		0		0		0	true							
157379	23311	0	169	15982	0	38793	0	0	0	0	68446	0	355	0	13017	19377	5883	38624	67844	0	247	1114	0	0	3241	10051	5974	662	13292	1259	3033	1539	0	6911	5831	0	0	4292	0	0		0		0		0		0	true							
157650	28406	0	22820	63581	0	91770	0	0	0	0	47598	0	36	22213	4279	12440	2538	68950	47562	0	0	0	0	0	2429	1738	1602	469	4167	515	0	0	0	1959	515	0	0	515	0	0		0		0		0		0	false							
157744	43979	0	68830	52545	0	113265	0	0	0	0	134254	0	1772	0	12412	67702	5218	44435	132482	0	0	2224	0	0	2739	7248	6628	3514	9956	0	1038	844	562	7716	2445	0	0	1038	0	0		0		0		0		0	true							
157856	9489	0	7479	19164	0	29416	0	0	0	0	20970	0	2963	7244	3371	1058	2111	21937	18007	0	0	1364	0	0	1767	4933	442	9	6700	590	2683	0	0	3780	3272	0	0	3273	0	0		0		0		0		0	true							
158376	35075	0	1072	25026	0	55606	0	0	0	0	61727	0	1462	1455	14750	1754	7504	54534	60265	0	0	3207	0	0	3858	5696	8758	4275	9550	0	757	367	1187	7837	2311	0	0	757	0	0		0		0		0		0	true							
158741	32012	0	2999	31479	0	86900	0	0	0	0	101029	0	1575	3073	25330	24610	12034	83901	99454	0	0	6714	0	0	7688	13722	12075	4925	21410	1758	741	1690	1809	13080	5998	0	0	2499	0	0		0		0		0		0	true							
159636	292728	0	119191	499571	0	1461117	0	0	0	0	2090828	0	250803	342781	226731	1201235	69987	1341926	1839777	0	248	25589	0	0	85760	169157	172583	30067	250531	27814	60071	36175	15238	230836	139298	4552	0	87885	0	0		0		3605		0		3605	true	109085	388392	808270	183119	279607	13120	
159645	21831	0	865	28808	0	30524	0	0	13924	0	85237	0	1104	0	23029	36529	2974	29659	84133	0	0	935	12900	4300	6108	9168	9960	271	15274	1109	262	0	0	2478	1371	333	1024	371	0	0		0		0		0		0	true							
159953	18794	0	15516	33210	0	72456	0	0	0	0	93279	0	35353	49162	13188	28948	2424	56940	57926	0	0	1280	0	0	8017	11984	1355	182	20000	7929	15464	607	0	8349	24001	0	0	23393	0	0		0		0		0		0	true							
159971	182797	0	0	40472	0	164978	0	0	0	0	359040	0	0	0	97381	23011	41986	164978	359040	0	0	12204	0	0	35955	70208	30813	6781	105913	1955	6241	1279	0	46376	9475	0	0	8196	0	0		0		0		0		0	true							
160360	78876	0	3901	303600	0	355485	0	0	0	0	264737	0	7346	9258	8925	164740	4838	351584	257391	0	0	1829	0	0	3774	7854	3460	2619	11628	1240	1655	267	252	8782	3414	0	0	2895	0	0		0		0		0		0	true							
160454	31689	0	15455	91039	0	127311	0	0	0	0	105422	0	11437	26820	8830	30014	1577	111856	93985	0	0	291	0	0	6185	14319	1888	1191	20450	14817	5066	254	0	14754	20137	0	0	19883	1	0		0		0		0		0	true							
160650	81091	8	10611	213626	0	323969	0	0	6002	0	558931	0	24389	28696	59160	375443	11373	313350	534293	0	249	3415	6002	6002	26909	41940	21988	1005	68849	3842	5954	759	0	32682	10555	16508	0	9796	0	0		0		16508		0		16508	true							
160959	636106	0	19434	174920	0	196473	0	0	137577	0	1810101	0	199537	129468	203675	477742	18700	176680	1273244	359	337320	9841	137577	52204	130085	239885	225209	54869	369970	7618	15618	18423	4546	446374	46204	204457	0	23236	289379	0		0		0		0		0	true	5555	44608	111762	365980	245544	390562	
161273	706800	3	4493	82414	0	107569	0	0	0	0	1341069	0	68483	0	101599	404956	43726	103073	1272586	0	0	14729	0	0	28265	89301	39003	14762	117565	7081	21404	19919	9578	69732	57982	0	0	28485	739	0		0		0		0		0	true	7638	20721	226761	178195	425759	281040	
161602	808197	0	32360	1007793	0	1490799	0	0	22472	0	2046251	0	406795	439142	155224	657568	65678	1454526	1639456	3913	0	28369	0	0	59814	116896	82791	0	176710	250103	53474	17408	0	104277	320985	1000	0	303577	0	0		0		0		0		0	true	999044	455482	386570	115984	381286	271918	
162337	215252	1	95595	280270	0	509790	0	0	0	0	564267	0	46018	125863	105873	84343	56122	414194	517263	0	986	27663	0	0	39030	86979	64347	16151	121023	9974	28065	14333	5793	100634	58165	7782	0	38039	0	0		0		0		0		0	true							
163343	13166	2	9542	25484	0	41471	0	0	0	0	52349	0	3411	0	7930	20791	3952	31927	48938	0	0	1456	0	0	13218	738	510	328	8350	1598	2000	0	0	6864	3598	0	0	3305	0	0		0		0		0		0	true							
163549	244233	0	185282	343879	0	720540	0	0	25959	0	799224	0	43026	185826	74515	369637	27303	535129	756198	129	0	8978	25959	15959	36456	59352	42034	15920	95410	2097	18338	4735	6423	79247	31592	191917	0	20435	0	0		0		0		0		0	true	65323	150110	225423	113861	226675	11321	
163857	53204	0	58556	356526	0	356959	0	0	0	0	194240	0	26687	79100	19936	54570	7761	298403	167328	0	225	4182	0	0	16176	31709	7565	495	47885	5947	21102	3472	0	36010	30521	0	0	27049	0	0		0		0		0		0	false							
164153	28342	0	1180	43568	0	70697	0	0	0	0	69815	0	5829	5068	4929	34297	1756	69517	63986	0	0	199	0	0	1941	2641	2172	154	4392	0	266	0	0	1980	266	0	0	266	0	0		0		0		0		0	true							
164331	94210	0	5781	96032	0	131123	0	0	0	0	168124	0	5396	9779	25310	14621	13587	125342	162728	0	0	0	0	0	9201	14374	9618	9513	23575	698	4679	5370	5840	17396	16587	0	0	5377	0	0		0		0		0		0	true							
164377	49366	0	2733	15567	0	47340	0	0	0	0	111096	0	1752	3113	29653	3739	10595	44607	109344	0	0	2924	0	0	12144	28575	8244	1872	40719	2605	3470	813	268	21182	7156	0	0	6075	0	0		0		0		0		0	false							
164957	15466	0	4732	21039	0	57732	0	0	0	0	32418	0	935	3142	5716	5721	1228	52752	31483	248	0	294	0	0	1560	6031	2137	0	7591	757	746	0	0	4013	1503	5281	0	1503	0	0		0		4746		0		4746	true							
164975	36801	0	4	5932	0	20719	0	0	0	0	93963	0	0	0	18267	11831	10945	20715	85588	0	8375	4119	0	0	13947	18412	6187	2381	32359	1939	2157	308	0	22660	4404	0	0	4096	8375	0		0		0		0		0	false							
165628	1359133	0	1104442	3194143	0	3383295	0	0	296645	0	9543603	0	1009366	874224	853864	6853353	218132	2278601	8534237	252	0	66138	296645	296645	394126	595974	90441	54951	989613	39471	103217	43771	9167	281627	195626	0	0	142687	0	0		0		3162		62060		65222	true	218596	218389	3541612	3311741	1210381	148752	
165758	57086	0	1831	66777	0	87857	0	0	0	0	90313	0	5383	6714	7967	22940	2804	86026	84930	0	0	384	0	0	3340	3648	2114	665	6988	0	0	252	268	1800	520	0	0	0	0	0		0		0		0		0	true							
165806	6810	0	30900	261779	0	285429	0	0	2229	0	1384032	0	173329	136915	92999	1202114	30422	254032	1209461	497	1242	10708	2229	2229	36955	70526	30998	2860	107480	8319	19165	2873	3413	48340	33770	129436	0	27484	0	0		0		0		0		0	true	22709	41664	302252	747828	4231	2579	
166111	54008	0	0	36192	0	112270	0	0	0	0	148460	0	0	0	24723	59498	5917	112270	148460	0	0	1864	0	0	3723	9992	15117	5590	13715	0	0	279	253	9699	532	0	0	0	0	0		0		0		0		0	true							
166531	50548	0	1740	106448	0	121707	0	0	4789	0	249410	0	11943	7859	53984	30543	30569	118240	230408	1727	7059	17259	4789	3507	36059	44498	35301	5741	72859	17588	13959	14179	994	67615	46720	1914	0	29517	0	0		0		0		0		0	true							
166652	41807	0	13537	258919	0	322135	0	0	0	0	361649	0	16067	9457	41726	197567	9018	308598	345278	0	304	1171	0	0	14076	48991	10650	1389	63067	8158	20694	18317	0	33380	47169	36940	0	26746	0	0		0		0		0		0	false							
166849	22310	0	2800	26418	0	42336	0	0	0	0	65740	0	7233	5381	15028	6267	2926	39536	58507	0	0	1812	0	0	11066	12442	8765	1999	23508	826	781	280	1005	19242	2892	3208	0	1607	0	0		0		0		0		0	true							
167453	29392	0	5042	29650	0	45341	0	0	1053	0	60475	0	3765	5827	6036	21498	3355	40299	56710	0	0	301	0	0	2500	4934	1552	198	7434	0	0	400	0	3149	400	0	1053	0	0	0		0		0		0		0	false							
167752	4198	0	968	5920	0	9365	0	0	0	0	13236	0	2952	3738	1205	5854	266	8397	10284	0	0	0	0	0	294	654	205	156	948	520	1355	0	0	104	1874	0	0	1874	0	0		0		0		0		0	true							
168357	30574	0	4115	50239	0	90128	0	0	0	0	100747	0	16798	13896	10293	42627	3841	85946	83949	67	0	947	0	0	7615	9939	4274	1571	17554	425	2355	919	448	13106	4147	11201	0	2780	0	0		0		2277		0		2277	false							
168571	22323	0	44887	97193	0	150470	0	0	0	0	163518	0	15154	47615	26524	58498	7173	105178	148364	405	0	7173	0	0	16714	39512	3628	390	56226	5897	15573	983	0	33720	22453	9842	0	21470	0	0		0		7855		0		7855	false							
169327	91330	0	45375	190153	0	226688	0	0	29	0	267938	0	3469	43477	49929	73308	21019	181313	261384	0	3085	8109	29	29	30530	23396	27419	10945	47346	2180	3159	4876	796	42361	11011	0	0	5074	3085	0		0		0		0		0	true							
169354	337576	1	7878	29649	0	47035	0	0	0	0	396026	0	1898	8260	6381	38032	2683	39106	394128	50	0	330	0	0	4999	9304	891	10	14303	2080	2871	263	0	8823	5214	0	0	4951	0	0		0		0		0		0	true							
169653	329153	0	136216	705454	0	705454	0	0	48045	0	5576464	0	430583	447626	208559	4692262	48410	560252	5145011	8986	870	11180	48045	48045	113833	269572	36049	4436	383405	40253	86110	4796	0	215331	131159	406730	0	126363	0	0		0		356196		0		356196	false							
169756	425487	0	24246	35644	0	64593	0	0	0	0	519545	0	184724	206995	13765	34477	4811	40347	334821	0	0	1943	0	0	5604	10790	5208	80	16393	17181	20445	274	0	7916	37900	0	0	37626	0	0		0		0		0		0	true							
170257	11143	4	2244	37128	0	46049	0	0	0	0	30356	0	1164	2055	3782	10377	1851	43801	29192	0	0	948	0	0	2196	3260	1420	1160	5456	0	800	0	0	4254	800	0	0	800	0	0		0		0		0		0	true							
170275	53440	0	20225	52799	0	163130	0	0	0	0	92462	0	845	19271	19410	1592	11231	142905	91617	0	0	4996	0	0	8227	15067	7998	2310	23294	1250	2024	0	554	14192	3828	0	0	3274	0	0		0		0		0		0	true							
170332	68384	0	2944	68229	0	112307	0	0	0	0	175461	0	4224	971	39255	31583	6829	109363	171237	0	0	2268	0	0	11813	30173	19986	4972	41986	316	5761	2189	283	27689	8550	0	0	6077	4946	0		0		0		0		0	true							
171133	7236	0	0	49786	14913	55258	0	0	0	0	184498	0	0	0	23324	65266	5508	40345	184498	0	0	2590	0	0	24667	47706	2535	168	72373	13451	23470	0	0	51752	36921	0	0	36921	0	0		0		0		0		0	false							
171656	21260	0	12643	43520	0	77711	0	0	0	0	74872	0	22508	33629	6984	23786	4104	65068	52364	0	0	2033	0	0	3234	4909	3840	1100	8143	290	6944	9252	257	6099	16743	311	0	7234	0	0		0		0		0		0	true							
171759	26087	1	14815	60559	0	90140	0	0	13	0	70199	0	8742	15391	6567	24331	1903	75324	61457	0	0	119	13	13	2045	7049	5786	1824	9094	1505	1069	0	503	10137	3077	9788	0	2574	0	0		0		5968		0		5968	true							
171768	82766	0	71143	405410	0	405410	0	0	8152	0	579565	0	93876	118563	39830	218953	12959	334267	477040	0	8649	6895	8152	249	47089	92632	25924	11348	139720	35371	50639	11866	2978	137162	100854	16178	0	86010	0	0		0		13198		0		13198	true							
172251	13738	8	1431	17455	0	24445	0	0	0	0	29962	662	2141	1717	5065	5385	1918	23006	27159	0	0	890	0	0	2794	3603	2592	140	6254	644	812	255	0	4064	1711	0	0	1456	0	0		0		0		0		0	true							
172457	47650	0	366	177774	0	177778	0	0	10742	0	151130	0	403	0	10700	75400	2807	177412	150727	0	0	765	0	0	5436	8938	3356	376	13952	3264	4926	1784	0	7406	9974	0	0	8190	0	0		0		0		0		0	true							
172475	105054	0	123666	91837	0	285088	0	0	0	0	239782	0	8636	128301	41430	53405	16615	161174	231146	248	0	3673	0	0	11661	25432	29859	6013	37093	1052	3495	2871	937	31536	8355	5160	0	4547	10670	0		0		4167		0		4167	true							
172859	20893	0	19268	42440	0	64120	0	0	8530	0	83181	0	34039	27865	14242	17443	4880	44852	41451	0	7691	1092	4037	2987	9169	12951	8379	5662	22120	1277	1869	0	5538	21919	8684	17342	0	3146	0	0		0		11150		0		11150	true							
173306	344213	0	39853	19550	0	52514	0	0	0	0	422618	6	3544	0	19642	48664	6884	12661	419068	0	0	1622	0	0	5520	14798	6992	1271	20318	0	1161	0	0	8939	1161	0	0	1161	0	0		0		0		0		0	true							
173342	20606	0	22523	30727	0	70241	0	0	0	0	47511	0	1487	23329	11173	2453	4352	47718	46024	0	0	1891	0	0	3462	10989	3853	10	14451	975	4164	1000	0	7141	6139	0	0	5139	0	0		0		0		0		0	true							
173557	195150	0	12249	20094	0	29570	0	0	0	0	300591	0	7754	17471	21268	76460	6580	17321	292837	0	0	1436	0	0	7178	9781	7322	3048	16959	600	0	1053	0	6061	1653	0	0	600	0	0		0		0		0		0	true							
173575	940388	0	26021	67770	0	84763	0	0	0	0	1427754	0	6252	0	91616	61267	27373	58742	1421502	0	0	9310	0	0	71040	63390	37189	4913	134430	74989	115850	57943	784	84916	249567	0	0	190839	0	0		0		0		0		0	false							
173641	44378	114	35230	61925	0	120734	0	0	0	0	142051	0	1203	29808	28003	21736	15387	85390	140848	0	0	8650	0	0	9471	22498	23284	3775	31969	3105	10426	3123	255	31025	16909	0	0	13531	0	0		0		0		0		0	true							
173959	10606	0	15176	19479	0	38170	0	0	0	0	42995	0	1755	15929	7062	0	1755	22994	41240	0	0	0	0	0	5012	11345	4306	2263	16333	6191	2342	932	0	15863	9465	0	0	8533	0	0		0		0		0		0	true							
174321	33982	0	375	79190	0	85639	0	0	0	0	80730	0	33	0	9001	27670	5570	85264	80697	0	0	2469	0	0	4463	7140	2920	0	11603	791	3152	612	0	5521	4555	0	0	3943	0	0		0		0		0		0	false							
174367	8925	0	1412	18409	0	27975	0	0	0	0	31121	0	5846	5936	1958	12794	451	26563	25275	0	0	0	0	0	936	3289	1455	6	4169	541	2909	264	0	3730	3714	0	0	3450	0	0		0		0		0		0	true							
174572	801546	0	683914	1814104	0	4377550	0	0	5004	0	3094457	0	2831	673640	803602	596263	390845	3693636	3091626	0	0	151028	0	0	299272	608657	409433	93059	907929	60298	94659	111117	20153	606819	286227	0	5000	154957	0	0		0		0		0		0	true	481575	1663191	205144	391119	801546	0	
175056	33339	0	6623	92602	0	130154	0	0	0	0	193017	0	18246	11632	28955	36736	4083	123531	174039	0	732	0	0	0	33195	53154	18815	377	83342	6313	7942	3147	0	76585	17402	36760	0	14255	0	0		0		8492		0		8492	false							
175140	92145	0	0	162298	0	208251	0	0	0	0	295644	877	4484	0	52770	102764	20930	208251	290283	0	0	3580	0	0	24577	37153	28108	6072	49698	1776	1686	791	572	43140	4825	28699	0	3146	15284	0		0		0		0		0	true							
175458	5978	5	2583	5531	0	10923	0	0	0	0	17884	0	2610	3511	5028	5168	1347	8335	15274	0	0	0	0	0	1667	3915	1144	13	5582	0	0	0	0	1710	0	0	0	0	0	0		0		0		0		0	true							
175609	81112	0	27033	128621	0	173424	0	0	1468	0	125296	0	19163	41481	6090	30591	3794	146391	106133	0	0	1147	1468	1468	4091	6524	802	312	10615	986	879	0	0	5639	1865	0	0	1865	0	0		0		0		0		0	true							
176101	213582	0	94043	9195	0	908461	0	0	0	0	1032175	0	178582	235849	21609	736144	9371	814227	851868	191	1725	2984	0	0	15602	34812	9176	0	37019	8454	13851	554	0	37981	22859	71128	0	22304	0	0		0		0		0		0	false							
176325	101034	0	9503	70568	0	93282	0	0	50	0	130207	0	14995	22496	7993	8755	5660	83779	112623	0	2589	2248	50	0	2725	6690	4937	1323	9309	1322	2193	937	291	7682	4743	0	0	3515	2589	0		0		0		0		0	false							
176437	7150	0	8279	22571	0	36945	0	0	0	0	30764	0	3662	10270	11105	2682	3415	28666	27102	0	0	700	0	0	4192	8484	3525	468	12676	300	1284	2680	0	5563	4264	0	0	1584	0	0		0		0		0		0	true							
176464	136211	10	154371	346933	0	467858	0	0	0	0	703147	0	9385	154502	69410	434579	21652	313477	693666	0	96	7127	0	0	26507	58564	21997	7005	85071	6849	10118	1317	0	44663	18284	4989	0	16967	0	0		0		0		0		0	false							
176642	22662	0	57818	20876	0	99714	0	0	0	0	42683	0	5463	0	8763	7942	2594	41896	37220	0	0	482	0	0	982	3254	6212	1299	4236	0	332	0	0	2984	332	0	0	332	0	0		0		0		0		0	true							
177135	7432	0	0	13716	0	13716	0	0	0	0	10005	0	100	0	230	0	0	13716	9905	0	0	0	0	0	112	223	5	939	335	1000	0	0	294	1049	1294	0	0	1000	0	0		0		0		0		0	false							
177443	41113	0	17822	28758	0	79610	0	0	0	0	113123	0	2100	15835	32235	16646	9423	60604	110322	1184	701	1862	0	0	10071	28266	8942	4612	38336	252	2715	0	506	19656	3473	0	0	2967	0	0		0		0		0		0	true							
177500	22087	0	927	19991	0	19991	0	0	0	0	57080	0	1615	0	16487	0	8354	19064	53972	0	1493	5979	0	0	7163	15859	7601	0	23022	1496	2548	324	0	14136	4368	0	0	4044	1493	0		0		0		0		0	true							
177555	8092	0	2665	8072	0	16439	0	0	0	0	11969	0	80	2495	2856	191	796	13774	11889	0	0	0	0	0	1003	1052	1631	0	2055	0	0	0	0	830	0	0	0	0	0	0		0		0		0		0	true							
177751	18110	0	0	436607	0	552952	0	0	0	0	778238	0	7416	0	3536	712944	130	552952	769405	0	1417	0	0	0	15736	8110	10275	63	23846	3224	3785	5991	0	30648	13000	166837	0	7009	0	0		0		0		0		0	true							
177920	260077	0	84515	334976	0	531284	0	0	14753	0	636131	0	44683	70398	85241	177281	57425	444472	588709	2297	2739	22610	10002	10002	26092	100222	33868	11671	126314	8224	9527	8267	903	86612	26921	91184	4751	17751	249	0		0		0		0		0	true	90637	105277	62964	114317	209408	40784	
178150	44029	17	6788	49169	0	94568	0	0	0	0	159264	0	15903	14516	31852	53835	13337	87763	143361	0	0	3499	0	0	12278	17481	18437	1783	29590	2804	2487	6132	0	18125	11423	0	0	5291	0	0		0		0		0		0	true							
178244	40328	3036	0	30165	0	71238	0	0	0	0	71021	666	4598	78	11077	10008	4315	68040	65757	162	0	1996	0	0	2889	5933	5990	3074	8822	0	1233	267	1298	6810	2798	0	0	1233	0	0		0		0		0		0	true							
178356	24439	0	17714	42053	0	65947	0	0	0	0	73948	0	30711	41560	6465	5989	5406	48233	43237	0	0	1455	0	0	6986	3815	1150	1271	6850	12862	15711	252	1473	6757	30298	0	0	27118	0	0		0		0		0		0	true							
178851	155033	0	18221	197216	0	253235	0	0	0	0	272664	0	15049	26183	32805	44912	10340	235014	257615	0	0	3870	0	0	13866	22787	16869	3425	35282	4811	8314	2192	454	24142	15771	0	0	12854	0	0		0		0		0		0	true							
179148	17519	0	14997	56443	0	85381	0	0	5236	0	124458	0	33055	45304	16178	67453	5450	70384	76051	0	15352	1048	5236	5236	4559	10368	8107	14286	14927	559	0	1607	0	21142	2166	0	0	559	14455	0		0		0		0		0	false							
179335	34709	0	1023	53070	0	64947	0	0	0	0	109772	0	508	257	27718	8958	8877	63924	109264	0	0	3602	0	0	2555	5543	20266	18164	8098	268	806	10136	8367	18810	19577	0	0	1074	0	0		0		0		0		0	true							
179700	284539	4	13089	22785	0	44470	0	0	8179	0	499263	0	18042	0	37607	112980	16193	31377	481221	0	0	2882	7680	5943	16502	33583	15933	4363	50085	6427	20289	3502	1145	32774	31363	0	0	26716	4377	0		0		0		0		0	true							
180144	16266	0	1849	41115	0	52120	0	0	0	0	68334	0	600	2323	23224	4292	15418	50271	67734	0	0	6708	0	0	18549	13673	9117	1675	32222	3482	683	597	0	19790	4762	0	0	4165	0	0		0		0		0		0	true							
180537	13557	0	3720	21874	0	37668	0	0	0	0	79889	0	5070	5486	19976	11022	5174	33948	74819	0	0	2279	0	0	16901	25247	904	0	42148	6009	6249	0	0	23076	12258	0	0	12258	0	0		0		0		0		0	true							
180845	25309	1	3604	34589	0	44919	0	0	5000	0	69432	0	5865	5967	11817	26897	2034	41314	63069	0	498	0	5000	2000	2915	6485	3945	0	9400	0	3881	0	0	1528	3881	0	0	3881	0	0		0		0		0		0	false							
181963	73770	1	541	85454	0	148910	0	0	0	0	113855	0	4269	3914	5287	30833	2001	148329	109586	39	0	516	0	0	2162	5694	711	0	7856	0	686	0	0	3279	686	0	0	686	0	0		0		0		0		0	true							
182951	298358	0	10182	34964	0	57463	0	0	0	0	442185	0	86021	93578	22764	47949	9363	47280	356164	1	0	4142	0	0	17699	34129	11107	1106	51827	7531	20829	2860	619	41276	31839	0	0	28359	0	0		0		0		0		0	true							
183668	488342	0	3590	79523	0	79523	0	0	0	0	788718	0	82163	79416	5981	281130	5064	75925	706555	8	0	473	0	0	2766	5855	3364	100	8621	2389	3080	1691	0	6104	7160	3662	0	5469	0	0		0		0		0		0	true							
183770	127584	0	709	111766	0	172207	0	0	18404	0	364064	0	3803	0	88100	49252	21209	170536	352614	962	7647	7033	16909	10636	49912	50909	38768	6793	76419	13667	12166	13439	1574	58283	40846	0	748	16471	0	0		0		0		0		0	true							
183958	36321	82	20721	109662	0	109662	0	0	0	0	118344	0	20752	37956	26944	21861	11433	88859	97592	0	0	4828	0	0	12850	12401	17289	2106	24995	5377	2206	5566	2366	17702	15515	0	0	7583	0	0		0		0		0		0	true							
184656	26052	0	21453	66312	0	102322	0	0	10243	0	118899	0	2239	23692	26036	53234	3349	80869	116660	0	0	1072	10243	2041	5332	14733	8870	5209	20065	0	5179	291	0	8108	5470	0	0	5179	0	0		0		0		0		0	true							
184759	5387	80	5002	1168	0	17940	0	0	0	0	23031	50	1542	0	5826	5319	1168	12858	21439	0	0	1168	0	0	4757	5110	1790	16	9867	0	300	352	0	5847	652	0	0	300	0	0		0		0		0		0	false							
185251	5667	0	2804	3120	0	12471	0	0	0	0	8029	0	595	3399	1909	0	0	9667	7434	0	0	0	0	0	916	1330	117	0	2246	0	0	0	0	453	0	0	0	0	0	0		0		0		0		0	false							
185448	14213	0	9027	24095	0	39739	0	0	0	0	60512	0	16670	23267	7828	31623	2991	30461	43842	251	0	1152	0	0	1567	5822	4770	844	7389	0	1031	642	0	5174	1673	0	0	1031	0	0		0		0		0		0	true							
185859	423627	0	41047	42468	0	52772	0	0	0	0	686217	0	4382	45429	43027	191192	18370	11725	681835	0	0	3984	0	0	12128	23111	19993	6410	35075	1173	5028	2376	1179	18615	9756	0	0	6200	0	0		0		0		0		0	false							
186221	121588	0	34712	92144	0	167448	0	0	0	0	1029881	0	33767	52559	73335	739174	17531	132645	996114	91	0	3174	0	0	20342	49607	45645	13602	69949	17994	11806	8490	1633	55861	39923	43213	0	29800	0	0		0		0		0		0	true	37489	95156	109023	88903	108466	12405	
186548	26918	0	17046	54127	0	71902	0	0	0	0	82206	0	9088	18135	12557	30425	6713	54856	73118	0	0	2999	0	0	2616	8546	6401	3758	11162	671	1022	1850	0	8763	3543	0	0	1693	0	0		0		0		0		0	true							
186717	266192	0	142739	132129	0	408271	0	0	0	0	426475	0	13268	149074	84701	24026	41722	265532	413207	0	0	15042	0	0	32641	31224	24823	30893	47315	4554	6229	534	5359	34880	16676	0	0	8347	0	0		0		0		0		0	true							
186744	689413	0	26222	43196	0	123655	0	0	2321	0	1262331	0	254254	265715	123032	340513	33767	96345	1000397	1088	7680	10054	2321	2070	55641	52560	63118	13315	102551	12204	24938	9894	735	61602	47771	2321	0	34503	0	0		0		0		0		0	true	16000	31174	0	253385	3338	527391	
187648	2700	0	1012	3620	0	3624	0	0	1644	0	20128	0	748	110	5664	0	0	2612	19380	0	0	0	1644	996	1728	6937	4886	1700	8662	1068	543	566	0	9587	2177	0	0	1611	0	0		0		0		0		0	true							
187947	147976	0	84868	487659	0	717911	0	0	49138	0	823458	0	187232	242723	131998	368883	41448	630946	633982	2097	2244	14020	1094	0	76454	90062	26018	5366	166516	19844	65454	23400	0	65903	108698	24276	27456	85298	0	0		0		0		0		0	true	224524	230252	173282	195601	137624	10352	
188056	2957	0	6506	64668	0	194270	0	0	0	0	196969	0	12262	14566	33987	143588	17277	187039	184707	725	0	1520	0	0	10314	20635	11232	4595	30949	1126	1363	250	909	12789	3648	0	0	2489	0	0		0		0		0		0	true							
188177	46857	0	0	7956	0	7956	0	0	0	0	120171	0	0	0	37342	19690	13997	7956	120171	0	0	3268	0	0	9196	26015	14502	711	35211	957	1392	851	0	13082	3200	0	0	2349	0	0		0		0		0		0	true							
188430	4103	0	2484	163079	0	224461	0	0	27440	0	151048	0	0	2234	35233	91552	6175	221977	151048	0	0	3377	27440	1440	2667	11311	30696	3757	13978	984	3487	1295	1196	13198	6962	0	0	4471	0	0		0		0		0		0	true							
188449	45007	7	5917	49764	0	110872	0	0	0	0	179207	0	24940	27001	10889	106616	7713	104948	154267	0	0	4716	0	0	8585	4566	4048	196	13151	6848	2214	1127	0	6506	10189	56	0	9062	0	0		0		0		0		0	false							
188720	54037	0	7010	72195	0	139356	0	0	0	0	138387	0	8600	12988	26313	16752	11604	132346	129787	0	0	2053	0	0	7241	23706	11703	11570	30947	1319	7081	1072	3907	27907	13379	0	0	8400	0	0		0		0		0		0	true							
188739	16982	0	1783	21102	0	25871	0	0	0	0	31563	0	2117	2396	3569	40	2831	24088	29446	0	0	0	0	0	2445	6957	1937	253	9402	0	1915	1033	0	8023	2948	0	0	1915	0	0		0		0		0		0	false							
188917	135114	0	0	5415	0	14302	0	0	0	0	150560	1	1	0	6515	6186	3976	14302	150558	0	0	1406	0	0	1409	4479	1866	997	5879	0	509	0	0	2236	509	0	0	509	0	0		0		0		0		0	true							
189044	157193	0	71793	48374	0	599764	0	0	420	0	404325	0	14260	37954	65869	137247	12929	527971	390065	0	0	3731	420	0	27265	41235	17660	2404	62371	5730	10879	3081	1631	22695	21321	29947	0	16609	0	0		0		7419		0		0	true	45091	222570	59232	78015	150281	6910	
