"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
3971																																							19314	4926	112277	1328	6730	6786	398	28530	880584	651805	8995	770882	0	7477	110082	0	109702	2	880584	0	0	9384	0	0	100923	0	178647	473158			0	705592	698115	-607	1172	0	0	0	109702	1008	0	
4156																																							8583	7738	61511	0	1783	6622	15	8579	280718	242748	476	254831	0	2742	3750	0	25887	1200	280718	0	0	17422	0	0	6657	889	55138	187610			0	164168	161426	608	23460	0	0	7857	25887	112	0	
4231																																							39756	3599	54320	0	0	938	0	752	142417	121935	482	122417	0	768	0	0	20000	500	142417	0	0	6603	0	0	12100	0	37459	84476			0	43820	43052	797	0	0	0	0	20000	0	0	
5069																																							91180	733	8908	0	0	34598	4897	7470	441344	234794	5670	240464	0	7988	0	0	200880	4500	441344	0	0	190786	0	0	4129	0	56716	178078			0	300538	292550	1465	0	0	0	0	200880	1008	0	
5135																																							57326	11474	80454	0	1042	7343	2007	14892	541573	438112	2234	456675	0	4715	16329	0	84898	651	541573	0	0	59883	0	0	24391	0	95765	342347			0	371750	367035	-27	0	0	0	0	84898	0	0	
5210																																							569495	23371	385834	1817	39344	34266	0	90715	2694267	2354796	15269	2434384	0	20207	34561	0	259883	4798	2694267	0	0	155798	0	0	108340	2667	93283	2261513			0	1557776	1537569	-9053	0	0	0	29758	259883	1050	8139	
5461																																							17572	17775	265691	0	77	13119	0	17483	801127	715400	6748	722148	0	6713	0	0	78979	2059	801127	0	0	68660	0	0	4241	0	298982	416418			0	476123	469410	4019	0	0	0	0	78979	0	0	
5751																																							1899	4816	84079	0	1114	2092	43	6599	253199	203301	1758	212559	0	2410	7500	0	40640	600	253199	0	0	30017	0	0	8752	0	79963	123338			0	154813	152403	1271	0	0	0	0	40640	154	0	
6039																																							35621	14832	23896	1042	0	6460	475	6284	380175	343564	1751	345315	0	3927	0	0	34860	469	380175	0	0	3737	0	0	30568	3154	130070	213494			0	253338	249411	86	39000	0	0	0	34860	0	0	
6329																																							146673	36278	87373	0	0	33026	331	32693	1275472	1152426	9616	1167042	0	17642	5000	0	108430	2600	1275472	0	0	68724	0	0	37400	6188	447518	704908			0	950550	932908	-294	2	0	0	0	108430	0	0	
7009																																							127272	515	309083	0	0	2145	0	7196	877589	767569	8478	776047	0	0	0	0	101542	500	877589	0	0	99829	0	0	552	0	132198	635371			0	417275	417275	661	0	0	0	0	101542	14103	0	
7045																																							11195	3579	154968	0	0	1769	0	2211	262828	235569	1426	236995	0	1153	0	0	25833	100	262828	0	0	21147	0	0	2325	0	35539	200030			0	90259	89106	2261	0	0	0	0	25833	0	0	
7072																																							1803	5851	26642	0	5425	11191	0	16349	391510	335007	4747	350340	0	3068	10586	0	41170	0	391510	0	0	36983	0	0	4060	8670	65054	269953			0	252642	249574	127	28923	0	0	0	41170	0	37082	
7456																																							5527	2744	33144	0	0	815	0	3910	119998	108580	326	108906	0	887	0	0	11092	400	119998	0	0	3764	0	0	6600	0	24115	84465			0	74745	73858	328	0	0	0	0	11092	0	0	
7634																																							11965	732	13762	0	0	427	0	747	82848	71783	161	71944	0	1155	0	0	10904	200	82848	0	0	2430	0	0	8060	0	15742	56041			0	56370	55215	214	0	0	0	0	10904	0	0	
8033																																							52411	3310	3773	0	0	5908	308	6264	371578	305909	4762	320807	0	1802	10136	0	50771	774	371578	0	0	42751	0	0	7226	0	88432	217477			0	292106	290304	20	9300	0	0	0	50771	0	0	
8462																																							3166	8271	88512	0	0	311	0	801	162971	134549	122	134671	0	2014	0	0	28300	350	162971	0	0	26383	0	0	350	0	47055	87494			0	58844	56830	1217	5080	0	0	0	28300	0	0	
8631																																							8129	2055	11405	0	0	2891	0	3240	70510	62423	820	63243	0	398	0	0	7267	500	70510	0	0	5992	0	0	800	0	23294	39129			0	41230	40832	-25	1958	0	0	0	7267	0	0	
9357																																							29964	3919	38541	1063	32868	1065	0	6841	674585	523084	4513	563597	0	4923	0	0	110988	500	674585	0	0	53811	0	0	56160	0	220055	303029			0	564255	559332	517	0	0	36000	0	110988	992	0	
9553																																							1648	2602	42486	0	0	892	0	8789	215979	135594	1278	197420	0	1212	60548	0	18559	400	215979	0	0	16143	0	0	1700	0	28650	106944			0	110237	109025	316	21750	0	0	0	18559	0	28787	
9807																																							511200	16230	293423	69	0	23549	8511	154604	2621174	2203724	12645	2248340	0	31225	0	0	372834	20000	2621174	0	0	237205	0	0	112272	0	166684	2037040			0	1643543	1612318	3357	0	0	0	31971	372834	1270	0	
9955																																							16539	1675	68242	0	0	5812	0	3862	194462	149518	518	170683	0	1706	20647	0	23779	110	194462	0	0	20352	0	0	3023	0	39127	110391			0	100038	98332	294	0	0	0	0	23779	0	0	
10250																																							55972	10991	197381	0	0	9195	0	5560	609803	557763	1483	559246	0	5299	0	0	50557	1500	609803	0	0	13486	0	0	32000	0	164110	393653			0	336003	330704	3571	0	0	0	0	50557	0	0	
10849																																							15512	1623	76606	0	694	6121	618	3048	283764	249855	429	254284	0	2487	4000	0	29480	16	283764	0	0	13068	0	0	15375	0	35348	214507			0	182029	179542	1021	0	0	0	0	29480	0	0	
11145																																							98790	6249	66598	84	450	6233	266	12526	396717	327973	3082	354788	0	2931	23733	0	41929	1000	396717	0	0	15758	0	0	25000	175	94126	233847			0	208277	205346	171	0	0	0	0	41929	0	0	
11640																																							23204	10814	136508	0	0	3800	0	19099	385989	334739	2829	337568	0	2978	0	0	48421	650	385989	0	0	4990	0	0	41845	0	93433	241306			0	195542	192564	936	0	0	0	0	48421	0	0	
11837																																							880	1031	63697	0	0	1195	620	727	126462	108596	358	110026	0	925	0	0	16436	314	126462	0	0	3585	0	0	11686	0	14332	94264			0	59237	58312	851	0	0	1072	0	16436	0	0	
12030																																							56049	46160	36686	0	0	3346	1737	18368	485849	409420	2990	412410	0	12048	0	0	73439	300	485849	0	0	72772	0	0	300	0	147188	262232			0	329417	317369	67	5230	0	0	0	73439	0	904	
12142																																							5182	6705	130541	0	0	4937	0	9886	300892	269174	6050	275224	0	1711	0	0	25668	1250	300892	0	0	10217	0	0	17650	0	94403	174771			0	137062	135351	-3449	8200	0	0	0	25668	0	90	
12311	12523448	1293977	22913769	0	5881808	1432692	7261	6135221	174866037	3003060	155530881	403990	2217742	3438043	1024710	18931166	39999	174866037	908358	263505	1886567	1340567	780000	16207993	1391011		0	111834077	109616335	16607	0	258485	19335156	6590	11415000	0	0	0			22913769							147543078					3438043					908358	263505						49983989	97559089							0	0	0	258485		6590		
12647																																							21838	3411	0	0	598	3872	0	2803	182693	158035	152	163187	0	1074	5000	0	19506	250	182693	0	0	2200	0	0	17056	193	57601	100434			0	111386	110312	0	0	0	0	0	19506	0	39666	
12656																																							6218	1439	0	0	0	141	0	181	21616	19384	92	19476	0	175	0	0	2140	72	21616	0	0	1680	0	0	388	0	5923	13461			0	11075	10900	0	0	0	0	0	2140	75	2662	
12946																																							67842	29323	344869	32	24407	36521	410	40419	1934594	1669871	17910	1734418	0	24747	46637	0	200176	1	1934594	0	0	129179	15101	0	68103	8270	330971	1338900			0	1388176	1363429	2893	0	0	0	0	200176	3971	0	
13103																																							133964	22709	422581	1489	16477	20002	0	38291	2905449	2474484	46168	2530748	6142	19334	9542	0	368559	500	2905449	0	0	353889	0	0	34019	728	512196	1962288			0	2059608	2040274	-19849	0	0	0	554	374701	208934	0	
13251																																							14430	2431	6303	0	0	1525	50	1255	62203	55354	445	55799	0	626	0	0	6404	25	62203	0	0	3885	0	0	2475	0	13186	42168			0	36231	35605	19	604	0	0	0	6404	0	0	
13457																																							3404	262	7132	0	0	6	0	1126	22648	17972	206	18178	0	97	0	0	4470	50	22648	0	0	271	0	0	4143	0	4829	13143			0	10815	10718	6	0	0	0	0	4470	0	0	
14155																																							9828	7038	26018	0	0	6966	0	7847	283274	249417	1158	253575	0	3686	3000	0	29699	176	283274	0	0	29028	0	0	160	267	42609	206808			0	228996	225310	335	0	0	0	0	29699	0	0	
14650																																							1489	1131	0	0	90	272	0	2195	50040	43812	512	44324	0	949	0	0	5716	200	50040	0	0	5216	0	0	300	0	12617	31195			0	36428	35479	0	4800	0	0	0	5716	0	4584	
14753																																							3675	3178	7177	0	0	90	0	767	56276	50338	197	50535	0	530	0	0	5741	300	56276	0	0	3182	0	977	1277	0	18820	31518			0	22456	21926	5	15828	0	0	0	5741	58	3577	
14865																																							145284	29735	19684	0	1308	9170	0	16804	722445	661989	3888	665877	0	4737	0	0	56568	730	722445	0	0	40944	0	0	14869	0	177998	483991		1231	0	503920	499183	25	0	0	0	0	56568	0	1277	
14977																																							3192	5987	0	0	0	1578	0	766	53115	42886	58	42944	0	624	0	0	10171	0	53115	0	0	10171	0	0	0	0	8934	33952			0	41493	40869	0	723	0	0	0	10171	0	0	
16551																																							40027	6385	82849	391	4728	10148	294	8221	410702	365909	1231	367140	0	4056	0	0	43562	175	410702	0	0	23460	0	0	19825	1729	102815	263094			0	239660	235604	102	0	0	0	0	43562	0	20326	
17110																																							31312	5014	0	0	0	2113	0	3856	186671	144652	10798	155450	0	279	0	0	31221	300	186671	0	0	23935	0	0	6986	0	0	144652			0	72818	72539	0	0	0	0	0	31221	71737	100	
17147																																							434909	167596	2422788	0	577863	118866	601	518364	14904055	12299511	239190	13019848	0	199775	334243	0	1884207	10871	14904055	0	0	509314	1597	125	1301238	18582	2575963	9723547			0	9121250	8921475	62659	0	0	0	146904	1884207	0	1721414	
17259																																							4537	3972	16635	0	0	1594	0	2559	63536	56002	1637	57639	0	175	0	0	5897	769	63536	0	0	4219	0	0	769	0	13670	42332			0	32787	32612	140	642	0	0	0	5897	0	985	
17950																																							2945	7296	373564	0	5584	8989	607	7140	719836	637434	3517	647251	0	5499	0	0	72585	725	719836	0	0	34622	0	0	32837	618	156230	481204			0	318592	313093	4401	0	0	6300	0	72585	0	0	
17978																																							45386	3142	0	0	0	5717	629	4545	318452	192820	276	193343	0	1440	247	0	125109	0	318452	0	0	125109	0	0	0	0	5775	187045			0	134581	133141	0	0	0	0	0	125109	0	125892	
18050																																							93619	10153	325222	0	0	10508	0	11410	844040	762363	3586	765949	0	6915	0	0	78091	1214	844040	0	0	64337	0	0	7671	370	325837	436526			0	386589	379674	4869	775	0	0	0	78091	0	12309	
18827																																							95412	20795	139165	2196	10155	31907	43	57499	1781977	1557787	9394	1617181	0	12364	50000	0	164796	563	1781977	0	0	60283	0	0	104756	0	383410	1174377			0	1435915	1423551	-806	0	0	0	0	164796	1254	0	
18836																																							16707	2283	31637	0	0	4459	1126	7202	195720	171579	1965	176765	0	1652	3221	0	18955	180	195720	0	0	17011	0	0	1676	0	49264	122315			0	133958	132306	88	0	0	0	0	18955	0	0	
18854																																							177706	15504	0	0	479	8942	0	8418	1132070	1008900	7211	1016111	0	12306	0	0	115959	40	1132070	0	0	101721	0	0	14198	1334	330412	678488			0	931993	919687	0	0	0	0	0	115959	0	0	
19356																																							518	1568	13233	0	796	1266	270	3993	93048	83020	543	83563	0	878	0	0	9485	2025	93048	0	0	3707	0	0	3950	0	26360	56660			0	68691	67813	-197	3591	0	0	0	9485	0	0	
19936																																							108946	2855	108309	0	0	4226	132	9192	427339	383927	1783	392222	0	4478	6512	0	35117	420	427339	0	0	20678	0	0	13580	0	107420	276507			0	196090	191612	439	0	0	0	0	35117	0	2067	
19972																																							24886	20046	0	0	0	431	0	5979	123780	100502	1187	101689	0	399	0	0	22091	0	123780	0	0	22091	0	0	0	0	264	100238			0	45526	45127	0	0	0	0	0	22091	0	27311	
20053																																							10050	6440	8573	0	0	421	0	2600	146849	124268	444	129712	0	1617	5000	0	17137	150	146849	0	0	10774	0	0	6053	0	31346	92922			0	119953	118336	160	429	0	0	0	17137	0	0	
20633																																							21260	6688	51803	0	0	5760	7078	12927	339057	289576	2743	301166	0	3069	8847	0	37891	1106	339057	0	0	34319	0	0	2816	0	36684	252892			0	235371	232302	-350	456	0	0	0	37891	783	0	
20857																																							51610	2500	193322	0	569	3735	468	7569	487195	424081	1013	442026	0	3123	16932	0	45169	200	487195	0	0	2985	0	0	36309	203	104682	319399			0	230342	227219	5675	0	0	0	0	45169	0	0	
21256																																							3180	244	3401	0	0	164	0	445	12541	11331	1	11332	0	72	0	0	1209	105	12541	0	0	626	0	0	495	0	3394	7937			0	5179	5107	-17	0	0	0	0	1209	0	0	
21359																																							14932	3824	15862	0	91	322	0	1162	73881	66931	395	67330	0	429	4	0	6551	550	73881	0	0	2563	0	0	3350	0	18689	48241			0	37877	37448	88	0	0	0	0	6551	0	240	
21658																																							14386	1268	76616	0	0	1984	50	4618	220399	192833	1392	199663	0	2199	5438	0	20736	100	220399	0	0	15853	0	0	4157	0	38721	154112			0	122568	120369	626	14	0	0	0	20736	1094	0	
22048																																							20351	5238	45785	0	0	3615	165	9565	273412	236521	2337	248349	0	2727	9491	0	25063	1000	273412	0	0	17285	0	0	6650	0	58398	178123			0	191420	188693	128	0	0	0	0	25063	0	0	
22543																																							44626	4584	30666	0	2813	6006	208	2480	334550	295245	1908	307153	0	2217	10000	0	27397	602	334550	0	0	14936	0	0	11698	1980	116699	178546			0	229167	226950	161	14188	0	0	0	27397	49	0	
22552																																							23780	1827	5474	0	0	2446	590	1730	118847	101372	463	109603	0	917	7768	0	9244	100	118847	0	0	2287	0	0	6900	0	25297	76075			0	83419	82502	-43	0	0	0	0	9244	46	452	
22730																																							1022	3172	126030	0	0	3088	0	5127	227159	192003	1539	204164	0	1572	318	0	22995	250	227159	0	0	19387	0	0	300	0	79085	112918			0	90292	88720	3058	0	0	2571	7733	22995	0	0	
23456																																							1529	1694	115120	0	0	3112	0	2403	279773	249208	609	250085	0	2194	268	0	29688	126	279773	0	0	27499	0	0	1012	508	36999	212209			0	153650	151456	1051	3759	0	0	0	29688	0	192	
23504																																							1120934	62086	1258788	0	164840	123115	0	475475	12688444	11143352	201040	11371233	119	92760	25000	0	1317092	1	12688444	0	0	496104	0	121	824819	29335	3766231	7377121			-8529	9546631	9453871	4576	0	0	0	1841	1317211	0	0	
23643																																							3756	1902	91666	0	0	1513	608	7496	247258	223930	255	224185	0	1072	0	0	23073	200	247258	0	0	20293	0	0	2300	574	54131	169799			0	132315	131243	280	8500	0	0	0	23073	0	0	
23755																																							32140	1924	84855	0	1616	5651	703	6538	299540	268049	2349	275398	0	2269	5000	0	24142	110	299540	0	0	18486	0	0	4615	0	71340	196709			0	167827	165558	931	290	0	0	0	24142	265	0	
24006																																							143959	7691	57387	0	6257	22564	0	57883	1874243	1529483	26812	1637141	20	7881	76614	0	237082	0	1874243	4232	4232	143981	0	0	106376	0	219855	1309628			-10176	1227443	1219562	-3099	7235	0	0	0	237102	0	347473	
24378																																							12825	785	7046	0	0	1590	0	1135	72789	64941	422	65363	0	186	0	0	7426	0	72789	0	0	7385	0	0	0	0	11092	53849			0	47760	47574	41	135	0	0	0	7426	0	1699	
24453																																							120274	3928	13070	0	2150	13596	0	4016	420534	374595	2795	377390	0	5426	0	0	43144	929	420534	0	0	11969	0	0	30017	1062	50051	324544			0	266812	261386	229	1052	0	0	0	43144	0	0	
24659																																							41073	2005	0	0	1880	734	0	648	120706	110329	422	110751	0	626	0	0	9955	50	120706	0	0	1955	0	0	7950	0	32181	78148			0	54201	53575	0	12506	0	0	0	9955	0	8285	
24668																																							249440	18730	342860	0	730	17722	200	16762	1955165	1683256	6006	1692295	0	18480	0	0	262870	625	1955165	0	0	94778	0	0	156588	2423	332779	1350477			0	1324778	1306298	10879	0	0	0	3033	262870	0	0	
24949																																							155576	7896	42392	0	1093	4452	0	16047	504787	438791	5052	455243	0	7207	11400	0	49544	1800	504787	0	0	13788	0	0	33223	1420	134437	304354			0	282507	275300	733	611	0	0	0	49544	0	0	
25357																																							40258	7965	24931	0	1982	5159	267	8718	476439	429074	513	429587	0	5599	0	0	46852	1608	476439	0	0	7764	553	0	36907	0	83942	345132			0	386973	381374	573	1	0	0	0	46852	0	5231	
25647																																							51868	6488	26354	0	0	6451	0	3916	393953	278028	5826	366734	0	3023	82880	0	27219	12	393953	0	0	-1210	0	0	28079	0	93920	184108			0	301899	298876	338	0	0	0	0	27219	0	0	
26457																																							1925	683	17567	0	0	165	0	573	44560	41052	48	41100	0	226	0	0	3460	100	44560	0	0	3113	0	0	250	0	7765	33287			0	23348	23122	-3	525	0	0	0	3460	0	0	
26765																																							446692	29195	144236	0	10006	44709	2636	88514	2789265	2494858	10336	2505194	0	28205	0	0	284071	2360	2789265	0	0	6201	0	0	274632	2008	1071318	1423540			0	2048416	2020211	878	0	0	0	0	284071	0	1058	
27070																																							35555	16668	206872	427	30152	10852	0	25690	895871	730620	5666	749286	0	4833	13000	0	146585	0	895871	0	0	143677	0	0	0	175	82506	648114			0	574221	569388	2908	92	0	0	0	146585	0	0	
27548																																							134430	15981	445550	0	15539	20915	0	25741	1327415	1190578	9974	1205552	0	11229	5000	0	121863	250	1327415	0	0	59353	0	0	55854	6469	391271	799307			0	671498	660269	6406	0	0	0	0	121863	2521	0	
27614																																							8210	9523	269080	0	2837	7758	50	13101	566468	501946	3254	517700	0	1447	12500	0	48768	1515	566468	0	0	37345	0	0	6139	0	130768	371178			0	257356	255909	3769	0	0	0	0	48768	0	0	
27847																																							4854	10113	159936	0	0	9862	427	26310	731173	639793	4588	654381	0	7285	10000	0	76792	430	731173	0	0	63832	0	0	7982	0	153791	486002			0	526864	519579	4548	0	0	0	0	76792	0	92	
28013																																							174207	18681	1097423	0	41639	61842	100	234272	5426055	4186925	30579	4750180	108	39493	481886	0	675767	0	5426055	13475	790	241604	0	0	441748	0	841446	3345479			-18040	3817273	3777780	10455	0	0	0	50000	675875	219	6417	
28152																																							11554	3631	49529	0	0	1371	166	5316	193517	173760	1618	177128	0	1448	0	0	16389	105	193517	0	0	3417	0	0	12000	511	49075	124685			0	122887	121439	867	0	0	750	1000	16389	0	0	
28675																																							5269	1794	100479	0	627	1865	0	2114	198532	149164	1137	175801	0	798	25500	0	22731	0	198532	0	0	21574	0	0	0	0	11261	137903			0	87167	86369	1157	0	0	0	0	22731	15	0	
28732																																							33900	10248	9394	0	0	3125	0	2107	141501	124955	1361	126316	0	1170	0	0	15185	250	141501	0	0	14506	0	0	307	0	49739	75216			0	81361	80191	122	2166	0	0	0	15185	0	370	
29476																																							619	2174	2306	0	199	2170	164	3865	93043	78271	375	79992	0	1414	1346	0	13051	0	93043	0	0	6993	0	0	6068	0	9094	69177			-42	72432	71018	32	7600	0	0	0	13051	0	2928	
29636																																							66153	16050	542169	17	13605	25446	4481	39834	1337945	1128203	15889	1211378	0	4351	0	0	126567	1	1337945	0	0	8798	0	0	124806	0	287518	840685			0	634041	629690	-7038	0	0	0	67286	126567	500	0	
29878																																							213303	12218	43307	0	0	21332	2999	29482	2129532	1419469	26893	1458362	0	17708	12000	0	671170	0	2129532	0	0	672545	0	0	0	0	49387	1370082			0	1824599	1806891	-1375	0	0	0	0	671170	0	0	
30052																																							6873	768	0	0	0	2453	0	276	44941	39656	198	39957	0	393	103	0	4984	1000	44941	0	0	3453	0	0	531	578	16332	23324			0	24807	24414	0	6561	0	0	0	4984	0	3018	
