"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	SELECTED COMPONENTS OF TOTAL DEPOSIT	SELECTED COMPONENTS OF TOTAL DEPOSIT	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS OF 250000 OR LESS WITH	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	Total reciprocal deposit	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
10849	95480	0	4752	7667	0	18515	0	0	0	0	231340	0	34116		35336	49241	8171	13762	197224	1	0	2360	0	0	15306	37503	16594	713	47683	1234	11735	3120	413	34781	16502	0	0	12969	747	false							
11145	53554	0	47208	94126	0	177179	0	0	5053	0	150795	0	15899		18726	49086	8159	129969	134896	2	0	4519	5053	5053	3821	12329	9804	3768	16142	8516	5673	3716	528	10996	18433	0	0	14189	0	true							
11640	20289	0	52511	93433	0	210998	0	0	0	0	123741	0	3796		29739	31269	17785	158487	119945	0	0	9717	0	0	13502	20513	13909	8861	33952	2135	7510	2492	3262	27045	15399	0	0	9645	0	true							
11837	7517	0	36804	14332	0	66329	0	0	0	0	42267	0	80		11825	14431	2331	29525	42187	0	0	525	0	0	2322	8673	7021	735	10995	0	305	1263	0	6926	1568	0	0	305	0	true							
12030	50588	0	38737	147188	0	208495	0	0	0	0	200925	0	1726		50037	47419	16460	169758	198999	0	200	5606	0	0	19614	37847	20310	5348	57457	3197	11833	4319	450	33082	19799	0	0	15030	0	false							
12142	42013	0	22139	94403	0	172797	0	0	0	0	96377	0	2500		19090	14724	6961	150658	93877	0	0	1839	0	0	12018	18393	2533	1	26942	2905	3490	300	0	13855	6695	0	0	6395	0	true							
12311	23127522	39361	7427444	64899534	0	85137499	0	0	1825650	0	62405579	0	2395543		2922372	33937023	832932	77668822	60008546	1872	1490	409847	1628080	1348260	1569482	2062386	506541	102452	3631868	408460	605541	70805	15367	1318489	1100173	878124	191041	1014001	0	true	13509132	12701862	18733367	11934739	10008797	12895111	
12647	34817	0	2201	57601	0	69331	0	0	0	0	88704	0	7354		10664	34144	3103	67130	81350	0	0	671	0	0	3854	8774	4342	0	12628	256	2517	0	0	6306	2773	0	0	2773	0	true							
12656	3668	0	1209	5923	0	9283	0	0	0	0	10101	0	1420		2339	1965	767	8074	8681	0	0	219	0	0	539	1754	1484	164	2293	0	0	256	271	1603	526	0	0	0	0	true							
12946	107539	804	292485	336737	0	599886	0	0	13561	0	1069985	0	214333		126618	443649	46970	306597	855652	0	0	22442	0	0	64396	165504	37536	10579	227526	50470	154999	34431	882	151397	240782	140226	13561	205465	0	true							
13103	833569	0	37712	175442	0	361050	0	0	0	0	2113434	0	461397		126087	924941	68146	323079	1650043	259	1994	29371	0	0	54692	101504	34165	25590	156196	41252	73743	16226	7752	89863	138973	0	0	114995	0	true	12894	128927	417390	249325	276309	352559	
13251	5792	0	870	13186	0	19162	0	0	0	0	36191	0	2975		4917	25379	1044	18292	33216	0	0	0	0	0	998	3072	950	0	4070	0	0	0	0	103	0	0	0	0	0	true							
13457	3978	0	450	4829	0	8314	0	0	0	0	9658	0	322		1857	1792	1197	7864	9336	0	0	0	0	0	819	2188	378	0	3007	503	0	0	0	1529	503	0	0	503	0	false							
14155	33367	0	8192	69324	0	129939	0	0	0	0	119478	0	12860		15506	51631	7115	121002	105879	745	739	3251	0	0	8044	15845	4656	2019	23889	1017	2202	696	0	15059	3915	38101	0	3219	0	true							
14650	9372	0	5092	12617	0	20807	0	0	0	0	23005	0	369		3954	1551	1880	15715	17676	0	4960	887	0	0	1501	4129	4261	1021	5630	261	909	0	0	6958	1170	0	0	1170	0	true							
14753	19977	0	1248	18820	0	18820	0	0	0	0	31518	0	1201		6807	0	2754	17572	30317	0	0	832	0	0	2308	6969	785	257	9277	500	450	272	0	3512	1222	0	0	950	0	false							
14865	146564	1	27603	387037	0	387037	0	0	0	0	274952	0	20059		22755	84334	9030	359433	254886	0	7	4297	0	0	20381	10835	5360	3280	25413	810	1564	1128	695	17102	4197	67389	0	2374	0	true							
14977	6783	0	0	8934	0	13476	0	0	0	0	29410	0	0		6953	986	4098	13476	29410	0	0	2006	0	0	3928	9831	2962	0	13759	784	3673	462	0	9768	4919	0	0	4457	0	false							
16551	65554	0	10287	102815	0	166430	0	0	0	0	199478	0	8268		47778	51851	22269	155550	191210	593	0	6966	0	0	7754	22687	37445	1063	30441	2369	2716	8038	0	21171	13123	0	0	5085	0	true							
17110	0	0	0	0	0	0	0	0	0	0	144652	0	6797		22372	0	9547	0	137855	0	0	5542	0	0	67223	0	0	0	67223	77429	0	0	0	44851	77429	0	0	77429	0	false							
17147	1755714	0	1643411	2575963	0	7357714	0	0	284746	0	4941797	0	743409		479815	2401838	157947	5713118	4198388	1185	0	34380	284746	261606	212376	318276	121834	19244	530364	40398	61335	8038	2744	191915	112515	65593	0	101733	0	true	251109	1710122	1342848	732149	1161738	589476	
17259	16290	0	2869	13664	0	21409	0	0	0	0	34593	0	4300		7652	1715	4855	18540	30293	0	0	2472	0	0	1103	6716	5348	400	7819	0	858	2163	0	5915	3021	0	0	858	0	false							
17950	115784	313	60973	156087	0	288887	0	0	0	0	348547	293	48872		35813	159925	22218	227601	298885	0	497	10964	0	0	9936	31416	15034	2864	41210	3856	9733	0	0	23437	13589	22239	0	13274	0	true							
17978	65042	0	0	4561	0	42988	0	0	0	0	149832	0	981		42250	3066	30396	42988	146054	0	2797	13371	0	0	9237	33961	17546	6407	43198	4994	6366	3212	0	24901	14572	0	0	11360	0	true							
18050	129354	0	89819	325837	0	432520	0	0	0	0	329843	0	4921		40724	59999	12085	342701	324922	0	0	4423	0	0	19622	37367	17702	0	55881	11813	29495	24491	0	33967	65799	0	0	40813	0	false							
18827	1054024	0	28382	70882	0	129321	0	0	25000	0	1428466	0	281736		84546	204691	21054	99105	1146482	1834	248	5151	25000	0	18829	68069	23657	9555	86898	3358	39344	6614	326	35564	49640	7838	0	42701	0	true							
18836	27379	0	3598	47667	0	63346	0	0	0	0	108233	0	5181		34750	20163	13414	59748	103052	0	0	5145	0	0	16478	22931	13776	2987	35570	903	1820	1512	283	21423	4518	4413	0	2418	0	true							
18854	55837	0	77909	588525	0	593261	0	0	101384	0	415639	0	5111		23282	138451	2321	515352	329599	0	80929	816	101384	101384	21540	98136	29553	676	119676	19692	35880	15624	250	126624	71446	287707	0	55572	80929	true							
19356	13634	0	4990	25776	0	43395	0	0	2977	0	39625	0	784		7384	4564	1217	38385	34393	20	4448	0	2977	0	2120	5040	7014	411	7144	0	4846	1996	0	7201	6842	0	0	4846	0	false							
19936	23539	0	45210	107420	0	219436	0	0	0	0	164491	0	17564		16397	103434	7912	174226	146927	0	0	3315	0	0	7782	15863	5272	2868	23645	1441	1945	1830	517	15388	5733	0	0	3385	0	true							
19972	100502	0	0	0	0	0	0	0	0	0	100502	0	0		0	0	0	0	100502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
20053	15951	0	2367	31346	0	46530	0	0	12631	0	77738	0	7648		24733	24852	8085	44163	70090	0	0	2571	8190	2238	5590	11131	13992	214	16721	2006	2168	1834	0	6194	6008	4441	0	4174	0	true							
20633	62977	0	19021	39834	0	136670	0	0	0	0	152906	0	11987		26985	27802	12755	117644	140174	5	745	4902	0	0	4973	35738	8524	4112	40711	502	5217	2696	365	26362	8780	21352	0	5719	0	true							
20857	51058	0	63113	104682	0	253939	0	0	0	0	170142	0	12106		23631	68863	11665	190826	158036	0	0	391	0	0	7696	22199	6168	2482	29864	1966	7045	2240	425	14914	11676	0	0	9011	0	true							
21256	1208	0	4133	3405	0	8019	0	0	0	0	3312	0	308		502	487	1306	3886	3004	0	0	877	0	0	70	214	48	408	284	0	877	0	0	238	877	0	0	877	0	true							
21359	16762	0	2553	18689	0	27854	0	0	0	0	39077	0	2186		3750	16456	4141	25301	36891	0	0	0	0	0	793	3756	826	229	4549	254	0	0	0	1855	254	0	0	254	0	true							
21658	33144	5	6323	38721	0	98754	0	0	3	0	94079	0	2650		30292	11648	15815	92426	91429	0	0	6455	3	3	7472	16724	15115	3741	24196	1478	2939	1818	0	12760	6235	0	0	4417	0	true							
22048	35855	0	12648	129050	0	129050	0	0	8199	0	107471	0	10887		19987	0	7089	116402	96294	0	290	3180	8199	5241	11564	19425	16639	1361	30929	10114	8005	3941	567	29002	22627	0	0	18119	0	true							
22543	72605	33	15954	123533	0	160842	0	0	0	0	134403	0	8760		11207	42704	4999	144358	125146	497	497	1817	0	0	4726	7561	3177	1843	10668	250	530	255	753	6099	1788	19207	0	780	0	true							
22552	18051	0	2501	11796	0	44788	0	0	4652	0	56584	0	2591		15856	5346	3229	42287	53993	0	0	337	4652	0	4019	8951	17382	12	12970	517	574	1732	0	14510	2823	0	0	1091	0	true							
22730	121	0	20206	83386	0	114641	0	0	0	0	77362	0	10954		8575	61625	2407	94435	66408	0	0	514	0	0	2808	4842	3226	1499	6681	542	1700	0	1000	3799	3242	0	0	2242	0	true							
23456	30268	0	12781	36999	0	132124	0	0	0	0	117084	0	13412		36386	16570	14892	119343	103672	0	0	3796	0	0	8621	23533	17802	5256	32154	2954	9757	2322	0	18827	15033	0	0	12711	0	true							
23504	4833197	0	158038	1083360	0	1339101	0	0	415735	0	9804251	0	1602223		398808	3670090	249890	1181063	8202028	0	0	109883	372283	372283	402158	388634	141053	26877	790792	158741	142727	35355	5419	559914	342242	436936	43452	301468	623	true	133520	34632	1407060	1340376	1951980	262792	
23643	20318	0	20334	53479	0	108196	0	0	0	0	115734	0	11483		27542	1987	6853	87862	104151	0	100	2746	0	0	10595	28317	18715	155	38912	2209	20100	11763	1574	30240	35647	0	0	22309	0	true							
23755	90114	73	12263	83355	0	142220	0	0	0	0	125829	22	9837		9238	18044	4568	129884	115970	0	0	1165	0	0	3852	5905	2785	2271	9757	477	1382	1000	0	5575	2859	12015	0	1859	0	false							
24006	397563	0	25478	219207	0	423233	0	0	30000	0	1106250	0	48897		157774	332843	61904	397755	1057353	0	0	19789	30000	10000	64564	119583	100856	19924	184147	12433	31078	23294	4111	147153	70916	0	0	43511	0	true	72815	121364	208239	124604	327555	58106	
24378	25338	0	0	10950	0	17928	0	0	0	0	47013	0	507		12848	1556	5335	17928	46506	0	0	1382	0	0	1526	5748	6412	5805	7274	0	315	312	0	6644	627	0	0	315	0	false							
24453	24979	0	3378	144419	0	172788	0	0	9492	0	201807	0	12420		6726	145761	3363	169410	186873	0	2514	2180	9492	6711	5969	13733	7153	1210	19702	1580	1422	0	0	21339	3002	5761	0	3002	2514	true							
24659	42567	0	1606	32184	0	55223	0	0	0	0	55106	0	2197		8124	661	4001	53617	52909	0	0	1377	0	0	3947	3832	2154	965	7087	443	0	538	0	2773	981	0	0	443	0	true							
24668	427941	0	31586	13043	0	104582	0	0	0	0	1578673	0	128730		94669	661028	45583	72499	1445368	497	4575	27805	0	0	90387	173277	34622	2358	263664	42198	120011	25457	1396	205974	189062	148485	0	162209	0	false							
24949	61913	0	16870	152333	0	204924	0	0	0	0	233867	0	4608		61370	76521	13917	187806	229259	248	0	3845	0	0	19217	48869	20455	0	68025	1463	3573	1856	0	27171	6892	15007	0	5036	0	true							
25357	245892	0	19262	20040	0	57219	0	0	0	0	371855	252	4942		31489	43699	9812	37957	366661	0	0	4982	0	0	21887	37353	8234	3808	59240	3260	4962	1178	1582	39793	10982	0	0	8222	0	true							
25647	27095	3	0	93920	0	96372	0	0	0	0	181657	0	34		40001	20962	7681	96369	174372	0	7251	3271	0	0	21897	62616	17994	2248	84513	7699	17269	3618	259	64754	28845	0	0	24968	7250	false							
26457	3653	0	2293	7765	0	12753	0	0	0	0	28299	0	4358		3683	16469	710	10460	23941	0	0	473	0	0	2366	3400	1565	74	5766	0	503	269	0	3722	772	0	0	503	0	true							
26765	70307	0	21749	110090	0	246723	0	0	0	0	2248135	0	129045		57490	1646180	19698	224460	2076228	514	42862	17086	0	0	87403	116621	9766	3664	204024	155896	140337	17022	939	159964	314194	24376	0	296233	42621	true							
27070	196809	0	16999	170615	0	170615	0	0	11	0	560005	0	23884		129012	122861	60570	153119	534670	497	1451	22671	11	11	61038	100055	37424	5582	151029	9477	20196	4257	2306	75087	36236	19480	0	29409	0	false							
27548	162984	0	113585	391271	0	691398	0	0	0	0	499180	0	39473		40774	260293	22410	573377	456048	4436	3659	1213	0	0	12701	22884	20797	7439	35585	3714	5994	525	1849	23048	12082	153680	0	9708	3162	true							
27614	136992	0	4428	130768	0	249092	0	0	0	0	252854	0	40125		32061	48324	12092	244664	212729	0	0	800	0	0	11033	20802	13049	4432	31065	6987	10088	1148	0	17254	18223	0	0	17075	0	true							
27847	76854	0	46076	153791	0	259211	0	0	4163	0	380582	0	23141		102908	51446	40205	212887	352483	248	4958	20916	0	0	25435	75749	99817	3375	101184	7213	26509	13033	1151	101468	47906	12622	4163	33722	4958	true							
28013	1172738	0	284051	260710	0	512743	0	0	103533	0	3674182	0	264897		274724	1988331	78600	228692	3409285	0	0	29278	103533	82533	205307	125366	78859	18481	330673	26400	38843	13863	5994	153289	85100	0	0	65243	0	true	116281	112411	1766191	222140	1169874	2864	
28152	42248	0	6713	49076	0	72611	0	0	12	0	101149	0	6963		16758	34915	7836	65898	94186	0	0	2451	12	12	7522	8266	5393	1499	11953	787	0	518	0	5922	1305	3263	0	787	0	true							
28675	20286	0	19363	48501	0	49619	0	0	38331	0	99545	0	11034		49522	20550	3585	30256	88511	0	0	762	37706	17500	6076	21621	23209	3433	27697	663	2438	754	515	4817	4370	0	625	3101	0	false							
28732	27735	0	2804	49739	0	58007	0	0	0	0	66949	0	4378		7128	14979	3588	55203	62571	0	0	1676	0	0	3353	10210	2242	0	13563	806	6554	1071	0	8677	8431	0	0	7360	0	true							
29476	4764	0	896	9177	0	27128	0	0	2191	0	51144	0	1161		12992	1338	3934	26232	43678	0	6305	2703	0	0	8273	18380	10426	4393	26653	419	1867	784	500	28480	3570	3302	10	2286	8883	true							
29636	122158	0	66292	113250	0	221475	0	0	0	0	906728	0	174277		93561	532491	38351	155183	732451	0	0	18746	0	0	26450	104575	41206	5555	131025	10196	50936	12283	878	84225	74293	0	0	61132	0	false							
29878	773743	0	0	49387	0	178845	0	0	0	0	1240624	0	0		200275	21991	85845	178845	1240624	0	0	30610	0	0	81920	204504	72935	16874	286424	16113	32212	16305	4025	175958	68655	0	0	48325	0	true	20477	121595	20849	1142	757763	15980	
30052	4827	0	0	16332	0	19506	0	0	0	0	20150	0	0		744	10011	42	19506	20150	0	0	0	0	0	318	3210	909	0	3528	0	875	0	0	3692	875	0	0	875	0	true							
30502	153014	0	116487	227535	0	551554	0	0	0	0	429901	0	22191		45555	190522	19080	435067	407463	0	247	5310	0	0	13533	29745	18755	11256	43092	1113	9496	2158	310	27734	13077	0	0	10609	0	true							
30650	10981	0	1057	40373	0	62691	0	0	5	0	67010	0	492		8594	36206	2406	61634	66518	0	0	443	5	0	3680	6698	3165	0	10378	4150	1140	699	290	4950	6279	2406	0	5290	0	true							
30810	40812710	0	86	1486279	0	1545646	0	0	14632996	0	75777886	0	0		16370680	10953855	2677611	1545206	75777886	354	0	1085473	13909560	8684832	4268421	9412217	5381940	2924163	13680638	476351	1153951	270944	123334	5616061	2024580	0	694957	1630302	8620657	true	1228442	0	4931198	6022657	40812710	0	
31134	23043	7472	5077	74990	0	90299	0	0	0	0	62631	200	458		12534	9518	5644	77750	61973	0	0	2401	0	0	6003	15658	1652	563	21555	1303	4591	0	299	11342	6193	0	0	5894	0	true							
31255	16920	0	84152	84291	0	137203	0	0	0	0	652460	0	209663		20195	456677	5619	52058	442797	993	0	2070	0	0	17714	27644	6951	1426	18365	82234	39693	897	2303	33541	125127	57183	0	121927	0	false							
31657	16515	0	9467	43581	0	83911	0	0	0	0	77516	0	5064		13571	5868	5979	74444	72452	0	0	3641	0	0	9324	21665	3561	0	30988	5091	13135	2357	0	20979	20583	0	0	18226	0	true							
31826	49762	0	25649	139159	0	183187	0	0	8925	0	183770	0	28859		32778	39625	15357	157538	154911	0	0	6717	0	0	16351	38035	15983	1913	35608	2889	14414	3620	1178	39504	22101	8925	0	17237	0	false							
31835	10099	0	16510	45834	0	68754	0	0	0	0	74355	0	16266		16021	8930	5729	52244	58089	0	0	3101	0	0	17011	21933	2717	14	38944	3010	9610	1031	0	25654	13651	0	0	12620	0	false							
32234	16144	0	41131	51685	0	105919	0	0	35247	0	80512	0	29194		17375	13847	2310	64788	45641	0	5677	996	35247	35247	15913	16081	1926	339	31575	4903	6714	4645	0	16883	16262	4502	0	11617	5921	true							
32766	20409	0	65	120177	0	127969	0	0	2503	0	41388	0	9		2589	14108	1888	127904	41379	0	0	1286	0	0	1635	3281	142	3	4916	1000	811	0	0	2472	1811	0	2503	1811	0	true							
32971	54855	0	6527	77732	0	110366	0	0	0	0	174998	0	1614		22367	81513	5434	103839	173384	0	0	1370	0	0	7231	18347	6450	1442	25578	0	4864	0	300	11101	5164	19131	0	4864	0	true							
33147	119280	0	3024	16265	0	20793	0	0	25003	0	255444	0	51626		23749	11167	13897	17769	203818	0	0	7107	25003	23132	25897	35098	14014	6265	60995	6766	25157	8012	3788	57525	43723	25003	0	31923	0	true							
33259	43721	4	30935	231772	0	431206	0	0	0	0	473782	0	11344		83270	283632	20651	386386	459464	13881	2974	5222	0	0	26334	54810	41839	4353	81144	5526	9863	3704	0	44066	19093	0	0	15389	2974	true							
33268	15083	0	8711	82991	0	99781	0	0	0	0	88603	0	5267		8929	37933	4830	91070	83336	0	0	2657	0	0	4658	12409	529	14	17066	8652	9066	260	0	8681	17978	0	0	17718	0	true							
33370	4814	0	0	431	0	3843	0	0	250	0	16974	0	0		6845	0	3956	3843	16974	0	0	1593	250	250	2239	3663	4095	866	5902	265	267	501	264	4018	1297	0	0	532	0	true							
33839	8189	0	5220	8923	0	19558	0	0	0	0	19431	0	1192		5048	3554	1281	14338	18239	0	0	419	0	0	973	2217	2253	1550	3190	0	313	383	0	1945	696	0	0	313	0	true							
33857	52094	0	24257	189143	0	304388	0	0	52132	0	585277	10035	74520		124082	282895	24456	279092	457373	1039	43349	12035	52132	1192	21780	57676	59701	66310	78514	7849	13421	20528	3021	81386	44819	166003	0	21270	0	false							
34434	38677	0	6414	99975	0	122007	0	0	0	0	253643	5	43946		30627	121103	18234	115593	209692	0	0	12116	0	0	15737	23092	19136	7794	38599	8658	12793	3784	2869	35132	28104	0	0	20739	0	false							
34537	811514	0	153146	1022540	0	1201099	0	0	207609	0	6635424	0	550340		179881	5322240	84599	1043731	6084140	4222	944	17138	207609	207609	85604	231937	28459	9355	317541	29921	98320	9318	8757	175473	146316	473317	0	128241	944	true	67946	106433	1902693	3091051	752776	58717	
34555	31824	0	52505	68636	0	144874	0	0	0	0	152574	0	24879		38855	37685	14903	89966	127595	2403	100	4955	0	0	7939	20835	25537	14452	28468	2675	3934	6876	817	29908	14302	2840	0	6608	0	true							
34742	38163	0	23567	71443	0	170839	0	0	0	0	290010	0	13469		41329	144821	14672	147272	276541	0	0	6705	0	0	23201	52467	15998	3	75668	1905	8887	4565	0	50341	15357	20287	0	10792	278	false							
35057	18989	0	6324	60584	0	106609	0	0	1176	0	75138	0	3470		8588	28244	1949	98210	64619	2075	7049	439	677	198	7609	8817	4858	1013	16426	1300	2372	1936	0	13710	5608	0	0	3672	4201	true							
35301	0	0	0	167897000	0	167916000	0	0	10639000	0	8539000	0	0		0	8339000	0	167915000	8539000	1000	0	0	10639000	10639000	0	0	0	0	0	200000	0	0	0	0	200000	0	0	200000	0	true	0	0	0	8339000	0	0	
35570	11535128	25	881399	863954	0	1378691	0	0	872232	0	18373846	0	4114888		998651	4552555	360264	494087	14195858	3180	63100	90754	871072	799170	330262	1255347	214224	28845	1585609	124509	296033	35218	1727	830027	457486	163054	307	420542	59366	true	89773	22032	2697945	1854559	2923739	4253640	
35646	12996	0	2751	16686	0	22448	0	0	0	0	42992	0	3795		8674	15994	2124	19697	39197	0	0	472	0	0	2029	5108	4187	473	7137	0	1955	251	0	3123	2206	0	0	1955	0	true							
35879	34210	0	9	7807	0	42051	0	0	0	0	210126	56	12476		53952	68819	19768	42042	197097	0	497	6089	0	0	9902	43130	25369	7796	53032	0	14202	6437	261	32245	20900	7900	0	14202	0	true							
36456	16142	323	11397	13046	0	45745	0	0	4075	0	68532	82	11142		14343	18777	4114	34025	56665	0	643	1359	2167	1244	6927	14803	5053	2568	21730	1744	1257	1007	255	15007	4263	0	1162	3000	0	true							
36933	11250	0	27835	151505	0	151505	0	0	2050	0	100817	0	3310		25961	0	8005	122428	86016	1242	11491	3916	2050	2050	10341	32027	19777	9956	42193	3029	8308	3037	3092	46140	17466	34313	0	11337	11740	true							
37051	9462	7	30	6086	0	18714	0	0	0	0	72567	0	2203		13358	26397	4139	18677	70364	0	0	1514	0	0	4150	9347	9799	4037	13497	1132	3425	4001	817	13975	9375	0	0	4557	0	true							
37341	10424	0	2087	14153	0	18005	0	0	3565	0	35608	0	1195		7935	7073	4483	15908	34403	10	10	1842	260	10	2042	8904	2551	724	10946	502	2421	970	0	6285	3893	824	3304	2922	0	true							
37435	222190	0	65923	310904	0	462861	0	0	0	0	1432248	0	138315		115405	1016427	53536	396938	1293933	0	0	17297	0	0	31944	72556	44292	21096	104443	6033	12885	3178	1647	54483	23743	0	0	18918	0	true							
37640	2157098	0	288919	1247830	0	1248435	0	0	1736	0	3282090	0	521343		227062	714165	62417	959060	2760452	456	295	17267	1736	1736	71390	173809	63668	21695	245199	29187	41443	8409	1226	103500	80265	0	0	70630	0	true	729202	229858	261425	363372	1259906	512655	
37659	7976	0	635	15108	0	22675	0	0	0	0	20946	0	1092		4713	0	706	22040	19854	0	0	402	0	0	2740	8800	108	0	11540	419	904	0	0	6935	1323	0	0	1323	0	false							
37949	12279	0	46719	40283	0	105380	0	0	2077	0	110389	0	7781		13296	66963	5188	58661	102608	0	0	2321	2077	2077	5194	7494	6054	3908	12688	3250	3666	603	976	9355	8495	0	0	6916	0	true							
38740	35340	0	37308	96286	0	150474	0	0	0	0	110134	0	9507		22099	27585	10006	112851	100627	315	0	1646	0	0	4757	17260	13067	5375	22017	2103	3330	1317	0	18360	6750	0	0	5433	0	true							
39327	129843	0	7440	310234	0	427944	0	0	0	0	312133	0	17891		26125	132428	12465	420439	293231	65	1011	3828	0	0	15006	17481	11099	0	30547	3354	1409	1514	0	17461	6277	39039	0	4512	0	true							
39756	34183	43	10548	226010	0	383021	0	0	103	0	319684	0	10548		20197	176610	9833	372430	309136	0	0	5525	103	103	16497	34337	5495	771	50834	13048	35116	1626	2002	36903	51792	103	0	48164	0	false							
40033	7425	0	3633	14891	0	28379	0	0	0	0	20307	284	278		7604	1275	2904	24746	19745	0	0	747	0	0	4277	4685	1897	138	7009	0	610	0	0	3393	610	0	0	610	0	false							
40499	1937069	1	9754	249054	0	336925	0	0	100000	0	3451192	0	308259		373024	831529	120903	326425	3132014	745	10919	37148	100000	100000	196521	293305	48793	21025	489826	23203	80656	13864	5227	186620	122950	45489	0	103859	10220	true	54849	39994	250854	274070	1021257	915812	
40855	7134	0	819	28793	0	28793	0	0	0	0	92632	0	14368		12558	57581	3740	27974	78018	0	246	1395	0	0	5636	5122	8158	7512	10758	253	558	678	0	13870	1489	0	0	811	0	true							
41553	15493	0	31355	14956	0	68220	0	0	0	0	34125	0	1901		7637	402	1847	36865	32224	0	0	322	0	0	3610	9674	2412	0	13284	1570	964	0	0	8059	2534	0	0	2534	0	true							
41629	60875	0	5792	92843	0	136139	0	0	0	0	112701	0	2555		25559	11118	4589	130347	110146	0	0	1476	0	0	7768	18365	9957	2283	26133	1179	515	641	0	12814	2335	2286	0	1694	248	true							
41825	79251	0	313	294496	0	313117	0	0	59643	0	340393	0	2749		25170	174557	20577	312804	337644	0	0	8397	1653	1653	12122	23607	15943	2494	35729	8311	12437	10897	775	28995	32420	58094	0	13705	0	true							
41955	6680	21	895	5473	0	15079	0	0	0	0	14833	53	3216		2888	2185	1401	14163	11564	0	0	0	0	0	1546	2626	712	0	4172	529	554	0	0	1997	1083	0	0	1083	0	false							
42037	11168	0	3232	24217	0	36860	0	0	3225	0	43721	0	4076		5009	18708	0	33628	39645	0	0	0	3225	3225	54	4627	2381	4064	4681	0	2204	0	515	6118	2719	0	0	2204	0	false							
42354	15454	2	17078	51486	0	98750	0	0	0	0	58694	0	2320		9099	21375	3391	81670	56374	0	0	1863	0	0	7060	9938	584	0	16998	862	3112	309	0	8483	4283	0	0	3974	0	true							
42372	31875	0	1951	83897	0	88174	0	0	0	0	281788	0	3658		49879	115720	26257	86223	278130	0	0	12530	0	0	13937	38136	27877	17251	52073	4205	17566	9718	5504	47322	36993	0	0	21771	0	true							
42420	1934366	0	176955	536563	0	806014	0	0	0	0	7105589	0	511481		268223	4740120	85026	628297	6593628	762	480	13642	0	0	83618	175195	83887	30028	258813	24011	22046	11772	545	104506	58374	7488	0	46057	0	true	126935	158182	2415606	2324514	1711218	223148	
42448	138900	0	107413	661231	0	682703	0	0	38288	0	879549	15238	37339		141342	228452	76848	575290	826972	0	0	37915	0	0	73100	178265	114414	16711	251365	28450	60876	36637	3742	241148	129706	23333	14292	89326	80063	true	64154	371012	23089	3898	133412	3673	
42457	4878	30	9408	8535	0	27216	0	0	12160	0	21673	0	896		2053	3122	842	17778	20777	0	0	199	375	375	801	1256	1078	62	2057	2001	3245	4138	1092	1144	10476	0	6555	5246	0	false							
