"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
40033																																																																																				55663	0				13.3565%			7838		58683	634	0										2984	58683	0	0.0000%	1135	0	157	1292	2.2379%	0	0	0	0	1	4855		1	0	8473	0	0	0	635	0	0	0		0	7838	0	0	7838	0	0	0	0	0	0						0	0	0		
40499																																																																																						588878	43758	43758	12.0422%	16.8579%	15.6053%	545120	3493178	4526765	829	0			8.8579%							409983	4599270								0	0	0		0	207642	15.6053%	1	0	618454	69802	2703	0	687	142	0	0		0	545120	0	0	545120	0	0	0	0	0	0	0	0	0	43758	0	72505	0			
40855																																																																																				112905	0				8.8024%			12377		140610	249	0										3627	140860	0	0.0000%	9555	0	180	9735	6.7312%	0	0	0	0	1	9000		1	0	12876	200	50	0	249	0	0	0		0	12377	0	0	12377	0	0	0	0	0	0						250	0	0		
41553																																																																																				99792	0				12.5082%			14497		115900	-882	0										11197	115900	0	0.0000%	0	0	4	4	0.0034%	0	0	0	0	1	3300		1	0	13615	0	0	0	-882	0	0	0		0	14497	0	0	14497	0	0	0	0	0	0						0	0	2074		
41629																																																																																						31529	2190	2190	10.5331%	18.0249%	16.7729%	29339	174919	278540	-186	0			10.0249%							27170	278900								0	0	0		0	2529	16.7729%	1	0	29513	360	0	0	-186	0	0	0		0	29339	0	0	29339	0	0	0	0	0	0	0	0	0	2190	0	360	0			
41825																																																																																				513360	0				9.0570%			64814		715621	54	0										21938	715621	23	0.0032%	33364	0	4093	37457	5.1845%	0	0	0	0	1	42876		1	0	64868	0	0	0	54	0	0	0		0	64814	0	0	64814	0	0	0	0	0	0						0	0	146897		
41955																																																																																						3903	240	240	10.8594%	19.8082%	18.5901%	3663	19704	33731	70	0			11.8082%							1063	33731								0	0	0		0	2600	18.5901%	1	0	3733	0	0	0	70	0	0	0		0	3663	0	0	3663	0	0	0	0	0	0	0	0	0	240	0	0	0			
42037																																																																																				69897	0				12.0809%			11249		93114	200	0										9244	93114	0	0.0000%	1728	0	975	2703	2.9294%	0	0	0	0	1	2005		1	0	11449	0	0	0	200	0	0	0		0	11249	0	0	11249	0	0	0	0	0	0						0	0	0		
42354																																																																																						20713	1085	1085	11.3641%	23.8976%	22.6458%	19628	86674	172719	856	0			15.8976%							18768	172719								0	0	0		0	860	22.6458%	1	0	20484	0	0	0	856	0	0	0		0	19628	0	0	19628	0	0	0	0	0	0	0	0	0	1085	0	0	0			
42372																																																																																						71300	2450	2450	15.7849%	36.4218%	35.1703%	68850	195762	436177	327	0			28.4218%							68849	436177								0	0	0		0	0	35.1703%	1	0	69176	0	0	0	503	0	-177	0		0	68850	0	0	68850	0	0	0	0	0	0	0	0	0	2450	0	0	0			
42420																																																																																						1008415	81169	179696	9.0815%	14.5180%	11.9309%	828719	6945975	9125306	8687	181			5.9309%			2				443845	9432833								0	0	0		0	692221	11.9309%	1	0	1144753	295995	11352	0	9112	-244	-181	0		0	828719	0	0	828719	0	0	0	0	0	0	98527	0	0	179696	0	307346	0			
42448																																																																																						227536	19559	19559	11.1233%	14.5640%	13.3121%	207977	1562318	1869736	974	0			6.5640%							168639	1879449								0	0	0		0	49051	13.3121%	1	0	218664	7677	2036	0	974	0	0	0		0	207977	0	0	207977	0	0	0	0	0	0	0	0	0	19559	0	9713	0			
42457																																																																																						7915	552	552	12.0594%	17.9788%	16.7250%	7363	44024	61056	-92	0			9.9788%							6263	61056								0	0	0		0	1100	16.7250%	1	0	7271	0	0	0	-92	0	0	0		0	7363	0	0	7363	0	0	0	0	0	0	0	0	0	552	0	0	0			
43052																																																																																				103793	0				17.2104%			22345		129834	151	0										20297	129846	0	0.0000%	14821	0	590	15411	11.8105%	0	0	0	0	1	2060		1	0	22508	0	0	10	151	0	0	0		0	22347	2	2	22345	0	0	0	0	2	0						12	0	0		
43351																																																																																				251208	0				9.7659%			24575		251642	246	0										-1907	253912	0	0.0000%	25952	0	6	25958	10.3333%	0	0	0	0	1	28752		1	0	27091	1270	930	70	246	0	0	0		0	24575	0	0	24575	0	0	0	0	0	0						2270	0	0		
43856																																																																																						7126	444	444	7.9901%	18.4268%	17.2787%	6682	38672	83629	129	0			10.4268%		0					6392	83639								0	0	0		0	300	17.2787%	1	0	6821	0	0	10	129	0	0	0		0	6682	0	0	6682	0	0	0	0	0	0	0	0	0	444	0	10	0			
43959																																																																																						24702	1018	1018	10.3449%	23.7649%	22.7856%	23684	103943	228944	1392	0			15.7649%							17684	228944								0	0	0		0	6000	22.7856%	1	0	25076	0	0	0	1392	0	0	0		0	23684	0	0	23684	0	0	0	0	0	0	0	0	0	1018	0	0	0			
44040																																																																																				330397	0				12.0283%			46205		384137	1906	0										45805	384137	0	0.0000%	30544	0	112	30656	7.9279%	0	0	0	0	1	400		1	0	48111	0	0	0	1906	0	0	0		0	46205	0	0	46205	0	0	0	0	0	0						0	0	0		
44433																																																																																				362311	0				10.1594%			41669		410153	-1193	0										-18530	411552	0	0.0000%	33483	0	0	33483	7.9461%	0	0	0	0	1	61598		1	0	41875	0	9	1390	-1193	0	0	0		0	41669	0	0	41669	0	0	0	0	0	0						1399	0	0		
44741																																																																																						62756	4648	4648	9.4434%	15.8451%	14.6715%	58108	396060	615331	4386	0			7.8451%							48108	615331								0	0	0		0	10000	14.6715%	1	0	62494	0	0	0	4386	0	0	0		0	58108	0	0	58108	0	0	0	0	0	0	0	0	0	4648	0	0	0			
44750																																																																																				143575	0				9.2026%			15833		172049	-212	0										14101	172049	0	0.0000%	13052	0	161	13213	7.5421%	0	0	0	0	1	1732		1	0	15621	0	0	0	-212	0	0	0		0	15833	0	0	15833	0	0	0	0	0	0						0	0	0		
44929																																																																																						12402	1018	1018	6.0395%	15.2383%	13.9875%	11384	81387	188493	378	0			7.2383%							6950	194585								0	0	0		0	10526	13.9875%	1	0	17854	6071	21	0	378	0	0	0		0	11384	0	0	11384	0	0	0	0	0	0	0	0	0	1018	0	6092	0			
45038																																																																																				152200	0				11.0838%			19173		172982	1004	0										17406	172982	0	0.0000%	15563	0	291	15854	9.3480%	0	0	0	0	1	1767		1	0	20177	0	0	0	1004	0	0	0		0	19173	0	0	19173	0	0	0	0	0	0						0	0	0		
45047																																																																																						26294	1820	1820	10.5991%	18.1522%	16.8957%	24474	144853	230907	-24	0			10.1522%							13295	235899								0	0	0		0	16171	16.8957%	1	0	29442	4992	0	0	-24	0	0	0		0	24474	0	0	24474	0	0	0	0	0	0	0	0	0	1820	0	4992	0			
45056																																																																																				87546	0				12.8529%			12637		98320	44	0										10637	98320	0	0.0000%	0	0	210	210	0.2089%	0	0	0	0	1	2000		1	0	12681	0	0	0	44	0	0	0		0	12637	0	0	12637	0	0	0	0	0	0						0	0	16646		
45430																																																																																				122569	0				14.5491%			21418		147212	324	0										21150	147744	0	0.0000%	4298	0	13	4311	2.9371%	0	0	0	0	1	800		1	0	22274	0	0	532	324	0	0	0		0	21418	0	0	21418	0	0	0	0	0	0						532	0	0		
45458																																																																																				144566	0				9.5627%			17016		177942	778	0										6925	178835	0	0.0000%	25325	0	738	26063	14.3369%	0	0	0	0	1	10984		1	0	18687	391	502	0	778	0	0	0		0	17016	0	0	17016	0	0	0	0	0	0						893	0	0		
45551																																																																																						108961	10061	10061	8.5938%	12.8404%	11.6547%	98900	848582	1150829	749	0			4.8404%							85248	1157710								0	0	0		0	20533	11.6547%	1	0	106530	6514	367	0	749	0	0	0		0	98900	0	0	98900	0	0	0	0	0	0	0	0	0	10061	0	6881	0			
45560																																																																																						231744	17015	17015	8.5907%	15.5404%	14.3994%	214729	1491240	2499553	-15860	0			7.5404%							134939	2501564								0	0	0		0	81801	14.3994%	1	0	200880	2011	0	0	1898	2199	-19792	-165		0	214729	0	0	214729	0	0	0	0	0	0	0	0	0	17015	0	2011	0			
45775																																																																																				180163	0				9.0048%			18157		201637	-191	0										18157	201637	0	0.0000%	6083	0	258	6341	3.1113%	0	0	0	0	1	0		1	0	17966	0	0	0	-191	0	0	0		0	18157	0	0	18157	0	0	0	0	0	0						0	0	10893		
46053																																																																																						26345	2266	2266	8.3164%	14.5749%	13.3213%	24079	180756	289536	531	0			6.5749%							11079	289536								0	0	0		0	13000	13.3213%	1	0	24610	0	0	0	531	0	0	0		0	24079	0	0	24079	0	0	0	0	0	0	0	0	0	2266	0	0	0			
46941																																																																																				137050	0				10.6216%			19544		184002	454	0										17544	184002	0	0.0000%	16564	0	134	16698	9.0805%	0	0	0	0	1	2000		1	0	19998	0	0	0	454	0	0	0		0	19544	0	0	19544	0	0	0	0	0	0						0	0	0		
47247																																																																																				460693	0				9.2296%			61555		666929	881	0										18055	666929	805	0.1190%	100213	0	2522	102735	15.1824%	0	0	0	0	1	43500		1	0	62436	0	0	0	881	0	0	0		0	61555	0	0	61555	0	0	0	0	0	0						0	0	0		
47256																																																																																						5702	327	327	10.2504%	21.8192%	20.5679%	5375	26133	52437	0	0			13.8192%							4415	52477								0	0	0		0	1000	20.5679%	1	0	5415	0	0	40	0	0	0	0		0	5375	0	0	5375	0	0	0	0	0	0	0	0	0	327	0	40	0			
47452																																																																																				63261	0				16.9805%			12067		71064	146	0										10867	71064	0	0.0000%	1728	0	0	1728	2.3984%	0	0	0	0	1	1200		1	0	12213	0	0	0	146	0	0	0		0	12067	0	0	12067	0	0	0	0	0	0						0	0	3004		
47500																																																																																				437216	0				13.7285%			68804		501178	702	0										59038	501412	0	0.0000%	53884	0	2028	55912	11.4037%	0	0	0	0	1	10000		1	0	69740	0	234	0	702	0	0	0		0	68804	0	0	68804	0	0	0	0	0	0						234	0	0		
48057																																																																																				103685	0				8.1339%			10773		132445	111	0										6814	133011	0	0.0000%	0	0	65	65	0.0486%	0	0	0	0	1	4525		1	0	11450	566	0	0	111	0	0	0		0	10773	0	0	10773	0	0	0	0	0	0						566	0	7237		
48150																																																																																				33232	0				15.1412%			5368		35453	34	0										1568	35453	0	0.0000%	1101	0	93	1194	3.2800%	0	0	0	0	1	3800		1	0	5402	0	0	0	34	0	0	0		0	5368	0	0	5368	0	0	0	0	0	0						0	0	2231		
48374																																																																																				1416850	0				10.3726%			159003		1532913	694	0										102355	1558472	0	0.0000%	127602	0	1990	129592	9.1465%	0	0	0	0	1	82207		1	0	185256	21313	4246	0	694	0	0	0		0	159003	0	0	159003	0	0	0	0	0	0						25559	0	5149		
48440																																																																																				129175	0				10.2718%			17622		171557	785	680										14915	172237	0	0.0000%	8726	0	60	8786	5.0845%	0	0	0	0	1	2707		1	0	18407	0	0	0	785	0	0	0		0	17622	0	0	17622	0	0	0	0	0	0						0	0	0		
49054																																																																																						29088	2114	2114	11.2384%	17.2786%	16.0229%	26974	168347	240016	183	0			9.2786%							1829	240146								0	0	0		0	25275	16.0229%	1	0	27287	130	0	0	183	0	0	0		0	26974	0	0	26974	0	0	0	0	0	0	0	0	0	2114	0	130	0			
49148																																																																																				104427	0				12.6799%			15679		123652	748	0										13679	123652	0	0.0000%	5643	0	496	6139	5.1217%	0	0	0	0	1	2000		1	0	16427	0	0	0	748	0	0	0		0	15679	0	0	15679	0	0	0	0	0	0						0	0	0		
49241																																																																																						127812	9239	9239	11.3305%	13.7391%	12.7459%	118573	930281	1046490	272	0			5.7391%							5330	1054496								0	0	0		0	121249	12.7459%	1	0	126851	7153	853	0	272	0	0	0		0	118573	0	0	118573	0	0	0	0	0	0	0	0	0	9239	0	8006	0			
49652																																																																																				146263	0				11.7774%			17943		152351	1029	0										13822	152351	0	0.0000%	19309	0	300	19609	13.4067%	0	0	0	0	1	4121		1	0	18972	0	0	0	1029	0	0	0		0	17943	0	0	17943	0	0	0	0	0	0						0	0	78		
49858																																																																																				136531	0				11.6137%			15972		137527	142	0										7605	141007	0	0.0000%	37607	0	169	37776	27.6684%	0	0	0	0	1	11847		1	0	19594	3480	0	0	142	0	0	0		0	15972	0	0	15972	0	0	0	0	0	0						3480	0	2039		
49951																																																																																						11773	866	866	9.2839%	13.5815%	12.5825%	10907	86684	117483	-251	0			5.5815%							9787	117483								0	0	0		0	1120	12.5825%	1	0	10656	0	0	0	-251	0	0	0		0	10907	0	0	10907	0	0	0	0	0	0	0	0	0	866	0	0	0			
50144																																																																																				93162	560				13.9887%			14211		101589	0	0										13136	101589	0	0.0000%	59	0	0	59	0.0583%	0	0	0	0	1	1075		1	0	14211	0	0	0	0	0	0	0		0	14211	0	0	14211	0	0	0	0	0	0						0	0	2240		
50461																																																																																						35945	892	892	43.1188%	53.2203%	51.8996%	35053	67540	81294	0	0			45.2203%							30727	81294								0	0	0		0	4326	51.8996%	1	0	35053	0	0	0	0	0	0	0		0	35053	0	0	35053	0	0	0	0	0	0	0	0	0	892	0	0	0			
51253																																																																																				581088	0				13.0539%			118358		906688	18	13607										91609	929441	0	0.0000%	28472	0	170	28642	3.0648%	0	0	0	0	1	35895		1	0	127522	7575	1571	0	18	0	0	0		0	118358	0	0	118358	0	0	0	0	0	0						9146	0	1214		
51356																																																																																						14600	292	292	19.7832%	62.3932%	61.1453%	14308	23400	72324	-75	0			54.3932%							12918	72324								0	0	0		0	1390	61.1453%	1	0	14233	0	0	0	-75	0	0	0		0	14308	0	0	14308	0	0	0	0	0	0	0	0	0	292	0	0	0			
51459																																																																																						28178	1513	1513	8.0160%	17.9912%	17.0252%	26665	156621	332649	1538	0			9.9912%							21417	334001								0	0	0		0	6600	17.0252%	1	0	29555	1352	0	0	1538	0	0	0		0	26665	0	0	26665	0	0	0	0	0	0	0	0	0	1513	0	1352	0			
51842																																																																																						57868	4153	4153	12.4011%	18.0326%	16.7385%	53715	320907	433146	701	0			10.0326%							48407	433146								0	0	0		0	5308	16.7385%	1	0	54416	0	0	0	701	0	0	0		0	53715	0	0	53715	0	0	0	0	0	0	0	0	0	4153	0	0	0			
52719																																																																																						781658	0	0	15.7348%	51.6724%	51.6724%	781658	1512719	4967690	0	0			37.2565%							572383	4971811								0	0	4121		0	63396	41.7565%	0	0	635779	0	0	0					0	0	635779	0	4121	631658	150000	0	0	150000	0	150000	0	0	0	0	0	4121	0			
52951																																																																																						39360	2655	2655	12.1260%	18.7337%	17.4700%	36705	210103	302697	1037	0			10.7337%							35205	302947								0	0	0		0	1750	17.4700%	1	0	37992	250	0	0	1037	0	0	0		0	36705	0	0	36705	0	0	0	0	0	0	0	0	0	2655	0	250	0			
53051																																																																																						15339	451	451	14.9031%	29.9678%	29.0866%	14888	51185	99899	0	0			21.9678%							9844	99899								0	0	0		0	5044	29.0866%	1	0	14888	0	0	0	0	0	0	0		0	14888	0	0	14888	0	0	0	0	0	0	0	0	0	451	0	0	0			
54058																																																																																						61910	3765	3765	13.3546%	20.8896%	19.6192%	58145	296368	435392	2214	0			12.8896%							56145	435392								0	0	0		0	2000	19.6192%	1	0	60359	0	0	0	2214	0	0	0		0	58145	0	0	58145	0	0	0	0	0	0	0	0	0	3765	0	0	0			
54656																																																																																						136378	3855	3855	10.4931%	26.2948%	25.5515%	132523	518650	1262950	22825	0			18.2948%		0					113126	1270018								0	0	0		0	26465	25.5515%	1	0	162416	4899	2169	0	22825	0	0	0		0	132523	0	0	132523	0	0	0	0	0	0	0	0	0	3855	0	7068	0			
54973																																																																																				7233017	0				8.0339%			704857		8773486	-13809	-5969						2	0	0	0	418134	8833683	0	0.0000%	720312	0	13514	733826	8.2361%	0	0	0	0	1	352889		1	0	757214	66166	0	0	-8814	0	-4995	0		0	704857	0	0	704857	0	0	0	0	0	0						66166	0	1271730		
55336																																																																																				394487	0				8.2782%			44947		542958	-766	-1913										32947	541045	0	0.0000%	41948	0	397	42345	7.7913%	0	0	0	0	1	12000		1	0	44181	0	0	0	1147	0	-1913	0		0	44947	0	0	44947	0	0	0	0	0	0						0	0	0		
55635																																																																																						13708	1117	1117	10.1929%	15.3515%	14.1006%	12591	89294	123527	-36	0			7.3515%							993	123648								0	0	0		0	11719	14.1006%	1	0	12676	0	0	121	-36	0	0	0		0	12591	0	0	12591	0	0	0	0	0	0	0	0	0	1117	0	121	0			
55653																																																																																				130721	0				8.3068%			13072		157365	566	0										9072	157365	0	0.0000%	9724	0	283	10007	6.3458%	0	0	0	0	1	4000		1	0	13638	0	0	0	566	0	0	0		0	13072	0	0	13072	0	0	0	0	0	0						0	0	0		
55970																																																																																				476816	0				10.9169%			66018		604730	266	0										66018	604730	0	0.0000%	51161	0	984	52145	8.5364%	0	0	0	0	1	0		1	0	66284	0	0	0	266	0	0	0		0	66018	0	0	66018	0	0	0	0	0	0						0	0	11927		
56258																																																																																						23708	2221	2221	6.6497%	13.4053%	12.1495%	21487	176855	323129	497	0			5.4053%							5237	323129								0	0	0		0	16250	12.1495%	1	0	21984	0	0	0	497	0	0	0		0	21487	0	0	21487	0	0	0	0	0	0	0	0	0	2221	0	0	0			
56351																																																																																						292248	22521	22521	8.4409%	16.2690%	15.0153%	269727	1796352	3195489	24516	0			8.2690%							140825	3233068								0	0	0		0	166481	15.0153%	1	0	331822	31549	6030	0	24516	0	0	0		0	269727	0	0	269727	0	0	0	0	0	0	0	0	0	22521	0	37579	0			
56548																																																																																						74576	5186	5186	11.7820%	18.0505%	16.7953%	69390	413151	588948	272	0			10.0505%							43480	588948								0	0	0		0	25910	16.7953%	1	0	69662	0	0	0	272	0	0	0		0	69390	0	0	69390	0	0	0	0	0	0	0	0	0	5186	0	0	0			
56717																																																																																						101133	8814	8814	9.6116%	14.3884%	13.1344%	92319	702878	960491	2893	0			6.3884%							90230	960491								0	0	0		0	2089	13.1344%	1	0	95212	0	0	0	2904	-11	0	0		0	92319	0	0	92319	0	0	0	0	0	0	0	0	0	8814	0	0	0			
57040																																																																																						25978	1535	1535	13.6475%	21.1737%	19.9226%	24443	122690	179103	40	0			13.1737%							20582	179421								0	0	0		0	4179	19.9226%	1	0	24801	91	227	0	40	0	0	0		0	24443	0	0	24443	0	0	0	0	0	0	0	0	0	1535	0	318	0			
57451																																																																																						74518	3542	3542	10.6398%	26.4132%	25.1577%	70976	282124	667079	6630	0			18.4132%							45559	667447								0	0	0		0	25785	25.1577%	1	0	77974	101	267	0	6630	0	0	0		0	70976	0	0	70976	0	0	0	0	0	0	0	0	0	3542	0	368	0			
58225																																																																																				334511	0				9.4611%			37104		392175	485	0										35604	392175	0	0.0000%	23966	0	500	24466	6.2692%	0	0	0	0	1	1500		1	0	37589	0	0	0	485	0	0	0		0	37104	0	0	37104	0	0	0	0	0	0						0	0	0		
58243																																																																																						787763	51207	51207	12.6000%	19.3925%	18.1319%	736556	4062205	5845684	3539	0			11.3925%							280856	5857949								0	0	0		0	467965	18.1319%	1	0	752360	12265	0	0	3539	0	0	0		0	736556	0	0	736556	0	0	0	0	0	0	0	0	0	51207	0	12265	0			
58355																																																																																						3953	422	422	7.7103%	11.7635%	10.5077%	3531	33604	45796	0	0			3.7635%							837	46102								0	0	0		0	3000	10.5077%	1	0	3837	305	1	0	0	0	0	0		0	3531	0	0	3531	0	0	0	0	0	0	0	0	0	422	0	306	0			
58551																																																																																				167899	0				10.1718%			25304		248766	2062	0										16412	251441	0	0.0000%	10316	0	725	11041	4.4594%	0	0	0	0	1	11567		1	0	30041	2675	0	0	2062	0	0	0		0	25304	0	0	25304	0	0	0	0	0	0						2675	0	0		
58636																																																																																				333115	0				9.1375%			40064		438459	-17	9653										32380	448112	0	0.0000%	44393	0	244	44637	10.1579%	0	0	0	0	1	7684		1	0	40047	0	0	0	65	-82	0	0		0	40064	0	0	40064	0	0	0	0	0	0						0	0	0		
58757																																																																																						27532	1682	1682	7.9201%	11.6148%	10.9052%	25850	237042	326384	141	0			3.6148%							3159	330726								0	0	0		0	27033	10.9052%	1	0	30333	1841	2501	0	141	0	0	0		0	25850	0	0	25850	0	0	0	0	0	0	0	0	0	1682	0	4342	0			
58971																																																																																						848620	78037	78037	7.5719%	13.7298%	12.4672%	770583	6180869	10176848	6397	5694			5.7298%							727384	10182542								0	0	0		0	43199	12.4672%	1	0	776980	0	0	0	10498	0	-21420	17319		0	770583	0	0	770583	0	0	0	0	0	0	0	0	0	78037	0	0	0			
59316																																																																																						181992	15340	15340	8.4195%	13.1826%	12.0715%	166652	1380546	1979359	3562	0			5.1826%							75867	2009979								0	0	0		0	121405	12.0715%	1	0	200834	29266	461	893	3562	0	0	0		0	166652	0	0	166652	0	0	0	0	0	0	0	0	0	15340	0	30620	0			
59352																																																																																						58212	4673	4673	9.8705%	15.5915%	14.3399%	53539	373357	542416	359	0			7.5915%							50576	542446								0	0	0		0	2993	14.3399%	1	0	53928	0	30	0	359	0	0	0		0	53539	0	0	53539	0	0	0	0	0	0	0	0	0	4673	0	30	0			
59370																																																																																						53725	2472	2472	15.0973%	27.1779%	25.9274%	51253	197679	339484	-1	0			19.1779%							51253	339484								0	0	0		0	0	25.9274%	1	0	51252	0	0	0	-1	0	0	0		0	51253	0	0	51253	0	0	0	0	0	0	0	0	0	2472	0	0	0			
59754																																																																																				12726	0				33.1592%			6348		19144	89	0										-36	20253	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1	7493		1	0	7546	1109	0	0	89	0	0	0		0	6348	0	0	6348	0	0	0	0	0	0						1109	0	0		
60143			9099000	683000	1116000	9.1342%	13.4726%	11.8201%	7983000	67537300	87397000	-120000	-296000			5.4726%						5896000	87848000								0	0	0		2834000	11.8201%	0	8610000	696000	1000	4000	71000	105000	-296000	0		46000	7983000	0	0	7983000	0	0	0	0	0	0	433000	0	0	1116000	0	747000	0																																						2																	0			1																															
60330																																																																																				824995	0				8.1847%			93088		1137346	117	0										73059	1142063	0	0.0000%	121899	0	2242	124141	10.9278%	0	0	0	0	1	24746		1	0	97922	4717	0	0	117	0	0	0		0	93088	0	0	93088	0	0	0	0	0	0						4717	0	0		
60545																																																																																						29093	2031	2031	10.3378%	17.9213%	16.6702%	27062	162338	261776	1124	0			9.9213%							23121	261776								0	0	0		0	4000	16.6702%	1	0	28245	0	0	0	1183	0	0	0		0	27062	0	0	27062	0	0	0	0	0	0	0	0	0	2031	0	0	0			
60554																																																																																				70693	0				9.4332%			8316		88157	37	0										3316	88157	0	0.0000%	0	0	108	108	0.1213%	0	0	0	0	1	5000		1	0	8353	0	0	0	37	0	0	0		0	8316	0	0	8316	0	0	0	0	0	0						0	0	11066		
60648																																																																																						33634	2252	2252	7.8441%	18.9096%	17.6435%	31382	177867	400071	572	0			10.9096%							28642	400071								0	0	0		0	2740	17.6435%	1	0	31954	0	0	0	572	0	0	0		0	31382	0	0	31382	0	0	0	0	0	0	0	0	0	2252	0	0	0			
61122																																																																																						177398	14896	14896	9.2032%	14.9145%	13.6621%	162502	1189435	1765705	-26520	-22705			6.9145%							76387	1751201								0	0	0		0	94316	13.6621%	1	0	144183	8201	0	0	-2562	0	-23681	-277		0	162502	0	0	162502	0	0	0	0	0	0	0	0	0	14896	0	8201	0			
61355																																																																																						139791	12137	12137	8.4675%	14.4962%	13.2376%	127654	964328	1507576	716	0			6.4962%							80853	1516504								0	0	0		0	55729	13.2376%	1	0	137298	8928	0	0	716	0	0	0		0	127654	0	0	127654	0	0	0	0	0	0	0	0	0	12137	0	8928	0			
61476																																																																																				565988	0				12.4834%			70422		564123	618	0										2769	588455	0	0.0000%	69632	0	0	69632	11.7433%	0	0	0	0	1	92150		1	0	95537	17015	7317	0	783	0	0	0		0	70422	0	0	70422	0	0	0	0	0	0						24332	0	21124		
61757																																																																																						50344	3769	3769	9.4292%	16.7526%	15.4984%	46575	300514	493943	54	0			8.7526%							35766	498806								0	0	0		0	15672	15.4984%	1	0	51492	3970	893	0	54	0	0	0		0	46575	0	0	46575	0	0	0	0	0	0	0	0	0	3769	0	4863	0			
61832																																																																																						39866	2504	2504	10.4434%	19.9047%	18.6545%	37362	200284	357757	6764	0			11.9047%							22629	357757								0	0	0		0	14733	18.6545%	1	0	44126	0	0	0	6764	0	0	0		0	37362	0	0	37362	0	0	0	0	0	0	0	0	0	2504	0	0	0			
61953																																																																																				77184	0				9.2508%			9111		98489	371	0										8411	98489	0	0.0000%	6443	0	0	6443	6.4210%	0	0	0	0	1	700		1	0	9482	0	0	0	371	0	0	0		0	9111	0	0	9111	0	0	0	0	0	0						0	0	0		
62044																																																																																				21327	0				10.1054%			2263		22394	39	0										1896	22527	0	0.0000%	1064	0	128	1192	5.3513%	0	0	0	0	1	500		1	0	2435	0	0	133	39	0	0	0		0	2263	0	0	2263	0	0	0	0	0	0						133	0	0		
62110																																																																																						15091	0	0	86.8147%	362.4159%	362.4159%	15091	4164	17383	10	0			354.4159%							10881	17383								0	0	0		0	4200	362.4159%	0	0	15091	0	0	0					0	0	15091	0	0	15091	0	0	0	0	0	0	0	0	0	0	0	0	0			
62147																																																																																				90319	0				9.0245%			9975		110533	1040	301										6584	110834	0	0.0000%	8455	0	86	8541	7.6855%	0	0	0	0	1	3391		1	0	11015	0	0	0	1040	0	0	0		0	9975	0	0	9975	0	0	0	0	0	0						0	0	646		
63050																																																																																						44764	2506	2506	12.6989%	22.3649%	21.1128%	42258	200153	332770	1128	0			14.3649%							32787	334025								0	0	0		0	10726	21.1128%	1	0	44641	1229	26	0	1128	0	0	0		0	42258	0	0	42258	0	0	0	0	0	0	0	0	0	2506	0	1255	0			
63069			6933134	582050	1012021	7.1092%	12.8919%	11.0101%	5921113	53778959	83288190	-8525	11645			4.8919%						4344079	83940147								0	0	0		2216878	11.0101%	0	6552432	571763	13774	0	-8625	0	0	-367		54114	5921773	661	661	5921113	0	0	0	0	661	0	429971	0	0	1012021	0	640312	0																																																							0			1																															
