"IDRSSD"	RCFDJJ03	RCONJJ03	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	RIADJH88	RIADJH89	RIADJH90	RIADJH91	RIADJH92	RIADJH93	RIADJH94	RIADJH95	RIADJH96	RIADJH97	RIADJH98	RIADJH99	RIADJJ00	RIADJJ01	RIADJJ02	RIADMG93	RIADMG94	
7456			887	0	0	0	887	0	0																						
7634			1155	15	39	0	1218	117	0																						
8033			1802	212	17	0	1803	230	0																						
8462			2014	77	1	0	1951	15	0																						
8631			398	0	0	0	402	4	0																						
9357			4922	0	76	0	4846	0	0																						
9553			1212	0	1	0	1211	0	0																						
9807			31225	0	152	0	31123	50	0				0																		
9955			1706	-100	2	0	1828	24	0																						
10250			5300	165	47	0	5126	38	0																						
10849			2487	276	0	0	2211	0	0																						
11145			2931	124	60	0	2776	29	0				0																		
11640			2978	2	40	0	2995	59	0																						
11837			925	0	1	0	924	0	0																						
12030			12048	0	3143	0	10167	1262	0																						
12142			1711	60	41	0	1652	42	0																						
12311	0		2217742	97701	70916	0	1814252	196771	431644	0	4057			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52908	0	
12647			1074	0	3	0	1073	2	0																						
12656			175	3	0	0	192	20	0																						
12946			24747	2400	464	0	22861	978	0																						
13103			19334	318	193	0	18907	84	0				0																		
13251			626	30	8	0	593	5	0																						
13457			96	0	0	0	96	0	0																						
14155			3686	150	67	0	3520	51	0																						
14650			949	58	7	0	894	10	0																						
14753			530	0	0	0	530	0	0																						
14865			4737	240	24	0	5013	540	0																						
14977			624	30	0	0	594	0	0			0	0																		
16551			4056	300	16	0	3756	16	0																						
17110			279	0	0	0	279	0	0			0	0																		
17147		0	199775	0	1106	0	130648	6034	74055			0		0	0	0	245	0	245	0	0	0	0	0	0	0	0	0	0	1094	
17259			175	0	1	0	178	4	0																						
17950			5499	150	14	0	5364	29	0																						
17978			1440	0	0	0	1440	0	0																						
18050			6915	450	50	0	6498	83	0																						
18827			12364	1060	74	0	11392	162	0																						
18836			1652	4	43	0	1707	102	0																						
18854			12306	2575	153	0	9639	61	0				0																		
19356			878	0	10	0	874	6	0																						
19936			4478	0	52	0	4503	77	0																						
19972			399	0	2	0	400	3	0																						
20053			1617	120	68	0	1430	1	0																						
20633			3069	175	4	0	3056	166	0																						
20857			3123	0	132	0	2992	1	0																						
21256			72	0	6	0	66	0	0																						
21359			429	12	0	0	417	0	0																						
21658			2199	90	10	0	2139	40	0				0																		
22048			2727	269	15	0	2470	27	0																						
22543			2217	350	8	0	1867	8	0																						
22552			917	70	2	0	1082	237	0																						
22730			1572	80	75	0	1470	53	0																						
23456			2194	170	0	0	2037	13	0																						
23504		0	92760	11531	117	0	41462	5309	44959			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23643			1072	135	49	0	1075	187	0																						
23755			2270	180	7	0	2138	55	0																						
24006			7881	-889	136	0	8677	43	0																						
24378			185	0	1	0	184	0	0																						
24453			5426	0	108	0	5699	381	0																						
24659			626	0	9	0	617	0	0																						
24668			18480	5300	124	0	21061	8005	0																						
24949			7207	0	85	0	7207	85	0																						
25357			5599	630	35	0	5015	81	0																						
25647			3023	450	0	0	2573	0	0				0																		
26457			226	3	0	0	223	0	0				0																		
26765			28205	2044	283	0	26029	151	0																						
27070			4833	450	0	0	4385	2	0																						
27548			11229	500	608	0	10764	643	0																						
27614			1447	0	9	0	1471	33	0																						
27847			7285	937	116	0	6567	335	0																						
28013		0	39493	-6075	52	0	37606	2443	10353					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28152			1448	0	0	0	1448	0	0				0																		
28675			798	-2	0	0	800	0	0				0																		
28732			1170	60	1	0	1116	7	0																						
29476			1414	129	0	0	1306	21	0																						
29636			4352	319	145	0	4735	847	0																						
29878			17708	-313	0	0	18036	15	0				0																		
30052			394	22	0	0	372	0	0																						
30502			9489	0	108	0	9455	74	0																						
30650			1127	0	0	0	1127	0	0																						
30810	0		7025730	-207487	442224	0	8225760	1434767	0	0	112000			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-22400	1778000	
31134			1441	120	49	0	1300	28	0				0																		
31255			7327	0	29	0	7353	55	0			0	0																		
31657			978	3	17	0	958	0	0																						
31826			3076	40	18	0	3043	25	0				0																		
31835			1321	180	187	0	1301	347	0																						
32234			94	-23	8	0	119	10	0																						
32766			409	125	5	0	284	5	0																						
32971			2734	50	56	0	2660	32	0																						
33147			4293	100	7	0	4264	78	0																						
33259			8566	0	154	0	8412	0	0																						
33268			1188	31	2	0	1206	51	0																						
33370			141	0	0	0	141	0	0																						
33839			92	0	0	0	92	0	0																						
33857			10030	700	65	0	9875	610	0				0																		
34434			2203	294	19	0	1943	53	0																						
34537		0	81127	-10570	1700	0	92733	2736	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34555			2521	90	25	0	2675	269	0			0	0																		
34742			4648	80	5	0	4679	116	0																						
35057			1852	0	10	0	1844	2	0			0	0																		
35301	0		100000	-19000	0	0	122000	1000	-2000			0		3000	0	0	-1000	0	2000	0	0	0	0	0	0	0	0	-2000	-3000	0	
35570		0	270117	-15413	3921	0	282987	1378	0			0		3031	0	-1156	0	0	1875	0	0	0	0	0	0	0	0	0	3936	0	
35646			269	5	0	0	264	0	0																						
35879			1013	0	7	0	1036	30	0																						
36456			2330	40	12	0	2506	228	0																						
36933			1694	150	0	0	1580	36	0																						
37051			747	80	0	0	592	3	78																						
37341			950	60	25	0	878	13	0																						
37435			15109	-136	302	0	15109	166	0																						
37640		0	39995	-6500	249	0	46859	613	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37659			437	20	1	0	466	50	0			0	0																		
37949			2422	120	90	0	2212	0	0																						
38740			2101	-40	9	0	2153	21	0																						
39327			1948	125	12	0	1836	25	0																						
39756			6807	0	64	0	6806	63	0				0																		
40033			402	0	0	0	402	0	0																						
40499			51273	-4195	357	0	55395	284	0				57																		
40855			1362	96	0	0	1266	0	0																						
41553			647	0	3	0	711	67	0																						
41629			2533	-100	197	0	2638	202	0																						
41825			5812	2899	7	0	7480	4574	0																						
41955			240	0	0	0	277	37	0																						
42037			534	0	18	0	574	58	0																						
42354			1240	6	1	0	1239	6	0																						
42372			2713	-3	25	0	2691	0	0																						
42420		0	97038	2926	1407	157	101309	8447	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1903	0	
42448			21557	1479	413	0	20060	395	0			0	0																		
42457			730	12	0	0	718	0	0																						
43052			1225	60	29	0	1137	1	0																						
43351			1628	500	331	0	800	3	0																						
43856			444	43	0	0	401	0	0																						
43959			1011	120	1	0	890	0	0																						
44040			4852	40	10	0	4809	7	0																						
44433			6348	50	118	0	6200	20	0				0																		
44741			4648	-99	62	0	4709	24	0																						
44750			1900	-174	45	0	2037	8	0																						
44929			1086	60	1	0	1030	5	0				0																		
45038			1291	0	8	0	1283	0	0			0	0																		
45047			2588	174	71	0	2425	82	0																						
45056			457	0	7	0	450	0	0																						
45430			581	90	6	0	497	12	0																						
45458			1992	94	6	0	1898	6	0																						
45551			10062	-1400	112	0	11614	264	0																						
45560			17016	790	71	0	16361	206	0				0																		
45775			802	0	0	0	802	0	0																						
46053			2823	154	26	0	2688	45	0																						
46941			1753	60	21	0	1680	8	0																						
47247			6721	532	16	0	6394	221	0				0																		
47256			362	15	0	0	347	0	0																						
47452			1628	0	0	0	1628	0	0																						
47500			4224	-299	16	0	4567	60	0																						
48057			801	0	1	0	802	2	0																						
48150			220	6	1	0	215	2	0																						
48374			12214	450	133	0	12594	963	0																						
48440			1514	0	23	0	1496	5	0																						
49054			2905	0	71	0	2931	97	0																						
49148			706	0	2	0	723	19	0																						
49241			9238	545	986	0	7892	185	0																						
49652			2945	88	85	0	2772	0	0																						
49858			1297	0	356	0	941	0	0																						
49951			866	40	16	0	923	113	0																						
50144			560	15	17	0	542	14	0																						
50461			4638	0	0	0	4638	0	0				0																		
51253			8077	0	76	0	8101	100	0			0	0																		
51356			319	0	23	0	298	2	0				0																		
51459			1513	3	6	0	1519	15	0																						
51842			15494	100	2501	0	12893	0	0				0																		
52719			0	0	0	0	0	0	0			0	0																		
52951			5002	258	117	0	4815	188	0																						
53051			451	0	1	0	450	0	0																						
54058			8598	205	32	0	8377	16	0				0																		
54656			3855	0	94	0	3822	61	0			0	0																		
54973		0	78252	-19992	2984	0	101201	5941	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-650	0	
55336			3602	350	74	0	3376	198	0																						
55635			1207	5	95	0	1123	16	0																						
55653			952	0	19	0	946	13	0																						
55970			7408	-485	34	0	7859	0	0																						
56258			3051	120	0	0	2931	0	0																						
56351			27442	1200	202	0	26711	671	0				0																		
56548			6943	300	9	0	6636	2	0																						
56717			11083	700	223	0	10654	494	0																						
57040			1646	0	4	0	1642	0	0			0	0																		
57451			4786	-1400	1481	0	4708	3	0																						
58225			2700	-205	30	0	2930	55	0																						
58243			84484	0	709	0	84121	346	0				0																		
58355			451	12	0	0	439	0	0																						
58551			2537	300	106	0	2285	154	0																						
58636			4132	150	166	0	4151	335	0																						
58757			1681	150	3	0	1535	7	0																						
58971			139113	9000	3681	0	132811	6379	0				0																		
59316			15340	3000	69	0	13150	879	0																						
59352			5146	270	2	0	4881	7	0																						
59370			2585	0	25	0	2560	0	0																						
59754			104	14	1	0	103	14	0																						
60143	0		652000	-304000	32000	0	948000	24000	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-13000	0	
60330			13622	63	167	0	13737	345	0			0	0																		
60545			2175	0	1	0	2185	11	0																						
60554			838	30	4	0	805	1	0																						
60648			4572	0	42	0	4540	10	0																						
61122			17068	665	255	0	16486	338	0				0																		
61355			18557	1983	275	0	17632	1333	0																						
61476			2559	376	3	0	2180	0	0																						
61757			4755	0	4	0	4751	0	0				0																		
61832			2558	0	0	0	2657	99	0																						
61953			674	214	0	0	561	101	0																						
62044			174	0	1	0	173	0	0																						
62110			0	0	0	0	0	0	0																						
62147			756	1	1	0	757	3	0																						
63050			2904	100	17	0	2795	8	0																						
63069			532585	-9113	14120	0	532444	3722	-1144			0	3477																		
63201			1335	534	1	0	823	23	0																						
63573			6666	150	28	0	6488	0	0																						
63733			9623	300	128	0	9508	313	0				0																		
63742			7163	1065	35	0	6065	2	0																						
63751			203	0	3	0	202	2	0				0																		
64150			2249	0	1	0	2248	0	0																						
64552			2463	157	42	0	2287	23	0				0																		
64730			2104	-26	29	0	2101	0	0																						
65205			5496	215	0	0	5286	5	0																						
65513			47	0	0	0	47	0	0				0																		
65559			4142	50	0	0	4093	1	0				0																		
65746			8850	210	8	0	8753	121	0			0	0																		
65858			18127	0	207	0	18323	403	0																						
66154			1472	180	8	0	1327	43	0																						
66275			4097	270	7	0	3839	19	0																						
66677			1673	0	0	0	1673	0	0				0																		
67142			474	-64	23	0	515	0	0																						
67151			12593	137	42	0	12422	8	0																						
67209			12914	1180	79	0	12390	735	0																						
67254			13	0	5	0	8	0	0																						
67656			48786	8695	1467	0	48463	9839	0				0																		
67870			4119	16	45	0	4086	28	0																						
68671			593	0	4	0	590	1	0																						
68756			6674	217	22	0	6469	34	0			0	0																		
68831			1445	131	113	0	1399	198	0																						
69333			14601	680	101	0	14301	481	0			0	0																		
69678			6245	0	81	0	6351	187	0																						
70218			1027	0	0	0	1027	0	0			0	0																		
70414			3699	25	3	0	3721	50	0																						
70638			7347	3277	186	0	4142	258	0																						
70955			183	0	3	0	180	0	0																						
71073			557	0	0	0	557	0	0																						
71457			5628	60	2	0	5566	0	0																						
71859			197	0	0	0	197	0	0																						
72258			2937	90	19	0	2880	52	0																						
72351			1320	0	27	0	1295	2	0																						
72454			782	31	8	0	774	31	0																						
72678			1679	0	53	0	1677	51	0																						
73116			5202	161	135	0	4951	45	0																						
73152			989	0	3	0	986	0	0																						
73554			3079	60	111	0	2923	15	0																						
73956			427	-218	108	0	563	26	0																						
74056			1032	120	16	0	1353	457	0																						
74140			9360	-492	320	0	9744	212	0				0																		
74403			8987	401	14	0	8606	34	0				209																		
74449			83	0	0	0	83	0	0																						
75259			9451	100	32	0	9586	267	0																						
75446			3298	180	6	0	3126	14	0																						
75455			646	0	0	0	668	22	0																						
75633			934304	-193644	44256	0	1188203	104511	0			0	35006																		
75651			782	0	9	0	773	0	0																						
76153			548	25	7	0	537	21	0			0	0																		
76443			1287	60	60	0	1168	1	0																						
76854			7957	120	44	0	8000	207	0																						
77150			1134	238	0	0	1178	282	0			0	0																		
77253			3234	0	573	0	2836	175	0																						
77422			1946	-30	30	0	1946	0	0																						
77851			36260	1400	194	0	35348	682	0			0	0																		
78157			317	0	5	0	340	28	0																						
78241			539	0	0	0	542	3	0																						
78559			1072	10	3	0	1059	0	0																						
79042			991	119	9	0	882	19	0				0																		
79127			809	100	46	0	719	56	0																						
79145			2340	60	0	0	2281	1	0																						
79257			67	13	0	0	54	0	0																						
79855			1691	25	3	0	1663	0	0																						
80150			540	275	22	0	453	210	0																						
80374			436	0	0	0	436	0	0																						
80431			935	153	17	0	768	3	0																						
81175			5194	142	1	0	5054	3	0																						
82033			2607	90	19	0	2498	0	0																						
82257			1305	242	18	0	1257	212	0																						
82350			335	12	13	0	312	2	0																						
82659			1146	90	3	0	1064	11	0			0	0																		
83151			2129	0	10	0	2127	8	0																						
83236			287	6	0	0	281	0	0																						
83375			10403	329	140	0	10081	147	0																						
83638			104185	-5000	1481	0	110902	3198	0			70	0																		
83834			1496	0	20	0	1533	57	0																						
83852			444	214	0	0	230	0	0																						
83955			830	0	93	0	770	33	0																						
84046			149	0	0	0	150	1	0																						
84541			13767	1353	286	0	12254	126	0																						
84804			652	0	5	0	647	0	0																						
85052			1240	0	0	0	1240	0	0																						
85472		0	53876	-6914	783	0	60735	728	0					1715	0	-106	0	0	1609	0	0	0	0	0	0	0	0	0	-61	0	
85931			1843	390	61	0	1917	525	0																						
86349			3260	119	58	0	3185	102	0																						
86675			6913	-550	139	0	7367	43	0																						
87047			1146	24	0	0	1123	1	0																						
87159			1156	0	13	0	1143	0	0																						
87234			4373	300	107	0	3994	28	0																						
87476			6855	0	220	0	6664	29	0																						
87579			4589	0	2	0	4587	0	0				0																		
88231			11754	345	79	0	11348	18	0																						
88259			763	0	0	0	763	0	0																						
88352			1430	0	7	0	1482	59	0				0																		
88455			5149	0	2	0	5176	29	0																						
88950			863	0	0	0	864	1	0																						
89032			793	10	12	0	839	68	0																						
89135			710	-150	23	0	841	4	0																						
89854			1605	0	10	0	1595	0	0																						
89957			1287	60	31	0	1196	0	0																						
90047			198	0	0	0	198	0	0																						
90177			1051	0	2	0	1093	44	0																						
90328			5342	357	136	0	4900	51	0																						
90337			13110	300	537	0	13000	727	0			0	0																		
90579			4209	0	0	0	4209	0	0																						
91615			732	0	23	0	757	48	0																						
91754			3738	0	19	0	3734	15	0			0	0																		
91950			264	50	9	0	221	16	0																						
92144			238	0	11	0	228	1	0																						
92676			3749	3	12	0	3745	11	0				0																		
92706			2225	169	47	0	2201	192	0																						
92902			118	0	13	0	130	25	0																						
93244			2692	0	7	0	2686	1	0																						
93543			7195	574	766	0	5985	130	0																						
93619	0		0	0	0	0	0	0	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
94139			3934	25	97	0	4161	349	0																						
94522			5769	149	81	0	5597	58	0																						
94755			2462	180	53	0	2306	77	0																						
94858			1228	0	24	0	1258	54	0																						
95051			1470	72	131	0	1941	674	0			0	2																		
95677			828	17	10	0	801	0	0																						
96553			711	180	24	0	541	34	0																						
97055			3126	0	89	0	3037	0	0																						
97279			435	47	62	0	397	71	0																						
97457			1240	41	18	0	1187	6	0																						
97804			16328	200	1286	0	16776	1934	0																						
97943			2615	240	17	0	2394	36	0																						
98351			923	178	1	0	752	8	0																						
98463			9022	-3500	34	0	12488	0	0																						
98717			2234	0	0	0	2234	0	0			0	0																		
99143			1822	175	16	0	1720	89	0																						
99376			24298	-48	100	0	24320	74	0				0																		
99442			4758	190	53	0	4706	191	0																						
99536			4061	360	119	0	6730	3148	0																						
99853			161	0	1	0	160	0	0																						
100236			4502	387	119	0	4008	12	0																						
100357			8673	758	413	0	7676	174	0																						
100562		0	86062	-6385	1213	0	91847	613	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	
100777			2415	0	90	0	2351	26	0																						
100843			8879	330	156	0	8511	118	0																						
101019			69284	-521	9425	0	79434	19054	0			0	0																		
101037			17334	350	616	0	16561	193	0																						
101439			3254	120	89	0	3076	31	0				0																		
101671			5320	0	49	0	5923	652	0				0																		
101738			1227	0	84	0	1254	111	0																						
101952			1302	0	45	0	1258	1	0																						
102333			379	0	2	0	419	42	0																						
102342			3139	0	1	0	3150	12	0																						
102539			275	0	1	0	274	0	0																						
102557			1198	365	0	0	1083	250	0																						
102874			1008	350	2	0	750	94	0				0																		
103134			539	0	1	0	538	0	0																						
104234			520	60	4	0	458	2	0																						
104542			102	37	11	0	92	38	0																						
104971		0	107	107	0	0	197	0	-197					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
105026			3009	0	116	0	3176	283	0																						
105473			11680	450	1	0	11208	5	26																						
105530			1037	45	5	0	1005	18	0																						
106359			22669	500	365	0	22179	375	0				0																		
106452			5357	0	135	0	5254	32	0																						
106676			789	-3	0	0	792	0	0																						
107244		0	248753	-39820	2880	0	295824	10131	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-22671	0	
107459			267	6	1	0	266	6	0																						
107570			3987	120	92	0	3852	77	0																						
107758			531	5	10	0	521	5	0																						
108072			2151	278	5	0	1875	7	0																						
108269			884	0	29	0	855	0	0																						
108652			191	0	0	0	191	0	0																						
108746			144	0	0	0	145	1	0																						
108951			2840	0	90	0	2870	120	0																						
109136			1797	0	23	0	1797	23	0																						
109154			673	12	2	0	659	0	0																						
109453			1792	100	54	0	1640	2	0																						
109574			3082	45	9	0	3029	1	0																						
109659			2928	175	46	0	2761	54	0																						
110413			5403	120	5	0	5289	11	0				0																		
110936			6202	95	26	0	6133	52	0																						
110945			2280	30	35	0	2216	1	0																						
110972			220	30	0	0	190	0	0																						
111157			463	0	0	0	463	0	0			0	0																		
111205			8085	38	23	0	8037	13	0																						
111942			5228	300	11	0	4937	20	0																						
111979			6944	0	248	0	6736	40	0																						
112163		0	31548	-1000	87	0	33619	1158	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
112332			898	128	70	0	965	265	0																						
112444			83	75	23	0	0	15	0																						
112510			529	38	0	0	502	11	0																						
112556			609	18	0	0	592	1	0																						
112837	0		4074715	-858618	592958	6495	5103204	756334	0	0	27318	0		0	0	0	0	0	0	958	4530	-1654	0	2861	973	0	0	0	-30635	786892	
113003			1258	0	0	0	1258	0	0				0																		
113030			2811	60	3	0	2749	1	0																						
113441			6689	56	61	0	6631	59	0																						
113601			11367	15	0	0	11354	2	0																						
113740			13405	1500	268	0	11657	20	0				0																		
113937			2510	192	30	0	2417	129	0																						
114149			2151	0	1	0	2150	0	0																						
114260			23500	2730	595	0	21550	1375	0			0	0																		
114457			3550	18	27	0	3550	45	0																						
114774			686	0	0	0	690	4	0																						
114840			4100	150	14	0	3940	4	0																						
114859			774	0	0	0	778	4	0																						
115146			985	100	3	0	882	0	0																						
115575			5866	252	10	0	5858	254	0																						
116358			375	0	1	0	374	0	0																						
116554			117	24	0	0	93	0	0																						
116741			1452	37	0	0	1415	0	0																						
117038			1433	0	22	0	1454	43	0			0	0																		
117074			1722	30	0	0	1692	0	0																						
117458			9021	1500	57	0	9291	1827	0																						
117775			827	0	0	0	829	2	0			0	0																		
118156			1826	0	3	0	1823	0	0																						
118660			2031	30	0	0	2001	0	0																						
118736			1444	180	75	0	1448	259	0																						
119153			3445	260	55	0	3183	53	0				0																		
119528			9848	525	21	0	9580	278	0																						
119779			10245	-1000	32	0	11214	1	0				0																		
119872			3466	85	39	0	3342	0	0																						
120476			315	15	0	0	300	0	0																						
120542			5477	0	82	0	5516	121	0																						
120609			10196	721	152	0	9407	84	0																						
120953			1294	0	1	0	1293	0	0																						
121642			42004	5936	2824	0	36000	2756	0			0	0																		
121651			2184	993	34	0	1239	82	0																						
121914			3724	225	26	0	3685	212	0																						
122153			193	0	23	0	234	64	0																						
122546			802	194	21	0	818	231	0																						
122854		0	154659	-9620	56	0	87820	4380	80783					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	620	0	
123075			711	0	0	0	711	0	0																						
123374			1042	30	2	0	1010	0	0																						
124344			6064	372	3	0	5736	47	0																						
124830			997	0	9	0	993	5	0																						
125154			3301	242	1134	0	3306	1381	0				0																		
125471		0	314873	16000	5857	0	326100	33084	0					1499	0	-750	0	0	749	0	0	0	0	0	0	0	0	0	0	0	
125855			9522	0	295	0	9551	324	0																						
125873			1227	0	0	0	1227	0	0																						
126012			5426	150	27	0	5257	8	0																						
126049			1390	60	3	0	1334	7	0																						
126375			519	0	0	0	519	0	0																						
126553			2943	250	1	0	2695	3	0				0																		
126834			3349	249	83	0	3039	22	0																						
127055			818	38	0	0	783	3	0																						
127224			1793	-59	25	0	1851	24	0																						
128258			274	30	4	0	250	10	0																						
128904			105637	-3880	1147	0	113031	4661	0				542																		
129349			837	-6	57	0	1132	346	0																						
129358			842	96	0	0	746	0	0																						
129479			4407	0	4	0	4431	28	0																						
129732			61719	2398	856	0	66347	7882	0			0	3870																		
129853			2250	275	110	0	2300	435	0																						
129910			4359	75	50	0	4248	14	0																						
130345			7262	0	205	0	7057	0	0																						
130541		0	55649	-1125	487	0	57027	734	-6					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
130813			4275	240	14	0	4060	39	0																						
131034			3673	150	19	0	3505	1	0																						
131173			10526	700	423	0	9617	214	0																						
131436			6203	150	4	0	6059	10	0			0	0																		
131650		0	270298	-25444	2686	0	308794	15738	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
131717			706	0	8	0	708	10	0			0	0																		
131940			1055	15	1	0	1039	0	0																						
132107			12242	818	31	0	11420	27	0																						
132451			1178	0	2	0	1176	0	0																						
132554			5610	100	45	0	5775	310	0			0	0																		
132778			342	0	3	0	365	26	0																						
132938			732	54	4	0	675	1	0																						
133579			4900	0	32	0	4875	7	0			0	0																		
133850			14158	60	287	0	14296	485	0																						
133971			3431	-399	49	0	3781	0	0																						
134156			1967	90	75	0	1842	40	0																						
134437			9226	-3500	5074	0	8838	1186	0			0	0																		
134455			1042	30	9	0	1070	67	0																						
134848			1751	0	35	0	1771	55	0																						
135836			2731	0	142	0	2660	71	0																						
135854			940	0	1	0	942	3	0																						
136048			730	0	28	0	798	96	0																						
136338			2417	125	44	0	2368	120	0																						
136459			306	0	0	0	306	0	0																						
136655			784	0	24	0	788	28	0																						
137205			24412	58	179	0	24593	418	0																						
137447			2877	0	2	0	2879	4	0																						
137456			1105	230	2	0	874	1	0																						
137559			2064	0	0	0	2064	0	0																						
137643			1183	30	8	0	1151	6	0																						
137652			4000	-11	11	0	4000	0	0			0	0																		
137915			78683	-1630	3124	0	79732	2543	0				0																		
138051			1809	50	2	0	1757	0	0																						
138257			453	0	2	0	451	0	0																						
138556			439	0	5	0	455	21	0																						
139133			2263	98	40	0	2129	4	0				0																		
139478			5422	200	21	0	5235	34	0																						
139553			13164	300	72	0	12803	11	0																						
139656		0	51834	-7414	373	0	33709	1004	26170			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	
139740			28042	-1500	106	0	29436	0	0				0																		
139834			396	0	13	0	411	28	0																						
139843			18479	4400	219	0	17737	3877	0				0																		
139955			0	0	2	0	840	842	0																						
140157			2756	2	7	0	2753	6	0																						
140362			24911	0	1012	0	24609	710	0			0	0																		
140634			352	30	0	0	331	9	0																						
141211			4490	285	18	0	4268	81	0																						
141341			2250	-1170	11	0	3420	11	0																						
141350			499	60	29	0	425	15	0																						
141556			77949	-5500	6142	0	94276	16969	0				618																		
141677			164	-9	0	0	173	0	0																						
141958			618	60	17	0	576	35	0																						
142049			1483	0	4	0	1480	1	0																						
142179			329	30	0	0	304	5	0																						
142955			7784	-535	1219	0	7423	323	0																						
143372			1035	112	17	0	939	33	0																						
143662		0	279887	-17249	6729	0	328401	37994	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5747	0	
143859			3098	325	8	0	2765	0	0																						
143952			2321	0	3	0	2320	2	0																						
144034			2685	3	17	0	2665	0	0																						
144052			4270	132	43	0	4148	53	0																						
144155			3391	0	77	0	3314	0	0				0																		
144678			1900	-502	534	0	1900	32	0																						
144856			2369	40	51	0	2278	0	0																						
144913			2256	0	2	0	2258	4	0																						
145059			648	20	0	0	631	3	0																						
145545			4601	414	6	0	4279	98	0																						
145554			2551	24	32	0	2498	3	0																						
145741			1294	0	4	0	1290	0	0																						
145844			3967	-164	217	0	4072	158	0																						
146056			622	24	3	0	736	141	0																						
146663			14852	2000	17	0	12838	3	0																						
