"IDRSSD"	RCONJJ04	RCONJJ05	RCONJJ06	RCONJJ07	RCONJJ08	RCONJJ09	RCONJJ11	RCONJJ12	RCONJJ13	RCONJJ14	RCONJJ15	RCONJJ16	RCONJJ17	RCONJJ18	RCONJJ19	RCONJJ20	RCONJJ21	RCONJJ23	RCONJJ24	RCONJJ25	
	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Held to Maturity Securities, Securit	Held to Maturity Securities, Mortgag	Held to Maturity Securities, Asset b	Held to Maturity Securities, Other d	Held to Maturity Securities, Total	
2925666	2791611	8186493	3335537	7899989	280479	403826	22897935	33487	98392	30445	87671	16384	7368	0	273747	198	0	0	0	198	
2929392																					
2938198	116357	447131	333863	1206958	0	398904	2503213	1345	7020	3114	7516	0	326	0	19321	4	0	0	0	4	
2938769																					
2939001																					
2939391																					
2941068	187234	1100192	575572	922815	14088	20430	2820331	1855	12691	6573	10679	498	265	0	32561	0	0	0	0	0	
2942690	1424515	27395226	552576	25130956	0	5894	54509167	58033	363170	13691	79346	0	556	0	514796	0	0	0	78	78	
2942823																					
2943615																					
2947556																					
2948058																					
2948423																					
2949970																					
2953418																					
2954059																					
2954497																					
2957014																					
2958972																					
2960555																					
2960788																					
2963266																					
2963275																					
2963547																					
2963864																					
2967796																					
2970657	28683	234276	124961	476328	0	213788	1078036	511	4000	1389	1515	0	504	0	7919	2	0	0	0	2	
2973041																					
2973386																					
2980209																					
2986407																					
2989006																					
2992501																					
2992547	0	0	0	3021088	590990	0	3612078	0	0	0	12682	6260	0	0	18942	0	0	0	0	0	
2997216																					
2997748																					
2998576																					
3005097																					
3010000																					
3010363																					
3015939																					
3016347																					
3017081																					
3019982																					
3020447																					
3022076																					
3022610																					
3025929																					
3027763																					
3028902	48602	350846	30362	239281	318	11950	681359	1196	3085	589	1698	5	175	0	6748	0	0	0	0	0	
3029253																					
3029589	207246	508179	73963	552799	0	16919	1359106	4598	9160	940	11123	0	242	0	26063	53	0	0	0	53	
3032833																					
3034257																					
3034695																					
3039636																					
3040418																					
3041358																					
3042234																					
3045383																					
3047659																					
3048487																					
3049635																					
3049729																					
3052813																					
3057818																					
3058114																					
3066025																					
3067929																					
3068579																					
3070545																					
3075474																					
3076220	40553	136779	23514	1166071	309	752721	2119947	829	78	0	3503	0	399	0	4809	0	0	0	0	0	
3076248	567699	356525	4636485	4336444	0	1071708	10968861	15124	11825	21694	43711	0	2034	0	94388	0	0	0	0	0	
3076453																					
3076604																					
3089752																					
3090833																					
3102893																					
3103591																					
3109043																					
3109146																					
3110197	139781	262526	168318	112864	0	1196733	1880222	331	1655	605	386	0	3400	1445	7822						
3116519																					
3120646																					
3120897																					
3121072	0	0	0	0	0	2883379	2883379	0	0	0	0	0	119606	0	119606	0	0	0	0	0	
3122994																					
3125315																					
3125557																					
3128923																					
3131400																					
3134399																					
3134698																					
3138146	2853641	7230736	5322126	14610097	0	9842	30026442	14118	87301	10443	120862	0	183	0	232907	6039	0	0	0	6039	
3139321																					
3140822																					
3141726																					
3145797																					
3146150																					
3148613																					
3150205																					
3150447																					
3151417																					
3153233																					
3153297																					
3154780																					
3158546	122445	439465	565548	354952	0	86650	1569060	835	2995	3855	4170	0	637	60	12552						
3160978																					
3165357																					
3166699																					
3174920																					
3177426																					
3180136																					
3184228																					
3185579																					
3185896																					
3187612	77807	369564	96982	306343	531	10215	861442	1253	2440	1727	1888	8	279	0	7595	0	0	0	0	0	
3187630	100055	540213	118734	740720	0	96147	1595869	407	5910	1479	7920	0	1547	0	17263						
3189063	35809	723076	24818	129771	0	65841	979315	495	11712	360	2333	0	1494	73	16467						
3194692																					
3199811																					
3202702	7607	1965357	0	560154	0	98333	2631451	87	17366	0	6205	0	305	0	23963	2	0	0	0	2	
3211937																					
3212149																					
3212402																					
3213333																					
3213735																					
3214059																					
3216017	53663	180963	199796	769507	0	220022	1423951	1112	2544	1570	3794	0	1236	0	10256	2	0	0	0	2	
3216316																					
3217331																					
3217957																					
3219269																					
3220863																					
3221468	881761	2728145	880968	2330576	0	10576	6832026	7280	48612	10847	32560	0	244	0	99543	0	0	0	0	0	
3223305																					
3223408																					
3223417																					
3224302																					
3224375																					
3224478																					
3224580	0	0	0	20024	7670565	108931	7799520	0	0	0	1827	797524	5233	0	804584	0	0	0	0	0	
3228908	0	1816	0	12906	0	1260054	1274776	0	27	0	10153	0	42620	0	52800						
3229642																					
3229875																					
3232204	119116	1995561	175894	447951	0	51	2738573	15216	65983	4343	4995	0	0	132	90669	0	0	0	0	0	
3232370																					
3235410																					
3243282																					
3247589																					
3248849																					
3253834																					
3254297																					
3262788																					
3267738																					
3268173																					
3268249																					
3270046																					
3271799	132648	587368	95368	534231	0	550	1350165	2220	8456	546	7135	0	4	0	18361						
3271986																					
3272956																					
3274709																					
3276543																					
3277241																					
3280625	52253	524229	44904	191813	0	326	813525	829	11523	776	2498	0	0	981	16607						
3281510	12989	1089604	107813	313863	0	3444	1527713	224	11328	1782	3628	0	38	0	17000						
3282012																					
3282692																					
3282852	118442	733292	504958	500421	0	85394	1942507	1102	9718	3155	3036	0	1277	0	18288						
3284070																					
3284397																					
3284445																					
3284490																					
3285246																					
3285778																					
3286999																					
3287660																					
3288452																					
3290240																					
3293540																					
3296859																					
3297490																					
3302312																					
3303298																					
3303944																					
3303953																					
3306280																					
3306598																					
3308529																					
3308574																					
3309393																					
3309571																					
3310287																					
3312124																					
3314043																					
3314119																					
3316739																					
3317192																					
3317932	587121	4124824	286907	1402697	593	5762	6407904	4926	43816	4366	25566	1	9	0	78684	0	0	0	0	0	
3320576																					
3320781																					
3322468																					
3325759	109719	1117992	596737	433835	157	27915	2286355	2691	18886	5196	4064	0	428	0	31265	0	0	0	0	0	
3335301																					
3337097	18702	897043	0	215394	0	2232	1133371	94	11560	0	2993	0	10	251	14908						
3340725																					
3340903																					
3341393																					
3342671																					
3343146																					
3344321																					
3346268																					
3346633																					
3347603																					
3347911																					
3348468																					
3348888	782305	3989119	707545	3105243	11038	54443	8649693	22413	32526	6004	42433	223	1071	0	104670	0	0	0	0	0	
3349241																					
3350658																					
3350724																					
3353154																					
3354599																					
3356191	145094	431565	198008	295431	0	11238	1081336	1372	2295	1108	4015	0	231	1715	10736						
3357077																					
3357219	5358	896671	122808	219877	0	1152	1245866	44	11189	1791	2439	0	16	0	15479						
3357385																					
3357620																					
3357947																					
3358270																					
3366239																					
3368635																					
3368925																					
3370133																					
3370357																					
3374234																					
3374382																					
3374403																					
3374412																					
3374878	218206	788676	321324	621858	0	0	1950064	2253	7981	3460	5755	0	0	294	19743						
3376733																					
3377235																					
3378773																					
3382547																					
3383665																					
3384372																					
3384952																					
3385744																					
3386143																					
3386264																					
3386536																					
3387140																					
3388165																					
3388482																					
3390337																					
3390627																					
3391718																					
3392975																					
3393851																					
3394278	0	0	0	0	12906	21286055	21298961	0	0	0	0	1442	1158802	0	1160244	0	0	0	0	0	
3394380																					
3395293																					
3397233																					
3398623																					
3401970																					
3402913																					
3404207	65590	256149	155723	662320	0	295896	1435678	631	7550	2050	4141	0	602	0	14974	9	0	0	0	9	
3404373	88524	465673	251013	97544	0	27	902781	1415	14284	393	1056	0	0	520	17668						
3404467																					
3404506																					
3404999																					
3407084																					
3408728																					
3410141																					
3411773																					
3412417																					
3415463	369985	858666	427383	439603	874	224559	2321070	1764	8744	2533	6631	42	1180	0	20894						
3419416																					
3428258																					
3429219																					
3435948																					
3437148																					
3437157																					
3437166																					
3437456																					
3437483																					
3438958																					
3440803																					
3440830																					
3441677	0	0	0	0	0	1151839	1151839	0	0	0	0	0	0	0	0	0	0	0	0	0	
3444539																					
3445460																					
3445901																					
3446225																					
3446636																					
3446784																					
3447576	206795	681137	310946	529184	0	4534	1732596	2157	7865	1930	5680	0	61	0	17693						
3447772																					
3447820																					
3448162																					
3448425																					
3449066																					
3451050																					
3455227																					
3459207																					
3459216																					
3463875																					
3465226	177418	712295	169436	403211	676	13150	1476186	4804	7128	2760	5019	10	197	0	19918	0	0	0	0	0	
3465392																					
3466988																					
3468450																					
3470097																					
3470154																					
3470239	0	0	25283	99242	92485	250746	467756	0	0	104	0	3130	0	0	3234	0	0	0	0	0	
3470930																					
3472046																					
3472859																					
3475083	464188	1865252	42329	3785879	0	3125274	9282922	4976	16530	766	9543	0	762	0	32577	0	23	0	47	70	
3476192	430203	1477801	474384	490950	0	43316	2916654	26133	51179	13387	17399	0	1221	0	109319	0	0	0	0	0	
3479018																					
3480069																					
3481703																					
3482045																					
3482111																					
3485215																					
3485420																					
3487433																					
3487947																					
3488579																					
3489035	194842	502929	126989	223963	0	6175	1054898	2284	4973	1212	911	0	58	1516	10954						
3489071																					
3490871																					
3517590																					
3529315																					
3531176																					
3532641																					
3535848																					
3537897																					
3538009																					
3545258																					
3546862																					
3547131																					
3547896																					
3548567																					
3548763																					
3555248																					
3555695	217980	916473	69992	876250	16	184188	2264899	3361	10994	519	10764	0	485	0	26123	13	0	0	0	13	
3561771																					
3567269																					
3579589	482335	2049827	715297	1172942	0	40342	4460743	6846	22909	1304	18254	0	273	0	49586	0	0	0	0	0	
3588312																					
3588424																					
3591004																					
3591282																					
3592047																					
3593307																					
3594005																					
3594087																					
3594797																					
3595271																					
3595637																					
3596250																					
3596894																					
3597211																					
3597677																					
3599804																					
3603961																					
3607062	39656	374386	45704	380085	0	6770	846601	199	2085	233	7783	0	102	2729	13131						
3608751	5622	261622	292481	226471	1450	160425	948071	152	1761	2391	2753	35	8993	0	16085						
3610718																					
3612525																					
3613559																					
3614837																					
3614846																					
3614958	40261	609078	0	436091	0	1892	1087322	685	3999	0	8305	0	24	227	13240						
3614976	209339	733760	282806	236105	0	12268	1474278	2349	7769	1660	2224	0	357	0	14359						
3615021																					
3617856																					
3619216																					
3620539																					
3623110																					
3623969																					
3625664																					
3626184																					
3626858																					
3627109																					
3629420	126603	623087	128341	206230	0	8935	1093196	1430	7040	1450	3282	0	137	0	13339						
3629484																					
3630323																					
3633016																					
3633173																					
3634394																					
3635029																					
3635551																					
3636259																					
3636428																					
3636446																					
3636914																					
3637247																					
3637685	56565	665544	3639668	1141448	0	9663	5512888	1938	5417	7429	7381	0	107	0	22272	0	0	0	0	0	
3637706																					
3640359																					
3645840																					
3646397																					
3650563																					
3650808	312172	1945171	39452	2401402	0	0	4698197	6232	23724	436	27455	0	0	0	57847	0	0	0	0	0	
3655933																					
3664588																					
3667132																					
3671997																					
3678857																					
3686928																					
3688043																					
3688548																					
3688623																					
3690121																					
3690596																					
3690635																					
3690701																					
3715444	198448	739246	331580	592648	0	45898	1907820	3871	7915	1730	8882	0	356	0	22754						
3716320																					
3716852	0	0	1164	777287	0	0	778451	0	0	0	28045	0	0	0	28045	0	0	0	0	0	
3719648																					
3720336																					
3720608																					
3721605																					
3729124																					
3750650																					
3783313																					
3783948																					
3786435																					
3793714	0	3409	4375	67	0	1	7852	0	3409	4375	67	0	1	0	7852						
3804535																					
3807880																					
3812147																					
3816154																					
3816163																					
3816190																					
3816510	74175	874361	359908	367598	0	14543	1690585	361	4285	2269	3423	0	80	0	10418						
3821037																					
3821626																					
3821822																					
3832127																					
3835454																					
3843392																					
3851427																					
3869123																					
3885123																					
3918898	1503227	6109543	7688785	16250295	0	2873	31554723	53085	190991	149423	440958	0	218	0	834675	0	0	0	0	0	
3938186	168951	7451153	7095348	8165442	0	4180	22885074	1307	62268	12083	99920	0	64	0	175642	0	0	0	0	0	
3939240																					
3943210																					
3952904																					
4032791																					
4114567																					
4125778																					
4146830																					
4149037																					
4165907																					
4210227	72608	565012	662929	2981927	0	18281	4300757	1301	9885	8849	28640	0	355	0	49030	0	0	0	0	0	
4262534	1203465	2343750	2453401	5544497	0	89389	11634502	35666	67308	31770	110176	0	2812	0	247732	0	0	0	0	0	
4368351																					
4397164																					
4536084																					
4845861																					
5047505																					
5050028	127757	311444	18259	260809	0	1477	719746	2601	4346	193	3645	0	40	0	10825	0	0	0	0	0	
5136959																					
5143788																					
5192496																					
5193989																					
5205819																					
5210989																					
5227101																					
5230790																					
5278251																					
5303724																					
5312593																					
5313312																					
5316920																					
5332603																					
5336928																					
5342974																					
5349218																					
5382514																					
5397639																					
5398355																					
5398627																					
5401273																					
5412457																					
5427684																					
5448915																					
5472880																					
5475452																					
5479478																					
5514409																					
5518023																					
5528880																					
5538937																					
5543735																					
5561001																					
5574430																					
5582846																					
5592340																					
